,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Carol's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Widow for One Year,"Irving, John*",,,,576        pp,3.77,"62,607",1998,"Jun 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 12, 2015",,Paperback,view,/book/show/4659.A_Widow_for_One_Year
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hotel New Hampshire,"Irving, John*",0552992097,9780552992091,0552992097,520        pp,3.93,"65,611",1981,"Jan 06, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 12, 2015",,Paperback,view,/book/show/11768.The_Hotel_New_Hampshire
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cider House Rules,"Irving, John*",0786226749,9780786226740,0786226749,"1,064        pp",4.16,"185,187","May 10, 1985","Jan 01, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 12, 2015",,Hardcover,view,/book/show/4687.The_Cider_House_Rules
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The World According to Garp,"Irving, John*",0345915593,9780345915597,0345915593,610        pp,4.10,"228,585","Apr 24, 1978","Apr 01, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 12, 2015",,Hardcover,view,/book/show/7069.The_World_According_to_Garp
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nightingale,"Hannah, Kristin*",0312577222,9780312577223,0312577222,440        pp,4.62,"1,357,858","Oct 08, 2015","Feb 03, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was hooked on The Nightingale from page 1 and couldn't stop turning pages until the very last page of this well-written saga about two sisters in FrI was hooked on The Nightingale from page 1 and couldn't stop turning pages until the very last page of this well-written saga about two sisters in France during WW II. The characters are sympathetic and their story is compelling. Sisters, Vianne and Isabelle have been somewhat estranged since their grieving and bitter father all but abandoned them after their mother's death. Vianne tried to mother Isabelle, but she was so young and after miscarriages that sent her into depression, Isabelle was sent to convent school. Now Vianne lives a quiet life with her husband, Antoine, and daughter, Sophie in the French village of Carriveau. At 18, Rebellious younger sister Isabelle is still running away and getting expelled from finishing schools. When Antoine gets drafted into the French army to fight the Nazis, Isabelle briefly goes to live with Vianne. Isabelle accurately fears the worse from the Nazis and vows to rebel. Vianne doesn't believe the Nazis will invade France, even after Beck, a Nazis captain moves uninvited into her home. And then Jews in the village including her best friend Rachael first lose their jobs and then their homes and freedom. Vianne promises Rachael to help protect her young daughter and son Ari/Daniel.  The story moves seamlessly from one sisters point of view in the present, to the sister's alternating points of view in the past. Isabelle and Vianne are courageous woman who endure the unendurable and find their own ways to fight the evil. Like so many stories of WW II, there are unspeakable atrocities and heartbreaking losses, and ultimately hope. ...more",Notes are private!,0,31,1,"Apr 11, 2015","Apr 13, 2015","Apr 11, 2015",,Hardcover,view (with text),/book/show/21853621-the-nightingale
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Precious One,"Santos, Marisa de los*",0062390724,9780062390721,0062390724,360        pp,3.90,"11,742","Mar 24, 2015","Mar 24, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A well written story, with sensitively drawn point of view characters, about relationships of every kind--parent/child, siblings, first love, lost losA well written story, with sensitively drawn point of view characters, about relationships of every kind--parent/child, siblings, first love, lost lost, and a creepy one I won't describe so I don't spoil it. Thirty-something Eustacia aka ""Taisy"" yearns for her brilliant, self-centered father's love even though he abandoned her, her twin brother, Marcus, and their Mom years ago. Wilson, was a cold, critical, jerk of a father to Marcus and Taisy. He is totally different with his new family, clearly worshipping his sheltered, home-schooled, teenage daughter, Willow. After, a serious heart attack, Wilson sends for Taisy. Even though he has ignored her for years, she can't resist his invitation, hoping he finally realizes he loves her, too. Told from Taisy and Willow's alternating points of view, the story that unfolds reveals heartbreaking family secrets and the healing power of family bonds....more",Notes are private!,0,20,1,not set,not set,"Apr 07, 2015",,Paperback,view (with text),/book/show/23215482-the-precious-one
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Off Season        (Martha's Vineyard, #5)","Stone, Jean*",0553580868,9780553580860,0553580868,368        pp,3.75,85,"Jan 02, 2001","Jan 02, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jill is a former TV Magazine personality who gives up her career for a second marriage to the nearly perfect, Jeff, a contractor on Martha's Vineyard.Jill is a former TV Magazine personality who gives up her career for a second marriage to the nearly perfect, Jeff, a contractor on Martha's Vineyard. Perfect, until a local 10 year old girl Jeff has befriended makes an accusation that turns life upside down. Throw in a vindictive grandfather, gold-digging absentee mother, and a flirtation with returning to her former job, hosting with her former fiancée and you get the picture. This easy beach read started stronger for me than it finished. About midway through, the characters started feeling too one-dimensional, making the same poor decisions again and again....more",Notes are private!,0,2,1,not set,not set,"Mar 27, 2015",,Mass Market Paperback,view (with text),/book/show/418280.Off_Season
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inside the O'Briens,"Genova, Lisa*",147671777X,9781476717777,147671777X,343        pp,4.00,"47,750","Apr 07, 2015","Apr 07, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Get out the tissues. ""INSIDE"" The O'Brien's is the perfect title for this wonderful book because Lisa Genova so skillfully puts us inside each charactGet out the tissues. ""INSIDE"" The O'Brien's is the perfect title for this wonderful book because Lisa Genova so skillfully puts us inside each character's world to experience their fear, pain, joy, and hope. She has an amazing talent for creating characters that are familiar, palpable and real without being cliché. From the minute I met Joe O'Brien I felt like I knew him and his wife Rosie. I had heard of Huntington's Disease but had no idea of the course of the disease or that it's hereditary. As the O'Brien family deal with a current diagnosis and the too real threat to the next generation, their fears and hopes, denial, and bargaining really resonated with me. Ms. Genova nails what it feels like to hear an unthinkable diagnosis and learn to live with it. A heartbreaking and hopeful story.I have a quibble about the ending, one of those where I turned the page and gasped out loud, ""Noooo! That can't be the end."" Here's my  for New York Journal of Books http://www.nyjournalofbooks.com/book-......more",Notes are private!,0,30,1,"Mar 26, 2015","Mar 31, 2015","Mar 26, 2015",,Hardcover,view (with text),/book/show/22716194-inside-the-o-briens
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vanished,"Morris, Mary McGarry",0140272100,9780140272109,0140272100,256        pp,3.73,981,1988,"Jun 01, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The writing and language are flawless and Precisely create desperate characters and a haunting, psychological tone. The down side is the tone is so weThe writing and language are flawless and Precisely create desperate characters and a haunting, psychological tone. The down side is the tone is so well crafted and dark I find it too depressing to finish....more",Notes are private!,0,8,1,"Mar 23, 2015","Mar 23, 2015","Mar 23, 2015",,Paperback,view (with text),/book/show/51198.Vanished
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Summer People,"Hilderbrand, Elin*",0312997191,9780312997199,0312997191,352        pp,3.90,"29,503","May 30, 2003","Jul 15, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5. You can always count on Elin Hilderbrand for a good beachread. Beth's husband, Arch, was killed in a plane crash just 3 months before she and her3.5. You can always count on Elin Hilderbrand for a good beachread. Beth's husband, Arch, was killed in a plane crash just 3 months before she and her teenage twins go to Nantucket for the summer, maintaining a family tradition. Before he died, Arch invited Marcus, the teenage son of a murderer he is representing, to join the family in Nantucket. Out of a respect for Arch, Beth honors Arch's invitation. The first person Beth's sees in Nantucket is her first love, who is recently separated. His two teenage daughters live with him. As the summer unfolds emotions run rampant as everyone try's to heal from loss, old love and secrets surface, and first love grows. An easy read. One quibble, a point of view change in the last chapter felt contrived and didn't work for me. ...more",Notes are private!,0,2,1,"Mar 20, 2015","Mar 23, 2015","Mar 20, 2015",,Mass Market Paperback,view (with text),/book/show/675905.Summer_People
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rule of Four,"Caldwell, Ian",0440241359,9780440241355,0440241359,464        pp,3.29,"37,323","Apr 01, 2004","Jun 28, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Part coming-of-age about Four Princeton roommates, part suspense as two of them research the secrets of a misunderstood medieval manuscript. Good wrinPart coming-of-age about Four Princeton roommates, part suspense as two of them research the secrets of a misunderstood medieval manuscript. Good wring and a well-crafted plot that got technical and tedious at times, but kept me turning pages to learn the secret. ...more",Notes are private!,0,0,1,"Mar 18, 2015","Mar 20, 2015","Mar 18, 2015",,Mass Market Paperback,view (with text),/book/show/18431.The_Rule_of_Four
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Snowfall at Willow Lake        (Lakeshore Chronicles, #4)","Wiggs, Susan*",0778324931,9780778324935,0778324931,448        pp,4.08,"7,052",2008,"Jan 29, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sophie Bellamy is a divorced, human rights lawyer working in Holland. She has sacrificed a great deal for this life, including living apart from her cSophie Bellamy is a divorced, human rights lawyer working in Holland. She has sacrificed a great deal for this life, including living apart from her children. After surviving a terrorist attach, she rethinks her life and returns to the small Catskills village in New York to be near her children. Her first night there, she meets Noah Shepard, the charming, younger-then-she-is country vet. What unfolds is a sweet, light, mostly predictable read about her relationships with Noah and her children....more",Notes are private!,0,5,1,"Mar 12, 2015",not set,"Mar 12, 2015",,Mass Market Paperback,view (with text),/book/show/1943248.Snowfall_at_Willow_Lake
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Summer Blowout,"Cook, Claire*",1401322417,9781401322410,1401322417,256        pp,3.43,"3,010",2009,"Jun 03, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"predictable, easy beach read. Bella's Irish father is a wanna-be Italian who owns beauty and make-up salons and has 3 ex-wife's. Bella, her brother, apredictable, easy beach read. Bella's Irish father is a wanna-be Italian who owns beauty and make-up salons and has 3 ex-wife's. Bella, her brother, and sisters, including the half-sister who ""stole"" Bella's husband all work together. Cute and funny story...more",Notes are private!,0,1,1,"Mar 11, 2015","Mar 12, 2015","Mar 12, 2015",,Hardcover,view (with text),/book/show/2249919.Summer_Blowout
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Every Fifteen Minutes,"Scottoline, Lisa*",125001011X,9781250010117,125001011X,435        pp,3.76,"33,392","Apr 14, 2015","Apr 14, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2015",,Hardcover,view,/book/show/21853628-every-fifteen-minutes
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blaze,"Bachman, Richard",141655484X,9781416554844,141655484X,285        pp,3.76,"50,646","Jun 12, 2007",Jun 2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Mar 04, 2015",,Hardcover,view,/book/show/349473.Blaze
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dream Lover,"Berg, Elizabeth",0812993152,9780812993158,0812993152,368        pp,3.29,"7,083","Apr 14, 2015","Apr 14, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 21, 2015","Mar 04, 2015","Feb 21, 2015",,Hardcover,view,/book/show/22716467-the-dream-lover
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saving Grace,"Green, Jane*",1250047331,9781250047335,1250047331,352        pp,3.51,"15,018","Jan 01, 2001","Dec 30, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Grace Chapman has been married to mega-author, Ted for over 20 years. They love each other and from the outside they have the perfect.life. In realityGrace Chapman has been married to mega-author, Ted for over 20 years. They love each other and from the outside they have the perfect.life. In reality, Ted is self-centered with a raging temper and an ego that needs constant stroking. After growing up with a verbally abusive, mentally ill mother, Grace is used to walking on eggshells and good at placating Ted's anger until the storm passes. Their life gets turned upside down when Ted's long term assistant, Ellen leaves her job. Enter Beth, the new, too-good-to-be-believed assistant and Grace's life begins changing in ways she could never imagine.At times Grace is a victim which I found both frustrating and also true to life, making her a more well-rounded character. This is clearly Grace's story and most of the other characters felt one-dimensional to me. In the end, Grace takes charge of her life, grows and changes and kept me turning pages to see how she'd turn out...more",Notes are private!,0,6,1,not set,not set,"Feb 21, 2015",,Hardcover,view (with text),/book/show/21853667-saving-grace
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Wife,"Paterka, Kathleen Irene*",0989283828,9780989283823,B00SYLCV5O,387        pp,3.55,"2,041","Jan 25, 2015","Feb 18, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2015",,Kindle Edition,view,/book/show/24880577-the-other-wife
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Rosie Effect        (Don Tillman, #2)","Simsion, Graeme*",1922182109,9781922182104,1922182109,415        pp,3.63,"132,817","Sep 24, 2014","Sep 24, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The wonderfully quirky voice of Don Tillman is back and is the strength of this novel for me. I loved Don in the Rosie Project, and wanted to love TheThe wonderfully quirky voice of Don Tillman is back and is the strength of this novel for me. I loved Don in the Rosie Project, and wanted to love The Rosie Effect just as much. I didn't. Too much of what happens felt too contrived and just didn't pull me in. ...more",Notes are private!,0,8,1,Feb 2015,"Mar 28, 2015","Feb 08, 2015",,Paperback,view (with text),/book/show/21844019-the-rosie-effect
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Unlikely Event,"Blume, Judy*",1101875046,9781101875049,1101875046,402        pp,3.56,"68,950","Jun 02, 2015","Jun 02, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There are parts of this story I rate 4+ and parts that for me are a 3. This is primarily Miri's story and that narrative is what I found most interestThere are parts of this story I rate 4+ and parts that for me are a 3. This is primarily Miri's story and that narrative is what I found most interesting. Miri is a teen being brought up in a very loving, supportive family--her single mother, Rusty, her grandmother, Irene whose house they live in, and her Uncle Henry. The story opens in 1987 when Miri is trying to decide if she should board a plane to return to her hometown, Elizabeth NJ. Thirty-five years earlier when she was a teen, a series of unexplained and tragic plane crashes in Elizabeth, changed Miri's and everyone's life. When the story is about Miri and her family and friends and her first love, Mason, I found it wonderfully engaging. At times, that story is over-laid with what feels like short stories or character sketches. These are about the people most effected by the plane crashed. Those overlays often took me out of the primary story and involved so many characters, it was hard to keep them straight. For at least the first 100-150 pages, I felt lost much of the time. The second half of the book had fewer of these sub-narratives and flowed much better for me. ...more",Notes are private!,0,28,1,"Jun 13, 2015","Jun 19, 2015","Feb 03, 2015",,Hardcover,view (with text),/book/show/23899174-in-the-unlikely-event
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Us,"Nicholls, David",034089699X,9780340896990,034089699X,400        pp,3.71,"58,574","Sep 30, 2014","Sep 30, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I rated this 4 more as a writer than reader, because while I found the story slow at times, there are number of elements of writing craft that I reallI rated this 4 more as a writer than reader, because while I found the story slow at times, there are number of elements of writing craft that I really admire. As a reader it was more of a 3 for me. What I admire most in the writing is the voice of the narrator, Douglas, which never wavers and reveals him as conventional, staid, organized, and self-deprecating in an insightful, witty way. Another strength is that David Nicholls transitions seamlessly between past and present to tell the story of the history and present day marriage of Douglas and his wife, Connie. Interestingly, the voice that I admire so much as a writer, is what I didn't always enjoy as a reader. Douglas is tedious at times, and that made it hard for him to hold my interest, in much the same way that he frustrated his wife Connie and their son, Egg. I admire that the author was able to put me in their shoes and understand their frustration. The problem is, at times it made Douglas a character I didn't want to spend much time with, not a good reaction for a reader. I stuck with it, and have mixed feeling about the end....more",Notes are private!,0,12,1,"Jan 24, 2015","Jan 29, 2015","Jan 24, 2015",,Hardcover,view (with text),/book/show/21423525-us
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love Anthony,"Genova, Lisa*",1439164681,9781439164686,1439164681,309        pp,3.97,"36,698","Sep 01, 2012","Sep 25, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Beth is the mother of three daughters who suddenly learns her marriage is not what it seems. Trying to reconnect with herself, she starts writing a stBeth is the mother of three daughters who suddenly learns her marriage is not what it seems. Trying to reconnect with herself, she starts writing a story about a fictional child with autism.Olivia's life hasn't been normal since her son, Anthony, was diagnosed with autism at age three. Love Anthony is told alternating between Beth and Olivia's Points of View. For more than half of the book, it felt more like two separate stories to me. Around 100 pages in, it became clear how the characters would connect. It took many more pages before their stories intertwined. After reading Still Alice, I became an instant Lisa Genova fan. In that book and in Left Neglected, she has a remarkable way of getting inside the characters' head and revealing very serious issues from the inside out. In Love Anthony, the issue is autism, and this time, I never felt the same ""inside-out"" connection. The biggest obstacle for me is that in Love Anthony, I wasn't able to suspend disbelief on how Beth somehow told what was essentially Anthony's story--a child she never met. Still, it was a worth-it read and I continue to really admire Lisa Genova for the issues she takes on. ...more",Notes are private!,0,7,1,"Jan 17, 2015","Jan 23, 2015","Jan 17, 2015",,Hardcover,view (with text),/book/show/13547381-love-anthony
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wedding Gift,"Bodden, Marlen Suyapa*",1250026385,9781250026385,1250026385,320        pp,3.94,"8,768","Dec 07, 2009","Sep 24, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is compelling, well-researched historical fiction that kept me turning pages, in spite of the brutal themes of slavery, oppressed women, sickeninThis is compelling, well-researched historical fiction that kept me turning pages, in spite of the brutal themes of slavery, oppressed women, sickening double standards, and cruelty. It was a solid 4 or better until the shocking revelation in the last few pages, which knocked it down to a 3 or 3.5 for me. The problem I had with this revelation is that after beautifully crafting and showing the bulk of this multi-layered, complex story, Ms. Bodden has one of the narrators ""tell"" her surprising secrets in a way that to me felt like a short cut and out of character. The story is told from two different points of view; Theodora Allen, the mistreated wife of a wealthy plantation owner, and Sarah Campbell, the slave who is his illegitimate daughter. Although only a child, Sarah is the maid to the the Allen's daughter, her half-sister, Clarissa. The characters are very well-drawn and their lives intertwine in ways that are sometimes affectionate and often incestuous. Ms. Bodden did not shy away from the brutality of the times, but often revealed the violence in ways that were not overly graphic. Her less is more approach didn't hide the inhumanity, and made it more readable for me. I always find it hard to read about slavery. Here I was equally disgusted by the inequities in the treatment of women. And, some of the medical practices of the time astounded me. I can't wait to discuss this one with my in-person book club. ...more",Notes are private!,0,12,1,"Jan 12, 2015","Jan 17, 2015","Jan 12, 2015",,Hardcover,view (with text),/book/show/17332276-the-wedding-gift
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Beauty,"Sewell, Anna",0439228905,9780439228909,0439228905,245        pp,3.99,"278,330","Nov 24, 1877","Mar 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Read this multiple times as a child and remember it as a favorite. Picked it up at the library today and read this afternoon. I'm amazed at how littleRead this multiple times as a child and remember it as a favorite. Picked it up at the library today and read this afternoon. I'm amazed at how little I recall about the mostly feel good story. ...more,Notes are private!,0,0,1,"Jan 09, 2015","Jan 09, 2015","Jan 09, 2015",,Mass Market Paperback,view (with text),/book/show/3685.Black_Beauty
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Missing Reels,"Nehme, Farran Smith",1468309277,9781468309270,1468309277,341        pp,3.36,588,"Nov 12, 2014","Nov 12, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"YIKES. Another book I don't feel I can fairly rate. That's 3 for 3 so far in 2015! Missing Reels is well written with some well-drawn, engaging characYIKES. Another book I don't feel I can fairly rate. That's 3 for 3 so far in 2015! Missing Reels is well written with some well-drawn, engaging characters especially the main character, Cainwen's roommates, Jim and Talmadge, and her neighbor, Miriam. Didn't feel the same engagement with Cainwen or her love interest Matthew. Unfortunately, didn't understand the attraction to him at all. I suspect movie buffs will love this book with it's history (some true, some fiction) of old and silent movies. Unfortunately, that info, critical to a central theme of the story, bogged it down for me. ...more",Notes are private!,0,2,1,not set,"Jan 07, 2015","Jan 08, 2015",,Hardcover,view (with text),/book/show/20893614-missing-reels
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Once Upon a Day,"Tucker, Lisa*",0743492781,9780743492782,0743492781,368        pp,3.68,"2,742","Apr 01, 2006","May 15, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Gave this one 50 pages and just can't get into the story about a doctor turned taxi driver after a family tragedy and sister and brother survivalists Gave this one 50 pages and just can't get into the story about a doctor turned taxi driver after a family tragedy and sister and brother survivalists experiencing the outside world for the first time. I think I'll make a New Year's resolution to put down a book that doesn't hook me within 50 pages. Sound fair?...more,Notes are private!,0,4,1,not set,not set,"Jan 04, 2015",,Paperback,view (with text),/book/show/751579.Once_Upon_a_Day
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Left Hand of God        (The Left Hand of God, #1)","Hoffman, Paul",0718155181,9780718155186,0718155181,436        pp,3.65,"18,428","Jan 07, 2010","Jan 07, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm struggling with rating this book. It was a tough read for me. I stuck with it because it's a book club selection. On the plus side, It's imaginatiI'm struggling with rating this book. It was a tough read for me. I stuck with it because it's a book club selection. On the plus side, It's imaginative with good enough writing to rouse my curiosity about what made the character Cale so special. Among my struggles, what seems like senseless almost gratuitous, cruelty, especially in the early chapters and escape and battle scenes that lacked the drama to hold my interest. To be fair, (except for Hunger Games trilogy which I loved, loved, loved) I'm not a fan of this genre and it feels unfair for me to rate....more",Notes are private!,0,0,1,not set,"Dec 31, 2014","Jan 01, 2015",,Hardcover,view (with text),/book/show/7116709-the-left-hand-of-god
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Landline,"Rowell, Rainbow*",1250049377,9781250049377,1250049377,320        pp,3.54,"167,054","Jul 08, 2014","Jul 08, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"On December 17, Two days before her family is supposed to leave to visit her husband Neal's family in Omaha, Georgie tells Neal she can't go because oOn December 17, Two days before her family is supposed to leave to visit her husband Neal's family in Omaha, Georgie tells Neal she can't go because of work. She is stunned when Neal takes their daughters, Alice and Noomi and goes without her. The story takes place between then and Christmas. And, in a quasi-time-travel twist that is never explained, at some time in the past which Georgie is able to connect to through a magic phone??? I did not love that twist and for me, it disrupted what was a pretty good story with well-developed and sympathetic characters. ...more",Notes are private!,0,6,1,"Dec 27, 2014","Dec 28, 2014","Dec 27, 2014",,Hardcover,view (with text),/book/show/18081809-landline
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Final Solution,"Chabon, Michael",0060777109,9780060777104,0060777109,131        pp,3.35,"18,655","Nov 09, 2004",Nov 2005,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What to say about this strange little story about an old detective who comes out of retirement, a mute boy, and a talking parrot?The writing is sophisWhat to say about this strange little story about an old detective who comes out of retirement, a mute boy, and a talking parrot?The writing is sophisticated and creates a tone that for me is reminiscent of A Confederacy of Dunces. A quick read even if it isn't my taste. My favorite part is near the end and told from the point of view of Bruno the parrot. Go figure!...more",Notes are private!,0,3,1,"Dec 20, 2014","Dec 20, 2014","Dec 20, 2014",,Paperback,view (with text),/book/show/16696.The_Final_Solution
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wishful Drinking,"Fisher, Carrie",1439102252,9781439102251,1439102252,163        pp,3.82,"85,935","Dec 02, 2008","Dec 02, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Witty. Reads a bit stream of conscious. Read a  that reading Wishful Drinking is like talking to a stoned girl at a party and that sums it up.,Notes are private!,0,3,1,"Dec 14, 2014","Dec 17, 2014","Dec 14, 2014",,Hardcover,view (with text),/book/show/4961048-wishful-drinking
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Walking on Trampolines,"Whiting, Frances",1476780013,9781476780016,1476780013,368        pp,3.87,"2,436","Oct 01, 2013","Feb 03, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A must read if, like me, you devour contemporary relationship stories. This one has every conceivable relationship--conventional and unconventional beA must read if, like me, you devour contemporary relationship stories. This one has every conceivable relationship--conventional and unconventional best friends Annabelle and Gordon, first love Josh, true love, mother/daughter, father/daughter, caring big sister. Mix in a wedding day betrayal, depression, cancer, and plenty of hope and in my world you have a page turner.Well written with transparent language that finds the sweet spot where it is quietly poetic without calling attention to itself. The author skillfully shows the story and reveals Lulu through the often tender interactions with a host of interesting characters. There's a place near the end where it teetered on too fairy tale-ish. It's short-lived and gets back on track with a satisfying ending...more",Notes are private!,0,11,1,"Mar 03, 2015","Mar 06, 2015","Dec 14, 2014",,Paperback,view (with text),/book/show/22609591-walking-on-trampolines
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Gift to Remember,"Hill, Melissa*",1471127648,9781471127649,1471127648,416        pp,3.65,"3,097",2013,"Oct 24, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"More a 2.5 for me, a predictable storyline and mostly one dimensional characters.",Notes are private!,0,5,1,"Dec 07, 2014","Dec 14, 2014","Dec 07, 2014",,Kindle Edition,view (with text),/book/show/17558048-a-gift-to-remember
