,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lucy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Joy Luck Club,"Tan, Amy*",,,,352        pp,3.97,"683,132",1989,"Sep 21, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is definitely a great book, and I see why a lot of people read it for a High School English class. I never really got into it, though, why was toThis is definitely a great book, and I see why a lot of people read it for a High School English class. I never really got into it, though, why was to my own detriment because the juxtaposition between the mothers and their daughters is the best part! And you get a better sense of that with pace consistency ...more",Notes are private!,0,0,1,"Jan 16, 2023","Feb 11, 2023","Jun 15, 2021",,Paperback,view (with text),/book/show/7763.The_Joy_Luck_Club
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bluest Eye,"Morrison, Toni",,,,216        pp,4.11,"252,647","Jun 01, 1970","Sep 06, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 20, 2021",,Paperback,view,/book/show/11337.The_Bluest_Eye
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Index of Self-Destructive Acts,"Beha, Christopher R.*",1947793829,9781947793828,B07Y211FVV,520        pp,4.08,"1,781","May 05, 2020","May 05, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Jun 20, 2021not set","Jul 14, 2021not set","May 12, 2021",,Hardcover,view,/book/show/50970293-the-index-of-self-destructive-acts
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of Fielding,"Harbach, Chad*",0316126691,9780316126694,0316126691,512        pp,3.99,"112,996","Sep 07, 2011","Sep 07, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 29, 2021",,Hardcover,view,/book/show/10996342-the-art-of-fielding
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,End: How Male Privilege Hurts Women,"Manne, Kate*",1984826565,9781984826565,B082S3BY9Y,269        pp,4.21,"4,682","Aug 11, 2020","Aug 11, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2021",,Kindle Edition,view,/book/show/50726976-entitled
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Dirt,"Cummins, Jeanine*",,,,459        pp,4.37,"571,512","Jan 21, 2020","Jan 21, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wish I hadn’t read a Mexican immigrant story written by a white American. And I especially wish I hadn’t read her authors note at the end... in summI wish I hadn’t read a Mexican immigrant story written by a white American. And I especially wish I hadn’t read her authors note at the end... in summary, I don’t recommend. ...more",Notes are private!,0,2,1,not set,"Apr 21, 2021","Apr 22, 2021",,Hardcover,view (with text),/book/show/45046527-american-dirt
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Silver Sparrow,"Jones, Tayari*",1565129903,9781565129900,1565129903,352        pp,3.91,"41,999","May 24, 2011","May 24, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Apr 18, 2021not set","Apr 18, 2021",,Hardcover,view,/book/show/9749711-silver-sparrow
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Professional Troublemaker: The Fear-Fighter Manual,"Ajayi Jones, Luvvie*",1984881906,9781984881908,1984881906,304        pp,4.10,"5,375","Mar 02, 2021","Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 08, 2021",,Hardcover,view,/book/show/54916181-professional-troublemaker
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Radical Candor: Be a Kickass Boss Without Losing Your Humanity,"Scott, Kim Malone*",1250103509,9781250103505,1250103509,336        pp,4.07,"44,237","Mar 14, 2017","Mar 14, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 08, 2021",,Hardcover,view,/book/show/29939161-radical-candor
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Interpreter of Maladies,"Lahiri, Jhumpa",0618101365,9780618101368,0618101365,198        pp,4.17,"193,357","Apr 20, 1999","Jan 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2021",,Hardcover,view,/book/show/5439.Interpreter_of_Maladies
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,State of Wonder,"Patchett, Ann",0062049801,9780062049803,0062049801,353        pp,3.89,"188,469","May 03, 2011","Jun 07, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2021",,Hardcover,view,/book/show/9118135-state-of-wonder
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Sister, the Serial Killer","Braithwaite, Oyinkan*",0385544235,9780385544238,0385544235,226        pp,3.67,"293,698","Jul 17, 2018","Nov 20, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Thank you, kitty, for being my reading inspiration. I listened to this and honestly loved it. Such an interesting story - with an awesome and soothingThank you, kitty, for being my reading inspiration. I listened to this and honestly loved it. Such an interesting story - with an awesome and soothing narrator - about loyalty and family. ...more",Notes are private!,0,1,3,not setnot setnot set,"May 19, 2021not setnot set","Apr 02, 2021",,Hardcover,view (with text),/book/show/38819868-my-sister-the-serial-killer
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Writers & Lovers,"King, Lily*",,,,320        pp,4.02,"142,105","Mar 03, 2020",2020,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Similar to Claire, I just want to read this again to try to get to know the characters even better and make sure I didn’t miss a single moment.",Notes are private!,0,3,2,not setnot set,"Apr 27, 2021not set","Mar 06, 2021",,Hardcover,view (with text),/book/show/45289222-writers-lovers
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Thousand Ships,"Haynes, Natalie*",0063065398,9780063065390,0063065398,368        pp,4.08,"68,783","May 02, 2019","Jan 26, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I love this new genre of Greek mythology retold from the perspective of all of the women who were there. I listened to this one. The author narrates iI love this new genre of Greek mythology retold from the perspective of all of the women who were there. I listened to this one. The author narrates it and she has a lovely British accent. ...more,Notes are private!,0,4,2,not setnot set,"May 09, 2021not set","Mar 06, 2021",,Hardcover,view (with text),/book/show/53487148-a-thousand-ships
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A House in the Sky,"Lindhout, Amanda*",1451651694,9781451651690,1451651694,373        pp,4.26,"64,682","Jun 25, 2013","Sep 10, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2021",,Hardcover,view,/book/show/18039963-a-house-in-the-sky
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Divine Secrets of the Ya-Ya Sisterhood,"Wells, Rebecca*",006075995X,9780060759957,006075995X,383        pp,3.85,"557,136","May 22, 1996","Dec 07, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 02, 2021",,Paperback,view,/book/show/137791.Divine_Secrets_of_the_Ya_Ya_Sisterhood
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Euphoria,"King, Lily*",0802122558,9780802122551,0802122558,256        pp,3.86,"92,594","Jun 03, 2014","Jun 03, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Jul 25, 2021","Feb 27, 2021",,Hardcover,view,/book/show/18467802-euphoria
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Earth We're Briefly Gorgeous,"Vuong, Ocean",0525562028,9780525562023,0525562028,246        pp,4.04,"299,632","Jun 04, 2019","Jun 04, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is so beautifully written and so heavy. I am so happy i read it but didn’t necessarily enjoy it, if that makes sense?",Notes are private!,0,4,1,not set,"May 22, 2022","Feb 26, 2021",,Hardcover,view (with text),/book/show/41880609-on-earth-we-re-briefly-gorgeous
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Time Traveler’s Wife,"Niffenegger, Audrey*",,9781939126016,1939126010,537        pp,3.99,"1,784,979",2003,"Sep 23, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 25, 2021",,ebook,view,/book/show/18619684-the-time-traveler-s-wife
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beautiful World, Where Are You","Rooney, Sally*",0571365426,9780571365425,0571365426,340        pp,3.54,"388,491","Sep 07, 2021","Sep 07, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was my least favorite of her three. I didn’t really like any of the characters, and her portrayal of the one female friendship was off.",Notes are private!,0,2,1,"Jul 14, 2022","Jul 23, 2022","Feb 25, 2021",,Hardcover,view (with text),/book/show/56646958-beautiful-world-where-are-you
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Life of Bees,"Kidd, Sue Monk*",0142001740,9780142001745,0142001740,302        pp,4.09,"1,291,175","Nov 08, 2001","Jan 28, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 19, 2021",,Paperback,view,/book/show/37435.The_Secret_Life_of_Bees
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Should All Be Feminists,"Adichie, Chimamanda Ngozi",,,B00L0F01NK,65        pp,4.40,"292,636",2012,"Jul 29, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2021",,Kindle Edition,view,/book/show/22738563-we-should-all-be-feminists
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Color of Law: A Forgotten History of How Our Government Segregated America,"Rothstein, Richard",1631492853,9781631492853,1631492853,368        pp,4.45,"38,847","May 02, 2017","May 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2021",,Hardcover,view,/book/show/32191706-the-color-of-law
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When We Believed in Mermaids,"O'Neal, Barbara*",1542004519,9781542004510,B07MV8SWZF,348        pp,4.18,"224,275",2019,"Jul 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2021",,Kindle Edition,view,/book/show/43717362-when-we-believed-in-mermaids
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Were the Lucky Ones,"Hunter, Georgia*",0399563083,9780399563089,0399563083,403        pp,4.41,"151,487","Feb 14, 2017","Feb 14, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 09, 2021",,Hardcover,view,/book/show/30267929-we-were-the-lucky-ones
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lilac Girls        (Lilac Girls, #1)","Kelly, Martha Hall*",1101883073,9781101883075,1101883073,487        pp,4.29,"302,790","Apr 05, 2016","Apr 05, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 09, 2021",,Hardcover,view,/book/show/25893693-lilac-girls
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homegoing,"Gyasi, Yaa*",,,,305        pp,4.47,"341,227","Jun 07, 2016","Jun 07, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2021",,Hardcover,view,/book/show/27071490-homegoing
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Water for Elephants,"Gruen, Sara*",1565125606,9781565125605,1565125606,368        pp,4.11,"1,615,215","May 22, 2006","Apr 09, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 02, 2021",,Paperback,view,/book/show/43641.Water_for_Elephants
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mythos: The Greek Myths Retold        (Stephen Fry's Great Mythology, #1)","Fry, Stephen",0718188721,9780718188726,0718188721,416        pp,4.26,"125,509","Nov 02, 2017","Nov 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2021",,Hardcover,view,/book/show/35074096-mythos
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Close to Okay,"Cross-Smith, Leesa*",,,,311        pp,3.71,"22,433","Feb 02, 2021","Feb 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2021",,Hardcover,view,/book/show/53916130-this-close-to-okay
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman in the White Kimono,"Johns, Ana*",0778308146,9780778308140,0778308146,352        pp,4.27,"22,490","May 28, 2019","May 28, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2021",,Hardcover,view,/book/show/41860708-the-woman-in-the-white-kimono
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Gentleman in Moscow,"Towles, Amor*",,,0143110438,462        pp,4.33,"543,324","Sep 06, 2016","Mar 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2021",,Paperback,view,/book/show/34066798-a-gentleman-in-moscow
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company,"Iger, Robert",,,,272        pp,4.41,"82,141","Sep 23, 2019","Sep 23, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2021",,Hardcover,view,/book/show/44525305-the-ride-of-a-lifetime
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cloud Atlas,"Mitchell, David",0375507256,9780375507250,B00A2M3QD4,509        pp,4.01,"248,796",Mar 2004,"Aug 17, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2021",,Paperback,view,/book/show/49628.Cloud_Atlas
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flowers for Algernon,"Keyes, Daniel",,,,311        pp,4.21,"671,444",Apr 1966,"May 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 28, 2021",,Paperback,view,/book/show/18373.Flowers_for_Algernon
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eligible: A Modern Retelling of Pride & Prejudice,"Sittenfeld, Curtis*",1400068320,9781400068326,1400068320,492        pp,3.60,"92,669","Apr 19, 2016","Apr 19, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,not setnot set,"May 03, 2021not set","Jan 28, 2021",,Hardcover,view,/book/show/25852870-eligible
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An American Marriage,"Jones, Tayari*",1616201347,9781616201340,1616201347,308        pp,3.94,"358,676","Jan 29, 2018","Feb 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 28, 2021",,Hardcover,view,/book/show/33590210-an-american-marriage
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eleanor Oliphant Is Completely Fine,"Honeyman, Gail",0735220689,9780735220683,0735220689,336        pp,4.24,"1,227,019","May 09, 2017","May 09, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 09, 2021","Apr 21, 2021","Jan 28, 2021",,Hardcover,view,/book/show/31434883-eleanor-oliphant-is-completely-fine
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cutting for Stone,"Verghese, Abraham*",0375414495,9780375414497,,560        pp,4.32,"386,980",2009,"Feb 03, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 28, 2021",,Hardcover,view,/book/show/3591262-cutting-for-stone
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Castle,"Walls, Jeannette*",074324754X,9780743247542,074324754X,288        pp,4.31,"1,212,331",Jan 2005,"Jan 17, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 28, 2021",,Paperback,view,/book/show/7445.The_Glass_Castle
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Transcendent Kingdom,"Gyasi, Yaa*",,,,264        pp,4.11,"146,879","Aug 31, 2020","Sep 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2021",,Hardcover,view,/book/show/48570454-transcendent-kingdom
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Breath Becomes Air,"Kalanithi, Paul",,,B00XSSYR50,208        pp,4.40,"668,404","Jan 12, 2016","Jan 12, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 28, 2021",,Kindle Edition,view,/book/show/25899336-when-breath-becomes-air
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Becoming,"Obama, Michelle*",,,,426        pp,4.46,"1,047,698","Nov 13, 2018","Nov 13, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 28, 2021",,Hardcover,view,/book/show/38746485-becoming
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Me Talk Pretty One Day,"Sedaris, David",0349113912,9780349113913,0349113912,272        pp,4.01,"698,881",2000,2001,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 28, 2021",,Paperback,view,/book/show/4137.Me_Talk_Pretty_One_Day
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad Blood: Secrets and Lies in a Silicon Valley Startup,"Carreyrou, John",,,152473165X,339        pp,4.41,"259,824","May 21, 2018","May 21, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 28, 2021",,Hardcover,view,/book/show/37976541-bad-blood
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Little Life,"Yanagihara, Hanya*",,,0385539258,720        pp,4.34,"618,273","Mar 10, 2015","Mar 10, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 28, 2021",,Hardcover,view,/book/show/22822858-a-little-life
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Conversations with Friends,"Rooney, Sally*",0451499077,,B01M6XMA62,304        pp,3.76,"473,993","May 25, 2017","Jul 11, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a re-read because of the show. I did not like this book three years ago, but showing me Joe Alwyn put everything in a different light. And I aThis is a re-read because of the show. I did not like this book three years ago, but showing me Joe Alwyn put everything in a different light. And I absolutely loved it and had a totally different reaction / take on it second time around. ...more",Notes are private!,0,1,1,not set,not set,"Jan 28, 2021",,Kindle Edition,view (with text),/book/show/32187419-conversations-with-friends
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Things We Cannot Say,"Rimmer, Kelly*",1525831518,9781525831515,1525831518,448        pp,4.53,"165,797","Feb 26, 2019","Oct 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2021",,Hardcover,view,/book/show/40899464-the-things-we-cannot-say
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Thousand Autumns of Jacob de Zoet,"Mitchell, David",1400065453,9781400065455,1400065453,479        pp,4.02,"64,195","May 13, 2010","Jun 29, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2021",,Hardcover,view,/book/show/7141642-the-thousand-autumns-of-jacob-de-zoet
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity","Boo, Katherine",1400067553,9781400067558,1400067553,278        pp,3.98,"109,800","Apr 08, 2012","Feb 07, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have wanted to read this book for a long time because the title is my absolute favorite, and the content did not disappoint. I am not usually a big I have wanted to read this book for a long time because the title is my absolute favorite, and the content did not disappoint. I am not usually a big non-fiction person, but the real lives of these extraordinary people suck you right in. Katherine Boos reporting and ability to present every side of a situation is extremely compelling. ...more",Notes are private!,0,3,1,not set,"Apr 03, 2021","Jan 25, 2021",,Hardcover,view (with text),/book/show/11869272-behind-the-beautiful-forevers
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Beast Side: Living (and Dying) While Black in America,"Watkins, D.",1510703357,9781510703353,1510703357,176        pp,4.21,"1,423","Sep 08, 2015","Sep 08, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 25, 2021",Feb 2021,"Jan 25, 2021",,Hardcover,view,/book/show/25779025-the-beast-side
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Husbands of Evelyn Hugo,"Reid, Taylor Jenkins*",1501139231,9781501139239,1501139231,389        pp,4.42,"3,002,108","Jun 13, 2017","Jun 13, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Love. Absolutely love,Notes are private!,0,2,1,not set,"Apr 06, 2021","Jan 25, 2021",,Hardcover,view (with text),/book/show/32620332-the-seven-husbands-of-evelyn-hugo
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Woman Is No Man,"Rum, Etaf*",0062699768,9780062699763,0062699768,339        pp,4.26,"149,536","Mar 05, 2019","Mar 05, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/34313931-a-woman-is-no-man
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Caste: The Origins of Our Discontents,"Wilkerson, Isabel*",0593230256,9780593230251,0593230256,544        pp,4.54,"137,234","Aug 04, 2020","Aug 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/51152447-caste
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Promised Land,"Obama, Barack*",1524763160,9781524763169,1524763160,751        pp,4.34,"227,456","Nov 17, 2020","Nov 17, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/55359022-a-promised-land
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Absolute Darling,"Tallent, Gabriel*",0735211175,9780735211179,0735211175,417        pp,3.61,"49,831","Apr 29, 2017","Aug 29, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/33572350-my-absolute-darling
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Speak for Ourselves: A Word from Forgotten Black America,"Watkins, D.",1501187848,9781501187841,,208        pp,4.49,526,"Apr 23, 2019","Apr 23, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,ebook,view,/book/show/41224082-we-speak-for-ourselves
