,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Amina's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zgažene bulke,"Konar, Affinity*",8652124647,9788652124640,8652124647,360        pp,3.83,"15,412","Sep 06, 2016","Jul 04, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2024",,Paperback,view,/book/show/36174929-zga-ene-bulke
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sveža voda za cveće,"Perrin, Valérie",8610044718,9788610044713,8610044718,350        pp,4.28,"72,429","Feb 28, 2018",2022,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Rijetko kojem romanu od srca i iskreno mogu dati pet zvjezdica. Divna, tužna, inspirativna, prožeta humorom, priča koja će vas natjerati na suze, ali Rijetko kojem romanu od srca i iskreno mogu dati pet zvjezdica. Divna, tužna, inspirativna, prožeta humorom, priča koja će vas natjerati na suze, ali i to da je čitate uz bilježenje krasnih i poučnih rečenica.Mene su ove oduševile:""Jedno biće nam nedostaje i čitav svet je prazan.""""Kad pričam o tebi , ti postojiš; kad ne bih ništa govorio, to bi značilo da sam te zaboravio.""""Kad bi izrastao po jedan cvet za svaku misao posvećenu tebi, zemlja bi bila ogromna bašta.""""Morate učiniti važnim vaše odsustvo onima koji nisu shvatili važnost vašeg prisustva.""""Smrt majke je naš prvi gubitak koji oplakujemo bez nje.""""Život je jedno dugo gubljenje svega što volimo.""...more",Notes are private!,0,13,1,"Feb 05, 2024","Feb 08, 2024","Feb 05, 2024",,Paperback,view (with text),/book/show/63838740-sve-a-voda-za-cve-e
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sretno mjesto,"Henry, Emily*",,9789531326278,,376        pp,4.02,"784,601","Apr 25, 2023",Nov 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2024",,Paperback,view,/book/show/202203350-sretno-mjesto
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Odri Hepbern i sjaj zvezda,"Weinberg, Juliana",8652149526,9788652149520,8652149526,446        pp,4.11,378,"Sep 28, 2020",2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2024",,Paperback,view,/book/show/200976833-odri-hepbern-i-sjaj-zvezda
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vučja djevojčica,"Hannah, Kristin*",,9789533607856,,424        pp,4.16,"132,689",2006,Jul 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2024",,Hardcover,view,/book/show/194941485-vu-ja-djevoj-ica
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sve što moj sin treba znati o svijetu,"Backman, Fredrik*",,9789533490953,,176        pp,3.99,"26,522","Aug 27, 2012",Oct 2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2024",,Hardcover,view,/book/show/48550268-sve-to-moj-sin-treba-znati-o-svijetu
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Smola,"Ril, Ane",,,B09FF6WWYD,0        pp,3.71,7,unknown,"Jan 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2024",,Paperback,view,/book/show/141999205-smola
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Izgubljeno pismo,"Cantor, Jillian*",,9789531428200,,300        pp,4.23,"13,799","Jun 13, 2017",2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2024",,Paperback,view,/book/show/55124305-izgubljeno-pismo
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sve plavetnilo neba,"Da Costa, Mélissa",9538400143,9789538400148,9538400143,612        pp,4.53,"13,963",unknown,2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2024",,Paperback,view,/book/show/144711353-sve-plavetnilo-neba
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ljubavnici,"Cognetti, Paolo*",8652146241,9788652146246,8652146241,168        pp,3.68,"7,172","Oct 26, 2021","Oct 21, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2024",,Paperback,view,/book/show/62883437-ljubavnici
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Priča iz Casablance,"Valpy, Fiona*",,9789531435321,,316        pp,4.41,"37,163","Sep 21, 2021",2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 23, 2024",,Paperback,view,/book/show/199320915-pri-a-iz-casablance
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spasi me,"Scottoline, Lisa*",,9789533234342,,375        pp,3.67,"28,904","Apr 12, 2011",2018,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Kakvih se nebuloza ova žena napisala na 370 stranica. Pitala sam se ima li kraja svemu tome.,Notes are private!,0,3,1,"Jan 23, 2024","Jan 25, 2024","Jan 23, 2024",,Paperback,view (with text),/book/show/40542191-spasi-me
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gost iznenađenja        (Molly the Maid, #2)","Prose, Nita*",9533721502,9789533721507,9533721502,272        pp,3.87,"64,034","Nov 28, 2023","Nov 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 23, 2024",,Paperback,view,/book/show/203688122-gost-iznena-enja
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kćerke dima i vatre,"Homa, Ava",9926310753,9789926310752,9926310753,364        pp,4.25,"1,941","May 12, 2020",2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2024",,Paperback,view,/book/show/204407941-k-erke-dima-i-vatre
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crni labud,"Louth, Nick*",,,,320        pp,3.58,"3,354","Oct 01, 2007",2015,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Iznenađujuće dobar triler. Scene kao u akcionim filmovima. Ocjena 4,Notes are private!,0,1,1,"Jan 22, 2024","Jan 23, 2024","Jan 22, 2024",,Paperback,view (with text),/book/show/30648547-crni-labud
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Knjiga o Baltimorcima,"Dicker, Joël",8652125368,9788652125364,8652125368,526        pp,4.12,"47,708","Sep 30, 2015",2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2024",,Paperback,view,/book/show/37105817-knjiga-o-baltimorcima
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Večno,"Scottoline, Lisa*",8661520568,9788661520563,8661520568,303        pp,4.29,"38,505","Mar 01, 2021",2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2024",,Paperback,view,/book/show/129501611-ve-no
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ledeni dvorac,"Vesaas, Tarjei",8664571007,9788664571005,8664571007,170        pp,3.87,"11,528",1963,Dec 2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2024",,Hardcover,view,/book/show/33634875-ledeni-dvorac
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Život i vremena Majkla K,"Coetzee, J.M.",8652135479,9788652135479,8652135479,208        pp,3.86,"19,232",1983,Nov 2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2024",,Paperback,view,/book/show/48912276-ivot-i-vremena-majkla-k
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ne laži mi        (Eva Rae Thomas Mystery, #1)","Rose, Willow*",,9789538347610,,285        pp,4.05,"21,127","Apr 15, 2019",Oct 2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2024",,Paperback,view,/book/show/59479545-ne-la-i-mi
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Malibu u plamenu,"Reid, Taylor Jenkins*",8652149747,9788652149742,8652149747,384        pp,4.04,"1,018,388","May 27, 2021","Aug 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2024",,Paperback,view,/book/show/195930779-malibu-u-plamenu
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zaljubljen u Rim: Ljubavna afera sa Večnim gradom,"Tedesco, Mark*",,9788652142958,,200        pp,3.97,89,unknown,"Jan 11, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jako lijepo žanrovski osvježenje je bilo pročitati ovaj putopis. Autentično, slikovito opisan Rim.",Notes are private!,0,4,1,"Jan 18, 2024","Jan 19, 2024","Jan 18, 2024",,Paperback,view (with text),/book/show/59795210-zaljubljen-u-rim
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Madame Curie und die Kraft zu träumen,"Leonard, Susanna",3548063861,9783548063867,3548063861,464        pp,4.02,727,unknown,"Aug 31, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2024",,Paperback,view,/book/show/55119832-madame-curie-und-die-kraft-zu-tr-umen
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trenuci sreće,"King, Shelly*",8652118957,9788652118953,8652118957,288        pp,3.55,"2,873","Jan 01, 2014","Sep 05, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2024",,Paperback,view,/book/show/26230295-trenuci-sre-e
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tirza,"Grunberg, Arnon",8660840240,9788660840242,8660840240,457        pp,3.60,"13,883",2006,Dec 2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Tirza"" Aron GrumbergUpravo sam završila našokantniju, najbizarniju i najbolesniju knjigu u posljednjih deset godina intenzivnog čitanja. Za one koji ""Tirza"" Aron GrumbergUpravo sam završila našokantniju, najbizarniju i najbolesniju knjigu u posljednjih deset godina intenzivnog čitanja. Za one koji imaju jak želudac i koji mogu podnijeti psihološku torturu na preko 400 stranica bez vidljivog zapleta, preokreta ili izvjesnog kraja, toplo preporučujem nešto što dosad nisu sigurno pročitali. Tanka je granica između lošeg i genijalnog, a o ovom romanu su upravo tako podjeljena mišljenja. Samo ću još za kraj reci da nemam apetit za današnji ručak, niti imam želju da bilo šta čitam poslije Tirze.Da li ste je čitali? Kakvi su vaši dojmovi?...more",Notes are private!,1,9,1,"Jan 30, 2024","Feb 05, 2024","Jan 16, 2024",,Paperback,view (with text),/book/show/68000418-tirza
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Troje,"Perrin, Valérie",,9789538400186,,592        pp,4.29,"17,502",2021,2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2024",,Paperback,view,/book/show/201272521-troje
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dovoljno hladno za snijeg,"Au, Jessica",,9789533584584,,121        pp,3.75,"11,743",2022,Jun 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2024",,Hardcover,view,/book/show/63120982-dovoljno-hladno-za-snijeg
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slom,"Paris, B.A.*",9531423016,9789531423014,9531423016,324        pp,3.89,"131,261","Feb 09, 2017",2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2024",,Paperback,view,/book/show/39712975-slom
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dječja mećava,"Benjamin, Melanie*",,9789533721019,,352        pp,3.95,"20,856","Jan 12, 2021",2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2024",,Paperback,view,/book/show/63832916-dje-ja-me-ava
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Uoči svetkovine,"Stanišić, Saša*",,9789958302497,9958302497,259        pp,3.70,"2,477","Mar 10, 2014",2015,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mistična paralelna priča o obilježavanju svetkovine Ane u njemačkoj provinciji. Knjiga je svojevrsna lepeza različitih karaktera u istoj sredini, ali Mistična paralelna priča o obilježavanju svetkovine Ane u njemačkoj provinciji. Knjiga je svojevrsna lepeza različitih karaktera u istoj sredini, ali u različitom vremenskom razdoblju. Vrijedna čitanja....more",Notes are private!,0,7,1,"Jan 16, 2024","Jan 17, 2024","Jan 16, 2024",,Paperback,view (with text),/book/show/25882028-uo-i-svetkovine
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Božićna knjižara,"Colgan, Jenny",,,,328        pp,3.75,"53,932","Oct 26, 2021",2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2024",,,view,/book/show/203810029-bo-i-na-knji-ara
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Linkolnov auto-put,"Towles, Amor*",8652150346,9788652150342,8652150346,600        pp,4.23,"259,089","Oct 05, 2021","Oct 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2024",,Paperback,view,/book/show/200500637-linkolnov-auto-put
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hiljadu njegovih poljubaca,"Cole, Tillie*",,,,288        pp,4.08,"294,721","Mar 15, 2016","Feb 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2024",,Paperback,view,/book/show/51913051-hiljadu-njegovih-poljubaca
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dijamantsko oko,"Quinn, Kate*",8652148910,9788652148912,8652148910,488        pp,4.29,"135,195","Mar 29, 2022","Jun 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2024",,Paperback,view,/book/show/185364675-dijamantsko-oko
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,ŽIVOT JE KRATAK KAO SAN,"Révay, Theresa",,,,318        pp,3.92,154,unknown,2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2024",,Paperback,view,/book/show/43798183-ivot-je-kratak-kao-san
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Šetač knjiga,"Henn, Carsten",,9789533605647,,232        pp,4.15,"15,491",2020,Dec 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2024",,Paperback,view,/book/show/63897269-eta-knjiga
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Možda nebo zna,"Musso, Guillaume",,9789537213336,,283        pp,3.77,"10,492","Nov 18, 2004","Apr 25, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Sa zadovoljstvom čitam starije Musoove romane. Ovaj mu se jako svidio. Radnja je dinamična i zanimljiva. Ovi novi romani su svi na isti kalup i fazon.,Notes are private!,0,6,1,"Jan 13, 2024","Jan 16, 2024","Jan 13, 2024",,Paperback,view (with text),/book/show/23017229-mo-da-nebo-zna
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eläintarhan pienokaiset,"Schoenwald, Sophie",,9789518849172,,32        pp,4.00,13,unknown,2022,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Najljepši serijal dječijih priča prevedenih u izdanju Malik Books. Dječak od 4.5 godine, fasciniran pričama iz zoološkog vrta i dogodovštinama AlfredaNajljepši serijal dječijih priča prevedenih u izdanju Malik Books. Dječak od 4.5 godine, fasciniran pričama iz zoološkog vrta i dogodovštinama Alfreda i Ježimira. Edukativni, zabavno, inspirativno dječije štivo. Pored zanimljive priče, dat je zadatak i da pronađemo skrivenog kameleona bebu i uspjeli smo na skoro svakoj stranici....more",Notes are private!,0,3,1,"Jan 11, 2024","Jan 12, 2024","Jan 12, 2024",,Hardcover,view (with text),/book/show/63249973-el-intarhan-pienokaiset
