,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Габриела's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
955,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Митология на погледа,"Теофилов, Иван",,9789542612179,,184        pp,4.33,6,2013,2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2016",,Paperback,view,/book/show/18053681
956,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Моето опяване,"Cardoso, Dulce Maria",,9789548689137,,320        pp,3.92,537,2005,"Nov 07, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2016",,Paperback,view,/book/show/12983432
957,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La ronde des innocents,"Musso, Valentin",2757821024,9782757821022,2757821024,380        pp,3.23,199,"Jan 01, 2010","May 19, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 21, 2016","Nov 23, 2016","Nov 21, 2016",,Mass Market Paperback,view,/book/show/11288878-la-ronde-des-innocents
958,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mourning Diary,"Barthes, Roland",1907903100,9781907903106,1907903100,256        pp,4.08,"2,896","Feb 05, 2009","Apr 28, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2016",,Hardcover,view,/book/show/11243060-mourning-diary
959,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anna Karenina,"Tolstoy, Leo",,,,964        pp,4.09,"848,031",1878,"Oct 16, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ако напиша кога съм чела тая книга, ще ми се смеете.Отбелязвам си да я препрочета.",Notes are private!,0,2,1,not set,not set,"Nov 16, 2016",,Paperback,view (with text),/book/show/15823480-anna-karenina
960,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Парижката Света Богородица,"Hugo, Victor",,,,480        pp,4.02,"201,143","Mar 16, 1831","Sep 29, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Четох я бавно, предимно в метрото, и я завърших, както най-обичам: в мързелива сутрин, изключила се от света за няколко часа.Ясно е, че Юго е гений и Четох я бавно, предимно в метрото, и я завърших, както най-обичам: в мързелива сутрин, изключила се от света за няколко часа.Ясно е, че Юго е гений и писането му е пълноводна река, която тече бавно, но неуморно – и така разказва историите си.Тази книга ми е близка, защото градът е главен герой в нея, защото без него одисеята на Есмералда и Квазимодо не би могла да бъде разказана. А аз, предвид пословичната си любов към родния си град, твърде лесно и безпроблемно се привързвам към истории за конкретни места. Географията също си има език, сградите са парчетата слово, които сглабят битието ни.„Парижката Света Богородица“ е приказка, но много реална; приказка, примесена с истинския живот, в който фаталният край нерядко взема превес над щастливия финал, над и всички заживели щастливо.Но щастието не е точна наука и може би – позволявам си това съмнение – да загубиш всичко, което си обичал на този свят, но да умреш в предаността си към тая обич, с надеждата, че ще го откриеш отново в някоя друга вселена, може би също е щастлив край.Може би се нуждаем от повече истории за счупване, за неполучаване, за загуба – за да се научим да ценим. Ето всичко, което обичах!Предпочитам да не мисля смъртта като крайна точка, може би отвъд нея има нещо повече – и може би тъкмо там ни е отредено да скрием сърцата си.Ceci tuera cela....more",Notes are private!,0,10,1,"Nov 15, 2016","Jan 07, 2017","Nov 15, 2016",,Hardcover,view (with text),/book/show/8543954
961,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nan Goldin,"Goldin, Nan",0714859451,9780714859453,0714859451,128        pp,4.16,255,2001,"Oct 20, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 15, 2016",,Hardcover,view,/book/show/9382625-nan-goldin
962,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Както са едно вода и жажда...,"Хаджикосев, Симеон",,,,unknown,3.25,4,1985,1985,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Nov 11, 2016","Nov 11, 2016",,Hardcover,view,/book/show/32946126
963,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beautiful Losers,"Cohen, Leonard",0679748253,9780679748250,0679748253,243        pp,3.59,"7,010",1966,"Nov 02, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 11, 2016",,Paperback,view,/book/show/102908.Beautiful_Losers
964,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Presence: Bringing Your Boldest Self to Your Biggest Challenges,"Cuddy, Amy*",0316256579,9780316256575,0316256579,352        pp,3.90,"17,772","Nov 03, 2015","Dec 22, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Nov 10, 2016","Nov 10, 2016",,Hardcover,view,/book/show/25066556-presence
965,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Writing on the Wall: Social Media - The First 2,000 Years","Standage, Tom*",1620402831,9781620402832,1620402831,288        pp,3.90,"1,190","Oct 10, 2013","Oct 15, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2016",,Hardcover,view,/book/show/17287025-writing-on-the-wall
966,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Вкъщи всички вечерят отделно,"Лазарова, Анна",,9786192010805,,60        pp,4.36,45,unknown,Feb 2016,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"Nov 10, 2016","Nov 09, 2016",,,view,/book/show/29387310
967,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Summer,"Camus, Albert",0146000498,9780146000492,0146000498,87        pp,3.71,"2,134",1954,"Jan 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2016",,Paperback,view,/book/show/2409779.Summer
968,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Орехови двори,"Jergović, Miljenko",,9786191790371,,576        pp,4.29,"1,165","Jan 01, 2003",2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2016",,Hardcover,view,/book/show/26531326
969,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Codex Seraphinianus. Ein Orbis Pictus des Universums der Phantasie.,"Serafini, Luigi",3791306510,9783791306513,3791306510,365        pp,4.50,"3,676",1981,1983,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2016",,Hardcover,view,/book/show/512662.Codex_Seraphinianus_Ein_Orbis_Pictus_des_Universums_der_Phantasie_
970,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Brilliant Friend        (L'amica geniale #1),"Ferrante, Elena",,,B079MGWXK6,387        pp,4.04,"332,942","Oct 19, 2011","Sep 25, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 27, 2022","Nov 04, 2016",,Kindle Edition,view,/book/show/38457091-my-brilliant-friend
971,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Северозападен романь,"Николов-Торлака, Стоян",9786199031,9786199031414,,312        pp,4.27,270,"Jan 01, 2014",Nov 2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2016",,Paperback,view,/book/show/23572936
972,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Красотата ще спаси света: Уайлд, Рилке, Цветаева","Todorov, Tzvetan",,9789540731056,,244        pp,4.22,67,"Feb 09, 2006",2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2016",,Paperback,view,/book/show/30289259
973,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Old Tales Retold 故事新编,Lu Xun,7119026992,9787119026992,7119026992,unknown,4.24,196,1936,"Sep 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ох, в такива дни така си обичам работата.В тази книга има всичко: прословутата китайска непоколебимост и спокойствие, с което разказват страшните си, Ох, в такива дни така си обичам работата.В тази книга има всичко: прословутата китайска непоколебимост и спокойствие, с което разказват страшните си, бунтарските си, разкъсващите си истории, още по-пословичната китайска мъдрост, интелигентно чувство за хумор, съпружески неволи – без мелодрами, най-сетне! – дълг и преданост, и обич.П.П.: Другата седмица (мисля) на пазара от „Изток-Запад“....more",Notes are private!,0,2,1,"Nov 03, 2016","Nov 03, 2016","Nov 03, 2016",,Paperback,view (with text),/book/show/931389.Old_Tales_Retold_
974,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"La Bella Lingua: My Love Affair with Italian, the World's Most Enchanting Language","Hales, Dianne*",0767927699,9780767927697,0767927699,320        pp,3.77,"1,725",2009,"May 12, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 02, 2016",,Hardcover,view,/book/show/4951923-la-bella-lingua
975,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Father Loss: Daughters Discuss the Man That Got Away,"Wakeman, Elyce",0805001670,9780805001679,0805001670,291        pp,3.69,59,"Oct 02, 1984","Jan 01, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2016",,Paperback,view,/book/show/1537817.Father_Loss
976,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Love, etc.","Barnes, Julian",0375725881,9780375725883,0375725881,240        pp,3.71,"3,912",1992,"Jun 11, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2016",,Paperback,view,/book/show/45370.Love_etc_
977,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Шумът на времето,"Barnes, Julian",9547694014,9789547694019,,216        pp,3.75,"24,545","Jan 28, 2016",2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2016",,Paperback,view,/book/show/29588484
978,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nix,"Hill, Nathan",110194661X,9781101946619,110194661X,640        pp,4.08,"74,434","Aug 30, 2016","Aug 30, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gone.That word again: What did it mean? to be gone? Everyone was disappearing.(...)At recess, he left. He simply marched away. He walked toward the moGone.That word again: What did it mean? to be gone? Everyone was disappearing.(...)At recess, he left. He simply marched away. He walked toward the most distant swing set and then walked on. He just didn't stop. It had never occurred to him before that he could not stop. Everyone stopped. But in the face of his mother's goneness, all the world's normal rules fell away. If she could leave, why couldn't he? So he did. He walked away and was surprised how easy it was. He walked along the sidewalk, didn't even attempt to run or hide. He walked in plain view and nobody stopped him. Nobody said a word. He floated away. It was a whole new reality. Maybe, he thought, his mother also found it this easy. To go. What kept people where they were, in their normal orbits? Nothing, he realized for the first time. There was nothing to stop anyone from, on any given day, vanishing....more",Notes are private!,0,12,1,"Dec 25, 2017","Jan 04, 2018","Nov 01, 2016",,Hardcover,view (with text),/book/show/28251002-the-nix
979,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Here I Am,"Foer, Jonathan Safran *",0374280029,9780374280024,0374280029,592        pp,3.64,"26,606",2016,"Sep 06, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2016",,Hardcover,view,/book/show/28116847-here-i-am
980,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Min kamp 1        (Min kamp, #1)","Knausgård, Karl Ove",,9788252574586,,435        pp,4.09,"44,281",2009,2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2016",,Hardcover,view,/book/show/7147831-min-kamp-1
981,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Обратно броене,"Христов, Владислав",,9789548689908,,76        pp,3.81,16,2016,2016,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 14, 2016","Dec 14, 2016","Nov 01, 2016",,Paperback,view,/book/show/32734098
982,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,За духовното в изкуството,"Kandinsky, Wassily",,9786191529216,,176        pp,3.84,"86,418",Jan 1912,2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 30, 2016",,Paperback,view,/book/show/32731764
983,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,100 PISAMA / 100 LETTERS,"Abramović, Marina",,97829I5359336,,200        pp,4.00,8,unknown,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 27, 2016",,,view,/book/show/31868499-100-pisama-100-letters
984,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Уморен да се раждам и да умирам,Mo Yan,,9786191790364,,664        pp,4.04,"4,594",2006,Feb 2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 27, 2016",,Hardcover,view,/book/show/24960133
985,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Частица от бурята,"Strand, Mark",,9786197279030,,312        pp,4.62,26,2000,Oct 2016,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Днес, осенена от някакво внезапно вдъхновение за ред, и най-вече търсейки нещо за четене, преброих книгите, които съм си купила сравнително скоро и ощДнес, осенена от някакво внезапно вдъхновение за ред, и най-вече търсейки нещо за четене, преброих книгите, които съм си купила сравнително скоро и още не съм отваряла. 19. По-малко, отколкото предполагах. Естествено, не спирам да инвестирам в храна за душата, и ей ме на, във вторник вечерта, разполагайки с лукса на 20 минути за разходка към една среща, си купих Частица от бурята – топла, топла, току-що пристигнала в книжарницата.Изданието е обемно: съдържа стихове от всичките книги на Странд. Докъм 100-ната страница не бях убедена, че книгата е съвсем това, което ми трябва в този момент, но после... оh, me, oh my.Поезията на Марк Странд е 20-годишните (и целоживотните) ми страхове от забрава, от изтичащото време, от недостатъчно писане, от недостатъчно добро писане, от носталгии по неща, които няма да се върнат, по неща, които не искаш да се върнат, неща, които и да се върнат, няма да имат същия вкус. Стиховете му са хладен вятър, надигаща се буря, обръщане на сезона, превъртане на времето, сверяване на емоционалния ми часовник – та да настигна придошлата есен-зима. Последната порция от книгата си взех за един час, в 3 през нощта, стоейки на прага на една тераса, дето не е моя, облъхвана от вятър, който не беше моят, но се споделихме за една вечер – и неслучайно последните стихове гласяха:гледах и гледах в тавана, докато не щеш ли, почувствах порив на хладен вятър и вече ме нямаше. (А часът, в който я четох, беше толкова напоен с магия, че като си погледнах телефона, дори не беше минал. Беше нощта, в която връщаме часовниците с шейсет минути назад. Наистина, време на изчезване.)Моите адмирации към преводачите Катя Митова и Кристин Димитрова. .И следват (някои) неща, които са ми направили силно впечатление.Мина толкова време, а сякаш бе вчера,в самия разгар на лятото,когато усетихме, че тъгата изчезва,и видяхме как над стените от дялан камъкплътта на облаците, натежали от уханиетона южната пустиня, се надига в разточителен прилив на мекота. Сякаш бе вчера –бяхме застанали край желязната порта в центърана града, когато тичинковият дъхна вятъра нарисува около нас сенкитена облаците, за да почустваме силата на свободата си,макар все още да бяхме пленници на мрака.И после, когато дъждът заваля и наводни улиците,когато го чухме да почуква на верандата, а вятърътзашумоля в листата като в хартия, как да обяснимтова усещане за нещастие и особения начин, по който гласовете ни изтриха следите на тъгата,яростта ѝ, ужасните ѝ намеци за края?***Спомням си как стоях пред разбиващите се вълнии уплашен не толкова от водата, колкото от шума,затиснах уши и избягах при майка ми,как чаках да ме приберат обратно в градската ни къща,където беше тихо и бученето на вълните го нямаше.Но самото море, видът му, начинът, по койтосе разстла пред мен,докъдето ми поглед стигаше, беше вълнуващо.Само ревът мубеше страшен. А днес, след години, точно шумът и необятът на морето ми липсват в това изгнание на сушата,сред планините, неспособни да се променят, освен отсветлината, която им придава цвят, или от снеговете,които ги отдалечават, или от облаците,които ги теглят нагоре и ги правят по-високи.Планините са пасивни спрямо всяко действие, липсва имтайнството на морето, което се самопроменя.Знам, че по природа са различни, и все пак,ако можех да избирам, щях да гледам морето,да се изгубя в звуците му, които така ме уплашихакато дете.Но какво знаех тогава за насладата от загубите,за ръба на бездната, от която с бяс и свистенесе надига голямо морско животно, разбива се в скалитеи изпраща към небето звезди от сол, гръмовни облаци от пяна.*** По тези сребърни поляни и тротоари, за коитосреднощният въздух на късния октомври изглеждаединствено възможен акомпанимент, нищо не обещаваудовлетворение. Остава само нарастващото неудовлетворение. Само зъби, които захапвати разкъсват. Всичко става все по-голямои по-неуловимо, натежало от бъдеще, според коетоаз съм само това, което си ти, но повече.А ти, който нямаш време да се умориш,все така тичаш подир това обещание простозащото го има. Постоянната загубаще е само твоя и ще става все по-голяма.***У нас също я имаше тази жажда да притежаваменещо отвъд познатия ни свят, отвъд нас самите,отвъд силите ни да си го представим, нещо, в коетообачесе надявахме да открием себе си; и това желание винагиидваше между другото, в утихващата светлина ив такъв студ,че заледените езера в долината пукаха и трещяха,а снегът навяваше там, където бе останала гола земя,и старите случки, когато отново изплуваха от миналото,не изглеждаха както преди, а бяха бели и призрачни,с фалшиви извивки и скрити изличавания;и нито веднъж не почувствахме, че сме близко –до нощта, в която вятърът каза: „Защо го правишточно сега? Върни се там, където ти е мястото.“И не щеш ли, в далечината, в замръзналата пустошизникна малка дървена къща със светещи прозорчетаи ние стояхме пред нея, изумени от появата ѝ,и бихме се решили да отворим вратата,да влезем в сиянието ѝ и да се стоплим,но тя беше наша, без да е наша, и трябвашеда остане празна. Такава беше идеята.бъдещето е просто илюзия и нищо друго не ни предстои освен миналото – отново и отново***Защото сме прекосили реката и вятърът тук може само да развива вкочанената спирала на студа и ние покорно сме се приспособили, и вече не очакваме да получим повече, отколкото ни е било дадено, нито пък се чудим как се случи така, че се озовахме тук, и сега ни е все едно, че нищо не излезе, каквото го мислехме.***И да пресяваш това, което ти е останало,праха на фразите, изречени някога,руините на страстта –всеки път по-малко излиза***самотната ѝ сричка е като изречение, закрепенона ръба на смисъла, и чака да го назовеш по име***Това, което бих могъл да съм написал, се изправя като трезв, безплътен съдник на написаното.***Неруда е козметик на обикновеното.***времето е просто мярка за междувремие,а бъдещето нищо повече от и така нататък,и така нататък...но бързо и завинаги.*** как да сме сигурни колко хубаво е хубавото***диаграмата на страданиетода се чете като изкупление на плътта –точно в мига, когато се превръща в песен.***Денят е заключил лицето ми в приказна клетка от студ.***едва сме започнали, а вече ни сковава парализа, и трябва да излезем навън за глътка въздух***приведен над страницата, благодарен на всички любови,които са ме споходили и не ме оставят сам***опростяваме миналото, за да направим място на сегашното***А по петите ни – уханният вятър на пролетта,който обещава много, но се задоволява с лято.***нощната жега и предлага нови идеиза размечтаване***Как да превърнеш болката в паметникна самата себе си, как да я опишеш,като я прегънеш надве в средата, съзерцавайки япрез удоволствието, така че да бъде разпозната и дориобичана, когато заживее в онова, което тя не е?***да не се отчайваме; ако това е краят, и той ще мине...more",Notes are private!,0,10,1,"Oct 26, 2016","Oct 30, 2016","Oct 26, 2016",,Paperback,view (with text),/book/show/32777058
986,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sarajevo omnibus,"Čolić, Velibor",2070137112,9782070137114,2070137112,176        pp,3.95,58,Apr 2012,Apr 2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2016",,Broché,view,/book/show/13608846-sarajevo-omnibus
987,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Градове за хората,"Gehl, Jan",,9786191862696,,276        pp,4.35,"2,087","May 20, 2010",Oct 2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2016",,Paperback,view,/book/show/32595814
988,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Генеалогия на модерността,"Foucault, Michel",,9786191529247,,288        pp,3.72,18,1992,"Oct 20, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,Oct 2016,"Oct 25, 2016",,Paperback,view,/book/show/32731712
989,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ракия,"Hořava, Matěj",,9789548689885,,160        pp,4.14,479,"Nov 26, 2014",2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 24, 2016",,Paperback,view,/book/show/32734146
990,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Когато изпратим деня,"Mejlak, Pierre J.",,9786197153118,,188        pp,4.15,408,"Jan 01, 2011","Dec 05, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,"Oct 24, 2016","Oct 24, 2016",,Paperback,view,/book/show/27823371
991,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Present Age,"Kierkegaard, Søren",0061300942,9780061300943,0061300942,108        pp,4.05,"1,404",1846,"Sep 12, 1962",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2016",,Paperback,view,/book/show/287804.The_Present_Age
992,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Look Homeward, Angel","Wolfe, Thomas",0743297318,9780743297318,0743297318,544        pp,3.92,"14,820",1929,"Oct 10, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2016",,Paperback,view,/book/show/12448.Look_Homeward_Angel
993,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Euro: How a Common Currency Threatens the Future of Europe,"Stiglitz, Joseph E.",039325402X,9780393254020,039325402X,448        pp,3.81,"1,310","Feb 16, 2016","Aug 16, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 19, 2016","Oct 24, 2016","Oct 19, 2016",,Hardcover,view,/book/show/26530390-the-euro
994,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Къщата на улица Манго,"Cisneros, Sandra",,9786197350005,,128        pp,3.69,"190,539",1984,"Oct 18, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 31, 2017","Feb 02, 2017","Oct 18, 2016",,Paperback,view,/book/show/32312181
995,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rumpelstiltskin,"Grimm, Jacob",0735822794,9780735822795,0735822794,32        pp,3.87,"1,676",1812,"May 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 14, 2016",,Hardcover,view,/book/show/6726629-rumpelstiltskin
996,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Румцайс,"Čtvrtek, Václav",,,,193        pp,4.17,233,1970,1982,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Oct 14, 2016",,Paperback,view,/book/show/16057916
997,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Философия на фотографията,"Бояджиев, Цочо",,9786191524617,,250        pp,4.14,14,"Jan 01, 2014",2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 12, 2016",,Paperback,view,/book/show/22733575
