,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Thomas's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
1339,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Counting Descent,"Smith, Clint*",1938912659,9781938912658,1938912659,75        pp,4.55,"3,849","Sep 15, 2016","Sep 15, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2021",,Paperback,view,/book/show/29599121-counting-descent
1340,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Natural Mother of the Child: A Memoir of Nonbinary Parenthood,"Belc, Krys Malcolm*",1640094385,9781640094383,1640094385,287        pp,4.14,"1,325","Jun 15, 2021","Jun 15, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 17, 2021",,Hardcover,view,/book/show/55000747-the-natural-mother-of-the-child
1341,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Win Me Something,"Wu, Kyle Lucia*",,,B09C11SN9J,272        pp,3.55,"2,886","Nov 02, 2021","Nov 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 17, 2021",,Kindle Edition,view,/book/show/55434914-win-me-something
1342,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Passage North,"Arudpragasam, Anuk*",0593230701,9780593230701,0593230701,304        pp,3.71,"7,747","Jul 13, 2021","Jul 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 17, 2021",,Hardcover,view,/book/show/55873262-a-passage-north
1343,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The False Prince        (The Ascendance Trilogy, #1)","Nielsen, Jennifer A.*",0545284147,9780545284141,0545284147,352        pp,4.23,"96,248","Apr 01, 2012","Feb 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 13, 2021",,Paperback,view,/book/show/15815401-the-false-prince
1344,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Decolonizing Wealth: Indigenous Wisdom to Heal Divides and Restore Balance,"Villanueva, Edgar",152309141X,9781523091416,152309141X,272        pp,4.31,"2,287",Oct 2018,"Aug 17, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 13, 2021",,Paperback,view,/book/show/56753442-decolonizing-wealth
1345,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Play It As It Lays,"Didion, Joan",0374529949,9780374529949,0374529949,231        pp,3.92,"67,116",1970,"Nov 15, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2021",,Paperback,view,/book/show/428.Play_It_As_It_Lays
1346,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Surveillance Valley: The Rise of the Military-Digital Complex,"Levine, Yasha",1610398025,9781610398022,1610398025,384        pp,4.25,973,"Feb 06, 2018","Feb 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2021",,Hardcover,view,/book/show/34220713-surveillance-valley
1347,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Feminism, Interrupted: Disrupting Power","Olufemi, Lola",0745340067,9780745340067,0745340067,148        pp,4.45,"2,864","Mar 20, 2020","Mar 20, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2021",,Paperback,view,/book/show/48856308-feminism-interrupted
1348,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Lonely People,"Gayle, Mike*",1538720167,9781538720165,1538720167,384        pp,4.18,"26,478","Jul 23, 2020","Jul 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 11, 2021",,Hardcover,view,/book/show/55921894-all-the-lonely-people
1349,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sankofa,"Onuzo, Chibundu",0349013152,9780349013152,0349013152,304        pp,3.85,"19,992","Jun 03, 2021","Jun 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2021",,Hardcover,view,/book/show/57145063-sankofa
1350,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fault Lines,"Itami, Emily",0063099802,9780063099807,0063099802,224        pp,3.71,"14,798","Sep 07, 2021","Sep 07, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I appreciated this how Emily Itami showed the protagonist’s unhappy feelings about domesticity, married life, and having kids. While the narrator loveI appreciated this how Emily Itami showed the protagonist’s unhappy feelings about domesticity, married life, and having kids. While the narrator loves her children and cares for them well, she also expresses disappointments about the constraints of her life, which I liked given how women are taught to idolize motherhood and often feel pressured into motherhood. Itami does a great job of describing the protagonist’s bicultural upbringing too and how it affects her perspective on life.At the same time I feel like Fault Lines did not really go anywhere. It made a strong statement about the potential pitfalls of domesticity for sure. And, it suffered from a lackluster ending in my opinion – a major event happens and then suddenly everything shifts and falls into place for the protagonist. I wanted Itami to show us deeper conversations, to reveal how the characters struggled before reaching their final destination. Additionally, while I liked the writing in this novel, it didn’t wow me.A novel/short story collection that addressed similar themes in a more dynamic way is So We Look to the Sky by Misumi Kubo, which I read earlier this year and greatly enjoyed....more",Notes are private!,0,74,1,"Oct 05, 2021","Oct 08, 2021","Sep 08, 2021",,Hardcover,view (with text),/book/show/56304464-fault-lines
1351,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night She Disappeared,"Jewell, Lisa*",1982137363,9781982137366,1982137363,416        pp,4.12,"224,487","Jul 22, 2021","Sep 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2021",,Hardcover,view,/book/show/55922299-the-night-she-disappeared
1352,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Every Mirror She's Black        (In Every Mirror She’s Black #1),"Åkerström, Lola Akinmade*",1728240387,9781728240381,1728240387,412        pp,3.82,"8,620","Sep 07, 2021","Sep 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2021",,Hardcover,view,/book/show/56787881-in-every-mirror-she-s-black
1353,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"These Violent Delights        (These Violent Delights, #1)","Gong, Chloe*",1534457690,9781534457690,1534457690,449        pp,3.85,"143,693","Nov 17, 2020","Nov 17, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What I liked about this novel: the strength and nuances of Juliette’s characterization, Chloe Gong emphasizing the destructiveness of colonialism and What I liked about this novel: the strength and nuances of Juliette’s characterization, Chloe Gong emphasizing the destructiveness of colonialism and the entitlement of white supremacy, and the vibe that I got that Gong genuinely enjoyed writing These Violent Delights. I’m here for stories with kickass Asian women who are also fiercely complicated and emotional.Sadly, I didn’t enjoy many other aspects of this book. I found the framework of Romeo and Juliet boring – Juliette and Roma’s romance didn’t spark much for me, and I felt like the “screen time” taken up by the romance could have been spent developing all the characters in more interesting ways. While the plague mystery plot felt high-stakes-ish, it failed to capture my full attention, especially because I felt like so many of the scenes served as filler to build up the tension between the not-so-exciting romance between Juliette and Roma. I am curious to see if Gong’s writing develops over time.I’m a bit bummed that I’ve been reading so many three-star books lately. I’m hoping that changes! It’s been an especially long time since I’ve read any science-fiction or fantasy with more complex and developed characters. Any recommendations are welcome....more",Notes are private!,0,58,1,"Oct 09, 2021","Oct 11, 2021","Sep 04, 2021",,Hardcover,view (with text),/book/show/50892212-these-violent-delights
1354,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Raybearer        (Raybearer, #1)","Ifueko, Jordan*",1419739824,9781419739828,1419739824,343        pp,4.34,"27,214","Aug 18, 2020","Aug 18, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 starsI liked so many aspects of Raybearer: a determined main character who grows throughout the novel, a well-balanced group of friends and a roma3.5 starsI liked so many aspects of Raybearer: a determined main character who grows throughout the novel, a well-balanced group of friends and a romance that does not take up too much space, and themes related to loyalty, destiny, and gender inequity. I appreciated how Jordan Ifueko included asexual representation and some interesting commentary about state repression of people’s dissent. The ending surprised me in a pleasant way with its more thrilling execution, which made me curious about the sequel to this book.The reason I do not rate this book higher is because I felt that a lot of the book’s events came across as predictable. The majority of the conflict in the novel did not come across as high stakes to me because I could assume early on how they’d be resolved. While Ifueko ended Raybearer on a high note, I wanted more of that tenseness and surprise throughout the book, even if this first book served to set the stage for future installments.Overall, would recommend to fans of young-adult fantasy who find the book’s synopsis interesting....more",Notes are private!,0,43,1,"Sep 11, 2021","Sep 16, 2021","Sep 01, 2021",,Hardcover,view (with text),/book/show/50158128-raybearer
1355,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Here for It: Or, How to Save Your Soul in America","Thomas, R. Eric*",0525621059,9780525621058,0525621059,304        pp,4.04,"12,299","Feb 18, 2020","Sep 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2021",,Paperback,view,/book/show/58145394-here-for-it
1356,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Malibu Rising,"Reid, Taylor Jenkins*",1524798657,9781524798659,1524798657,369        pp,4.04,"1,018,499","May 27, 2021","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Sep 01, 2021",,Hardcover,view,/book/show/58745185-malibu-rising
1357,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Conditional Citizens: On Belonging in America,"Lalami, Laila*",0525436049,9780525436041,0525436049,208        pp,4.27,"3,649","Sep 22, 2020","Oct 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2021",,Paperback,view,/book/show/57499559-conditional-citizens
1358,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Razorblade Tears,"Cosby, S.A.*",,,,336        pp,4.10,"92,535","Jul 06, 2021","Jul 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 12, 2024",not set,"Aug 31, 2021",,Hardcover,view,/book/show/54860585-razorblade-tears
1359,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pyre,"Murugan, Perumal",0802159346,9780802159342,,173        pp,3.94,"2,377",2013,"Feb 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2021",,ebook,view,/book/show/58637550-pyre
1360,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Middlegame        (Alchemical Journeys, #1)","McGuire, Seanan*",,,B07HF2ZK75,492        pp,4.02,"28,736","May 07, 2019","May 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2021",,Kindle Edition,view,/book/show/35965482-middlegame
1361,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nine Perfect Strangers,"Moriarty, Liane*",1250069831,9781250069832,1250069831,464        pp,3.55,"427,964","Sep 18, 2018","Oct 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 30, 2021",,Paperback,view,/book/show/43263679-nine-perfect-strangers
1362,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Curse of Bigness: Antitrust in the New Gilded Age,"Wu, Tim*",0999745468,9780999745465,0999745468,154        pp,4.15,"2,049","Nov 13, 2018","Nov 13, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2021",,Paperback,view,/book/show/40081165-the-curse-of-bigness
1363,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stand Up, Yumi Chung!","Kim, Jessica",,,,320        pp,4.10,"3,570","Mar 17, 2020","Mar 17, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2021",,Hardcover,view,/book/show/40986512-stand-up-yumi-chung
1364,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nightbitch,"Yoder, Rachel*",0385546815,9780385546812,0385546815,256        pp,3.56,"40,703","Jul 20, 2021","Jul 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2021",,Hardcover,view,/book/show/55835474-nightbitch
1365,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cancer Code: A Revolutionary New Understanding of a Medical Mystery,"Fung, Jason*",0062894021,9780062894021,,288        pp,4.46,"2,176","Nov 10, 2020","Nov 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2021",,ebook,view,/book/show/52163526-the-cancer-code
1366,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Truly Madly Guilty,"Moriarty, Liane*",1250069807,9781250069801,1250069807,520        pp,3.59,"294,086","Jul 26, 2016","Jul 25, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2021",,Paperback,view,/book/show/30319078-truly-madly-guilty
1367,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Be Dazzled,"La Sala, Ryan*",1492682691,9781492682691,1492682691,336        pp,3.98,"2,970","Jan 05, 2021","Jan 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2021",,Hardcover,view,/book/show/45184231-be-dazzled
1368,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,China in Ten Words,Yu Hua,0307379353,9780307379351,0307379353,240        pp,4.04,"7,222","Jan 01, 2011","Nov 08, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 25, 2021",,Hardcover,view,/book/show/12884314-china-in-ten-words
1369,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jonny Appleseed,"Whitehead, Joshua",,,,224        pp,3.95,"14,732","May 15, 2018","May 15, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 23, 2021",,Paperback,view,/book/show/37514017-jonny-appleseed
1370,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Speaking Our Truth: A Journey of Reconciliation,"Smith, Monique Gray*",1459815831,9781459815834,1459815831,160        pp,4.54,312,unknown,"Sep 19, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 23, 2021",,Hardcover,view,/book/show/34412182-speaking-our-truth
1371,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Boy at the Edge of the World,"Yeh, David Kingston*",1771832487,9781771832489,1771832487,349        pp,4.22,272,"Mar 28, 2018","Mar 28, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 23, 2021",,Paperback,view,/book/show/36600709-a-boy-at-the-edge-of-the-world
1372,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Open Veins of Latin America: Five Centuries of the Pillage of a Continent,"Galeano, Eduardo",0853459916,9780853459910,0853459916,317        pp,4.31,"22,979",1971,"Jan 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 23, 2021",,Paperback,view,/book/show/187149.Open_Veins_of_Latin_America
1373,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm Waiting for You and Other Stories,Kim Bo-young,0062951467,9780062951465,0062951467,321        pp,3.74,"1,708","Apr 06, 2021","Apr 06, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ugh, I just didn’t get this one. I found the stories about the separated lovers melodramatic and vague – to me, it felt like reading about two disemboUgh, I just didn’t get this one. I found the stories about the separated lovers melodramatic and vague – to me, it felt like reading about two disembodied souls speaking to one another, without us as readers getting a firmer sense of their environment or the context and history of their relationship. The second story confused the heck out of me. I’m giving this a generous three stars because maybe others who enjoy translated works as well as science fiction would understand these works of fiction more....more",Notes are private!,3,23,1,"Aug 19, 2023","Aug 21, 2023","Aug 23, 2021",,Hardcover,view (with text),/book/show/54427135-i-m-waiting-for-you-and-other-stories
1374,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Real Food/Fake Food: Why You Don't Know What You're Eating and What You Can Do About It,"Olmsted, Larry",,,B01B3VMBN8,354        pp,3.83,"3,757","Jul 12, 2016","Jul 10, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 21, 2021",,Kindle Edition,view,/book/show/30969180-real-food-fake-food
1375,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Anarchy,"Dalrymple, William",163557580X,9781635575804,163557580X,522        pp,4.20,"14,364","Sep 10, 2019","Jan 11, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 21, 2021",,Paperback,view,/book/show/49127610-the-anarchy
1376,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gordo,"Cortez, Jaime*",0802158080,9780802158086,0802158080,208        pp,4.26,"1,543","Aug 17, 2021","Aug 17, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked this collection of snapshots into the life of a young, fat, queer son of Mexican migrants living in California in the 1970’s. Jamie Cortez doeI liked this collection of snapshots into the life of a young, fat, queer son of Mexican migrants living in California in the 1970’s. Jamie Cortez does a great job of showing how childhood bullying and binary gender roles enforce toxic masculinity and homophobia. I didn’t love this book because the main character’s voice felt a bit passive and one-note to me. I understand Gordo is a child and a child who is marginalized based on his social identities, but the narrative voice lacked a certain precision, power, and growth that I felt amazed by when I read Caucasia by Danzy Senna, for example. Still, I’m all for queer representation outside of the cis, fit, white male paradigm so kudos to Cortez for putting this collection out there and I hope more people continue to resonate with it....more",Notes are private!,0,55,1,"Sep 05, 2021","Sep 07, 2021","Aug 20, 2021",,Paperback,view (with text),/book/show/55836536-gordo
1377,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Popisho,"Ross, Leone*",037460245X,9780374602451,037460245X,480        pp,3.83,"3,713","Apr 15, 2021","Apr 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2021",,Hardcover,view,/book/show/53317441-popisho
1378,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reimagining Liberation: How Black Women Transformed Citizenship in the French Empire,"Joseph-Gabriel, Annette K.",025204293X,9780252042935,025204293X,260        pp,4.42,19,unknown,"Dec 30, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2021",,Hardcover,view,/book/show/44803938-reimagining-liberation
1379,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pilgrim Bell: Poems,"Akbar, Kaveh",1644450593,9781644450598,1644450593,80        pp,4.24,"1,450","Aug 03, 2021","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2021",,Paperback,view,/book/show/54785508-pilgrim-bell
1380,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unraveling,"Rosenbaum, Benjamin*",1645660060,,B07WJ12KZN,417        pp,3.95,193,"Jun 08, 2021","Jun 08, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2021",,Kindle Edition,view,/book/show/48749915-the-unraveling
1381,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,So We Look to the Sky,"Kubo, Misumi",1951627717,9781951627713,1951627717,288        pp,3.89,295,"Jul 20, 2010","Aug 03, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A profound novel about characters who may seem simple on the surface yet have very complex lives. These five linked stories center a high school studeA profound novel about characters who may seem simple on the surface yet have very complex lives. These five linked stories center a high school student who has cosplay sex with an older woman, a sad housewife obsessed with anime, a single mother and midwife who works herself to the bone to provide for her son and her mediocre ex-husband, and more. So We Look to the Sky follows their ordinary day-to-day lives while capturing profound themes related to gender and women’s (dis)empowerment, online bullying and abuse, and the healing power of adult role models and caregivers.I found this book addictive. Even though the novel stays within the bounds of realistic fiction – no murder, no magical realism, no mystery/thriller elements – the details of these characters’ lives felt so vivid immediate. From the sensory images of how the characters interacted with the weather to the sharp, poignant dialogue between characters who hurt or supported one another, I felt invested in the many struggles and few hard-won victories in So We Look to the Sky. I think the theme of powerlessness connects the main characters in these five linked stories: all of these characters are high school students or women, and the novel does an excellent job of portraying how they do their best to cultivate some form of a meaningful, satisfying life even while facing patriarchy and classism. The two final stories almost elevated So We Look to the Sky to a five-star novel for me. In “A Goldenrod Sky,” we follow Ryoka, a high school student who struggles to make ends meet with no support from his parents, all while looking after his mentally-deteriorating grandmother. This story ended in a way that reinforced for me how a caring adult who believes in you can really alter the trajectory of your life. I felt my heart soar and also breathe a sign of relief for Ryoka at the end of the story due to the mental space he finds himself in. In the final story, “A Pollen Nation,” we read about a midwife who has to work and work to carve out a living for herself and her son, who then finds out about pornographic images of her son that got leaked online. Though in vastly different contexts, the protagonist of this story reminded me of Sunja from Min Jin Lee’s Pachinko, a woman who has gone through so much shit in her life, in large part because of sexism, and how she manages to still cultivate some form of a happy, hopeful ending. I loved the unsentimental positive way this story concluded and its overall message about how even if you have suffered again and again, new possibilities await if you do not close yourself out to them.I only give this book four stars instead of five because a couple of the characters or their motivations felt either unrealistic or unexplained to me. For example, in the first story, a high school student has cosplay sex with a much older woman (warning: in the United States, this would have counted as statutory rape, though I googled and it looks like the age of consent in Japan is 13.) While I understand that adults can manipulate teenagers for sure, I felt that the way the main character in the first story was written did not sufficiently explain how and why he developed an emotional attachment to the older woman. I felt a similar way about a few other characters in the novel, like the cruel husband in the second story and the quirky brother in the third story. I’m not sure if it’s too much to ask for within the context of five short stories, but I wanted just a bit more depth in these side characters to help explain their desires and actions.Overall, I would recommend this novel to those who want a quick and immersive reading experience. It is sexually explicit, however, it does not feel like the author uses sex for cheap shock value, especially after the first story. I want to read more translated fiction now and I’m hoping other works can live up to the high standard set by So We Look to the Sky!...more",Notes are private!,0,56,1,"Aug 19, 2021","Aug 21, 2021","Aug 18, 2021",,Hardcover,view (with text),/book/show/55711380-so-we-look-to-the-sky
1382,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Perfect on Paper,"Gonzales, Sophie*",1250769787,9781250769787,1250769787,304        pp,3.99,"32,218","Mar 09, 2021","Mar 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Aug 18, 2021",,Hardcover,view,/book/show/49204960-perfect-on-paper
1383,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sea in Winter,"Day, Christine*",0062872044,9780062872043,0062872044,272        pp,3.98,"2,479","Jan 05, 2021","Jan 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 16, 2021",,Hardcover,view,/book/show/53018234-the-sea-in-winter
1384,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad Fat Black Girl: Notes from a Trap Feminist,"Bowen, Sesali",0063028700,9780063028708,0063028700,272        pp,4.46,"1,949","Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 16, 2021",,Hardcover,view,/book/show/56554628-bad-fat-black-girl
1385,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Ivy,"Yang, Susie*",1982100605,9781982100605,1982100605,368        pp,3.56,"31,945","Nov 03, 2020","Jul 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 16, 2021",,Paperback,view,/book/show/56802098-white-ivy
1386,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Radiant Fugitives,"Ahmed, Nawaaz",1640094048,9781640094048,1640094040,373        pp,3.67,"1,386","Aug 03, 2021","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 15, 2021",,Hardcover,view,/book/show/50862467-radiant-fugitives
