,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Fabia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'Agnese va a morire,"Viganò, Renata",8806134884,9788806134884,8806134884,246        pp,4.17,"2,341",1949,"Aug 23, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2020",,Paperback,view,/book/show/4485369-l-agnese-va-a-morire
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Respira,Adessoscrivo,889342942X,9788893429429,B085DS7619,240        pp,3.57,174,unknown,"Mar 03, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Scriverà anche bene, ma romanticizzare una guerra di mafia non è una cosa che riesco ad apprezzare.",Notes are private!,0,5,1,"Jun 24, 2020","Jul 04, 2020","Jun 24, 2020",,Paperback,view (with text),/book/show/52599063-respira
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La nobile arte della persuasione: La magia delle parole e dei gesti,"Nardone, Giorgio",8868334062,9788868334062,B0176M4V7C,133        pp,3.68,62,unknown,"Nov 05, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 15, 2020","Jun 27, 2020","Jun 15, 2020",,Kindle Edition,view,/book/show/27556774-la-nobile-arte-della-persuasione
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sovietistan,"Fatland, Erika",882970282X,9788829702824,882970282X,538        pp,4.28,"5,782",2014,"Oct 24, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"May 29, 2020",,Paperback,view,/book/show/53623700-sovietistan
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Michael mio,"Oz, Amos",8807816717,9788807816710,8807816717,250        pp,3.58,"3,742",1967,2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"May 29, 2020",,Paperback,view,/book/show/9651840-michael-mio
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Noi siamo la rivoluzione. Perché la piazza può salvare la democrazia,"Wong, Joshua",8807173794,9788807173790,8807173794,224        pp,4.10,971,"Jan 01, 2020","Feb 06, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sono molto molto soddisfatta di questa lettura. Il libro è diviso in tre parti: la prima consiste nel racconto della vita di Joshua Wong, nel suo percSono molto molto soddisfatta di questa lettura. Il libro è diviso in tre parti: la prima consiste nel racconto della vita di Joshua Wong, nel suo percorso da studente ad arrivista. La seconda parte consiste in una sorta di diario che lui ha tenuto durante il periodo trascorso in prigione. Se queste prime due parti possono risultare forse un poco autocelebrative per un ragazzo così giovane ma ugualmente interessanti, l'ultima parte da sola vale senza dubbio tutto il libro. È una analisi socio-politica della situazione di Hong Kong e della Cina, ma anche del problema democratico del mondo intero, scritta in maniera chiara ed efficace, con poche pagine vengono spiegati perfettamente gli aspetti essenziali della questione. C'è infine un appello a ogni persona a fare la sua parte. La scrittura è veramente convincente e d'impatto, ti fa venire quel prurito alle mani per fare qualcosa. Che, come suggerisce alla fine lo stesso autore, non deve essere nulla di fuori dalla nostra portata: anche condividere le notizie o leggere e documentarsi sulla situazione può fare la differenza. A ciò, aggiungo io, anche leggere questo libro può essere utilissimo per capire e prendere le giuste decisioni....more",Notes are private!,0,3,1,"Jul 10, 2020","Jul 13, 2020","May 29, 2020",,Paperback,view (with text),/book/show/50689454-noi-siamo-la-rivoluzione-perch-la-piazza-pu-salvare-la-democrazia
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Addio fantasmi,"Terranova, Nadia",8806237454,9788806237455,8806237454,208        pp,3.61,"2,959","Sep 25, 2018","Sep 25, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 18, 2023","Jul 12, 2023","May 29, 2020",,Paperback,view,/book/show/41562151-addio-fantasmi
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il lacchè e la puttana,"Berberova, Nina",8845908240,9788845908248,8845908240,90        pp,3.27,221,1937,"Jun 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 07, 2021","Aug 08, 2021","May 29, 2020",,Paperback,view,/book/show/9667246-il-lacch-e-la-puttana
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Accanto alla macchina: La mia vita nella Silicon Valley,"Ullman, Ellen",8875218919,9788875218911,8875218919,180        pp,3.83,990,1997,"Jan 25, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 27, 2020",,Paperback,view,/book/show/37885151-accanto-alla-macchina
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sulla paura: Parole in soccorso ai tempi del coronavirus,Various,,,,162        pp,3.92,12,unknown,"Mar 13, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 06, 2020","Dec 06, 2020","May 26, 2020",,Paperback,view,/book/show/56179983-sulla-paura
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un certo Julio. Vita di Cortázar illustrata da Rep,Rep,8897505538,9788897505532,8897505538,96        pp,3.81,32,2011,"Nov 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2020",,Paperback,view,/book/show/23491908-un-certo-julio-vita-di-cort-zar-illustrata-da-rep
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quasi per caso una donna,"Fo, Dario",8823516668,9788823516663,8823516668,160        pp,3.22,291,Jan 2017,"Jan 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2020",,Paperback,view,/book/show/35013248-quasi-per-caso-una-donna
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Morgana: Storie di ragazze che tua madre non approverebbe,"Murgia, Michela",8804717114,9788804717119,8804717114,240        pp,4.06,"2,018","Sep 03, 2019","Sep 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2020",,Paperback,view,/book/show/52792115-morgana
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tutti assenti,"Ruffini, Davide",8846921844,9788846921840,8846921844,220        pp,4.50,2,unknown,Nov 2019,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Credo di fare una lettura leggera e spensierata, invece, nonostante l'ambientazione molto quotidiana e semplice, mi sono trovata di fronte ad un libroCredo di fare una lettura leggera e spensierata, invece, nonostante l'ambientazione molto quotidiana e semplice, mi sono trovata di fronte ad un libro pieno di riflessioni profonde e toccanti, uno sguardo attento alla tragicità della vita di tutti i giorni. Consigliatissimo!...more",Notes are private!,0,3,1,"May 22, 2020","Jun 08, 2020","May 12, 2020",,Paperback,view (with text),/book/show/53401278-tutti-assenti
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Philosopher's Stone        (Harry Potter, #1)","Rowling, J.K.",,,B019PIOJYU,333        pp,4.47,"10,052,695","Jun 26, 1997","Dec 08, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 25, 2020","May 05, 2020","Apr 25, 2020",,Kindle Edition,view,/book/show/28757261-harry-potter-and-the-philosopher-s-stone
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'arrivo di una strana primavera,"Faggiani, Franco",,,B087BPDJH6,20        pp,3.38,178,"Apr 22, 2020","Apr 22, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 22, 2020",,Kindle Edition,view,/book/show/53243618-l-arrivo-di-una-strana-primavera
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oltre sé stessi: Scienza e arte della performance,"Nardone, Giorgio",8833312321,,B07NWWRPZH,71        pp,3.30,30,unknown,"Mar 07, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Apr 28, 2020","Apr 30, 2020","Apr 22, 2020",,Kindle Edition,view,/book/show/44293862-oltre-s-stessi
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il vicolo cieco: Il piccolo libro che vi insegna a comprendere se insistere o rinunciare,"Godin, Seth",888578352X,9788885783522,B07HNXHTWP,86        pp,3.79,"35,081","Jan 01, 2007","Sep 24, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Apr 23, 2020","Apr 24, 2020","Apr 22, 2020",,Kindle Edition,view,/book/show/42291781-il-vicolo-cieco
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Instagram Marketing: La guida definitiva per il digital marketing su Instagram,"Lopez, Alfio",1646739191,9781646739196,B084RX5GSC,113        pp,0.00,0,unknown,Feb 2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 21, 2020","Apr 22, 2020","Apr 21, 2020",,Kindle Edition,view,/book/show/53236512-instagram-marketing
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ikigai. Il metodo giapponese: Trovare il senso della vita per essere felici,"Lemke, Bettina",8809865812,9788809865815,B0774YNJPM,0        pp,3.47,"1,578",2017,"Nov 03, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Apr 16, 2020","Apr 23, 2020","Apr 16, 2020",,Kindle Edition,view,/book/show/36547085-ikigai-il-metodo-giapponese
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vita della signora Curie,"Curie, Ève",,,,371        pp,4.35,"4,177",1937,Feb 2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2020",,Paperback,view,/book/show/52992574-vita-della-signora-curie
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I miei occhi sul mondo,"Schwarzenbach, Annemarie",8842825484,9788842825487,8842825484,276        pp,3.67,9,unknown,2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2020",,Paperback,view,/book/show/44662103-i-miei-occhi-sul-mondo
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La malinconia del mammut: Specie estinte e come riportarle in vita,"Sandal, Massimo",8842826502,9788842826507,8842826502,334        pp,4.31,193,"Nov 07, 2019","Nov 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2020",,Paperback,view,/book/show/48735131-la-malinconia-del-mammut
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il mondo di ieri,"Zweig, Stefan",,,,460        pp,4.51,"22,213",1942,Nov 2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Mar 16, 2020",,Paperback,view,/book/show/52423936-il-mondo-di-ieri
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Questo è il mio sangue: Manifesto contro il tabù delle mestruazioni,"Thiébaut, Élise",8806236091,9788806236090,8806236091,216        pp,3.93,765,Jan 2017,"Jan 23, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 05, 2023","Dec 12, 2023","Mar 08, 2020",,Paperback,view,/book/show/37846972-questo-il-mio-sangue
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Attraversare i muri: Un'autobiografia,"Abramović, Marina",8845295753,9788845295751,8845295753,416        pp,4.56,"16,127","Oct 25, 2016","Jan 31, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2020",,Paperback,view,/book/show/38319613-attraversare-i-muri
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'arte di amare,"Fromm, Erich",8804670142,9788804670148,8804670142,144        pp,4.01,"80,335",1956,"Aug 30, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 22, 2020","Dec 24, 2020","Mar 08, 2020",,Paperback,view,/book/show/36314974-l-arte-di-amare
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"La guerra dei nostri nonni. 1915-1918: storie di uomini, donne, famiglie","Cazzullo, Aldo",8804666536,9788804666530,8804666536,249        pp,3.81,341,"Oct 07, 2014",2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2020",,Paperback,view,/book/show/39787755-la-guerra-dei-nostri-nonni-1915-1918
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il presente come storia: Perché il passato ci chiarisce le idee,"Canfora, Luciano",8817083356,9788817083355,8817083356,272        pp,3.83,30,"Oct 15, 2014","Sep 17, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2020",,Paperback,view,/book/show/35918790-il-presente-come-storia
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Storia della morte in Occidente,"Ariès, Philippe",8817112232,9788817112239,8817112232,260        pp,3.83,987,"Apr 01, 1974","Dec 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2020",,Paperback,view,/book/show/9734630-storia-della-morte-in-occidente
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Democrazia e potere dei dati,"Soro, Antonello",8893882655,9788893882651,8893882655,190        pp,3.67,6,unknown,Sep 2019,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tra i tanti libri letti in materia, mi sembra questo il libro più chiaro e adatto ai non addetti. Quando c'è di mezzo il diritto i tecnicismi sono semTra i tanti libri letti in materia, mi sembra questo il libro più chiaro e adatto ai non addetti. Quando c'è di mezzo il diritto i tecnicismi sono sempre dietro l'angolo e trovare un libro alla portata di tutti a volte risulta difficile. In questo caso Soro mi pare sia perfettamente riuscito nell'intento: il libro tocca molteplici argomenti senza entrare troppo nello specifico, ma dando un quadro complessivo molto chiaro. Una lettura decisamente consigliata!...more",Notes are private!,0,6,1,"May 24, 2020","May 31, 2020","Mar 05, 2020",,Hardcover,view (with text),/book/show/52111677-democrazia-e-potere-dei-dati
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Freedom of Expression: A Critical and Comparative Analysis,"Zeno-Zencovich, Vincenzo",0203893085,9780203893081,0203893085,159        pp,3.00,1,"Jan 01, 2004","Sep 18, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 08, 2020","Dec 13, 2020","Mar 05, 2020",,Kindle Edition,view,/book/show/10611288-freedom-of-expression
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La vita e le regole. Tra diritto e non diritto,"Rodotà, Stefano",,,,300        pp,4.20,10,2006,2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2020",,Paperback,view,/book/show/52111309-la-vita-e-le-regole-tra-diritto-e-non-diritto
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Di' la verità anche se la tua voce trema,"Caruana Galizia, Daphne",8830101362,9788830101364,8830101362,400        pp,4.15,159,"Oct 11, 2019",Oct 2019,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Amo quando i libri riescono ad arricchirmi in modo inaspettato, e questo è uno di quei casi eccezionali. Daphne Caruana Galizia è stata uccisa per ciòAmo quando i libri riescono ad arricchirmi in modo inaspettato, e questo è uno di quei casi eccezionali. Daphne Caruana Galizia è stata uccisa per ciò che scriveva, e già per questo soltanto varrebbe la pena leggere il libro. Ma credo sia estremamente importante anche per un'altra, personalissima, ragione: Malta ci è vicinissima e allo stesso tempo sconosciuta. Io, come penso la maggior parte degli italiani, la conoscono solo come l'isola delle vacanze. Sono davvero scioccata di aver ignorato per così tanto tempo la storia e l'attualità di un paese così vicino a noi geograficamente e culturalmente, soprattutto quando molte delle cose che accandono lì possono in maniera più o meno diretta riguardare anche l'Italia. Insomma, leggetelo!...more",Notes are private!,0,15,1,"Aug 28, 2020","Sep 06, 2020","Feb 24, 2020",,Paperback,view (with text),/book/show/48695602-di-la-verit-anche-se-la-tua-voce-trema
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,21 lezioni per il XXI secolo,"Harari, Yuval Noah",883010082X,9788830100824,883010082X,492        pp,4.17,"157,332","Sep 04, 2018","Sep 11, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 24, 2020",,Paperback,view,/book/show/53034071-21-lezioni-per-il-xxi-secolo
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Internet, i nostri diritti","Masera, Anna",8858123735,9788858123737,8858123735,107        pp,4.33,6,unknown,2016,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ho terminato la lettura molto velocemente perché sono materie su cui mi sto informando con una certa frequenza. Il libro è abbastanza breve e scorrevoHo terminato la lettura molto velocemente perché sono materie su cui mi sto informando con una certa frequenza. Il libro è abbastanza breve e scorrevole, fa una panoramica generale sull'argomento senza approfondire troppo. Ho letto sicuramente libri più esaustivi ma per chi non è troppo interessato o non è del campo è perfetto per avere almeno un'idea generale di una questione a mio parere non secondaria. Si pone particolare risalto alla Dichiarazione dei diritti di Internet, un documento tutto italiano che, pur non vincolante, ci ha fatto assumere un ruolo di iniziatori in campo europeo della regolamentazione dei diritti su internet....more",Notes are private!,0,1,1,"Feb 19, 2020","Feb 21, 2020","Feb 19, 2020",,Paperback,view (with text),/book/show/51484016-internet-i-nostri-diritti
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Intelligenza emotiva: Che cos'è e perché può renderci felici,"Goleman, Daniel*",,,,479        pp,4.05,"120,336",1995,2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 27, 2021","Feb 22, 2021","Feb 06, 2020",,Paperback,view,/book/show/56153756-intelligenza-emotiva
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nahui,"Cacucci, Pino",8807722267,9788807722264,8807722267,234        pp,3.98,148,2005,2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2020",,Paperback,view,/book/show/10297204-nahui
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'infinito senza farci caso,"Arminio, Franco",8830101923,9788830101920,8830101923,128        pp,3.77,604,Oct 2019,"Oct 30, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ci sono delle poesie in questa raccolta che mi hanno davvero toccato nel profondo. Chiaramente non tutti i componimenti sono sullo stesso piano ma creCi sono delle poesie in questa raccolta che mi hanno davvero toccato nel profondo. Chiaramente non tutti i componimenti sono sullo stesso piano ma credo sia molto soggettivo questo aspetto. Ho letto che alcune sue raccolte a parere di molti sono di livello superiore, non mi resta che leggerle!...more",Notes are private!,0,7,1,"Feb 15, 2020","Feb 19, 2020","Feb 06, 2020",,Paperback,view (with text),/book/show/48576822-l-infinito-senza-farci-caso
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Delete: Il diritto all'oblio nell'era digitale,"Mayer-Schönberger, Viktor",8823878918,9788823878914,B01L2AS4T0,244        pp,3.48,388,2009,"Aug 23, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ho letto questo libro per la tesi, sul telefono. Quindi non una lettura agevole e accompagnata da poco entusiasmo. Il libro presenta in realtà un concHo letto questo libro per la tesi, sul telefono. Quindi non una lettura agevole e accompagnata da poco entusiasmo. Il libro presenta in realtà un concetto molto interessante: il valore dell'oblio nella vita umana, l'importanza della capacità di dimenticare. Una capacità che la rivoluzione digitale inevitabilmente sta stravolgendo. Ciò ha una serie di conseguenze, sul piano sociale, legale ed economico. La maggior parte di noi ignora del tutto le varie informative sulla privacy che ci troviamo ""costretti"" ad accettare senza neppure rendersi conto del valore che ogni nostra traccia lasciata su internet ha attualmente nel mercato. Il libro è articolato in più livelli: in primo luogo viene spiegata l'importanza dell'oblio dal punto di vista sociale: ogni persona evolve nel corso della sua vita, pertanto azioni e pensieri del passato possono non corrispondere più al nostro attuale modo di essere. Si passa poi ad illustrare le situazioni che hanno determinato questa scomparsa dell'oblio, passando ad un lato più tecnico l'autore di illustra tutti i vari risultati tecnologici acquisiti nel tempo e come questi condizionino le nostre scelte: dal tipo di acquisti che facciamo a ciò che decidiamo di condividere sui social. Infine si passa alle soluzioni: da quelle attualmente in uso come le varie leggi sulla privacy, a possibili soluzioni future elaborate da vari esperti. Per ultima cosa l'autore esprime la soluzione che ritiene più agevole ed efficace dal suo punto di vista.Credo che il punto debole del testo stia proprio i questi bruschi cambiamenti di materia. Pur avendo ad oggetto lo stesso problema si passa da un linguaggio antropologico ad uno tecnico-informatico ad uno giuridico. Se si ha la pazienza di affrontare una lettura così trasversale si rivela sicuramente un libro di estremo interesse. Devo però aggiungere che ritengo la soluzione prospettata dall'autore non realizzabile. Richiede una conoscenza del problema ed una sensibilità che la maggior parte degli utenti non ha e non si pone. Nonostante lo sforzo che richiede io mi sento di consigliare vivamente la lettura a chiunque, perché è un argomento che ci riguarda inevitabilmente tutti, e proprio per la sua complessità è necessario aumentare la sensibilità dell'utente medio sul problema. Non possiamo trovare una soluzione se non siamo consapevoli dei rischi insiti in ogni traccia che lasciamo nel web. Che non significa una condanna generalista e sterile a suo utilizzo. Proprio l'importanza assunta dalla tecnologica nella vita di tutti i giorni ci impone un suo uso consapevole. ...more",Notes are private!,0,10,1,"Jan 24, 2020","Feb 16, 2020","Jan 24, 2020",,Kindle Edition,view (with text),/book/show/39109108-delete
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Liliana Segre. Il mare nero dell'indifferenza,"Civati, Giuseppe",8832089017,9788832089011,8832089017,156        pp,4.20,405,2019,"Jan 17, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,12,1,"Jan 18, 2020","Jan 27, 2020","Jan 18, 2020",,Paperback,view,/book/show/43718032-liliana-segre-il-mare-nero-dell-indifferenza
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spillover,"Quammen, David*",,,,608        pp,4.42,"18,654","Sep 24, 2012","Aug 31, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Nov 14, 2020","Nov 22, 2020","Jan 11, 2020",,Paperback,view,/book/show/36001228-spillover
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Finanzcapitalismo: La civiltà del denaro in crisi,"Gallino, Luciano",8806215582,9788806215583,8806215582,325        pp,4.22,64,2011,2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2020",,Paperback,view,/book/show/18521793-finanzcapitalismo
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Americanah,"Adichie, Chimamanda Ngozi",8806227270,9788806227272,8806227270,506        pp,4.32,"371,115","May 14, 2013","Oct 06, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 11, 2020",,Paperback,view,/book/show/26876784-americanah
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Albert Einstein: Il costruttore di universi,"Barone, Vincenzo",8858129059,9788858129050,B06XGF476Y,134        pp,3.55,22,unknown,"Mar 16, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 22, 2019",,Kindle Edition,view,/book/show/35397287-albert-einstein
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arboreto salvatico,"Rigoni Stern, Mario",880622574X,9788806225742,880622574X,108        pp,3.83,229,1991,2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2019",,Paperback,view,/book/show/31842522-arboreto-salvatico
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bacche, superfrutti e piante miracolose. Il mondo degli integratori e dei cibi dalle mille promesse","Bruni, Renato",8804717394,9788804717393,8804717394,312        pp,3.97,39,unknown,"Nov 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2019",,Hardcover,view,/book/show/48844719-bacche-superfrutti-e-piante-miracolose-il-mondo-degli-integratori-e-de
