,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kristine's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Transcendent Kingdom,"Gyasi, Yaa*",,,,264        pp,4.11,"146,892","Aug 31, 2020","Sep 01, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,If this isn’t on your TBR it should be. And if it is on your TBR you should get to it ASAP. I don’t even have enough superlatives in my vocabulary to If this isn’t on your TBR it should be. And if it is on your TBR you should get to it ASAP. I don’t even have enough superlatives in my vocabulary to describe Gyasi’s writing. I’m almost mad at how good she is. ...more,Notes are private!,0,0,1,"Sep 10, 2020","Sep 16, 2020","Sep 10, 2020",,Hardcover,view (with text),/book/show/48570454-transcendent-kingdom
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"An Incomplete Revenge        (Maisie Dobbs, #5)","Winspear, Jacqueline*",0719569516,9780719569517,0719569516,288        pp,4.12,"27,498","Jun 05, 2008","Jun 05, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 03, 2020","Sep 10, 2020","Sep 03, 2020",,Hardcover,view,/book/show/1468706.An_Incomplete_Revenge
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Conviction        (Anna and Fin, #1)","Mina, Denise*",0316528501,9780316528504,0316528501,376        pp,3.54,"47,826","May 16, 2019","Jun 18, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 03, 2020",,Hardcover,view,/book/show/42283333-conviction
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Home Before Dark,"Sager, Riley*",1524745170,9781524745172,1524745170,389        pp,4.07,"194,077","Jun 30, 2020","Jun 30, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 30, 2020",,Hardcover,view,/book/show/50833559-home-before-dark
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Relish: My Life in the Kitchen,"Knisley, Lucy*",1596436239,9781596436237,1596436239,173        pp,3.95,"21,854","Apr 02, 2013","Apr 02, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2020",,Paperback,view,/book/show/15786110-relish
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Home Cooking: A Writer in the Kitchen,"Colwin, Laurie",0060955309,9780060955304,0060955309,184        pp,4.13,"7,730",1988,"Jan 01, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 27, 2020","Aug 30, 2020","Aug 27, 2020",,Paperback,view,/book/show/164397.Home_Cooking
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Messenger of Truth        (Maisie Dobbs, #4)","Winspear, Jacqueline*",0805078983,9780805078985,0805078983,322        pp,4.02,"29,643","Jan 01, 2006","Aug 22, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 27, 2020","Aug 28, 2020","Aug 27, 2020",,Hardcover,view,/book/show/7433.Messenger_of_Truth
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pardonable Lies        (Maisie Dobbs, #3)","Winspear, Jacqueline*",0312426216,9780312426217,0312426216,359        pp,4.09,"37,503","Jan 01, 2005","Jun 27, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Aug 23, 2020not set","Aug 25, 2020not set","Aug 23, 2020",,Paperback,view,/book/show/7432.Pardonable_Lies
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dirt: Adventures in Lyon as a Chef in Training, Father, and Sleuth Looking for the Secret of French Cooking","Buford, Bill",,,,410        pp,3.64,"8,708","May 05, 2020","May 05, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 10, 2020","Aug 18, 2020","Aug 10, 2020",,Kindle Edition,view,/book/show/50245826-dirt
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Birds of a Feather        (Maisie Dobbs, #2)","Winspear, Jacqueline*",0143035304,9780143035305,0143035304,311        pp,3.99,"45,203","Jun 01, 2004","Aug 02, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 06, 2020","Aug 12, 2020","Aug 06, 2020",,Paperback,view,/book/show/83083.Birds_of_a_Feather
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Such a Fun Age,"Reid, Kiley",,,,310        pp,3.79,"521,217","Dec 31, 2019","Dec 31, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 03, 2020","Aug 04, 2020","Aug 03, 2020",,Hardcover,view,/book/show/43923951-such-a-fun-age
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Perfect Tunes,"Gould, Emily*",,,B07TD6HHNW,288        pp,3.16,"3,194","Apr 14, 2020","Apr 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2020",,Kindle Edition,view,/book/show/51057928-perfect-tunes
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Buried: An Archaeology of the Egyptian Revolution,"Hessler, Peter",,,B07DSZL5N4,478        pp,4.36,"2,404",2019,"May 07, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 15, 2020","Jul 22, 2020","Jul 15, 2020",,Kindle Edition,view,/book/show/40940623-the-buried
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bookish Life of Nina Hill,"Waxman, Abbi*",0451491882,,B07JFJXXLS,351        pp,3.81,"101,546","Jul 09, 2019","Jul 09, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 03, 2020","Jul 05, 2020","Jul 03, 2020",,Kindle Edition,view,/book/show/42379022-the-bookish-life-of-nina-hill
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sea Wife,"Gaige, Amity",,,B07X2BNH7V,270        pp,3.66,"12,488","Jan 01, 2020","Apr 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 21, 2020",,Kindle Edition,view,/book/show/48753829-sea-wife
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pretty Things,"Brown, Janelle*",,,B07YK1JPVQ,470        pp,3.90,"79,064","Apr 21, 2020","Apr 21, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 10, 2020","Jun 15, 2020","Jun 10, 2020",,Kindle Edition,view,/book/show/49254027-pretty-things
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Eating Together: Food, Friendship and Inequality","Julier, Alice P.",,,B00CF72V1C,246        pp,3.69,13,"Jan 01, 2013","May 15, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2020",,Kindle Edition,view,/book/show/21197052-eating-together
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Hotel,"Mandel, Emily St. John*",,,B07RL58ZDG,302        pp,3.69,"172,198","Mar 24, 2020","Mar 24, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 26, 2020","Jun 04, 2020","May 26, 2020",,Kindle Edition,view,/book/show/45999201-the-glass-hotel
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Herd,"Bartz, Andrea*",,,,304        pp,3.40,"12,023","Mar 24, 2020","Mar 24, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 20, 2020","May 23, 2020","May 20, 2020",,Kindle Edition,view,/book/show/52656899-the-herd
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,There Once Lived a Woman Who Tried to Kill Her Neighbor's Baby: Scary Fairy Tales,"Petrushevskaya, Ludmilla",0143114662,9780143114666,0143114662,206        pp,3.61,"4,276","Sep 29, 2009","Sep 29, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 20, 2020",,Paperback,view,/book/show/6490566-there-once-lived-a-woman-who-tried-to-kill-her-neighbor-s-baby
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Self Care,"Stein, Leigh",,,B0818Y3WHZ,255        pp,3.15,"5,779","Jun 30, 2020","Jun 30, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 06, 2020","Jul 15, 2020","May 13, 2020",,Kindle Edition,view,/book/show/50241841-self-care
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hollow Kingdom        (Hollow Kingdom #1),"Buxton, Kira Jane*",,,B07L2V6H2M,321        pp,3.84,"21,448","Aug 06, 2019","Aug 06, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"May 10, 2020not set","May 13, 2020not set","May 10, 2020",,Kindle Edition,view,/book/show/43195784-hollow-kingdom
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bookshop on the Corner,"Colgan, Jenny",,,B019WVTM4W,368        pp,3.84,"87,967","Feb 11, 2016","Sep 20, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 06, 2020","Jun 07, 2020","May 06, 2020",,Kindle Edition,view,/book/show/36172925-the-bookshop-on-the-corner
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Instantiation,"Egan, Greg",192224032X,9781922240323,B0845ZQLK6,438        pp,4.08,740,"Jan 23, 2020","Jan 23, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2020",,Kindle Edition,view,/book/show/50641444-instantiation
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tell Me Three Things,"Buxbaum, Julie*",,,B011G3HBFQ,332        pp,4.02,"83,551","Apr 05, 2016","Apr 05, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 25, 2020","Jun 07, 2020","Apr 25, 2020",,Kindle Edition,view,/book/show/40065177-tell-me-three-things
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hidden Valley Road: Inside the Mind of an American Family,"Kolker, Robert*",038554376X,9780385543767,038554376X,377        pp,4.16,"122,417","Apr 07, 2020","Apr 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2020",,Hardcover,view,/book/show/50088631-hidden-valley-road
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miracle Creek,"Kim, Angie*",,,B07D6NC123,432        pp,3.87,"67,879","Apr 16, 2019","Apr 16, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 20, 2020","Apr 25, 2020","Apr 20, 2020",,Kindle Edition,view,/book/show/41189557-miracle-creek
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Great Mortality: An Intimate History of the Black Death, the Most Devastating Plague of All Time","Kelly, John*",0060006935,9780060006938,0060006935,364        pp,3.88,"10,192",Feb 2005,"Jan 31, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2020",,Paperback,view,/book/show/324494.The_Great_Mortality
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bellweather Rhapsody,"Racculia, Kate*",,,B00E78IB0W,354        pp,3.81,"9,620","May 13, 2014","May 13, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 09, 2020","Apr 12, 2020","Apr 09, 2020",,Kindle Edition,view,/book/show/19604937-bellweather-rhapsody
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Love, Loss, and What We Ate: A Memoir","Lakshmi, Padma",,,B00BATIKO8,341        pp,3.60,"11,177","Aug 15, 2013","Mar 08, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 07, 2020","Apr 08, 2020","Apr 07, 2020",,Kindle Edition,view,/book/show/35202438-love-loss-and-what-we-ate
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Assistants,"Perri, Camille",0698180801,,B013Q7094K,288        pp,3.47,"18,509","Jan 01, 2016","May 03, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 04, 2020","Apr 07, 2020","Apr 04, 2020",,Kindle Edition,view,/book/show/28443737-the-assistants
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Sister, the Serial Killer","Braithwaite, Oyinkan*",0385544243,,B079WNMQ4V,228        pp,3.67,"293,733","Jul 17, 2018","Nov 20, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 27, 2020","Mar 31, 2020","Mar 27, 2020",,Kindle Edition,view,/book/show/39382379-my-sister-the-serial-killer
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Circe,"Miller, Madeline*",,,B074M5TLLJ,433        pp,4.24,"1,052,970","Apr 10, 2018","Apr 10, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 04, 2021","Apr 11, 2021","Mar 22, 2020",,Kindle Edition,view,/book/show/50164163-circe
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Are Not Alone,"Hendricks, Greer*",1250202035,9781250202031,1250202035,343        pp,3.76,"80,982","Mar 03, 2020","Mar 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2020",,Hardcover,view,/book/show/45046742-you-are-not-alone
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Case Histories        (Jackson Brodie #1),"Atkinson, Kate",,,,434        pp,3.81,"107,484","Sep 01, 2004","Oct 15, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 23, 2020","Mar 27, 2020","Feb 24, 2020",,Kindle Edition,view,/book/show/40037479-case-histories
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Beautiful Blue Death        (Charles Lenox Mysteries, #1)","Finch, Charles*",0312359772,9780312359775,0312359772,309        pp,3.65,"16,377","Jun 26, 2007","Jun 26, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 24, 2020",,Hardcover,view,/book/show/1044816.A_Beautiful_Blue_Death
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Maisie Dobbs        (Maisie Dobbs, #1)","Winspear, Jacqueline*",,,B004J4XA6E,321        pp,3.92,"110,747","Jul 01, 2003","Jul 01, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 23, 2020","Jul 26, 2020","Feb 24, 2020",,Kindle Edition,view,/book/show/11397593-maisie-dobbs
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Weather,"Offill, Jenny*",0385351100,9780385351102,0385351100,208        pp,3.56,"36,099","Feb 11, 2020","Feb 11, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 19, 2020",,Hardcover,view,/book/show/37506228-weather
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anyone,"Soule, Charles*",0062890638,9780062890634,0062890638,400        pp,3.91,"2,704","Dec 03, 2019","Dec 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2020",,Hardcover,view,/book/show/44013666-anyone
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Oracle Year,"Soule, Charles*",,,B072HLSHDY,416        pp,3.68,"12,591","Apr 03, 2018","Apr 03, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2020",,Kindle Edition,view,/book/show/40733836-the-oracle-year
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Uncanny Valley,"Wiener, Anna*",,,B07QYHLP97,290        pp,3.64,"33,198","Jan 14, 2020","Jan 14, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 15, 2020","Jun 22, 2020","Jan 27, 2020",,Kindle Edition,view,/book/show/46136224-uncanny-valley
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Future of Another Timeline,"Newitz, Annalee*",0765392127,9780765392121,,272        pp,3.74,"8,368","Sep 24, 2019","Sep 24, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2020",,ebook,view,/book/show/43263807-the-future-of-another-timeline
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Autonomous,"Newitz, Annalee*",0765392070,9780765392077,0765392070,303        pp,3.58,"16,824","Sep 19, 2017","Sep 19, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2020",,Hardcover,view,/book/show/28209634-autonomous
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Time and Again        (Time, #1)","Finney, Jack",0575073608,9780575073609,0575073608,400        pp,3.94,"23,153",1970,"Jan 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2020",,Paperback,view,/book/show/40526.Time_and_Again
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Interior Chinatown,"Yu, Charles*",,,0307907198,288        pp,3.97,"58,325","Jan 28, 2020","Jan 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2020",,Hardcover,view,/book/show/44436221-interior-chinatown
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Warehouse,"Hart, Rob*",1984823817,,B07KNV1Z5B,348        pp,3.84,"12,727","Aug 13, 2019","Aug 20, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 25, 2020","Jan 30, 2020","Jan 22, 2020",,Kindle Edition,view,/book/show/43313342-the-warehouse
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Know My Name,"Miller, Chanel",0735223718,9780735223714,,384        pp,4.71,"199,590","Sep 24, 2019","Sep 24, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2020",,ebook,view,/book/show/50196744-know-my-name
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Most Fun We Ever Had,"Lombardo, Claire*",0385544251,9780385544252,0385544251,532        pp,3.95,"79,079","Jun 25, 2019","Jun 25, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2020",,Hardcover,view,/book/show/41880044-the-most-fun-we-ever-had
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Soul of an Octopus,"Montgomery, Sy",1451697716,9781451697711,1451697716,261        pp,3.93,"48,795","May 12, 2015","May 12, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 12, 2022","Feb 17, 2022","Jan 18, 2020",,Hardcover,view,/book/show/22609485-the-soul-of-an-octopus
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heart Berries,"Mailhot, Terese Marie*",1619023342,9781619023345,1619023342,143        pp,3.84,"27,409","Feb 06, 2018","Feb 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 11, 2020","Jan 13, 2020","Jan 03, 2020",,Hardcover,view,/book/show/35840657-heart-berries
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All This Could Be Yours,"Attenberg, Jami*",0544824253,9780544824256,0544824253,299        pp,3.36,"10,529","Oct 22, 2019","Oct 22, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 19, 2020","Jan 24, 2020","Jan 02, 2020",,Hardcover,view,/book/show/43261190-all-this-could-be-yours
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bowls: Vibrant Recipes with Endless Possibilities,America's Test Kitchen,1945256982,9781945256981,B07PNYFXZL,256        pp,4.16,433,"Dec 17, 2019","Dec 17, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jan 2020,"Jan 06, 2020","Jan 01, 2020",,Kindle Edition,view,/book/show/44609486-bowls
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fallen Land,"Brown, Taylor*",,,B00YM591HW,288        pp,3.80,"2,126","Jan 12, 2016","Jan 12, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 21, 2019","Dec 26, 2019","Dec 21, 2019",,Kindle Edition,view,/book/show/26805603-fallen-land
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Parable of the Sower        (Earthseed, #1)","Butler, Octavia E.",0446675504,9780446675505,0446675504,345        pp,4.21,"167,844",Oct 1993,"Jan 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2019",,Paperback,view,/book/show/52397.Parable_of_the_Sower
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Notes from a Young Black Chef,"Onwuachi, Kwame",1524732621,9781524732622,1524732621,288        pp,4.02,"10,497","Apr 09, 2019","Apr 09, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jan 2020,"Jan 06, 2020","Dec 15, 2019",,Hardcover,view,/book/show/40645634-notes-from-a-young-black-chef
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Catch and Kill: Lies, Spies, and a Conspiracy to Protect Predators","Farrow, Ronan",,,B07TD413RV,465        pp,4.41,"96,905","Oct 15, 2019","Oct 15, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 04, 2019","Dec 20, 2019","Dec 04, 2019",,Kindle Edition,view,/book/show/51112101-catch-and-kill
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The 7 1/2 Deaths of Evelyn Hardcastle,"Turton, Stuart*",,,,432        pp,3.83,"374,961","Feb 08, 2018","Sep 18, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 04, 2019",,Hardcover,view,/book/show/36337550-the-7-1-2-deaths-of-evelyn-hardcastle
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hartwood: Bright, Wild Flavors from the Edge of the Yucatán","Werner, Eric",157965620X,9781579656201,157965620X,304        pp,4.27,151,"Oct 20, 2015","Oct 20, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 02, 2019",,Hardcover,view,/book/show/24693071-hartwood
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dearly Beloved,"Wall, Cara*",198210452X,9781982104528,198210452X,342        pp,4.07,"28,437","Aug 13, 2019","Aug 13, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2019",,Hardcover,view,/book/show/43822731-the-dearly-beloved
