,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Bookworm Adventure Girl's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Old God's Time,"Barry, Sebastian",0571332803,9780571332809,,241        pp,3.88,"11,074","Mar 01, 2023","Feb 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2023",,ebook,view,/book/show/62331692-old-god-s-time
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Spell of Good Things,"Adebayo, Ayobami*",1838856048,9781838856045,1838856048,352        pp,3.79,"4,153","Feb 07, 2023","Mar 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2023",,Hardcover,view,/book/show/57834285-a-spell-of-good-things
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Armour of Light        (Kingsbridge, #4)","Follett, Ken*",1447278836,9781447278832,1447278836,752        pp,4.25,"32,144","Sep 26, 2023","Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2023",,Hardcover,view,/book/show/78089088-the-armour-of-light
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Day,"Cunningham, Michael*",,,B0C3ZJKK4H,275        pp,3.62,"7,833","Nov 14, 2023","Nov 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2023",,Kindle Edition,view,/book/show/145625425-day
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mystery Guest        (Molly the Maid, #2)","Prose, Nita*",0593356187,9780593356180,0593356187,293        pp,3.87,"63,944","Nov 28, 2023","Nov 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2023",,Hardcover,view,/book/show/157062582-the-mystery-guest
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Life and Otter Miracles,"Prior, Hazel*",1529177030,9781529177039,1529177030,400        pp,3.99,816,"Sep 26, 2023","Sep 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2023",,Paperback,view,/book/show/62026007-life-and-otter-miracles
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And Then She Fell,"Elliott, Alicia*",0593473086,9780593473085,0593473086,368        pp,3.97,"1,927","Sep 26, 2023","Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2023",,Hardcover,view,/book/show/75500819-and-then-she-fell
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rouge,"Awad, Mona*",,,,unknown,3.59,"19,201","Sep 12, 2023",Sep 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2023",,Hardcover,view,/book/show/63337133-rouge
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Learned by Heart,"Donoghue, Emma*",0316564435,9780316564434,0316564435,336        pp,3.51,"5,543","Aug 29, 2023","Aug 29, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Oct 06, 2023","Oct 09, 2023","Jul 31, 2023",,Hardcover,view,/book/show/62874041-learned-by-heart
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Colony,"Magee, Audrey",0374606528,9780374606527,0374606528,384        pp,4.12,"9,257","Feb 03, 2022","May 17, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2023",,Hardcover,view,/book/show/58772756-the-colony
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daughters of Sparta,"Heywood, Claire",0593184378,9780593184370,0593184378,370        pp,3.88,"12,951","Jun 22, 2021","Jun 22, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 03, 2023","Sep 05, 2023","Jul 31, 2023",,Paperback,view,/book/show/57423631-daughters-of-sparta
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad Cree,"Johns, Jessica",,,,297        pp,3.93,"10,592","Jan 10, 2023",unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Aug 25, 2023","Aug 25, 2023","Jul 31, 2023",,Paperback,view,/book/show/87189374-bad-cree
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Truth Telling: Seven Conversations about Indigenous Life in Canada,"Good, Michelle*",1443467812,9781443467810,1443467812,215        pp,4.46,"1,372","May 30, 2023","May 30, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Dec 22, 2023","Dec 23, 2023","Jul 31, 2023",,Hardcover,view,/book/show/60198143-truth-telling
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Got a Name: The Murder of Krystal Senyk,"Robertson, Eliza",0735240043,9780735240049,0735240043,256        pp,3.70,226,"May 23, 2023","May 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2023",,Paperback,view,/book/show/61981242-i-got-a-name
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Marriage Portrait,"O'Farrell, Maggie*",0593315081,9780593315088,0593315081,352        pp,4.02,"139,066","Aug 30, 2022","Jul 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2023",,Paperback,view,/book/show/90590095-the-marriage-portrait
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"22 Murders: Investigating the Massacres, Cover-up and Obstacles to Justice in Nova Scotia","Palango, Paul",1039001270,9781039001275,1039001270,587        pp,3.59,840,unknown,"Apr 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2023",,Paperback,view,/book/show/59238994-22-murders
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grimmish,"Winkler, Michael",1552454665,,1552454665,224        pp,3.87,359,unknown,"Apr 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 30, 2023",,Paperback,view,/book/show/72009008-grimmish
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Muster Points,"Crawford, Lucas",1773854534,9781773854533,1773854534,80        pp,3.90,10,unknown,"Jun 15, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 29, 2023","Jul 31, 2023","Jul 29, 2023",,Paperback,view,/book/show/125228104-muster-points
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Covenant of Water,"Verghese, Abraham*",1804710431,9781804710432,1804710431,724        pp,4.47,"150,512","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 29, 2023",,Paperback,view,/book/show/140367154-the-covenant-of-water
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A New Season,"Fallis, Terry*",0771094744,9780771094743,0771094744,352        pp,3.69,676,unknown,"Aug 29, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Nov 25, 2023","Nov 26, 2023","Jul 26, 2023",,Paperback,view,/book/show/123645526-a-new-season
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,River Mumma,"Reid-Benta, Zalika*",0735244766,9780735244764,0735244766,288        pp,3.82,699,"Aug 22, 2023","Aug 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 26, 2023",,Paperback,view,/book/show/65650494-river-mumma
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dreamland,"Sparks, Nicholas*",0385675275,9780385675277,,384        pp,3.97,"76,917","Sep 20, 2022","Aug 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Paperback,view,/book/show/150294845-dreamland
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Girl Called Echo Omnibus,"Vermette, Katherena",1774920883,9781774920886,1774920883,224        pp,4.15,103,unknown,"Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 19, 2023",,Paperback,view,/book/show/146436338-a-girl-called-echo-omnibus
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Roads We Take,"Lee, Christy K.*",1990253369,9781990253362,1990253369,382        pp,4.02,99,unknown,"Oct 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2023",,Paperback,view,/book/show/62985046-the-roads-we-take
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stygian Collection: An AuthorTube Anthology,"Rhiannon, Holly*",,9798396136106,B0C9K6LKKK,280        pp,4.60,20,unknown,"Jun 28, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is an exciting project from The Stygian Society and I am happy to be part of it.If you like darker stories and want to read a variety of writing,This is an exciting project from The Stygian Society and I am happy to be part of it.If you like darker stories and want to read a variety of writing, perhaps find a new favourite author, I say give this a try....more",Notes are private!,0,6,1,"May 10, 2023","May 15, 2023","Jul 06, 2023",,Paperback,view (with text),/book/show/181852267-the-stygian-collection
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Survivors,"Schulman, Alex",0385697368,9780385697361,,240        pp,3.66,"13,580","May 01, 2020","May 30, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 19, 2023",,Paperback,view,/book/show/112486740-the-survivors
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,As Long as the Lemon Trees Grow,"Katouh, Zoulfa*",0316351377,9780316351379,0316351377,417        pp,4.51,"45,985","Sep 13, 2022","Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2023",,Hardcover,view,/book/show/57390604-as-long-as-the-lemon-trees-grow
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Galileo's Daughter: A Historical Memoir of Science, Faith and Love","Sobel, Dava",0140280553,9780140280555,0140280553,420        pp,3.75,"29,466","Oct 01, 1999","Nov 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2023",,Paperback,view,/book/show/18646.Galileo_s_Daughter
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tom Lake,"Patchett, Ann",006332752X,9780063327528,006332752X,309        pp,4.04,"241,603","Aug 01, 2023","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2023",,Hardcover,view,/book/show/63241104-tom-lake
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Yellow Wall-Paper,"Gilman, Charlotte Perkins",1558611584,9781558611580,1558611584,64        pp,4.10,"201,617","Jan 10, 1892","Sep 01, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,2,"Jun 10, 2023not set","Jun 10, 2023not set","Jun 10, 2023",,Paperback,view,/book/show/286957.The_Yellow_Wall_Paper
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Closer by Sea,"Chafe, Perry*",,,,272        pp,4.01,"1,091",unknown,"May 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2023",,Paperback,view,/book/show/62919838-closer-by-sea
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Things Are Alive They Hum,"Bent, Hannah",,,1761150081,384        pp,4.04,"3,606","Jul 28, 2021",Jul 2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2023",,Paperback,view,/book/show/57692199-when-things-are-alive-they-hum
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Take My Hand,"Perkins-Valdez, Dolen*",0593337697,9780593337691,0593337697,359        pp,4.37,"77,458","Apr 12, 2022","Apr 12, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"May 13, 2023","May 25, 2023","Jun 03, 2023",,Hardcover,view,/book/show/55650158-take-my-hand
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Moons of Maali Almeida,"Karunatilaka, Shehan*",1908745908,9781908745903,1908745908,386        pp,3.93,"39,489","Aug 04, 2022","Aug 04, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 11, 2023","May 28, 2023","May 11, 2023",,Hardcover,view,/book/show/57224204-the-seven-moons-of-maali-almeida
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The White Spider: The Classic Account of the Ascent of the Eiger,"Harrer, Heinrich",0874779405,9780874779400,0874779405,364        pp,4.11,"4,185",1959,"Sep 28, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 02, 2023",,Paperback,view,/book/show/833312.The_White_Spider
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Malibu Rising,"Reid, Taylor Jenkins*",0385692226,9780385692229,,400        pp,4.04,"1,018,269","May 27, 2021","May 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 30, 2023",,Paperback,view,/book/show/101613198-malibu-rising
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shalash the Iraqi,"""Shalash""",1913505642,9781913505646,1913505642,352        pp,4.18,67,unknown,"May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2023",,Paperback,view,/book/show/91290200-shalash-the-iraqi
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Your Love is Not Good,"Hedva, Johanna",1913505669,9781913505660,1913505669,320        pp,3.62,392,"May 23, 2023","May 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2023",,Hardcover,view,/book/show/91290204-your-love-is-not-good
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Riambel,"Hein, Priya",,9781911648499,1911648497,160        pp,4.00,259,"Sep 01, 2022","May 30, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2023",,Paperback,view,/book/show/142801432-riambel
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cherries on a Pomegranate Tree,"Er, Li",1838905553,9781838905552,1838905553,308        pp,3.61,18,"Jan 01, 2007","Jan 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2023",,Hardcover,view,/book/show/75138354-cherries-on-a-pomegranate-tree
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the World's a Wonder,"McClure, Melia*",1989274803,9781989274804,B0C5Q24K55,281        pp,4.56,16,unknown,"Mar 15, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2023",,Kindle Edition,view,/book/show/71168914-all-the-world-s-a-wonder
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The River We Remember,"Krueger, William Kent*",1982179228,9781982179229,1982179228,448        pp,4.32,"46,444","Sep 05, 2023","May 21, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2023",,Paperback,view,/book/show/199797829-the-river-we-remember
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,River Woman,"Vermette, Katherena",1487003463,9781487003463,1487003463,112        pp,4.23,682,"Sep 25, 2018","Sep 25, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 28, 2023","Apr 29, 2023","Apr 25, 2023",,Paperback,view,/book/show/37006925-river-woman
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shy,"Porter, Max",0771004494,9780771004490,0771004494,128        pp,3.68,"5,939","Apr 06, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2023",,Hardcover,view,/book/show/63020131-shy
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everyone Here Is Lying,"Lapena, Shari*",0385698909,9780385698900,,336        pp,3.83,"101,599","Jul 25, 2023","Jul 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 18, 2023",,Paperback,view,/book/show/63184770-everyone-here-is-lying
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,God's Children Are Little Broken Things: Stories,"Ifeakandu, Arinze",,,1734590718,224        pp,4.10,587,2017,"Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 16, 2023",,Paperback,view,/book/show/59636025-god-s-children-are-little-broken-things
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seven Days in June,"Williams, Tia*",,,,336        pp,4.03,"153,637","Jun 01, 2021","Jun 01, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 16, 2023","Apr 16, 2023","Apr 16, 2023",,Hardcover,view,/book/show/55648820-seven-days-in-june
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Now Is Not the Time to Panic,"Wilson, Kevin*",0062913506,9780062913500,0062913506,246        pp,3.69,"52,057","Nov 15, 2022","Nov 08, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 14, 2023","Apr 14, 2023","Apr 14, 2023",,Hardcover,view,/book/show/60415700-now-is-not-the-time-to-panic
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Foster,"Keegan, Claire",0802160921,9780802160928,0802160921,128        pp,4.33,"80,830",Feb 2010,"Jan 01, 2030",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 13, 2023","Apr 13, 2023","Apr 13, 2023",,Paperback,view,/book/show/123941152-foster
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Patricia Wants to Cuddle,"Allen, Samantha*",163893004X,9781638930044,163893004X,256        pp,3.57,"11,959","Jun 28, 2022","Jun 28, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Oct 28, 2023","Oct 30, 2023","Apr 13, 2023",,Hardcover,view,/book/show/59093587-patricia-wants-to-cuddle
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Hour,"Hoffman, Alice*",1668027682,9781668027684,,272        pp,3.63,"28,018","Aug 15, 2023","Aug 15, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 13, 2023",,Paperback,view,/book/show/124947762-the-invisible-hour
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beatrice and Croc Harry: A Novel,"Hill, Lawrence",144346337X,9781443463379,,304        pp,3.82,321,"Jan 11, 2022","Feb 15, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 11, 2023","Apr 17, 2023","Apr 11, 2023",,ebook,view,/book/show/56922000-beatrice-and-croc-harry
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The English Understand Wool,"DeWitt, Helen",0811230074,9780811230070,0811230074,69        pp,4.16,"5,814","Aug 16, 2022","Sep 27, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 14, 2023","Apr 14, 2023","Apr 01, 2023",,Hardcover,view,/book/show/59468833-the-english-understand-wool
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blank Pages and Other Stories,"MacLaverty, Bernard",152911425X,9781529114256,152911425X,240        pp,4.00,351,"Aug 05, 2021","Aug 04, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 28, 2023","Mar 30, 2023","Mar 28, 2023",,Paperback,view,/book/show/59539693-blank-pages-and-other-stories
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trust,"Diaz, Hernan*",0593420314,9780593420317,0593420314,402        pp,3.84,"97,374","May 03, 2022","May 03, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Mar 26, 2023","Mar 27, 2023","Mar 27, 2023",,Hardcover,view,/book/show/58210933-trust
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sans Souci: And Other Stories,"Brand, Dionne",1039005497,9781039005495,,208        pp,3.87,60,1989,"Apr 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 27, 2023",,Paperback,view,/book/show/83820480-sans-souci
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The River,"Heller, Peter",0525521879,9780525521877,0525521879,253        pp,3.85,"40,052","Mar 05, 2019","Mar 05, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 23, 2023","Mar 24, 2023","Mar 24, 2023",,Hardcover,view,/book/show/40216324-the-river
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Through the Wilderness: My Journey of Redemption and Healing in the American Wild,"Orsted, Brad",1250284694,9781250284693,1250284694,256        pp,4.26,261,unknown,"Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 23, 2023",,Hardcover,view,/book/show/61885015-through-the-wilderness
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Into the Silence: The Great War, Mallory and the Conquest of Everest","Davis, Wade",067697919X,9780676979190,067697919X,672        pp,4.26,"4,336","Oct 06, 2011","Sep 27, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2023",,Hardcover,view,/book/show/11602442-into-the-silence
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Have You Seen Her: A Novel,"McKenzie, Catherine*",166801226X,9781668012260,,336        pp,3.59,"4,329","Jun 27, 2023","Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2023",,Paperback,view,/book/show/62919395-have-you-seen-her
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Defying Limits: Lessons from the Edge of the Universe,"Williams, Dr. Dave",1501160958,9781501160950,1501160958,240        pp,4.20,338,2019,"Oct 30, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2023",,Hardcover,view,/book/show/39507366-defying-limits
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hornbooks of Rita K,"Kroetsch, Robert",0888643721,9780888643728,0888643721,120        pp,4.19,43,"Aug 31, 1997","Sep 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2023",,Paperback,view,/book/show/3123126-the-hornbooks-of-rita-k
