,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Deacon Tom's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
528,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Forgotten God: Reversing Our Tragic Neglect of the Holy Spirit,"Chan, Francis",1434767957,9781434767950,1434767957,167        pp,4.13,"49,825",2009,"Sep 01, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Magnificent book,Notes are private!,0,2,1,"Apr 04, 2023",not set,"Apr 05, 2023",,Paperback,view (with text),/book/show/6515834-forgotten-god
529,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nearing Home: Life, Faith, and Finishing Well","Graham, Billy",,,B005ENBBG0,186        pp,4.30,"2,415","Jan 01, 2011","Oct 18, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A wonderful book that addresses a topic that many, like me do not want to discuss—the end of life. How we have our bodies will wither. As someone withA wonderful book that addresses a topic that many, like me do not want to discuss—the end of life. How we have our bodies will wither. As someone with various ailments, including leukemia, I related to this book. I recommend highly. ...more",Notes are private!,0,3,1,"Apr 03, 2023","Apr 04, 2023","Apr 03, 2023",,Kindle Edition,view (with text),/book/show/12906038-nearing-home
530,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Ecumenical Councils,"Percival, Henry",,,B00DLJW44W,778        pp,3.90,67,"Feb 01, 2009","Jun 23, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2023",,Kindle Edition,view,/book/show/19170316-the-seven-ecumenical-councils
531,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Life of Saint Bridget, Virgin and Abbess",Anonymous,,,B0071FD2WK,11        pp,3.54,13,"Jan 24, 2012","Jan 24, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 03, 2023","Apr 03, 2023","Apr 03, 2023",,Kindle Edition,view,/book/show/19167085-the-life-of-saint-bridget-virgin-and-abbess
532,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gemma Galgani: Gem of Christ,"Kirkham, John Paul",1784693413,9781784693411,B072XNMQF3,52        pp,4.14,7,"Jan 01, 2011","Jul 03, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 03, 2023","Apr 03, 2023","Apr 03, 2023",,Kindle Edition,view,/book/show/39232129-gemma-galgani
533,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Encounters With Silence,"Rahner, Karl",1890318221,9781890318222,1890318221,96        pp,4.29,257,1960,"Jun 30, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 02, 2023",not set,"Apr 02, 2023",,Paperback,view,/book/show/83009.Encounters_With_Silence
534,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saint Patrick,"Chaplin, Heman White",,,B0082YWFHM,16        pp,3.86,7,1887,"May 12, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 02, 2023","Apr 04, 2023","Apr 02, 2023",,Kindle Edition,view,/book/show/20261653-saint-patrick
535,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Something New with Saint Thérèse: Her Eucharistic Miracle,"Andres, Suzie",1734709308,9781734709308,B0868VRCMF,172        pp,4.52,42,unknown,"Mar 22, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A lovely story of a woman who was exceptionally holy and loved unconditionally.,Notes are private!,0,8,1,Apr 2023,"Apr 03, 2023","Apr 01, 2023",,Kindle Edition,view (with text),/book/show/53504102-something-new-with-saint-th-r-se
536,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Divine Mercy for Moms: Sharing the Lessons of St. Faustina,"Faehnle, Michele",,,B01N6BGMUE,161        pp,4.31,235,"Feb 26, 2016","Feb 19, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,Apr 2023,Apr 2023,"Apr 01, 2023",,Kindle Edition,view,/book/show/33302111-divine-mercy-for-moms
537,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Are Never Alone: Trust in the Miracle of God's Presence and Power,"Lucado, Max*",,,B081MX6K3D,237        pp,4.52,"2,028",unknown,"Sep 15, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Mar 31, 2023",Apr 2023,"Mar 31, 2023",,Kindle Edition,view,/book/show/49230178-you-are-never-alone
538,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Unapologetic: Why, Despite Everything, Christianity Can Still Make Surprising Emotional Sense","Spufford, Francis*",,,B00CD36FUQ,232        pp,3.98,"1,771","Sep 01, 2012","Oct 15, 2013",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"DNFThis man is very confusing. Plus, he rambles on and on! I could not stand it.",Notes are private!,0,5,1,"Mar 31, 2023","Mar 31, 2023","Mar 31, 2023",,Kindle Edition,view (with text),/book/show/18930724-unapologetic
539,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chasing God,"Smith, Angie",1433682281,9781433682285,B00H8FIDRM,173        pp,4.16,"1,566","Jan 01, 2014","Jan 01, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nice Readin this book, Angie Smith asks the questions that many of us asked. Questions like, Where is God? How can I find him? etc. Her writing is easNice Readin this book, Angie Smith asks the questions that many of us asked. Questions like, Where is God? How can I find him? etc. Her writing is easy and flows nicely. And it’s very much a witness kind of book.I enjoyed this book and think others would too....more",Notes are private!,0,2,1,"Mar 30, 2023","Mar 31, 2023","Mar 30, 2023",,Kindle Edition,view (with text),/book/show/20373294-chasing-god
540,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Spirit of the Disciplines: Understanding How God Changes Lives,"Willard, Dallas",,,B001RS8KQA,291        pp,4.14,"10,075",1988,"Feb 06, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Superb book on the “entire” processes of spirituality. Exceptional references and well cited throughout. A good one!,Notes are private!,0,4,1,"Mar 29, 2023","Mar 30, 2023","Mar 29, 2023",,Kindle Edition,view (with text),/book/show/37767514-the-spirit-of-the-disciplines
541,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Case for the Real Jesus-Student Edition,"Strobel, Lee",,,B002AKPG3E,209        pp,4.22,41,unknown,Dec 2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"ImpressiveSuperb in many ways. The writing is easy to read, yet scholarly. The research is pristine and well documented. Overall, I enjoyed the book aImpressiveSuperb in many ways. The writing is easy to read, yet scholarly. The research is pristine and well documented. Overall, I enjoyed the book and recommend....more",Notes are private!,0,5,1,"Mar 28, 2023","Mar 29, 2023","Mar 28, 2023",,Kindle Edition,view (with text),/book/show/43228502-the-case-for-the-real-jesus-student-edition
542,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death at the Abbey,"Durham, Jan*",1915275148,9781915275141,B09SLYMWLP,213        pp,4.32,926,"Feb 27, 2022","Feb 27, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Just OkayThis book was pretty ordinary, and really didn’t push me with exciting parts.The characters were enjoyable, and they help move the story alonJust OkayThis book was pretty ordinary, and really didn’t push me with exciting parts.The characters were enjoyable, and they help move the story along.I lightly recommend....more",Notes are private!,0,9,1,"Mar 27, 2023","Apr 09, 2023","Mar 27, 2023",,Kindle Edition,view (with text),/book/show/60457547-death-at-the-abbey
543,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Accidental Saints: Finding God in All the Wrong People,"Bolz-Weber, Nadia",1601427573,9781601427571,,224        pp,4.19,"13,326","Sep 08, 2015","Sep 08, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I truly did not enjoy this book. If the author took the words, I, me, and mine out of the story. It would be a pamphlet. She seems egocentric and vainI truly did not enjoy this book. If the author took the words, I, me, and mine out of the story. It would be a pamphlet. She seems egocentric and vain.For clergy she curses like a sailor.Sorry I had to draw the line at 40%. I couldn’t take it anymore....more",Notes are private!,0,3,1,"Mar 27, 2023","Mar 28, 2023","Mar 27, 2023",,ebook,view (with text),/book/show/25430352-accidental-saints
