,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Reshmita's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fall That Saved Us,"Jerée, Tamara*",,9798987884720,B0CCGRN4KH,326        pp,3.98,223,"Sep 05, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 08, 2023",,Kindle Edition,view,/book/show/193772072-the-fall-that-saved-us
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dark Water Daughter        (The Winter Sea, #1)","Long, H. M.*",180336260X,9781803362601,180336260X,457        pp,3.87,"3,085","Jul 11, 2023","Jul 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 08, 2023",,Paperback,view,/book/show/62326344-dark-water-daughter
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wings Once Cursed & Bound        (Mythwoven #1),"Drake, Piper J.*",,,1492683868,304        pp,3.23,"1,080","Apr 11, 2023","Apr 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 08, 2023",,Paperback,view,/book/show/71837714-wings-once-cursed-bound
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The City of Brass        (The Daevabad Trilogy, #1)","Chakraborty, S.A.*",,,B06VXWPMV5,569        pp,4.15,"119,461","Nov 14, 2017","Nov 14, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,THIS IS FREE FOR PEOPLE WHO HAVE PRIME I HAVE TO READ THIS,Notes are private!,0,1,1,"Jan 14, 2024","Jan 14, 2024","Oct 06, 2023",,Kindle Edition,view (with text),/book/show/34814099-the-city-of-brass
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bloodmarked        (Legendborn, #2)","Deonn, Tracy*",,9781398522510,,561        pp,4.33,"54,401","Nov 08, 2022","Feb 15, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"i don't know what i gave the first book but this one is definitely a 4.5. bloodmarked continues from where legendborn left off. i won't say where legei don't know what i gave the first book but this one is definitely a 4.5. bloodmarked continues from where legendborn left off. i won't say where legendborn left off because it is way too good to spoil. i would like to say that this book was somehow better than legendborn (which is impossible because legendborn was so good). maybe it's the hardcover speaking or the tension between two people (not telling you who!). the author does such a wonderful job of portraying grief and trauma. oftentimes, in magical settings, we forget about the intense trauma these young people are going through. fighting off monsters that could murder you is scary. facing situations that require you to be in constant flight or fight mode have a toll on the body, and bloodmarked doesn't shy away from this. ancestry is brought up again, especially living with the generational trauma passed down and how people deal with that. especially as a person of color. it also continues to address (A LOT) in this book how primarily white institutions try to keep people of color out of power. and how POC voices are lost because of the power white people wield in society, the idea of generational power emerging. the intent of white people in power to erase the horribly racist past of their ancestors is truly disgusting, and was another important subject addressed in this novel. i'm not sure if this  holds up to how amazing this book was, writing it so many days later, but it was genuinely such a powerful novel.here are my customary quotes.""How must it feel to hold death in one hand and restoration in the other?"" (275).""The land beneath my body is rich with voices, so close to the surface, blood in soil, lives spent in whole here, from birth to death"" (428).""There aren't enough words to capture customized malice, and the ache of trying to find those words sometimes does just as much damage"" (367). ...more",Notes are private!,1,1,1,"Oct 06, 2023","Oct 08, 2023","Oct 02, 2023",,Hardcover,view (with text),/book/show/123000246-bloodmarked
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thornhedge,"Kingfisher, T.",1250244099,9781250244093,1250244099,116        pp,4.03,"22,065","Aug 15, 2023","Aug 15, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 02, 2023",,Hardcover,view,/book/show/61884932-thornhedge
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Tea Dragon Society        (Tea Dragon, #1)","O'Neill, Kay",1620104415,9781620104415,1620104415,71        pp,4.35,"58,005","Oct 18, 2017","Oct 31, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2023",,Hardcover,view,/book/show/34895950-the-tea-dragon-society
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mother Night,"Vonnegut, Kurt, Jr.",0385334141,9780385334143,0385334141,282        pp,4.23,"94,820",1961,"May 11, 1999",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,this book was so boring. i understand the purpose of the novel; it's meant to impose a satirical view on the all the people of the world who find waysthis book was so boring. i understand the purpose of the novel; it's meant to impose a satirical view on the all the people of the world who find ways to hate certain groups. but the novel felt so simplistic. i think that this book was not necessary. i understand the purpose for what it was written but it falls short of this somewhat. i don't even have the words to describe it. i definitely did not want to hear about such a morally 'ambiguous' man's wife in such detail. his life was described with so little emotion that I genuinely think he's a psychopath. ...more,Notes are private!,0,0,1,"Sep 28, 2023","Oct 13, 2023","Sep 28, 2023",,Paperback,view (with text),/book/show/9592.Mother_Night
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Their Broken Knees,"Rose, Aleena*",,9798218274153,,unknown,4.82,168,unknown,"Nov 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,about two stars who have fell down to earth. it is coming out November 1st and I WILL BE BUYING.,Notes are private!,0,1,0,not set,not set,"Sep 24, 2023",,Paperback,view (with text),/book/show/198971281-their-broken-knees
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Penal Colony,"Kafka, Franz",,,,52        pp,3.94,"25,932",Oct 1918,1974,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,im reading this for ethics and its annoying so farthe real question of the day is: why does frank Kafka write. he should never write again. oh wait heim reading this for ethics and its annoying so farthe real question of the day is: why does frank Kafka write. he should never write again. oh wait he's dead...more,Notes are private!,8,3,1,"Sep 15, 2023","Sep 21, 2023","Sep 15, 2023",,Paperback,view (with text),/book/show/581552.In_the_Penal_Colony
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What You Are Looking For Is in the Library,"Aoyama, Michiko",1335005625,9781335005625,1335005625,304        pp,4.10,"31,737","Nov 09, 2020","Sep 05, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"what you are looking for is in the library is somewhat a collection of short stories, yet i don't think that fully captures the entirety of the novel.what you are looking for is in the library is somewhat a collection of short stories, yet i don't think that fully captures the entirety of the novel. characters reappear in each novel, often influencing a side character in each short story. the entire idea is that different people come to the community library, all in search of something different. however, the librarian gives them more than they ask for, an additional book not related to their search and a token she's felted. the book manages to teach the different people different life lessons based on what they needed the most, and it's all achieved through them purposefully finding the significance in what they've received. the librarian has a bit of a supernatural air around her, but isn't a library always magical? what i enjoyed the most though is that while the people took inspiration from the books they received, they learn the lessons on their own. it makes the novel seem mundane, which has the strange beauty of every day life to it. i think everyone should read this because it was a calming read. pretty quotes""'In a world where you don't know what will happen next, I just do what I can right now'"" (42).""'It's not always a bad thing to have a dream, with no plan for ever carrying it out'"" (77).""'While I do believe that it was hard work for my mother to give birth to me, it also took me every ounce of my own strength to endure the extremely difficult process of being born'"" (140).""'The majority may not accept something, but as long as there are some who do, the existence of that thing—whatever it may be—is protected'"" (219). ""'Readers make their own personal connections to words, irrespective of the writer's intentions, and each reader gains something unique'"" (296)....more",Notes are private!,3,3,1,"Nov 20, 2023","Nov 22, 2023","Sep 15, 2023",,Hardcover,view (with text),/book/show/91274427-what-you-are-looking-for-is-in-the-library
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"And Break the Pretty Kings        (Sacred Bone, #1)","Jeong, Lena",0063241641,9780063241640,0063241641,448        pp,3.22,451,"Jun 20, 2023","Jun 20, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"this book is kind of boring me a lot and im finding really hard to get through which is oddI give up! on the other hand tho, my copy of happy place arthis book is kind of boring me a lot and im finding really hard to get through which is oddI give up! on the other hand tho, my copy of happy place arrived at the library. it was a good idea but executed poorly and the writing feels very elementary. i just can't stand books that are like this. like you have a great idea and the book is very unproblematic. but then the writing doesn't match the level I was expecting from this book. it's just not hitting. also ive decided that all my dnf books will be read in 2000. thanks for coming to my ted talk....more",Notes are private!,0,2,0,not set,not set,"Sep 15, 2023",,Hardcover,view (with text),/book/show/62792264-and-break-the-pretty-kings
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let the Great World Spin,"McCann, Colum*",1400063736,9781400063734,1400063736,351        pp,3.95,"104,955","Jun 16, 2009","Jun 23, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“The thing about love is that we come alive in bodies not our own” (175). let the great world spin is a novel that i never would have thought i liked.“The thing about love is that we come alive in bodies not our own” (175). let the great world spin is a novel that i never would have thought i liked. not in a million years. this is not the genre i usually read, nor a well known author (at least in our time) or a cover that screams for me to pick it up. however, i think this was a brilliantly written novel by Colum McCann. i have so many thoughts and so many ideas, but really, as i said in this class, the central idea of this novel is to let the great world spin. we're offered so many stories, from so many different people, all who are struggling through the monumental mess of grief. what does one do when confronted with grief? we're offered this answer throughout the novel. grief, somehow makes the world smaller. grief connects people through the most twisted pathways, yet the characters are able to find solace. these new connections, along with the tightrope walker (shoutout to filip petit), shows that the world keeps moving on no matter what has changed. grief and its impermanence is beautiful in a sense. how else can we find the courage to move on if grief was the sole thing that defined us for the rest of our lives? the answer is that we cannot. nothing is ever simple here, and nothing is every so simple in real life. McCann rewrites our categorization of people, changing the way we see everyone.“I sit there thinking about how much courage it takes to live an ordinary life” (56)....more",Notes are private!,12,3,1,"Sep 07, 2023",Oct 2023,"Sep 07, 2023",,Hardcover,view (with text),/book/show/5941033-let-the-great-world-spin
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blood and Moonlight        (Blood and Moonlight, #1)","Beaty, Erin*",1250755816,9781250755810,1250755816,448        pp,3.89,"3,861","Jun 28, 2022","Jun 28, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2023",,Hardcover,view,/book/show/54017896-blood-and-moonlight
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"He Who Drowned the World        (The Radiant Emperor, #2)","Parker-Chan, Shelley*",1250621836,9781250621832,1250621836,486        pp,4.29,"6,713","Aug 22, 2023","Aug 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,ebook,view,/book/show/63132362-he-who-drowned-the-world
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Every Rising Sun,"Ahmed, Jamila*",1250887070,9781250887078,1250887070,432        pp,4.00,690,"Jul 18, 2023","Jul 18, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"guys this book is so good so far im loving the stories shaherazad is tellingI had a lot of time to read this novel today, and it was gorgeous. 4.5 staguys this book is so good so far im loving the stories shaherazad is tellingI had a lot of time to read this novel today, and it was gorgeous. 4.5 stars. this is a retelling of the story 1001 Arabian nights, a staple of my childhood. shaherazad is what i imagine powerful queens to be like in the stories of old that prove that women played a role in society though they weren't afforded the same freedom as men. the stories shaherazad spins remind me of the books my mother read me when i was younger, full of adventures and lessons to be learned. the way she shapes the world with her tales emphasizes the point that stories have the power to change the world. im not sure how i felt about the open ended conclusion of the story, but there was a strange beauty in it. her story is not finished, and neither will the book give her a conclusion. what i thought was beautiful was the family bonds in the story. i feel like often, found family is frequent but the idea of a loyal family bound by blood doesn't exist. to shaherazad, her family means the world, and she goes to every length to protect them. the writing is so so so stunning, and i look forward to future novels by this author.“Men and women before you have been betrayed, and men and women after you will be betrayed. But to be betrayed is not to be broken, and to be broken is not to become a killer.”“Shaherazade, you are my life, my liver, the light of my eyes, my firstborn, my Khatun - I want to press all these endearments to you to hold in the years that come.”...more",Notes are private!,2,2,1,"Aug 26, 2023","Aug 27, 2023","Aug 26, 2023",,Hardcover,view (with text),/book/show/61884971-every-rising-sun
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"반드시 해피엔딩 2 [Bandeusi Happy Ending 2]        (There Must Be Happy Endings, #2)",Peulada,1188810944,9791188810949,,520        pp,3.63,49,"Feb 01, 2019","Feb 01, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,yippee,Notes are private!,0,0,1,Aug 2023,Aug 2023,"Aug 23, 2023",,ebook,view (with text),/book/show/58311191-2-bandeusi-happy-ending-2
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"반드시 해피엔딩 1 [Bandeusi Happy Ending 1]        (There Must Be Happy Endings, #1)",Peulada,1188810960,9791188810963,,556        pp,3.69,65,"Feb 01, 2019","Feb 01, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,pretty good.,Notes are private!,2,4,1,Aug 2023,Aug 2023,"Aug 23, 2023",,ebook,view (with text),/book/show/58311188-1-bandeusi-happy-ending-1
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deathless,"Valente, Catherynne M.*",0765326302,9780765326300,0765326302,352        pp,3.95,"20,765","Mar 29, 2011","Mar 29, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,on hold currently!,Notes are private!,0,0,0,not set,not set,"Aug 22, 2023",,Hardcover,view (with text),/book/show/8694389-deathless
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Fire Endless        (Elements of Cadence, #2)","Ross, Rebecca*",0008514704,9780008514709,0008514704,512        pp,4.39,"23,759","Dec 06, 2022","Dec 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,this book WAS PUBLISHED? WAHT,Notes are private!,0,0,0,not set,not set,"Aug 22, 2023",,Hardcover,view (with text),/book/show/54326657-a-fire-endless
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hundred Loves of Juliet,"Skye, Evelyn*",0593499247,9780593499245,,336        pp,3.75,"4,399","Aug 01, 2023","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 15, 2023",,Hardcover,view,/book/show/61058376-the-hundred-loves-of-juliet
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eye of the Needle,"Follett, Ken*",006074815X,9780060748159,006074815X,368        pp,4.20,"156,617","May 23, 1978","Jan 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"HI GUYS! im gonna finally write my  for this. its a 3.5 stars. I felt like it had a looooooooot of description, and this sort of story is reallyHI GUYS! im gonna finally write my  for this. its a 3.5 stars. I felt like it had a looooooooot of description, and this sort of story is really not my vibe. it felt very man wrote this book by the description of women, but the way that you get inside faber's head really is what made this book. I don't really like thrillers but this was a well written thriller, and the historical aspects were interesting to learn about. I am not sure what else to write, except that the epilogue was a huge plot twist. like a bad one. anyway im done....more",Notes are private!,2,2,1,"Aug 07, 2023","Aug 11, 2023","Aug 07, 2023",,Paperback,view (with text),/book/show/92364.Eye_of_the_Needle
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Parable of the Sower        (Earthseed, #1)","Butler, Octavia E.",1609807197,9781609807191,1609807197,336        pp,4.21,"167,829",Oct 1993,"Feb 28, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2023",,Hardcover,view,/book/show/53838407-parable-of-the-sower
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Twice Cursed: An Anthology,"O'Regan, Marie",1803361220,9781803361222,B0B6YQ7K2J,304        pp,3.94,549,"Apr 18, 2023","Apr 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 04, 2023",,Kindle Edition,view,/book/show/74842971-twice-cursed
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Small Spaces        (Small Spaces, #1)","Arden, Katherine*",052551502X,9780525515029,052551502X,218        pp,4.01,"25,339","Sep 25, 2018","Sep 25, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 04, 2023",,Hardcover,view,/book/show/36959639-small-spaces
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Winter of the Witch,"Arden, Katherine*",1432860909,9781432860905,1432860909,637        pp,4.49,"76,668","Jan 08, 2019","Feb 27, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"this was so phenomenally splendid. like im so sad that this trilogy is over because now I have no more of this universe. it was so good that i began bthis was so phenomenally splendid. like im so sad that this trilogy is over because now I have no more of this universe. it was so good that i began believing in every single word. i love magic so much and there are no words to describe how much i wanted this to be real. for every house to have a domovoi protecting its inhabitants, for a bannik in every bath, and so many more. the magic was so good, the characters were so good, the plot was so good. every single aspect of this trilogy was gorgeous. im so sad to see it end. and i would read ANYTHING this author wrote. i think out of all the characters Morozko or Solovey would have to be my favorite. and the idea of doing magic is just forgetting that something is the way it is, is something that makes me think i could do magic too. and magic is the the borderline of insanity, which goes back to the whole ""with great power comes great responsibility"". Vasya is so very intelligent, and such a stubborn character that we cannot do anything but love her for doing the impossible for her family. she is relatable, and she is someone i wish I could be in another world. this  is a bit of a mess, but i just absolutely love this trilogy. ...more",Notes are private!,0,2,1,"Aug 03, 2023","Aug 04, 2023","Aug 04, 2023",,Library Binding,view (with text),/book/show/42526777-the-winter-of-the-witch
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bookbinder,"Williams, Pip",0593600444,9780593600443,0593600444,448        pp,4.09,"18,690","Mar 28, 2023","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2023",,Hardcover,view,/book/show/63946934-the-bookbinder
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Wish        (The Witcher, #0.5)","Sapkowski, Andrzej",,,,400        pp,4.14,"353,525","Jan 31, 1993","Dec 14, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2023",,Kindle Edition,view,/book/show/40603587-the-last-wish
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wicked Bargain,"Novoa, Gabe Cole*",,,,368        pp,4.21,"1,990","Feb 28, 2023","Feb 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2023",,,view,/book/show/54558891-the-wicked-bargain
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sea of Tranquility,"Mandel, Emily St. John*",0593321448,9780593321447,0593321448,259        pp,4.08,"231,596","Apr 05, 2022","May 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"sea of tranquility was a PERFECT book club read. the plot weaves throughout time, sometimes forgetting that time is a barrier. however. i will say thasea of tranquility was a PERFECT book club read. the plot weaves throughout time, sometimes forgetting that time is a barrier. however. i will say that treating time as a social construct to be disregarded makes the comprehension of the story nonexistent, which makes it perfect to read in a group. i really loved the element of nature, whether it be the moon or the trees. i also appreciate how much we can analyze here due to Mandel's amazing writing. she is truly a brilliant author, as i cannot say this would be easy to write, especially since everything is interconnected, including her other books (station eleven + the glass hotel) . the amount of research taken into writing the book, as well as even being vulnerable enough to put some parallels to her own life in here is awe-inspiring. everything feels intentional and that's quite the great art to master in writing. every word lends a greater meaning to the general atmosphere of the moment occurring and i think the art of writing such a short book with so much meaning is a depiction of her true creativity. Mandel especially struck a chord with me with the inclusion of so much plague/illness, including a pandemic that im sure everyone can remembering with haunting clarity. thank you for enjoying sea of tranquility with me guys!pieces of elegant writing""Edwin is capable of action but prone to inertia"" (5).""A life of solitude could be a very pleasant thing"" (7).""Sometimes you don't know you're going to throw a grenade until you've already pulled the pin"" (14).""If there's pleasure in action, there's peace in stillness"" (23).""Fainting was darkness, but also sound: a murmuring and chirping like a chorus of birds, a blank void followed rapidly by an impression of being comfortably at home in bed — wishful thinking on the part of his subconscious, presumably — and then he woke into utter silence"" (32).""For a woman alone in a park after nightfall, every neighborhood is a bad neighborhood"" (52).""The things we see when we're young, sometimes they don't stay with us"" (53).""Sometimes order can be relentless"" (68).""In any given crowd, several people will inevitable be incurably sick, and several others will have recently lost someone they love to illness"" (82).""'Look,' Olive said, 'the thing is, it's possible to be grateful for extraordinary circumstances and simultaneously long to be with the people you love'"" (85).""There's a low-level, specific pain in having to accept that putting up with you requires a certain generosity of spirit in your loved ones"" (116)."" —Because of that ancient horror, to embarrassingly irrational to be articulated aloud: if you say the name of the thing you fear, might you attract that thing's attention?"" (120).""'Perhaps we believe on some level that if the world were to end and be remade, if some unthinkable catastrophe were to occur, then perhaps we might be remade too, perhaps into better, more heroic, more honorable people'"" (188).""'Because we might reasonably think of the end of the world,' Olive said, 'as a continuous and never-ending process'"" (190).""'My personal belief is that we turn to postapocalyptic fiction bit because we're drawn to disaster, per se, but because we're drawn to what we imagine might come next. We long secretly for a world with less technology in it'"" (191).""This is the strange lesson of living in a pandemic: life can be tranquil in the face of death"" (195)....more",Notes are private!,16,3,1,"Nov 18, 2023","Nov 19, 2023","Jul 27, 2023",,Hardcover,view (with text),/book/show/58446227-sea-of-tranquility
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blood of Elves        (The Witcher, #1)","Sapkowski, Andrzej",031602919X,9780316029193,031602919X,398        pp,4.10,"206,214",1994,"May 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2023",,Mass Market Paperback,view,/book/show/6043781-blood-of-elves
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If We Were Villains,"Rio, M.L.*",125009528X,9781250095282,125009528X,354        pp,4.17,"272,472","Apr 11, 2017","Apr 11, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 26, 2023",,Hardcover,view,/book/show/30319086-if-we-were-villains
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Court of Blood and Bindings        (Fae Isles, #1)","Marshall, Lisette*",,,B09YKCCGKW,436        pp,4.07,"10,884","Jun 22, 2022","Jun 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2023",,Kindle Edition,view,/book/show/61213995-court-of-blood-and-bindings
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lady of Darkness        (Lady of Darkness, #1)","Roehrich, Melissa K.*",,9798549989214,,525        pp,4.15,"18,671","Mar 01, 2020",Oct 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2023",,Paperback,view,/book/show/62987104-lady-of-darkness
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Court of Honey and Ash        (Honey and Ice Trilogy, #1)","Mayer, Shannon*",,,B08QGLXV1X,420        pp,4.04,"20,676","Jul 06, 2021","Jul 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2023",,Kindle Edition,view,/book/show/56273343-a-court-of-honey-and-ash
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Feather        (Angels of Elysium, #1)","Wildenstein, Olivia*",,,B07XG4XVLN,440        pp,3.94,"12,079","Dec 07, 2019","Jan 16, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2023",,Kindle Edition,view,/book/show/150275773-feather
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slaying the Vampire Conqueror,"Broadbent, Carissa*",,,B0BY9DRDK3,452        pp,4.11,"16,886","Apr 27, 2023","Apr 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2023",,Kindle Edition,view,/book/show/123368729-slaying-the-vampire-conqueror
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Broken Bonds        (The Bonds that Tie, #1)","Bree, J.*",,,B09462KFD8,289        pp,4.17,"95,782","Jun 28, 2021","Jun 28, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2023",,Kindle Edition,view,/book/show/58081613-broken-bonds
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Unmarked Witch        (Unmarked, #1)","Lyn, Miranda*",,9781736833919,,421        pp,4.06,"8,324","Sep 12, 2022","Sep 20, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2023",,ebook,view,/book/show/60142646-the-unmarked-witch
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Warrior Girl Unearthed,"Boulley, Angeline*",1250766583,9781250766588,1250766583,400        pp,4.35,"17,177","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2023",,Hardcover,view,/book/show/61675933-warrior-girl-unearthed
