,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Luna's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Menagerie,"Williams, Tennessee",0141190264,9780141190266,0141190264,92        pp,3.73,"133,457",1945,"Jan 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2022",,Paperback,view,/book/show/6336561-the-glass-menagerie
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brave New World,"Huxley, Aldous",0060929871,9780060929879,0060929871,268        pp,3.99,"1,855,356",1932,"Jan 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2022",,Paperback,view,/book/show/5129.Brave_New_World
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,As I Lay Dying,"Faulkner, William",0375504524,9780375504525,0375504524,231        pp,3.72,"168,367","Jan 01, 1930","Nov 28, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 07, 2022",,Hardcover,view,/book/show/10974.As_I_Lay_Dying
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ulysses,"Joyce, James",,,,925        pp,3.75,"127,966","Feb 02, 1922",1990,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 07, 2022",,Paperback,view,/book/show/338798.Ulysses
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Island,"Jennings, Karen",,,B09B5KTDY3,119        pp,3.55,"3,478","Nov 12, 2020","Jul 23, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2022",,Kindle Edition,view,/book/show/53984799-an-island
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Perfect Spy,"le Carré, John",0743457927,9780743457927,0743457927,608        pp,3.99,"20,924","Mar 12, 1986","Dec 31, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2022",,Paperback,view,/book/show/19001.A_Perfect_Spy
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Constant Gardener,"le Carré, John",,9780743287203,0743287207,482        pp,3.82,"28,334","Jan 04, 2001","Aug 26, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2022",,Paperback,view,/book/show/19000.The_Constant_Gardener
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Demon Copperhead,"Kingsolver, Barbara",,,,560        pp,4.51,"397,878","Oct 18, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 01, 2022",,Hardcover,view,/book/show/60194162-demon-copperhead
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Euphoria,"King, Lily*",0802122558,9780802122551,0802122558,256        pp,3.86,"92,599","Jun 03, 2014","Jun 03, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2022",,Hardcover,view,/book/show/18467802-euphoria
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lucky Turtle,"Roorbach, Bill*",1643750976,9781643750972,1643750976,416        pp,3.82,"1,211","Apr 26, 2022","Apr 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2022",,Hardcover,view,/book/show/56271459-lucky-turtle
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lying Life of Adults,"Ferrante, Elena",1609455916,9781609455910,1609455916,336        pp,3.66,"70,650","Nov 07, 2019","Sep 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 28, 2022",,Hardcover,view,/book/show/48616787-the-lying-life-of-adults
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Probably Ruby,"Bird-Wilson, Lisa*",0593448677,9780593448670,0593448677,288        pp,3.51,"1,932","Apr 23, 2020","Apr 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 21, 2022",,Hardcover,view,/book/show/57699357-probably-ruby
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Auē,"Manawatu, Becky",,9780995111028,,328        pp,4.51,"5,326",Sep 2019,Aug 2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 21, 2022",,Paperback,view,/book/show/51544112-au
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Death of the Heart,"Bowen, Elizabeth",0385720173,9780385720175,0385720173,418        pp,3.65,"8,325",1938,"May 09, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2022",,Paperback,view,/book/show/91494.The_Death_of_the_Heart
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daughter of Fortune,"Allende, Isabel*",0061120251,9780061120251,0061120251,432        pp,3.93,"131,784",1998,"May 02, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Allende is a brilliant storyteller. Her writing is beautiful and the style feels effortless and lyrical. Near the end is a sentence that sums up the uAllende is a brilliant storyteller. Her writing is beautiful and the style feels effortless and lyrical. Near the end is a sentence that sums up the underlying message to this wonderfully told story.""Nothing is in vein. You dont go anywhere in life, Eliza, you just keep walking.""Daughter of Fortune...more",Notes are private!,0,1,1,Jun 2022,"Jun 14, 2022","Jun 12, 2022",,Paperback,view (with text),/book/show/16527.Daughter_of_Fortune
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Breath of Life,"Lispector, Clarice",0811219623,9780811219624,0811219623,167        pp,4.28,"3,003",1978,"Jun 13, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It will take time to process this exquisite poetic prose. It is the poetry of life and death, the dance they make. Like a tango the Author and Angela It will take time to process this exquisite poetic prose. It is the poetry of life and death, the dance they make. Like a tango the Author and Angela alternate the voice. Written by Clarice Lispector and publish after her death from ovarian cancer, this book is another of the special books devoted to the spiritually provocative considerations about death and dying. It may seem odd, but this was a gorgeous book. Told in stream of consciousness by the author, a thinly veiled Lispector, and his/her muse, Angela, I am reminded of Virginia Woolf's novel Mrs Dalloway. My feelings upon just finishing this book are similar to when I closed the cover of Ocean Vuong's On Earth We're Briefly Gorgeous....more",Notes are private!,0,10,1,"Aug 21, 2022","Oct 02, 2022","Jun 12, 2022",,Paperback,view (with text),/book/show/13082431-a-breath-of-life
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Look for Me and I'll Be Gone: Stories,"Wideman, John Edgar*",1982148942,9781982148942,1982148942,336        pp,3.67,126,"Nov 09, 2021","Nov 09, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Prestigious and prolific, Wideman's stories read as modern essays. He is raw and his language is captivating. He is angry and poetic. A writer's writePrestigious and prolific, Wideman's stories read as modern essays. He is raw and his language is captivating. He is angry and poetic. A writer's writer, he paints scene and character and emotion with depth that attests to his many literary awards. Take time with each story... he is worth it....more",Notes are private!,0,2,1,"May 16, 2022","May 30, 2022","May 30, 2022",,Hardcover,view (with text),/book/show/56898172-look-for-me-and-i-ll-be-gone
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unlikely Animals,"Hartnett, Annie*",,978059316023X,,368        pp,4.09,"17,723","Apr 12, 2022","Apr 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 18, 2022",,ebook,view,/book/show/59355534-unlikely-animals
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Kings of Shanghai: The Rival Jewish Dynasties That Helped Create Modern China,"Kaufman, Jonathan",0735224412,9780735224414,0735224412,384        pp,4.27,"3,738","Jun 02, 2020","Jun 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2022",,Hardcover,view,/book/show/48890489-the-last-kings-of-shanghai
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl in His Shadow        (Nora Beady, #1)","Blake, Audrey*",1728228727,9781728228723,1728228727,384        pp,4.16,"43,029","May 04, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2022",,Paperback,view,/book/show/54717137-the-girl-in-his-shadow
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Who Is Maud Dixon?,"Andrews, Alexandra*",0316500313,9780316500319,0316500313,324        pp,3.83,"36,656","Mar 02, 2021","Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2022",,Hardcover,view,/book/show/52320705-who-is-maud-dixon
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Husbands of Evelyn Hugo,"Reid, Taylor Jenkins*",1501139231,9781501139239,1501139231,389        pp,4.42,"3,002,567","Jun 13, 2017","Jun 13, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A fast read with a few good twists in the story. Chekhov wrote. “If you say in the first chapter that there is a rifle hanging on the wall, in the secA fast read with a few good twists in the story. Chekhov wrote. “If you say in the first chapter that there is a rifle hanging on the wall, in the second or third chapter it absolutely must go off."" For many readers like me, some of those twists will have been obvious. But that's OK with me. It's a good story. There is one little thing that gnaws at me and it's not even important. If any one of you has a thought about it, please add it to the comments. It's a little thing called ""Work for Hire"" which means Vivant would own the rights to the biography since Monique is an employee of the magazine....more",Notes are private!,0,1,1,"Dec 17, 2023","Dec 19, 2023","May 13, 2022",,Hardcover,view (with text),/book/show/32620332-the-seven-husbands-of-evelyn-hugo
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl with the Louding Voice,"Daré, Abi",1524746029,9781524746025,1524746029,371        pp,4.44,"149,228","Feb 04, 2020","Feb 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2022",,Hardcover,view,/book/show/50214741-the-girl-with-the-louding-voice
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Great Circle,"Shipstead, Maggie*",,,,608        pp,4.11,"67,591","May 04, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2022",,Hardcover,view,/book/show/54976986-great-circle
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heart's Invisible Furies,"Boyne, John*",,,,582        pp,4.51,"162,345","Feb 09, 2017","Aug 22, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2022",,Hardcover,view,/book/show/33253215-the-heart-s-invisible-furies
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What We Wish Were True: Reflections on Nurturing Life and Facing Death,"Quinn, Tallu",0593442903,9780593442906,0593442903,208        pp,4.28,685,unknown,"Apr 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 19, 2022",,Hardcover,view,/book/show/59663234-what-we-wish-were-true
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Time Is a Mother,"Vuong, Ocean",0593300238,9780593300237,0593300238,114        pp,3.96,"26,870","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 08, 2022",,Hardcover,view,/book/show/58582927-time-is-a-mother
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rules of Civility,"Towles, Amor*",,,,335        pp,4.08,"232,158","Jul 26, 2011","Jul 26, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2022",,Hardcover,view,/book/show/10054335-rules-of-civility
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Premonition: A Pandemic Story,"Lewis, Michael",0393881555,9780393881554,0393881555,304        pp,4.34,"39,497","May 04, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2022",,Hardcover,view,/book/show/56790170-the-premonition
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Aliss at the Fire,"Fosse, Jon",1564785734,9781564785732,1564785734,107        pp,3.70,"2,035",2004,"Sep 16, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2022",,Paperback,view,/book/show/8238557-aliss-at-the-fire
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Name: Septology I-II,"Fosse, Jon",,,,351        pp,4.10,"3,489",Sep 2019,"Oct 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2022",,Paperback,view,/book/show/46024004-the-other-name
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Swim in a Pond in the Rain: In Which Four Russians Give a Master Class on Writing, Reading, and Life","Saunders, George",1984856022,9781984856029,1984856022,410        pp,4.54,"18,704","Jan 12, 2021","Jan 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2022",,Hardcover,view,/book/show/55290026-a-swim-in-a-pond-in-the-rain
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Books of Jacob,"Tokarczuk, Olga",1910695599,9781910695593,1910695599,920        pp,4.03,"7,916","Oct 23, 2014","Nov 15, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2022",,Paperback,view,/book/show/41724950-the-books-of-jacob
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Swimmers,"Otsuka, Julie",0593321332,9780593321331,0593321332,192        pp,3.68,"30,703","Feb 22, 2022","Feb 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2022",,Hardcover,view,/book/show/58214333-the-swimmers
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chilean Poet,"Zambra, Alejandro*",0593297946,9780593297940,0593297946,358        pp,4.39,"14,527",Mar 2020,"Feb 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2022",,Hardcover,view,/book/show/58492105-chilean-poet
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pure Colour,"Heti, Sheila*",0374603944,9780374603946,0374603944,224        pp,3.47,"15,459","Feb 15, 2022","Feb 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2022",,Hardcover,view,/book/show/57693639-pure-colour
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Assembly,"Brown, Natasha*",0316268267,9780316268264,0316268267,112        pp,3.85,"25,354","Jun 03, 2021","Sep 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2022",,Hardcover,view,/book/show/56646330-assembly
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Don't Let's Go to the Dogs Tonight: An African Childhood,"Fuller, Alexandra",,,,315        pp,3.96,"55,271","Dec 01, 2001","Mar 11, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this several years ago and loved it. A friend recently picked it up and we talked about this endearing memoir. It had some difficult moments, bI read this several years ago and loved it. A friend recently picked it up and we talked about this endearing memoir. It had some difficult moments, but it was authentic and powerful. A terrific tale of growing up in unusual circumstances....more",Notes are private!,0,1,1,not set,not set,"Jan 27, 2022",,Paperback,view (with text),/book/show/24687.Don_t_Let_s_Go_to_the_Dogs_Tonight
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Tale for the Time Being,"Ozeki, Ruth*",0670026638,9780670026630,0670026638,432        pp,4.06,"120,636","Mar 11, 2013","Mar 12, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2022",,Hardcover,view,/book/show/15811545-a-tale-for-the-time-being
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Klara and the Sun,"Ishiguro, Kazuo*",0593311299,9780593311295,0593311299,303        pp,3.75,"336,715","Mar 02, 2021","Mar 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2022",,Paperback,view,/book/show/59999991-klara-and-the-sun
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vera,"Edgarian, Carol*",1501157531,9781501157530,1501157531,352        pp,3.76,"3,843","Mar 02, 2021","Mar 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2022",,Paperback,view,/book/show/58437566-vera
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Another America / Otra América,"Kingsolver, Barbara",154160038X,9781541600386,154160038X,144        pp,3.86,484,1992,"Feb 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2022",,Paperback,view,/book/show/58340979-another-america-otra-am-rica
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Go Tell the Bees That I Am Gone        (Outlander, #9)","Gabaldon, Diana*",0385685548,9780385685542,0385685548,902        pp,4.45,"76,442","Nov 23, 2021","Nov 23, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2022",,Hardcover,view,/book/show/57699848-go-tell-the-bees-that-i-am-gone
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Beautiful We Were,"Mbue, Imbolo*",0593132440,9780593132449,0593132440,384        pp,3.95,"16,538","Mar 09, 2021","Feb 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/59683998-how-beautiful-we-were
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,2021 on Goodreads,Various,,,,unknown,4.17,"1,399",2021,2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2022",,,view,/book/show/56127226-2021-on-goodreads
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Paradise,"Yanagihara, Hanya*",0385547935,9780385547932,0385547935,720        pp,3.76,"44,129","Jan 11, 2022","Jan 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2022",,Hardcover,view,/book/show/57739876-to-paradise
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,True at First Light,"Hemingway, Ernest",0684865726,9780684865720,0684865726,320        pp,3.34,"3,147",unknown,"Jul 06, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm glad to finish the year with this Hemingway. It felt very true to what his unpublished manuscript must have been. His son, Patrick, published it pI'm glad to finish the year with this Hemingway. It felt very true to what his unpublished manuscript must have been. His son, Patrick, published it posthumously in 1999. I feared I wouldn't like it, and that the killing of game in Africa would upset me. But it was done especially well and the local characters on the safari, and dialog were excellent. A true experience, and I loved it....more",Notes are private!,0,4,1,"Dec 30, 2021","Dec 30, 2021","Dec 30, 2021",,Paperback,view (with text),/book/show/133595.True_at_First_Light
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let Me Tell You What I Mean,"Didion, Joan",059331848X,9780593318485,059331848X,149        pp,3.85,"15,681","Jan 26, 2021","Jan 26, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read Slouching Towards Bethlehem and ed it here in 2018. I must have lent it out because I can't find it on my shelved. So, I reread several eI read Slouching Towards Bethlehem and ed it here in 2018. I must have lent it out because I can't find it on my shelved. So, I reread several essays online. I did find a collection of 12 her essays, ranging in publication date from 1968 - 2000, in a wonderful book called, ""Let me tell you what I mean.""My favorite, ""Why I Write"" is one of her most renowned essays. It's brutally honest and revelatory. The other is, ""Last Words"" which is about Hemingway who is one of my favorite authors and an inspiration to me, as he is to many other writers. I recommend this collection to anyone who wants to read Didion essays that cover a broad range of time. ""Goodbye to All That"" isn't in this book, but you can read it online if you Google it ...more",Notes are private!,0,8,1,"Dec 23, 2021","Dec 29, 2021","Dec 29, 2021",,Hardcover,view (with text),/book/show/53308149-let-me-tell-you-what-i-mean
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Confederacy of Dunces,"Toole, John Kennedy",0802130208,9780802130204,0802130208,394        pp,3.89,"275,445","May 01, 1980",Jan 1994,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Since we're going to New Orleans in February I decided to read this now.. Exaggerated, Sarcastic and Witty, Confederacy of Dunces might fall into someSince we're going to New Orleans in February I decided to read this now.. Exaggerated, Sarcastic and Witty, Confederacy of Dunces might fall into something like Gonzo. Maybe it's the era it was written ... characters are off the charts hilarious. Sad story about the author. Definitely autobiographical fiction...more",Notes are private!,0,0,1,Dec 2021,"Dec 18, 2021","Dec 19, 2021",,Paperback,view (with text),/book/show/310612.A_Confederacy_of_Dunces
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Stories,"O'Connor, Flannery",,,,555        pp,4.39,"39,195","Nov 08, 1971",1971,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not easy to read! There is darkness and hopelessness in these stories. The honesty is often brutal. O'Conner said, ""All fiction is about human nature.Not easy to read! There is darkness and hopelessness in these stories. The honesty is often brutal. O'Conner said, ""All fiction is about human nature.” her stories exemplify that statement. The racial epithets are hard to read, like being stabbed each time. Flannery O'Connor is a product of her time and place like Faulkner, and more than that.... she is openly bigoted. Supposedly she respected and supported the work of MLK, and yet disliked Baldwin. All irrelevant to her writing. Her writing is powerful and poignant and as abrupt as Hemingway. Painting broadly and finely rendered, it's impossible to look away....more",Notes are private!,0,1,1,Dec 2021,"Dec 15, 2021","Dec 15, 2021",,Paperback,view (with text),/book/show/284996.The_Complete_Stories
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Middlemarch,"Eliot, George",9390001390,9789390001392,B09CMTD6Y3,797        pp,4.02,"162,899",1871,"Jan 12, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I finally took the time to read this originally serialized novel. It was certainly a good story. Complex characters, twisted relationships and expecteI finally took the time to read this originally serialized novel. It was certainly a good story. Complex characters, twisted relationships and expected strong female protagonist! All delightful. It's just time consuming to read today what had been dished out piecemeal in an earlier, slower time. I'd say the key is to slow oneself down to match.... and have a cup of tea. Many, many cups of tea....more",Notes are private!,0,0,1,"Jun 12, 2022","Jul 21, 2022","Dec 14, 2021",,Kindle Edition,view (with text),/book/show/60853779-middlemarch
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leading a Worthy Life: Finding Meaning in Modern Times,"Kass, Leon R.",1594039410,9781594039416,1594039410,408        pp,3.86,79,unknown,"Dec 19, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2021",,Hardcover,view,/book/show/34315810-leading-a-worthy-life
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leading a Worthy Life: Finding Meaning in Modern Times,"Kass, Leon R.",,,B06Y3LV6TT,406        pp,3.86,79,unknown,"Dec 19, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2021",,Kindle Edition,view,/book/show/35414538-leading-a-worthy-life
