,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Claudia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La Malnata,"Salvioni, Beatrice",,,B0BWC2GP7X,233        pp,3.89,"4,291","Mar 21, 2023","Mar 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2023",,Kindle Edition,view,/book/show/122988283-la-malnata
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Caro amico dalla mia vita scrivo a te nella tua,"Li, Yiyun",8894938085,9788894938081,8894938085,200        pp,3.72,"2,014","Feb 21, 2017","Nov 15, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2023",,Paperback,view,/book/show/42816695-caro-amico-dalla-mia-vita-scrivo-a-te-nella-tua
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La parola magica,"Siccardi, Anna",8894938581,9788894938586,8894938581,192        pp,3.77,57,unknown,"Feb 27, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2023",,Paperback,view,/book/show/51790915-la-parola-magica
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yoga della felicità,"Bigatti, Sara",8828504048,9788828504047,8828504048,520        pp,4.18,39,unknown,"Nov 26, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2023",,Paperback,view,/book/show/55772699-yoga-della-felicit
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'Alchimista,"Coelho, Paulo*",8845226573,9788845226571,8845226573,182        pp,3.91,"3,056,234",1988,"Aug 01, 1995",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“È quello che hai sempre desiderato fare. Tutti, all’inizio della gioventù, sanno qual è la propria leggenda personale. In quel periodo della vita tut“È quello che hai sempre desiderato fare. Tutti, all’inizio della gioventù, sanno qual è la propria leggenda personale. In quel periodo della vita tutto è chiaro, tutto è possibile, e gli uomini non hanno paura di sognare e di desiderare tutto quello che vorrebbero veder fare nella vita. Ma poi, a mano a mano che il tempo passa, una misteriosa forza comincia a tentare di dimostrare come sia impossibile realizzare la Leggenda Personale.”Santiago ha lasciato il seminario per fare il pastore, seguendo così il suo sogno di viaggiare per l’Andalusia. Una notte, mentre dorme in una vecchia chiesa abbandonata in cui è cresciuto un sicomoro, sogna per la seconda volta un bambino che lo conduce per mano fino alle Piramidi d’Egitto e gli dice che se ci andrà, troverà un tesoro. Decide quindi di consultare una zingara, che interpreta i sogni, che però lo lascia deluso e sconfortato. Grazie all’incontro con il vecchio re Melchisedek, capisce che deve intraprendere il viaggio verso le Piramidi: l’uomo, infatti, gli spiega che deve riconcorrere il suo sogno, perché sta vivendo la sua Leggenda Personale, ovvero quello che ha sempre desiderato fare ed è dovere degli uomini realizzare la propria, sapendo che i segnali lo aiuteranno a raggiungere il suo obiettivo. Arriverà a Tangeri, sarà derubato, inizierà a vendere cristalli per mettere da parte i soldi necessari per attraversare il deserto, incontrerà un inglese alla ricerca dell’Alchimista, ma sarà proprio il giovane a trovarlo e inizierà con lui un viaggio nelle profondità del deserto, che lo aiuterà ad ascoltare il suo cuore, a capire l’Anima del Mondo e a raggiungere finalmente le Piramidi. Il messaggio del libro è molto chiaro: inseguire il proprio sogno con tutte le nostre forze, ascoltando il nostro cuore. Se Santiago si fosse fermato in Andalusia a pascolare le pecore, non avrebbe mai viaggiato davvero in Egitto e nel cuore del deserto, non avrebbe mai imparare l’arabo o a vendere i cristalli, non avrebbe mai conosciuto l’Alchimista ed imparato ad ascoltare il suo cuore, arrivando a trovare il tesoro. Il pastore torna al luogo di partenza, ma è profondamente cambiato.Ho sentito molto parlare di questo libro e con opinioni contrastanti: c’è chi lo definisce un capolavoro, che gli ha cambiato la vita e chi lo boccia, io mi sento nel limbo. Come ho scritto sopra il messaggio è lampante e vero, ma non è sempre facile, nel libro si parla anche di questo, il mercante di cristalli ne è un esempio, c’è anche da considerare che è stato scritto a fine degli anni 80, nel frattempo ci sono stati molti progressi a livello di crescita personale, quindi lo consiglio a chi sta attraversando dei cambiamenti.“-Perché, allora, devo ascoltare il mio cuore?-Perché non riuscirai mai a farlo stare zitto. E per quanto tu finga di non ascoltare ciò che dice, sarà sempre nel tuo petto e continuerà a ripetere quello che pensa della vita e del mondo.”...more",Notes are private!,0,3,1,"Oct 03, 2023","Oct 08, 2023","May 29, 2023",,Hardcover,view (with text),/book/show/1558486.L_Alchimista
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oro,"Pellegrini, Federica",,,B0C57PD7Q9,164        pp,3.97,317,unknown,"May 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2023",,Kindle Edition,view,/book/show/155524907-oro
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pelle d'uomo,Hubert,8832735679,9788832735673,8832735679,160        pp,4.30,"9,112","Jun 03, 2020","Apr 15, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 21, 2023",,Hardcover,view,/book/show/57727489-pelle-d-uomo
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poverina,"Galeazzi, Chiara",8831321706,9788831321709,8831321706,176        pp,3.82,696,unknown,"Apr 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 17, 2023",,Hardcover,view,/book/show/134913968-poverina
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tre ciotole. Rituali per un anno di crisi,"Murgia, Michela",8804774894,9788804774891,B0C4CWJWZL,137        pp,3.59,"3,862","May 16, 2023","May 16, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Siamo essere complessi, signora…non credo si possa definire la questione in termini di sbagli suoi. Gli organismi sofisticati sono più soggetti a far“Siamo essere complessi, signora…non credo si possa definire la questione in termini di sbagli suoi. Gli organismi sofisticati sono più soggetti a fare errori. È il sistema che ogni tanto si ingarbuglia, la volontà non c’entra. […] Mi ha detto che scrive romanzi, un bellissimo lavoro, ma è molto complicato. Nessuna specie in natura lo sa fare, solo gli esseri umani. […] Preferirebbe non saper fare nessuna di queste cose a patto di non ammalarsi mai? Gli organismi unicellulari non sviluppano neoplasie, ma non imparano lingue. Le amebe non scrivono romanzi.”Con “Tre Ciotole” Murgia torna alla narrazione, dopo anni di saggi: sono dodici racconti di personaggi tra loro concatenati, presi in momenti di rivelazione che li costringono a reagire a loro modo, trovando soluzioni personali. Ci sono la donna che scopre di avere un carcinoma al quarto stadio e decide di chiamare il tumore in coreano, lontana dalla terminologia bellica, usata per queste malattie; l’uomo che non frequenta più i luoghi con cui è stato con la sua ex fidanzata e grazie al suo amico riesce a “riprendersi” la città; l’ultimo saluto alla sorella, da parte di una donna che organizza un pranzo di addio in cui ogni invitato può prendersi un suo vestito come ricordo. In questo libro Michela Murgia è precisa, consapevolissima di se stessa e di ciò che vuole comunicare, è inoltre presente in ognuna di queste storie: a volte in modo lapalissiano e lampante, a volte per opposizione, ribadendo così ancora di più le sue convinzioni. L’ho letto con in testa la sua voce, le sue pause, come nei suoi audiolibri e podcast. Mi sono resa conto ancora di più di quanto manca e mancherà, ma la sua eredità letteraria è sempre lì ad accompagnarci.“- In coreano quella parola si dice ‘am’. Crede che potrei usare quella? –[…]- Mi scuserà, non so nulla di coreano, ma in inglese am è la prima parola del verbo essere, quindi credo che sia una parola abbastanza giusta – sorrise - Potrà rispondere I am come se dicesse ‘quello che ho è qualcosa che sono’, e non sarebbe nulla di impreciso.”...more",Notes are private!,0,2,1,"Sep 10, 2023","Sep 17, 2023","May 16, 2023",,Paperback,view (with text),/book/show/149099467-tre-ciotole-rituali-per-un-anno-di-crisi
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il paese che era la nostra casa: Racconto della Siria,"Malek, Alia",8899438331,9788899438333,B07GVPPPH1,367        pp,4.13,"1,014","Feb 28, 2017","Aug 30, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2023",,Kindle Edition,view,/book/show/42187581-il-paese-che-era-la-nostra-casa
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sono normale?: Due secoli di ricerca ossessiva della «norma»,"Chaney, Sarah",883394185X,9788833941851,B0BX9YY7S8,355        pp,3.64,168,unknown,"Apr 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2023",,Kindle Edition,view,/book/show/125816998-sono-normale
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tra terra e cielo: Vita di Francesca Cabrini,"Scaraffia, Lucetta",8831742256,9788831742252,B076VHD5QF,134        pp,0.00,0,unknown,"Nov 09, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 15, 2023",,Kindle Edition,view,/book/show/37641834-tra-terra-e-cielo
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un cuore oscuro,"Minarelli, Maria Luisa",1542096243,9781542096249,B06XJZQQM2,333        pp,4.21,62,unknown,"Jul 11, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 11, 2023",,Kindle Edition,view,/book/show/35598483-un-cuore-oscuro
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il weekend,"Wood, Charlotte*",8894938816,9788894938814,8894938816,240        pp,3.39,"13,955","Oct 15, 2019","Aug 06, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** ""Ma come si erano ritrovate insieme? Wendy aveva conosciuto Sylvie a Oxford, e il ristorante di Jude era a due passi dal teatro... A**spoiler alert** ""Ma come si erano ritrovate insieme? Wendy aveva conosciuto Sylvie a Oxford, e il ristorante di Jude era a due passi dal teatro... Adele non ricordava altro - forse lei aveva incontrato Sylvie a una delle famose feste di Jude? - ma erano state attratte dalle rispettive orbite, era nato l'amore e non si erano più lasciate. Eppure quella forza di gravità si era pian piano affievolita. E adesso vagavano alla deriva.""Durante le festività natalizie Jude, Wendy ed Adele, tre donne settantenni, devono svuotare la casa al mare di Sylvie, recentemente scomparsa. Sono amiche da una vita, ma sembra che fosse Sylvie il loro collante e, adesso che lei è morta, non si sentono più così unite. Sono molto diverse fra loro: Jude è rigida e severa, Wendy si perde spesso nei suoi pensieri ed è sempre con il cane Finn, Adele è un'attrice non molto richiesta che vive alla giornata. I giorni di convivenza forzata nella casa estiva a Bittoes esasperano le loro differenze, portandole a scontrarsi, ma anziché separarsi, sceglieranno consapevolmente di esserci l'una per l'altra e portare avanti il loro legame. Wood ci racconta molte bene le vicende personali delle tre donne, disseminando informazioni qua e là nel corso della narrazione e tratta un tema, quello dell'amicizia in età matura, per nulla scontato e che può continuare ed assumere nuove sfumature, anche durante l'ultima fase della vita. ""Le sembrava di aver perso tutto. Ma lì nell'acqua c'erano le sue amiche spaventate a tenerle la mano. A tenerla a galla a tutti i costi.""...more",Notes are private!,0,2,1,"May 21, 2023","Jun 05, 2023","May 10, 2023",,Paperback,view (with text),/book/show/54769225-il-weekend
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Se la strada potesse parlare,"Baldwin, James",8860445809,9788860445803,8860445809,212        pp,4.27,"60,711",1974,"Oct 25, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 05, 2023",,Paperback,view,/book/show/42625968-se-la-strada-potesse-parlare
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"La mia vita con Martin Luther King, Jr.","King, Coretta Scott",,2560846099012,,427        pp,4.15,278,1969,1970,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 05, 2023",,,view,/book/show/55883148-la-mia-vita-con-martin-luther-king-jr
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Turchina,"Triolo, Elena",8832737914,9788832737912,,176        pp,4.47,465,unknown,"Feb 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 04, 2023",,Hardcover,view,/book/show/123004336-turchina
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La scopa del sistema,"Wallace, David Foster",8806181041,9788806181048,8806181041,558        pp,3.84,"22,695","Jan 06, 1987","Nov 25, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 04, 2023",,Paperback,view,/book/show/9654264-la-scopa-del-sistema
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sorella, mio unico amore","Oates, Joyce Carol",8834608194,9788834608197,8834608194,672        pp,3.54,"4,000",2008,"Mar 24, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 03, 2023",,Paperback,view,/book/show/61653000-sorella-mio-unico-amore
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il gatto,"Simenon, Georges",,,,165        pp,3.70,"1,293",1967,"Oct 12, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 03, 2023",,Paperback,view,/book/show/12977221-il-gatto
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poema senza eroe,"Akhmatova, Anna",8806022121,9788806022129,8806022121,180        pp,4.01,145,1963,1966,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 02, 2023",,Paperback,view,/book/show/10455164-poema-senza-eroe
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La corsa del tempo. Liriche e poemi,"Akhmatova, Anna",8806126296,9788806126292,8806126296,313        pp,4.55,150,"Jan 01, 2007","Jan 01, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 02, 2023",,Paperback,view,/book/show/9710929-la-corsa-del-tempo-liriche-e-poemi
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La Russia di Putin,"Politkovskaya, Anna",8845919749,9788845919749,8845919749,293        pp,4.16,"3,361",2004,"May 25, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2023",,Paperback,view,/book/show/13611875-la-russia-di-putin
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Living the Sutras: A Guide to Yoga Wisdom Beyond the Mat,"DiNardo, Kelly*",161180549X,9781611805499,161180549X,208        pp,4.19,371,unknown,"Jun 12, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2023",,Paperback,view,/book/show/39281547-living-the-sutras
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Come uccidere la tua famiglia,"Mackie, Bella",,,B0BP8D23Y7,389        pp,3.55,"125,551","Jun 10, 2021","Jan 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 19, 2023",,Kindle Edition,view,/book/show/65676021-come-uccidere-la-tua-famiglia
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La piena,"McDowell, Michael",,9791255020387,B0BGMK9M6Q,256        pp,3.79,"22,135",Jan 1983,"Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 18, 2023",,Paperback,view,/book/show/67355847-la-piena
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lonesome Dove,"McMurtry, Larry",8806229745,9788806229740,8806229745,941        pp,4.53,"190,848",1985,"Nov 14, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 18, 2023",,Hardcover,view,/book/show/36557215-lonesome-dove
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,V13,"Carrère, Emmanuel",8845937577,9788845937576,8845937577,267        pp,4.47,"6,543",2022,"Mar 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 12, 2023",,Paperback,view,/book/show/123225895-v13
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La vita di chi resta,"Bianchi, Matteo B.",883572340X,,B0BSHCBGRB,251        pp,4.05,"1,436",unknown,"Jan 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 12, 2023",,Kindle Edition,view,/book/show/98192052-la-vita-di-chi-resta
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nessuno può fermarmi,"Soffici, Caterina",,,B06XNMRLK5,217        pp,3.81,111,"Mar 16, 2017","Mar 16, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 12, 2023",,Kindle Edition,view,/book/show/34619989-nessuno-pu-fermarmi
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tra Freud e Patanjali. La conoscenza segreta dello yoga e della psicoanalisi,"Desikachar, T.K.V.",8857539628,9788857539621,8857539628,0        pp,4.00,9,"Sep 01, 2014",2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2023",,Paperback,view,/book/show/49972232-tra-freud-e-patanjali-la-conoscenza-segreta-dello-yoga-e-della-psicoana
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le infradito di Buddha. Guida orientale per disorientati,"Mangusta, Zap",8868330903,9788868330903,8868330903,340        pp,3.76,37,"May 15, 2014","May 15, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2023",,Paperback,view,/book/show/22566357-le-infradito-di-buddha-guida-orientale-per-disorientati
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tutto nella norma,"Spizzichino, Gaia*",8811010616,9788811010616,,288        pp,3.54,536,unknown,"Mar 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 08, 2023",,Paperback,view,/book/show/123247396-tutto-nella-norma
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Parole d'altro genere: Come le scrittrici hanno cambiato il mondo,AA.VV.,8831810588,,B0BTHRDGGZ,450        pp,3.73,90,unknown,"Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 07, 2023",,Kindle Edition,view,/book/show/103432965-parole-d-altro-genere
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,‎Vivi ogni giorno come se fosse il primo: Il lungo viaggio di Fraintesa,"Barbieri, Francesca",8856683067,9788856683066,8856683067,176        pp,4.28,134,unknown,"Sep 21, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2023",,Paperback,view,/book/show/58995527-vivi-ogni-giorno-come-se-fosse-il-primo
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La nostra casa è in fiamme: La nostra battaglia contro il cambiamento climatico,"Thunberg, Greta",8852094032,9788852094033,B07PNLTTTV,240        pp,3.73,"4,842","Dec 12, 2018","Apr 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2023",,Kindle Edition,view,/book/show/44579209-la-nostra-casa-in-fiamme
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Perfetti o felici: Diventare adulti in un'epoca di smarrimento,"Andreoli, Stefania",8817178950,9788817178952,,231        pp,4.07,"1,565","Mar 28, 2023","Mar 28, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Noi si va per sottrazione: andiamo a togliere, perché tutto ci risulta oneroso e stressante, ci gestiamo male, ma incolpiamo il tempo che non basta m“Noi si va per sottrazione: andiamo a togliere, perché tutto ci risulta oneroso e stressante, ci gestiamo male, ma incolpiamo il tempo che non basta mai, pensiamo di fare e avere fatto già abbastanza per fare ancora di più, abbiamo un concetto diverso delle cose importanti, che riduciamo all’osso per andare più in fretta. La chiamiamo essenzialità o prioritizzazione, ma spesso non è altro che il dazio da corrispondere per una vita che ci capita di rincorrere, anziché di vivere camminandoci dentro al nostro passo.Questi giovani invece mi pare che al contrario propongano di fare per addizione, aggiungendo: pensiero, tempo, qualità, significato, cura.”Andreoli scrive il libro che molti suoi followers le stanno chiedendo da tempo, ovvero sui giovani adulti: non più adolescenti, ma nemmeno ancora adulti, in questo limbo in cui non vengono considerati e rappresentati. Ci pensa lei, quindi, a trovare le parole per raccontarli, portando, come sempre, molti esempi tratti dalla sua stanza delle parole e non si può che restarne stupiti. Tra i tanti, mi hanno colpito molto le storie di Agata, che scopre una tresca del padre con un'altra donna e si domanda come sia possibile che i suoi genitori facciano finta di niente, proprio loro che le hanno sempre chiesto di comportarsi bene e ""invece scopre che l'educazione che le hanno impartito somigliasse molto di più a chiederle di fare meglio di quanto non fossero stati capaci di fare loro per primi"" oppure Azzurra, figlia unica di una famiglia milanese altolocata, che, dopo non essere stata ammessa a nessuna università prestigiosa, decide di fare la volontaria in un ristorante con personale con disabilità che serve i pasti ai senzatetto, i suoi, assolutamente contrari, le tagliano i fondi e raccontano bugie a parenti ed amici, perché si vergognano di quello che fa la figlia: ""Con i miei, io ero abituata a essere voluta bene se andavo bene. Se facevo le cose bene. Se andavo bene a scuola. Se agivo come volevano loro. Non penso che significhi che non mi vogliano bene davvero, ma sento che il loro affetto è vincolato a quello che faccio, non a quello che sono."" Da trentaseienne mi sono riconosciuta moltissimo nel capitolo dedicato agli adulti giovani, ovvero quelli tra i trenta e quarant’anni: mi sono sentita capita ed accolta, sapere di non essere la sola a trovarsi in questa situazione mi ha rincuorata e dato molta speranza e fiducia nel futuro. Non posso, quindi, far altro che unirmi al coro dei giovani adulti ed adulti giovani per ringraziare la Doc per essersi fatta nostra portavoce.“Entrambe le generazioni parlano delle stesse cose.Se ascolti davvero, con amorevole attenzione e interesse, gli adulti soffrono di un dolore che definirei esistenziale per gli stessi identici motivi dei giovani: rifuggono l’infelicità, ognuno come può. Provano a non farsi accusare, tentano di difendersi, temono il giudizio. Fanno pensieri ricorsivi, sempre gli stessi, con i quali si tengono compagnia. Cercano nell’amore un po’ di conforto, ma le emozioni li confondono e le relazioni li destabilizzano.Certo, una differenza c’è: è lo stile a essere diverso.I giovani adulti al cospetto del loro malessere dimostrano maggiore incoscienza, ovvero sono disposti a dargli appuntamento, guardarlo in faccia, nominarlo, viverselo. Non hanno idea di come fare, ma non hanno ancora rinunciato all’autenticità come soluzione.Gli adulti, invece, si sono nel frattempo spoetizzati e resi inautentici, fasulli, anche narcisisti. Non ci stanno bene, ma costa loro molto l’idea di rimettersi un’altra volta in gioco, a volte si sentono troppo in là con una vita vissuta perlopiù in incognito, per iniziare a provare a essere Sé.Penso sia per questo motivo che il messaggio dei giovani adulti e la loro proposta di tenderci una mano a vicenda per tentare di salvare le sorti del mondo relazionale degli umani siano stati finora tendenzialmente ignorati, irrisi, snobbati: spaventano.A me però sembra che commetteremmo un errore esiziale, se non ammettessimo che la generazione dei giovani adulti sia quella che può salvare il mondo, avendo da dire ciò che gli adulti non hanno avuto l’ardire di chiedere, ovvero invocare l’autenticità come nuova lingua universale, grazie alla quale uscire dalla Babele in cui ci troviamo, e lasciando che i ventenni siano i nuovi mediatori linguistici.”...more",Notes are private!,0,2,1,"Sep 18, 2023","Sep 29, 2023","Mar 29, 2023",,Paperback,view (with text),/book/show/123905607-perfetti-o-felici
