,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Adriana's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dear Scott, Dearest Zelda: The Love Letters of F. Scott and Zelda Fitzgerald","Fitzgerald, F. Scott",0747566011,9780747566014,0747566011,431        pp,4.15,"1,872",1985,Oct 2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 10, 2021",,Paperback,view,/book/show/50187.Dear_Scott_Dearest_Zelda
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Help,"Stockett, Kathryn*",0399155341,9780399155345,B009CUIY52,464        pp,4.47,"2,764,204","Feb 10, 2009","Jan 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2021",,Hardcover,view,/book/show/4667024-the-help
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Kill a Mockingbird,"Lee, Harper",,,,323        pp,4.26,"6,123,300","Jul 11, 1960","May 23, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2021",,Paperback,view,/book/show/2657.To_Kill_a_Mockingbird
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Curious Case of Benjamin Button,"Fitzgerald, F. Scott",1416556052,9781416556053,1416556052,56        pp,3.57,"68,119","May 27, 1922","Aug 14, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2021",,Paperback,view,/book/show/747746.The_Curious_Case_of_Benjamin_Button
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A People’s History of the United States,"Zinn, Howard",0060838655,9780060838652,B007CDYGTO,729        pp,4.08,"243,642",1980,"Jan 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2021",,Paperback,view,/book/show/2767.A_People_s_History_of_the_United_States
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cruel Crown        (Red Queen, #0.1-0.2)","Aveyard, Victoria*",0062435345,9780062435347,0062435345,208        pp,3.62,"37,983","Jan 05, 2016","Jan 05, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2021",,Paperback,view,/book/show/25944381-cruel-crown
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Death Cure        (The Maze Runner, #3)","Dashner, James*",0385738773,9780385738774,0385738773,325        pp,3.78,"449,025","Oct 11, 2011","Oct 11, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2021",,Hardcover,view,/book/show/7864437-the-death-cure
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Scorch Trials        (The Maze Runner, #2)","Dashner, James*",0385738757,9780385738750,0385738757,362        pp,3.90,"581,174","Oct 12, 2010","Oct 12, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2021",,Hardcover,view,/book/show/7631105-the-scorch-trials
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Maze Runner        (The Maze Runner, #1)","Dashner, James*",0385737947,9780385737944,0385737947,384        pp,4.05,"1,528,217","Oct 06, 2009","Oct 06, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2021",,Hardcover,view,/book/show/6186357-the-maze-runner
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mockingjay        (The Hunger Games, #3)","Collins, Suzanne",0439023513,9780439023511,0439023513,390        pp,4.09,"3,226,860","Aug 24, 2010","Aug 24, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2021",,Hardcover,view,/book/show/7260188-mockingjay
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Catching Fire        (The Hunger Games, #2)","Collins, Suzanne",0439023491,9780439023498,0439023491,391        pp,4.33,"3,679,758","Sep 01, 2009","Sep 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2021",,Hardcover,view,/book/show/6148028-catching-fire
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hunger Games        (The Hunger Games, #1)","Collins, Suzanne",0439023483,9780439023481,0439023483,374        pp,4.34,"8,667,139","Sep 14, 2008","Oct 14, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2021",,Hardcover,view,/book/show/2767052-the-hunger-games
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Defy Me        (Shatter Me, #5)","Mafi, Tahereh",0062676393,9780062676399,0062676393,357        pp,4.28,"225,476","Apr 02, 2019","Apr 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2021",,Hardcover,view,/book/show/34992959-defy-me
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Restore Me        (Shatter Me, #4)","Mafi, Tahereh",0062676369,9780062676368,0062676369,435        pp,4.16,"267,109","Mar 06, 2018","Mar 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2021",,Hardcover,view,/book/show/34992929-restore-me
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ignite Me        (Shatter Me, #3)","Mafi, Tahereh",,,B00DB2YN0C,421        pp,4.47,"473,964","Feb 04, 2014","Feb 04, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2021",,Kindle Edition,view,/book/show/13188676-ignite-me
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Unravel Me        (Shatter Me, #2)","Mafi, Tahereh",0062085530,9780062085535,0062085530,461        pp,4.14,"541,774","Feb 05, 2013","Feb 05, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2021",,Hardcover,view,/book/show/13104080-unravel-me
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shatter Me        (Shatter Me, #1)","Mafi, Tahereh",0062085484,9780062085481,0062085484,338        pp,3.86,"881,831","Nov 15, 2011","Nov 15, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2021",,Hardcover,view,/book/show/10429045-shatter-me
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Body,"Waterfield, Robin A.H.",0582418178,9780582418172,0582418178,80        pp,4.29,"43,171",1982,"Dec 20, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"a coming of age story at its peak. also Stephen King at his peak. just take the opening lines of the book—one of my all-time favorite quotes—as proof:a coming of age story at its peak. also Stephen King at his peak. just take the opening lines of the book—one of my all-time favorite quotes—as proof: “The most important things are the hardest things to say. They are the things you get ashamed of, because words diminish them—words shrink things that seemed limitless when they were in your head to no more than living size when they’re brought out. But it’s more than that, isn’t it? The most important things lie too close to wherever your secret heart is buried, like landmarks to a treasure your enemies would love to steal away. And you may make revelations that cost you dearly only to have people look at you in a funny way, not understanding what you’ve said at all, or why you thought it was so important that you almost cried while you were saying it. That’s the worst, I think. When the secret stays locked within not for want of a teller but for want of an understanding ear.”...more",Notes are private!,0,0,1,not set,not set,"Jul 08, 2021",,Paperback,view (with text),/book/show/11574.The_Body
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret of Nightingale Wood,"Strange, Lucy*",1910655031,9781910655030,1910655031,304        pp,4.21,"4,308","Oct 06, 2016","Oct 06, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2021",,Paperback,view,/book/show/30347616-the-secret-of-nightingale-wood
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Independence!        (Wagons West, #1)","Ross, Dana Fuller",0553147730,9780553147735,0553147730,432        pp,4.04,"4,785","Jan 01, 1979",1980,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2021",,Paperback,view,/book/show/616590.Independence_
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Song of Achilles,"Miller, Madeline*",,,,408        pp,4.33,"1,485,119","Sep 20, 2011","Aug 28, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 07, 2021",,Paperback,view,/book/show/13623848-the-song-of-achilles
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Count of Monte Cristo,"Dumas, Alexandre",0140449264,9780140449266,0140449264,"1,276        pp",4.30,"913,668","Aug 28, 1844","May 27, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"how can i even begin to describe the extreme suspense, surprise, elation, and anger (as well as the million other emotions) that The Count of Monte Crhow can i even begin to describe the extreme suspense, surprise, elation, and anger (as well as the million other emotions) that The Count of Monte Cristo has put me through? never before have i audibly gasped as many times while reading a book—and never before have i been so impressed with how masterfully a plot is crafted. there’s never a dull moment in the entire story, and Dumas simultaneously manages to shine a piercing spotlight on the innards of human nature and society. i love how the story brims with side plots and hundreds of characters that are all unknowingly connected and subtly manipulated by the Count. and the Count!—the Count is a masterpiece in and of himself, maybe my new all-time favorite character. regal and captivating, the 1,243 pages of The Count of Monte Cristo are overspilling with the full potency of life, love, and hatred, which only a book as genius as this one can imbue....more",Notes are private!,0,1,1,"Jul 30, 2021","Oct 17, 2021","Jul 07, 2021",,Paperback,view (with text),/book/show/7126.The_Count_of_Monte_Cristo
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frankenstein: The 1818 Text,"Shelley, Mary",,,,260        pp,3.87,"1,597,677",1818,"Mar 08, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If the creature has 100 defenders, I am one of them. If he has 0 defenders, I am dead. Seriously, I love this book. I hadn’t realized that FrankensteiIf the creature has 100 defenders, I am one of them. If he has 0 defenders, I am dead. Seriously, I love this book. I hadn’t realized that Frankenstein is just deeply sad. In a surprisingly relevant way, it touches upon science, isolation, ambition and God, while encompassing, in one deft, dark stroke, our infallible tendency to judge, to mistreat, to outcast, to blame....more",Notes are private!,0,1,1,"Nov 07, 2023","Nov 15, 2023","Jul 07, 2021",,Paperback,view (with text),/book/show/35031085-frankenstein
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nightingale,"Hannah, Kristin*",0312577222,9780312577223,0312577222,440        pp,4.62,"1,358,314","Oct 08, 2015","Feb 03, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Hardcover,view,/book/show/21853621-the-nightingale
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Emma,"Austen, Jane",,,,474        pp,4.05,"886,204","Dec 23, 1815","May 06, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"i usually like Jane Austen, but “Emma” just felt like it had no plot whatsoever. sorry. it did still have that fun Jane Austen-ness though!",Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Paperback,view (with text),/book/show/6969.Emma
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pride and Prejudice,"Austen, Jane",,,,279        pp,4.29,"4,269,325","Jan 28, 1813","Oct 10, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Feb 12, 2024not set","Mar 12, 2024not set","Jul 07, 2021",,Paperback,view,/book/show/1885.Pride_and_Prejudice
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Women,"Alcott, Louisa May",,,0451529308,449        pp,4.15,"2,233,570",1868,"Apr 06, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Paperback,view,/book/show/1934.Little_Women
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Gatsby,"Fitzgerald, F. Scott",,,,180        pp,3.93,"5,238,804","Apr 10, 1925",1925,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"beautiful in its despair, cruel in its injustice, and unimaginably complex in the simplicity of its tale, The Great Gatsby is truly THE American novelbeautiful in its despair, cruel in its injustice, and unimaginably complex in the simplicity of its tale, The Great Gatsby is truly THE American novel, in my opinion, and also F. Scott Fitzgerald’s best novel. his writing style is so musical and stunning—almost out of place in such a brutally real book. i mean, the ending lines—“Gatsby believed in the green light, the orgastic future that year by year recedes before us. It eluded us then, but that’s no matter—tomorrow we will run faster, stretch out our arms farther… And one fine morning—So we beat on, boats against the current, borne back ceaselessly into the past”—are just timeless. indeed we do beat on. ...more",Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Paperback,view (with text),/book/show/4671.The_Great_Gatsby
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man in the Picture,"Hill, Susan",1846680751,9781846680755,1846680751,145        pp,3.62,"5,579","Oct 11, 2007","Oct 11, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Hardcover,view,/book/show/1854160.The_Man_in_the_Picture
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Westing Game,"Raskin, Ellen",014240120X,9780142401200,014240120X,182        pp,4.00,"212,995","Jun 01, 1978","Apr 12, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Paperback,view,/book/show/902.The_Westing_Game
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And Then There Were None,"Christie, Agatha",0312330871,9780312330873,0312330871,264        pp,4.28,"1,355,946","Nov 06, 1939","May 03, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Paperback,view,/book/show/16299.And_Then_There_Were_None
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Streetcar Named Desire,"Williams, Tennessee",0822210894,9780822210894,0822210894,107        pp,3.98,"310,621",1947,"Jan 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Paperback,view,/book/show/12220.A_Streetcar_Named_Desire
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Murder on the Orient Express        (Hercule Poirot, #10)","Christie, Agatha",0007119313,9780007119318,B006VWJ2XC,274        pp,4.20,"622,224","Jan 01, 1934","Jun 04, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Paperback,view,/book/show/853510.Murder_on_the_Orient_Express
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,After the Fireworks: Three Novellas,"Huxley, Aldous",0062423959,9780062423955,,432        pp,3.58,147,1933,"Oct 04, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,ebook,view,/book/show/28510784-after-the-fireworks
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Three Musketeers,"Dumas, Alexandre",,,,625        pp,4.09,"322,451",1844,"Feb 13, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Paperback,view,/book/show/7190.The_Three_Musketeers
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Side of Paradise,"Fitzgerald, F. Scott",0684843781,9780684843780,,275        pp,3.64,"73,749","Mar 26, 1920","Jul 14, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"i know that This Side of Paradise is far from the side of F. Scott Fitzgerald’s most well-crafted works—and yet, this book is unbelievably comforting i know that This Side of Paradise is far from the side of F. Scott Fitzgerald’s most well-crafted works—and yet, this book is unbelievably comforting to me for no rational reason; it just captures something so essential in restless, passionate, confusing youth. i see a reflection of myself in Amory and his discovering of himself. Fitzgerald’s writing is more beautiful than words can describe, as always. however, this book can lag at times, and Amory can be insufferable, and little is streamlined; ideas, though captivating, are strewn randomly here and there. it lacks the expertise of an experienced novelist. but still, i return to that capturing of some fundamental quality of how finding yourself in youth, in all its glory and suffering, simply feels. it transcends time period and experience. when Amory parts with Tom at Princeton for the war, the chapter ends with, “Oh, seep that never dreams, and dream that never tires, press from the petals of the lotus flower, something of this to keep, the essence of an hour.” i think everyone, when looking back on the expanse of their childhood, can sense the profundity of that statement....more",Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Paperback,view (with text),/book/show/46165.This_Side_of_Paradise
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Little History of the World,"Gombrich, E.H.",0300108834,9780300108835,0300108834,284        pp,4.11,"27,866",1936,"Oct 13, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Hardcover,view,/book/show/61505.A_Little_History_of_the_World
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Call Me By Your Name        (Call Me By Your Name, #1)","Aciman, André*",1786495252,9781786495259,1786495252,248        pp,4.11,"493,045","Jan 23, 2007","Sep 21, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Paperback,view,/book/show/36336078-call-me-by-your-name
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cat on a Hot Tin Roof,"Williams, Tennessee",0811216012,9780811216012,0811216012,208        pp,4.06,"60,852",1955,"Sep 17, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Paperback,view,/book/show/72159.Cat_on_a_Hot_Tin_Roof
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Cursed Child: Parts One and Two        (Harry Potter, #8)","Rowling, J.K.",,,0751565350,343        pp,3.49,"1,019,955","Jul 31, 2016","Jul 31, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Hardcover,view,/book/show/29056083-harry-potter-and-the-cursed-child
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Deathly Hallows        (Harry Potter, #7)","Rowling, J.K.",,,,759        pp,4.62,"3,708,039","Jul 21, 2007","Jul 21, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Hardcover,view,/book/show/136251.Harry_Potter_and_the_Deathly_Hallows
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Half-Blood Prince        (Harry Potter, #6)","Rowling, J.K.",,,,652        pp,4.58,"3,274,680","Jul 16, 2005","Sep 16, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Paperback,view,/book/show/1.Harry_Potter_and_the_Half_Blood_Prince
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Order of the Phoenix        (Harry Potter, #5)","Rowling, J.K.",,,,912        pp,4.50,"3,383,371","Jun 21, 2003",Sep 2004,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Paperback,view,/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Goblet of Fire        (Harry Potter, #4)","Rowling, J.K.",,,,734        pp,4.57,"3,695,080","Jul 08, 2000","Sep 28, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Paperback,view,/book/show/6.Harry_Potter_and_the_Goblet_of_Fire
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Prisoner of Azkaban        (Harry Potter, #3)","Rowling, J.K.",043965548X,9780439655484,043965548X,435        pp,4.58,"4,185,119","Jul 08, 1999","May 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Mass Market Paperback,view,/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Chamber of Secrets        (Harry Potter, #2)","Rowling, J.K.",,,B00ES27LCQ,352        pp,4.43,"3,928,369","Jul 02, 1998","Jun 02, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Hardcover,view,/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Sorcerer's Stone        (Harry Potter, #1)","Rowling, J.K.",,,0439554934,309        pp,4.47,"10,053,196","Jun 26, 1997","Nov 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Hardcover,view,/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Picture of Dorian Gray,"Wilde, Oscar",,,,272        pp,4.12,"1,534,948",Jun 1890,"Jun 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"AHHH, i adore this book. vanity and cruelty alight and burn into a raging, fiery masterpiece of literature. The Picture of Dorian Gray captures somethAHHH, i adore this book. vanity and cruelty alight and burn into a raging, fiery masterpiece of literature. The Picture of Dorian Gray captures something so essential, though hideous, in humanity through its namesake, Dorian. oh DORIAN! i would despise him if he weren’t so well-written. superficial beauty and obsessive aestheticism and lines like “To have ruined oneself over poetry is an honor” come together to create a novel that is truly beautiful in the twisted downfall of these same things....more",Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Paperback,view (with text),/book/show/5297.The_Picture_of_Dorian_Gray
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brave New World,"Huxley, Aldous",0060929871,9780060929879,0060929871,268        pp,3.99,"1,855,397",1932,"Jan 01, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Paperback,view,/book/show/5129.Brave_New_World
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kingdom of Ash        (Throne of Glass, #7)","Maas, Sarah J.*",1619636107,9781619636101,,980        pp,4.69,"537,484","Oct 23, 2018","Oct 23, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Hardcover,view,/book/show/33590260-kingdom-of-ash
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Empire of Storms        (Throne of Glass, #5)","Maas, Sarah J.*",,,,689        pp,4.62,"649,846","Sep 06, 2016","Sep 06, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Hardcover,view,/book/show/28260587-empire-of-storms
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Queen of Shadows        (Throne of Glass, #4)","Maas, Sarah J.*",1619636042,9781619636040,,648        pp,4.60,"768,450","Sep 01, 2015","Sep 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Hardcover,view,/book/show/18006496-queen-of-shadows
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heir of Fire        (Throne of Glass, #3)","Maas, Sarah J.*",1619630656,9781619630659,,565        pp,4.46,"871,029","Sep 02, 2014","Sep 02, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Hardcover,view,/book/show/20613470-heir-of-fire
