,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Tom's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
324,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Space Oddity,"Edge, Christopher*",,,,234        pp,3.95,167,2020,"Feb 07, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 18, 2021","Nov 03, 2021","Oct 18, 2021",,Paperback,view,/book/show/55851148-space-oddity
325,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Will Be Long,"Gamboa, Santiago*",1609457129,9781609457129,,368        pp,3.81,820,2019,"Nov 23, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A good literary thriller packed with cultural, political and social Colombian colour. It's very different to his other books, which, while they do havA good literary thriller packed with cultural, political and social Colombian colour. It's very different to his other books, which, while they do have criminal themes, are much more dense. As always, Andrea Rosenberg's translation is impeccable....more",Notes are private!,0,6,1,"Oct 17, 2021","Oct 20, 2021","Oct 17, 2021",,ebook,view (with text),/book/show/56993350-the-night-will-be-long
326,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Five Minds,"Morpuss, Guy*",,,,320        pp,3.86,"1,131","Sep 02, 2021","Sep 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"More a 3.5 than 4 but I'll give him the benefit of the doubt as it's a debut.Amazing concept with bags of plot that is something like a mix of Ready PMore a 3.5 than 4 but I'll give him the benefit of the doubt as it's a debut.Amazing concept with bags of plot that is something like a mix of Ready Player One and Seven Deaths of Evelyn Hardcastle, and contains some really great ideas. I particularly liked the game playing in the death park and the tag team mystery elements work really well. Sure, there are a few flaws - the main one being how easily and quickly the characters accept drastic changes of circumstances and death. Though I guess maybe if you existed in this world you wouldn't view death as such a big issue.Overall it's lots of fun to read, really fast and I'll be interested to see what Morpuss writes next. Recommended....more",Notes are private!,0,1,1,"Oct 14, 2021","Oct 17, 2021","Oct 14, 2021",,Paperback,view (with text),/book/show/56301205-five-minds
327,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Angels,"Johnson, Denis",,,,255        pp,3.96,"4,965",1977,2015,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A novel of extraordinary power rendered in exquisite, muscular prose. It's incredibly bleak and often disturbing. But it's phenomenally well written aA novel of extraordinary power rendered in exquisite, muscular prose. It's incredibly bleak and often disturbing. But it's phenomenally well written and has one of the most emotionally distressing endings I've ever read. It's not often I shed tears at books but this one did it at the end.Denis Johnson was a master craftsman who belongs on the same shelf with Cormac McCarthy and Donald Ray Pollock....more",Notes are private!,0,9,1,"Oct 10, 2021","Oct 13, 2021","Oct 10, 2021",,Paperback,view (with text),/book/show/45169798-angels
328,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Snow,"Jackson, Stina*",1786497344,9781786497345,1786497344,384        pp,3.68,"3,406","Apr 09, 2020","Feb 04, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Meh. Bit too much of a slow burner for my taste. But she is a good writer.,Notes are private!,0,3,1,"Oct 06, 2021","Oct 07, 2021","Oct 06, 2021",,Hardcover,view (with text),/book/show/54560439-the-last-snow
329,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Foster,"Keegan, Claire",0571255655,9780571255658,0571255655,89        pp,4.33,"80,847",Feb 2010,"Feb 10, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,She is an absolute master. I want to read everything she's ever written.She is an absolute master. I want to read everything she's ever written....more,Notes are private!,1,17,1,"Oct 04, 2021","Oct 05, 2021","Oct 04, 2021",,Paperback,view (with text),/book/show/8143909-foster
330,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Every,"Eggers, Dave",1039001637,9781039001633,1039001637,608        pp,3.70,"13,851","Oct 05, 2021","Nov 16, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5This is a thoroughly enjoyable follow-up to The Circle. It follows a similar path in that it is a book of wild, exciting ideas that spark hilarity 3.5This is a thoroughly enjoyable follow-up to The Circle. It follows a similar path in that it is a book of wild, exciting ideas that spark hilarity and horror in equal measure. This time we have a central character, Delaney, attempting to bring the company (renamed The Every after buying out Amazon) down from the inside after securing a job there.I would go as far as to argue that the ideas this time are even better, even more hideously likely to happen. And they come like a torrent. For the first 350 pages or so there's little by way of plot, more a slew of new apps and plans for humanity as Delaney attempts to push The Every off a cliff by coming up with every more insane and intrusive ideas - all of which are embraced by the conformist sheeples of the world's population. This is all so enjoyable to read and pick apart. The satire is rich and funny and, as with the best dystopian fiction, says more about where we are now than where we are going.Then some kind of plot kicks in. If I'm being honest, this part wasn't that great. It was kind of predictable and not that novel. But I think I felt similarly about The Circle, too. Still, a really fun read....more",Notes are private!,0,12,1,"Sep 28, 2021","Oct 04, 2021","Sep 28, 2021",,Paperback,view (with text),/book/show/57156177-the-every
331,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Winter Counts,"Weiden, David Heska Wanbli*",0062968947,9780062968944,0062968947,325        pp,3.84,"20,860","Aug 25, 2020","Aug 25, 2020",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a pretty poor crime novel, made worse by the fact that I read it on the back of reading Elmore Leonard and James Crumley. The brilliance of thThis is a pretty poor crime novel, made worse by the fact that I read it on the back of reading Elmore Leonard and James Crumley. The brilliance of their dialogue shows just how badly wrong Weiden gets it. Not one conversation in this book rings true. The main character, Virgil, is so thin and wet, despite his penchant for violence. And everyone else in the story exists purely to make sure Virgil gets to where he needs to be; they have no personal motivation for any of their actions. Bit of a head scratcher trying to work out why so many people have praised this one....more",Notes are private!,0,3,1,"Sep 27, 2021","Sep 28, 2021","Sep 27, 2021",,Hardcover,view (with text),/book/show/48678117-winter-counts
332,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gold Coast,"Leonard, Elmore",0060084057,9780060084059,0060084057,320        pp,3.61,"1,912",1980,"Oct 01, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is quite an old, neglected Elmore Leonard thriller but absolutely one of my faves of the 15 or so I've read by him. As always, the dialogue crackThis is quite an old, neglected Elmore Leonard thriller but absolutely one of my faves of the 15 or so I've read by him. As always, the dialogue crackles with authentic life and the intricate plot comes together nicely. And there's a right nasty bastard to hate through it all. Top class crime writing....more",Notes are private!,0,11,1,"Sep 25, 2021","Sep 27, 2021","Sep 25, 2021",,Mass Market Paperback,view (with text),/book/show/288968.Gold_Coast
333,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Good Kiss,"Rank, Crumley James;",1784161586,9781784161583,1784161586,351        pp,4.05,"8,013",1978,"Apr 21, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A wild mix of Raymond Chandler and Hunter S Thompson. The plot keeps moving, the characters keep drinking and the prose, my God the prose! It slides dA wild mix of Raymond Chandler and Hunter S Thompson. The plot keeps moving, the characters keep drinking and the prose, my God the prose! It slides down like good whiskey. The best crime novel I've read in years....more",Notes are private!,0,10,1,"Sep 21, 2021","Sep 25, 2021","Sep 21, 2021",,Paperback,view (with text),/book/show/28501558-the-last-good-kiss
334,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Car,"Crews, Harry",,,,152        pp,3.97,759,1972,1972,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A young man disgraces his family of junk yard owners by proposing to eat a Ford Maverick, piece by piece, bumper to bumper. Even more, he proposes to A young man disgraces his family of junk yard owners by proposing to eat a Ford Maverick, piece by piece, bumper to bumper. Even more, he proposes to do it at a downtown Jacksonville hotel in front of the press from three states, the radio news and TV cameras from as far away as Japan.This could almost be a Disney movie. Almost. If you took out all the fucks, cunts, shits, public defecation, body-shattering car wrecks, titty-sucking policemen, anus examinations, vomiting, prostitutes and fucking.Absolute stone-cold madness from one of the South's great cult authors....more",Notes are private!,0,7,1,"Sep 19, 2021","Sep 21, 2021","Sep 19, 2021",,,view (with text),/book/show/13540741-car
335,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Strange Paradise,"El Akkad, Omar*",1529069475,9781529069471,1529069475,256        pp,4.05,"13,889","Jul 20, 2021","Aug 19, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Immensely frustrating. Merely writing about a worthy topic is not enough. The characters in this are so vapid and thin and their motivations are quickImmensely frustrating. Merely writing about a worthy topic is not enough. The characters in this are so vapid and thin and their motivations are quick to crumble. Much like his first novel, American War, the premise is good but the execution severely lacking....more",Notes are private!,0,9,1,"Sep 16, 2021","Sep 18, 2021","Sep 16, 2021",,Hardcover,view (with text),/book/show/58285266-what-strange-paradise
336,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,NICK,"Smith, Michael Farris*",0857304542,9780857304544,0857304542,320        pp,3.15,"3,812","Jan 05, 2021","Feb 25, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5After a stunning first half in the trenches and tunnels of WWI battlefields and the alleyways of Paris, this bold and ambitious Gatsby sequel loses3.5After a stunning first half in the trenches and tunnels of WWI battlefields and the alleyways of Paris, this bold and ambitious Gatsby sequel loses some of its momentum. Smith deserves a lot of credit for taking on such a challenge - his previous southern gothic novels are excellent but his range seemed limited. Now I believe he could write pretty much anything he wants. I hope he continues to stretch himself as he's a very talented writer....more",Notes are private!,0,2,1,"Sep 13, 2021","Sep 16, 2021","Sep 13, 2021",,Hardcover,view (with text),/book/show/57297672-nick
337,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lost and the Damned        (Victor Coste, #1)","Norek, Olivier",0857059629,9780857059628,0857059629,304        pp,3.90,"2,549","Apr 18, 2013","Nov 12, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Cliche-ridden crime with about the most wooden dialogue imaginable.,Notes are private!,0,0,1,"Sep 11, 2021","Sep 13, 2021","Sep 11, 2021",,Hardcover,view (with text),/book/show/51942070-the-lost-and-the-damned
338,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Island,"Jennings, Karen",1910688924,9781910688922,1910688924,185        pp,3.55,"3,478","Nov 12, 2020","Nov 12, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well written, good story, interesting ideas. Fucking bleak. Overall an engaging and highly competent novel and well worth the read.I can't help feelinWell written, good story, interesting ideas. Fucking bleak. Overall an engaging and highly competent novel and well worth the read.I can't help feeling like I've read the same sort of themes done a bit better before, though. I'm thinking McCarthy's The Road, Coetzee's Life and Times of Michael K, Ben Smith's Doggerland. I'd be very surprised if it won the Booker but you could spend three hours in worse company....more",Notes are private!,0,5,1,"Sep 07, 2021","Sep 09, 2021","Sep 07, 2021",,Paperback,view (with text),/book/show/58214535-an-island
339,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Push,Sapphire*,0679766758,9780679766759,0679766758,177        pp,3.87,"54,900","Jun 11, 1996","Apr 29, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A brutal, raw, fierce song carved from the streets of Harlem. Precious is 17, pregnant by her father for a second time, living with an abusive mother,A brutal, raw, fierce song carved from the streets of Harlem. Precious is 17, pregnant by her father for a second time, living with an abusive mother, illiterate, overweight and, maybe most debilitating of all in this New York City of 1987, she is black.But a sob story this is not. We find Precious at just about the point where she's taken all the worst imaginable shit a nightmarish life can throw at her. Slowly, we watch her grow, watch her find her voice, watch her kick back at all the mutherfuckers that have beaten her down. She finds flickers of light among all this darkness, solace in the company and help of others. And somehow, this devastating story fills us not just with an acid-bile taste at the horrors of the world, but also with hope.A shocking, brilliant novel where every line cackles with vibrant energy. Precious is an unforgettable, inspiring character that I'll never forget....more",Notes are private!,0,4,1,"Sep 05, 2021","Sep 07, 2021","Sep 05, 2021",,Paperback,view (with text),/book/show/71332.Push
340,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frying Plantain,"Reid-Benta, Zalika*",1487005342,9781487005344,1487005342,272        pp,3.82,"4,253","Jun 04, 2019","Mar 03, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A thoroughly enjoyable and very relatable novel in stories by a talented Canadian-Jamaican writer.These stories all concern the coming of age of Kara,A thoroughly enjoyable and very relatable novel in stories by a talented Canadian-Jamaican writer.These stories all concern the coming of age of Kara, who we follow from age 10 to 19. From page one we find Kara caught between cultures; the opening story sees her cast as an outsider on a trip back to Jamaica from Canada, fearful of a pig's head in the freezer and taunted for not being able to climb and hang from trees like her cousins. We then follow Kara's journey through her teens in Toronto, through friendships with others from Islands families, her relationships with her fractious family and her first experiences with boys.There is so much in this novel that will be relatable to everyone who can still remember their teenage years. But what really makes it stand out are the details particular to Kara's (and I assume the author's) experience; the twin pressures of fitting in to Canadian society while retaining her Jamaican heritage. The way this plays out with ger friends and family are at times heartbreaking but extremely well rendered. It's an excellent read....more",Notes are private!,0,6,1,Sep 2021,"Sep 05, 2021","Sep 01, 2021",,Paperback,view (with text),/book/show/42448151-frying-plantain
341,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Solar Bones,"McCormack, Mike",0992817099,9780992817091,0992817099,223        pp,3.81,"4,302",May 2016,"May 05, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Not for me.,Notes are private!,0,2,1,"Aug 30, 2021","Aug 31, 2021","Aug 30, 2021",,Paperback,view (with text),/book/show/29773751-solar-bones
342,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Things Like These,"Keegan, Claire",0571368719,9780571368716,,65        pp,4.19,"153,400","Nov 05, 2021","Oct 19, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"1985. Winter. Bill Furlong makes his rounds as the coal and timber merchant in a small Irish town. At home his wife Eileen and their five daughters lo1985. Winter. Bill Furlong makes his rounds as the coal and timber merchant in a small Irish town. At home his wife Eileen and their five daughters look forward to Christmas. But something dark is brewing under the facade of this seemingly happy town, where the church has fingers in so many pies, and Bill is about to meet it head on.Claire Keegan has produced a tiny masterpiece, a rare and perfect novella where every word is in the right place. Make this your winter literary read and you will not be disappointed. And the ending is magnificent, it left me punching the air with hope....more",Notes are private!,0,12,1,"Aug 28, 2021","Aug 29, 2021","Aug 28, 2021",,ebook,view (with text),/book/show/56943583-small-things-like-these
343,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fight Night,"Toews, Miriam",1635578175,9781635578171,1635578175,255        pp,4.04,"17,502","Oct 05, 2021","Oct 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An utter joy from start to finish. So funny and warm and wild. Swiv and her unique, rebellious, madcap family will stay with me a long time.",Notes are private!,0,12,1,"Aug 23, 2021","Aug 25, 2021","Aug 23, 2021",,Hardcover,view (with text),/book/show/56978048-fight-night
344,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Motel Chronicles & Hawk Moon,"Shepard, Sam",0571350151,9780571350155,0571350151,0        pp,3.92,93,"Jan 01, 1985","Nov 01, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This has taken me like a year to read, just doing a story or poem here and there. Everything in it was alright.",Notes are private!,0,3,1,"Aug 23, 2021","Jun 11, 2022","Aug 23, 2021",,Paperback,view (with text),/book/show/40388811-motel-chronicles-hawk-moon
345,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mermaid of Black Conch,"Roffey, Monique*",184523457X,9781845234577,184523457X,187        pp,3.90,"16,606","Apr 02, 2020","Apr 02, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A strange and wonderful book. Destined to become a modern classic.,Notes are private!,0,10,1,"Aug 19, 2021","Aug 22, 2021","Aug 19, 2021",,Paperback,view (with text),/book/show/49869087-the-mermaid-of-black-conch
346,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harlem Shuffle        (Ray Carney, #1)","Whitehead, Colson*",0385545134,9780385545136,0385545134,318        pp,3.74,"69,512","Sep 14, 2021","Sep 14, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 16, 2021","Aug 19, 2021","Aug 16, 2021",,Hardcover,view,/book/show/54626223-harlem-shuffle
347,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lost River,"Scott, J. Todd*",0735212961,9780735212961,0735212961,496        pp,4.09,457,"Jun 23, 2020","Jun 29, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 11, 2021","Aug 15, 2021","Aug 11, 2021",,Paperback,view,/book/show/55801306-lost-river
348,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Stinging Delight: A Memoir,"Storey, David",0571360335,9780571360338,0571360335,0        pp,3.95,19,unknown,"Jun 01, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 07, 2021","Sep 07, 2021","Aug 07, 2021",,Kindle Edition,view,/book/show/55667222-a-stinging-delight
349,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Iron Annie,"Cassidy, Luke*",1526635984,9781526635983,1526635984,0        pp,3.62,311,"Feb 09, 2021","Sep 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Like Irvine Welsh, Kevin Barry and Lisa McInerney got together to write a queer Mr Nice. Iron Annie announces yet another stunningly original voice toLike Irvine Welsh, Kevin Barry and Lisa McInerney got together to write a queer Mr Nice. Iron Annie announces yet another stunningly original voice to the stage of Irish literature. Luke Cassidy has produced a debut novel that swings between brutal violence and tender introspection (sometimes on the same page, even the same sentence!).Aoife is a drug dealer in Dundalk, one of several in town. Rather than become rivals, the various dealers have organised a union, of sorts, meeting regularly to discuss issues in town and helping each other out with jobs. The most colourful of these is The Rat King, a traveller drug boss with a wild rat he's tamed that lives in his pocket.And among all of this is Annie. Iron Annie. A fairy, enigmatic, sexually liberated young redhead who Aoife accidentally starts a lesbian relationship with - she doesn't realise Annie isn't a man until she's got her trousers off. When The Rat King scores 10kg of stolen coke he needs to offload, Aoife agrees to take it to England and disperse it there, using Annie's contacts. Much of the novel revolves around the two women on this wild road trip, each contact and each town proving more crazy than the last.What elevates this novel, however, is the prose. It's a challenging form, written almost in dialect and reminiscent of Trainspotting and Night Boat To Tangier. Maybe 'accent' is the more accurate word as it is quick and easy to read once you've tuned in to the rhythm.An anarchic, violent, and beautiful work of art. I can't wait to read more from Cassidy and I doubt we've seen the last of this cast of brilliant characters....more",Notes are private!,0,10,1,"Aug 03, 2021","Aug 06, 2021","Aug 03, 2021",,Hardcover,view (with text),/book/show/55581204-iron-annie
350,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Come Closer,"Gran, Sara*",0571355552,9780571355556,0571355552,165        pp,3.66,"29,576","Jul 01, 2003","Jul 01, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This is a class slice of psychological horror that is properly creepy. Paranormal Activity meets American Psycho. Loved it.,Notes are private!,0,3,1,"Jul 31, 2021",Aug 2021,"Jul 31, 2021",,Paperback,view (with text),/book/show/55526995-come-closer
351,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stepford Wives,"Levin, Ira",0060080841,9780060080846,0060080841,144        pp,3.84,"41,648",Sep 1972,"Jul 23, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Horrifying, hilarious and ever-relevant.",Notes are private!,0,2,1,"Jul 27, 2021","Jul 27, 2021","Jul 27, 2021",,Paperback,view (with text),/book/show/52350.The_Stepford_Wives
352,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Kestrel for a Knave,"Hines, Barry",0141184981,9780141184982,0141184981,208        pp,4.05,"6,845",1968,"May 25, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A book I'll forever cherish. Wonderful.A book I'll forever cherish. Wonderful....more,Notes are private!,0,5,1,"Jul 25, 2021","Jul 26, 2021","Jul 25, 2021",,Paperback,view (with text),/book/show/328766.A_Kestrel_for_a_Knave
353,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Coward,"McGinnis, Jarred*",1838851534,9781838851538,1838851534,304        pp,3.93,"1,210","Jul 01, 2021","Jul 01, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jul 20, 2021","Jul 23, 2021","Jul 20, 2021",,Hardcover,view,/book/show/51718155-the-coward
354,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Last Summer in the City,"Calligarich, Gianfranco",0374600155,9780374600150,0374600155,192        pp,3.67,"6,173",1970,"Aug 10, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A classy, decadent and nostalgic novel that is the perfect literary summer read for fans of Great Gatsby and The Sun Also Rises.Leo has failed to comeA classy, decadent and nostalgic novel that is the perfect literary summer read for fans of Great Gatsby and The Sun Also Rises.Leo has failed to come of age in his home, Milan, ""that grey City"". Now he finds himself in Rome, a place he belongs, but he spends the summer underemployed, meandering the city's piazzas, bars and parties. Then he meets Arianna.Gorgeous visions of 70s Rome form the backdrop to this classic story of a summer upended by a messy love affair. Beautifully translated, as always, by Howard Curtis....more",Notes are private!,0,4,1,"Jul 18, 2021","Jul 19, 2021","Jul 18, 2021",,Hardcover,view (with text),/book/show/54785501-last-summer-in-the-city
355,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Once Upon a Time in Hollywood,"Tarantino, Quentin",1398706132,9781398706132,1398706132,400        pp,3.88,"18,701",Jun 2021,"Jun 29, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was fun at times but it's not a novel, or even a novelisation. It's movie memorabilia. Most of the added detail that serves as extra to the (brilThis was fun at times but it's not a novel, or even a novelisation. It's movie memorabilia. Most of the added detail that serves as extra to the (brilliant) film is long, boring analysis of the movie industry and Tarantino's opinions on directors and actors and foreign cinema ham-fistedly wedged into the heads of the characters.It is what it is....more",Notes are private!,0,8,1,"Jul 14, 2021","Jul 18, 2021","Jul 14, 2021",,Mass Market Paperback,view (with text),/book/show/58413351-once-upon-a-time-in-hollywood
356,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lincoln Highway,"Towles, Amor*",1786332531,9781786332530,1786332531,576        pp,4.23,"259,073","Oct 05, 2021","Oct 01, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Decent storytelling but it's too long, too regular. The American road novel has been done so many times before and, for all Lincoln Highway's competenDecent storytelling but it's too long, too regular. The American road novel has been done so many times before and, for all Lincoln Highway's competency, Towles doesn't really add anything new to the mix....more",Notes are private!,0,17,1,"Jul 06, 2021","Jul 11, 2021","Jul 06, 2021",,Paperback,view (with text),/book/show/56567208-the-lincoln-highway
357,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Peterdown,"Annant, David",1472155858,9781472155856,1472155858,608        pp,3.88,49,unknown,"May 06, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"High speed rail is coming to the north of England and Peterdown has been chosen as its splitter hub. The only thing left to decide is where to put theHigh speed rail is coming to the north of England and Peterdown has been chosen as its splitter hub. The only thing left to decide is where to put the station. Three options are on the table - The Larkspur, a brutalist housing estate hated by much of the town but culturally and architecturally significant; The Generator, a multi-million pound, largely unused arts centre; or The Chapel, beloved home of Peterdown United FC and the heart of the community.We follow Colin, sports reporter for the local paper and a son of the town, and his partner Ellie, a London-born architect dragged to Peterdown by its lure of cheap housing after the birth of their child. Colin can't bare the prospect of the club he loves being shunted out of town - but the millionaire owner would happily see a new stadium and all the opportunities that might bring. Ellie, meanwhile, sees the Larkspur as her salvation, a rescue mission not just for the forgotten female architect who designed it, but for her own career, stalled as it has been by motherhood and Peterdown.But there are dark forces at play behind the scenes in this brilliantly imagined post-industrial town. A cast of characters will come to the fore, all with their own agendas and their own plans for Peterdown... and very few of them have the town and its history at the the front of their thoughts.This spectacular epic of modern Britain may be based in a fictional town but the characters and the landscape will be familiar to many. Annand uses Peterdown and its inhabitants to explore our shifting attitudes to class, community, belonging and each other. This is the beating heart of one British town laid bare in all of its dysfunctional beauty. It is a contemporary kitchen-sink drama for the ages - there are so many lines and characters and threads that Alan Sillitoe would have been proud of.Annand has produced a novel of rare, moving power that I will not forget in a long, long time. As well as being about class and identity and money and power, it is also, unashamedly, that mythical, near-impossible thing - Peterdown is the great football novel....more",Notes are private!,0,12,1,"Jun 26, 2021","Jul 05, 2021","Jun 30, 2021",,Hardcover,view (with text),/book/show/57836002-peterdown
358,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Godspeed,"Butler, Nickolas*",0571362966,9780571362967,0571362966,352        pp,3.74,"1,863","Jul 27, 2021","Jan 01, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sheesh. I like Nickolas Butler a lot but this is far away from being his best work. The story is immensely boring (I mean, I don't expect thrilling plSheesh. I like Nickolas Butler a lot but this is far away from being his best work. The story is immensely boring (I mean, I don't expect thrilling plot twists but you need to give me something to cling to) and I didn't believe one character in the whole book (something that was most surprising as that's not something you can say about his other books). Gretchen, the homeowner, was particularly unbelievable, ridiculous even.Pretty damn disappointing....more",Notes are private!,0,10,1,"Jun 21, 2021","Jun 24, 2021","Jun 21, 2021",,Hardcover,view (with text),/book/show/55595407-godspeed
