,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,britt_brooke's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
409,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Best Wishes, Warmest Regards: The Story of Schitt's Creek","Levy, Daniel",0762499508,,,368        pp,4.72,"4,339","Oct 26, 2021","Oct 26, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m not usually one to binge watch a show nor blaze through a coffee table book, but here we are. I finished Schitt’s Creek recently and have been misI’m not usually one to binge watch a show nor blaze through a coffee table book, but here we are. I finished Schitt’s Creek recently and have been missing the town and characters. In addition to introductions and recaps, this was kind of a memoir of the show. Perfectly organized, thoughtful, and so pretty! David’s sweaters and Moira’s wigs were definite highlights, and the whole experience just brought me immense joy....more",Notes are private!,0,2,1,"Dec 28, 2021","Jan 08, 2022","Dec 28, 2021",,Hardcover,view (with text),/book/show/58191264-best-wishes-warmest-regards
410,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unguarded,"Pippen, Scottie",1982165197,9781982165192,1982165197,320        pp,3.54,"1,767","Nov 16, 2021","Nov 09, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A chronicle of Pippen’s basketball life, but also a rebuttal to “The Last Dance” docuseries. He has some not-so-nice things to say about MJ, and the BA chronicle of Pippen’s basketball life, but also a rebuttal to “The Last Dance” docuseries. He has some not-so-nice things to say about MJ, and the Bulls organization in particular. It was a bit uncomfortable, but felt honest. His prime was back when I actually watched NBA, so major nostalgia. Lots of game recaps and stats.Fun fact: A friend of mine, who is a Nashville makeup artist, did Pippen’s grooming/makeup for this cover shoot. ...more",Notes are private!,0,4,1,"Dec 23, 2021","Dec 26, 2021","Dec 26, 2021",,Hardcover,view (with text),/book/show/56898224-unguarded
411,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"An Elderly Lady Must Not Be Crossed        (Elderly Lady, #2)","Tursten, Helene",1641291672,9781641291675,1641291672,261        pp,3.88,"9,749","Oct 08, 2020","Oct 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh, Maud, you are a sly, feisty manipulative lady, but also boast a sizable caring heart. An appropriate and entertaining follow up!",Notes are private!,0,5,1,"Dec 19, 2021","Dec 19, 2021","Dec 23, 2021",,Hardcover,view (with text),/book/show/57534442-an-elderly-lady-must-not-be-crossed
412,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bare-Faced Messiah: The True Story Of L. Ron Hubbard,"Miller, Russell",0805006540,9780805006544,0805006540,390        pp,4.14,"1,762","Oct 01, 1987","Jan 01, 1988",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’ve read several Scientology books, from apostate memoirs to Leah Remimi’s celebrity perspective to Dianetics (yep), but never an LRH biography. WhatI’ve read several Scientology books, from apostate memoirs to Leah Remimi’s celebrity perspective to Dianetics (yep), but never an LRH biography. What a weird dude. Like most cult leaders, he’s a bombastic, charismatic, compulsive liar. But unlike others, he was a prolific science fiction author who started a religion to make dough. Scientology is his greatest fiction. ...more",Notes are private!,0,7,1,"Dec 23, 2021","Dec 28, 2021","Dec 23, 2021",,Hardcover,view (with text),/book/show/962611.Bare_Faced_Messiah
413,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sorrow and Bliss,"Mason, Meg*",,,146075722X,352        pp,4.10,"99,728","Sep 02, 2020","Feb 09, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The story of Martha before, and after, diagnosis of an unspecified mental illness. This is heavy, and considerably more sorrow that bliss. Like 80/20 The story of Martha before, and after, diagnosis of an unspecified mental illness. This is heavy, and considerably more sorrow that bliss. Like 80/20 if not more, but Martha and her experiences and feelings felt genuine, and will be relatable to a lot of folks....more",Notes are private!,0,10,1,"Dec 20, 2021","Dec 23, 2021","Dec 23, 2021",,Paperback,view (with text),/book/show/49110165-sorrow-and-bliss
414,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Will,"Smith, Will",1984877925,9781984877925,1984877925,418        pp,4.26,"65,924","Nov 09, 2021","Nov 09, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thought Will Smith was supposed to be likable? I’ve always been indifferent, liking Fresh Prince, but not many of his films. I’m just gonna say it: I thought Will Smith was supposed to be likable? I’ve always been indifferent, liking Fresh Prince, but not many of his films. I’m just gonna say it: This is one of the worst celebrity memoirs I’ve ever read. It’s an incessant boasting of fame and riches. He uttered some iteration of his being “the biggest movie star in the world” so often, I wish I’d kept count. Humble, he is not. Very little of this felt sincere. Massively disappointing....more",Notes are private!,0,59,1,"Dec 12, 2021","Dec 15, 2021","Dec 15, 2021",,Hardcover,view (with text),/book/show/58375739-will
415,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ten Thousand Doors of January,"Harrow, Alix E.*",0316421995,9780316421997,0316421995,374        pp,4.03,"137,993","Sep 10, 2019","Sep 10, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Young January discovers a portal, and the story unfolds: a multiverse, a secret society, stolen artifacts, sociopolitical commentary, missing loved onYoung January discovers a portal, and the story unfolds: a multiverse, a secret society, stolen artifacts, sociopolitical commentary, missing loved ones, and a book within a book. Harrow bit off A LOT and didn’t quite effectively deliver it all in only 374 pages. This could’ve been a sprawling fantasy. Often exquisite prose, but so focused on world building that the characters fell a bit flat. And the ending was too perfect....more",Notes are private!,0,3,1,"Jan 03, 2022","Jan 17, 2022","Dec 10, 2021",,Hardcover,view (with text),/book/show/43521657-the-ten-thousand-doors-of-january
416,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,These Precious Days: Essays,"Patchett, Ann",0063092786,9780063092785,0063092786,320        pp,4.44,"36,765","Nov 23, 2021","Nov 23, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Author (obvs), and Parnassus Books proprietor, Ann Patchett reflects on life, friendship, love, death, and books. These essays are intimate and ruminaAuthor (obvs), and Parnassus Books proprietor, Ann Patchett reflects on life, friendship, love, death, and books. These essays are intimate and ruminative, easily forging a connection with the reader. Perhaps it’s our shared pandemic experiences? At the center of this beautiful collection is the title story about her unusual friendship with Tom Hanks’s assistant, Sooki. Lovely and emotional. Excellent audiobook! Now, I need to read her other nonfiction! ...more",Notes are private!,0,2,1,"Dec 09, 2021","Dec 11, 2021","Dec 09, 2021",,Hardcover,view (with text),/book/show/56922687-these-precious-days
417,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hatchet        (Brian's Saga, #1)","Paulsen, Gary",0689840926,9780689840920,0689840926,208        pp,3.78,"392,952","Sep 30, 1987","Apr 01, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My sweet, sensitive 9 year old is reading this in ELA and absolutely loving it. He recommended I read it, and since I never have, of course I bought aMy sweet, sensitive 9 year old is reading this in ELA and absolutely loving it. He recommended I read it, and since I never have, of course I bought a copy! This is some heavy stuff for kids, but the appeal is obvious. It’s a grown up story (at least for my son) with serious situations. It’s more literary than most books he’s drawn to. I think it will change him as a reader. I can’t wait to see his reaction to the ending! ...more",Notes are private!,0,8,1,"Dec 08, 2021","Dec 16, 2021","Dec 08, 2021",,Hardcover,view (with text),/book/show/50.Hatchet
418,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Unicorn Playlist        (Phoebe and Her Unicorn, #14)","Simpson, Dana",1524868574,9781524868574,1524868574,176        pp,4.25,462,unknown,"Oct 19, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"⭐️⭐️⭐️ Phoebe and Marigold are up to their usual fun BFF things. For years, I’ve been buying, reading, then mailing these to my niece, but she is now ⭐️⭐️⭐️ Phoebe and Marigold are up to their usual fun BFF things. For years, I’ve been buying, reading, then mailing these to my niece, but she is now no longer interested. She doesn’t read for pleasure anymore, apparently. Sad. So, idk if I’ll continue after this. ...more",Notes are private!,0,2,1,"Dec 06, 2021","Dec 16, 2021","Dec 06, 2021",,Paperback,view (with text),/book/show/57059048-unicorn-playlist
419,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Remains of Me,"Gaylin, Alison*",0062369857,9780062369857,0062369857,384        pp,3.71,"4,452","Feb 23, 2016","Feb 23, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Reading three thrillers by the same author in succession was overkill, and I need a break now.",Notes are private!,0,2,1,Dec 2021,"Dec 03, 2021","Dec 03, 2021",,Hardcover,view (with text),/book/show/25817265-what-remains-of-me
420,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hiddensee: A Tale of the Once and Future Nutcracker,"Maguire, Gregory",,,B01N9ZRNBG,304        pp,3.15,"7,632","Oct 31, 2017","Oct 31, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Herr Drosselmeier’s origin story - an interesting premise with underwhelming execution. It started strong, but quickly fizzled. Total slog. If this haHerr Drosselmeier’s origin story - an interesting premise with underwhelming execution. It started strong, but quickly fizzled. Total slog. If this hadn’t been for book club, I would’ve bailed. Maguire can absolutely turn a phrase, but good writing can’t save a dull story, unfortunately. I wasn’t a great fan of Wicked either. He’s just not for me....more",Notes are private!,0,6,1,"Nov 29, 2021","Dec 10, 2021","Nov 29, 2021",,Kindle Edition,view (with text),/book/show/34555335-hiddensee
421,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Look Back,"Gaylin, Alison*",0062844547,9780062844545,0062844547,368        pp,3.75,"4,518","Jul 02, 2019","Jul 02, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,There’s a bit of a Bonnie-and-Clyde-meets-Serial vibe here. This complex story unfolds present day through two POV with occasional letters cleverly adThere’s a bit of a Bonnie-and-Clyde-meets-Serial vibe here. This complex story unfolds present day through two POV with occasional letters cleverly addressing the past. It’s … A LOT. But Gaylin brings it all together well. April gets sucked into a tumultuous crime-laden life with her abusive murderer boyfriend Gabriel until they themselves come to a tragic end — or do they? A solid page turner!...more,Notes are private!,0,2,1,"Nov 29, 2021","Nov 30, 2021","Nov 29, 2021",,Paperback,view (with text),/book/show/40536340-never-look-back
422,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'll Eat When I'm Dead,"Bourland, Barbara*",1455595209,9781455595204,1455595209,336        pp,3.39,"2,016","May 02, 2017","Jul 17, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There’s a mysterious death at glossy fashion magazine RAGE. The setting is pretty typical: NYC, high fashion, high pressure, catty coworkers, so on. TThere’s a mysterious death at glossy fashion magazine RAGE. The setting is pretty typical: NYC, high fashion, high pressure, catty coworkers, so on. There’s also an extreme darkness I didn’t expect, but was all-in! Part murder mystery, part chick lit, this is a deftly-written satire I’m glad I picked up! ...more",Notes are private!,0,4,1,"Nov 25, 2021","Nov 26, 2021","Nov 28, 2021",,Paperback,view (with text),/book/show/36205549-i-ll-eat-when-i-m-dead
423,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"An Elderly Lady Is Up to No Good        (Äldre dam, #1)","Tursten, Helene",,,,178        pp,3.77,"28,283",2013,"Nov 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Clever ol’ Maud is low key devious. She messes around and gets vengeance by playing the part of confused elderly lady when she full well knows what’s Clever ol’ Maud is low key devious. She messes around and gets vengeance by playing the part of confused elderly lady when she full well knows what’s going on. Darkly humorous story collection! I felt kind of bad for laughing. ...more,Notes are private!,0,8,1,"Nov 22, 2021","Nov 24, 2021","Nov 22, 2021",,Hardcover,view (with text),/book/show/40104741-an-elderly-lady-is-up-to-no-good
424,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wreckage of My Presence,"Wilson, Casey",006296058X,9780062960580,006296058X,288        pp,4.15,"17,836","May 04, 2021","May 04, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Big thank you to Meg for putting this on my radar, and for Cindy's head's up on the recent #audible sale! Y'all are just the best bookish friends! I wBig thank you to Meg for putting this on my radar, and for Cindy's head's up on the recent #audible sale! Y'all are just the best bookish friends! I wasn't previously familiar with Wilson, and this was an unexpected, but absolute, delight. She's sincere and funny as hell. I just want to hang out with her, to be honest. She's seems like fun and is, no doubt, an amazing conversationalist. Really solid memoir!...more",Notes are private!,0,5,1,"Nov 17, 2021","Nov 20, 2021","Nov 17, 2021",,Hardcover,view (with text),/book/show/54798456-the-wreckage-of-my-presence
425,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Writer's Crusade: Kurt Vonnegut and the Many Lives of Slaughterhouse-Five,"Roston, Tom",1419744895,9781419744891,1419744895,272        pp,3.71,248,unknown,"Nov 09, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A book about one of my favorite books, by one of my favorite authors? I had trepidation. But look at this cover and title! What’s inside is absolutelyA book about one of my favorite books, by one of my favorite authors? I had trepidation. But look at this cover and title! What’s inside is absolutely wonderful, babies. It’s about the man, father, writer, and soldier, as well as a thorough study of Slaughterhouse-Five. Writing about the trauma of war can’t have been easy. I’m grateful for the years it took Vonnegut to complete his Dresden story. This is a must read for devout fans. ...more",Notes are private!,0,8,1,"Nov 09, 2021","Nov 10, 2021","Nov 16, 2021",,Hardcover,view (with text),/book/show/56969420-the-writer-s-crusade
426,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stranger Beside Me: Ted Bundy: The Shocking Inside Story,"Rule, Ann",0451203267,9780451203267,0451203267,548        pp,4.14,"100,355","Aug 01, 1980","Jun 01, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m a pretty enormous chicken shit, but while reading the graphic memoir “Murder Book,” I was finally motivated to pick up this classic. I knew very lI’m a pretty enormous chicken shit, but while reading the graphic memoir “Murder Book,” I was finally motivated to pick up this classic. I knew very little about Bundy. FUCK THAT GUY. WTF. I’m still stunned by the odd circumstances of this story and friendship. Ann Rule is so prolific; I’m curious to read more of her work. Kinda want to read more about Bundy as well, but why?? ...more",Notes are private!,0,6,1,"Nov 15, 2021","Nov 22, 2021","Nov 15, 2021",,Paperback,view (with text),/book/show/15654.The_Stranger_Beside_Me
427,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Can I Say: Living Large, Cheating Death, and Drums, Drums, Drums","Barker, Travis",0062319426,9780062319425,0062319426,416        pp,4.09,"5,439","May 20, 2014","Oct 20, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I picked this up pretty much to p it for my husband (even though this came out a few years ago). Plus, I love a good celebrity memoir. It's compI picked this up pretty much to p it for my husband (even though this came out a few years ago). Plus, I love a good celebrity memoir. It's complete bullshit that Barker doesn't narrate the audiobook especially since the cover says he does. The narrator is AWFUL. Not a good choice at all. Fortunately, the story is good. I didn't know much about his life before Blink-182 or details of the plane crash. A solid, pre-Kardashian, read....more",Notes are private!,0,4,1,"Nov 15, 2021","Nov 16, 2021","Nov 15, 2021",,Hardcover,view (with text),/book/show/18505837-can-i-say
428,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Murder Book: A Graphic Memoir of a True Crime Obsession,"Campbell, Hilary Fitzgerald",1524861162,9781524861162,1524861162,336        pp,3.67,"1,792","Nov 09, 2021","Nov 09, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"New Yorker cartoonist, Fitzgerald Campbell, scrutinizes what draws her specifically, and us generally, to true crime. Is it a learned/inherited hobby New Yorker cartoonist, Fitzgerald Campbell, scrutinizes what draws her specifically, and us generally, to true crime. Is it a learned/inherited hobby (from her mom) that grew as media and pop culture shifted? Is it victim relatability? Through this research, she discusses specific cases and media influence. It’s absolutely fascinating, darkly humorous, and an absolute gateway for true crime noobs like myself. ...more",Notes are private!,0,4,1,"Nov 10, 2021","Nov 26, 2021","Nov 10, 2021",,Paperback,view (with text),/book/show/57553510-murder-book
429,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,There's Someone Inside Your House,"Perkins, Stephanie*",0525426019,9780525426011,0525426019,287        pp,3.40,"40,097","Sep 26, 2017","Sep 26, 2017",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Even the amazing Bahni Turpin couldn’t save this one. Nothing felt believable. To elicit fear, there needs to be *some* plausibility. It was very surfEven the amazing Bahni Turpin couldn’t save this one. Nothing felt believable. To elicit fear, there needs to be *some* plausibility. It was very surface-level; just gory, not scary nor suspenseful. I didn’t care about the teenaged victims or the killer’s (weak) motive. Maybe it’s better on screen, but someone will have to let me know because I’m not giving it two more hours of my life. ...more",Notes are private!,0,4,1,"Nov 06, 2021","Nov 08, 2021","Nov 10, 2021",,Hardcover,view (with text),/book/show/15797848-there-s-someone-inside-your-house
430,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Storyteller: Tales of Life and Music,"Grohl, Dave",0063076098,9780063076099,0063076098,384        pp,4.48,"133,634","Oct 05, 2021","Oct 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Has there ever been a humbler rockstar?? Dave Grohl is funny, self-deprecating, and seems like an all-around good human. This is all I wanted and hopeHas there ever been a humbler rockstar?? Dave Grohl is funny, self-deprecating, and seems like an all-around good human. This is all I wanted and hoped for. The bits about Kurt hurt, but were also a tribute to their friendship. That Grohl found success after Nirvana is remarkable. I’m not a massive Foo Fighters fan, but do love a few songs. The talent is obvious. Grohl’s humor is a bonus. He narrates the audio, so go that route. ...more",Notes are private!,0,17,1,"Dec 12, 2021","Dec 18, 2021","Nov 05, 2021",,Hardcover,view (with text),/book/show/57648017-the-storyteller
431,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All of the Marvels: A Journey to the Ends of the Biggest Story Ever Told,"Wolk, Douglas",0735222169,9780735222168,0735222169,367        pp,4.01,"2,613","Oct 12, 2021","Oct 12, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not so much focused on the company’s and creators’ histories, but rather on the actual characters, canon, arcs, shifts, trends, and how the universe cNot so much focused on the company’s and creators’ histories, but rather on the actual characters, canon, arcs, shifts, trends, and how the universe connects. Inspired by his son, Wolk read over 27,000 Marvel stories resulting in this phenomenal rundown. I’ve read only a few of the comics, but like many, I love the MCU films. The cultural impact is fascinating! Perfect companion to Marvel Comics: The Untold Story and A Marvelous Life....more",Notes are private!,0,14,1,"Nov 05, 2021","Nov 11, 2021","Nov 05, 2021",,Hardcover,view (with text),/book/show/56913465-all-of-the-marvels
432,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collective,"Gaylin, Alison*",0063083159,9780063083158,0063083159,338        pp,3.92,"34,224","Nov 02, 2021","Nov 02, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A mother, driven by grief, is sought out by, and subsequently joins, a group of like women. It’s precisely the support and vigilante outlet she needs,A mother, driven by grief, is sought out by, and subsequently joins, a group of like women. It’s precisely the support and vigilante outlet she needs, until it’s goes WAY too far. I can’t say anything else, but damn, this was mesmerizing! I’d somehow never read Alison Gaylin, but I’ve already jumped into her backlist. There’s nothing better than discovering a new-to-you author. Thank you, #allthebooks podcast for the rec! ...more",Notes are private!,0,3,1,"Nov 28, 2021","Nov 29, 2021","Nov 04, 2021",,Hardcover,view (with text),/book/show/55100588-the-collective
433,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything Happens for a Reason: And Other Lies I've Loved,"Bowler, Kate",0399592067,9780399592065,0399592067,178        pp,3.80,"48,378","Feb 06, 2018","Feb 06, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"⭐️⭐️⭐️ I did this backward. I read Bowler’s newest book “No Cure for Being Human” first. In it, she references this one, but now having read both in t⭐️⭐️⭐️ I did this backward. I read Bowler’s newest book “No Cure for Being Human” first. In it, she references this one, but now having read both in the same month, they’ve run together. Too much repetition. So, don’t be like me. Here, Bowler openly speaks of her diagnosis and treatment for late stage cancer. As a religious scholar, wife, and new mother, she tries to reconcile her life. It’s obviously a tough read, but poignant, and worthwhile. ...more",Notes are private!,0,2,1,"Nov 23, 2021","Nov 25, 2021","Nov 04, 2021",,Hardcover,view (with text),/book/show/35133923-everything-happens-for-a-reason
434,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blessed: A History of the American Prosperity Gospel,"Bowler, Kate",0199827699,9780199827695,0199827699,352        pp,3.93,899,"Jan 01, 2013","Jun 05, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2021",,Hardcover,view,/book/show/16248505-blessed
435,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'll Take Your Questions Now: What I Saw at the Trump White House,"Grisham, Stephanie",,,B09792ZGYZ,352        pp,3.48,"4,416",unknown,"Oct 05, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Might wanna grab a big bowl of popcorn for this one. Grisham worked for the Trumps for several years, serving in various capacities including Mrs. TruMight wanna grab a big bowl of popcorn for this one. Grisham worked for the Trumps for several years, serving in various capacities including Mrs. Trump’s Chief of Staff, and eventually her dream job, White House Press Secretary. She’s an insider with a bitter taste. I felt like this was pretty honest and fair. Maybe someone with different political leanings would disagree. I enjoyed her FLOTUS stories the most. An insightful read, indeed. ...more",Notes are private!,0,11,1,"Nov 03, 2021","Nov 08, 2021","Nov 03, 2021",,Kindle Edition,view (with text),/book/show/58974256-i-ll-take-your-questions-now
436,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Cure for Being Human: And Other Truths I Need to Hear,"Bowler, Kate",0593230779,9780593230770,0593230779,224        pp,4.13,"21,445","Sep 28, 2021","Sep 28, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gosh, this was a tough, but ultimately, uplifting read. Bowler is open and honest about her experiences with stage 4 colon cancer. Very reflective, anGosh, this was a tough, but ultimately, uplifting read. Bowler is open and honest about her experiences with stage 4 colon cancer. Very reflective, and at times terrifying, yet her dark humor and quick wit reiterate what an effective defense/coping mechanism maintaining a sense of humor can be. Bowler thoughtfully touches on faith, ambitions and limitations, and generally being freaking human. ...more",Notes are private!,0,9,1,"Nov 02, 2021","Nov 03, 2021","Nov 02, 2021",,Hardcover,view (with text),/book/show/56552947-no-cure-for-being-human
437,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The People We Keep,"Larkin, Allison*",1982171294,9781982171292,1982171294,368        pp,4.12,"86,140","Aug 03, 2021","Aug 03, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The starving artist trope is so overplayed, but this ended up being a solid #bookclub selection. Teenaged April leaves school and home, working and plThe starving artist trope is so overplayed, but this ended up being a solid #bookclub selection. Teenaged April leaves school and home, working and playing gigs in town after town. Questionable decisions bring on a lingering and overwhelming sense of foreboding. April is a good, well-meaning person. She doesn’t need to be rescued, yet she does need someone to care. You can create your family. They need not be your blood to be your heart....more",Notes are private!,0,4,1,"Oct 29, 2021","Nov 13, 2021","Oct 29, 2021",,Hardcover,view (with text),/book/show/55711726-the-people-we-keep
438,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Empire of Pain: The Secret History of the Sackler Dynasty,"Keefe, Patrick Radden",0385545681,9780385545686,0385545681,535        pp,4.54,"102,982","Apr 13, 2021","Apr 13, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Sackler story is a fascinating - immigrants to pharmaceutical legends, in just three generations. They changed the medical marketing game, and hadThe Sackler story is a fascinating - immigrants to pharmaceutical legends, in just three generations. They changed the medical marketing game, and had part in the development of several drugs including OxyContin. With great power, there must also come great responsibility, right? Great egos, more like. Great focus on wealth and to hell with ethics? Yep. This was far more detail that I needed, but well-written and thoroughly researched. ...more",Notes are private!,0,9,1,"Oct 29, 2021","Nov 02, 2021","Oct 29, 2021",,Hardcover,view (with text),/book/show/43868109-empire-of-pain
439,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Taste: My Life Through Food,"Tucci, Stanley",1982168013,9781982168018,1982168013,291        pp,4.21,"75,242","Oct 05, 2021","Oct 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gosh, I love Stanley Tucci! I wish he hadn’t been the disgusting killer in The Lovey Bones; terrible book and film, btw, but I digress. This memoir viGosh, I love Stanley Tucci! I wish he hadn’t been the disgusting killer in The Lovey Bones; terrible book and film, btw, but I digress. This memoir via his palate was just enough to make me crave (sorry) a more in-depth life story. The food talk and recipes were pretty great, though. It’s his book, he can do what he wants! Very enjoyable. Grab the audio. He’s marvelous! ...more",Notes are private!,0,13,1,"Oct 20, 2021","Oct 22, 2021","Oct 28, 2021",,Hardcover,view (with text),/book/show/55360284-taste
440,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Salinger,"Shields, David*",1476744831,9781476744834,1476744831,700        pp,3.75,"1,692","Sep 03, 2013","Sep 03, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jerome David Salinger, “Jerry” to his friends: writer, soldier, fickle lover, famous recluse. Through extensive research, interviews, and letters, ShiJerome David Salinger, “Jerry” to his friends: writer, soldier, fickle lover, famous recluse. Through extensive research, interviews, and letters, Shields and Salerno plummet deep into Salinger’s life, analyzing his works, and speculating on posthumous publication. Like many artists, he was an incredibly flawed human. This absolutely consumed me. (It’s quite a chunkster, so I switched between print and audio)....more",Notes are private!,0,3,1,"Oct 27, 2021","Oct 30, 2021","Oct 27, 2021",,Hardcover,view (with text),/book/show/17334220-salinger
