,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Heather's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prisoner,"Paris, B.A.*",1250274141,9781250274144,1250274141,298        pp,3.62,"46,390","Nov 01, 2022","Nov 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 01, 2022",,Hardcover,view,/book/show/59808228-the-prisoner
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hunting Time        (Colter Shaw #4),"Deaver, Jeffery*",0593422082,9780593422083,0593422082,419        pp,4.21,"5,909","Nov 22, 2022","Nov 22, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am a Lincoln Rhymes fan but this Colter Shaw character has some interesting qualities. There are lots of twists and turns, maybe a bit too many. An I am a Lincoln Rhymes fan but this Colter Shaw character has some interesting qualities. There are lots of twists and turns, maybe a bit too many. An abusive husband, A nuclear waste plant with stolen secrets and some well fleshed out characters make this a wild but worthy ride. Copy provided by the publisher and NetGalley...more",Notes are private!,0,1,1,"Nov 29, 2022",Dec 2022,"Nov 29, 2022",,Hardcover,view (with text),/book/show/60621123-hunting-time
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blaze Me a Sun        (Hallandssviten, #2)","Carlsson, Christoffer*",0593449355,9780593449356,0593449355,439        pp,3.94,"3,558","Mar 10, 2021","Jan 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2022",,Hardcover,view,/book/show/59856893-blaze-me-a-sun
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homecoming,"Morton, Kate*",0063020890,9780063020894,0063020890,547        pp,4.08,"69,098","Apr 04, 2023","Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2022",,Hardcover,view,/book/show/61683285-homecoming
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Not to Drown in a Glass of Water,"Cruz, Angie",1250208459,9781250208453,1250208459,195        pp,3.90,"23,663","Sep 13, 2022","Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2022",,Hardcover,view,/book/show/59808037-how-not-to-drown-in-a-glass-of-water
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atomic Anna,"Barenbaum, Rachel*",1538734869,9781538734865,1538734869,433        pp,3.80,"2,245","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2022",,Hardcover,view,/book/show/58684535-atomic-anna
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Song of the Cell: An Exploration of Medicine and the New Human,"Mukherjee, Siddhartha",1982117354,9781982117351,1982117354,473        pp,4.29,"10,115","Oct 25, 2022","Oct 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2022",,Hardcover,view,/book/show/60321392-the-song-of-the-cell
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bittersweet: How Sorrow and Longing Make Us Whole,"Cain, Susan*",0451499786,9780451499783,0451499786,310        pp,3.98,"20,827","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2022",,Hardcover,view,/book/show/58734811-bittersweet
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,"Brown, Brené*",,,B097416CTT,318        pp,4.32,"75,749","Nov 30, 2021","Nov 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 23, 2023",not set,"Nov 27, 2022",,Kindle Edition,view,/book/show/58915933-atlas-of-the-heart
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stay True,"Hsu, Hua*",0385547773,9780385547772,0385547773,208        pp,4.04,"27,001","Sep 27, 2022","Sep 27, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This memoir is in many of the best of 2022 lists. The writing is faultless and the writer is engaging. About a friendship in college with a seemingly This memoir is in many of the best of 2022 lists. The writing is faultless and the writer is engaging. About a friendship in college with a seemingly opposite type, the strongest part of the story is the second half. I couldn't relate to the music and cinema as it wasn't my decade but the longing and grief and trying to find yourself at a young age are universal components not only of the college experience but life in general. The philosophical leanings and finding your tribe are all relatable. I would have liked to know more about his visits with his parents and their background but that's not this story.The therapy scenes were favorites and I would like more. A good read worthy of the accolades.Copy provided by the publisher and NetGalley...more",Notes are private!,0,2,1,"Dec 08, 2022","Dec 10, 2022","Nov 27, 2022",,Hardcover,view (with text),/book/show/59900070-stay-true
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I’m Glad My Mom Died,"McCurdy, Jennette",1982185821,9781982185824,1982185821,304        pp,4.47,"965,353","Aug 09, 2022","Aug 09, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2022",,Hardcover,view,/book/show/59366244-i-m-glad-my-mom-died
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Easy Beauty,"Cooper Jones, Chloé *",1982151994,9781982151997,1982151994,272        pp,4.12,"4,579","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2022",,Hardcover,view,/book/show/58438546-easy-beauty
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Solito,"Zamora, Javier*",0593498062,9780593498064,0593498062,384        pp,4.49,"40,599","Sep 06, 2022","Sep 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2022",,Hardcover,view,/book/show/59900688-solito
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lost & Found: A Memoir,"Schulz, Kathryn*",0525512462,9780525512462,0525512462,256        pp,4.09,"7,358","Jan 11, 2022","Jan 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2022",,Hardcover,view,/book/show/57800384-lost-found
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Musical Tables: Poems,"Collins, Billy",0399589783,9780399589782,0399589783,176        pp,3.79,"1,719","Nov 15, 2022","Nov 15, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Some of these small poems slayed me. A dog, love, A used book. Some of the subject matter is meant for me. And then some I don't get at all. I must adSome of these small poems slayed me. A dog, love, A used book. Some of the subject matter is meant for me. And then some I don't get at all. I must admit as a whole I enjoy the longer ones, but like this endeavor of his. Amusing, thought provoking and relatable.Copy provided by the publisher and NetGalley...more",Notes are private!,0,0,1,not set,not set,"Nov 27, 2022",,Hardcover,view (with text),/book/show/59900080-musical-tables
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Book of Days,"Smith, Patti*",0593448545,9780593448540,0593448545,389        pp,4.25,"2,936",unknown,"Nov 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 21, 2022",,Hardcover,view,/book/show/60466376-a-book-of-days
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Survive Everything,"Morrison, Ewan*",0063247321,9780063247321,0063247321,368        pp,3.32,853,"Mar 01, 2021","Nov 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2022",,Paperback,view,/book/show/60461935-how-to-survive-everything
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Botticelli's Secret: The Lost Drawings and the Rediscovery of the Renaissance,"Luzzi, Joseph*",,,B09TQ2J67S,339        pp,3.77,393,"Oct 25, 2022","Oct 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2022",,Kindle Edition,view,/book/show/62843135-botticelli-s-secret
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Winners        (Beartown, #3)","Backman, Fredrik*",1982112794,9781982112790,1982112794,673        pp,4.46,"110,857",2022,"Sep 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2022",,Hardcover,view,/book/show/60209470-the-winners
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remarkably Bright Creatures,"Van Pelt, Shelby",0063204150,9780063204157,0063204150,360        pp,4.40,"540,870","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2022",,Hardcover,view,/book/show/58733693-remarkably-bright-creatures
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Weaving Sundown in a Scarlet Light: Fifty Poems for Fifty Years,"Harjo, Joy*",1324036486,9781324036487,1324036486,160        pp,4.35,729,"Nov 01, 2022","Nov 01, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really enjoyed this journey through Harjo's poetry. New Orleans and Santa Fe were favorite poems. I especially liked the short histories of the writI really enjoyed this journey through Harjo's poetry. New Orleans and Santa Fe were favorite poems. I especially liked the short histories of the writing of each poem and only wish they individually followed the poem it referenced so you didn't have to go back through the pages. Jazz, music and place are all integral. I was especially moved by the story behind washing her mother's body. So many thoughts and emotions evoked, I just want to read more.Copy provided by the publisher and NetGalley...more",Notes are private!,0,4,1,"Nov 27, 2022","Dec 31, 2022","Nov 19, 2022",,Hardcover,view (with text),/book/show/60165457-weaving-sundown-in-a-scarlet-light
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Woman Without Shame: Poems,"Cisneros, Sandra",0593534824,9780593534823,0593534824,176        pp,4.12,"1,781","Sep 13, 2022","Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2022",,Hardcover,view,/book/show/59679549-woman-without-shame
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Time Is a Mother,"Vuong, Ocean",0593300238,9780593300237,0593300238,114        pp,3.96,"26,867","Apr 05, 2022","Apr 05, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2022",,Hardcover,view,/book/show/58582927-time-is-a-mother
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,With My Little Eye,"Jackson, Joshilyn*",0063158655,9780063158658,0063158655,336        pp,3.32,"6,183","Apr 25, 2023","Apr 25, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I didn't like this as much as other books by Jackson due to a few too many plotlines. The characters are still well developed and I liked the way autiI didn't like this as much as other books by Jackson due to a few too many plotlines. The characters are still well developed and I liked the way autism was featured through a child's perspective. Dialogue was great and I would have been happy with, say two plots. Overall not bad Copy provided by the publisher and NetGalley...more",Notes are private!,0,2,1,"Apr 23, 2023","Apr 28, 2023","Nov 14, 2022",,Hardcover,view (with text),/book/show/61745949-with-my-little-eye
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cloisters,"Hays, Katy*",1668004402,9781668004401,1668004402,312        pp,3.42,"54,523","Nov 01, 2022","Nov 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This didn't quite live up to the hype for me. I liked it well enough but the murder mystery part is lacking. I would have like to see more informationThis didn't quite live up to the hype for me. I liked it well enough but the murder mystery part is lacking. I would have like to see more information about the history and reliability of tarot cards. The characters were well drawn but the plot fell short. I would read more from this author.Copy provided by the publisher and NetGalley...more,Notes are private!,0,3,1,"Nov 09, 2022","Nov 13, 2022","Nov 09, 2022",,Hardcover,view (with text),/book/show/61054804-the-cloisters
311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Desert Star        (Renée Ballard, #5; Harry Bosch, #24; Harry Bosch Universe, #37)","Connelly, Michael*",0316421464,9780316421461,B09QKSLPN9,400        pp,4.49,"66,927","Nov 04, 2022","Nov 08, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 26, 2023","Nov 08, 2022",,Kindle Edition,view,/book/show/60219987-desert-star
312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Honor,"Umrigar, Thrity",,,B08WK6FPPN,333        pp,4.37,"56,302","Jan 04, 2022","Jan 04, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I really liked this book. The characters were well drawn. The setting was descriptive and the subject matter is timely. A free read in kindle unlimiteI really liked this book. The characters were well drawn. The setting was descriptive and the subject matter is timely. A free read in kindle unlimited makes it a must read. I have enjoyed reading Thrity Umrigar previous work and find that she addresses tough subjects with humanity. The ending had me rooting for the main character and the writing made me almost weep....more,Notes are private!,0,2,1,not set,"Nov 06, 2022","Nov 06, 2022",,Kindle Edition,view (with text),/book/show/58311385-honor
313,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Maze        (John Corey, #8)","DeMille, Nelson*",1501101781,9781501101786,1501101781,415        pp,3.76,"18,748","Oct 11, 2022","Oct 11, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"John Corey is getting to be a bit much with the jokes after the me too movement. He was once charming but has lost some of that as he ages and comes aJohn Corey is getting to be a bit much with the jokes after the me too movement. He was once charming but has lost some of that as he ages and comes across at times a dirty old man. However, he still has mad skills and the action doesn't disappoint. Not a bad read just not my favorite. Copy provided by the publisher and NetGalley...more",Notes are private!,0,2,1,"Oct 16, 2022","Nov 13, 2022","Oct 16, 2022",,Hardcover,view (with text),/book/show/55892263-the-maze
314,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hero of This Book,"McCracken, Elizabeth",0062971271,9780062971272,0062971271,192        pp,3.78,"4,811","Oct 04, 2022","Oct 04, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This may not have been the best choice to read when It was the anniversary of my beloved mom's death. The writing was good and some chapters really reThis may not have been the best choice to read when It was the anniversary of my beloved mom's death. The writing was good and some chapters really resonated with me. Depressing at times for the already depressed. McCracken is still a go to author.Copy provided by the publisher and NetGalley...more,Notes are private!,0,0,1,"Oct 06, 2022","Oct 10, 2022","Oct 06, 2022",,Hardcover,view (with text),/book/show/60095078-the-hero-of-this-book
315,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Empress,"Griffis, Gigi*",1638930163,9781638930167,1638930163,336        pp,3.53,"2,594","Oct 11, 2022","Sep 27, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was a decent love story but not enough to make me want to watch the series although I hear the costumes are fabulous. I like a little more meat tThis was a decent love story but not enough to make me want to watch the series although I hear the costumes are fabulous. I like a little more meat to my historical fiction. Copy provided by the publisher and NetGalley...more,Notes are private!,0,2,1,"Sep 27, 2022","Nov 13, 2022","Sep 27, 2022",,Paperback,view (with text),/book/show/61059231-the-empress
316,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strangers to Ourselves: Unsettled Minds and the Stories That Make Us,"Aviv, Rachel",0374600848,9780374600846,0374600848,288        pp,4.13,"10,108","Sep 13, 2022","Sep 13, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This is one of those books that stay with you after reading. As if your still digesting. It starts out with the author's own story of being diagnosed This is one of those books that stay with you after reading. As if your still digesting. It starts out with the author's own story of being diagnosed at six with anorexia. That could have been a good book. Aviv builds on this by introducing the reader to other patients of psychiatry for different reasons. The mother who jumped from a bridge with her children really got to me. They are all interesting and emotional stories. Highly recommend this one.Copy provided by the publisher and NetGalley...more,Notes are private!,0,0,1,"Sep 23, 2022","Oct 03, 2022","Sep 23, 2022",,Hardcover,view (with text),/book/show/59808605-strangers-to-ourselves
317,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,More Than You'll Ever Know,"Gutierrez, Katie*",,,B09FLTPJLR,448        pp,3.73,"21,593","Jun 07, 2022","Jun 07, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This book had some high points. The cheating spouse and insights into the thought process was one. The investigation was another high point --methodicThis book had some high points. The cheating spouse and insights into the thought process was one. The investigation was another high point --methodical and surprising. It was a little too long and too many subplots although I see that the author was paralleling the two women's lives. Overall a good read. This is an author I would read again....more,Notes are private!,0,0,1,"Sep 19, 2022","Sep 27, 2022","Sep 19, 2022",,Kindle Edition,view (with text),/book/show/55816151-more-than-you-ll-ever-know
318,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before You Knew My Name,"Bublitz, Jacqueline*",075158164X,9780751581645,075158164X,336        pp,3.82,"23,661","May 04, 2021","Jul 15, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 19, 2022",,Hardcover,view,/book/show/56331126-before-you-knew-my-name
319,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Storyteller's Death,"Cardinal, Ann Dávila*",172825079X,9781728250793,B09NQSHBJ9,320        pp,3.82,"2,011","Oct 04, 2022","Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Sep 18, 2022",,Kindle Edition,view,/book/show/59969110-the-storyteller-s-death
320,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Botticelli's Secret: The Lost Drawings and the Rediscovery of the Renaissance,"Luzzi, Joseph*",1324004010,9781324004011,1324004010,332        pp,3.77,393,"Oct 25, 2022","Oct 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2022",,Hardcover,view,/book/show/60165402-botticelli-s-secret
321,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mosquito Bowl: A Game of Life and Death in World War II,"Bissinger, Buzz",0062879928,9780062879929,0062879928,480        pp,3.82,"3,065","Sep 13, 2022","Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2022",,Hardcover,view,/book/show/58984654-the-mosquito-bowl
322,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Exiles        (Aaron Falk, #3)","Harper, Jane*",1250235359,9781250235350,1250235359,356        pp,4.05,"57,362","Sep 20, 2022","Jan 31, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Aaron Falk has a bit of a love life and some personal development in this third book in the series. Just as good as the first two. I like the setting Aaron Falk has a bit of a love life and some personal development in this third book in the series. Just as good as the first two. I like the setting and the layers that are pulled back until the reveal. ...more,Notes are private!,0,6,1,"Jun 24, 2023","Jun 25, 2023","Sep 18, 2022",,Hardcover,view (with text),/book/show/60784359-exiles
323,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Dangerous Business,"Smiley, Jane*",0525520333,9780525520337,0525520333,224        pp,3.17,"7,587","Dec 06, 2022","Dec 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2022",,Hardcover,view,/book/show/60603268-a-dangerous-business
324,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dinosaurs,"Millet, Lydia",1324021462,9781324021469,1324021462,230        pp,3.89,"9,608","Oct 11, 2022","Oct 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2022",,Hardcover,view,/book/show/60165418-dinosaurs
325,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One L: The Turbulent True Story of a First Year at Harvard Law School,"Turow, Scott*",0446673781,9780446673785,0446673781,288        pp,3.71,"8,564","Jan 01, 1977","Sep 01, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 18, 2022",,Paperback,view,/book/show/4685.One_L
326,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Suspect        (Kindle County Legal Thriller, #12)","Turow, Scott*",1538706326,9781538706329,1538706326,439        pp,3.82,"7,571","Sep 20, 2022","Sep 27, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not Turow's best but a good read because of the court scenes. The investigator just didn't quite come together with her tattoos, face nail and occasioNot Turow's best but a good read because of the court scenes. The investigator just didn't quite come together with her tattoos, face nail and occasional slang conversation. The mystery of the next door neighbor is an interesting element. so, you have sexual harassment, assault, murder, robbery and extortion to name a few of the crimes committed by not very likable characters. Riveting and clever court room drama saves the story which sometimes got too bogged down with technical details. Still like Turow from his early days but this character, Pinky, needs some fine tuning.Copy provided by the publisher and NetGalley...more",Notes are private!,0,0,1,"Sep 18, 2022","Sep 23, 2022","Sep 18, 2022",,Hardcover,view (with text),/book/show/60021442-suspect
327,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Spanish Daughter,"Hughes, Lorena*",1496736249,9781496736246,1496736249,352        pp,3.82,"17,733","Dec 28, 2021","Dec 28, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2022",,Paperback,view,/book/show/57645352-the-spanish-daughter
328,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Buddhist Enneagram: Nine Paths to Warriorship,"Piver, Susan*",1736943928,9781736943922,B0B5HXRHQC,268        pp,4.13,186,unknown,"Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2022",,Kindle Edition,view,/book/show/61927661-the-buddhist-enneagram
329,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Such a Pretty Girl,"Greenwood, T.*",1496739329,9781496739322,1496739329,304        pp,3.84,"1,935","Oct 25, 2022","Oct 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2022",,Paperback,view,/book/show/60186143-such-a-pretty-girl
330,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Now Is Not the Time to Panic,"Wilson, Kevin*",0062913506,9780062913500,0062913506,246        pp,3.69,"52,056","Nov 15, 2022","Nov 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2022",,Hardcover,view,/book/show/60415700-now-is-not-the-time-to-panic
331,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Songbirds,"Lefteri, Christy",0593238060,9780593238066,0593238060,336        pp,4.04,"20,604","Jul 08, 2021","Aug 30, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2022",,Paperback,view,/book/show/61065974-songbirds
332,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Properties of Thirst,"Wiggins, Marianne",1416571264,9781416571261,1416571264,544        pp,4.19,"3,647","Aug 02, 2022","Aug 02, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2022",,Hardcover,view,/book/show/59365040-properties-of-thirst
333,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Death of Jane Lawrence,"Starling, Caitlin*",1250769582,9781250769589,1250769582,368        pp,3.19,"18,355","Oct 05, 2021","Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2022",,Paperback,view,/book/show/59808288-the-death-of-jane-lawrence
334,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Spread,"Reid, Iain*",1982169354,9781982169350,1982169354,304        pp,3.78,"16,400","Sep 27, 2022","Sep 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2022",,Hardcover,view,/book/show/60209475-we-spread
335,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crossroads,"Franzen, Jonathan",1250858704,9781250858702,1250858704,592        pp,4.06,"56,506","Oct 05, 2021","Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2022",,Paperback,view,/book/show/59822123-crossroads
