,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Paul's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Listen: On Music, Sound and Us","Faber, Michel",0369747054,9780369747051,,unknown,3.36,140,unknown,"Oct 24, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"[image]He can be a little bit cheeky, can Michel. One reason you may be reading his book is that you’re not that interested in music at all, but you l[image]He can be a little bit cheeky, can Michel. One reason you may be reading his book is that you’re not that interested in music at all, but you loved The Crimson Petal and the White or Under the Skin or The Book of New Strange Things and, in the absence of any more novels by Michel Faber, you thought you’d give my non-fiction a try. I loved all three of his novels and I’m a music fan, so this book was in my hands as soon as I saw it.WE ARE NOT ADULT ORIENTATED[image]What this book isn’t is Michel Faber’s 100 Favourite Records and why you should like them. But I am hoping that he will rapidly produce a follow-up called Michel Faber’s 100 Favourite Records And Why You Should Like Them. What this book is is a whole lot of essays on all kinds of interesting aspects of music such as why people who don’t like music at all are considered to be freaks*, whether there is a hierarchy of greatness in music, the sadness of not being able to sing, the macho ridiculousness of very loud concerts**, music and babies, music and elephants, and so on. Some way more interesting than others. I skipped over the little babies and the elephants.He has a chapter on how we are supposed to deal with music we love when it is made by men we loathe*** subtitled “On Rolf Harris, R Kelly and Morrissey” and one which trashes vinyl snobbery and one which says autotune is perfectly fine, and so is lipsynching the vocals at live gigs (Aretha never had to leap and cavort like a ballerina whilst hitting every big note). Meaning that the Milli Vanilli scandal was fashioned out of pure naivete. And a melancholy chapter about how the charity shops are silting up with the MOR albums bought in the 60s and 70s, brought in by 50 and 60 year olds when their 80 and 90 year old parents have died. THOUGH THE WORLD IS MY OYSTER IT’S ONLY A SHELL[image]Michel has some pleasantly waspish observations to make about this stuff called music. He is keen for us to understand that it’s mostly used as a mental room spray and is not listened to as a thing in itself:The sort of engagement with music in which the person focuses on the music for its own sake, rather than “having it on” in the background, during some other activity, accounts for just 2 percent of all listeningAnd whilst being a fan of avantgarde stuff like Einstürzende Neubauten and even Revolution 9 on the White Album he has a perfectly old fogey-style get-off-my-lawn rantlet about this modern rubbish (modern = the last 20 years) :In the 21st century, even those records which are deemed to be “catchy” are seldom melodious in the way that songs by Cole Porter or The Beatles or even Nirvana were. Typically, they rely on a perseverating pattern of two or three notes, which the songwriters of yesteryear would’ve regarded as a mere fragment rather than a tune or a riff worthy of the name.And his out and proud tirade against classical music and all its insufferable superiority is such fun. All those prestige orchestras…are nothing more than tribute bandsHa haah! That is, just like Nerdvana or Pink Fraud, they try to perfectly reproduce the sounds of their heroes, in their case Beethoven and Mahler and so on. AIN’T NO SWEET MAN WORTH THE SALT OF MY TEARS[image]He has a chapter on music that makes him cry when he really isn’t a crier. There was one part of this chapter that nearly made me cry – he quotes these lines from a sad Sandy Denny song:And maybe, by the evening, we’ll be laughingJust wait and seeAll the changes there’ll beBy the time it gets dark And he adds this note :Readers may be interested to know what was involved in quoting these lyrics for you And he gives the history of which big companies successively owned the copyright to Sandy’s song. In the end, Warner Chappell charged me £1000 to quote from the song. A thousand quid for those three lines? They ain’t Shakespeare you know! I would have told Warner Chappell to shove their thousand quid where the sun don’t shine. I was wondering which song would be most likely to draw tears from my ducts and I think it would be ""The Green Fields of France"" by Davy Arthur and the Fureys :Well, how do you do, Private Willie McBride?Do you mind if I sit here down by your graveside?And rest for a while in the warm summer sunI've been walking all day, and I'm nearly doneI see by your gravestone you were only nineteenWhen you joined the great fallen in 1916… it all gets too much….WILL I LOOK BACK AND SAY THAT I WISH I HADN'T DONE WHAT I DID?[image]This is of course RECOMMENDED, like a few great evenings with a dear friend chattering about everything and anything but mostly about that magical stuff that can cause ecstasy and pain, love and regret, excitations and melancholia and make new worlds appear in a second, and sometimes all of this at once.Notes*Vladimir Nabokov: Music, I regret to say, affects me merely as an arbitrary succession of more or less irritating sounds. …the concert piano and all wind instruments bore me in small doses and flay me in larger ones.**The ultimate in contemporary absurdity is a concert where the performers and the audience are all wearing ear plugs. Such concerts are already happening, partly because capitalism loves to create new problems with expensive solutions.***For a fuller debate see Monsters : A Fan’s Dilemma by Claire Dederer...more",Notes are private!,7,39,1,"Jan 04, 2024","Jan 11, 2024","Jan 03, 2024",,ebook,view (with text),/book/show/87975684-listen
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mixing Up The Medicine: Photographs & More 1965-1966,"Rollins, Ben",,,,120        pp,4.33,6,unknown,"Nov 06, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Anyone thinking of getting this book should know that the people who made this book seem to be completely obsessed with Bob Dylan. Literally there isnAnyone thinking of getting this book should know that the people who made this book seem to be completely obsessed with Bob Dylan. Literally there isn’t a single page without a photo of him or somebody writing some stuff about him. When I turned a page I would clap my hand to my head and exclaim loudly “Why, another picture of Bob Dylan!” The only surprise was, was he wearing a hat or not. Aside from the photos there is a lot of pages of photos of old bits of song lyrics in here, probably he was trying to write some songs and gave up. If you are not sure who he is he is quite famous for his version of that Adele song Make You Feel My Love and he also does the Guns & Roses one Knocking on Heaven’s Door....more",Notes are private!,0,13,1,"Dec 25, 2023",Jan 2024,"Jan 01, 2024",,Hardcover,view (with text),/book/show/27550841-mixing-up-the-medicine
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,J.D. Salinger: A Life,"Slawenski, Kenneth",1400069513,9781400069514,1400069513,450        pp,3.78,"1,463",2010,"Jan 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"He grew up as a rich entitled New York boy who failed at various schools and colleges and it being 1942 he gets drafted and assumes, why not, he will He grew up as a rich entitled New York boy who failed at various schools and colleges and it being 1942 he gets drafted and assumes, why not, he will be an officer but he never was. But his classy upbringing gave him fluency in German and French and he became very useful to the US Army. Meanwhile at age 20 he had decided he would be a writer, beginning with short stories about rich privileged young New Yorkers. The magazines do not roll out any red carpets but he gets to slot one in here and there. Life in the army was 2 years training in the USA, not so bad, then WHAM off to England and the hell on earth that was D-Day. He was in a unit which was at the sharpest point of the sharp end of the invasion. It began with 3000 soldiers; in one month two thousand of them were dead. Salinger was lucky. The only damage he got was a broken nose and PTSD which wasn’t considered to be a thing back then. In the middle of the hell on earth, with body parts to the left and right, he would find a foxhole or an uncollapsed shack and write more short stories about effete young New Yorkers, and continue a surreal correspondence with his agent about whether Mademoiselle magazine would accept his latest one.After the shooting stopped he thought he would be going home but no, now they had the job of liberating concentration camps, so he got re-traumatised. In his teens he had stayed in Vienna with a family his father knew and had a chaste romance with the daughter. He took some leave and went to find them again, to see how they were, but he didn’t find them, they were all dead.Out of the blue he married a French woman named Sylvia and was living with her in Germany. They had a Skoda and a black schnauzer named Benny. He never gave anyone any information about Sylvia, his friends got the idea she was maybe an osteopath, or a psychologist. Actually she was an ophthalmologist who spoke four languages, and she was German.The problem was that US soldiers were forbidden to marry Germans, so JD got her a fake passport. He informed his family he wasn’t coming home; they were shocked and horrified. He was discharged from the army and transferred to the Defence Department. He now became JD Salinger: Nazi hunter. Also JD Salinger: Rescuer of Orphans.Finally in April 46 the happy couple took a boat to New York. Immediately his mother and his new bride began World War Three and by July Sylvia was on a boat back to Europe. He was finally getting somewhere with the stories and by 1948 he was HOT. Incandescent, you might say. The New Yorker gave him an annual contract (guessed to be $30,000 but this sounds crazily high to me) to be the first magazine to receive any new stories. About half of the first half of this book is a catalogue of which stories got rejected or accepted by which magazines and that is not remotely interesting. After Catcher in the Rye exploded (and reached the dizzying heights of No 4 on the bestseller list) the story becomes an equally dull list of tiffs and quarrels and snippy telephone calls with a parade of editors and publishers.If you skip that stuff this is a very nice account of a guy whose measurable life stopped in 1965 while he had another half century to go (he died in 2010). 1965 was the year of the last Salinger story.JDS might have been a well-heeled middleclass sophisticate seen at the nicest places where well-fed faces all stop and stare but he was in fact on a religious quest because he was a spiritual person. In 1952 he found what he was after : Vedantic philosophy as expounded in a book called The Gospel of Sri Ramakrishna[image]and he wanted everyone to read this, come on, only one thousand pages of dense Hindu-Buddhist fusion. He got married again to a very young woman and at this point he decided to drop out and buy a fixer-upper in the middle of nowhere, New Hampshire - there were no mod cons, there weren’t even any old cons, no running water, no phone, nearest hospital 20 miles of bad roads away. He grew organic vegetables and meditated, very solitary. He was ahead of the curve. He gradually fixed up the barn and put up a fence. Keep Out. He built a shack aka bunker aka hermitage away from the barn/house and would retire there every day for 12 hours writing the Glass family stories. He gradually assumed the shape of a guru himself in the minds of Young America, these were kids who in six or seven years would be at Woodstock. Photographers and reporters came around and he hated every single one of them.After 1965 there were no more stories and no more nothing. No photos, no interviews. This book takes 350 pages to move the story to 1965, then another 40 pages for the next 45 years, because in that almost half century there were only three known facts relating to JD Salinger.One conclusion the author reaches is that JD did indeed continue writing every day for the last 45 years but his writing became a form of prayer, a religious exercise, and merged, as it were, so completely with JD’s personality that it became far too personal to conceive of publishing, that publishing became the equivalent of assault. A fascinating American character and phenomenon. This is an excellent book if you skip the boring bits....more",Notes are private!,9,92,1,"Dec 29, 2023","Jan 02, 2024","Jan 01, 2024",,Hardcover,view (with text),/book/show/8822656-j-d-salinger
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Educated,"Westover, Tara*",,,,352        pp,4.47,"1,525,653","Feb 20, 2018","Feb 20, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The good news is, you live with your family in beautiful rural Idaho and your parents are so cool that you never have to go to school! Yes – never! HoThe good news is, you live with your family in beautiful rural Idaho and your parents are so cool that you never have to go to school! Yes – never! How great is that!The bad news is that you have to work from dawn to dusk in daddy’s scrapyard where you get outrageously dangerous stuff to do with horrific machines that quite often cripple or burn you and your brothers and eventually your mad daddy too.The good news is – because of your parents’ loony religion you never have to see a doctor! No poking and prodding, no needles! Your mother can fix everything with her herbal remedies which are from God!The bad news is – she thinks she can heal everything including severe burns.  Mother always said that medical drugs are a special kind of poison, one that never leaves your body but rots you slowly from the inside for the rest of your life. This winds up with Tara believing that if her black toe is x-rayed and the x-ray shows that it’s broken, that will be because the x-ray machine broke it. So Tara grows up with her crazy off the grid daddy expecting the end of the world next month at the very latest and telling her that the US government is run by the Illuminati. The kids don’t have birth certificates and the parents guess vaguely how old they are. Tara’s family and her own brain is full of what Blake called mind-forged manacles. The family was nominally Mormon but really were a family cult based on Mom and Dad’s lunacy.Gradually Tara gets the urge for some kind of education. Strangely enough working 12 hour shifts in the scrapyard running forklifts and throwing huge lumps of metal into dangerous machines was unfulfilling for a 15 year old girl.I felt rising tides of queasiness as Tara Westover guided me through her stumbling, weird college career. She is constantly discovering chasms of ignorance within her. They told people she’d been home schooled but that really meant home neglected. So she had never heard of the Holocaust, Martin Luther King, civil rights – most of the common furniture of the American mind in fact. THE QUESTION OF BELIEVABILITYWe know there have been memoirs that were full of untruths – the poster boy here is James Frey and you have to admire his publisher – when they discovered his memoir A Million Little Pieces was a pack of lies they just rebranded it as a novel and carried on regardless. But the pressure is on us readers to believe the victim/author. How dare you think of not believing the victim? You would surely be colluding in the abuse she suffered! There were moments when my good angel turned green and flew away and my bad angel said – huh, a likely story, this could never have happened. I confess, there were several moments. Given all the cultish total ignorance of her first 15 years I couldn’t quite see how Tara could glide into college, get a degree, & then be wafted on clouds of intellectual admiration to Trinity College, Cambridge, England, no less, to do a PhD no less. That is the kind of vertiginous ascent a Cape Canaveral rocket would aspire to. But it seems that every tutor, lecturer or professor she encountered instantly perceived her excellent brain power and found a grant she could apply for and wrote a letter of recommendation to the next gilded seat of learning (ending in Harvard). ESCAPE FROM IDAHOTara at the university is like Dorothy in Oz, but this Dorothy feels like she has to go back to Kansas every summer for more scrapyard shifts. There’s a huge, longwinded and (so sorry!) tiresome battle with the family about her memories of maltreatment and violence at the hands of one brother, and this dominates the last third of the book. Since she no longer talks to her family you can see how that all panned out. I don’t know – this is a very uneasy book - I felt I was gawking at a roadside crash a lot of the time.FURTHER READINGAfter reading her daughter’s memoir, the mother decided to self-publish her own version , called Educating. Here is a great  of that by Edmund :https://www.goodreads.com//show...One of the brothers posted an Amazon  of Educatedhttps://www.goodreads.com/questions/1...And finally an excellent recent article on the Westover family here :(you have to google Deseret News ""What does Tara Westover’s family say about ‘Educated’? It’s complicated"")...more",Notes are private!,7,88,1,"Jan 26, 2024","Jan 28, 2024","Dec 30, 2023",,Hardcover,view (with text),/book/show/35133922-educated
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,2023 on Goodreads,Various,,,,unknown,4.12,"1,420",2023,2023,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"THE YEAR OF THE WHOPPERThis was the whopper –[image]It had been glowering at me for I think over ten years, intimidatingly unread, corpulent and haughTHE YEAR OF THE WHOPPERThis was the whopper –[image]It had been glowering at me for I think over ten years, intimidatingly unread, corpulent and haughty. Full of itself, you could say. I heard it at night muttering “You’ll never read me…Quail before my mighty unreadness.” Unquailing one day, like a pelican swooping down to pluck from the mighty torrent a squiggling fishy, I cantilevered the mighty volume from its roost, blew off a cobweb and committed a month to reading its 1120 pages.And it turned out to be great! And also tremendously peculiar! This is an excellent combination, and it was my novel of the year. It inspired me to read the author’s biography[image]And no surprise, he turned out to be a real weirdo. That reminds me I also read a novel called Weirdo. [image]It was a deeply so-so comic novel. I didn’t do well with comedy novels, but this one was actually funny :[image]and I reread this outrageous almost-masterpiece :[image]just in time, before the recent terrible events turned this novel into something now completely unreadable. WEIRDEST NOVEL OF THE YEARThe Temptation of St Antony by Flaubert – no contest. I mean, what is that?MOST POPULAR NOVEL OF THE YEAR I READ[image]I ditched it half way so me and popular taste seem to have parted company for the moment. Although having said that, I did love Barbie.WORST NOVEL OF THE YEAR[image]I read it because of a very nice booktuber who loves cheap nasty horror and said it was great. He lied. It’s really not great. It is so not great. I will still watch your vids, Criminolly, but I will not take your recommendations. No offence. ODDEST BOOK OF THE YEAR/MOST UNPOPULAR BOOK OF THE YEAR(joint award)Perhaps not too surprisingly, this guy wrote it -[image]Francis William Newman, brother of the more famous John Henry, wrote it, all about his truly agonised and immersive journey from one microhabitat within the Protestant faith to another microhabitat within the Protestant faith. He was in search of a perfect understanding of God and his plans for the universe and for Francis William Newman. Very glad I read it but I wouldn’t recommend it to ANYONE. I see that only five other Goodreaders have rated it. This is all for the best. BEST ANNOTATED BOOK OF THE YEAR[image]Every home should have one. Just gorgeous and like a little encyclopedia. ANGRIEST BOOK OF THE YEAR[image]This is a blazing hot book about racism in the USA, a great follow-up for anyone who enjoyed (if that is the right word) Ibram X Kendi’s fantastic Stamped from the Beginning.BEST BIOGRAPHY[image]According to Ian Kershaw’s introduction, they had to twist his arm behind his back for several minutes before he would agree to write a biography of Hitler. In the words of the Lovin’ Spoonful (1965), he didn’t want to have to do it. But he did it and I read both vast parts of this vast book. Amazing story, and no hifalutin professorial language either. 100% recommended. COMEDY OF THE YEARNovels did not provide me with great comedy this year but unexpectedly some oddball literary criticism did – Stephen Moore wrote two very funny books which demonstrate that a) you shouldn’t turn your hobby into your job and b) you shouldn’t get to know your heroes. He is a gentle-hearted edgelord literary critic who has read more unreadable books than anyone else and loved every one. He has garded every avant there is so naturally it was a dream come true ™ when he got a job with the Dalkey Press, who specialise in publishing completely unreadable books. And what a miserable time he had of it! This is recounted in horrible detail in his memoir :[image]Through that job he got to work closely with Alexander Theroux, brother of the more famous Paul Theroux, a moderately obscure novelist who loves to grind out vast unreadable books filled with words like geloscopical, kalkydri, post-lapsarian, solisequious, malneirophrenia, ignivomous, chantepleure, rosydactylate, panmoronium, chrysopoetic, zielverkooper, cataphatic and so forth, and who loves to portray himself as a human vortex of sesquipedalian misanthropic nastiness. To his shuddering horror Stephen found that OMG when you get to know him he is really like that! It’s not an act![image]MOST INSANELY DETAILED BOOK OF THE YEARA very clear winner : The McCartney Legacy Volume 1 1969-1973 by Allan Kozinn and Adrian Sinclair – 770 pages about four years in the life of Paul McCartney. Will I be reading future volumes? Got to admit that 800 pages on the Mull of Kintyre years are not quite so appealing. [image]MUSIC BIOGRAPHY OF THE YEAR[image]Famous men often turn out to be famous monsters and we knew that Chuck was at one and the same time one of the great creators (I think the great creator) of rock and roll and also a terrible human being; so this first major biography had a huge task to perform; and it did. This is a model of how it should be done. AND FINALLY…. A NEW FEATUREMOUSEWATCH[image]This year seven people scrambled to inform me that the title of John Steinbeck’s book Of Mice and Men is a reference to a poem by Robert Burns and should NOT be taken literally. The lively message thread for this  generated a further 186 comments, many hilarious, and shows no signs of flagging....more",Notes are private!,22,75,1,Jan 2023,"Dec 27, 2023","Dec 27, 2023",,,view (with text),/book/show/62316199-2023-on-goodreads
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Life and Times of Elijah Muhammad,"Clegg III, Claude Andrew",1469618052,9781469618050,1469618052,400        pp,4.24,68,Feb 1997,"Sep 02, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"26,000 YEARSThere are a lot of books about racism in America. I read two, the blazingly angry Stamped from the Beginning by Ibram X Kendi, and The Wra26,000 YEARSThere are a lot of books about racism in America. I read two, the blazingly angry Stamped from the Beginning by Ibram X Kendi, and The Wrath to Come by Sarah Churchwell, also written with white-hot intensity; and I also read Manning Marable’s exhaustive terrific biography of Malcolm X. This excellent book fits perfectly together with those three, another piece in the difficult jigsaw puzzle of America in the 20th century.The story of Elijah Muhammed is the story of the Nation of Islam. He was the supreme leader from 1934 to 1975 .In these early years, everything the NOI did, everything it believed, was a reaction to the profound racism black people experienced every day – just to mention one statistic, from a peak of 161 lynchings in 1892, there were still 24 in 1933. Elijah Muhammed said that by the age of 20 he had witnessed three lynchings. He said :I’ve seen enough of the white man's brutality to last me 26,000 yearsSo it is perhaps not surprising he preached a religion that condemned white people as devils and looked forward to the day when all black people could live lives in their own national homeland without any contact with white people. Sounds extreme, but the emotional logic is right there in front of your face.  Muhammed called for a place in the Western hemisphere for African-Americans to establish an independent state. He admitted that the American government would probably not accede to this demand.IN THE BEGINNING WAS FARDThe founder of the Nation of Islam was a very mysterious man named Wallace Fard Muhammed. They think he was born around 1877 and that in his life he used over 50 aliases. His first 50 years are obscure, then he arrived in Detroit in 1930 and over four years he created the movement known as the Nation of Islam, inventing its complicated and weird theology, renaming all his reportedly 8000 followers by X-ing out their slave names, and discovering his successor Elijah Muhammed; but then he got into some heavy trouble with the cops who told him to leave town and not come back in 1932. Two years later he vanished and no one since has ever turned up any information on what happened to him.You have to say it’s very impressive, starting up a new religion in three years with a complete radical ideology, one that still flourishes nearly 100 years later. [image]Fard Muhammed constructed an elaborate world history explaining how it came to be that once the black man (which he called the “original” man) ruled the earth and then the white man came along and enslaved him. Like, what happened? * The explanation he came up with sounded like science fiction – there was a renegade evil black scientist named Yacub who for murky rebellious reasons created by means of genetic experimentation a completely white race of people. (It’s way more complicated than that of course.) Professor Clegg tries so very hard to maintain a scholarly Wikipedialike neutral tone to his detailed exposition of the Nation’s beliefs, but he can’t refrain sometimes from comments such as this :The myth of Yacub’s creation of the white race and the murderous, deceitful and evil nature attributed to whites by the NOI has given it the distinction of being the most racially chauvinistic black organisation in the history of the United States… his [Fard’s] doctrines were a tragic variation of the ideas of Hitler, racist eugenicists, and other racial purists of his day…. To some, the Muslim history of the Black Nation made perfect sense and explained a great many things; to others it was sheer lunacy The author clearly states that this creation myth was a product of “the imagination of Fard Muhammed”. There was also an elaborate Judgement Day scenario in which the white race would be condemned and the black race saved by a giant spaceship called the Mother Plane. Professor Clegg says :Perhaps second only to the Yacub myth, the Mother Plane story was the most peculiar element of the theology of the Nation. Unless one was predisposed to believe in flying saucers, this tale could hardly be told without raising serious doubts even among the most open minded of listeners…. Another extremely bold element of Fard’s belief system was that Christianity was identified as the religion of the white devil and totally rejected. In Fard’s origin story Jesus was the second prophet sent by Allah after Moses, and he was a black man who built the city of Jerusalem and was killed by bounty hunters and was not crucified. The true teaching of Jesus was Islam but the white people falsified history. (The Pope was the head of that conspiracy.) The third prophet sent was Mohammed and then Allah much later saw that the black enslaved people in America needed a fourth prophet, and so sent Fard Muhammed. The point of this whole enterprise was to enable black people in America to regain their original culture, names, strength and intelligence, and rejoin the Tribe of Shabazz and prepare for the judgment of the white race which will surely come soon.ELIJAHHe began life as Elijah Poole, seventh son of a sharecropper in a small town in Georgia in the year of 1897. He moved to Detroit, as thousands did, finally encountering Fard Muhammed’s group at the age of 34. He was converted and, for sure, although uneducated, and not a great orator, and a physically small man too, he must have had a quiet charisma, because in a short while Fard realised that it was Elijah who should lead the Nation when he departed the scene, in 1933/4. Elijah didn’t change much of what Fard taught except for one massive detail : he identified Fard as Allah himself (p123). That is, not a prophet from Allah, but Allah in person. Right there is why orthodox Muslims would reject the NOI teachings as blasphemous. But it took a long time for Elijah to get any grasp of what actual Islam preached, even though he used the Qu’ran all the time; and likewise it took a long time for orthodox Muslims to notice the Nation of Islam. When they did, neither wanted to fall out with the other, so most of the time they politely ignored a whole herd of elephants that were in every room. Occasionally there would be hotheads who would get mad at Elijah. One orthodox Muslim quoted by a Chicago newspaper “denounced Muhammed as a fraud and a convicted criminal who taught racial hatred contrary to the true teachings of Islam”. But mostly the heat that Elijah brought down was from the usual cops and FBI and hostile press, and that was because the fiery speechifying and the disciplined strength of the Nation of Islam made them all nervous.QUIET RADICALISMThey were consistent and firm : the black people of America have to do it for themselves, no one is going to help them. They therefore built slowly and painstakingly a string of businesses and told their followers to buy only from those where possible. They got tremendous respect, even, grudgingly, from white opponents. They were a refuge for a lot of people who had been living dissolute lives. ELIJAH MAKES A HAJJThis was a big turning point – in 1959 he toured Middle Eastern countries for the first time and performed the hajj. His travels confronted him with some unpalatable facts, such as In Saudi Arabia and the Holy City itself, African blacks were being legally held as slaves by Arab Muslims p124At the same time, the Muslim clerics who met Elijah realised that he was preaching some strange belief system that wasn’t Islamic at all. This was awkward all round.BACK IN THE USABy now it was the Civil Rights era. Black people “who had risked life and limb” struggling for civil rights and desegregation looked on with horror as Elijah Muhammed made it clear in speech after speech that integration was wrong, the races should be physically separate, Christianity was a trick and any dealings with the US government in the form of voting or education were useless. All other African American leaders, like Martin Luther King, were “hungry for a place among the white race instead of their own race” and had ”turned many potential freedom-fighting Negroes into contented, docile slaves” p131. Not too many people slagged off Martin Luther King, but Elijah did. This thinking culminated in a horrible period of rapprochement between the Nation of Islam and two white groups, the American Nazi Party and – believe it or not – the KKK. Well, once again, the logic was plain to see – the white groups wanted total racial segregation and so did the Nation. It led to several NOI meetings being attended by the Nazis (in full regalia) or the Klan. Elijah was trying to figure whether they could work something out. In the end, they didn’t. MALCOLM XThis is where the story gets positively Shakespearean – the doting loving father sees his favourite son betray him, but the favourite son believes in his heart he is rescuing his beloved father from tragic error. Malcolm came to the view that Elijah’s resolute rejection of any political involvement was a big mistake, and essentially, the NOI was not fighting for black people as it should but was waiting for some kind of divine intervention, which was not going to happen. Elijah stuck to his principles – no dealing with the (white) devil. Aside from that there was a lot of paranoia about who was going to succeed Elijah. It was complicated. Well, in 1965 as we know, Malcolm was assassinated, and although three NOI members were later convicted of the crime, Professor Clegg is less than clear, unusually, about whether any order was given by Elijah Muhammed. On the one hand, nothing major happened in the NOI without Elijah’s approval; on the other hand, it was completely out of character, he was not a leader who threatened people with violence. His hair-raising rhetoric was in complete contrast to his gentle demeanour. He was unusual. THIS REVIEW IS WAY TOO LONGIt is a most fascinating story, that’s my excuse, and this book is a brilliant piece of original detailed research. Highly recommended.[image]*I was reminded of a more succinct story from Jomo Kenyatta. He said : “When the white man came here we had the land and he had the Bible. Then he taught us to pray with our eyes closed. When we opened our eyes, he had the land and we had the Bible.”...more",Notes are private!,7,35,1,"Dec 20, 2023","Dec 28, 2023","Dec 20, 2023",,Paperback,view (with text),/book/show/21888014-the-life-and-times-of-elijah-muhammad
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Correction,"Bernhard, Thomas",009944254X,9780099442547,009944254X,253        pp,4.26,"3,222",1975,"Mar 06, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2023",,Paperback,view,/book/show/92573.Correction
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pastors and Masters,"Compton-Burnett, Ivy",0575014172,9780575014176,0575014172,96        pp,3.24,122,1925,"Jan 01, 1972",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2023",,Hardcover,view,/book/show/1686904.Pastors_and_Masters
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crome Yellow,"Huxley, Aldous",0486436632,9780486436630,0486436632,176        pp,3.42,"8,263",1921,"Sep 10, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In the middle of this delightful ultra-English country house satire written in 1921, I got a jolt. One of the pompous old geezers is lecturing our limIn the middle of this delightful ultra-English country house satire written in 1921, I got a jolt. One of the pompous old geezers is lecturing our limp-as-a-lettuce-leaf young Denis the would-be poet about what the world is really like (they do this quite a lot) :People are quite ready to listen to the philosophers for a little amusement as they would listen to a fiddler or a mountebank. But as to acting on the advice of the men of reason – never. Wherever the choice has had to be made between the man of reason and the madman, the world has unhesitatingly followed the madman. For the madman appeals to what is fundamental, to passion and the instincts…At that exact moment, in 1921, there was a guy just starting his political career in an obscure minuscule laughably unpopular political party over in Germany. Of course, he was Hitler, and he was a madman. It gave me a shudder.That was an unintentional serious note - this is a sweet, funny book. When you start it you might groan and think hasn’t this eccentric aristocratic and artistic types all lined up to be executed by gentle mockery been done to death? And it has. But this young man Aldous Huxley could really turn out lovely sentences, unexpected anecdotes and lashings of charm. Such a nice novel to end the year with. 3.5 stars....more",Notes are private!,3,50,1,"Dec 17, 2023","Dec 23, 2023","Dec 15, 2023",,Paperback,view (with text),/book/show/53672.Crome_Yellow
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The British Museum Is Falling Down,"Lodge, David",0140124195,9780140124194,0140124195,182        pp,3.64,"3,106",1965,"Sep 05, 1989",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The problem with Goodreads (well, there are so many problems, where do we begin? take the app, for instance - it’s got enough bugs to delight a thousaThe problem with Goodreads (well, there are so many problems, where do we begin? take the app, for instance - it’s got enough bugs to delight a thousand entomologists) is that you can find inspiring five star s and equally horrifying one star s for every book ever – well, of course, readers are nothing if not heterogeneous – so where does that leave you when you pick up your next novel? It’s confusing. In this case I shoulda believed the ers who said they wouldn’t put this book out if it was on fire. The thing is that you can tell this novel is a comedy and you can see which bits are intended to be hilarious but that’s as far as it goes. Can’t remember why I got this in the first place. I thought it was one of the 1001 Books You Must Read In The Next Week Or The Dog Will Die but it isn’t. Comedies about the awkward sex lives of practising Catholics in the 1960s aren’t immediately obvious must-reads. There must have been a reason. Maybe some nasty burglar broke in and left his copy on my shelf....more",Notes are private!,2,29,1,"Dec 15, 2023","Dec 16, 2023","Dec 14, 2023",,Paperback,view (with text),/book/show/10066.The_British_Museum_Is_Falling_Down
