,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Anne's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
435,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Knockoff,"Sykes, Lucy",0385539584,9780385539586,0385539584,338        pp,3.63,"15,769","May 19, 2015","May 19, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Jul 23, 2015","Aug 28, 2015","Jul 23, 2015",,Hardcover,view,/book/show/23012475-the-knockoff
436,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help","Palmer, Amanda*",1455581089,9781455581085,1455581089,339        pp,3.93,"36,207","Nov 11, 2014","Nov 11, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 23, 2015","Aug 28, 2015","Jul 23, 2015",,Hardcover,view,/book/show/20980987-the-art-of-asking-or-how-i-learned-to-stop-worrying-and-let-people-hel
437,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dead Wake: The Last Crossing of the Lusitania,"Larson, Erik*",0307408868,9780307408860,0307408868,430        pp,4.11,"144,164",2015,"Mar 03, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Jul 15, 2015",,Hardcover,view,/book/show/22551730-dead-wake
438,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Go Set a Watchman,"Lee, Harper",0062409859,9780062409850,0062409859,278        pp,3.31,"273,795","Jul 14, 2015","Jul 14, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 15, 2015","Jan 22, 2016","Jul 15, 2015",,Hardcover,view,/book/show/24817626-go-set-a-watchman
439,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saint Anything,"Dessen, Sarah*",0451474708,9780451474704,0451474708,417        pp,4.03,"63,268","May 05, 2015","May 05, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 14, 2015","Jul 27, 2015","Jul 14, 2015",,Hardcover,view,/book/show/23009402-saint-anything
440,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"How the Light Gets In        (Chief Inspector Armand Gamache, #9)","Penny, Louise*",0312655479,9780312655471,0312655479,405        pp,4.47,"85,055","Aug 27, 2013","Sep 01, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,"Jul 14, 2015","Jul 27, 2015","Jul 14, 2015",,Hardcover,view,/book/show/17167084-how-the-light-gets-in
441,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Trick of the Light        (Chief Inspector Armand Gamache, #7)","Penny, Louise*",0312655452,9780312655457,0312655452,339        pp,4.31,"77,374","Aug 30, 2011","Aug 30, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jul 14, 2015","Jul 27, 2015","Jul 14, 2015",,Hardcover,view,/book/show/10680329-a-trick-of-the-light
442,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Long Way Home        (Chief Inspector Armand Gamache, #10)","Penny, Louise*",1250022061,9781250022066,1250022061,373        pp,4.07,"68,395","Aug 26, 2014","Aug 26, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jul 14, 2015","Jul 27, 2015","Jul 14, 2015",,Hardcover,view,/book/show/19561922-the-long-way-home
443,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Nature of the Beast        (Chief Inspector Armand Gamache, #11)","Penny, Louise*",1250022088,9781250022080,1250022088,376        pp,4.24,"63,869",2015,"Aug 25, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Aug 22, 2015","Aug 28, 2015","Jul 14, 2015",,Hardcover,view,/book/show/24586590-the-nature-of-the-beast
444,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House of Mondavi: The Rise and Fall of an American Wine Dynasty,"Siler, Julia Flynn*",1592402593,9781592402595,1592402593,464        pp,3.70,"1,827",2007,"Jun 19, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2015",,Hardcover,view,/book/show/441845.The_House_of_Mondavi
445,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eight Hundred Grapes,"Dave, Laura*",,,1476789258,260        pp,3.64,"54,422","Jun 02, 2015","Jun 02, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jul 09, 2015","Jul 27, 2015","Jul 09, 2015",,Hardcover,view,/book/show/23492613-eight-hundred-grapes
446,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Essentialism: The Disciplined Pursuit of Less,"McKeown, Greg*",0804137382,9780804137386,0804137382,260        pp,4.06,"110,225","Dec 31, 2011","Apr 15, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 05, 2015","Jul 27, 2015","Jul 05, 2015",,Hardcover,view,/book/show/18077875-essentialism
447,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bury Your Dead        (Chief Inspector Armand Gamache, #6)","Penny, Louise*",0312377045,9780312377045,0312377045,371        pp,4.36,"85,682","Sep 28, 2010","Sep 28, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,10,1,"Jul 05, 2015","Jul 27, 2015","Jul 05, 2015",,Hardcover,view,/book/show/7945049-bury-your-dead
448,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book Thief,"Zusak, Markus*",,,0375831002,592        pp,4.39,"2,557,206","Sep 01, 2005","Mar 14, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,"Jul 20, 2015","Jul 27, 2015","Jul 02, 2015",,Kindle Edition,view,/book/show/19063.The_Book_Thief
449,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dogs Who Found Me: What I've Learned From Pets Who Were Left Behind,"Foster, Ken*",1592287492,9781592287499,1592287492,194        pp,4.05,"2,944","Mar 01, 2006","Mar 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 02, 2015",,Paperback,view,/book/show/42851.The_Dogs_Who_Found_Me
450,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Brutal Telling        (Chief Inspector Armand Gamache, #5)","Penny, Louise*",,,,372        pp,4.23,"83,535","Sep 22, 2009","Sep 22, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,Jul 2015,"Jul 27, 2015","Jul 01, 2015",,Hardcover,view,/book/show/6449551-the-brutal-telling
451,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Armada,"Cline, Ernest*",0804137250,9780804137256,0804137250,355        pp,3.55,"120,120","Jul 14, 2015","Jul 14, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Jul 21, 2015","Jul 01, 2015",,Hardcover,view,/book/show/16278318-armada
452,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Deep Down Dark: The Untold Stories of 33 Men Buried in a Chilean Mine, and the Miracle That Set Them Free","Tobar, Héctor",0374280606,9780374280604,0374280606,320        pp,3.92,"11,560","Oct 07, 2014","Oct 07, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 27, 2015","Jul 27, 2015","Jun 27, 2015",,Hardcover,view,/book/show/20575440-deep-down-dark
453,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happy City: Transforming Our Lives Through Urban Design,"Montgomery, Charles",0385669127,9780385669122,0385669127,368        pp,4.37,"7,790","Sep 11, 2012","Nov 12, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 08, 2015","Jul 27, 2015","Jun 26, 2015",,Hardcover,view,/book/show/13330588-happy-city
454,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Life List,"Spielman, Lori Nelson*",0345540875,9780345540874,0345540875,354        pp,4.07,"24,132",2013,"Jul 02, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 26, 2015",,Paperback,view,/book/show/16127237-the-life-list
455,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Weightless,"Bannan, Sarah*",1250078989,9781250078988,1250078989,336        pp,3.54,"1,310","Mar 12, 2015","Jun 30, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 25, 2015","Jul 27, 2015","Jun 25, 2015",,Paperback,view,/book/show/24464167-weightless
456,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,So You've Been Publicly Shamed,"Ronson, Jon",1594487138,9781594487132,1594487138,290        pp,3.93,"62,894","Mar 09, 2015","Mar 31, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 25, 2015","Jul 27, 2015","Jun 25, 2015",,Hardcover,view,/book/show/22571552-so-you-ve-been-publicly-shamed
457,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Summer of Good Intentions,"Francis, Wendy*",145166642X,9781451666427,145166642X,308        pp,3.45,"3,236","Jul 07, 2015","Jul 07, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 24, 2015","Jun 26, 2015","Jun 24, 2015",,Paperback,view,/book/show/23492792-the-summer-of-good-intentions
458,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Never Asked for Wings,"Diffenbaugh, Vanessa*",0553392328,9780553392326,,320        pp,3.84,"19,694","Aug 18, 2015","Aug 18, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 14, 2015","Aug 28, 2015","Jun 14, 2015",,ebook,view,/book/show/23834610-we-never-asked-for-wings
459,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Paris Apartment,"Gable, Michelle*",1250048737,9781250048738,1250048737,378        pp,3.67,"16,579","Apr 22, 2014","Apr 22, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 08, 2015","Jun 26, 2015","Jun 08, 2015",,Hardcover,view,/book/show/18404194-a-paris-apartment
460,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Little Paris Bookshop,"George, Nina*",0553418777,9780553418774,0553418777,392        pp,3.51,"99,940","Apr 26, 2013","Jun 23, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Jun 06, 2015","Jun 08, 2015","Jun 06, 2015",,Hardcover,view,/book/show/23278537-the-little-paris-bookshop
461,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Matchmaker,"Hilderbrand, Elin*",0316099759,9780316099752,0316099759,368        pp,3.90,"54,786","Jun 10, 2014","Jun 10, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jun 02, 2015","Jun 26, 2015","Jun 02, 2015",,Hardcover,view,/book/show/18656006-the-matchmaker
462,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lessons From Madame Chic: The Top 20 Things I Learned While Living in Paris,"Scott, Jennifer L.*",0615552935,9780615552934,0615552935,210        pp,3.71,"8,072",2011,"Dec 02, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"May 30, 2015","May 26, 2015",,Paperback,view,/book/show/13124151-lessons-from-madame-chic
463,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rising Strong: The Reckoning. The Rumble. The Revolution.,"Brown, Brené*",0812995821,9780812995824,0812995821,336        pp,4.25,"82,320","Aug 25, 2015","Aug 25, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 26, 2015","Jun 26, 2015","May 26, 2015",,Hardcover,view,/book/show/23317538-rising-strong
464,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lost Lake        (Lost Lake, #1)","Allen, Sarah Addison*",125001980X,9781250019806,125001980X,296        pp,3.89,"36,370","Jan 21, 2014","Jan 21, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 26, 2015","Jun 26, 2015","May 26, 2015",,Hardcover,view,/book/show/13481275-lost-lake
465,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,North and South,"Gaskell, Elizabeth",149124478X,9781491244784,149124478X,288        pp,4.15,"169,956",1855,"Aug 01, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"May 24, 2015","Jun 26, 2015","May 24, 2015",,Paperback,view,/book/show/20066018-north-and-south
466,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rumor,"Hilderbrand, Elin*",0316334529,9780316334525,0316334529,370        pp,3.76,"80,739","Jun 16, 2015","Jun 16, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"May 20, 2015","Jun 26, 2015","May 20, 2015",,Hardcover,view,/book/show/23341607-the-rumor
467,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sweet Forgiveness,"Spielman, Lori Nelson*",0147516765,9780147516763,0147516765,368        pp,3.74,"4,536","Apr 01, 2015","Jun 02, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 19, 2015",,Paperback,view,/book/show/23398778-sweet-forgiveness
468,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vanishing Girls,"Oliver, Lauren*",0062224107,9780062224101,0062224107,357        pp,3.57,"31,883","Mar 10, 2015","Mar 10, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 19, 2015","Jun 26, 2015","May 19, 2015",,Hardcover,view,/book/show/22465597-vanishing-girls
469,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,H is for Hawk,"Macdonald, Helen",0224097008,9780224097000,0224097008,300        pp,3.74,"73,956",2014,2014,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"May 26, 2015","Jan 02, 2016","May 18, 2015",,Hardcover,view,/book/show/18803640-h-is-for-hawk
470,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Case Histories        (Jackson Brodie, #1)","Atkinson, Kate",0316010707,9780316010702,0316010707,389        pp,3.81,"107,474","Sep 01, 2004","Oct 17, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"May 16, 2015","Jun 26, 2015","May 16, 2015",,Paperback,view,/book/show/16243.Case_Histories
471,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Design Mom: How to Live With Kids: A Room-by-Room Guide,"Blair, Gabrielle Stanley",1579655718,9781579655716,1579655718,288        pp,3.89,798,"Apr 07, 2015","Apr 07, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 15, 2015","Jun 26, 2015","May 15, 2015",,Hardcover,view,/book/show/22750504-design-mom
472,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Fatal Grace        (Chief Inspector Armand Gamache, #2)","Penny, Louise*",0312352565,9780312352561,0312352565,311        pp,4.10,"125,517","Sep 30, 2006","May 15, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 15, 2015","Jun 26, 2015","May 15, 2015",,Hardcover,view,/book/show/352921.A_Fatal_Grace
473,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why Not Me?,"Kaling, Mindy*",0804138141,9780804138147,0804138141,228        pp,3.91,"217,449","Sep 15, 2015","Sep 15, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,not set,not set,"May 12, 2015",,Hardcover,view,/book/show/22716447-why-not-me
474,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Walk in the Woods: Rediscovering America on the Appalachian Trail,"Bryson, Bill",0307279464,9780307279460,0307279464,397        pp,4.06,"409,743","May 05, 1998","Dec 26, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 10, 2015","Jun 26, 2015","May 10, 2015",,Mass Market Paperback,view,/book/show/9791.A_Walk_in_the_Woods
475,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A God in Ruins        (Todd Family, #2)","Atkinson, Kate",0316176532,9780316176538,0316176532,468        pp,3.95,"56,666","May 01, 2015","May 05, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"May 08, 2015","Jun 26, 2015","May 08, 2015",,Hardcover,view,/book/show/3722183-a-god-in-ruins
476,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Peach Keeper,"Allen, Sarah Addison*",0553807226,9780553807226,0553807226,273        pp,3.86,"62,525","Mar 22, 2011","Mar 22, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 30, 2015","Jun 26, 2015","Apr 30, 2015",,Hardcover,view,/book/show/8546358-the-peach-keeper
477,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Secrets of a Charmed Life,"Meissner, Susan*",,,,386        pp,4.23,"59,770","Feb 03, 2015","Feb 03, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 29, 2015","Jun 26, 2015","Apr 29, 2015",,Paperback,view,/book/show/22544024-secrets-of-a-charmed-life
478,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Backlands,"Shorr, Victoria",0393246027,9780393246025,0393246027,304        pp,3.50,96,"May 04, 2015","May 11, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 30, 2015","Apr 26, 2015",,Hardcover,view,/book/show/23316512-backlands
479,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prodigal Summer,"Kingsolver, Barbara",0060959037,9780060959036,0060959037,444        pp,4.03,"114,398","Oct 17, 2000","Oct 16, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,"Apr 26, 2015","Jun 26, 2015","Apr 26, 2015",,Paperback,view,/book/show/14249.Prodigal_Summer
480,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Magic Hour,"Hannah, Kristin*",,,,451        pp,4.16,"132,605",2006,"Nov 27, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 18, 2015","Jun 26, 2015","Apr 18, 2015",,Mass Market Paperback,view,/book/show/1470232.Magic_Hour
481,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Life in Motion: An Unlikely Ballerina,"Copeland, Misty",1476737983,9781476737980,1476737983,288        pp,3.89,"7,998","Mar 04, 2014","Mar 04, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 17, 2015","Jun 26, 2015","Apr 17, 2015",,Hardcover,view,/book/show/18143768-life-in-motion
482,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Emma: A Modern Retelling,"McCall Smith, Alexander*",0804197954,9780804197953,0804197954,361        pp,3.12,"13,289","Nov 06, 2014","Apr 07, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 10, 2015","Jun 26, 2015","Apr 10, 2015",,Hardcover,view,/book/show/23395733-emma
483,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cloud Atlas,"Mitchell, David",0375507256,9780375507250,B00A2M3QD4,509        pp,4.01,"248,784",Mar 2004,"Aug 17, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 08, 2015",,Paperback,view,/book/show/49628.Cloud_Atlas
484,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Edenbrooke        (Edenbrooke, #1)","Donaldson, Julianne*",1609089464,9781609089467,1609089464,264        pp,4.33,"54,123","Mar 27, 2012","Mar 27, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is one of those books you all have been telling me to read for YEARS. (I'd be embarrassed to add up how many times I've checked it out of the libThis is one of those books you all have been telling me to read for YEARS. (I'd be embarrassed to add up how many times I've checked it out of the library and returned it unread.) When yet another due date approached, I finally read it—in a single day! This is a squeaky-clean Regency romance, strongly reminiscent of Georgette Heyer and often recommended for Jane Austen fans. (I wouldn't hesitate to pass this on to my 10-year-old.) Fast and fun for Janeites and historical fiction lovers....more",Notes are private!,0,26,1,"Sep 14, 2015",not set,"Apr 08, 2015",,Paperback,view (with text),/book/show/12820360-edenbrooke
485,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Circle of Friends,"Binchy, Maeve",0099498596,9780099498599,0099498596,722        pp,4.06,"65,576","Jan 01, 1980","Jul 18, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 08, 2015","Jun 26, 2015","Apr 08, 2015",,Paperback,view,/book/show/41977.Circle_of_Friends
486,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Winter Sea,"Morrissey, Di",1250051193,9781250051196,1250051193,432        pp,3.75,"1,113","Oct 22, 2013","Dec 30, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 05, 2015","Jun 26, 2015","Apr 05, 2015",,Paperback,view,/book/show/22213585-the-winter-sea
487,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grand Sophy,"Heyer, Georgette",0099465639,9780099465638,0099465639,328        pp,4.17,"33,166",1950,"Jan 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 05, 2015","Jun 26, 2015","Apr 05, 2015",,Paperback,view,/book/show/261689.The_Grand_Sophy
488,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ready Player One        (Ready Player One, #1)","Cline, Ernest*",030788743X,9780307887436,030788743X,374        pp,4.23,"1,167,494","Aug 16, 2011","Aug 16, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,10,1,Apr 2015,"Jun 26, 2015","Apr 01, 2015",,Hardcover,view,/book/show/9969571-ready-player-one
489,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Man Called Ove,"Backman, Fredrik*",1476738017,9781476738017,,337        pp,4.38,"1,031,521","Aug 27, 2012","Jul 15, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,11,1,Apr 2015,"Nov 10, 2015","Apr 01, 2015",,Hardcover,view,/book/show/18774964-a-man-called-ove
490,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Red Tent,"Diamant, Anita*",0312353766,9780312353766,0312353766,324        pp,4.20,"598,710",1997,Oct 1997,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 31, 2015","Jun 26, 2015","Mar 31, 2015",,Hardcover,view,/book/show/4989.The_Red_Tent
491,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Winter Sea        (Slains, #1)","Kearsley, Susanna*",0749080973,9780749080976,0749080973,527        pp,4.10,"66,159","Sep 22, 2008",2010,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,"Mar 07, 2015","Mar 31, 2015",,Hardcover,view,/book/show/3392089-the-winter-sea
