,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Betsy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
652,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Born a Crime: Stories From a South African Childhood,"Noah, Trevor",,,0385689225,289        pp,4.49,"693,447","Nov 15, 2016","Nov 15, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 26, 2019",,Hardcover,view,/book/show/29780253-born-a-crime
653,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Summer Book,"Jansson, Tove",159017268X,9781590172681,159017268X,170        pp,4.03,"39,195",1972,"May 20, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Despite some logistics confusion (where people were and when they changed locations—a house, a cottage, town, on an island or on one island looking atDespite some logistics confusion (where people were and when they changed locations—a house, a cottage, town, on an island or on one island looking at events on another island) as well as wondering whether one character was real or an imaginary friend, I liked this atmospheric tale about young Sophia and her increasingly old grandmother during their summers on a Finnish island. I particularly liked how Grandmother constantly took Sophia's guilt away by taking imaginary responsibility for things that nobody is responsible for. All of their communication was in an agreed language of imagination. The story was timeless—summers that seemed to all be one—but again, I was confused by Sophia's constant age; she never got any older, and I know that aging was a constant worry for Grandmother. I almost thought she had some disability, except an author's lovely illustration near the end of the book, showed her as a small child. If this was supposed to be one long summer, that was unclear as there were several transitions away and back to the island . . . finally ending in a dark Autumn. After I finished the book, I went back to the introduction by Katherine Davis. She clarifies that it is one summer about a six-year-old and a very old grandmother. She also says that the possible imaginary friend is a real child. If this is true, I didn't understand this book at all. ...more",Notes are private!,0,15,1,"May 29, 2019","May 31, 2019","Feb 26, 2019",,Paperback,view (with text),/book/show/2263969.The_Summer_Book
654,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Charlotte's Web,"White, E.B.",0807208523,9780807208526,0807208523,4        pp,4.20,"1,834,548","Oct 15, 1952","May 01, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Almost two weeks ago I sprained my ankle, and yesterday, because I felt myself decompensating from lack of sweaty exercise, I attempted a tiny bit of Almost two weeks ago I sprained my ankle, and yesterday, because I felt myself decompensating from lack of sweaty exercise, I attempted a tiny bit of an aerobic warmup, thereby regressing my healing about a week. So today, I'm trying to do nothing and ignore the pain.What better time to listen to my fantasy father, E. B. White, reading me the story of Charlotte's Web, perhaps one of the best books ever written for any reader of any age.To my ear, his voice and diction are sublime—just the right amount of Maine drawl, loving the consonants and yawning the vowels with pleasure.I did not know this recording (three 50th anniversary CDs, Random House/Listening Library, 1970) existed until I read a mention of it in another book that is ostensibly aimed at kids, but is just as appropriate and maybe can be even more appreciated by adults,  Some Writer!: The Story of E. B. White by Melissa Sweet. (And I would not have known about that book, and its universal appeal without my Goodreads friend Julie Grippo's .)So despite a bum ankle and lousy attitude, I was mesmerized for more than three hours and only felt the pain of losing Charlotte. Oh, my heart![image]...more",Notes are private!,0,28,1,not set,"Feb 25, 2019","Feb 25, 2019",,Audio CD,view (with text),/book/show/319072.Charlotte_s_Web
655,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Choice: Embrace the Possible,"Eger, Edith*",,,B01HMXRZ6O,321        pp,4.58,"99,803","Sep 05, 2017","Sep 05, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Feb 21, 2019",,Kindle Edition,view,/book/show/35807243-the-choice
656,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Red Address Book: A Novel,"Lundberg, Sofia",,,B07896284S,305        pp,4.01,"16,376",2015,"Jan 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 19, 2019",,Kindle Edition,view,/book/show/40543116-the-red-address-book
657,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dollmaker,"Arnow, Harriette Simpson",0060529342,9780060529345,0060529342,608        pp,4.17,"3,661",1954,"Apr 29, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2019",,Paperback,view,/book/show/600335.The_Dollmaker
658,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Donna Has Left the Building,"Gilman, Susan Jane*",,,,unknown,3.47,680,"Jun 04, 2019","Jun 04, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Susan Jane Gilman is a funny writer—hilarious, belly-laugh-inducing, causing one to cough and gasp in joy—who writes real, complicated characters, comSusan Jane Gilman is a funny writer—hilarious, belly-laugh-inducing, causing one to cough and gasp in joy—who writes real, complicated characters, complete with pain and delusions. And the reason they are so deeply funny is that Gilman is self-aware enough to know and show their flaws better than they know them. I knew this after reading her last novel, The Ice Cream Queen of Orchard Street, but when I realized how contemporary and domestic this new story was (about a wife and mother and crackling with cultural references to rock bands I’ve never listened to), I geared myself up for easy sarcasm. But no! Like Lillian Dunkle, the Russian Jewish star of Ice Cream Queen, titular protagonist Donna Koczynski may inhabit a particular era (in this case, one when trendiness reigns), but she is rooted in her own crazy psychology, which includes equal parts compassion, open-minded curiosity, lunatic-level denial, and crazed she-wolf rage.My most successful published work to date is a monologue from a play called Darleen Dances. It is so widely performed that it has been blacklisted by various auditioning institutions. It is popular with young actresses because it is funny and they get to dance for the duration of the monologue. After watching a few young actors mutilate the piece, I finally wrote “Notes to Actors” in the copy of the play that I sell online. In these notes, I tell them “not to try to be funny or cute.” Instead, play the truth—which happens to be agonizing—of what the character is facing and doing. I promise them it will make the piece funnier.If I could, I would give this note to all the writers who create slick, sarcastic, self-congratulatory (to the writers, who identify with them) women characters. And for an example of what I mean by “writing the truth,” I would send them to Susan Jane Gilman’s books.Donna Koczynski is a wife, mother, former punk rocker, present seller of kitchen ware, who, self-admittedly “exhilarated by [her] own audacity,” suffers from perpetual insatiability, and finds herself on an unknown pilgrimage after blindly running away from home.The first few chapters are fantastically funny. But this big (400-page) commercial novel is so much more than laughs. With the skill of the best literary writers, the rage of the Greeks and contemporary feminists, combined with Lucille Ball-like pratfalls and plot twists, all in a twenty-first century tableau, Gilman’s Donna organically spirals down a very dark rabbit hole and out the other side of the earth, bobbing in a sea of love. I was constantly surprised, never knowing where the story was going. Screwy as many of the relationships are, they feel real. In an era where, as one of her characters observes, “Soon people won’t be able to tell what’s real or fake at all anymore,” Susan Jane Gilman is the real deal: a writer functioning on all cylinders. And so is Donna Koczynski. ***I received an Advanced Reading Copy from the publisher, Grand Central Publishing. The book launches in June 2019.***A NoteI'm not interested in recounting plots in my s, but I think it may be important to mention that, despite its protagonist being a fairly comfortable white woman, this book does the great service of bringing the desperate immigrant experience home for people who are not running for their lives: what it's like to flee, with no idea where you're going or how you are going to survive. And the way Gilman conveys this--managing to make you feel the experience as a person who is probably not in these straits and also managing to relate the true current experience of so many people who are--is rather genius.***6/18/19 UpdateI went to hear Susan Jane Gilman read at B&N last night, and wow! I'm a reading purist and always prefer the firsthand reading experience to the popular audiobooks option, but Gilman, who recorded her own audiobook, is as good as it gets. So for my audiophile friends, I suspect that version of the book is out-of-the-ballpark good....more",Notes are private!,0,35,1,"Feb 12, 2019","Feb 18, 2019","Feb 12, 2019",,,view (with text),/book/show/42188456-donna-has-left-the-building
659,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little,"Carey, Edward",0525534326,9780525534327,0525534326,448        pp,4.02,"12,069","Oct 04, 2018","Oct 23, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"None of us had a large understanding of the tides of man; each knew only his little portion. For some it was hair, for others teeth; one concentrated None of us had a large understanding of the tides of man; each knew only his little portion. For some it was hair, for others teeth; one concentrated on eyes, another on paint; one mixed the wax, another prepared the plaster. No one could see beyond his own individual station. Only together did we make the anatomy of a city in change; only together did we render things legible to all. (336)I was wondering what kept author Edward Carey dedicated for the fifteen years it took to birth this remarkable and compulsively readable historical novel about the child who lost her mother during the eighteenth century, which loss set her on a bizarre trajectory to train to make wax models of human anatomy, become a servant to the young sister of the King of France, and ultimately, to become Madame Tussaud of wax museum fame. But the above paragraph toward the end of the book answered my question.Anne Marie Grosholtz, renamed Little because of her diminutive size, is the embodiment of resilience. Lacking company, she senses the life in objects and rooms; she begins to understand that these living pieces form a kind of body. Given a cupboard to live in, she finds its life and benefits in the tight space. And so she survives abuse after abuse and finally the French Revolution.And when the Revolution comes, the severed heads of the royals and their minions are cast in wax for posterity. And when a terrified philosopher pleads to cover up the reproductions, claiming they will cause more violence, Marie’s master Curtius refuses, explaining, “They are only what has happened outside in the city. . . We observe it. . . That is truth. Wax never lies—not like those oil portraits in gilt frames I have seen all about the palace. Wax was ever the most honest of substances.” “Cover it up,” begs the philosopher. “But that would be lying,” counters Curtius. (342)” And that is the raison d’etre of this can’t-put-down novel with wonderful illustrations by the author—done as if they are Marie’s own. It is an observation and chronical of a brutal history that belongs to human beings. Except defying Curtius’s insistence that he and the others in the wax business at the Monkey House (the name of their popular museum) do their work as unemotional observers—the so-called journalists of their day—this book represents the full emotional story of Marie, who sees both the goodness and horror in everyone—allowing the reader to as well....more",Notes are private!,0,23,1,"Mar 04, 2019","Mar 08, 2019","Feb 11, 2019",,Hardcover,view (with text),/book/show/38649806-little
660,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fifth Risk,"Lewis, Michael",1324002646,9781324002642,1324002646,221        pp,4.09,"44,513","Oct 02, 2018","Oct 02, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2019",,Hardcover,view,/book/show/40109421-the-fifth-risk
661,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Magician's Assistant,"Patchett, Ann",,,,357        pp,3.72,"43,998",1997,"Dec 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2019",,Paperback,view,/book/show/16055.The_Magician_s_Assistant
662,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,State of Wonder,"Patchett, Ann",0062049801,9780062049803,0062049801,353        pp,3.89,"188,459","May 03, 2011","Jun 07, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is my second Ann Patchett novel, after meeting her through The Dutch House not long ago, and I'm so pleased and surprised. I'm pleased becausThis is my second Ann Patchett novel, after meeting her through The Dutch House not long ago, and I'm so pleased and surprised. I'm pleased because her writing is so technically sound (beautiful narrative, no structural glitches, real characters, complex relationships) that my editor's head goes on vacation and I can simply enjoy like a normal reader. And I'm surprised and delighted by her range: State of Wonder is completely different from the family drama of The Dutch House; it is a great adventure from a Minnesota research lab to the Amazon jungle—vivid, painstakingly researched without any of that screaming ""Notice this!"" fact-dumping that drives me nuts in some historical novels. Again, great technique and confidence. So I lay back on my couch and thoroughly enjoyed the ride . . . Mostly . . .Some Thoughts on Peeing & PoopingI do not know any human being or other animal who does not regularly evacuate, and for most of the middle-aged women I know, doing it before they leave on a trip and finding a place to do it once they arrive at a destination is critical. Many humans have issues around this, but even if they don't, finding the place to relieve oneself is a primal need.But apparently not for Ann Patchett's intrepid forty-two-year-old research scientist who travels from Minnesota to a hotel in Brazil where she then insists on being an unwelcome passenger on a pontoon into the wilds of the Amazon jungle—a place with no electricity or plumbing where she arrives in a night so dark she cannot see her hand in front of her face; a place where her hostess immediately abandons her to a boy who may be twelve years old, who leads her to a bed in his hut. And never does Patchett mention the most important need: Where does she pee? Where does she poop in the morning? Does she do it in front of the kid? How does she know where to do it? There must be some agreement among the tribe not to do it where the community communes. Tell me! I simply must know.I understand that most writers leave out going to the bathroom (not me—fair warning if you read my novels), and in most cases it is fine. But in this story, I find the omission to be a bizarre kind of censorship—so much so that I found myself in my own state of wonder. Nevertheless, I really enjoyed this adventure and escape from everyday life in the present U.S. of A....more",Notes are private!,0,38,1,"Jan 08, 2020","Jan 13, 2020","Feb 06, 2019",,Hardcover,view (with text),/book/show/9118135-state-of-wonder
663,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hero With a Thousand Faces,"Campbell, Joseph",0691017840,9780691017846,0691017840,416        pp,4.14,"41,443","Jun 10, 1949","Mar 01, 1972",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2019",,Paperback,view,/book/show/588138.The_Hero_With_a_Thousand_Faces
664,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sight,"Greengrass, Jessie",1473652375,9781473652378,1473652375,198        pp,3.40,"1,451","Feb 22, 2018","Feb 22, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2019",,Hardcover,view,/book/show/36212526-sight
665,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Man's Meat,"White, E.B.",,,,unknown,4.28,"1,945",1942,unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"One Man’s Meat by E. B. WhiteThis house, this house now held in Sunday’s fearful grip, is a hundred and twenty years old. I am wondering what SabbathsOne Man’s Meat by E. B. WhiteThis house, this house now held in Sunday’s fearful grip, is a hundred and twenty years old. I am wondering what Sabbaths it has known. Here where I sit, grandfather H. used to sit, they tell me—always right here. He would be surprised were he here this morning to note that the seams in the floor have opened wide from the dry heat of the furnace, revealing the accumulation of a century of dust and crumbs and trouble and giving quite a good view of the cellar. (46)For the last six days, I have been inhaling my mother’s 1944 edition of E. B. White’s volume of heavenly essays, written between 1938 and 1943 when White was both farming in Maine and doing his duty as a watchman to support the War effort. My edition lacks a dust cover but has an inscription dated 10/27/45 from a long-dead friend to my now-dead mother, Edna, on the occasion of her twenty-fourth birthday. This browning tome has been on my shelf for decades. And when I finally took it down and began to read, I almost drowned in the accrued feelings: This book, this book is seventy-five years old. And I am wondering about all the hands that held it—from the printer’s to warehouse workers’ to bookstore clerks’ to my mother’s dear friend Tommy, to young, optimistic Edna, a budding writer, who—once we were both finally grown up enough to be friends—often mentioned E. B. White and kept this book through marriage, popped fantasy bubbles, and numerous dwellings. We never talked much about books, and although I remember her expressing reverence for White’s writing, in my arrogance, ignorance, and youth, I never thought to explore his work beyond Stuart Little, which was enough to make him my hero for life. (I didn’t see the need to read Charlotte’s Web until a few years ago when it beckoned from my top shelf and ended up being a driving force in my own novel, The Last Will & Testament of Zelda McFigg—so it was research. I blush at my oblivion.) Edna died in 1990 at age sixty-eight, the age I will turn in two days, and I want her back so we can talk: “I get it! I get it!” I cry. “If only I had known more when you were alive so we could share our love for Andy White.”E. B. White was all of forty-four, or thereabouts, when he wrote these anthologized essays for Harper’s Magazine and The New Yorker. A “personal record,” he calls it in the Foreword. “It is a collection of essays which I wrote from a salt water farm in Maine while engaged in trivial, peaceable pursuits” as an “over-age male” who was restless during the war. He was only a few years older than I was when my mother died, and yet he knew so much more than I ever will. He is a writer’s god and his voice is so vital that one senses him, as if both of you are hanging out in the 1940s, talking about farm animals in spring, barn building, and Hitler as a contemporary person of interest, and, although you may blanch at occasional casual linguistic racism, there is nothing at all awkward about this time jumping. In fact, White articulates the very sensation of normal time-jumping in a stunning essay, ""Once More to the Lake,"" about feeling as if he were inhabiting his own father when he took his son to his own boyhood fishing haunt: ""There had been no years between the ducking of this dragonfly and the other one—the one that was part of memory. I looked at the boy, who was silently watching his fly, and it was my hands that held his rod, my eyes watching. I felt dizzy and didn't know which rod I was at the end of."" (248) E. B. White is some writer!Some quotes:[Regarding a writer who has sworn off writing anything that is not good and significant:] Having resolved to be nothing but significant, he is in a fair way to lose his effectiveness. A writer must believe in something, obviously, but he shouldn’t join a club. Letters flourish not when writers amalgamate, but when they are contemptuous of one another. (Poets are the most contemptuous of all the writing breeds, and in the long run the most exalted and influential.) Even in evil times, a writer should cultivate only what naturally absorbs his fancy, whether it be freedom or cinch bugs, and should write in the way that comes easy. (43)In a free country it is the duty of writers to pay no attention to duty. Only under a dictatorship is literature expected to exhibit an harmonious design or an inspirational tone. A despot doesn’t fear eloquent writers preaching freedom—he fears a drunken poet who may crack a joke that will take hold. (43)Above two quotes written in January 1939Monday. The cat, David, is lying beside me, a most unsatisfactory arrangement, as he gives me hay fever.My sensitivity to cats defeats the whole purpose of a cat, which is to introduce a note of peace in a room. (60)April 1939The cells of the body co-operate to make the man; the men co-operate to make the society. But there is a contradiction baffling to biologist and layman alike. On the same day last spring that I saw a flight of geese passing over on their way to the lonely lakes of the north (a co-operative formation suggesting a tactical advantage imitated by our air corps)—on that same day cannibalism broke out among my baby chicks and I observed the brutality with which the group will turn upon an individual, literally picking his guts out. This is the antithesis of co-operation—a contrariness not unobserved in our own circles. (I recently read of a member of an actors’ union biting another actor quite hard. I believe it was over some difference in the means of co-operation.) (89)July 1939I just want to tell before I am slowed down, that I am in love with freedom and that it is an affair of long standing and that it is a fine state to be in, and that I am deeply suspicious of people who are beginning to adjust to fascism and dictators merely because they are succeeding in war. From such adaptable natures a smell rises. I pinch my nose. (168)July 1940In this spring of 1941 a man tends his [brooder—to keep chicks warm] fire in a trance that is all the deeper because of its dreamlike unreality, things being as they are in the world. I sometimes think I am crazy—everybody else fighting and dying or working for a cause or writing to his senator, and me looking after some Barred Rock chickens. But the land, and the creatures that go with it, are what is left that is good, and they are the authors of the book that I find worth reading; and anyway a man has to live according to his lights even if his lights are the red coals in the base of a firepot. (236)April 1941[Right after the bombing of Pearl Harbor] To hold America in one's thoughts is like holding a love letter in one's hand—it has so special a meaning. Since I started writing this column snow has begun falling again; I sit in my room watching the re-enactment of this stagy old phenomenon outside the window. For this picture, for this privilege, this cameo of New England with snow falling, I would give everything. Yet all the time I know that this very loyalty, this feeling of being part of a special place, this respect for one's native scene—I know that such emotions have had a big part in the world's wars. Who is there big enough to love the whole planet? We must find such people for the next society. (276)December 1941Thursday In time, ownership of property will probably carry with it certain obligations, over and above the obligation to pay the tax and keep the mortgage going. . . . [P]eople are beginning to suspect that the greatest freedom is not achieved by sheer irresponsibility. The earth is common ground and we are overlords, whether we hold title or not; gradually the idea is taking form that the land must be held in safekeeping, that one generation is to some extent responsible to the next, and that it is contrary to the public good to allow an individual merely because of his whims or his ambitions, to destroy almost beyond repair any part of the soil or the water or even the view. (333-334)The trend toward the ownership of land by fewer and fewer individuals is, it seems to me, a disastrous thing. For when too large a proportion of the populace is supporting itself by the indirections of trade and business and commerce and art and the million schemes of men in cities, then the complexity of society is likely to become so great as to destroy its equilibrium, and it will always be out of balance in some way. But if a considerable portion of the people are occupied wholly or partially in labors which directly supply them with many things which they want, or think they want, whether it be a sweet pea or a sour pickle, then the public poise will be a good deal harder to upset. (334)The trouble with the profit system has always been that it was highly unprofitable to most people. The profits went to the few, the work went to the many. I think our phrase “common man” came to mean the man who never managed to get his hands on anything but a pay envelope, and sometimes not that. You became uncommon when you had capital to invest or an idea to develop. Usually you had neither, and were common as dirt. Profits flowed into closely guarded channels which led into a mysterious sea. (339)So wrote E. B. White from his farm in Maine in November of 1942, as he made his contribution to the war effort, while simultaneously disparaging the buzz from the “ad men” who distorted the grueling reality.Included in these essays is one about the inundation of children’s books White suffered every year when his wife, writer and editor Katherine, received  copies of new books. He is funny and sarcastic, but also he is clearly studying them—interesting, because this book was compiled several years before Stuart Little and Charlotte’s Web were even an idea. (Here is a letter to his editor about the true Charlotte who inspired Charlotte’s Web.)...more",Notes are private!,0,21,1,"Jan 31, 2019","Feb 05, 2019","Jan 31, 2019",,Hardcover,view (with text),/book/show/22464337-one-man-s-meat
666,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Music of the Swamp,"Nordan, Lewis",1565120167,9781565120167,1565120167,224        pp,4.07,645,1991,"Jan 09, 1992",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not so much a novel as a series of childhood stories of a boy named Sugar Mecklin growing up in rural Mississippi with his drunk father and beautiful Not so much a novel as a series of childhood stories of a boy named Sugar Mecklin growing up in rural Mississippi with his drunk father and beautiful mother. The writing is beautiful and the infusion of really horrible stuff with love makes it laugh-out-loud funny sometimes. One could imagine this is lightly fictionalized memoir if not for the final essay by Nordan: “Music of the Swamp: The Invention of Sugar, An Essay about Life in Fiction—and Vice Versa.” Nordan spills the beans about how we writers lie and believe our own lies and why we do it. I kind of wish I’d savored the end of the book at least a day before reading the essay. It’s a sweet book....more",Notes are private!,0,17,1,"Mar 17, 2019","Mar 19, 2019","Jan 31, 2019",,Paperback,view (with text),/book/show/672262.Music_of_the_Swamp
667,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Some Writer!: The Story of E. B. White,"Sweet, Melissa",0544319591,9780544319592,0544319591,176        pp,4.15,"5,643","Oct 04, 2016","Oct 04, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This sumptuously illustrated biography for children is catnip for adult lovers of E. B. White. In fact, for ladies with a sapiosexual proclivity (lookThis sumptuously illustrated biography for children is catnip for adult lovers of E. B. White. In fact, for ladies with a sapiosexual proclivity (look it up), E. B. White is possibly the sexiest man who ever lived.Thank you to Julie Grippo for ing this book and stirring up things all over the place....more",Notes are private!,0,13,1,"Feb 05, 2019","Feb 06, 2019","Jan 30, 2019",,Hardcover,view (with text),/book/show/28114411-some-writer
668,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alphabet,"Page, Kathy",1927428947,9781927428948,B00NE6P80Y,304        pp,3.57,258,2004,"Sep 29, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Even before I read Kathy Page’s bio I assumed that she had a background as a therapist in a prison and was steeped in the healing process, so reading Even before I read Kathy Page’s bio I assumed that she had a background as a therapist in a prison and was steeped in the healing process, so reading the complete back story of this novel in the wonderful Afterword both thrilled me and confirmed all my suspicions about what this book is really about and what it took to write it.Briefly, it is a kind of dramatized case study and healing journey of a violent offender in prisons in the U.K. I don’t want to say much more about plot because it’s best if you read it without knowing.All of the characters in this story are real (meaning, true depictions—not taken from real life). There was not one second of inauthenticity—in character, thought, or in the paradoxical steps of healing. Kathy Page not only dramatized this journey, but she broke it down into real steps that anybody who has done deep work on herself or who has studied healing therapies will find familiar: reacting, keeping enough space around your reaction to really see it and take responsibility for it; therefore you then see a reality that is different from the one you reacted to; and therefore you can dissemble your reaction and consciously choose to do something else.For me—a person who has investigated many healing modalities, as a client, a trainee, and as a journalist—this was as good as it gets because character, thoughts, emotions, actions, and ambivalence, fear, and paradoxes were so organic. Anybody who has been brave enough to change what seems unchangeable will recognize himself in this book.It took my breath away....more",Notes are private!,0,17,1,"Feb 08, 2019","Feb 12, 2019","Jan 24, 2019",,Kindle Edition,view (with text),/book/show/23480220-alphabet
669,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Talk to Me,"Kenney, John",0735214379,9780735214378,0735214379,304        pp,3.72,829,"Jan 15, 2019","Jan 15, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Disgraced TV news anchor Ted Grayson is at a fundraiser in an upscale Connecticut town. He peruses the guests: “. . . a fairly uniform group: white, mDisgraced TV news anchor Ted Grayson is at a fundraiser in an upscale Connecticut town. He peruses the guests: “. . . a fairly uniform group: white, middle-aged, attractive, fit, well-dressed, smiling, sexually devious, deeply wealthy, unusually successful. They were members of an elite club, a club to which they were desperate to belong and yet, here, now, to which each felt like an outsider.” (102)That’s the gang, and Kenney’s social satire of our twenty-first century love of public shaming is biting and delicious. But what makes this book really wonderful is that the sharp satire is woven into a story about people who are stripped of their facades; they are real and we feel their pain: nobody is good enough; everybody is frustrated; you can love but you can’t control anyone or anything you love; and inevitably we all hurt others and make terrible mistakes. The title Talk to Me becomes a plea, a prayer through humor and pain in a time of social tyranny when whatever is blasted through the media’s microphones is perceived as true. Daughter turns against father, wife against husband, and John Kenney tells the truth of all sides in the war between social perceptions and a man’s real life. As personal becomes public and distorted into something monstrous, the reader senses it is not only true but could happen to any of us, and we vibrate with the agony of our human condition and awe that the miracle of love survives it....more",Notes are private!,0,16,1,"May 13, 2019","May 17, 2019","Jan 23, 2019",,Hardcover,view (with text),/book/show/40000573-talk-to-me
670,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Waiting for Bojangles,"Bourdeaut, Olivier",1501145916,9781501145919,1501145916,176        pp,4.19,"13,754","Jan 07, 2016","Mar 19, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"July 1, 2019 UpdateI've just reread this book for my book club and am stunned by what a different experience this is from my first time through. The dJuly 1, 2019 UpdateI've just reread this book for my book club and am stunned by what a different experience this is from my first time through. The difference is I know the whole story, so I understand everything (including the use of prose verse, which does not start immediately, but only after the first use of the father's first-person narrative), and rather than madcap, I'm finding this devastating. This is a story about love and madness: one person is mad by default; another chooses to descend into madness for love; and a child is left in the void. Oh my god, this is a great novel.My earlier This book is perfect—from the cover illustration that instantly conveys the bon-vivant “toujours gai” (to borrow from Don Marquis’s Archy & Mehitabel) bubbliness of this eccentric family of a boy and his two madcap parents, to the interior design, to the inspired translation from the French by Regan Kramer: the whole book is written as prose verse with the most complicated internal rhyming and music—imagine doing such a conversion from one language to another!I don’t want to give anything away about the story because to do so would rob readers of delight, constant surprise, and perhaps uncontrollable sobbing. But while reading like Don Marquis’s verse, it manages to be a real novel—a story about a family that is funny, sad, and charming. And there are complex levels communicated inventively by alternating the boy’s narrative with one written by his father in a private novel where the devastating truth of the situation becomes apparent—all the more devastating because it is delivered in the light-verse prose style that has been established. The result is original, arresting, and utterly gut-wrenching.This book deserves all the awards it has received....more",Notes are private!,4,30,2,"Jul 2019Mar 30, 2019",Jul 2019Apr 2019,"Jan 16, 2019",,Hardcover,view (with text),/book/show/40538667-waiting-for-bojangles
671,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Truth About the Harry Quebert Affair,"Dicker, Joël",0143126687,9780143126683,0143126687,643        pp,4.18,"170,709","Sep 19, 2012","May 27, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2019",,Paperback,view,/book/show/19301797-the-truth-about-the-harry-quebert-affair
