,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Steven's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nightingale,"Hannah, Kristin*",0312577222,9780312577223,0312577222,440        pp,4.62,"1,358,314","Oct 08, 2015","Feb 03, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This story of French resistance to Nazi brutality focuses on women, often ignored in wartime accounts. The two sisters in the story have different chaThis story of French resistance to Nazi brutality focuses on women, often ignored in wartime accounts. The two sisters in the story have different characters but both are courageous and provide the basis for an emotional and powerful novel. Very well done!...more",Notes are private!,0,0,2,not setnot set,"May 31, 2020not set","May 31, 2020",,Hardcover,view (with text),/book/show/21853621-the-nightingale
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Conspiracy of Bones        (Temperance Brennan, #19)","Reichs, Kathy*",1982138882,9781982138882,1982138882,342        pp,3.78,"14,629","Mar 17, 2020","Mar 17, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,One of the best from this author!,Notes are private!,0,0,1,not set,"May 25, 2020","May 27, 2020",,Hardcover,view (with text),/book/show/46212909-a-conspiracy-of-bones
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Hotel,"Mandel, Emily St. John*",0525521143,9780525521143,0525521143,307        pp,3.69,"172,191","Mar 24, 2020","Mar 24, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Station Eleven,"" also by Mandel, was an excellent post-apocalypse novel. This book is also very good, but a complete change in genre and setting.The ""Station Eleven,"" also by Mandel, was an excellent post-apocalypse novel. This book is also very good, but a complete change in genre and setting.The Hotel Caiette is a grand resort for the rich, set in the north of Vancouver Island, and so remote you have to take a motor boat to get there. Vincent is an adept young bartender working there; and her life changes completely when she meets the wealthy investment dealer, Jonathan Alkaitis, who owns the hotel. The two come together, and Vincent enters the country of money, experiencing the pleasures and tensions that great wealth can bring -- from private jets, to exclusive sailing trips, to expansive shopping trips, though watching all along not to make mistakes in her relationship with Jonathan that would cast her out.Vincent is a remarkable character, and on one level, this book is about her life -- her relationship with her brother Paul who abuses her trust by stealing the videos she makes -- her dramatic decision to go to sea as the cook on a container ship when the break with Jonathan does come -- and the way her best female friend in the country of money ruthlessly abandons her after that break.But on another level, this is also a story of financial dishonesty, based on the Ponzi scheme of Bernie Madoff in the U.S. As Mandel has written, ""the crime in this novel is essentially Madoff's crime. But the people are completely different."" People lose their savings and their houses when the scheme collapses and Jonathan and his colleagues are jailed. The drama of this combining with the effects on Vincent all make for a powerful and poignant plot.Mandel is an other-worldly writer, and that emerges in this novel as in ""Station Eleven."" This time it is the ghosts of the past that haunt Jonathan as he endures his long prison sentence.The mix of characters in this book and the starkly different environments in which the plot plays out create a deeply engaging novel. I enjoyed it very much and look forward to Mandel's next novel....more",Notes are private!,0,0,1,not set,"May 10, 2020","May 20, 2020",,Hardcover,view (with text),/book/show/45754981-the-glass-hotel
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Night Fire        (Renée Ballard, #3; Harry Bosch, #22; Harry Bosch Universe, #33)","Connelly, Michael*",0316485616,9780316485616,0316485616,405        pp,4.28,"62,104","Oct 22, 2019","Oct 22, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is another good diversion by an author I have enjoyed before. The relationship between retired detective Harry Bosch and female detective Renee BThis is another good diversion by an author I have enjoyed before. The relationship between retired detective Harry Bosch and female detective Renee Ballard is gradually changing as she gains confidence and experience, so much so that she is becoming the leading figure in the book. The suspense of earlier books is maintained but new feminist themes are heightened, all around two disparate crimes that become connected. The result is a taut thriller with some interesting human dynamics. Another successful diversion from this author!...more",Notes are private!,0,0,1,not set,"May 03, 2020","May 05, 2020",,Hardcover,view (with text),/book/show/43885041-the-night-fire
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Greenwood,"Christie, Michael*",1984822004,9781984822000,1984822004,528        pp,4.34,"20,949","Sep 24, 2019","Feb 25, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a powerful novel about trees — their longtime survival and the threats that can ultimately destroy them after hundreds of years. Jake is a youThis is a powerful novel about trees — their longtime survival and the threats that can ultimately destroy them after hundreds of years. Jake is a young woman working on one of the few surviving giant treed islands off B.C. and this is her story — but also the saga of her ancestors — Willow her grandmother and Everett who rescued Willow from death and carried her across the continent by freight train, saving her with the help of Temple who cared for hungry drifters near Estevan. It is a dramatic story, full of tragedies and grim betrayals, but also resonate with passions, love and striking loyalties. It is also a saga dominated by trees — their long lives and their beauty as well as their destruction via the Withering that afflicts the earth and turns much of the world treeless and barren A long and tragic story, this is also a paean to the depth of love that a child can engender. I enjoyed this book and recommend it....more",Notes are private!,0,2,1,not set,"Apr 28, 2020","Apr 29, 2020",,Hardcover,view (with text),/book/show/39328584-greenwood
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Long Petal of the Sea,"Allende, Isabel*",,,B07R9WKFRF,325        pp,4.06,"97,180","May 21, 2019","Jan 21, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have read several Allende novels before, including “In the midst of Winter” and “Island beneath the Sea,” both of which were excellent. This novel iI have read several Allende novels before, including “In the midst of Winter” and “Island beneath the Sea,” both of which were excellent. This novel is even better. It’s a broad epic of the history of Chile, starting from the remarkable transit organized by poet Pablo Neruda that brought over 2000 Spanish refugees to Chile after they were defeated by Franco in the Spanish Civil War. Roser and Victor were two of these and the book focuses on their lives, developing from difficult circumstances (Roser was originally the lover of Victor’s brother and their marriage was one of convenience) through various affairs to a deep mutual love. The two epitomize the contributions that the Spanish refugees make to Chile, via medical help and cultural achievements. At the same time Allende traces their lives in emotionally powerful terms, making them come vividly alive, connecting them to iconic Chilean figures such as Neruda and Salvador Allende, and portraying this unique country. This is a fine book, complex and multifaceted. You will enjoy it immensely. ...more",Notes are private!,0,0,1,not set,"Apr 10, 2020","Apr 20, 2020",,Kindle Edition,view (with text),/book/show/46042377-a-long-petal-of-the-sea
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elevator Pitch,"Barclay, Linwood*",0062678302,9780062678300,,464        pp,3.83,"15,684","Sep 17, 2019","Sep 17, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Every once in a while, I need a good escapist thriller -- and this novel fills the bill.Set in New York, a city of high towers, it is a book about eleEvery once in a while, I need a good escapist thriller -- and this novel fills the bill.Set in New York, a city of high towers, it is a book about elevators starting to fail and the grim and strenuous consequences when people can no longer use them -- heart attacks as people try to climb dozens of floors. But it is also a novel about a New York mayor trying to deal with his past misdeeds and the woman journalist who is constantly attacking him. Add to that a murder mystery that two intrepid police detectives are trying to solve. The result is a gripping book that seems at first to be flying off in many separate directions -- but finally comes together in an exciting and unexpected conclusion.Don't read this thriller for deep character analysis, but for the suspense and taut writing that Linwood Barclay gives the reader. A fine diversion -- though it may keep me nervous about using elevators in the next few months!...more",Notes are private!,0,0,1,not set,"Apr 05, 2020","Apr 06, 2020",,ebook,view (with text),/book/show/40651621-elevator-pitch
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dutch House,"Patchett, Ann",0062963678,9780062963673,0062963678,337        pp,4.10,"446,715","Sep 24, 2019","Sep 24, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have raved about Ann Patchett's novels for years, from the taut terrorist confrontation in ""Bel Canto,"" to the analysis of racism in ""Taft"" and the I have raved about Ann Patchett's novels for years, from the taut terrorist confrontation in ""Bel Canto,"" to the analysis of racism in ""Taft"" and the combination of Amazon adventure and pharmaceutical science in ""Wonder."" Now comes a new addition, ""The Dutch House,"" which traces how a magnificent house, built by a noted architect, becomes the cornerstone of life-long conflicts that shape, reshape and distort the lives of all of the Conroy family members who inhabit it.At the heart of the book are Danny and Maeve, a younger brother and older sister, linked closely together as their mother, Elna, deserts them to work with the poor in India and their father, Cyril, brings a new wife, Andrea, into the house along with her two daughters, Bright and Norma. All the young people get along, but once Cyril dies, Andrea takes her resentment out on Danny and Maeve, expelling them from the house and setting off a lifelong battle. Patchett portrays the twists and turns in this destructive relationship with superb skill, incisive insight and deep pathos.This book reminds me in some ways of ""Commonwealth,"" Patchett's previous novel that she has said was based much on her own life. Disruption of family links is somehow compensated for by sibling love and mutual dependence.The result is a deeply felt emotional novel, lightened by fascinating characters -- plus the author's excellent writing skill.You will not expect the ironic and powerful conclusions of this book. They make the novel even more rewarding as an experience -- as usual with Ann Patchett!...more",Notes are private!,0,0,1,not set,"Mar 31, 2020","Apr 03, 2020",,Hardcover,view (with text),/book/show/44318414-the-dutch-house
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Five Wives,"Thomas, Joan*",1443458546,9781443458542,1443458546,400        pp,3.58,"1,841","Sep 03, 2019","Sep 03, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is an intricate and complex novel, difficult to follow at first, but compelling and powerful in the end. This multi-generational and penetrating This is an intricate and complex novel, difficult to follow at first, but compelling and powerful in the end. This multi-generational and penetrating character of the book led to it winning the 2019 Governor General prize for Canada’s best literary fiction. The story is built on a real life effort by American missionaries to convert a remote group of warlike villagers in Ecuador to Christianity in 1956. The five men involved were killed and the novel probes the aftermath of this event on their wives as well as their children. Thomas creates a thoughtful and compassionate story of their varied reactions, of the consequences for the remote villagers and of the ways the future plays out for further generations. This is a powerful critique of the evangelical certainties of the missionary endeavor and a discerning analysis of gender relationships within such a context. Thomas writes with skill and insight, creating a real world in which villagers and outsider zealots come vividly alive in their misunderstandings and dramatically different world views. This is not an easy book but it deserves the praise and prize award that it has won.Rough notes taken (by my wife Shirley Seward) while reading this novel; they helped me keep track of the various characters and the ties among them:Operation Auca - Auca also called WaoraniThe five wives were:Marilou (pregnant at time of Auca mission), married to Ed McCullyOlive (only one alive when novel opens with Abby, (was married to Peter)Betty (Elisabeth) Elliott (Abby’s grandmother and Sharon’s mother. Married to Jim Elliott. Stan is Betty’s second husbandMarj Saint (married to Nate Saint) -David’s parents and Abby’s grandparent. Rachel is Nate’s sister!Barb Youderian (married to Roger)David Saint is Abby’s father. He was married to Sharon who died. David’s father is Nate Saint. Marj Saint is his mother.Stan is Betty’s second husbandSean Youderian and Abby dated for a while. He is a “cousin” of the Auca mission.Jim Elliott is Abby’s grandfather and Betty’s husbandCornell Capa is a Jewish photographer with Life magazine. He came to Ecuador to capture the murder of the five menWalter Varga, filmmaker, wants Abby to be in a film about the Operation...more",Notes are private!,0,0,2,not setnot set,"Mar 28, 2020not set","Mar 28, 2020",,Paperback,view (with text),/book/show/43218019-five-wives
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Island of Sea Women,"See, Lisa*",,,,374        pp,4.31,"119,800","Mar 05, 2019","Mar 05, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jeju Island, with its iconic volcano, lies well south of the Korean mainland. It has a hard history of resisting foreign control, whether Japanese, AmJeju Island, with its iconic volcano, lies well south of the Korean mainland. It has a hard history of resisting foreign control, whether Japanese, American or mainland Korean. And it is based around the women of the community, many of whom were ""Haenyeo,"" divers gathering seafood products from deep in the ocean, without any breathing apparatus.These remarkable facts form the basis for this emotionally powerful novel about the touching then tragic interactions of two young girls, Young-sook who is an illiterate villager who becomes a Haenyeo leader, and Mi-Ja, tainted by her parents' collaboration with the Japanese. The two girls become very close as they both learn diving skills, even spending time working together in Russia to earn more for their families.But Jeju's history is grim and it ultimately pushes the two girls apart, in the context of the ""Four-Three"" struggle when thousands of Jeju villagers are murdered by the mainland authorities with the collaboration of American occupying forces. It is a tragic story, told well by Lisa See, with a generations-long rift that Young-sook refuses to reconcile.This is a fine novel. It provides insight into the remarkable skills of the Haenyeo divers; it traces a fraught relationship over many years; and it gives us the story of a stubbornly independent island fighting for the future it wants. A book very much worth reading!...more",Notes are private!,0,0,1,not set,"Mar 20, 2020","Mar 21, 2020",,Hardcover,view (with text),/book/show/40538657-the-island-of-sea-women
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Second Sleep,"Harris, Robert*",,,B07MSB15LZ,330        pp,3.48,"17,686","Aug 20, 2019","Sep 05, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Robert Harris has written a large number of diversionary novels, from Conclave and Munich to The Ghost (one of my favorites.)This novel is a post apocRobert Harris has written a large number of diversionary novels, from Conclave and Munich to The Ghost (one of my favorites.)This novel is a post apocalyptic story, set hundreds of years after the modern world has collapsed, sending British life back to basics (horseback travel, weaving looms and agricultural self-sufficient ways.) The church is dominant though corrupted. Within this context Harris has a young priest gradually changing his religious beliefs as he becomes entranced by the mystery of what the previous society was like and why it collapsed. The plot is interesting as always with Harris but the characters are less engaging than I had hoped to see and the book in my view rather limps to its conclusion. My recommendation? Read one of the other excellent books that Harris has written!...more",Notes are private!,0,0,1,not set,"Feb 27, 2020","Mar 01, 2020",,Kindle Edition,view (with text),/book/show/43561172-the-second-sleep
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guardians,"Grisham, John*",0385544189,9780385544184,0385544189,370        pp,4.14,"105,408","Oct 15, 2019","Oct 15, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"John Grisham is prolific — lots of books and various genres. But every so often he writes a super novel and this is one such example. The focus is on John Grisham is prolific — lots of books and various genres. But every so often he writes a super novel and this is one such example. The focus is on a small non-profit trying to free innocent victims who have have been wrongly jailed, often with the death penalty hanging over them. They measure their success in single digits because each case requires exhaustive research and clever legal strategy — and their funding is limited. Nevertheless this book presents a vivid picture of how they work and the injustices they are able to overcome. Full of suspense and marked by fascinating characters, the novel covers several cases but focuses on Quincy who was accused of killing a small town lawyer in northern Florida. This is a fine book but be warned — there are some violent scenes in it that will stick in your mind. A great escapist novel, though, that kept me awake far too late at night!...more",Notes are private!,0,0,1,not set,"Feb 17, 2020","Feb 19, 2020",,Hardcover,view (with text),/book/show/43701061-the-guardians
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reproduction,"Williams, Ian",0735274053,9780735274051,0735274053,464        pp,3.28,"2,608","Jan 22, 2019","Jan 22, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book won Canada’s Giller prize for the best fiction work of 2019 — an award which I feel would have better gone to Lampedusa by Stephen Price or This book won Canada’s Giller prize for the best fiction work of 2019 — an award which I feel would have better gone to Lampedusa by Stephen Price or Immigrant City by David Bezmogis. Nevertheless this is a powerful and imaginative novel, tracing the long term relationship of a white business man, Edgar, and a black Caribbean woman, Felicia, who meet in the hospital where both their mothers are seriously ill. Especially vivid is the character of Army, their unplanned son, who drives the plot forward with his unpredictable business efforts and his relationship with Heather, the daughter of their landlord, Oliver. She also has an unplanned son, Chariot (or Riot,) the result of a violent rape. Both Army and Riot then carry the story powerfully forward while Army reconnects Felicia and Edgar. This is a novel with experimental writing and a convoluted plot, somewhat hard to accept in its narrative. I would have nominated it for the Giller for its treatment of racial themes and its characters (especially Army and Felicia.) But I would not have given it the overall prize. ...more",Notes are private!,0,0,1,not set,"Feb 14, 2020","Feb 15, 2020",,Hardcover,view (with text),/book/show/40750625-reproduction
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Akin,"Donoghue, Emma*",,,,352        pp,3.68,"15,722","Sep 03, 2019","Sep 10, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have read 3 of Emma Donoghue’s previous novels, including “Room” and “The Wonder,” and found them excellent. “Akin” is also very good, weaving togetI have read 3 of Emma Donoghue’s previous novels, including “Room” and “The Wonder,” and found them excellent. “Akin” is also very good, weaving together a historical probing of the rescue of hundreds of Jewish children in World War Two Nice with an often amusing story of a contemporary 79 year old (Noah) who is the last relative of a bright but damaged 11 year old great nephew (Michael) whose father has died while his mother has been jailed. Noah is returning to Nice where he was born and suddenly has an unlikely travel companion!Both stories are fascinating and the personality conflict, development and interactions between Noah and Michael (based on age, class and lifestyle differences) play out engagingly. Maybe occasionally Michael’s acting out gets a little tedious, but overall this is a very fine book. I enjoyed it and recommend it....more",Notes are private!,0,0,1,not set,"Feb 02, 2020","Feb 03, 2020",,Hardcover,view (with text),/book/show/43209291-akin
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Alice Network,"Quinn, Kate*",,,,503        pp,4.32,"491,894","Jun 06, 2017","Jun 06, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Based in part on historical fact, this is a riveting novel of the female spy ring that penetrated German military planning in France during World War Based in part on historical fact, this is a riveting novel of the female spy ring that penetrated German military planning in France during World War 1. Led by a brilliant young French woman they discovered the location of secret armament targets and even the planned German attack on Verdun. The author has taken these facts and woven a long and fascinating story of espionage, love and revenge that kept me deeply engaged — following Eve Gardiner (the British spy who joined the network) and Charlotte St. Clair (a young pregnant American who seeks help from Eve years later) as they travel through France. There’s lots of suspense, maybe an edge of melodrama and some powerful love scenes. Overall, it’s a great story with some memorable characters and very much worth reading. ...more",Notes are private!,0,0,1,not set,"Dec 30, 2019","Dec 30, 2019",,Paperback,view (with text),/book/show/32051912-the-alice-network
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,That's My Baby,"Itani, Frances",144344782X,9781443447829,,368        pp,3.54,269,"Sep 05, 2017","Sep 05, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have read several of Itani's novels and enjoyed them. She has a skill at evocative detail, a grasp of small town Ontario and an ability to probe herI have read several of Itani's novels and enjoyed them. She has a skill at evocative detail, a grasp of small town Ontario and an ability to probe her characters in depth -- and this book, a sequel to her superb TELL, shows all these attributes well.Hanora is the main character, the adopted daughter of Kenan and Tress; she and her cousin Billie, traveled together to Europe just before World War 2, and became caught up in that struggle. So much of the book involves flashbacks to that difficult but dramatic time. Much later, though, when both women are back in Deseronto, the focus is on Billie's gradual mental decline and Hanora's help to her.The recurring theme, however, is Hanora's efforts to find information about her birth parents; she seems to have been devastated to discover on her 18th birthday that she was an adopted child. This impact seems overdone to me; we have adopted two daughters and they certainly do not have that sense of angst -- perhaps because we told them how and why they were adopted when they were very young.Nevertheless this is a fine book, capturing well the period from the past and the present challenges faced by aging and mental deterioration....more",Notes are private!,0,0,1,not set,"Dec 21, 2019","Dec 23, 2019",,ebook,view (with text),/book/show/33385042-that-s-my-baby
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Someone We Know,"Lapena, Shari*",0525557652,9780525557654,0525557652,292        pp,3.93,"122,960","Jul 30, 2019","Jul 30, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Another very good thriller from this Toronto author. Lots of teenage angst combined with an excellent whodunnit plot. Every Lapena book has worked forAnother very good thriller from this Toronto author. Lots of teenage angst combined with an excellent whodunnit plot. Every Lapena book has worked for me — this one has some interesting characters and an ending that is sure to surprise you....more,Notes are private!,0,0,1,not set,"Dec 18, 2019","Dec 22, 2019",,Hardcover,view (with text),/book/show/43982433-someone-we-know
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Agent Running in the Field,"le Carré, John",1984878875,9781984878878,1984878875,282        pp,3.85,"21,044","Oct 22, 2019","Oct 22, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another winner from one of the great spy novelists. Though he was born in 1931, Le Carre has still produced a gripping contemporary story focusing on Another winner from one of the great spy novelists. Though he was born in 1931, Le Carre has still produced a gripping contemporary story focusing on Brexit and the dangers of Donald Trump — all with the plot skill of a master and his usual depth of characters. For myself there was an extra pleasure in the role that badminton plays — my special sport when growing up. If you’re looking for a suspense thriller with a strong political twist you will enjoy this book as much as I did!...more",Notes are private!,0,0,1,not set,"Dec 11, 2019","Dec 16, 2019",,Hardcover,view (with text),/book/show/43904017-agent-running-in-the-field
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Immigrant City,"Bezmozgis, David*",1443457809,9781443457804,,224        pp,3.42,643,2019,"Mar 12, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is another excellent nominee short-listed for Canada's 2019 prestigious fiction award, the Giller Prize. It consists of seven probing and poThis book is another excellent nominee short-listed for Canada's 2019 prestigious fiction award, the Giller Prize. It consists of seven probing and powerful short stories, all focused around the lives of Russian and Latvian immigrants in Toronto. I normally find novels much more engaging than short stories but these seven include some superb character studies and convey common themes about the disequilibriums of changing countries, retaining ties to former homelands and finding new lives in a complex city filled with many other immigrants.I found the opening story, ""Immigrant City,"" particularly good, with its interplay between earlier Jewish immigrants from Latvia and more recent black arrivals from Somalia, all revolving around the purchase of a replacement car door at the far end of the city after the narrator had damaged the original. The encounters between two different cultures are emotionally recounted, including how his daughter ends up receiving a hijab. As he carries the replacement door home on the subway, the narrator muses: ""In an immigrant city, a city of innumerable struggles and ambitions, a white man with a car door and a daughter wearing a blue hijab attract less attention than you might expect.""Such subtle insights are everywhere in this fine book, explaining how it received the Giller nomination. Especially good are ""Little Rooster,"" about a the aftermath of a wartime love affair, ""A New Gravestone for an Old Grave,"" about a son's return to Latvia and the complications he finds in trying to complete his father's request to put a better tombstone on his brother's grave, and ""The Russian Riviera,"" portraying a Russian boxer who comes to Canada hoping to compete and ends up working as the bouncer at a Russian-themed restaurant.This book provides a deep and textured look at the new Canada that Toronto represents these days. It is beautifully written and very much worth reading....more",Notes are private!,0,1,2,not setnot set,"Dec 10, 2019not set","Dec 12, 2019",,ebook,view (with text),/book/show/40402363-immigrant-city
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dual Citizens,"Ohlin, Alix*",,,,256        pp,3.73,"1,929","Jun 04, 2019","Jun 04, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Alix Ohlin, with this novel, was short-listed for the second time for Canada's most prestigious fiction award, the Giller Prize. Her previous nominatiAlix Ohlin, with this novel, was short-listed for the second time for Canada's most prestigious fiction award, the Giller Prize. Her previous nomination was for ""Inside,"" which I found an excellent book, better (in my view) than the winner that year, ""419.""This novel is even more emotional and moving, tracing the lives of two Montreal half-sisters, Lark, studious but shyer, and Robin, younger, wilder, with prodigious piano talents. A major theme is the fraught relationship of both the sisters with their neglectful single mother. But the powerful heart of the novel is the closeness between the two young women, sometimes over long distances, sometimes achingly intimate.Ohlin also succeeds in tracing significant supporting characters with depth and sympathy -- such as Bernard, whose close ties to Robin come to extend to Lark as well. But what is most striking about the novel is the way in which both Robin and Lark are brought vividly alive. Their changing but ultimately overwhelming ties turn this story into a dramatic paean to sisterhood.This novel certainly deserved its Giller nomination. With her writing skill and ability with characters, Alix Ohlin is bound to win the Giller sometime soon. ...more",Notes are private!,0,0,1,not set,"Dec 07, 2019","Dec 08, 2019",,ebook,view (with text),/book/show/36553400-dual-citizens
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Clock Dance,"Tyler, Anne*",1784742449,9781784742447,1784742449,292        pp,3.58,"40,456","Jul 10, 2018","Jul 12, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Anne Tyler has managed over the years to find drama, romance and joy -- as well as sadness, in the lives of the ordinary people she writes about in anAnne Tyler has managed over the years to find drama, romance and joy -- as well as sadness, in the lives of the ordinary people she writes about in and about Baltimore. As an author, she is definitely an acquired taste, growing on you over the years -- or at least that is how she has affected me. Her humour, her penetrating perspectives and her delicately unfolding plots have captured me.""Clock Dance"" is a fine example of her skills. In it she traces the different stages of the life of Willa, at the start an eleven year old with an unpredictable, sometimes violent, sometimes loving mother. Then the scene shifts to her at college, where a popular male from a wealthy family decides he wants to marry her, despite her plans for anthropology research work. The marriage happens and seems happy enough, giving them two boys. But then, as the clock dance continues, it takes her forward to a tragic highway accident where Derek is killed.The heart of the book, however, is the story of how Willa comes to finally regain some control over her life -- by deciding to fly across the continent from Arizona to Baltimore to take care of a personable young girl, Cheryl, whose mother (the ex-girlfriend of one of her sons) has been accidentally shot and is in hospital. Over time, as the mother recovers, Willa finds herself drawn more and more into the day-to-day life of the working-class Baltimore street where she is now residing. Tyler is at her best here, portraying the various characters who make up the community, and the details of their differing lives.This is a delightful book, with texture, emotion and depth -- plus a fine surprise ending. Willa will come to life for you as the pages turn, and her new community will keep offering you insights into how extraordinary ordinary people actually are....more",Notes are private!,0,0,1,not set,"Dec 04, 2019","Dec 04, 2019",,Paperback,view (with text),/book/show/36645972-clock-dance
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Daughter's Tale,"Correa, Armando Lucas*",1501187937,9781501187933,1501187937,303        pp,3.73,"9,021","May 07, 2019","May 07, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The extermination effort against the Jews by Nazi Germany did not just unfold in Germany. It also spread across Europe under Nazi occupation and far tThe extermination effort against the Jews by Nazi Germany did not just unfold in Germany. It also spread across Europe under Nazi occupation and far too often included local collaborators. That is the focus of Armando Lucas Correa's new novel, ""The Daughter's Tale,"" a counterpart to his excellent novel, ""The German Girl,"" that traced the tragic voyage of the St. Louis ocean liner carrying Jewish refugees to Cuba, where they were refused permission to land.Amanda Sternberg is the central character in the first part of the book, a mother and bookstore owner in Berlin, whose books are all burned and whose husband is arrested and sent to a concentration camp. She must somehow help her two daughters to survive, hopefully with the help of friends of her husband in France. She also manages to get a ticket for one daughter, Viera, on the St. Louis. Then she and her other daughter (eventually renamed Elise) flee to France.Their life there seems at first to have some security -- until the Germans invade and defeat the French. Correa then traces a complex set of relationships in the small town, with some people helping Amanda and Elise, while others become Nazi collaborators. The human interactions are played out with deep emotion by the author, with a shocking culmination involving the 1944 massacre of most of the village by Nazi armed forces with French supporters (an actual historic event.)The facts of Nazi brutality are well known, but Correa gives a profound human dimension to these tragedies -- moving back and forth in time, tying lives to their symbols of memory and loss, and making us feel deeply these past events.This is a very good book that kept me fully engaged. I am waiting impatiently for the third novel in the promised trilogy....more",Notes are private!,0,1,1,not set,"Nov 29, 2019","Dec 01, 2019",,Hardcover,view (with text),/book/show/40539216-the-daughter-s-tale
