,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Laura's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Purgatorio        (The Divine Comedy, #2)","Alighieri, Dante",0140448969,9780140448962,0140448969,592        pp,4.05,"26,847",1321,"Feb 26, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Feb 2010,"Jul 27, 2010",,Paperback,view,/book/show/481200.Purgatorio
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Divine Comedy, Volume 1: Inferno","Alighieri, Dante",0142437220,9780142437223,0142437220,432        pp,4.02,"182,074",1320,"Dec 31, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Feb 2010,"Jul 27, 2010",,Paperback,view,/book/show/19155.The_Divine_Comedy_Volume_1
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Song of Roland,Unknown,0393090086,9780393090086,0393090086,163        pp,3.51,"17,406",1115,"Aug 17, 1978",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2010,"Jul 27, 2010",,Paperback,view,/book/show/1450388.The_Song_of_Roland
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lancelot: The Knight of the Cart,Chrétien de Troyes,0300071213,9780300071214,0300071213,254        pp,3.57,"3,277",1176,"Oct 20, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Feb 2010,"Jul 27, 2010",,Paperback,view,/book/show/129898.Lancelot
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Aeneid,Virgil,0679729526,9780679729525,0679729526,442        pp,3.86,"130,240",-19,"Jun 16, 1990",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Oct 2009,"Jul 27, 2010",,Paperback,view,/book/show/12914.The_Aeneid
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Republic,Plato,,,B002RKSTWM,709        pp,3.96,"204,389",-375,"Mar 17, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,Oct 2009,"Jul 27, 2010",,Kindle Edition,view,/book/show/8296331-the-republic
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Analects,Confucius,0140443487,9780140443486,0140443487,249        pp,3.81,"21,879",-475,"Sep 03, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Oct 2009,"Jul 27, 2010",,Paperback,view,/book/show/27297.The_Analects
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Heaven Tree        (Heaven Tree, #1)","Pargeter, Edith",0751504734,9780751504736,0751504734,352        pp,4.10,573,1960,"Jan 01, 1989",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 23, 2010",,Paperback,view,/book/show/2054513.The_Heaven_Tree
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cotillion,"Heyer, Georgette",0061001783,9780061001789,0061001783,416        pp,4.09,"16,684",1953,"Nov 01, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Miserly Great-Uncle Matthew is both frightful and frightfully rich. Though he has a surfeit of great-nephews, he has no heir. But he does have a prettMiserly Great-Uncle Matthew is both frightful and frightfully rich. Though he has a surfeit of great-nephews, he has no heir. But he does have a pretty young ward on whom he decides to settle his fortune... provided she marries one of the great-nephews. Everyone knows our heroine Kitty has been infatuated with rakish “Cousin Jack” since childhood, yet when Great Uncle Matthew summons all the great-nephews to his house so they can try their luck proposing to Kitty, Jack doesn’t show up. The nerve! Kitty is not to be deterred, so she enters into a sham engagement — partly to make Jack jealous, partly to get away from her dreadful guardian and stay in London, and partly to get trousseau money so she can go shopping. Intrigue and capers ensue.While Cotillion isn’t as funny as Heyer's mysteries, the prose is still delightfully witty. It’s as though she transported a group of relatives, many of whom openly loathe each other, from a 1930’s country house murder back to 1816 and left out the murder (although you’ll be able to offer some suggestions). With the exception of period slang and marvelous period detail, the characters sounded – and better yet, acted – about the same, which is to say endearingly zany. And as usual, the dim bulbs are the best comic value. An enjoyable light read for an evening or two....more",Notes are private!,0,8,1,not set,Mar 2010,"Mar 31, 2010",,Paperback,view (with text),/book/show/311165.Cotillion
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La's Orchestra Saves the World,"McCall Smith, Alexander*",184697092X,9781846970924,184697092X,224        pp,3.69,"6,694","Nov 01, 2008","Nov 01, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Alexander McCall Smith has a penchant for “cute” titles, some quite funny(At the Villa of Reduced Circumstances). However, something about a characterAlexander McCall Smith has a penchant for “cute” titles, some quite funny(At the Villa of Reduced Circumstances). However, something about a character named La, short for Lavender, struck me as too twee even for my low standards. I should have followed my instinct and skipped this, but I hoped for shades of Guernsey Literary and Potato Pie Peel Society, or maybe “Paradise Road,” or at the very least some insight into the Women’s Land Army.In brief, the story is about a woman who moves to a farm to wait out World War II and starts an orchestra that meets once a month or so. The book’s failing can be summarized as briefly: None of the plotlines, let alone the themes, is developed. There’s a Polish refugee who might not actually be Polish (spies? moral dilemmas? star-crossed lovers?!?) but nothing thrilling happens. There’s La’s farm work that breezes past chickens and planting potatoes for about five paragraphs total. Then there’s some thief-in-the-neighborhood intrigue that I can’t remember the resolution to because it was dull and underdeveloped, and finally there is the orchestra, the one that “saves the world,” which practices only a few times and has two performances at which nothing happens. Books that can’t help but be dull are one thing; who would expect drama from Bird Watching for Beginners or How to Be Your Own Accountant? But dull books that should be intriguing are the worst kind of bait-and-switch. This could have been about conflicts of personal and national loyalties, the transcending power of music, and ordinary people coping with extraordinary circumstances. The big mystery is how you could take these elements and turn out a tedious story. It also — worse still — is philosophically unmoored. For example, La wails about the destruction of war, but then thinks, “Hmm, those Nazis are so terrible that they’re actually evil! We must stop evil.” Later she laments, “Why would we develop more weapons? Who would ever go to war again? Let’s revive the old orchestra and have a concert for peace!” Imagine this oversimplification stretched out for three hundred pages. ...more",Notes are private!,0,19,1,not set,Feb 2010,"Mar 26, 2010",,Hardcover,view (with text),/book/show/5066978-la-s-orchestra-saves-the-world
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Kalahari Typing School for Men        (No. 1 Ladies' Detective Agency, #4)","McCall Smith, Alexander*",,,,210        pp,4.01,"40,184","Jun 01, 2002","Feb 26, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"More slow charm and gentle truth seeking from our friends at the #1 Ladies Detective Agency, who now have a competitor in the form of the SatisfactionMore slow charm and gentle truth seeking from our friends at the #1 Ladies Detective Agency, who now have a competitor in the form of the Satisfaction Guaranteed Detective Agency (“Don’t take any chances! Entrust your inquiries to a MAN!”). A ten year old could see the competition isn’t going to be that stiff, but the lack of subtlety is one of the most delightful qualities of these books, partly because it reminds me that most people really aren’t that adept at hiding unpleasant traits, and partly because it gives Mma Ramatswe material for her commentaries on men. This one has a couple of bittersweet storylines that pulled at my sympathies — the trusty assistant Mma Makutsi starts her own business and becomes involved in a bit of an intrigue, and Mma Ramatswe has a client who needs help rectifying a past sin. Mma Ramatswe doesn’t have murders to solve, but she does have to deal with other crimes and failings that must be put right, and this she does with compassion and principles....more",Notes are private!,0,6,1,not set,Aug 2009,"Mar 24, 2010",,Paperback,view (with text),/book/show/7036.The_Kalahari_Typing_School_for_Men
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Morality for Beautiful Girls        (No. 1 Ladies' Detective Agency, #3)","McCall Smith, Alexander*",1400031362,9781400031368,1400031362,227        pp,3.99,"43,400","Dec 01, 2001","Nov 12, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the third, and so far my favorite, of the #1 Ladies Detective Agency series. As always, Alexander McCall Smith’s simple, rhythmic prose seems This is the third, and so far my favorite, of the #1 Ladies Detective Agency series. As always, Alexander McCall Smith’s simple, rhythmic prose seems to echo the plodding of cattle under a warm Botswana sun, lulling you into a world that has time for repetition and tradition and courtesy. While I found the first two in the series delightful, this was more moving and satisfying. And funny! For some reason, I find the simplistic style charming, not banal. Perhaps that’s because it reflects the rather simple quality of Mma Ramatswe’s cases and observations into human nature. There are no tricky stabbed-in-a-locked-room mysteries here, just insights into the sort of messes normal people get themselves into because of normal failings....more",Notes are private!,0,6,1,not set,Aug 2009,"Mar 24, 2010",,Paperback,view (with text),/book/show/7035.Morality_for_Beautiful_Girls
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bhagavad Gita,"Vyasa, Krishna-Dwaipayana",0140449183,9780140449181,0140449183,160        pp,4.18,"72,072",-400,2003,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Oct 2009,"Mar 24, 2010",,Paperback,view,/book/show/99944.The_Bhagavad_Gita
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Epic of Gilgamesh,Anonymous,0141026286,9780141026282,0141026286,120        pp,3.71,"94,542",-1200,"May 04, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I prefer this edition because the translator, N. K. Sandars, has filled in the story substantially — to see how substantially, read the Kovacs editionI prefer this edition because the translator, N. K. Sandars, has filled in the story substantially — to see how substantially, read the Kovacs edition. Normally translators with a flair for invention drive me mad, but in this case the original text (twelve stone tablets) is so fragmented, literally, that it’s nice having someone else fill in the blanks. The epic concerns the journey to maturity of our hero Gilgamesh, one-third human and two-thirds divine, who became the fifth king of Uruk (ancient Babylonia) at some time between 2700 and 2500 BC. Because Gilgamesh is tyrannizing his people, the gods create a challenger and companion for him, Enkidu. These two become friends, they embark on adventures mostly involving defying the gods (who rival the Greek pantheon for their childishness), and eventually Gilgamesh goes on a quest for immortality. I imagine the comparative lit. crowd enjoys this more than most people because of its parallels to other early works — for instance, there’s a flood with a Noah-like survivor, a ferryman who transports Gilgamesh across the river to the next life, the seduction of a man in a garden, etc. However, as nice as it is to say, “Oh, that’s like (whatever)!” it’s not enough to compensate for the charmless characters or their rather tiresome journeys. To be fair, I might feel that way as a result of the problems inherent in translating cuneiform — the original text might have been as gripping as The Iliad, which features some charmless characters who nonetheless leave me in tears. So really, I guess Gilgamesh shows the power of language over concept: an epic story needs great writing, or else it’s just a story about tedious people with big adventures. In spite of that, however, it’s worth reading for its position as the first epic. Plus it’s interesting to see what the greatest work of Mesopotamian literature is like, not that we’re likely to be browsing through others. For ardent fans, the good news is that back in 2003, some German archaeologists reported they found Gilgamesh’s actual tomb! However, as this is not a propitious time for digging around Southern Iraq, we’ll probably have to wait awhile for Gilgamesh-themed tours to spring up....more",Notes are private!,0,6,1,not set,not set,"Mar 24, 2010",,Paperback,view (with text),/book/show/19351.The_Epic_of_Gilgamesh
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Death of a Cozy Writer        (St. Just Mystery, #1)","Malliet, G.M.*",0738712485,9780738712482,0738712485,288        pp,3.43,"3,324","Jul 01, 2008",2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Before you dismiss this as tacky light fiction, which I would have done if it didn’t appeal to my mania for country house murders, let me say that it Before you dismiss this as tacky light fiction, which I would have done if it didn’t appeal to my mania for country house murders, let me say that it had me laughing aloud on the first page. A dreadful old writer invites his offspring, all of whom loathe him, to his estate to celebrate his engagement to a glamorous socialite. It doesn’t take his kids long to dig up that she is suspected of murdering her first husband decades ago. The offspring would refuse their father's invitation (also maliciously extended to their mother, the ex-wife), except they'd run the risk of being cut out of his will — a prospect he’s tormented them with for years. So the troops assemble, in varying degrees of sobriety and sanity, to see if they can scuttle the engagement. At the very least, they can see what this woman is like; after all, it’s impossible that she actually loves their father, so is she hoping to cut in on their inheritance, or just secure an easy old age. . . or maybe murder him for the loot??  The characters are all so flamboyantly appalling that you don’t care who gets murdered, or why. Just watching them try to scheme and cope is entertaining enough (though I did develop a soft spot for the frumpy daughter who has made a name for herself publishing Bible-themed cookbooks). But the real delight is the writing — a pungent blend of dry wit and snarkiness....more",Notes are private!,0,20,1,not set,Jan 2010,"Feb 02, 2010",,Paperback,view (with text),/book/show/3330261-death-of-a-cozy-writer
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Oresteia: Agamemnon, The Libation Bearers, The Eumenides",Aeschylus,,,,336        pp,4.01,"43,351",-458,"Feb 07, 1984",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This translation is less poetic than Lattimore's, but it's also simpler. Plus, Fagles includes a marvelous and very accessible introduction. TranslatoThis translation is less poetic than Lattimore's, but it's also simpler. Plus, Fagles includes a marvelous and very accessible introduction. Translators sometimes play fast and loose with punctuation, pronouns, etc., and how many of us can read it in the original Greek?? (deep sigh) So it's nice to read these two versions side by side to get a richer understanding of the plays....more",Notes are private!,0,0,1,not set,Oct 2008,"Jan 30, 2010",,Paperback,view (with text),/book/show/1519.The_Oresteia
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Aeschylus I: Oresteia        (Agamemnon, The Libation Bearers, The Eumenides)",Aeschylus,0226307786,9780226307787,0226307786,171        pp,3.93,822,unknown,"May 15, 1969",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Murder, betrayal, revenge, torment . . . you might wonder, “Why would I bother reading three Greek plays when I could see the same sort of lurid problMurder, betrayal, revenge, torment . . . you might wonder, “Why would I bother reading three Greek plays when I could see the same sort of lurid problems on an episode of Jerry Springer? And fold laundry at the same time??” Two possible answers: First, you’re not going to get patricide, matricide, human sacrifice and unintentional cannibalism on daytime TV because we still draw the line somewhere, and you have to admit those are pretty dramatic. More importantly, though, along with the dysfunction in the House of Atreus comes a searing examination of guilt, retribution, and justice. It’s a lot of philosophical bang for your buck.The first play in the trilogy, Agamemnon, sets up the conflict for the remaining two. Agamemnon returns home from the Trojan War to his wife, Clytemnestra, who has spent the last ten years plotting revenge because he sacrificed their daughter to appease a god at the outset of the journey. The verbal interplay at their reunion is the stuff of English majors’ dreams. Clytaemnestra’s subsequent murder of Agamemnon, with the help of a lover who has his own history with Agamemnon, is the stuff of Mafia dreams – though actually I’m only guessing on that one. However, Clytaemnestra’s revenge creates the conflict that drives the other two plays and generates the ethical conundrum Aeschylus ultimately wants to solve. For now Clytaemnestra’s son, Orestes, needs to avenge his father’s death . . . but what happens if you kill your own mother? And how is the cycle of revenge ever supposed to end??The Libation Bearers has Orestes debating what he should do, sort of like Hamlet, until the advice of his sister and the chorus women wins the day. . . and that’s when the excitement kicks up a notch. Clytaemnestra’s death at the hand of her son calls forth the avenging Furies — ancient goddesses of chthonic tradition who appear here as gorgon-like horrors, swathed in black, heads writhing with snakes. It’s so dramatic!! Also it’s fitting, for Clytaemnestra is like a Fury herself: in avenging her daughter’s death she acts within the old paradigm of blood ties that the Furies champion, wherein maternal claims are stronger than marital. So even though Orestes does his duty to avenge his father (in accordance with the current ethos), he’s pursed by snaky-haired horrors for killing his mother. Like his father, Orestes appears to be both an agent and a victim of fate, for in following the gods’ direction to avenge his father’s death, he both aligns himself with the Furies’ spirit of vengeance and becomes subject to it. Perhaps Orestes’ contradictory relationship with the Furies is Aeschylus’s commentary on a theology rife with snares and contradictions. In The Eumenides, Aeschylus resolves the problem, but his “solution” to the blood feud tradition is hardly unproblematic itself — read it and lose sleep! But you’ll know for sure why this is a masterpiece. ...more",Notes are private!,0,46,1,not set,Oct 2008,"Jan 30, 2010",,Paperback,view (with text),/book/show/1516.Aeschylus_I
