,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Aušra Strazdaitė-Ziberkienė's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
472,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Hunter-Gatherer's Guide to the 21st Century: Evolution and the Challenges of Modern Life,"Heying, Heather E.",,,B08VF32DXK,320        pp,3.78,"4,798","Sep 14, 2021","Sep 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2022",,Kindle Edition,view,/book/show/56883406-a-hunter-gatherer-s-guide-to-the-21st-century
473,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Naondel        (The Red Abbey Chronicles, #2)","Turtschaninoff, Maria",1419725556,9781419725555,1419725556,376        pp,4.20,"2,552",Sep 2016,"Jan 09, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2022",,Hardcover,view,/book/show/34227694-naondel
474,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Maresi        (The Red Abbey Chronicles, #1)","Turtschaninoff, Maria",1419722697,9781419722691,1419722697,246        pp,3.77,"7,789",2014,"Jan 03, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2022",,Hardcover,view,/book/show/28818217-maresi
475,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Birželis kvietė į Kovą. 1941-06-23 Lietuvos sukilimui atminti,"Anušauskas, Arvydas",,9789986343745,,596        pp,0.00,0,unknown,"Jun 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2022",,Hardcover,view,/book/show/58372750-bir-elis-kviet-kov-1941-06-23-lietuvos-sukilimui-atminti
476,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lietuvos vizionierės. 10 įspūdžiografijų,"Gasiulytė, Elena",,9786094664434,,198        pp,4.14,436,2019,2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 19, 2022",,Paperback,view,/book/show/49249604-lietuvos-vizionier-s-10-sp-d-iografij
477,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pasakojimas apie meilę ir tamsą,"Oz, Amos",,9785417010606,,528        pp,4.24,"11,583",2002,2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 19, 2022",,Paperback,view,/book/show/19141507-pasakojimas-apie-meil-ir-tams
478,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Akinantis sniegas,"Jónasson, Ragnar*",,9786094795053,,288        pp,3.55,"22,351",2010,2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 19, 2022",,Hardcover,view,/book/show/59687341-akinantis-sniegas
479,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Baudolinas,"Eco, Umberto",,998616219X,,478        pp,3.79,"23,527",Nov 2000,2002,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 18, 2022",,Hardcover,view,/book/show/19185785-baudolinas
480,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dalykai, kuriuos mano sūnus turėtų žinoti apie gyvenimą","Backman, Fredrik*",,9786090112151,6090112151,200        pp,3.99,"26,518","Aug 27, 2012","Dec 05, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2022",,Hardcover,view,/book/show/39337339-dalykai-kuriuos-mano-s-nus-tur-t-inoti-apie-gyvenim
481,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lokių miestas        (Lokių miestas, #1)","Backman, Fredrik*",,9786090139974,,384        pp,4.29,"439,176","Sep 15, 2016","Jan 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2022",,Hardcover,view,/book/show/50367934-loki-miestas
482,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nerimo žmonės,"Backman, Fredrik*",,9786090147382,,368        pp,4.18,"633,733","Apr 25, 2019","Oct 08, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2022",,Hardcover,view,/book/show/59106618-nerimo-mon-s
483,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bonsai / Asmeninis medžių gyvenimas,"Zambra, Alejandro*",,9786098306057,,120        pp,3.91,"1,912","May 31, 2016","Jul 19, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 18, 2022","Dec 26, 2022","Dec 18, 2022",,Paperback,view,/book/show/58502241-bonsai-asmeninis-med-i-gyvenimas
484,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bikfordo pasaulis,"Kurkov, Andrey",,9785415024155,,280        pp,3.58,174,"Jan 01, 2011",2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2022",,Paperback,view,/book/show/28569653-bikfordo-pasaulis
485,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tomorrow, and Tomorrow, and Tomorrow","Zevin, Gabrielle*",,,,401        pp,4.18,"845,242","Jul 05, 2022","Jul 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2022",,Hardcover,view,/book/show/58784475-tomorrow-and-tomorrow-and-tomorrow
486,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Apie netekties skausmą ir gedėjimą,"Kübler-Ross, Elisabeth",,9789955294399,,247        pp,4.33,"3,813","Jan 01, 2005","Aug 27, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2022",,Paperback,view,/book/show/55564128-apie-netekties-skausm-ir-ged-jim
487,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Popiežiai ir moterys,"Uhl, Alois",9955244739,9789955244738,9955244739,318        pp,4.00,11,"Aug 31, 2005",2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 16, 2022",,Hardcover,view,/book/show/26590257-popie-iai-ir-moterys
488,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Katė, vyras ir dvi moterys","Tanizaki, Jun'ichirō",9955340088,9789955340089,9955340088,128        pp,3.76,"4,942",1936,2007,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Aš nuolat nuslystu į Japoniją - nors literatūroje. Mane veža tas visiškai kitoks pasaulis ir nors to kitoniškumo galėčiau ieškoti ir kitus - gabalėlisAš nuolat nuslystu į Japoniją - nors literatūroje. Mane veža tas visiškai kitoks pasaulis ir nors to kitoniškumo galėčiau ieškoti ir kitus - gabalėlis mano širdies visada priklausys Japonijai.Skaičiau ir kaifavau Tanizakio ""Odę šešėliams"", tad sužinojus apie jo knygą apie katę žinoma turėjau ją perskaityti - nes katėms mano širdyje dedikuotas visai didelis plotas. Taigi - katė, vyras ir dvi moterys - pagal svarbą. Tačiau dar yra vyro motina, moterys - dvi žmonos, tad dar sušmėžuoja jų giminės, piršlys, kaimynai.... Ar katė čia svarbiausia? Ji tiesiog gyvūnėlis, prisirišęs prie ją besirūpinančio žmogaus... o žmonės, na, kaip žmonės. Vyras - silpnavalis ir išlepęs (gerai, kad bent antra žmona jį apkūlė), jo motina galvoja tik apie pinigus (ir aiškina, kaip jam gyventi), pirma žmona išvejama kai išleidžia visus atsineštus kraičio pinigus, tad reikia naujos, turtingos.... pirmoje knygos pusėje aiškiai piešiamas erotiškas vyro ir katės santykis, žmonų pavydas, o vėliau lieka tik dviejų vienišų moterų (moters ir katės) gyvenimas. Šiknius tas vyras, jeigu ką ... Nežinau ar Tanizakis turėjo katę, bet manau turėjo - jis aprašo elgseną, žaidimus, valgymą, gimdymą, netgi šlapimo kvapą namuose ir kaip šeimininkai ieško smėlio pakeitimui. ""Lili, atrodė, tai puikiai suprato, nes murkdama švelniai trindavosi jam į skruostą, o pastebėjusi, kad burna prikimšta žuvies, drąsiai kišdavo savo snukutį prie šeimininko lupų. Jei Šiodzas liaudavosi kramtęs ir liežuviu išstumdavo lauk žuvies gabalėlį, Lili vikriai pasukdavo galvą ir čiupdavo kąsnį. Dažniausia prarydavo jį iš karto; retkarčiais patenkinta kruopščiai nulaižydavo žuvies likučius aplink Šiodzo burną"" (p. 10)Tai čia ne apie vienišą vyriškį, jeigu ką! Žmona tuo metu kantriai laukdavo kada galės jam papildyti sakės.... jo.... kita šalis, kita kultūra. Bet jeigu ką - čia tikrai normalus katės elgesys su mylimu (ir jai tai leidžiančiu) žmogumi. Gyvenu su tokiu. Sakės nepilstau, bet pavydukas, būna, sukirbėdavo. ...more",Notes are private!,0,3,1,"Mar 28, 2023","Mar 30, 2023","Dec 16, 2022",,Paperback,view (with text),/book/show/11344339-kat-vyras-ir-dvi-moterys
489,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,EMMI: Vinco Mykolaičio-Putino gyvenimo moterys,"Ruseckaitė, Aldona",,9786094803291,,248        pp,4.20,118,2022,2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 16, 2022",,Hardcover,view,/book/show/62697003-emmi
490,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mosado amazonės: išskirtinės Izraelio žvalgybos moterys,"Bar-Zohar, Michael",,9789955269267,,352        pp,4.07,148,2020,2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 16, 2022",,Hardcover,view,/book/show/60536079-mosado-amazon-s
491,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lietuvos menininkės. Vizualiųjų menų kūrėjos nuo XX a. pradžios iki šių dienų,"Narušytė, Agnė",,9786094275036,,340        pp,4.60,15,unknown,"Dec 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 16, 2022",,Hardcover,view,/book/show/63844603-lietuvos-meninink-s-vizuali-j-men-k-r-jos-nuo-xx-a-prad-ios-iki-i
492,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meninis tyrimas. Kas tai? kas jį atlieka ir kodėl?,"Varto, Juha",,9786094473616,,208        pp,3.67,12,unknown,2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2022",,Paperback,view,/book/show/60756199-meninis-tyrimas-kas-tai-kas-j-atlieka-ir-kod-l
493,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kai Kaunas buvo Kaunas,"Milerytė-Japertienė, Giedrė",,9786094664373,,200        pp,3.70,179,"Nov 20, 2019","Nov 20, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2022",,Paperback,view,/book/show/48727300-kai-kaunas-buvo-kaunas
494,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dienos ritualai. Kaip dirba menininkai,"Currey, Mason*",6098194009,9786098194005,6098194009,240        pp,3.65,"19,617","Apr 18, 2013",2016,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nedidelė knygelė ramiam pasiskaitinėjimui prieš miegą. 237 puslapiai, 161 žmogaus darbinė rutina. Akivaizdu, kad kiekvienam tenka ne tiek ir daug, tačNedidelė knygelė ramiam pasiskaitinėjimui prieš miegą. 237 puslapiai, 161 žmogaus darbinė rutina. Akivaizdu, kad kiekvienam tenka ne tiek ir daug, tačiau – turinio nėra, o pagal ką išdėstyti aprašomi autoriai – neaišku: ne pagal laikotarpius, ne pagal tautybes, kaip ir ne pagal veiklas. Prie pavardės nurodomi gimimo ir mirties metai. Dauguma autorių XX a., moterų atitinkamai tik šiek tiek. Dauguma rašytojai, anglakalbiai, amerikiečiai. Ne visi minimi asmenys man buvo pažįstami, ne visi ir pristatomi – tai matyt reikia suprasti, kad JAV auditorijai jie buvo žinomi. Šiaip ar taip, yra kas sudomino ir norimų perskaityti knygų sąrašas tik prasiplėtė. Mano simpatijos – autoriams, kurie nevartojo narkotikų/stimuliantų, gyveno įprastos paros gyvenimą, darbą dirbo dienos metu. Nejučia prisiminiau vieną studijų vadovą, kuris tiesiai šviesiai buvo prieš bet kokį naktinį darbą. Dabar suprantu, kad jis buvo teisus. Taigi, knygoje yra:Poetai W. H. Auden, T. S. Eliot, W. B. Yeats, Wallace Stevens, Philip Larkin, Edith Sitwell, John Milton, Johann Wolfgang von Goethe, Friedrich Schiller, rašytojai Thomas Wolfe, Patricia Highsmith, Antohony Trollope, Jane Austen, Gustave Flaubert, Thomas Mann, Nicholson Baker, Samuel Johnson, James Boswell, Henry James, Franz Kafka, James Joyce, Marcel Proust, Samuel Beckett, Jean-Paul Sartre, Henry Green, Agatha Christie, Somerset Maugham, Graham Greene, Sylvia Plath, John Cheever, Kingsley Amis, Martin Amis, Umberto Eco, Maya Angelou, Thuman Capote, H. L. Mencken, Joseph Heller, James Dickey, Georges Simenon, Chester Himes, Flannery O‘Connor, Williams Styron, Philip Roth, P. G. Wodehouse, George Sand, Honore de Balzac, Victor Hugo, Charles Dickens, Herman Melville, Nathaniel Hawthorne, Levas Tolstojus, Mark Twain, Vladimiras Nabokovas, John Updike, Ayn Rand, George Orwell, Stephen King, Anne Rice, Edward Abbey, V. S. Pritchett, Edmund Wilson, L. Frank Baum, Knut Hamsun, Willa Cather, James T. Farell, Carson McCullers, Jean Stafford, Donald Barthelme, Alice Munro, Jerzy Kosinski, Isaac Asimov, William Gass, Jonathan Franzen, David Foster Wallace, Marilynne Robinson, Saul Bellow, Bernard Malamud, filosofai ir artimi jiems Francis Bacon, Simone de Beauvoir, Søren Kierkegaard, Voltaire, Karl Marx, Sigmund Froid, Carl Jung, B. F. Skinner, Johathan Edwards, Immanuel Kant, William James, Thomas Hobbes, Rene Decartes, režisieriai Federico Fellini, Ingmar Bergman, Woody Allen, David Lynch, kompozitoriai Morton Feldman, Wolfgan Amadeus Mozart, Ludwig van Beethoven, Frederic Chopin, Gustav Mahler, Steve Reich, Igoris Stravinskis, Erik Satie, Dmitrijus Šoštakovičius, George Gershwin, Franz Schubert, Franz Liszt, Piotras Iljičius Čaikovskis, Sergejus Rachmaninovas, muzikantai Louis Armstrong, Richard Wright, Glenn Gould, choreografai George Balanchine, Twyla Tgarp, dailininkai ir vizualaus meno kūrėjai Henri de Touluose-Lautrec, Pablo Picasso, Joseph Cornell, Al Hirschfeld, Louisse Bourgeois, Vincent van Gogh, N. C. Wyeth, Georgia o‘Keeffe, Balthus, Andy Warhol, Jackson Pollock, Willen de Kooning, Charles Schulz, Marina Abramovič, Gerhard Richter, Maira Kalman, architektai Frank Lloyd Wright, Luois I. Kahn, Le Corbusier, Buckminster Fuller, politikas, išradėjas, mokslininkas, rašytojas Benjamin Franklin, antropologė Margaret Mead, išradėjai Nikola Tesla, Alexander Graham Bell, gamtininkas Charles Darwin, matematikas Paul Erdős, fizikas Albert Einstein, neurologas Oliver Sacks ir paleontologas Stephen Jay Gould....more",Notes are private!,0,1,1,"Jan 08, 2023","Feb 03, 2023","Dec 15, 2022",,Paperback,view (with text),/book/show/39673321-dienos-ritualai-kaip-dirba-menininkai
495,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Priešistorinė Marvelės bendruomenė: kultūrinės ir socialinės raidos aspektai,"Bertašius, Mindaugas",,9786090214466,,336        pp,0.00,0,unknown,2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2022",,Paperback,view,/book/show/46269670-prie-istorin-marvel-s-bendruomen
496,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Penki,"Poznanski, Ursula",,9786090116852,,360        pp,3.96,"4,463",2012,Jan 2015,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 19, 2022","Dec 28, 2022","Dec 15, 2022",,Hardcover,view,/book/show/25799057-penki
497,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Žavingasis šunsnukis. Lietuviškoji J. Pilsudskio biografija,"Dima, Regimantas",,9789955269953,,192        pp,3.65,37,unknown,2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2022",,,view,/book/show/65654383-avingasis-unsnukis-lietuvi-koji-j-pilsudskio-biografija
498,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kosmikomiksai,"Calvino, Italo",,9786098306361,,392        pp,4.13,"3,982",1997,2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2022",,Paperback,view,/book/show/67350994-kosmikomiksai
499,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Anno Dracula        (Anno Dracula, #1)","Newman, Kim",,,,547        pp,3.77,"14,240",1992,"May 24, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 13, 2022",,Paperback,view,/book/show/8970727-anno-dracula
500,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pasaulio sutemos,"Herzog, Werner",,9786098222623,,112        pp,3.87,"5,701","Aug 23, 2021","Dec 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2022",,Hardcover,view,/book/show/63903375-pasaulio-sutemos
501,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mesijas, Efraimo sūnus","Kulbak, Moyshe",,9786098222456,,156        pp,4.00,11,1924,2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2022",,Paperback,view,/book/show/60161657-mesijas-efraimo-s-nus
502,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Skandar and the Phantom Rider        (Skandar, #2)","Steadman, A.F.*",1398502936,9781398502932,B09YMVLP9H,320        pp,4.40,"2,217","Apr 27, 2023","Apr 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2022",,Kindle Edition,view,/book/show/61091533-skandar-and-the-phantom-rider
503,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Žiemos vanduo,"Jansson, Susanne",,9786094796609,,unknown,3.51,830,2020,2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2022",,ebook,view,/book/show/63834279-iemos-vanduo
504,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Blade Itself        (The First Law, #1)","Abercrombie, Joe",0575079797,9780575079793,0575079797,515        pp,4.21,"246,740","May 04, 2006","Mar 08, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2022",,Paperback,view,/book/show/944073.The_Blade_Itself
505,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The First Law Trilogy,"Abercrombie, Joe",,,,"1,600        pp",4.53,"10,341","Aug 30, 2012",Sep 2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2022",,Hardcover,view,/book/show/11706669-the-first-law-trilogy
506,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ramus gyvenimas        (Chief Inspector Armand Gamache, #1)","Penny, Louise*",,9789955267461,,304        pp,3.90,"249,024","Oct 03, 2005",2020,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Detektyvas, pirma pažintis su inspektoriumi Armandu Gamache. Iš pirmo žvilgsnio – ale Midsomerio žmogžudystės: gražus miestelis, visi iki negalėjimo vDetektyvas, pirma pažintis su inspektoriumi Armandu Gamache. Iš pirmo žvilgsnio – ale Midsomerio žmogžudystės: gražus miestelis, visi iki negalėjimo vienas kitam malonūs, o tada – lavonas ir pakrapščius, nei malonūs, nei geri ten žmonės gyvena. Mano mėgiamas formatas – įmanomai humaniška žmogžudystė ir daug knaisiojimosi po tiesiog gyvenimą – buitį ir santykius. Ir čia įdomiai, nes visi herojai – tiek miestelio žmonės, tiek policininkai – yra tiesiog žmogiški, o viena – stažuotoja – kaip čia švelniau pasakius – arogantiška savimyla. Jauniklė be patirties kriminalinėse bylose, kuri sau pačiai atrodo pati protingiausia. Gan beviltiška, tad kitose knygose tikiuosi jos nebesutikti, nors ir sveika jos mintis reguliariai „pasimatuoti“ – kad neužsimirštume. Labai rekomenduoju!Kelios citatėlės: Apie medkirčius, kurie „Darbo dienomis jie dirbdavo ant kalno, miegodavo lauke net per audras ir lokių sezoną, o mašalai turėjo varyti juos iš proto. Vyrai išsitepdavo meškos taukais, kad apsisaugotų nuo vabzdžių.“ O va vienas jų buvo švaruolis, kepėjo „Ivory“ muilu ir jį mėgo merginos. „Gamašas svarstė, kaip žemai turėjo būti nuleista kartelė, kai viskas, ko reikėjo vyrui patraukti moterį, tai nesmirdėti pūvančia meška.“ (p. 61)Gamašas teigė, kad į išmintį veda keturi dalykai-frazės: „Aš nežinau“, „Man reikia pagalbos“, „Aš atsiprašau“, „Mes mokomės iš klaidų“. (p. 87, 162)Apie psichologų klientus, metai iš metų besiskundžiančių gyvenimu, nes „Tas ir tas mane įskaudino. Gyvenimas neteisingas. Tai ne mano kaltė“ <...> Jis nesikeičia, nes nenori keistis. Neketina keistis.“ O tie, kuriems pagerėja „Nes jie sunkiai dirbo ir nuoširdžiai to norėjo. Kiti kartojo, kad nori pasijusti geriau, bet, manau, o tai nėra populiaru tarp psichologų, - čia ji palinko į priekį ir sušnabždėjo kaip sąmokslininkė, - manau, kad daugybė žmonių myli savo problemas. Jos suteikia jiems puikiausią priežastį nesuaugti ir negyventi savo gyvenimo.“ (p. 141)Apie aroganciją: „Tai taip neteisinga. Ji stengėsi iš visų jėgų. Sekiojo paskui jį, bet sutiko dėl tyrimo pasilikti kaime. Ir išsiaiškino tą prakeiktą reikalą. Ar sulaukė pagyrimo? Ne. Gal Gamašas praranda įgūdžius ir, jai išsprendus bylą, susivokė, koks tapo apgailėtinas? Taip ir yra, <...>. Jis pavydi. Aš dėl to nekalta.“ (p. 162) – ne, nė velnio ji neišsiaiškino. Apie mamų gaminamą maistą ir paauglius: „Kiekvieną vakarą ji plušėdavo, kad šeima valgytų gerą, namuose ruoštą maistą. Šįvakar tepajėgė atidaryti dvi skardines iš atsargų nenumatytiems atvejams ir jas pašildyti. Ir šįvakar Filipas susigrūdo maistą lyg gurmaniškiausią patiekalą. Ji žiūrėjo į sūnų ir svarstė, ar jis tai padarė tyčia, kad ją įžeistų.“ (p.171) – aš irgi ne kartą esu savęs to klausiusi.Apie karus ir peles: „Pusiaukelėje Gamašas sustojo ir ant žolės padėjo pelę, šalia Bovua suguldė kitus kūnelius, išlaisvinęs juos iš spąstų. – Kas nors suės, - tarė jis. – Būtent. Bent šokia tokia nauda. Ebis Hofmanas yra pasakęs, kad turėtume suvalgyti tai, ką užmušame. Tai padarytų galą karui.“ (p. 227)Ir dar apie aroganciją ir melą: „O dabar vėl mane tardo? Jos mintys blaškėsi. Taip nesąžininga, bet turi greitai ką nors sugalvoti. Ji žino tiesą, bet prisidarytų sau bėdos. Ką atsakyti? Gal vertėtų vėl užsiminti apie pyragėlį? <...> „Ar kažkas negerai, pone? Jei negerai, tai ne mano kaltė. Aš juo pasitikėjau. Pasitikėjau, kad jis tinkamai atliks užduotį“ (p.228) – žmogžudystės byloje jai reikėjo išsiaiškinti ar tai yra paskutinis testamentas. Bet ji net nepasidomėjo, nes tai „nesvarbu“, bet, nupirkus šefui bandelę, tikėjosi pagyrimo. ...more",Notes are private!,0,2,1,"Jan 05, 2023","Jan 05, 2023","Dec 08, 2022",,Paperback,view (with text),/book/show/53437296-ramus-gyvenimas
