,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Mollie's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Verity,"Hoover, Colleen*",153872474X,9781538724743,153872474X,336        pp,4.32,"2,675,105","Dec 07, 2018","Oct 05, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Super entertaining and creepy. Loved the atmosphere and the weird terrifying moments the author was able to create with someone who wasn’t really moviSuper entertaining and creepy. Loved the atmosphere and the weird terrifying moments the author was able to create with someone who wasn’t really moving much. Lots to argue with but I get the buzz and hype if you are just looking for a page turner. ...more,Notes are private!,0,0,1,not set,"Aug 24, 2022","Oct 24, 2022",,ebook,view (with text),/book/show/59344312-verity
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,As Long as the Lemon Trees Grow,"Katouh, Zoulfa*",0316351377,9780316351379,0316351377,417        pp,4.51,"46,022","Sep 13, 2022","Sep 13, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Loved this eye-opening story about the crisis in Syria, told through the eyes of a girl on the cusp of adulthood. The characters come to life in a wayLoved this eye-opening story about the crisis in Syria, told through the eyes of a girl on the cusp of adulthood. The characters come to life in a way that makes you root for them and understand the impossible things they are living through and choices they have to make. You feel the everyday terrors, but you live them day by day with the characters as they go to their workplace and live out each moment—so it all feels visceral and real as you read it. You come to understand their love and hope for their country and what it is like to flee while still attached to a life you had planned. There’s also a love story and plenty of action to keep things moving. My favorite moment that got me was when everyone was singing together at a moment toward the end. I did struggle with the presence of one character—it will be obvious when you read it who I mean. At first I was sure he would be way too distracting, but it did get toned down enough and explained in a way that made me fine with him and understand the author’s choice by the end. A little less of him and the book could have been shorter and better for it. Overall, though, worth reading if you’ve got the time and know you need to know more about Syria and the life of a refugee. ...more",Notes are private!,0,1,1,not set,"Oct 24, 2022","Oct 24, 2022",,Hardcover,view (with text),/book/show/57390604-as-long-as-the-lemon-trees-grow
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Love Hypothesis,"Hazelwood, Ali*",0593336828,9780593336823,0593336828,383        pp,4.15,"1,385,819","Sep 14, 2021","Sep 14, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Excellent beach read palate cleansing material. I was into the stupid romantic hallmark premise of people pretending to be in love t**spoiler alert** Excellent beach read palate cleansing material. I was into the stupid romantic hallmark premise of people pretending to be in love to their mutual benefit while actually being in love and convincing themselves that they were being stupid for the actual love. That is saying a lot, that I liked this dumb trope as it happened (and referenced how dumb and trope-y it was multiple times). The sex scene, yowsa. Wayyyyy to many references to a description of size that made the whole thing extremely unbelievable. Unnecessary to be like, repeating the same few size-describing words. Otherwise…passable and a good read between better and more meaningful books. ...more",Notes are private!,0,0,1,not set,"Oct 22, 2022","Oct 23, 2022",,Paperback,view (with text),/book/show/56732449-the-love-hypothesis
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Killers of a Certain Age,"Raybourn, Deanna*",0593200683,9780593200681,0593200683,368        pp,3.86,"87,927","Sep 06, 2022","Sep 06, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Picture Jane Fonda…as a retiring hitwoman. And then 3 more comrades who compliment her perfectly. And all the good sexual and grownup jokes she is capPicture Jane Fonda…as a retiring hitwoman. And then 3 more comrades who compliment her perfectly. And all the good sexual and grownup jokes she is capable of executing convincingly, and how much trust you’d put in her if she made a career of this and someone tried killing her at the end of it. Don’t you want to watch that? That’s what this book is. Such a delight. ...more",Notes are private!,0,1,1,not set,"Oct 19, 2022","Oct 23, 2022",,Hardcover,view (with text),/book/show/60149532-killers-of-a-certain-age
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Wives Under the Sea,"Armfield, Julia",152901722X,9781529017229,152901722X,240        pp,3.79,"65,435","Mar 03, 2022","Mar 03, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** I loved the writing in this one as well as the haunting story. It’s told from two perspectives and I liked them both, but was especi**spoiler alert** I loved the writing in this one as well as the haunting story. It’s told from two perspectives and I liked them both, but was especially fascinated and gripped by the slow rollout of the story of the wife who was in the submarine. When it got to the end, I felt like what happened in the present timeline didn’t really happen at all—and that the wife did not come back. In the present, I love all the memorable imagery of the returning wife’s body becoming and being released into the water. It was a rare book where I felt like it was just the right length, not a word wasted. Such a good book about the ongoing torment of loss and grief. ...more",Notes are private!,0,3,1,not set,"Jan 23, 2023","Oct 21, 2022",,Paperback,view (with text),/book/show/58659343-our-wives-under-the-sea
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sign Here,"Lux, Claudia",,,B09R6YM68W,412        pp,3.81,"29,599","Oct 25, 2022","Oct 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 15, 2022",,Kindle Edition,view,/book/show/61133361-sign-here
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tomorrow, and Tomorrow, and Tomorrow","Zevin, Gabrielle*",,,,401        pp,4.18,"845,539","Jul 05, 2022","Jul 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Looooved this story for its characters and its beautiful depiction of friendship. While I didn’t quite understand some of the rifts and the anger theyLooooved this story for its characters and its beautiful depiction of friendship. While I didn’t quite understand some of the rifts and the anger they could build up toward each other just by not saying certain thjngs, I loved how honest it was about friendships coming and going throughout our lives. Overall, I wanted to reach for this book at all times to see where it would go. The video game aspect and the stories behind the creations were very fascinating. I’m sure it was romanticized but I was in for that. :) I didn’t like the end piece where Sadie came to the funeral and didn’t say anything…and I didn’t like how she could just give up on life and on being a partner. Oh I also was very lost during the game chapter. I loved Markus and the relationship he had with both Sadie and Sam but especially Sadie, I loved Sadie and Sam passing the controller back and forth, I loved the dating game guys and concept, and my heart was pounding and I had to stay up late to get through the big violence scene. Very excellent read....more",Notes are private!,0,2,1,not set,"Oct 10, 2022","Oct 14, 2022",,Hardcover,view (with text),/book/show/58784475-tomorrow-and-tomorrow-and-tomorrow
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lies I Tell,"Clark, Julie*",1728247594,9781728247595,1728247594,302        pp,4.10,"74,299","Jun 21, 2022","Jun 21, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Low 3. This was alright. I read it in entirety on two plane rides, so the fast digestion probably made it better than it was. The fi**spoiler alert** Low 3. This was alright. I read it in entirety on two plane rides, so the fast digestion probably made it better than it was. The first half I was engrossed in the characters and the growing con. The second half I was soooooo bored! By the time the main characters came together I wondered why the heck the journalist was mad at Meg. Then the real estate con just didn’t do it for me. Like, in the end she wired his money and donated it??? That’s it? Oooo sick burn. It was way too much buildup and election countdown, and we know way too much now about how scandals don’t always affect elections for that to be her plan. ...more",Notes are private!,0,0,1,not set,"Oct 10, 2022","Oct 14, 2022",,Hardcover,view (with text),/book/show/59412817-the-lies-i-tell
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Portrait of a Thief,"Li, Grace D.*",0593184734,9780593184738,0593184734,375        pp,3.47,"27,639","Apr 05, 2022","Apr 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"High 3 low 4. Really enjoyed the group brought together for this heist and the way they were grappling with their lives as Asian Americans was an addeHigh 3 low 4. Really enjoyed the group brought together for this heist and the way they were grappling with their lives as Asian Americans was an added bonus. I thought Irene and Will were kind of duplicate characters and maybe could have been collapsed into one—preferably Irene. I enjoyed the “everyone has a skill” aspect, as well as the way heists were described. I could have used 1-2 more good heists in the 3rd quarter of the book for some excitement. I also was sure for a while the ending would be a waste, but then it pulled together in a satisfying way for me. Very good, different read! It will make a great series or movie. ...more",Notes are private!,0,1,1,not set,"Oct 13, 2022","Oct 14, 2022",,Hardcover,view (with text),/book/show/57021127-portrait-of-a-thief
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The One Hundred Years of Lenni and Margot,"Cronin, Marianne*",0063017504,9780063017504,0063017504,322        pp,4.30,"96,057","Jun 01, 2021","Jun 01, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Beautiful book about a friendship between two dying people—one 17, one 83. They go into the backstory of Margo, and those pieces are**spoiler alert** Beautiful book about a friendship between two dying people—one 17, one 83. They go into the backstory of Margo, and those pieces are nice and interesting but maybe the some are slow. Lennie is so lovely and likable, and her experiences in the hospital forming a community at the end of her days are so beautiful to watch. The chaplain! The art club! I balled multiple times unexpectedly—notably when characters were dying and others imagined their future out loud. A great read, really worthwhile. ...more",Notes are private!,0,0,1,not set,"Jun 14, 2022","Oct 04, 2022",,Paperback,view (with text),/book/show/54798488-the-one-hundred-years-of-lenni-and-margot
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Good Girl's Guide to Murder        (A Good Girl's Guide to Murder, #1)","Jackson, Holly*",1405293187,9781405293181,1405293187,433        pp,4.33,"1,044,266","May 02, 2019","May 02, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** This one was weird for me—enthralling page turner that was so entertaining I was willing to look past all the stupid crap the protag**spoiler alert** This one was weird for me—enthralling page turner that was so entertaining I was willing to look past all the stupid crap the protagonist pulls that makes no sense when you are trying to prove that there is still a murderer on the loose. -Like, if you knew that someone died a bloody death, do you go into the house of a drug dealer and threaten to tell on him? And does a seasoned drug dealer bow to little 16 year olds who say they are going to tell. “Oh, you’re going to tell the cops? Oh no! What can I do except throw my beer can at the wall and confess everything I know?? Please don’t tell on me little high schooler capstone project girl!!!” You are a drug dealer, man. Bust. Some. Caps. -Also, when she corners the actual murderer, like truly corners—catching him in the house with the kidnapped girl, she calls 9-1-1 and is like, “I’m going in. I have no choice.” Um…yes you do? Just say, “hey, cops. Go in there and find the girls who has been kidnapped and arrest this murderer/kidnapper/statutory rapist”?-oh, and her reason for going in was like, “I need to know. I need his confession so I can tell my friend.” [garhers confession in dangerous murderer-confronting fashion]. Texts friend. Texts??? Texts??? Like, risk your life for the info because she’s your best friend and then: Text bubble: dude, your dad is a murderer. -And then the girl who has risked her life a million times to serve justice for a year discovers the actual other murderer in sister Becca and is like, “I’m not going to turn you in. I’m warning you they might find you, murderer of humans who also murdered my dog a few days ago, and I wanted to give you a head’s up.” Ummmmm, wasn’t this whole project about serving justice? I’m glad Becca’s murder-y mind was like, here’s some 5 year old drugs that this dumb ass will drink from the tea I’ve prepared her because she is the kind of investigator who confronts murderers alone every chance she gets.I may not be any closer to knowing how to murder someone, but I sure do know all the ways to get murdered. By the end I found myself wishing that dummy would just go ahead and die. So maybe the book DID make me a murderer? But dang! Somehow this book was still good? I liked it? That is a book that can do a lot. That is a magical entertainment experience. 5 stars, minus one for how much I hated capstone girl. ...more",Notes are private!,0,1,1,not set,"Sep 27, 2022","Sep 28, 2022",,Paperback,view (with text),/book/show/40916679-a-good-girl-s-guide-to-murder
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sign Here,"Lux, Claudia",0593545761,9780593545768,0593545761,416        pp,3.81,"29,599","Oct 25, 2022","Oct 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2022",,Hardcover,view,/book/show/59358268-sign-here
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cloud Cuckoo Land,"Doerr, Anthony*",1982168439,9781982168438,1982168439,626        pp,4.26,"214,131","Sep 28, 2021","Sep 28, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Loved this book. I was surprised by how swept up I was in the story—something I knew would be happening for a while had me in tears when it actually hLoved this book. I was surprised by how swept up I was in the story—something I knew would be happening for a while had me in tears when it actually happened. Xeno was extremely memorable, especially the most thrilling parts. Also, the newest storyline was fascinating and had my heart pounding. I enjoyed the common threads between the stories—although the oldest story had the weakest link. It was creative and stands out as different from anything I’ve read for a while. ...more",Notes are private!,0,2,1,not set,"Apr 15, 2022","Sep 25, 2022",,Hardcover,view (with text),/book/show/56783258-cloud-cuckoo-land
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Other Birds,"Allen, Sarah Addison*",1250019869,9781250019868,1250019869,290        pp,4.03,"61,382","Aug 30, 2022","Aug 30, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Really sweet character-driven story set in a fictional Charleston-area tourist town. Lovely hidden, charming apartment hidden down an alley, some mystReally sweet character-driven story set in a fictional Charleston-area tourist town. Lovely hidden, charming apartment hidden down an alley, some mysterious author backstory, a James Beard chef, a death, and just a sprinkle of magic and ghosts. The magic and ghosts are WAY less of the story than I expected going in—I was ready for fantasy but it is very very backstory. More of a lonely people with secrets grow together sort of story, and I dug it. This is not deep or hard—just a good human connection ride that’s fun if you can suspend some disbelief. ...more",Notes are private!,0,2,1,not set,"Sep 25, 2022","Sep 25, 2022",,Hardcover,view (with text),/book/show/59807954-other-birds
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,West with Giraffes,"Rutledge, Lynda*",1542023351,9781542023351,B088FF4S7Q,381        pp,4.37,"128,610","Feb 01, 2021","Feb 01, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"High 3/low 4. This book was different from most historical fiction, following a teen who helped move two giraffes across the US by truck and rig rightHigh 3/low 4. This book was different from most historical fiction, following a teen who helped move two giraffes across the US by truck and rig right around the time of WWII. I liked the settings—I could picture the blue ridge mountains having just been there, and the dust bowl Texas and lush San Diego Zoo came to life. The giraffes were cool. The narrator was a little annoying and didn’t quite come of age enough for me. I was annoyed with the running away from a circus train part. Like, they kept being held and gunpoint and bribed and running away and held at gunpoint and bribed and running away and it just got a little boring for it to keep happening…drive away from that trainline ya dummies. And red would keep popping up out of no where and petting the giraffes and disappearing, and then the next day and the next. Too much repetition. Without that it would have been a 4 star book and 25 percent shorter and the same outcome. ...more",Notes are private!,1,1,1,not set,"Sep 07, 2022","Sep 21, 2022",,Kindle Edition,view (with text),/book/show/56449476-west-with-giraffes
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nora Goes Off Script,"Monaghan, Annabel*",0593420039,9780593420034,0593420039,272        pp,4.12,"125,409","Jun 07, 2022","Jun 07, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fun and cute and exactly what it should be. A great beach read or palate cleanser book. I wished they would have spent more time shooting the movie—thFun and cute and exactly what it should be. A great beach read or palate cleanser book. I wished they would have spent more time shooting the movie—that seemed to be over too quickly and was quirky and interesting. I liked the screenwriter perspective, thought all the pining and romance was dumb, but it was just what I needed in more of a hallmark movie way than an academy award winning way. ...more",Notes are private!,0,2,1,not set,"Aug 31, 2022","Sep 21, 2022",,Hardcover,view (with text),/book/show/58988426-nora-goes-off-script
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Joan Is Okay,"Wang, Weike",0525654836,9780525654834,0525654836,224        pp,3.68,"15,767","Jan 18, 2022","Jan 18, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Loved this one! It follows a Chinese-American doctor as she deals (or doesn’t deal) with the loss of her father. It is about grief, but also about beiLoved this one! It follows a Chinese-American doctor as she deals (or doesn’t deal) with the loss of her father. It is about grief, but also about being raised by hard working parents, cultural differences and intolerances, and being generally different in a world where everyone is expected to fit in, even in adulthood. The main character is so ambivalent and I loved this—because even emotion and emotional reactions are expectations that we don’t realize we have. Her logic reasoning through the world around her was so amusing, too. The person reading on audible really nails the dry humor. A very different read. It’s also set in 2019-2020 in NYC, so you feel the sense of timing in everything that is happening in the world in a way that isn’t too much to overshadow the one character’s story. ...more",Notes are private!,0,2,1,not set,"Sep 20, 2022","Sep 21, 2022",,Hardcover,view (with text),/book/show/55333768-joan-is-okay
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Push,"Audrain, Ashley*",1984881663,9781984881663,1984881663,307        pp,4.06,"337,391","Jan 05, 2021","Jan 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love the theme of motherhood and the things we learn or pass on. How does one bad mothering experience continue on through the generations? I was suI love the theme of motherhood and the things we learn or pass on. How does one bad mothering experience continue on through the generations? I was super gripped by the daughter and the possibility of evil. I also loved the narrator’s naivity to her own role. This one had me hanging on every page til the end. Fascinating, exciting, and worth discussing! ...more",Notes are private!,0,1,1,not set,"Sep 07, 2022","Sep 18, 2022",,Hardcover,view (with text),/book/show/52476830-the-push
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Cake,"Wilkerson, Charmaine",,,,385        pp,4.11,"176,153","Feb 01, 2022","Feb 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Loved both timelines in this story, as well as the characters featured in each. I enjoyed the secrets the mother held and the slow reveal of her life.Loved both timelines in this story, as well as the characters featured in each. I enjoyed the secrets the mother held and the slow reveal of her life. I liked the miscommunications that led to rifts even though there was always love intended—it felt very real about family and how we relate to each other. Both generations were interesting to me, although the current timeline at times felt like it was working to fit modern day timely issues and discussions in the story. It was a little less natural than I’d like. And the end felt like it was supposed to be a big reveal but I didn’t care that much about the gangster husband to make it the big finish. Overall, an engaging read. ...more",Notes are private!,0,0,1,not set,"Sep 14, 2022","Sep 18, 2022",,Hardcover,view (with text),/book/show/57926137-black-cake
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lucy by the Sea        (Amgash, #4)","Strout, Elizabeth*",0593446062,9780593446065,0593446062,291        pp,3.92,"64,816","Sep 20, 2022","Sep 20, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 14, 2022",,Hardcover,view,/book/show/60657583-lucy-by-the-sea
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When We Were Bright And Beautiful,"Medoff, Jillian*",0063142023,9780063142022,0063142023,336        pp,3.41,"25,031","Aug 02, 2022","Aug 02, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"High 4. Reeeeally liked the way this book gripped me. The premise was interesting enough, and the perspective of extreme privilege was fascinating. I High 4. Reeeeally liked the way this book gripped me. The premise was interesting enough, and the perspective of extreme privilege was fascinating. I loved how the author made the characters so unaware of the ways their wealth changed how they interacted with the world. Then halfway through the book the mystery was super gripping—I had to find time to read until I discovered what it was that I didn’t know. When the book ended, I had to go back in and reread the beginning half to find how things were written about and how the reveal fit in. Warning that it is very dark. Loved this one! ...more",Notes are private!,0,0,1,not set,"Sep 10, 2022","Sep 10, 2022",,Hardcover,view (with text),/book/show/59314715-when-we-were-bright-and-beautiful
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remarkably Bright Creatures,"Van Pelt, Shelby",0063204150,9780063204157,0063204150,360        pp,4.40,"541,203","May 03, 2022","May 03, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am in love with an octopus. The only thing that would have made this book better is if this whole book was his perspective. But since we have to worI am in love with an octopus. The only thing that would have made this book better is if this whole book was his perspective. But since we have to work people into the story as well, Cameron and Tova are two pretty good ones to follow around. I was a little confused about why Tova was described as having such a hard edge by other characters, and a few parts got slow for me. Also I was very annoyed to know the connection between characters for so long, and they had all the clues, but it took waaaaaay too long and was anticlimactic when they figured it out. But other than those few issues this book was great. Fun characters, setting, storyline, and octopus. ...more",Notes are private!,0,3,1,not set,"Aug 12, 2022","Aug 13, 2022",,Hardcover,view (with text),/book/show/58733693-remarkably-bright-creatures
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Afterparties,"So, Anthony Veasna",0063049910,9780063049918,,272        pp,3.96,"12,942","Aug 03, 2021","Aug 03, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"High 2/Low three. I had a very hard time connecting with this book. The characters were uninteresting and didn’t do much. I appreciated learning aboutHigh 2/Low three. I had a very hard time connecting with this book. The characters were uninteresting and didn’t do much. I appreciated learning about American Cambodian culture, but that wasn’t enough for me to understand the thread behind the various stories in the book or the characters involved. I usually really like it when short stories interweave, but this one really didn’t do it for me. I actually really looked forward to finishing so I could be done. Not for me. ...more",Notes are private!,0,1,1,not set,"Aug 03, 2022","Aug 12, 2022",,ebook,view (with text),/book/show/51733706-afterparties
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Things We Do in the Dark,"Hillier, Jennifer*",1250763169,9781250763167,1250763169,352        pp,3.96,"95,134","Jul 19, 2022","Jul 19, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"High 3. Super fun book. I saw everything from a million or 46 million miles away, but it was still fun and entertaining. The switch in perspectives waHigh 3. Super fun book. I saw everything from a million or 46 million miles away, but it was still fun and entertaining. The switch in perspectives was a little disconcerting and by the end I wondered why Drew was even a part of the story—he and his podcast felt like a major distraction. Also the most “suspenseful” parts became kind of funny, over dramatic and anticlimactic because of predictability. That said though, somehow I still liked it! So it had entertainment factor for days. ...more",Notes are private!,0,0,1,not set,"Aug 02, 2022","Aug 02, 2022",,Hardcover,view (with text),/book/show/58724802-things-we-do-in-the-dark
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Upgrade,"Crouch, Blake*",0593157532,9780593157534,0593157532,352        pp,3.81,"91,975","Jul 07, 2022","Jul 12, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Good ole Blake Crouch. I have only listened to his books in the past and found them entertaining but overly dramatic—I think because of the narrators Good ole Blake Crouch. I have only listened to his books in the past and found them entertaining but overly dramatic—I think because of the narrators deep voice and some of the cheeseball-ness of Crouch’s writing. Bad combo. This one I read with my eyes and found it much more pleasant. A good, action-y, beach-read-y different kind of book. Very dumb when you put thought behind the idea of upgrading and becoming some weird super conscious strong human and the moral implications, but fun to read like those action summer blockbuster movies where the people around you all seem to follow the nuances of the plot but you are okay with kind of doing a Wordle and watching the car chase with the general idea of what’s happening and who to root for. Then you can turn the tv off when it’s done and go to bed and and be happy for the brain break and not think about it anymore til the next sequel comes out. ...more",Notes are private!,0,2,1,not set,"Jul 18, 2022","Jul 23, 2022",,Hardcover,view (with text),/book/show/59838811-upgrade
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reading List,"Adams, Sara Nisha*",0063025280,9780063025288,0063025280,368        pp,4.08,"101,503","Jul 22, 2021","Aug 03, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"High 3. I did the audible and the narrators were fantastic at bringing the characters to life. I love that the whole book was about reasons to love reHigh 3. I did the audible and the narrators were fantastic at bringing the characters to life. I love that the whole book was about reasons to love reading. I read a lot—but it has become a thing I just do, and even I forget why it is a worthy thing to treasure. I love that in this book, people newly become readers and show you how it changes their daily thoughts and how they think about the actual people in their lives—from their loved ones to strangers they run into on the street. I enjoyed the parts of the book where they reflected on books I’ve read and loved, and the books I haven’t read yet were still okay. No spoilers and I got the sense of what they were about. This was a very fun and easy read. ...more",Notes are private!,0,1,1,not set,"Jul 13, 2022","Jul 23, 2022",,Hardcover,view (with text),/book/show/55276648-the-reading-list
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marrying the Ketchups,"Close, Jennifer*",0525658874,9780525658870,0525658874,320        pp,3.62,"13,627","Apr 26, 2022","Apr 26, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was okay for me—low 3. I liked the setting in Chicago and the restaurant life. I thought the characters were only a little interesting and that wThis was okay for me—low 3. I liked the setting in Chicago and the restaurant life. I thought the characters were only a little interesting and that we were plopped into a kind of boring segment of their lives where nothing much happened. I am honestly not that sure what it was about or what it was trying to say about life—maybe just that we all make mistakes but can come back from them? Is that worth a whole novel of following kind of boring people around? ...more,Notes are private!,0,2,1,not set,"Jul 19, 2022","Jul 23, 2022",,Hardcover,view (with text),/book/show/58537243-marrying-the-ketchups
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pachinko,"Lee, Min Jin",,,,496        pp,4.33,"471,224","Feb 07, 2017","Feb 07, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really enjoyed this, although it maybe required more of a commitment and brain power than I had capacity for. An epic story is always intimidating tI really enjoyed this, although it maybe required more of a commitment and brain power than I had capacity for. An epic story is always intimidating to me…I have a hard time caring about generations of characters for the whole of their lives. In this story I appreciated the mother and her sense of honor—but I wondered the whole time about what would have happened if she let herself be put up as a mistress. Could have been a much more exciting story! I was annoyed at the jumps in timeline and felt like sometimes we just got the most boring parts of these people’s lives. I liked learning about Koreans and Japanese and the racism that exists in these cultures. Overall it was good, but kind of boring. ...more",Notes are private!,0,2,1,not set,Jul 2022,"Jul 15, 2022",,Kindle Edition,view (with text),/book/show/34051011-pachinko
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happy-Go-Lucky,"Sedaris, David",0316392456,9780316392457,0316392456,272        pp,4.18,"40,967","May 31, 2022","May 31, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love David Sedaris and his weird brand of humor so much. I haven’t laughed out loud at a book in so long, and he got me with this one multiple timesI love David Sedaris and his weird brand of humor so much. I haven’t laughed out loud at a book in so long, and he got me with this one multiple times. He shines a spotlight on life in a pandemic state in a way that makes everyone feel just a little less crazy, surrounded by crazies. I loved his honesty and the darker moments about dealing with (or not dealing with?) his father’s death—while somehow laughing and making us all laugh with him. The way he talks about his parter is just the best and makes me want to have dinner with his partner to get the actual scoop. I listened to this, which is definitely the way to go because it highlights his sarcasm in the most beautiful way. I’m so glad he decided to write his strange thoughts down and share them with the rest of us. ...more",Notes are private!,0,1,1,not set,"Jul 13, 2022","Jul 15, 2022",,Hardcover,view (with text),/book/show/58989873-happy-go-lucky
