,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kevidently's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bookworm: A Memoir of Childhood Reading,"Mangan, Lucy",0224098853,9780224098854,0224098853,336        pp,3.93,"3,862","Mar 01, 2018","Mar 01, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The cover got me. This isn't the first time this happened this year. I had no idea who Lucy Mangan was (further research after the fact has determinedThe cover got me. This isn't the first time this happened this year. I had no idea who Lucy Mangan was (further research after the fact has determined she's a writer and journalist and that she wrote a book on the writing of Charlie and the Chocolate Factory, which I must now read). I didn't even know she was British. But after the somewhat harrowing, somewhat melancholy experience of Washington Black (not to mention my ongoing re-read of The Stand), I wanted some comfort. The subtitle - A Memoir of Childhood Reading - promised a literary grilled cheese and tomato soup ... and boy, did it deliver.Mangan makes it clear very early on that, while she's going to give some publication and background history of the books she's discussion, the memoir part was going to be first and foremost. This stuff is candy to me. There's always that paradoxical truth of stories, real and fiction, that the more personal and idiosyncratic they are, the more universal they are. Therefore, I had no worries that this British writer would discuss only European children's books and would thus leave me lost in a sea of references I didn't understand. The books might be different. The experiences aren't.Understanding that is crucial, because sitting here, basking in the afterglow of this wonderful book, most of my memories are of how the stories affected Mangan, rather than what the stories were about ... or even, in a lot of cases, what the stories were. She makes the act of devouring books as a child feel both like the most thrilling adventure and the laziest indulgence, and that's because both things are true. It doesn't matter that she was reading Little Women at 11 and I was obsessed with Judith St. George and Daniel Cohen's books about ghosts - the feelings of discovery, of immersion, of escape were all the same. (I felt the same way about Gabrielle Moss' Paperback Crush from last year. In fact, both books have lengthy sections on the whole horse book genre which entirely passed me by, but which are immensely pleasurable to read about from an outsiders' point of view.)Of course, there are going to be some obvious touchstones, direct memories that most people who were bookworms as kids remember: Eric Carle's The Very Hungry Caterpillar, the collective works of Roald Dahl and Judy Blume, the book Dicey's Song, which was the last and most grown-up book I had to read in 7th grade English in order to win my class an ice cream party. See the thing was that when you finished the book, you had to write a little book  on it to prove you read it before you could get a reward and I just figured out why I interact with GoodReads this way. I was a little disappointed that Mangan's section on the school book genre didn't touch on Bruno and Boots, a Canadian boys' school series that taught me the different spelling of pyjamas, and that no one seems to remember William Sleator as well as I do, but there's a LOT here to love. Mangan has convinced me to re-read the entire Narnia series, which ... I don't think I finished as a child. And it's been long enough; time to delve back into Alice's Adventures in Wonderland. I got the new annotated edition and those always make me feel smart. I love this book because it reminded me that being bookish in school did not make me the social outcast my mother's friends seemed to think it would (my personality did that well enough), and that I was not alone in my deep love and continued reverence for the books that guided me through childhood, and that are still around, just waiting to be loved again. ...more",Notes are private!,0,2,1,"Aug 25, 2020","Aug 27, 2020","Jun 12, 2020",,Hardcover,view (with text),/book/show/28501495-bookworm
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of Tiki,"Kirsten, Sven",0867198672,9780867198676,0867198672,200        pp,4.32,38,unknown,"Nov 01, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My fascination with tiki culture this year has led to so many estuaries of interest. Mostly what I've focused on is the history of the Polynesian Pop My fascination with tiki culture this year has led to so many estuaries of interest. Mostly what I've focused on is the history of the Polynesian Pop movement - pre-tiki and tiki-era bars, restaurants, and architecture from the 1930s through the 1970s. This book, by tiki revivalist Sven Kirsten and tiki expert Otto Von Stroheim, brought me deeper into the world of art, primitive, fine, lowbrow, and everything in between.The whole concept of tiki didn't become an American thing until the 1950s, when American versions of Polynesian carvings started making their way into beachcomber/trader bars and the concepts merged together. One element I always find funny is that ""Tiki"" is basically the embodiment of the ""first man"" - essentially the tiki version of the Biblical Adam. I wonder what it would be like to go to Tahiti or Bora Bora and see them drinking out of wacky versions of Adam and Eve. That's a tangent.What I didn't know about this book before going in was how rigidly the authors would stick to the idea of ""tiki"" - meaning carved statuary, mugs, poles, and the like. The other ephemera I associate with the movement - lighted floats, bamboo, puffer fish, palm trees - only matter inasmuch as they support the literal art of tiki. I learned a lot more about the history of this specific art form than I had in any of the books about supper clubs and beachbum bars. I also learned about some of the subcategories of tiki/pre-tiki from mid-century, which ... I mean, we're already skating on the thin ice of cultural appropriation with tiki itself, but some of the more salacious stuff in the tiki subcultures are pretty horrific. Cannibals and ""African savages"" had to have been suspect even back in the day, right? By the end of the book, Kirsten touches on the tiki revival, which started in the late 90s as a strange and fascinating outgrowth of punk purveyors shifting their sensibilities to ""lounge"" culture. Artists like Shag came up in this revival and are still active today. One thing I particularly found interesting is something that happens with a lot of ""low"" culture that sticks around long enough to become respectable: the lowbrow and tiki art movements tried so hard to be recognized as the fine art that it is, it could no longer be considered for the lowbrow art galleries in which it made its name. I love all eras of the tiki movement: pre-tiki, tiki, and tiki revival. As I read this book, however, it became clearer and clearer to me that my love of tiki, somewhat ironically, is only secondarily related to the tiki itself. I'm so fond of the architecture of a-frames and wooden bridges over indoor rivers, the glowing floats and the bamboo. I love the tikis themselves, but they're not necessarily my primary focus. I will say, however, that I find them most pleasing in the revival movement, which probably says more about my love of lowbrow art than anything else.All in all, I appreciate the culture and the history of tiki, more now than when I started. More and more, I'm growing to respect and stand in awe of this strange American underground movement and culture that I wasn't even aware of, really, until a few years ago. More tiki please!...more",Notes are private!,0,3,1,"Jun 08, 2020","Jun 10, 2020","Jun 10, 2020",,Hardcover,view (with text),/book/show/34541850-the-art-of-tiki
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,State of Wonder,"Patchett, Ann",006204981X,9780062049810,006204981X,370        pp,3.89,"188,469","May 03, 2011","Feb 07, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"And the numbers dwindle downward.One of my great joys of this pandemic - and there have been some - has been my full immersion in the work of Ann PatcAnd the numbers dwindle downward.One of my great joys of this pandemic - and there have been some - has been my full immersion in the work of Ann Patchett. Within the craft of her words, quirky situations don’t feel “quirky,” and her characters don’t feel like pieces moving around on a chessboard of plot and situation. These lives feel lived-in, sometimes haunted, often trapped. And the books feel like markers of real life, normal life. A life before a virus fundamentally changed how we live. No matter how tragic her characters’ circumstances, they are out in the air, breathing and living and suffering in a life before covid. State of Wonder takes Patchett’s basic plot structure - a group of people trapped in a situation, and a complicated woman (alive or dead) as the fulcrum on which the novel turns - and explodes it. Marina Singh is a pharmacologist who used to be a medical doctor. The circumstances that changed her course of study and career are tragic indeed, and we get the feeling that her whole life is being lived in penance for a single moment of error. When her coworker and friend dies deep in the Amazon trying to ascertain how far along a Dr. Annick Swenson is in developing a fertility drug, Marina almost jumps at the chance to go find him. This might also be penance. But maybe not. Dr. Swenson was once Marina's mentor, whether Swenson knows it or not, and the overarching grief of Marina's life is tied inextricably to the guilt and shame of letting Swenson down. The idea that her read on Swenson might be false never enters Marina's head; Swenson is, after all, the central mother figure in her life, one she cannot bear to disappoint.It is this dynamic that State of Wonder hinges on: mothers and children, and the puzzling, contradictory relationship between the two. The fact that the drug Swenson is developing comes in the midst of a secretive tribe who never stop birthing babies only lays the groundwork. Swenson herself is the symbolic mother of three children who abandon her in different ways, while Marina, who never considered pregnancy, now becomes a surrogate to a child who may not have come to Swenson's base camp honestly. This child's name is Easter, and we are more than happy to indulge Patchett her symbolic names here, especially because while birth is common, rebirth is still rare. State of Wonder isn't necessarily a story of resurrection, but we find it here anyway. My friend Jeff recently said that Ann Patchett is easy to read, and that's true, but it's not because these novels are simple things. It's that they are crafted so well, with an eye toward complicated people and situations told in accessible ways. I have only two Patchett novels left before I've read through her entire fictional (and most of her nonfictional) canon, and when I dive into those, I know I'll be looking for a good story, well told, just like all the rest. I loved this book. ...more",Notes are private!,0,3,1,"Jun 20, 2020",Jul 2020,"Jun 07, 2020",,Paperback,view (with text),/book/show/10870072-state-of-wonder
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Novel,"Michener, James A.",0449221431,9780449221433,0449221431,448        pp,3.67,"2,663","Apr 30, 1991","Jul 20, 1992",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Apparently I’m a Michener fan now. Who would’ve thought?Here’s the thing: I probably won’t read every Michener novel. I picked Hawai’i because I love Apparently I’m a Michener fan now. Who would’ve thought?Here’s the thing: I probably won’t read every Michener novel. I picked Hawai’i because I love Hawai’i, and I was fascinated at the idea of a book starting millennia ago and bringing it up to the present. Or the present as it was when the book was written, in the 1950s.Of course this one caught me because it was about books, and I’m a sucker for books about books. And I was intrigued at the conceit: tracking the course of a novel through four different points of view: the writer, the editor, the critic, and the reader. I’d assumed some sort of Roshomon deal, where we’d see a novel being written and read, all sort of concurrently.That’s not how it went. And that was good.The first big surprise is that it was set in Pennsylvania Dutch country, amongst the Amish and the Mennonites. The second is that Lucas Yoder, the author, also writes novels set in this region, and that after four misses, Yoder had become a runaway bestseller. God I love books like this!The first conceit is that the new book is too staid for his readers, but Michener doesn’t like staying on one conceit. We then get to the editor’s story, which is really the editor’s backstory, and I LOVED her backstory. Then of course the critic’s tale, which is a gay love story set in the 80s, and you know what that means. By the time we get to the reader’s story, there are some new young writers and a murder and character named Applebutter and it all hangs together. Mostly. I’m still not sure exactly how Yoder’s new novel ultimately fared.But maybe that’s not the point. The characters and how they find each other, and what community they make - that’s the point. And the idea that when writers are writing, it’s not only what they do but who they are. I was thrilled to find a novelist like Michener talking about books and writing and reading. I want all my favorite writers to do a book like this. ...more",Notes are private!,0,1,1,"Jun 04, 2020","Jun 12, 2020","Jun 04, 2020",,Mass Market Paperback,view (with text),/book/show/573394.The_Novel
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This is the Story of a Happy Marriage,"Patchett, Ann",0062236679,9780062236678,0062236679,308        pp,4.00,"35,146","Nov 11, 2013","Nov 05, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Midway through Ann Patchett’s book of essays, a common theme began to emerge: most of these short glimpses into Patchett’s life is how hard love is, aMidway through Ann Patchett’s book of essays, a common theme began to emerge: most of these short glimpses into Patchett’s life is how hard love is, and how rewarding.Some of these essays are about a love of writing, tinctured with anecdotes about how difficult writing can be. She doesn’t believe in writer’s block and she hates the notion that “characters start to behave on their own.” (I disagree on both counts, but she’s had a number one novel and one of my short story collections did reasonably well by the standards of a niche publisher, so.)Love of reading is also in here, sometimes a vehement, fiery love of reading, as when she’s defending her last nonfiction book, Truth and Beauty, against bizarre charges of pornography and lasciviousness. One of my favorite aspects of this book is how one essay will be about writing something, and the next will be that something. It’s like she’s her own opening act. Other types of love proliferate: love of her family, of her dog, of her (eventual) husband, of her favorite teacher. In each essay, Patchett talks about the bitter, turbulent road toward that love, how it can wound and bite and tear and still be absolutely wonderful, absolutely necessary. “Every relationship ends,” Patchett’s mother proclaims in the title essay, and Patchett proves it over and over.If I didn’t like this one as much as Truth and Beauty, it may simply be its fragmentary nature. Also, it might be my own selfish desire to want only a collection of essays about Patchett’s own writing. I am a sucker for stories about writers and writing, and maybe I wanted a memoir of the internal life of an author. I’m not mad at this book for giving me something different from exactly what I wanted, because that’s insane and also this book is very good. But let’s do some fiction next....more",Notes are private!,0,2,1,"May 29, 2020","Jun 03, 2020","Jun 03, 2020",,Hardcover,view (with text),/book/show/17349222-this-is-the-story-of-a-happy-marriage
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,11/22/63,"King, Stephen*",1451627289,9781451627282,1451627289,849        pp,4.33,"540,619","Nov 08, 2011","Nov 08, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There are relatively few Stephen King books I've only read once. Some of the newer ones - The Institute, The Outsider, Sleeping Beauties - and of courThere are relatively few Stephen King books I've only read once. Some of the newer ones - The Institute, The Outsider, Sleeping Beauties - and of course Black House, which didn't entirely work for me but which I want to give another chance. But 11/22/63 has been one of my favorites since I first read it nine years ago, and I tend to read my favorites over and over again.Well, the course of my busy life has long taken me down the path of audiobooks. Head to work: audiobook. The gym: audiobook. Repetitive tasks at work, doing the dishes, making dinner - they're all chances for me to read by ear. And if there isn't an audiobook, or if I don't like the reader, I haven't made a whole lot of time to sit and read the physical book.But right now is the perfect time to sit and read. If one good thing has come out of the pandemic/lockdown, it's that I've found plenty of time to curl up with a good book. And after finishing my latest Ann Patchett novel, it was time to duck back into the King well. I had tried the audio of 11/22/63 a few times before, but the reader's take on several characters grated on me. You don't get that with physical books. It was, um, time. You know what's funny? When this book came out, there was a collective sigh by the literati. ""Finally,"" a lot of the ers seemed to be saying. ""Stephen King wrote the book we always knew he had in him. A political thriller with a supernatural twist and a tragic love story at its center. A few gory sequences but no outright horror. We're so glad Stephen King finally did something of this caliber."" As if he hadn't published The Dead Zone in 1979.What's interesting is that I read The Dead Zone earlier this year and the comparisons are somewhat superficial. Yes, they're both political and yes there is an extremely well-formed love story in both (those who used to say King couldn't write believable female characters over eight or under sixty conveniently passed by Sarah Bracknell), but there things diverge. Jake Epping, our time-traveling everyman, knows his goal at the start. Not to stop a presumptive president but to stop an assassin trying to kill a past president. But along the way, he finds himself living in the past, and falling in love there. On my first read, nine years ago, I found the ostensible A story a little draggy; I knew Epping's main objective was spying on Lee Harvey Oswald and stopping him from killing JFK. But it got in the way of his life in Jodie, TX, where he meets a woman he loves, makes some friends, and has a major impact on the lives of the students he teaches. That was the story that sang. This time around, I was a lot more invested in the Oswald plot, because I knew how both stories converged together. I didn't have to race to find out what happened, so I could savor the language, the tone, the feel of everything. King gets batted around for not knowing how to write endings a lot ... and I agree, sometimes, that the whole ""everything blows up"" can get a little familiar. Even in my favorite novel of all time, It, the ending is a little extra. But he has some amazing finales in his canon: The Dead Zone, The Dark Half, Bag of Bones, Finders Keepers, Misery, and more. But rarely is an ending so poetic as 11/22/63's, when the novel's underlying theme - dancing is life - comes to the fore, one last time. I love this book. ...more",Notes are private!,0,3,1,"May 28, 2020","Jun 07, 2020","May 28, 2020",,Hardcover,view (with text),/book/show/10644930-11-22-63
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wow, No Thank You.: Essays","Irby, Samantha*",0525563482,9780525563488,0525563482,319        pp,3.82,"45,064","Mar 31, 2020","Mar 31, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 27, 2020",,Paperback,view,/book/show/49960031-wow-no-thank-you
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Magician's Assistant,"Patchett, Ann",,9780156006217,0156006219,357        pp,3.72,"44,006",1997,1998,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ann Patchett is a relentless novelist, and one whose stories never seem to go in the way you’d expect. The eponymous Magician’s Assistant is a woman nAnn Patchett is a relentless novelist, and one whose stories never seem to go in the way you’d expect. The eponymous Magician’s Assistant is a woman named Sabine who was married to a gay man whose longtime companion died of AIDS. That’s a lot of information up front, so here’s more: the magician in question dies on page one, but not in the way you’d expect. Misdirection. Illusion. Tricks.When I got into the book, I settled in expecting the story of a tragic life lived in the shadows of a famous person who’d died. It was a Los Angeles story, and I’m a sucker for stories set in Los Angeles, especially if at any point, someone drives into the Hollywood Hills at night and looks down on the lights of LA. That’s it’s own magic.But the book isn’t about living in the shadow of tragedy. It’s about second acts. By the time Sabine met Parsifal, the man she loved who loved men, he was already on his second act. His past was a misdirection entire; his best trick as a magician was in conjuring himself whole as Sabine knew him. But everyone has a past, and no matter how much patter you throw at your audience, sometimes the brilliant disguise of your former self falls away. Truth is the opposite of illusion, but this book dares to look at the truth inside the illusion. It’s a hell of a magic trick. Every time I thought I had a character’s motivations pegged, my expectations were upended. By the end, you start looking for the tricks, the illusions, and are sometimes confronted by the idea that some things are exactly as they present themselves. And truth becomes the misdirection. Everyone finds a way to surprise you, and none more so than the woman at the center of the story, who - for the first time - learns how to perform her own magic. This book was quietly and effortlessly thrilling. One night I stayed up until 3AM because I needed to know what happened next. I loved this book....more",Notes are private!,0,4,1,"May 22, 2020","May 26, 2020","May 26, 2020",,Paperback,view (with text),/book/show/774226.The_Magician_s_Assistant
311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kahiki Supper Club: A Polynesian Paradise in Columbus,"Meyers, David",1626195943,9781626195943,1626195943,192        pp,3.75,77,"Sep 08, 2014","Sep 16, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I remain fascinated by these stories of fantastical tiki palaces. It’s funny; I didn’t become a tiki adherent until about a year ago. I’d been to backI remain fascinated by these stories of fantastical tiki palaces. It’s funny; I didn’t become a tiki adherent until about a year ago. I’d been to backyard luaus. I’d been to both Trader Sam’s on Disney property. But the whole tiki “thing” didn’t hit until last year when my buddy Jeff and I started visiting famous tiki bars in far-off California cities like San Francisco, Los Angeles, and Palm Springs. I could feel the interest growing before then, though. On a trip to visit my friend Josh in Los Angeles, I found myself in a bookstore at The Grove, and there I bought a book on California Tiki. Slender, factual book. But it gave me the tools I needed to go further and deeper, if I wanted to. It didn’t hurt that I’d recently come back from my honeymoon in Hawai’i, where the libations were strong and the moon over the South Pacific was high. I brought these experiences with me, and in 2020, I decided to go full bore.That book on California tiki had a sequel: a book, fascinatingly, on Ohio tiki. Ohio? What the? And yet I read it, and from that I began to sense the scope of how all-encompassing the tiki trend really was in America at the mid-century. Ohio wasn’t a place like California, with it’s Don the Beachcombers and Trader Vic’s. It wasn’t like Florida, with its warm climate to attract visitors to the Mai-Kai. But Ohio has something no other place had: the Kahiki Supper Club.Can I just say how tickled the term “supper club” makes me. It seems so square, but it’s also kind of pleasant and homey. And it fits the Kahiki, which I’d read a little about in that Ohio tiki book ... but I had no idea how deeply attached people were to this place. Man, how I would have liked to have visited in the 1960s.We get the whole story here: a repeat of tiki’s American origins, how the Kahiki was proposed and built, who made the pottery and who served the food. All to the good. However, some chapters deal with some controversial elements in the restaurant’s history that felt out of place; racial tensions and terrible crimes that seem ... not sensationalized, but maybe too “real” in this book that wants to show you escapism and how it was attained.You know, maybe I wouldn’t have gotten this into Polynesian pop if not for this quarantine thing we’re all going through. It’s given me a unique perspective on the concept of escape to a faraway place that’s only real in the imagination. That’s what a place like the Kahiki Supper Club does - offers an ersatz escape from the Midwestern humdrum that nevertheless feels real and vital and important. I never saw the Kahiki when it was around. I wish I had. But at least now, I have a deeper understanding why it succeeded for a little while, and why some people wish they could journey back to it even now....more",Notes are private!,0,4,1,"May 19, 2020","May 21, 2020","May 19, 2020",,Paperback,view (with text),/book/show/22542092-kahiki-supper-club
312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Run,"Patchett, Ann",0061340634,9780061340635,0061340634,295        pp,3.65,"50,182",2007,"Sep 25, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Slowly, I am coming to understand why I love Ann Patchett's work so much. For me, she's a John Irving. I didn't know I needed more than one, but now ISlowly, I am coming to understand why I love Ann Patchett's work so much. For me, she's a John Irving. I didn't know I needed more than one, but now I have her. It's not that she apes Irving's style or plot structures necessarily, but that her books move with the same fluid cadence of Irving's complicated family tales. When I was reading Commonwealth, I couldn't help but be reminded of The Hotel New Hampshire. And for anyone needing the kind of jolt you got from A Prayer for Owen Meany, may I direct you to Patchett's marvelous Run.I always think I'm going to sip Patchett's pages slowly; by the time I realize I've been gulping, it's two AM and I'm nearly finished with the book. That's the first definition of the title word, and not the most important. The story - concerning a small Boston family over the course of two days - is propulsive. Even in its moments of respite, the words race on their own momentum, and all the reader can do is keep up. Like most great novels, it's not the plot but the people who keep things moving. And the people of Run are fascinating. I can only tell you so much without spoiling the whole book, and I desperately do not want to spoil this for anyone reading it the first time. Here are some facts: Bernard and Bernadette Doyle are white, wealthy-ish people with a young biological son named Sullivan and two adopted sons, Tip and Teddy. There's also a religious statue, passed down from generation to generation, that bears a striking resemblance to Bernadette, who dies before the book starts. (Eventually the statue business reminded me of the mannequin form in Owen Meany, but most of the parallels of the book aren't that specific.) There's also an accident, one that jumpstarts the fascinating course of events over the following two nights.But I won't tell you what the accident is, who it involves, or what happens next. What I will say is that Run is a family novel, about people we lose and gain and how they are tied to the trajectories of our lives. The things you run toward, run away from, run for. In its own way, it's a mirror image to Commonwealth which explores why families bust apart. Run is why they don't. It's as brilliantly written, but it's a lot warmer, a lot more inviting. I could have read a book double the length about these people and never gotten bored. I loved this book. ...more",Notes are private!,0,3,1,"May 15, 2020","May 19, 2020","May 15, 2020",,Hardcover,view (with text),/book/show/80566.Run
313,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dead Girl Blues,"Block, Lawrence*",1951939646,9781951939649,1951939646,218        pp,3.95,516,Jun 2020,"Jun 24, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"How does someone live with guilt? And how does someone who's supposed to live with guilt live without it?These are the central questions of Dead Girl How does someone live with guilt? And how does someone who's supposed to live with guilt live without it?These are the central questions of Dead Girl Blues, the unexpected short new novel from Lawrence Block. The lead-up to the publication of this book has revolved around a warning, which may or may act as a fractured come-on: there's a scene of such queasy, unrelenting violence right up there at the start that regular readers of Block, especially those who know him primarily from his Bernie Rhodenbarr books, may find wholly unpleasant. For those of us willing to stick it out past this extraordinarily dark scene (hint: there's a murder, and that's far, far from the worst part) are rewarded with a contemplative novel about the nature of guilt. It's also, I suppose, about the nature of people: do they change? Can they change? More pointedly, is a sociopath always a sociopath, or can they reform?It's interesting, that word reform. Because the man who committed that especially heinous act does a lot of reforming over the course of this long, ruminating confessional. Starting out as a lonesome, aimless drifter, the crime he commits gives him a sudden sense of purpose. Immediately, he needs to hide out inside a life where no one can find him. Discovering that he likes that life is unexpected - and unexpectedly rewarding - and while he doesn't seem to make a conscious effort to change, slowly he becomes the person he pretends to be. So we come to the heart of this book, and the questions it doesn't answer. What makes a man a sociopath? A single, brutal act? Fantasies about that act, casting different people in violent sexual scenarios? Play-acting with your wife, during which you get to recreate some echo of the crime you committed, and got away with? I don't know. I don't think Block knows. That's to this novel's credit. Asking the questions is the important part. Well, no: the important part is how absorbing this book is, how deftly written, how bizarrely exciting. I don't know what I was expecting when I first heard about that hardcore early scene. Was the whole book going to be like this? When the novel turned out to be a weirdly quiet, weirdly gentle story of a man who may have gotten away with worse than murder, and how he lives with it ... well, it surprised me. I didn't know how compelling such a contemplation would be, and how tense and thrilling. Block lampshades a Chekov's gun midway through the novel, and one of the cleverest things about Dead Girl Blues is that it doesn't matter whether it goes off. It's that throttling sense of not knowing that makes this bizarre book so fantastic. Come for the violence. Stay for the if....more",Notes are private!,0,3,1,"May 05, 2020","May 06, 2020","May 05, 2020",,Paperback,view (with text),/book/show/53002893-dead-girl-blues
314,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hawaii,"Michener, James A.",0552075949,9780552075947,0552075949,"1,140        pp",4.21,"78,682","Nov 12, 1959",Jan 1967,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I picked up the book Tales of the South Pacific while I was in Hawaii, and for a long while I didn't read it at all. I started with the introduction bI picked up the book Tales of the South Pacific while I was in Hawaii, and for a long while I didn't read it at all. I started with the introduction by Steve Berry, and he talked about reading the book Hawaii for the first time, and why it made him a Michener fan. As I started getting into that book, I was finding it dragging just a little. Then I cast my mind back to the intro and I was like, ""That book sounds more interesting. Maybe I'll try that!""So on a warm day in early May, I launched into the longest book I'd ever attempted that didn't have the name Stephen King on the front. The jacket copy promised that the book would tell the lightly fictionalized history of Hawaii ... and history is right. The audacious first chapter is all about how the islands formed geologically, then biologically. Some millions of years later, chapter two focuses on the first settlers of Hawaii, those seeking religious freedom from Bora Bora. And it's all fascinating. At the beginning of almost every chapter, I would think, ""I will never be able to remember this name,"" and then it appears so often and you get wrapped up in all these stories that they become eventual friends and enemies. A book that includes such people as Jerusha Hale, Char Nyuk Tsin, Kamejiro Sakagawa, Keoki Kanakoa, Malama, and Wild Whip Hoxworth seems like you'd get easily lost in the names; instead, you find yourself lost in the people.In Michener's book, no one is all good or all bad (except for Abner Hale, who might be mostly bad). Not the missionaries who come to the island and assert their ways of life in the islands, against the will of many native Hawaiians. Not the gambler who is charged with taking a kidnapped woman to the islands to work in a brothel. Not the labor leader whose heritage is Japanese but whose nationality is American, who fought as an American in World War II. There are shades of gray everywhere, and because Michener is such a gifted storyteller, I was drawn into all of those shades. But it's not just people.And if you think Hawaii is only about mapping the course of family histories from the 1700s through the mid-20th century ... okay, well that's most of it. But it's also freakin exciting! This book has explosions! Human sacrifice! A leper colony! Fireworks! Sex work! Tsunamis! It's amazing! I had no idea when I started this year of reading that my two big discoveries were going to be Ann Patchett and James A. Michener. But that's the best thing about reading. Constant discovery, constant enjoyment. ...more",Notes are private!,0,4,1,"May 05, 2020","May 28, 2020","May 05, 2020",,Paperback,view (with text),/book/show/2751228-hawaii
