,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,eb's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arcadia,"Groff, Lauren*",1401340873,9781401340872,1401340873,291        pp,3.72,"24,671","Mar 13, 2012","Mar 13, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fussed-over writing that's capital L Lyrical and capital P Poetic. Groff constantly uses adjectives as verbs (""the car gentles off""), which is a war cFussed-over writing that's capital L Lyrical and capital P Poetic. Groff constantly uses adjectives as verbs (""the car gentles off""), which is a war crime, in my opinion. And God, the entire last section is so boring—you have to sit around for chapter after chapter waiting for a major character to die. To add insult to injury, Groff introduces a hoary love interest for her protagonist at the eleventh hour. All-around barfy. ...more",Notes are private!,1,2,1,not set,not set,"Oct 07, 2013",,Hardcover,view (with text),/book/show/11866694-arcadia
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mother. Wife. Sister. Human. Warrior. Falcon. Yardstick. Turban. Cabbage.,"Delaney, Rob*",081299308X,9780812993080,081299308X,208        pp,3.80,"8,908","Jan 01, 2013","Nov 05, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When books by comedians are good, they're SO good, because they're honest, and free from the insecurity and purple prose that plague literary writers.When books by comedians are good, they're SO good, because they're honest, and free from the insecurity and purple prose that plague literary writers. This collection by Rob Delaney made me laugh and cry. He tells the truth about, among other things, his alcoholism, his aversion to butt sex, and his intense love for his son. You get the feeling each simple sentence was dredged up from the depths of his soul--but it's all funny! And none of it's self-important or cheesy. If I have a complaint, it's that most chapters end abruptly. The arcs are off. I'm sure it's a problem Delaney will work out in his second book, which I hope he'll write very soon....more",Notes are private!,0,0,1,not set,not set,"Oct 07, 2013",,Hardcover,view (with text),/book/show/17345259-mother-wife-sister-human-warrior-falcon-yardstick-turban-cabbage
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Weight of Blood,"McHugh, Laura*",0812995201,9780812995206,0812995201,302        pp,3.76,"22,530",2014,"Mar 11, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A ripped-from-the-headlines story about clannish Ozarkians, one of whom is running a sex slavery ring. Doesn't that sound interesting?? It's not. McHuA ripped-from-the-headlines story about clannish Ozarkians, one of whom is running a sex slavery ring. Doesn't that sound interesting?? It's not. McHugh's pacing is decent, and the pages turn pleasantly enough, but somehow she can't squeeze much interest from this fascinatingly evil cast of characters, and her writing is mediocre at best. ...more",Notes are private!,0,0,1,not set,not set,"Sep 27, 2013",,Hardcover,view (with text),/book/show/18209468-the-weight-of-blood
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Land of Steady Habits,"Thompson, Ted*",0316186562,9780316186568,0316186562,272        pp,3.49,"1,143","Sep 12, 2014","Mar 25, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This novel is full of flaws. Thompson shifts the focus between characters in a clumsy, odd way. He has a big problem with transitions—you'll be readinThis novel is full of flaws. Thompson shifts the focus between characters in a clumsy, odd way. He has a big problem with transitions—you'll be reading along and suddenly realize that the narrative has jumped five years forward in time. And the whole thing feels about one-fourth as long as it should be. But despite all that, I enjoyed this novel immensely. Thompson captures preppy Connecticut in beautiful, unpretentious prose--the insights, the fights, and the sentences are on par with Cheever. I'll read whatever this guy writes next....more",Notes are private!,0,2,1,not set,not set,"Sep 27, 2013",,Hardcover,view (with text),/book/show/18170126-the-land-of-steady-habits
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,For Today I Am a Boy,"Fu, Kim*",0544034724,9780544034723,0544034724,256        pp,3.76,"3,432","Jan 14, 2014","Jan 14, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A novel about a girl trapped in a boy's body--but NOT an issue novel, or an exhausting trudge through hormone replacement therapy. In fact, the protagA novel about a girl trapped in a boy's body--but NOT an issue novel, or an exhausting trudge through hormone replacement therapy. In fact, the protagonist doesn't change too much over the course of the novel, which is refreshing. Instead, we get a full picture of this character's family: his withholding father, his vivid sisters, his mother (who DOES change a lot). This is one of my favorite kinds of novels: it contains just the fun stuff. Physical details, fascinating conversations, nothing extraneous or boring. ...more",Notes are private!,0,2,1,not set,not set,"Sep 16, 2013",,Hardcover,view (with text),/book/show/17165961-for-today-i-am-a-boy
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blue Nights,"Didion, Joan",0307267679,9780307267672,0307267679,208        pp,3.92,"39,741","Nov 01, 2011","Nov 01, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I admire Didion's clean style, and her frankness, but I don't connect to it at all. The obsessive return to certain motifs—Diana smoking, Quintana's hI admire Didion's clean style, and her frankness, but I don't connect to it at all. The obsessive return to certain motifs—Diana smoking, Quintana's hour of limited oxygen, and so on—wore on me, and I was irritated by the omissions, which I'm sure were intentional. What did Quintana die of? What was her husband like? Just tell us! Still, this is one of the most honest—and therefore most terrifying—depictions of aging I've ever encountered. Money doesn't protect you from dying alone, or from the condescension of medical professionals, and it can't keep those you love alive. ...more",Notes are private!,0,1,1,not set,not set,"Sep 16, 2013",,Hardcover,view (with text),/book/show/10252302-blue-nights
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Play It As It Lays,"Didion, Joan",0374529949,9780374529949,0374529949,231        pp,3.92,"67,110",1970,"Nov 15, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A brutally depressing reminder that we have to protect our right to get abortions when we need them. Quick read, spare, evocative. I was lost half theA brutally depressing reminder that we have to protect our right to get abortions when we need them. Quick read, spare, evocative. I was lost half the time, but just from laziness—I couldn't be bothered to read carefully enough to figure out exactly what was going on. Kind of a Tess of the D'Urbervilles feeling—wait, they had sex? Wait, they're ALL having sex?...more",Notes are private!,0,0,1,not set,not set,"Aug 20, 2013",,Paperback,view (with text),/book/show/428.Play_It_As_It_Lays
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sad Desk Salad,"Grose, Jessica*",0062188348,9780062188342,0062188348,290        pp,3.00,"1,625","Oct 02, 2012","Oct 02, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Plane reading that's about me, basically: the protagonist is an anxious web editor obsessed by pageviews and trolls. Chick lit, but not stupid chick lPlane reading that's about me, basically: the protagonist is an anxious web editor obsessed by pageviews and trolls. Chick lit, but not stupid chick lit. ...more",Notes are private!,0,1,1,not set,not set,"Aug 20, 2013",,Paperback,view (with text),/book/show/13565600-sad-desk-salad
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Goldfinch,"Tartt, Donna",0316055433,9780316055437,0316055433,771        pp,3.94,"925,194","Sep 23, 2013","Oct 22, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What I like most about Tartt is her love of detail. Clothes, furniture, light, cheekbones—she describes her fictional world more clearly than I see myWhat I like most about Tartt is her love of detail. Clothes, furniture, light, cheekbones—she describes her fictional world more clearly than I see my real one. Her pacing is desultory, to put it mildly, but she's capable of writing scenes so gripping and suspenseful that they're hard to get through (that part when Theo's on the phone with his lawyer, and his dad's listening on the extension! It's SO GOOD!).The Goldfinch reminds me of The Art of Fielding, in that it's almost completely disconnected from the real world; both novels read like fairy tales. Tartt acknowledges the existence of smart phones and Facebook, but all of her characters, including teenage American boys, talk like they just stepped out of Dickens (""We're in a bit of a tip,"" ""What shall I do?"" ""I'm all out of sorts""), and her depiction of Manhattan is so rosy and strange it reminded me of From the Mixed-Up Files of Mrs. Basil E. Frankweiler. If you loved the preppiness and privilege of The Secret History, you'll be happy to encounter reams of boat shoes, antiques, and brittle blondes here. If you have no patience for that world, you might like the swath of the novel set in sun-scorched, trashy Vegas. If you enjoyed the menace of TSH, you'll be pleased with the deaths that pile up in these pages. If you found TSH callow in its treatment of murder, you'll be happy to find that Tartt has grown more comfortable with real emotion. ...more",Notes are private!,0,53,1,not set,not set,"Aug 19, 2013",,Hardcover,view (with text),/book/show/17333223-the-goldfinch
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lost in the Forest,"Miller, Sue",0345469593,9780345469595,0345469593,247        pp,3.38,"3,621",2005,"Jul 25, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book made me sad—it's totally serviceable, but eight years after its publication, it feels dated and destined to be forgotten. Fun to read beforeThis book made me sad—it's totally serviceable, but eight years after its publication, it feels dated and destined to be forgotten. Fun to read before a trip to wine country, but that's about it. ...more",Notes are private!,0,0,1,not set,not set,"Aug 19, 2013",,Paperback,view (with text),/book/show/86237.Lost_in_the_Forest
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sweet Tooth,"McEwan, Ian*",,,,320        pp,3.43,"50,545",2012,"Aug 23, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sentence for sentence, there's no one more fun to read than McEwan. But I find I'm a little weary of this particular bag of tricks: we think we're reaSentence for sentence, there's no one more fun to read than McEwan. But I find I'm a little weary of this particular bag of tricks: we think we're reading a straightforward realist story, but then there's a big twist, and it turns out we've actually been reading metafiction—a novel about writing a novel. I liked it better the first time around, in Atonement....more",Notes are private!,0,0,1,not set,not set,"Aug 05, 2013",,Hardcover,view (with text),/book/show/13562049-sweet-tooth
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meaty,"Irby, Samantha*",0988480425,9780988480421,0988480425,250        pp,3.89,"16,025","Sep 09, 2013","Sep 10, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A funny and extremely frank collection of essays from a unique voice. If you're one of those readers who can't take swearing, anal sex, or discussionsA funny and extremely frank collection of essays from a unique voice. If you're one of those readers who can't take swearing, anal sex, or discussions of thumb sucking while masturbating, this is not the book for you. If, on the other hand, you're looking for riotous truth-telling by a self-proclaimed fat, white-people-loving black girl from the 'burbs, give this one a read. I have a few quibbles with the package (why the title? Why the chicken??), and I could have done without the TV treatment (cringey, boring), but on balance, I'm a big fan. ...more",Notes are private!,0,2,1,not set,not set,"Jul 30, 2013",,Paperback,view (with text),/book/show/17259934-meaty
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Night Film,"Pessl, Marisha*",140006788X,9781400067886,140006788X,598        pp,3.78,"90,933","Jul 16, 2013","Jul 16, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A failure on nearly every level. The characters are paper-flat, they all speak in exactly the same (preposterous) voice, and none of them develop an iA failure on nearly every level. The characters are paper-flat, they all speak in exactly the same (preposterous) voice, and none of them develop an inch. ""But that's okay,"" you might argue; ""Pessl's writing a thriller, and plot is her main concern."" Fine, but the plot of this novel is deeply, deeply boring. Night Film reads like a would-be thriller by someone who's never actually read a thriller or a mystery. The protagonist stumps around from obvious clue to obvious clue, talking to a host of characters who spill details for no reason. There's no tension, and there's no suspense. And for all the times we're told how sinister Cordova and Ashley are, we don't get a single truly disturbing instance of bad behavior (unless you're shaken to your core by the possibility that they've killed a few kids). Most baffingly, the writing itself is terrible. The purported NYMag posts and blog slideshows are completely unconvincing and tonally off—no one would hire this writer as a blogger. It's as if Pessl is getting paid per misplaced modifier. The scariest thing about this novel is the cruel way its author tortures grammar. It's one of the most disappointing sophomore efforts I've ever encountered. ...more",Notes are private!,1,488,1,not set,not set,"Jun 29, 2013",,Hardcover,view (with text),/book/show/10112885-night-film
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Les yeux jaunes des crocodiles        (Joséphine, #1)","Pancol, Katherine",2253121207,9782253121206,2253121207,661        pp,3.59,"14,765","Mar 01, 2006","May 30, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A beach read for dummies. Moderately more entertaining than reading the contents list on the back of a shampoo bottle.,Notes are private!,0,42,1,not set,not set,"Jun 20, 2013",,Mass Market Paperback,view (with text),/book/show/1811252.Les_yeux_jaunes_des_crocodiles
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Apartment,"Baxter, Greg",1844882861,9781844882861,1844882861,230        pp,3.02,"2,166","Jan 01, 2012",2012,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Full of beautiful observations and writing, and Hemingway-esque in its interest in sensory experience, but ultimately there's more iceberg tip than acFull of beautiful observations and writing, and Hemingway-esque in its interest in sensory experience, but ultimately there's more iceberg tip than actual iceberg here. The unnamed narrator turns out to be an emotionally bruised Iraqi vet—and that's about it. There's not enough there there. ...more",Notes are private!,0,0,1,not set,not set,"Jun 20, 2013",,,view (with text),/book/show/12849702-the-apartment
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cartwheel,"duBois, Jennifer",0804164878,9780804164870,0804164878,unknown,3.22,"8,314","Sep 24, 2013","Sep 24, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"About halfway through the first chapter of CARTWHEEL, I said, ""Oh my God,"" out loud. It's just so good, so exciting, so literary, so incredibly fun toAbout halfway through the first chapter of CARTWHEEL, I said, ""Oh my God,"" out loud. It's just so good, so exciting, so literary, so incredibly fun to read. It tells a fictionalized version of the Amanda Knox story from the point of view of several key players, including the boyfriend, the Amanda character, and the Amanda's-dad character. The writing is sickeningly good, and somehow, even though you know exactly how the story will unfold if you pay passing attention to the news, it's riveting. ...more",Notes are private!,0,11,1,not set,not set,"Jun 13, 2013",,Audio CD,view (with text),/book/show/17940499-cartwheel
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Longbourn,"Baker, Jo*",0385351232,9780385351232,0385351232,352        pp,3.66,"58,440","Oct 08, 2013","Oct 08, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I adore Jane Austen, and I was dreading reading this take on Pride & Prejudice from the servants' point of view. I thought it was a crass cash-grab onI adore Jane Austen, and I was dreading reading this take on Pride & Prejudice from the servants' point of view. I thought it was a crass cash-grab on Baker's part, and that I'd spend the entire novel longing to reread P & P. I couldn't have been more wrong! I got entirely wrapped up in the story of Sarah, a servant at Longbourn, and felt impatient even with brief mentions of favorite characters (Jane, Elizabeth), who seemed selfish, boring, and clueless because of their wealth. Crucially, this novel does NOT feel like a gimmick; it's beautiful and literary, and stands on its own--non-fans of Austen will love it too, I think. ...more",Notes are private!,0,57,1,not set,not set,"Jun 13, 2013",,Hardcover,view (with text),/book/show/17380041-longbourn
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Alienist        (Dr. Laszlo Kreizler, #1)","Carr, Caleb*",0812976142,9780812976144,0812976142,498        pp,4.06,"173,091","Mar 15, 1994","Oct 24, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A deeply boring book that can't stop screaming ""LOOK AT ALL THE RESEARCH I CONTAIN!"" The characters are paper thin, the pace is absurdly slow, and theA deeply boring book that can't stop screaming ""LOOK AT ALL THE RESEARCH I CONTAIN!"" The characters are paper thin, the pace is absurdly slow, and the whole thing reads like the work of a man who's never read a decent mystery. Truly terrible....more",Notes are private!,0,0,1,not set,not set,"Jun 04, 2013",,Paperback,view (with text),/book/show/40024.The_Alienist
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Old School,"Wolff, Tobias",0747574650,9780747574651,0747574650,196        pp,3.84,"13,033","Nov 04, 2003","Feb 07, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Crystal-clear prose, boarding school setting, scorn for Ayn Rand, short story theft, keen insights—an irresistible book for me.",Notes are private!,0,0,1,not set,not set,"May 31, 2013",,Paperback,view (with text),/book/show/11464.Old_School
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Love Affairs of Nathaniel P.,"Waldman, Adelle*",0805097457,9780805097450,0805097457,256        pp,3.29,"17,567","Jul 16, 2013","Jul 16, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's frustrating to see so many complaints about Nate's likability. He's SUPPOSED to be a self-involved jerk—that's the point! I loved everything abouIt's frustrating to see so many complaints about Nate's likability. He's SUPPOSED to be a self-involved jerk—that's the point! I loved everything about this novel, from its spot-on portrayal of young, literary Brooklynites, to its amazing insight into the male psyche, to its sparkling prose. Waldman gets at something so true about how we date, and why we end up with the people we end up with—people who might be inappropriate for us in almost every way, if we're dumb and unlucky. She's a major new talent, and I can't wait to read her next novel. ...more",Notes are private!,0,6,1,not set,not set,"May 31, 2013",,Hardcover,view (with text),/book/show/16045140-the-love-affairs-of-nathaniel-p
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Skull and the Nightingale,"Irwin, Michael",0062202359,9780062202352,0062202359,416        pp,2.86,417,"Jun 01, 2013","Jul 30, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The voice and diction are perfect, but I can't recommend this book—the pace is glacial, and the whole thing feels both fussed over and completely unedThe voice and diction are perfect, but I can't recommend this book—the pace is glacial, and the whole thing feels both fussed over and completely unedited—someone should have told Irwin to lose about half the word count. ...more",Notes are private!,0,0,1,not set,not set,"Apr 07, 2013",,Hardcover,view (with text),/book/show/16248170-the-skull-and-the-nightingale
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Brooklyn Girls        (Brooklyn Girls, #1)","Burgess, Gemma",1250000858,9781250000859,1250000858,294        pp,3.53,"2,185","Jul 02, 2013","Jul 02, 2013",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Witless garbage. As a girl who's lived in Manhattan for 10 years and Brooklyn for 5, I can tell you Burgess has no understanding of Brooklyn, girls, oWitless garbage. As a girl who's lived in Manhattan for 10 years and Brooklyn for 5, I can tell you Burgess has no understanding of Brooklyn, girls, or, for that matter, America. ...more",Notes are private!,0,5,1,not set,not set,"Apr 07, 2013",,Paperback,view (with text),/book/show/16045001-brooklyn-girls
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sisterland,"Sittenfeld, Curtis*",1400068312,9781400068319,1400068312,397        pp,3.37,"40,268","Jun 25, 2013","Jun 25, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I understand the criticisms of this novel, and even share them—narrative attention is oddly divided between marriage and sisterhood, the women's psychI understand the criticisms of this novel, and even share them—narrative attention is oddly divided between marriage and sisterhood, the women's psychic powers are underexplored, and there's a ton of detail about the drudgery of motherhood, which gets exhausting. But Sittenfeld can do no wrong in my eyes. Sentence for sentence, she's my favorite living writer. ...more",Notes are private!,0,0,1,not set,not set,"Apr 07, 2013",,Hardcover,view (with text),/book/show/16099180-sisterland
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Engagements,"Sullivan, J. Courtney*",030795871X,9780307958716,030795871X,380        pp,3.62,"19,168","Jun 11, 2013","Jun 11, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For a beach read, it's wonderful: well-written, frothy, and packed with interesting characters. The link between those characters will make some readeFor a beach read, it's wonderful: well-written, frothy, and packed with interesting characters. The link between those characters will make some readers cringe—it's undeniably cheap and cheesy—but I found it charming, too. Taking off one star because the final section of the novel felt diffuse and unsatisfying. ...more",Notes are private!,0,2,1,not set,not set,"Apr 07, 2013",,Hardcover,view (with text),/book/show/16071736-the-engagements
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The 5th Wave        (The 5th Wave, #1)","Yancey, Rick",0399162410,9780399162411,0399162410,457        pp,4.01,"457,440","May 07, 2013","May 07, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So many cringingly sentimental sentences; so many repetitive scenes; so many absurd ""fights"" that make no human sense, but are there simply because thSo many cringingly sentimental sentences; so many repetitive scenes; so many absurd ""fights"" that make no human sense, but are there simply because the author wanted to shove in some conflict. Second-worst part: the laughably implausible plot. Worst part: the callow, tossed-off mentions of extermination and death camps. Using the Holocaust to spice up your YA novel is just gross. ...more",Notes are private!,0,3,1,not set,not set,"Mar 25, 2013",,Hardcover,view (with text),/book/show/16101128-the-5th-wave
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Easter Parade,"Yates, Richard",0413773450,9780413773456,0413773450,226        pp,4.03,"9,518",1976,unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A crushing novel about growing up, belonging to a family, trying to get by in the city, and losing hope. Maybe most of all, it's a novel about money, A crushing novel about growing up, belonging to a family, trying to get by in the city, and losing hope. Maybe most of all, it's a novel about money, and how difficult life is for everyone who's not rich. Yates is an incredible feminist who truly understands women; even better, his sentences are unpretentious diamonds. Still, I wouldn't recommend this book to anyone but 1) smugly married people who aren't afraid of aging, and 2) readers who enjoy being terrified and saddened. ...more",Notes are private!,0,5,1,not set,not set,"Mar 19, 2013",,Paperback,view (with text),/book/show/48335.The_Easter_Parade
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fresh Off the Boat,"Huang, Eddie",0679644881,9780679644880,0679644881,288        pp,3.68,"13,228","Jan 29, 2013","Jan 29, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's not perfect--it's rambly and feels unedited--but it's funny, original, and full of heart. 90s-era hip-hop heads (like me!) will especially love iIt's not perfect--it's rambly and feels unedited--but it's funny, original, and full of heart. 90s-era hip-hop heads (like me!) will especially love it....more",Notes are private!,0,0,1,not set,not set,"Mar 10, 2013",,Hardcover,view (with text),/book/show/15792558-fresh-off-the-boat
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Note to Self: A Novel,"Simone, Alina",0374710139,9780374710132,0374710139,256        pp,2.54,301,"Jan 01, 2013","Jun 04, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A funny, deceptively casual novel about a woman at loose ends after losing her boring job. Unlike most writers, Simone doesn't ignore the existence ofA funny, deceptively casual novel about a woman at loose ends after losing her boring job. Unlike most writers, Simone doesn't ignore the existence of iPhones and Facebook; her heroine is addicted to the interwebz, as we all are. This isn't as boring as it sounds, but it makes for an itchy, uncomfortable reading experience, something like watching cat videos on a beautiful day. ...more",Notes are private!,0,0,1,not set,not set,"Mar 09, 2013",,Kindle Edition,view (with text),/book/show/16066926-note-to-self
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let's Pretend This Never Happened: A Mostly True Memoir,"Lawson, Jenny*",0399159010,9780399159015,0399159010,318        pp,3.90,"192,931","Apr 17, 2012","Apr 17, 2012",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not my cup of comedy tea. I didn't laugh once. I didn't even smile. I find Lawson's writing unedited, rambling, boring, and bad. Love the jacket, thouNot my cup of comedy tea. I didn't laugh once. I didn't even smile. I find Lawson's writing unedited, rambling, boring, and bad. Love the jacket, though!...more",Notes are private!,0,1,1,not set,not set,"Mar 01, 2013",,Hardcover,view (with text),/book/show/12868761-let-s-pretend-this-never-happened
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ask,"Lipsyte, Sam*",0374298912,9780374298913,0374298912,296        pp,3.30,"6,753","Mar 02, 2010","Mar 02, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I get why Lipsyte is beloved--he's very funny and smart--but I can't take all the showing off. I'll keep reading him in the hopes that as he ages, he'I get why Lipsyte is beloved--he's very funny and smart--but I can't take all the showing off. I'll keep reading him in the hopes that as he ages, he'll calm down and get more interested in people than he is in language. ...more",Notes are private!,0,1,1,not set,not set,"Feb 24, 2013",,Hardcover,view (with text),/book/show/6698001-the-ask
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gorgeous,"Rudnick, Paul",0545464269,9780545464260,0545464269,336        pp,3.49,"3,235","Apr 30, 2013","Apr 28, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There's some charming repartee between the prince and Becky, and the moral of the story is a good one. But this first draft-y novel should have been eThere's some charming repartee between the prince and Becky, and the moral of the story is a good one. But this first draft-y novel should have been edited in half. More offensive than its messy bulk is its naked ambition--it's little more than a screenplay treatment in disguise. It's also not as funny as it wants to be, which is a surprise and a disappointment, since Paul Rudnick's Shouts & Murmers pieces for the New Yorker are hilarious....more",Notes are private!,0,1,1,not set,not set,"Feb 23, 2013",,Hardcover,view (with text),/book/show/16043633-gorgeous
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cassandra at the Wedding,"Baker, Dorothy",1590171128,9781590171127,1590171128,256        pp,3.94,"5,366",1962,"Sep 30, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This one's for the MFA gang. Baker's technique is unimprovable; the shift in first-person narrators is so well done it takes your breath away. And theThis one's for the MFA gang. Baker's technique is unimprovable; the shift in first-person narrators is so well done it takes your breath away. And the novel is jammed with writer catnip: twins, pills, an alcoholic professor, a suicide attempt, an aborted lesbian seduction, and a preppy idyll in California. ...more",Notes are private!,0,1,1,not set,not set,"Feb 19, 2013",,Paperback,view (with text),/book/show/902010.Cassandra_at_the_Wedding
