,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Joe's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Delicate Edible Birds and Other Stories,"Groff, Lauren*",1401340865,9781401340865,1401340865,306        pp,4.02,"5,330","Jan 27, 2009","Jan 27, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This one was a bit of a slog. The stories were tonally and thematically repetitive (and not in a good way) and almost all of them were too long by halThis one was a bit of a slog. The stories were tonally and thematically repetitive (and not in a good way) and almost all of them were too long by half considering the general lack of tension. There were a couple of standouts, though. ""L DeBard and Aliette"" was a thoughtful exploration of a relationship set during an era (the 1920s) in which social class and strict moral/gender rules could manifest themselves even more violently then they do today. The title story was strong as well, and a good example of how to raise the dramatic stakes in fiction. All of that said, ""Blythe"" was awful and ""Sir Fleeting"" could totally have been written by Kathleen Turner's character from ""Romancing the Stone"" if she made the Jack Colton character a little less swashbuckling and a little more smarmy. ...more",Notes are private!,0,0,1,not set,"Nov 27, 2012","Nov 27, 2012",,Hardcover,view (with text),/book/show/3734317-delicate-edible-birds-and-other-stories
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sense of an Ending,"Barnes, Julian",0224094157,9780224094153,0224094157,150        pp,3.74,"179,064","Aug 04, 2011","Aug 04, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 16, 2012","Oct 16, 2012",,Hardcover,view,/book/show/10746542-the-sense-of-an-ending
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Bright River,"Somerville, Patrick*",0316129313,9780316129312,0316129313,464        pp,3.55,796,"Jan 01, 2012","Jun 26, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh, goodreads, why don't you have half stars!?! I more than liked “This Bright River,” but, sadly, I did not ""really like"" it so I went with three staOh, goodreads, why don't you have half stars!?! I more than liked “This Bright River,” but, sadly, I did not ""really like"" it so I went with three starts rather than four. The reason for that mostly relates to the middle section of the book, which far too often sagged under the weight of the ideas and themes Somerville explores—what is evil, what determines how a person becomes who they are, what responsibility do the privileged have to acknowledge their privilege, how much knowledge is too much, is it better to confront the past or ignore it (and I’m probably missing a few others). This isn’t to say a novel shouldn't explore weighty ideas—in fact that’s one of the most important things the best novels do. However, the exploration of ideas should always, to quote Steve Almond, arise from “the emotional lives of the characters.” Far too often, and particularly in the middle hundred or so pages of ""This Bright River,"" the characters spent a lot of time in a room talking about ideas, rather than taking actions that convey ideas. That’s not really why I read novels. Another roadblock I encountered in “This Bright River” is the order in which the story is presented. Far too much of the story, at least in the order in which Somerville and the narrator delineate it (which, it should be said, is not always the order in which the events actually occurred or even the order in which the characters ascertain knowledge of those things) gives a coincidental feel to a number of important plot points. Coincidence is fine for an episode of Breaking Bad, but I expect a book, especially one that is relatively realistic, to work a little harder at foreshadowing and prepare us for what’s to come so key moments don’t feel like the author working himself out of a jam. All of that said, the novel starts incredibly well and ends the same. The characters, despite their occasional tendency to ramble, are well-drawn, complex, flawed, and sympathetic. There are several narrators besides Ben, the main character, and each has a precisely-rendered, idiosyncratic voice. ...more",Notes are private!,0,1,1,"Sep 16, 2012","Sep 27, 2012","Sep 16, 2012",,Hardcover,view (with text),/book/show/13208908-this-bright-river
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Oedipus Complex and Other Stories,"O'Connor, Frank",0141187875,9780141187877,0141187875,362        pp,3.84,523,1953,"Jan 01, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 27, 2012","Oct 23, 2012","Aug 09, 2012",,Paperback,view,/book/show/110974.My_Oedipus_Complex_and_Other_Stories
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Best American Short Stories 2011,"Brooks, Geraldine*",0547242166,9780547242163,0547242166,363        pp,3.85,"1,996","Oct 04, 2011","Oct 04, 2011",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Some were good, a few were bad, most of them I forgot. That said, the stories by Millhauser and Keegan were both amazing.",Notes are private!,0,1,1,not set,"Sep 11, 2012","Aug 09, 2012",,Paperback,view (with text),/book/show/10601203-the-best-american-short-stories-2011
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,HHhH,"Binet, Laurent",2246760011,9782246760016,B00EAS0ZPS,442        pp,4.06,"25,500","Jan 13, 2010",Jan 2010,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A novel more concerned with telling you how to read it than it is with doing the work of being a novel. In essence, Binet goes through the process of A novel more concerned with telling you how to read it than it is with doing the work of being a novel. In essence, Binet goes through the process of writing a historical novel to point out the problems and complications inherent in writing such a novel. As such, the author ends up letting his high-art pretensions obscure what could have been an interesting novel about a little known individual who played a large role in World War II. Worst of all, his pretensions only serve to rehash the same tired post-modern ideas about the construct of history that theorists have been slinging since at least the fifties. ...more",Notes are private!,0,0,1,"Jul 28, 2012","Aug 02, 2012","Jul 28, 2012",,Paperback,view (with text),/book/show/7992363-hhhh
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moneyball,"Lewis, Michael",0393324818,9780393324815,0393324818,317        pp,4.26,"131,532",2003,"Mar 17, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,So well done I even liked the parts that went completely over my head.,Notes are private!,0,0,1,"Jul 18, 2012","Jul 27, 2012","Jul 18, 2012",,Paperback,view (with text),/book/show/1301.Moneyball
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Iron Will of Shoeshine Cats,"Kestin, Hesh",0976717786,9780976717782,0976717786,334        pp,3.94,230,"Nov 01, 2009","Nov 01, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Far too much of this novel reads like a story your grandfather told to make himself sound cooler than he actually was. The rest of it reads sort of liFar too much of this novel reads like a story your grandfather told to make himself sound cooler than he actually was. The rest of it reads sort of like Forest Gump if Forest Gump had been a Jewish gangster--the narrator coincidentally stumbles across far too many people with connections to world changing events. In the end, parts of it were funny, and it reads quickly, but the story seemed more concerned with making its characters look awesome then with, you know, telling an actual story that incorporates plot and conflict and resolution. ...more",Notes are private!,0,2,1,"Jul 12, 2012","Jul 16, 2012","Jul 12, 2012",,Paperback,view (with text),/book/show/6408598-the-iron-will-of-shoeshine-cats
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Light without Heat: Stories,"Kirkpatrick, Matthew*",157366166X,9781573661669,157366166X,192        pp,4.06,31,"Mar 01, 2012","Mar 07, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 18, 2012",,Paperback,view,/book/show/13355497-light-without-heat
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sabbath's Theater,"Roth, Philip",0679772596,9780679772590,0679772596,451        pp,3.88,"11,081",1995,"Aug 06, 1996",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A generally adequate novel saved from its problems by the sheer force of the main character's personality. Roth could/should write a book about writinA generally adequate novel saved from its problems by the sheer force of the main character's personality. Roth could/should write a book about writing books about unlikeable characters. In the case of this one, Micky Sabbath is an expert at the art of transgression. The joy he derives from crossing lines that shouldn't be crossed trickles down to the audience. ...more",Notes are private!,0,0,1,"May 26, 2012","Jun 14, 2012","May 26, 2012",,Paperback,view (with text),/book/show/11654.Sabbath_s_Theater
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mimic's Own Voice: A Novella,"Williams, Tom*",1599482940,9781599482941,1599482940,97        pp,4.53,38,"Apr 19, 2011","Apr 19, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 25, 2012","Mar 27, 2012",,Paperback,view,/book/show/10954637-the-mimic-s-own-voice
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big World,"Miller, Mary*",0974954187,9780974954189,0974954187,230        pp,4.33,461,"Feb 17, 2009","Feb 17, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 21, 2012","Mar 27, 2012",,Paperback,view,/book/show/6177474-big-world
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Spot,"Means, David",0865479127,9780865479128,0865479127,176        pp,3.53,313,"May 19, 2010","May 25, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Generally strong stuff, with even the weaker stories saved by the language.",Notes are private!,0,0,1,"Jan 30, 2012","Feb 19, 2012","Jan 30, 2012",,Hardcover,view (with text),/book/show/7907211-the-spot
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Plainsong        (Plainsong, #1)","Haruf, Kent",0375705856,9780375705854,0375705856,301        pp,4.03,"73,807","Oct 04, 1999","Aug 22, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 15, 2012","Jan 22, 2012","Jan 15, 2012",,Paperback,view,/book/show/77156.Plainsong
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rock and Roll Will Save Your Life: A Book by and for the Fanatics Among Us,"Almond, Steve*",1400066204,9781400066209,1400066204,240        pp,3.65,"1,088","Jan 01, 2010","Apr 13, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 29, 2011","Jan 15, 2012",,Hardcover,view,/book/show/6933118-rock-and-roll-will-save-your-life
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Death of the Author,"Adair, Gilbert",1933633573,9781933633572,1933633573,136        pp,3.88,158,"Aug 20, 1992","Jan 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 14, 2012","Jan 15, 2012",,Paperback,view,/book/show/2412676.The_Death_of_the_Author
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Exiles,"Hansen, Ron",0374150974,9780374150976,0374150974,227        pp,3.62,540,"May 13, 2008","May 13, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 23, 2011","Nov 01, 2011",,Hardcover,view,/book/show/2305739.Exiles
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Evil B.B. Chow and Other Stories,"Almond, Steve*",1565125290,9781565125292,1565125290,248        pp,3.68,621,2005,"Apr 28, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The rare collection of stories a reader can enjoy from cover to cover without it seeming repetitive.,Notes are private!,0,0,1,not set,"Apr 24, 2011","Apr 25, 2011",,Paperback,view (with text),/book/show/89138.The_Evil_B_B_Chow_and_Other_Stories
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Swamplandia!,"Russell, Karen*",0307263991,9780307263995,0307263991,323        pp,3.27,"57,199","Feb 01, 2011","Feb 01, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Russell's control of language saved this novel from its other problems. The early chapters were all set up and they felt like it, and the last twenty Russell's control of language saved this novel from its other problems. The early chapters were all set up and they felt like it, and the last twenty pages seemed so rushed you could almost see the memo she got from her editor demanding she wrap up things on the double quick. That said, she orients the boork around two believable and endearing voices, and puts wonderful turns of phrases in their mouth. ...more",Notes are private!,0,0,1,not set,"Apr 20, 2011","Apr 25, 2011",,Hardcover,view (with text),/book/show/8584686-swamplandia
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invisible Man,"Ellison, Ralph",,,,581        pp,3.91,"187,871","Apr 14, 1952","Feb 01, 1995",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The rest of the novel never measures up to the first few chapters, but neither does most American literature published after WWII.",Notes are private!,0,0,1,"Feb 24, 2011","Jul 21, 2011","Feb 24, 2011",,Paperback,view (with text),/book/show/16981.Invisible_Man
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Johnny Got His Gun,"Trumbo, Dalton",0806512814,9780806512815,0806512814,309        pp,4.20,"43,951","Sep 03, 1939","Aug 25, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A well done antiwar novel that often suffers from its desire to be about something rather than tell a story. Trumbo puts forth a generally credible reA well done antiwar novel that often suffers from its desire to be about something rather than tell a story. Trumbo puts forth a generally credible rendering of a man physically cut off from the world due to his participation in World War I, but he occasionally falters by making his narrator a mouthpiece for ideas rather than a fully developed character. That said, the book has some truly heartbreaking moments (Joe's last night with Kareen, the loss of his father's fishing pole, etc) and offers up some interesting notions about God and fate. ...more",Notes are private!,0,0,1,not set,Jan 2011,"Feb 24, 2011",,Paperback,view (with text),/book/show/51606.Johnny_Got_His_Gun
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unnamed,"Ferris, Joshua*",0316034010,9780316034012,0316034010,310        pp,3.33,"8,917","Jan 18, 2010","Jan 18, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A semi-interesting execution of a strong permise; would've made a great short story.A semi-interesting execution of a strong permise; would've made a great short story....more,Notes are private!,0,0,1,Jan 2011,"Jan 09, 2011","Jan 01, 2011",,Hardcover,view (with text),/book/show/6422678-the-unnamed
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Freedom,"Franzen, Jonathan",0374158460,9780374158460,0374158460,562        pp,3.78,"168,416","Aug 31, 2010","Aug 31, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 29, 2010",,Hardcover,view,/book/show/7905092-freedom
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let the Great World Spin,"McCann, Colum*",1400063736,9781400063734,1400063736,351        pp,3.95,"104,952","Jun 16, 2009","Jun 23, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This one never quite got off the page for me. Couple of reasons why: 1) The structure of the book--loosely connected novellas and stories--keeps the rThis one never quite got off the page for me. Couple of reasons why: 1) The structure of the book--loosely connected novellas and stories--keeps the reader from getting to know any of the characters, constantly introducing new ones just when you get interested in the last, and totally abandoning a few who clearly have a lot more to say. 2) The component parts of the whole felt workshoppy--craft-wise, they're all a little too on the nose, and rarely did McCann offer any surprises to ameliorate how predictable all of it felt. 3) Many of the characters’ connections came off as forced vehicles to further the novel’s theme of inter-connectedness rather than as naturalistic development of plot or personality. 4) Not enough diversity of language to accommodate the diversity of the characters; at times, they all sounded alike and I would forget whose story I was reading. ...more",Notes are private!,0,39,1,not set,"Aug 16, 2010","Aug 16, 2010",,Hardcover,view (with text),/book/show/5941033-let-the-great-world-spin
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Gardener,"Pelecanos, George",0316156507,9780316156509,0316156507,372        pp,3.68,"6,365","Aug 08, 2006","Aug 08, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 28, 2009","Aug 05, 2010",,Hardcover,view,/book/show/1620.The_Night_Gardener
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blood Meridian, or, the Evening Redness in the West","McCarthy, Cormac",,,,351        pp,4.16,"164,497","Apr 28, 1985",May 1992,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"McCarthy really likes to describe stuff. For pages. On end. At some points I felt like he'd go four or five chapters delineating landscapes and battleMcCarthy really likes to describe stuff. For pages. On end. At some points I felt like he'd go four or five chapters delineating landscapes and battles and blood (oh, and that last style of phrasing--three nouns separated by two ""ands""--he likes that a lot, too)--but not really pushing the story forward. Granted, he's got a highly symbolic style and employs lovely, poetic prose but at times, it got to be too much; how many ways can you describe a dry river bed? And while the lengthy portraits drawn by the third person narrator effectively puts the reader in the same situation as the characters--that is, riding around the southwest looking for natives to scalp--you never really get to know the characters, but, then again, I know that isn't really the point of this novel. It's a statement on the blatant, racist violence required by America's westward expansion, but you'd think such a topic could have been rendered in a bit more interesting a way. ...more",Notes are private!,0,0,1,not set,"Jul 28, 2010","Jul 28, 2010",,Paperback,view (with text),/book/show/394535.Blood_Meridian_or_the_Evening_Redness_in_the_West
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Moby-Dick or, The Whale","Melville, Herman",0142437247,9780142437247,0142437247,720        pp,3.54,"560,707","Oct 18, 1851","Feb 21, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 15, 2010",,Paperback,view,/book/show/153747.Moby_Dick_or_The_Whale
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Billy Budd and Other Stories,"Melville, Herman",0140390537,9780140390537,0140390537,416        pp,3.56,"4,573",1853,"Apr 01, 1986",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 09, 2010","Jul 15, 2010",,Paperback,view,/book/show/125870.Billy_Budd_and_Other_Stories
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The History of Love,"Krauss, Nicole",0393328627,9780393328622,0393328627,255        pp,3.92,"135,685","May 17, 2005","May 17, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nicole Krauss' second novel explores the capacity for human beings to impact those with whom they seemingly have no connection, and in employing this Nicole Krauss' second novel explores the capacity for human beings to impact those with whom they seemingly have no connection, and in employing this premise, she also speaks to the virtues of authorship and reading. Krauss tells the story through at least three fully-developed voices, one of which, Alma, is the most charming character I've encountered in literature in a long while. While Krauss does an admirable job of drawing the reader in by keeping the relationships between her characters unexplained until the last few pages, the complexity of their connections occasionally distracts from their development. It's a small quibble, though, given the novel’s inventive language and Krauss’ ability to focus on sad, lonely characters while concocting a joyful, life-affirming book....more",Notes are private!,0,0,1,not set,"Jul 15, 2010","Jul 15, 2010",,Paperback,view (with text),/book/show/3867.The_History_of_Love
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Lesson Before Dying,"Gaines, Ernest J.",0375702709,9780375702709,B000RWMZN6,256        pp,3.98,"60,090","Jan 01, 1993","Jan 01, 1993",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Simple to the point of purposeless. There isn't a single notion about race relations or segregation to be found in this book that any sane, thinking pSimple to the point of purposeless. There isn't a single notion about race relations or segregation to be found in this book that any sane, thinking person hasn't come to on his or her own. The only thing worse than the thoughtlessness are the stunningly bad prose. ...more",Notes are private!,0,3,1,not set,not set,"Jul 08, 2010",,Paperback,view (with text),/book/show/5197.A_Lesson_Before_Dying
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Indignation,"Roth, Philip",054705484X,9780547054841,054705484X,235        pp,3.77,"17,231","Sep 05, 2008","Sep 05, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2010",,Hardcover,view,/book/show/3015764-indignation
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Exit Ghost        (Complete Nathan Zuckerman, #9)","Roth, Philip",0618915478,9780618915477,0618915478,292        pp,3.51,"5,501","Oct 01, 2007","Oct 01, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2010",,Hardcover,view,/book/show/703163.Exit_Ghost
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Speed Queen,"O'Nan, Stewart*",0385487010,9780385487016,0385487010,256        pp,3.84,"1,274","Mar 17, 1997","Mar 17, 1997",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2010",,Hardcover,view,/book/show/1083308.The_Speed_Queen
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House of the Seven Gables,"Hawthorne, Nathaniel",0393924769,9780393924763,0393924769,225        pp,3.45,"39,906",Mar 1851,"Aug 08, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 07, 2010","Jul 08, 2010",,Paperback,view,/book/show/90192.The_House_of_the_Seven_Gables
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nobody Move,"Johnson, Denis",0374222908,9780374222901,0374222908,196        pp,3.32,"4,691",2009,"Apr 27, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So Dennis Johnson writes a hard-boiled crime novel. This is going to be awesome, right? He's totally going to mess with the form, play with imagery, aSo Dennis Johnson writes a hard-boiled crime novel. This is going to be awesome, right? He's totally going to mess with the form, play with imagery, and turn the whole genre on its head. Not quite. Johnson ends up with a very well-written, above par crime novel, but, sadly, in the end, it's nothing more than a well-written, above par crime novel.I expected more, based on his skill, but, all the same, it's a decent caper. ...more",Notes are private!,0,0,1,not set,not set,"Jul 08, 2010",,Hardcover,view (with text),/book/show/4907243-nobody-move
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Noise,"DeLillo, Don",,,,326        pp,3.86,"115,122","Jan 21, 1985",1986,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 08, 2010",,Paperback,view,/book/show/118008.White_Noise
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Final Solution,"Chabon, Michael",0060777109,9780060777104,0060777109,131        pp,3.35,"18,655","Nov 09, 2004",Nov 2005,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 08, 2010",,Paperback,view,/book/show/16696.The_Final_Solution
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Animal Farm,"Orwell, George",0451519000,9780451519009,0451519000,140        pp,3.99,"3,883,886","Aug 17, 1945","Mar 01, 1956",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 15, 2009",,Paperback,view,/book/show/1635027.Animal_Farm
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drown,"Díaz, Junot",1573226068,9781573226066,B007EQMQ7S,208        pp,4.02,"36,013","Dec 25, 1995","Jul 01, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 02, 2009",,Unknown Binding,view,/book/show/531989.Drown
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Generosity: An Enhancement,"Powers, Richard",0374161143,9780374161149,0374161143,296        pp,3.59,"2,301",2009,"Sep 29, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 19, 2009","Nov 02, 2009",,Hardcover,view,/book/show/6346773-generosity
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Special Education: What It Is and Why We Need It,"Kauffman, James M.",0205420397,9780205420391,0205420397,96        pp,3.61,18,"Oct 02, 2004","Oct 02, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 02, 2009","Oct 24, 2009",,Paperback,view,/book/show/1446177.Special_Education
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The City & the City,"Miéville, China*",0345497511,9780345497512,0345497511,312        pp,3.90,"69,509","May 26, 2009","May 26, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An occasionally engaging, but ultimately under-realized murder mystery. Too much of the book is predicated on the separation of two cities that share An occasionally engaging, but ultimately under-realized murder mystery. Too much of the book is predicated on the separation of two cities that share the same geographic location and too little of it is spent developing the background and logistics of such a strange (yet interesting) division. We never learn about the differences (or similarities) between the Beszelian and the Ul Qomans, nor why they accept their cities' division. Also, the narrator is far too much a blank slate--all we really know about him is he's driven. ...more",Notes are private!,0,0,1,not set,"Oct 14, 2009","Oct 14, 2009",,Hardcover,view (with text),/book/show/4703581-the-city-the-city
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The World According to Garp,"Irving, John*",0345915593,9780345915597,0345915593,610        pp,4.10,"228,587","Apr 24, 1978","Apr 01, 1999",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 15, 2009","Sep 20, 2009",,Hardcover,view,/book/show/7069.The_World_According_to_Garp
