,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Erik's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
530,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Room,"Donoghue, Emma*",,,,321        pp,4.08,"803,875","Aug 20, 2010",Sep 2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 26, 2014",,Hardcover,view,/book/show/7937843-room
531,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,36 Arguments for the Existence of God: A Work of Fiction,"Goldstein, Rebecca",0307456714,9780307456717,0307456714,506        pp,3.57,"2,242","Dec 18, 2009","Feb 01, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Probably worth reading for the appendix.,Notes are private!,0,0,1,"Apr 02, 2014","Apr 16, 2014","Apr 02, 2014",,Paperback,view (with text),/book/show/8430953-36-arguments-for-the-existence-of-god
532,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Uncommon Reader,"Bennett, Alan",0374280967,9780374280963,0374280967,120        pp,3.74,"53,678",2007,"Sep 18, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Laugh out loud funny.,Notes are private!,0,0,1,"Feb 10, 2014","Feb 11, 2014","Feb 11, 2014",,Hardcover,view (with text),/book/show/1096390.The_Uncommon_Reader
533,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Conspiracy of Paper        (Benjamin Weaver, #1)","Liss, David*",0804119120,9780804119122,0804119120,442        pp,3.87,"11,347",2000,"Jan 30, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2014",,Paperback,view,/book/show/883238.A_Conspiracy_of_Paper
534,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Best Evidence: Disguise and Deception in the Assassination of John F. Kennedy,"Lifton, David S.",0440005868,9780440005865,0440005868,920        pp,3.98,596,1980,1982,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2014",,Paperback,view,/book/show/602505.Best_Evidence
535,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Imperial America: Reflections on the United States of Amnesia,"Vidal, Gore",156025744X,9781560257448,156025744X,208        pp,3.89,511,"May 07, 2004","Aug 17, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"***4.5 stars*** If G. V. had written our high school U.S. History textbooks (one can dream), we would have learned our history a hell of a lot better-***4.5 stars*** If G. V. had written our high school U.S. History textbooks (one can dream), we would have learned our history a hell of a lot better--and actually enjoyed the learning--(and not necessarily in that order). ...more",Notes are private!,0,0,1,"Nov 08, 2016","Nov 12, 2016","Feb 02, 2014",,Paperback,view (with text),/book/show/86045.Imperial_America
536,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thunderstruck,"Larson, Erik*",1400080665,9781400080663,B001GCVFJG,463        pp,3.76,"50,571","Oct 24, 2006","Oct 24, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2014",,Hardcover,view,/book/show/40067.Thunderstruck
537,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flags of Our Fathers,"Bradley, James D.",0739326597,9780739326596,0739326597,672        pp,4.22,"60,534","May 02, 2000","Sep 05, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2014",,Paperback,view,/book/show/7144593-flags-of-our-fathers
538,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Detroit City Is the Place to Be: The Afterlife of an American Metropolis,"Binelli, Mark*",0805092293,9780805092295,0805092293,318        pp,3.84,"2,050","Jun 19, 2012","Nov 13, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2014",,Hardcover,view,/book/show/12696979-detroit-city-is-the-place-to-be
539,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Agony and the Ecstasy,"Stone, Irving",0451171357,9780451171351,0451171357,776        pp,4.09,"90,500",1958,1961,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,***3.5 stars***,Notes are private!,0,0,1,"Apr 16, 2014","Apr 25, 2014","Jan 07, 2014",,Mass Market Paperback,view (with text),/book/show/321552.The_Agony_and_the_Ecstasy
540,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invisible Cities,"Calvino, Italo",0156453800,9780156453806,0156453800,165        pp,4.12,"83,840","Nov 03, 1972",1974,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,***3.5 stars***,Notes are private!,0,0,1,not set,"Jun 25, 2014","Jan 07, 2014",,Paperback,view (with text),/book/show/9809.Invisible_Cities
541,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Venice Observed,"McCarthy, Mary",015693521X,9780156935210,015693521X,158        pp,3.49,224,1956,"Sep 25, 1963",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 18, 2014","Jan 07, 2014",,Paperback,view,/book/show/80056.Venice_Observed
542,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Name of the Rose,"Eco, Umberto",,,,504        pp,4.14,"364,648",1980,"Apr 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,***3.5 stars***,Notes are private!,0,0,1,"May 29, 2014","Jun 20, 2014","Jan 07, 2014",,Paperback,view (with text),/book/show/611484.The_Name_of_the_Rose
543,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Pursuit of Italy: A History of a Land, Its Regions, and Their Peoples","Gilmour, David",0374533601,9780374533601,0374533601,496        pp,3.97,"1,714",2011,"Nov 13, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,***3.5 stars***,Notes are private!,0,0,1,"Jan 19, 2014",Feb 2014,"Jan 03, 2014",,Paperback,view (with text),/book/show/13539051-the-pursuit-of-italy
544,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Billy Lynn's Long Halftime Walk,"Fountain, Ben",0060885610,9780060885618,0060885610,307        pp,3.79,"30,491","May 01, 2012","Nov 27, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 22, 2014","Mar 03, 2014","Dec 28, 2013",,Paperback,view,/book/show/15818032-billy-lynn-s-long-halftime-walk
545,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,CivilWarLand in Bad Decline,"Saunders, George",,,,179        pp,4.21,"20,844","Jan 16, 1996","Feb 01, 1997",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,***3.5 stars***I like his newer stuff better.,Notes are private!,0,0,1,"Jan 02, 2014","Jan 14, 2014","Dec 18, 2013",,Paperback,view (with text),/book/show/331688.CivilWarLand_in_Bad_Decline
546,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brideshead Revisited,"Waugh, Evelyn",,,,351        pp,4.00,"113,383",1945,1981,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,***4.5 stars***,Notes are private!,0,0,1,"Mar 04, 2014","Mar 14, 2014","Dec 14, 2013",,Paperback,view (with text),/book/show/2116329.Brideshead_Revisited
547,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The English Patient,"Ondaatje, Michael",0747572593,9780747572596,B006U1JV5S,324        pp,3.87,"132,008",Sep 1992,"Aug 02, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 25, 2014","Apr 30, 2014","Dec 14, 2013",,Paperback,view,/book/show/289487.The_English_Patient
548,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Talented Mr. Ripley,"Highsmith, Patricia",0375708243,9780375708244,0375708243,290        pp,3.94,"90,518",1955,1999,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 02, 2014","Feb 09, 2014","Dec 14, 2013",,Paperback,view,/book/show/5114321-the-talented-mr-ripley
549,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Leopard,"Lampedusa, Giuseppe Tomasi di",0679731210,9780679731214,0679731210,319        pp,4.01,"37,219",1958,"Jul 23, 1991",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 12, 2014","Feb 20, 2014","Dec 14, 2013",,Paperback,view,/book/show/625094.The_Leopard
550,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Galileo's Daughter: A Historical Memoir of Science, Faith, and Love","Sobel, Dava",0802779654,9780802779656,0802779654,432        pp,3.75,"29,467","Oct 01, 1999","Sep 04, 2011",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"***1.5 stars***The book improved immensely once I stopped reading Galileo's daughter's mind-numbing letters, but then again, that was the point of the***1.5 stars***The book improved immensely once I stopped reading Galileo's daughter's mind-numbing letters, but then again, that was the point of the book. Read a biography of Galileo instead. ...more",Notes are private!,0,0,1,"Mar 15, 2014","Mar 25, 2014","Dec 14, 2013",,Paperback,view (with text),/book/show/10511957-galileo-s-daughter
551,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Turn of the Screw and The Aspern Papers,"James, Henry",0141439904,9780141439907,0141439904,272        pp,3.76,"7,990",1898,"Sep 30, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This rating is for The Aspern Papers, which was really, really good.",Notes are private!,0,0,1,"Dec 20, 2013","Dec 22, 2013","Dec 14, 2013",,Paperback,view (with text),/book/show/12950.The_Turn_of_the_Screw_and_The_Aspern_Papers
552,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"American Short Fiction        (Volume 16, Issue 56, Fall 2013)","Markovits, Rebecca",,,,122        pp,3.86,14,"Nov 01, 2013",Sep 2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2013",,Paperback,view,/book/show/19174541-american-short-fiction
553,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Visit from the Goon Squad: Pulitzer Prize Winner,"Egan, Jennifer*",0307477479,9780307477477,0307477479,341        pp,3.69,"226,784","Jun 08, 2010","Mar 22, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 21, 2015","Jan 25, 2015","Nov 27, 2013",,Paperback,view,/book/show/9549746-a-visit-from-the-goon-squad
554,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Labyrinths: Selected Stories & Other Writings,"Borges, Jorge Luis",,,,256        pp,4.45,"31,697",1962,"May 17, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"***3.5 stars***Basically I took off 1.5 stars because, dang, this dude's hard! Crazy stuff. Don't read even remotely tired. ***3.5 stars***Basically I took off 1.5 stars because, dang, this dude's hard! Crazy stuff. Don't read even remotely tired. ...more",Notes are private!,0,0,1,"Dec 22, 2013","Jan 02, 2014","Nov 27, 2013",,Paperback,view (with text),/book/show/336116.Labyrinths
555,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Binocular Vision: New and Selected Stories,"Pearlman, Edith",0982338295,9780982338292,0982338295,373        pp,3.93,"2,245","Jan 11, 2011","Jan 11, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 06, 2015","May 17, 2015","Nov 26, 2013",,Paperback,view,/book/show/9142881-binocular-vision
556,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ten Thousand Saints,"Henderson, Eleanor*",0062021214,9780062021212,0062021214,390        pp,3.50,"7,191","Jun 01, 2011","Sep 12, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 26, 2013",,Paperback,view,/book/show/12388131-ten-thousand-saints
557,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sense of an Ending,"Barnes, Julian",0224094157,9780224094153,0224094157,150        pp,3.74,"179,068","Aug 04, 2011","Aug 04, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 09, 2014","Jul 11, 2014","Nov 18, 2013",,Hardcover,view,/book/show/10746542-the-sense-of-an-ending
558,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"'Isms & 'Ologies: All the Movements, Ideologies and Doctrines That Have Shaped Our World","Goldwag, Arthur*",0307279073,9780307279071,0307279073,416        pp,3.64,215,"Jan 01, 2007","Oct 09, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"***3.5 stars***I recently heard Goldwag read. Smart dude. This turned out to be more of a reference book than a good read (and in that sense, should p***3.5 stars***I recently heard Goldwag read. Smart dude. This turned out to be more of a reference book than a good read (and in that sense, should probably be about twice as long), but still, not a bad book to have on the shelf, especially if you want to know more about things like Postconstructionalism, Premillenial Dispensationalism, Punctuated Equilibrium, and the Peter Principle. (And that's just from the Ps.)...more",Notes are private!,0,1,1,"Dec 08, 2013","Dec 19, 2013","Nov 18, 2013",,Paperback,view (with text),/book/show/809382._Isms_Ologies
559,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Age of Reform,"Hofstadter, Richard",0394700953,9780394700953,0394700953,352        pp,3.91,"1,900","Jun 07, 1955","Feb 12, 1960",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hard to believe this was written 50 years ago, about events 50 years before that. Nothing changes. Not easy reading, by the way.",Notes are private!,0,0,1,"Nov 26, 2013","Dec 06, 2013","Nov 18, 2013",,Paperback,view (with text),/book/show/770032.The_Age_of_Reform
560,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The World of Trees,"Johnson, Hugh",0520247566,9780520247567,0520247566,400        pp,4.50,22,"Sep 15, 2010","Oct 18, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 13, 2013",,Hardcover,view,/book/show/9823768-the-world-of-trees
561,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dracula,"Stoker, Bram",1587263629,9781587263620,1587263629,359        pp,4.01,"1,275,183","May 26, 1897","Jan 01, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 21, 2013","Oct 29, 2013","Oct 21, 2013",,Paperback,view,/book/show/2668473-dracula
562,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Aeneid,Virgil,0679729526,9780679729525,0679729526,442        pp,3.86,"130,247",-19,"Jun 16, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Fizzles. Not sure how to rate these though.,Notes are private!,0,0,1,"Jan 11, 2017","Jan 28, 2017","Oct 09, 2013",,Paperback,view (with text),/book/show/12914.The_Aeneid
563,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paradiso,"Alighieri, Dante",140003115X,9781400031153,140003115X,"1,024        pp",3.96,"19,690",1320,"Sep 09, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2013",,Paperback,view,/book/show/2925336-paradiso
564,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Inferno,"Alighieri, Dante",0385496982,9780385496988,0385496982,694        pp,4.02,"182,094",1320,"Jan 08, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Reading this is like going to hell and back.,Notes are private!,0,0,1,"Sep 30, 2013","Oct 08, 2013","Sep 30, 2013",,Paperback,view (with text),/book/show/15648.The_Inferno
565,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Purgatorio,"Alighieri, Dante",0385497008,9780385497008,0385497008,848        pp,4.05,"26,848",1321,"Jan 06, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I'm not sure I buy that this really happened.I'm not sure I buy that this really happened....more,Notes are private!,0,0,1,"Oct 08, 2013","Oct 21, 2013","Sep 25, 2013",,Paperback,view (with text),/book/show/208472.Purgatorio
566,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Metropolitan Corridor: Railroads and the American Scene,"Stilgoe, John R.",0300034814,9780300034813,0300034814,398        pp,4.13,46,1983,"Sep 10, 1985",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 02, 2019","Jan 08, 2020","Sep 23, 2013",,Paperback,view,/book/show/606219.Metropolitan_Corridor
567,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Best American Short Stories 2012,"Perrotta, Tom",0547242107,9780547242101,0547242107,356        pp,3.83,"2,415","Oct 02, 2012","Oct 02, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,***2.5 stars***,Notes are private!,0,0,1,"Nov 13, 2013","Nov 25, 2013","Sep 23, 2013",,Paperback,view (with text),/book/show/13202061-the-best-american-short-stories-2012
568,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The God Delusion,"Dawkins, Richard*",0618918248,9780618918249,0618918248,463        pp,3.90,"268,031",Oct 2006,"Jan 16, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 24, 2013","Oct 02, 2013","Sep 23, 2013",,Paperback,view,/book/show/747213.The_God_Delusion
569,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ulysses,"Joyce, James",,,0141182806,933        pp,3.75,"127,968","Feb 02, 1922","Mar 30, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 26, 2016","Jan 06, 2017","Sep 23, 2013",,Paperback,view,/book/show/10545.Ulysses
570,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Giants in the Earth,"Rølvaag, O.E.",0060931930,9780060931933,0060931930,531        pp,4.03,"5,792",1925,"Nov 15, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 04, 2013","Nov 13, 2013","Sep 20, 2013",,Paperback,view,/book/show/57586.Giants_in_the_Earth
571,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beyond the Hundredth Meridian: John Wesley Powell and the Second Opening of the West,"Stegner, Wallace",0140159940,9780140159943,0140159940,438        pp,4.05,"3,964",1954,"Mar 01, 1992",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Stegner. Hell of a writer.,Notes are private!,0,0,1,"Oct 03, 2013","Oct 20, 2013","Sep 19, 2013",,Paperback,view (with text),/book/show/10802.Beyond_the_Hundredth_Meridian
572,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reading Like a Writer: A Guide for People Who Love Books and for Those Who Want to Write Them,"Prose, Francine*",0060777052,9780060777050,0060777052,302        pp,3.77,"11,244","Aug 22, 2006","Apr 10, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 08, 2015","Feb 13, 2015","Sep 14, 2013",,Paperback,view,/book/show/39934.Reading_Like_a_Writer
573,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fredericksburg,Time-Life Books,0783547145,9780783547145,0783547145,168        pp,4.25,12,1997,1997,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 03, 2013","Sep 06, 2013",,Hardcover,view,/book/show/5097822-fredericksburg
574,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fear and Loathing in Las Vegas,"Thompson, Hunter S.",0445084316,9780445084315,0445084316,208        pp,4.07,"349,189","Jul 07, 1971","Jan 01, 1971",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 06, 2014","Dec 07, 2014","Sep 03, 2013",,Mass Market Paperback,view,/book/show/7750.Fear_and_Loathing_in_Las_Vegas
575,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Inferno,"Alighieri, Dante",0451628047,9780451628046,0451628047,288        pp,4.02,"182,094",1320,1982,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 03, 2013",,Mass Market Paperback,view,/book/show/569284.The_Inferno
576,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Killer Angels        (The Civil War Trilogy, #2)","Shaara, Michael",0345348109,9780345348104,0345348109,345        pp,4.33,"86,100",1974,"Aug 12, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 03, 2013",,Mass Market Paperback,view,/book/show/682804.The_Killer_Angels
577,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tinkers,"Harding, Paul",1934137197,9781934137192,1934137197,192        pp,3.41,"35,432","Jan 01, 2009","Jan 01, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 19, 2014","Aug 20, 2014","Sep 03, 2013",,Hardcover,view,/book/show/4957350-tinkers
578,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quarantine,"Crace, Jim",0312199511,9780312199517,0312199511,242        pp,3.69,"3,945",Jun 1997,"Mar 15, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Dec 2014,"Dec 06, 2014","Jul 30, 2013",,Paperback,view,/book/show/92557.Quarantine
579,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Incorporation of America: Culture & Society in the Gilded Age,"Trachtenberg, Alan",0809001454,9780809001453,B00FP1JR12,276        pp,3.78,336,Mar 1982,"Jan 01, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 10, 2013","Aug 12, 2013","Jul 30, 2013",,Paperback,view,/book/show/1305310.The_Incorporation_of_America
580,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Railroad Revolution: The History of Trains in America,"Wolmar, Christian",1610391799,9781610391795,1610391799,396        pp,3.97,536,"Jan 01, 2012","Sep 25, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 29, 2013","Aug 07, 2013","Jul 29, 2013",,Hardcover,view,/book/show/13587231-the-great-railroad-revolution
581,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,McSweeney's #43,"Eggers, Dave",1938073207,9781938073205,1938073207,300        pp,3.54,140,"Jan 15, 2013","Apr 28, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 23, 2013","Jul 25, 2013","Jul 23, 2013",,Paperback,view,/book/show/15811132-mcsweeney-s-43
582,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invitation to a Beheading,"Nabokov, Vladimir",0679725318,9780679725312,0679725318,223        pp,3.92,"17,542",1935,"Sep 19, 1989",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 25, 2015","Apr 29, 2015","Jun 05, 2013",,Paperback,view,/book/show/376561.Invitation_to_a_Beheading
583,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,"Wallace, David Foster",0316925284,9780316925280,0316925284,353        pp,4.22,"40,162","Feb 12, 1997","Feb 02, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"***4.5 stars*** Jeez, these essays are long... and not long enough.",Notes are private!,0,0,1,"Jul 12, 2014","Jul 22, 2014","Jun 05, 2013",,Paperback,view (with text),/book/show/6748.A_Supposedly_Fun_Thing_I_ll_Never_Do_Again
584,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Train Dreams,"Johnson, Denis",1250007658,9781250007650,1250007658,116        pp,3.89,"23,998",2002,"May 22, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,***4.5 stars***,Notes are private!,0,0,1,"Feb 20, 2014","Feb 21, 2014","Jun 05, 2013",,Paperback,view (with text),/book/show/12991188-train-dreams
585,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Brownsville Raid,"Weaver, John D.",0890965285,9780890965283,0890965285,344        pp,4.03,29,1970,"Sep 01, 1992",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 28, 2013","May 30, 2013",,Paperback,view,/book/show/149378.The_Brownsville_Raid
