,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Serena.. Sery-ously?'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
353,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Priory of the Orange Tree        (The Roots of Chaos, #1)","Shannon, Samantha*",140888335X,9781408883358,140888335X,830        pp,4.20,"201,910","Feb 26, 2019","Jan 23, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Se cercate protagoniste cazzute (ma cazzutissime eh, qui girl Power a Gogo!), draghi, magia e in linea generale un Fantasy con la F maiuscola.. non poSe cercate protagoniste cazzute (ma cazzutissime eh, qui girl Power a Gogo!), draghi, magia e in linea generale un Fantasy con la F maiuscola.. non potete perdervi il libro della Shannon!Il mio unico appunto è sulla mappa disegnata.. forse sono io che sono scema, ma non mi è sembrato rispecchiasse la geografia descritta nel libro ...more",Notes are private!,0,11,1,"May 31, 2021","Jun 19, 2021","Nov 25, 2020",,Paperback,view (with text),/book/show/46133968-the-priory-of-the-orange-tree
354,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'ultima caccia,"Lansdale, Joe R.*",8834711491,9788834711491,8834711491,175        pp,3.89,384,1998,"Feb 07, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mi sono lasciata fregare dalla scritta ""Stessa ambientazione de In fondo alla palude "" , ma la colpa è mia, perché non dice mica"" stessa storia e persMi sono lasciata fregare dalla scritta ""Stessa ambientazione de In fondo alla palude "" , ma la colpa è mia, perché non dice mica"" stessa storia e personaggi"" :(La Fanucci criminale nell'editing, comunque....more",Notes are private!,0,0,1,"Dec 23, 2020","Dec 25, 2020","Nov 25, 2020",,Paperback,view (with text),/book/show/9652363-l-ultima-caccia
355,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gli anni della leggerezza        (La saga dei Cazalet, #1)","Howard, Elizabeth Jane",8876255567,9788876255564,8876255567,606        pp,3.95,"15,172",1990,"Sep 10, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sul piano super critico mi viene da dire ""Sí, ok, ma che mi stai raccontando?"" perché sembra essere il nulla.. Ma giuro, è uno dei nulla più appassionSul piano super critico mi viene da dire ""Sí, ok, ma che mi stai raccontando?"" perché sembra essere il nulla.. Ma giuro, è uno dei nulla più appassionanti e avvolgenti che io abbia mai letto! E ai Cazalet finisci per volere un sacco bene (tranne Edward, a cui sparerei in fronte). Non vedo l'ora di continuare a seguire la famiglia ...more",Notes are private!,0,3,1,"Mar 13, 2021","Mar 19, 2021","Nov 25, 2020",,Paperback,view (with text),/book/show/26276321-gli-anni-della-leggerezza
356,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arkansas,"Leavitt, David",0316641634,9780316641630,0316641634,198        pp,3.76,866,1997,1997,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2020",,Hardcover,view,/book/show/4332423-arkansas
357,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sette minuti dopo la mezzanotte,"Ness, Patrick",8804616652,9788804616658,8804616652,222        pp,4.35,"265,619","May 05, 2011","Mar 12, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2020",,Hardcover,view,/book/show/15725031-sette-minuti-dopo-la-mezzanotte
358,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Punizione: I casi dell'ispettore Lynley,"George, Elizabeth*",8830451622,9788830451629,B07CTLG423,682        pp,4.19,"17,529","Mar 20, 2018","May 24, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2020",,Kindle Edition,view,/book/show/40113142-punizione
359,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Letteratura inglese: L'Ottocento e il Novecento,"Lampedusa, Giuseppe Tomasi di",,9788804345879,880434587X,506        pp,5.00,1,unknown,1991,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Che diamine di capoccia che era, Giuseppe Tomasi di Lampedusa!Mi sarebbe piaciuto essere sua amica per farmi rapire dai suoi racconti, aneddoti e granChe diamine di capoccia che era, Giuseppe Tomasi di Lampedusa!Mi sarebbe piaciuto essere sua amica per farmi rapire dai suoi racconti, aneddoti e grande conoscenza, che meraviglia!Urge rilettura de IL capolavoro ...more",Notes are private!,0,7,1,"Nov 23, 2020","Nov 30, 2020","Nov 23, 2020",,Hardcover,view (with text),/book/show/56020842-letteratura-inglese
360,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trilogia sporca del'Avana,"Gutiérrez, Pedro Juan",8876416374,9788876416378,8876416374,410        pp,3.78,"4,538",1994,Nov 2004,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ho odiato ogni singola pagina del libro e soprattutto ho odiato il narratore protagonista senza freni,non penso ci sia stata un'occasione in cui mi abHo odiato ogni singola pagina del libro e soprattutto ho odiato il narratore protagonista senza freni,non penso ci sia stata un'occasione in cui mi abbia suscitato simpatia o compassione.. niente, zero.Il libro - anzi i tre libri perché l'autore non ha ritenuto sufficiente esprimersi in un unico volume quando poi per 400+ pagine dice sempre le stesse cose - è composto da una serie di racconti che non hanno una continuità, sono episodi buttati lì a casaccio, alcuni si ripetono e vengono ripresi in quelli successivi, ma come se l'autore si fosse dimenticato di averne già parlato.. un gran casino.È un libro eccessivamente e stupidamente volgare, di una volgarità di cui nessuno sente sinceramente la necessità (e non sono una che si tira indietro davanti ad una parolaccia o una scena di sesso spinta eh) che serve solo a dare quella note di colore al testo, che sarebbe altrimenti piatto e inutile.Il protagonista fa SCHIFO nella peggiore accezione della parola, io gli ho augurato ogni male devo essere sincera!Probabilmente sono io che non riesco a capire la chiave di lettura e non riesco ad apprezzare la denuncia dello Stato cubano e del degrado del paese che traspaiono in ogni pagina.. ma non lo consiglierei a nessuno!!!Popsugar Reading challenge:A bestseller from the 1990sAround the year in 52 books: A book set in a state, province or country you have never visited...more",Notes are private!,0,3,1,"Jun 16, 2021","Jun 26, 2021","Nov 23, 2020",,Paperback,view (with text),/book/show/53201060-trilogia-sporca-del-avana
361,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Romanzi in tre righe,"Fénéon, Félix",8845924289,9788845924286,8845924289,58        pp,3.90,"1,269",1906,"Nov 18, 2009",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Un signore entra in un caffè. SPLASH. Ecco, questo romanzo mi ha riportato alla mente questa battutona, ed è calato IL GELO. In realtà io mi aspettavoUn signore entra in un caffè. SPLASH. Ecco, questo romanzo mi ha riportato alla mente questa battutona, ed è calato IL GELO. In realtà io mi aspettavo qualcosa come Ottantasette tragedie in due battute (leggetelo, è geniale!!) ma sono raccontini senza capo né coda, che probabilmente noi oggi non possiamo comprendere perché ci mancano proprio gli strumenti per apprezzarli.. Magari nel 1906 quando sono stati pubblicati erano la cosa più cazzuta di sempre, chi lo sa! Ah, tra l'altro l'Adelphi ha fatto ***una selezione*** degli oltre mille raccontini dell'autore, sulla base di che, non si sa.. Magari tra mille qualcuno caruccio lo avremmo trovato! Il libro poi ha un costo per pagina che supera praticamente il prezzo a carato dei diamanti.. Quindi il mio consiglio è di lasciar passare come se non esistesse questa opera, di prenderla con Kindle unlimited o, se si legge in francese, cercare l'opera completa :DGiusto per non lasciarvi con l'amaro in bocca dello SPLASH, uno dei racconti:Senza casa né lavoro, Louis Lamarre aveva però qualche soldo in tasca. È entrato in una drogheria di Saint-Denis, ha comprato un litro di petrolio, e se l'è bevuto. (SPLASH.) Popsugar reading challenge: The shortest (by pages) on your TBRAround the year in 52 books:  A book from the Are you Well read in world literature list...more",Notes are private!,0,2,1,"Jan 25, 2021","Jan 25, 2021","Nov 22, 2020",,Paperback,view (with text),/book/show/9412279-romanzi-in-tre-righe
362,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Goodbye to All That,"Graves, Robert",,,,281        pp,3.93,"14,660",1929,"Sep 28, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 18, 2020",,Paperback,view,/book/show/55428.Goodbye_to_All_That
363,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ninfodora Ivanovna,"Goncharov, Ivan",883176621X,9788831766210,883176621X,94        pp,3.68,40,1836,1994,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Leggetelo, Gončarov merita davvero!NON LEGGETE LA TRAMA SU GR CHE SPOILERA SENZA PIETÀ TUTTA LA STORIA!",Notes are private!,0,1,1,"Dec 06, 2021","Dec 06, 2021","Nov 15, 2020",,Paperback,view (with text),/book/show/17288947-ninfodora-ivanovna
364,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Guida ai vizi e alle virtù per giovani gentiluomini-Guida ai pizzi e alla pirateria per giovani gentildonne,"Lee, Mackenzi*",8835704588,9788835704584,B08HS7C3F3,866        pp,3.87,211,unknown,"Sep 29, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Alla fine l'ho trovata la lettura perfetta per finire l'anno!Adorato, Felicity è uno dei migliori personaggi Mi incontrati!Ps: il volume della MondadoAlla fine l'ho trovata la lettura perfetta per finire l'anno!Adorato, Felicity è uno dei migliori personaggi Mi incontrati!Ps: il volume della Mondadori comprende anche la novella intermedia, per una volta sono stati bravi! ...more",Notes are private!,0,4,1,"Dec 27, 2020","Dec 31, 2020","Nov 15, 2020",,Kindle Edition,view (with text),/book/show/55517084-guida-ai-vizi-e-alle-virt-per-giovani-gentiluomini-guida-ai-pizzi-e-all
365,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How To: Absurd Scientific Advice for Common Real-World Problems,"Munroe, Randall*",1473680344,9781473680340,1473680344,322        pp,4.16,"19,770","Sep 03, 2019","Sep 03, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Randall Munroe e Wil Wheaton: che accoppiata meravigliosa.,Notes are private!,0,0,1,"Dec 27, 2020","Jan 02, 2021","Nov 15, 2020",,Paperback,view (with text),/book/show/55285422-how-to
366,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La fine,"Snicket, Lemony*",8884518946,9788884518941,8884518946,270        pp,4.03,"107,450","Oct 13, 2006",2008,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dopo SOLI 9 anni , ho finito la serie (ho letto ""Un infausto inizio' a marzo del 2012 non so se rendo)! Con calma, che fretta c'è :D... Non ero prontaDopo SOLI 9 anni , ho finito la serie (ho letto ""Un infausto inizio' a marzo del 2012 non so se rendo)! Con calma, che fretta c'è :D... Non ero pronta, no no. Piango tantissimo. Popsugar reading challenge: A book you have seen on someone's bookshelfAround the year in 52 books: A book that features siblings as the main character...more",Notes are private!,0,0,1,"Apr 23, 2021","Apr 26, 2021","Nov 15, 2020",,Paperback,view (with text),/book/show/9687558-la-fine
367,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Any Way the Wind Blows        (Simon Snow, #3)","Rowell, Rainbow*",1250254337,9781250254337,1250254337,579        pp,4.12,"53,796","Jul 06, 2021","Jul 06, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jul 06, 2021","Jul 20, 2021","Nov 06, 2020",,Hardcover,view,/book/show/52190991-any-way-the-wind-blows
368,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inferno. Ediz. a colori        (La Divina Commedia #1),"Alighieri, Dante",8804703016,9788804703013,8804703016,697        pp,4.02,"182,092",1320,"Oct 30, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lo duca e io per quel cammino ascosointrammo a ritornar nel chiaro mondo;e sanza cura aver d'alcun riposo,salimmo sù, el primo e io secondo,tanto ch' Lo duca e io per quel cammino ascosointrammo a ritornar nel chiaro mondo;e sanza cura aver d'alcun riposo,salimmo sù, el primo e io secondo,tanto ch'i vidi de le cose belleche porta 'l ciel, per un pertugio tondo.E quindi uscimmo a riveder le stelle.(XXXIV VV. 133-139)L'OPERA: ho pianto di commozione, mi sono sentita piccola e meschina ma anche profondamente fiera e grata di poter leggere l'opera nella lingua originale, tanto da provare compassione per il resto del mondo che sì, potrà conoscere il genio dantesco, ma fino ad un certo punto.Dante non mi ha lasciato essere una semplice spettatrice, ma mi ha preso per mano ed ha parlato direttamente al mio cuore ♥Non vedo l'ora di ricominciare di nuovo l'opera - e questa volta spero di essere un pochino più degna.IL LIBRO: l'edizione curata da Franco Nembrini e illustrata da Gabriele Dell'Otto è un'opera d'arte in tutti i sensi e non posso che consigliarla con grande entusiasmo. E' la versione per cretini come me che ""noooo non lo leggo Dante perché è difficile e non capirei!111!!!1!!!"" ma può essere apprezzata anche dalla gente normale perché a differenza delle edizioni scolastiche non ha 45895673 note a pié di pagina che fanno perdere il senso della lettura ma ogni canto è organizzato in tre parti:- Una breve introduzione di Nembrini (che ragazzi, mi ha fatto innamorare! Mi sarebbe piaciuto essere una sua studentessa, al liceo! Che passione che trasmette!), in cui dà un'idea di ciò che verrà affrontato nel canto e ne offre un'interpretazione;- il canto vero e proprio- la versione in prosa (BIG BIG BIG WIN!).Ora, inizialmente pensavo di saltare a piè pari la parte di Dante (sono indegna, chiedo perdono), poi ha vinto il buon senso e mi sono rifatta alla parte in prosa solo per passaggi particolarmente ostici che non riuscivo proprio ad afferrare (ma man mano che si procede nella lettura, la lingua di Dante diventa sempre più accessibile e chiara, quindi forse se mi fossi sforzata ancora un altro po' ce l'avrei fatta anche da sola :D)Ho accompagnato la lettura dell'opera con A riveder le stelle: Dante: il poeta che inventò l'Italia,che mi ha fornito ottimi spunti e ha ""letto"" alcuni versi con un'angolazione molto interessante :)Popsugar reading challenge: The book on your TBR with the prettiest coverAround the year in 52 books A book that fits a prompt suggestion that didn't make the final list (Reader's choice)...more",Notes are private!,0,10,1,Jan 2021,"Jan 11, 2021","Nov 05, 2020",,Hardcover,view (with text),/book/show/42776504-inferno-ediz-a-colori
369,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Humans,"Stanton, Brandon",1509851747,9781509851744,1509851747,437        pp,4.61,"7,336","Oct 06, 2020","Sep 17, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 22, 2020","Nov 23, 2020","Nov 05, 2020",,Hardcover,view,/book/show/54337282-humans
370,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Brethren        (Raised by Wolves, #1)","Hoffman, W.A.",097210982X,9780972109826,097210982X,541        pp,4.09,"1,135","Jan 01, 2006","Jan 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2020",,Paperback,view,/book/show/60814.Brethren
371,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Boy in the Red Dress,"Lambert, Kristin*",0593113683,9780593113684,0593113683,362        pp,3.82,"1,751","May 12, 2020","May 12, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2020",,Hardcover,view,/book/show/52080595-the-boy-in-the-red-dress
372,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prince and the Dressmaker,"Wang, Jen*",162672363X,9781626723634,162672363X,277        pp,4.35,"108,623","Feb 13, 2018","Feb 13, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2020",,Paperback,view,/book/show/34506912-the-prince-and-the-dressmaker
373,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Master of One,"Jones, Jaida*",0062941445,9780062941442,0062941445,544        pp,3.67,"4,087","Nov 10, 2020","Nov 10, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Ottima narrazione di Lisa CordileoneOttima narrazione di Lisa Cordileone...more,Notes are private!,0,2,1,"Nov 28, 2021","Dec 21, 2021","Oct 27, 2020",,Hardcover,view (with text),/book/show/51475353-master-of-one
374,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The House in the Cerulean Sea        (The House in the Cerulean Sea, #1)","Klune, T.J.*",,,,394        pp,4.41,"627,207","Mar 16, 2020","Mar 17, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Per me, troppo sole cuore amore.È carinissimo eh, ma troppo.(Sicuro leggerò altro dell'autore, perché merita!)La narrazione di Daniel Henning non mi èPer me, troppo sole cuore amore.È carinissimo eh, ma troppo.(Sicuro leggerò altro dell'autore, perché merita!)La narrazione di Daniel Henning non mi è dispiaciuta, ma nemmeno convinta al 100%...more",Notes are private!,0,4,1,"Oct 05, 2021","Oct 18, 2021","Oct 27, 2020",,Kindle Edition,view (with text),/book/show/45047384-the-house-in-the-cerulean-sea
375,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Safe Girl to Love: Stories,"Plett, Casey*",1627290052,9781627290050,1627290052,229        pp,4.10,"1,901","May 01, 2014",May 2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 24, 2020",,Paperback,view,/book/show/22050397-a-safe-girl-to-love
376,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Romeo and/or Juliet: A Chooseable-Path Adventure,"North, Ryan*",1101983302,9781101983300,1101983302,400        pp,3.86,"4,813","Jun 07, 2016","Jun 07, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Rian North è un maledetto genio!,Notes are private!,0,4,1,Nov 2020,"Nov 16, 2020","Oct 22, 2020",,Paperback,view (with text),/book/show/27209455-romeo-and-or-juliet
377,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Plain Bad Heroines,"Danforth, Emily M.*",0062942859,9780062942852,0062942859,640        pp,3.65,"24,549","Oct 20, 2020","Oct 20, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 20, 2020",,Hardcover,view,/book/show/50496875-plain-bad-heroines
378,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Enforcer Enigma        (San Andreas Shifters, #3)","Carriger, G.L.",1944751173,9781944751173,1944751173,296        pp,4.13,"1,573","Aug 01, 2020","Aug 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 18, 2020",,Paperback,view,/book/show/42091427-the-enforcer-enigma
379,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sette notti di sangue        (China Thrillers, #1)","May, Peter*",8838483361,9788838483363,8838483361,429        pp,3.88,"5,964",1999,2005,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"MAH.Però consiglio i due volumi successivi (li potete leggere anche autonomamente, non è che questo volume offra un grande contributo all'umanità, eh)MAH.Però consiglio i due volumi successivi (li potete leggere anche autonomamente, non è che questo volume offra un grande contributo all'umanità, eh), dove non mi è venuta voglia di prendere a pizze Li Yan e consorte (ma prendetemi con le pinze, li ho letti a 19 anni e non rispondo di me :D) ...more",Notes are private!,0,2,1,"Nov 30, 2020","Dec 07, 2020","Oct 18, 2020",,Hardcover,view (with text),/book/show/10377303-sette-notti-di-sangue
380,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ditelo con i fiori,"Westlake, Donald E.",8804265280,9788804265283,8804265280,176        pp,3.94,912,1974,Jul 1985,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 17, 2020",,Paperback,view,/book/show/10378050-ditelo-con-i-fiori
381,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Invent Everything: A Survival Guide for the Stranded Time Traveler,"North, Ryan*",0735220158,9780735220157,0735220158,480        pp,4.14,"5,294","Sep 18, 2018","Sep 17, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Mi ha fatto piangere dalle risate!!,Notes are private!,0,2,1,"Aug 08, 2022","Aug 29, 2022","Oct 17, 2020",,Paperback,view (with text),/book/show/52675086-how-to-invent-everything
382,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Outsystem        (The Intrepid Saga #1),"Cooper, M.D.*",,,B06VWTGPFH,unknown,4.04,"1,889","Jul 02, 2012","Feb 28, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sono al 20% e non ho ancora capito di cosa stiamo parlando, forse non è il suo momento.",Notes are private!,0,1,1,not set,not set,"Oct 04, 2020",,Audible Audio,view (with text),/book/show/35406490-outsystem
383,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Deny All Charges        (The Fowl Twins, #2)","Colfer, Eoin",0008324867,9780008324865,0008324867,432        pp,4.11,"2,411","Oct 20, 2020","Oct 20, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 03, 2020","Nov 13, 2020","Oct 03, 2020",,Hardcover,view,/book/show/39816111-deny-all-charges
384,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Neil Gaiman Reader: Selected Fiction,"Gaiman, Neil*",006303185X,9780063031852,006303185X,752        pp,4.48,"1,837","Oct 06, 2020","Oct 20, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Di Gaiman non ci si sazia mai.. di Gaiman che legge le sue storie che ve lo dico a fare!!,Notes are private!,0,0,1,"Aug 06, 2021","Aug 30, 2021","Oct 03, 2020",,Hardcover,view (with text),/book/show/50358085-the-neil-gaiman-reader
385,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kissing the Coronavirus        (Kissing the Coronavirus #1),"Edwards, M.J.*",,,B087KR2CQC,16        pp,2.31,"3,565","Apr 22, 2020","Apr 22, 2020",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""What's your name?"" she asked. ""Call me Covid"", he said. Questa porcata supera anche la Van Dyken con il suo tumore guarito con un miracolo (ve la ric""What's your name?"" she asked. ""Call me Covid"", he said. Questa porcata supera anche la Van Dyken con il suo tumore guarito con un miracolo (ve la ricordate, sì?!).. Incredibile, eh? Al peggio non c'è mai fine :')La cosa buona è che sono solo 16 pagine: la cosa negativa è tutto il resto, anche se ovviamente titolo, copertina e frase non lasciavano poi molti dubbi..Non so se ho trovato più imbarazzante la dottoressa che vuole fare sesso con il Corona virus dentro la provetta (LO SENTITE IL DISAGIO?) o il dottore che fa parte dell'equipe che si inietta il vaccino e ha una reazione tipo Hulk: che lotta ragazzi!In pratica il coronavirus prende possesso del corpo del dottore (vi riporto il toccante discorso tra covid e dottoressa, penso che medici e scienziati potrebbero uccidersi per molto meno! ""Dr. Gurtlychund?"" asked Alexa. ""Is that you?""He shook his head.""Then... Who are you?"" asked Alexa.""I don't know"".""Do you know who you are?""""I think so"", he said.""Or should I ask... What you are?"". He nodded, his bustling neck muscles contorting. ""Are you... The virus?""""Yes"", he said.""You're... Coronavirus? COVID-19?""""Yes""""What happened to Dr. Gurtlychund?""""I consumed him. He ha d the virus. There were traces of the virus in the vaccine.. Vast traces... Adding them together created more virus than a man could handle... I'm the result"" SIPARIO. Mai lette tante idiozie tutte insieme, giuro!), INSOMMA DICEVAMO: il virus prende possesso del corpo del dottore, poi consola la dottoressa perché è lei che ha attaccato il virus al poveraccio ormai consumato (c'è anche un pezzo in cui lui se ne esce con ""non te l'ho detto ma.. Ho il covid!"" e lei mani sulla bocca realizza che non hanno mantenuto la distanza sociale e non hanno messo le mascherine.. E loro sono il fior fiore di dottori per la ricerca, pensa quelli altri stupidi..) , lei si eccita tantissimo e fanno sesso. Tanto sesso. Il libro finisce così, con loro due abbracciati e lei innamorata.Vi prego leggetelo, perché una cosa così brutta non si è davvero mai vista! ...more",Notes are private!,0,13,1,"Sep 29, 2020","Sep 30, 2020","Sep 29, 2020",,Kindle Edition,view (with text),/book/show/54594933-kissing-the-coronavirus
386,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Dragonlord        (Dragonlord, #1)","Bertin, Joanne",0812545419,9780812545418,0812545419,471        pp,4.03,"3,401","Nov 30, 1998","Sep 15, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2020",,Paperback,view,/book/show/253153.The_Last_Dragonlord
387,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Patagonia,"Chatwin, Bruce",,,,264        pp,3.68,"16,984",1977,"Jan 01, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ho sempre guardato al libro di chatwin come ad un mostro sacro, non ho mai avuto il coraggio di affrontarlo.. ma dopo il mio meraviglioso viaggio in CHo sempre guardato al libro di chatwin come ad un mostro sacro, non ho mai avuto il coraggio di affrontarlo.. ma dopo il mio meraviglioso viaggio in Cile (l'ultimo prima della pandemia ...more",Notes are private!,1,3,1,"Mar 13, 2022","Mar 28, 2022","Aug 30, 2020",,Paperback,view (with text),/book/show/3400044-in-patagonia
