,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Bianca's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
1168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Power,"Alderman, Naomi*",0670919985,9780670919987,0670919985,341        pp,3.76,"230,100","Oct 27, 2016","Oct 27, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 24, 2018",,Hardcover,view,/book/show/29751398-the-power
1169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kudos,"Cusk, Rachel",1473524334,9781473524330,,236        pp,3.90,"13,214","Jun 05, 2018","May 03, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Aug 24, 2018",,ebook,view,/book/show/35961705-kudos
1170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Motivation Myth: How High Achievers Really Set Themselves Up to Win,"Haden, Jeff*",0399563768,9780399563768,0399563768,288        pp,3.76,"4,084","Jan 09, 2018","Jan 09, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I downloaded this because it was available on the overdrive and it wasn't too long.Unsurprisingly, it's written by an American. Is it just my impressiI downloaded this because it was available on the overdrive and it wasn't too long.Unsurprisingly, it's written by an American. Is it just my impression or are most self-help books written by Americans? The only non-American self-help books I remember coming across were the Marie Kondo ones. Is it because Americans think they know it best, therefore, must share? Is it because of the constant strive for self-improvement, the you-can-be-anything-you-want-to-be mantra, which creates the demand? Or is my view skewed due to being on Goodreads? The thing is, the three advicey books I read so far this year were written by Americans. Sorry, going on a tangent, but I've been wondering...Anyway, I didn't hate it. I think a lot of it had to do with the narrator of the audiobook, Ray Porter, who was excellent. Ok, and the occasional cussing, although I think it's starting to lose its ""coolness"", nevertheless, I still like it.The Motivation Myth had some useful tidbits, hopefully, I'll remember some and stick to at least one, otherwise, I wasted my time, yet again. There weren't a lot of new ideas, but they were presented in a pragmatic, straight-forward way. As it's the case with most books in the genre, there was some repetition, but according to Haden, and science, repetition leads to improvement.Read it/listen to it if you feel like it, or don't....more",Notes are private!,0,42,1,not set,"Aug 22, 2018","Aug 22, 2018",,Hardcover,view (with text),/book/show/34962304-the-motivation-myth
1171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chariot on the Mountain,"Ford, Jack",1496713095,9781496713094,1496713095,304        pp,4.03,"1,360","Jul 31, 2018","Jul 31, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2018",,Hardcover,view,/book/show/36860108-chariot-on-the-mountain
1172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Off Sides        (Off, #1)","Bennett, Sawyer*",,,,unknown,3.74,"17,574","Feb 21, 2013",unknown,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Cringe factor 100; unoriginality factor 1000I have 723 books on my Kindle. In my year of reading mostly chick-lit novels, I bought lots in this categoCringe factor 100; unoriginality factor 1000I have 723 books on my Kindle. In my year of reading mostly chick-lit novels, I bought lots in this category. Anyway, in my search for something unchallenging, I had to go towards the back of my kindle and open some random books, see if I find something easy and distracting. I wish Kindle offered a Pick a book at random kind of thing. Anyway ...I began reading this. I felt like I'd read it before, but according to GR, I hadn't.Hockey player, rich boy falls for the smart, virgin, (because it's almost always virgins in these preposterous new adult novels!!!) from the wrong side of the tracks. She's beautiful, works hard, both parents are dead (hand me the tissues), she studies, she even volunteers at a homeless shelter - I give you the virgin saint! She also plays the violin, because why not? This story has been done to death. The characters are as cliche as they come, the plot so unoriginal, even I could have written it as I have no imagination. Their interactions were sooo cheesy, so many gooey declarations, I gagged and rolled my eyes.Could somebody enlighten me about a few issues? Romance novels are written almost exclusively by women; their audience is almost exclusively women. Then why is it that most of them, pointing a finger especially at the contemporary new adult romance genre, are following and reinforcing those patriarchal views of the nice girl, preferably virgin, who, of course, turns out to be a sex goddess, then there's the jock, who just changes his personality for a girl. It's like they have a personality disorder, even when allowing for the ""love is blind"", ""love gives you wings"" blah blah... In other words, if you want to see how entrenched the patriarchy is, read these novels written by women for women. Apparently, even our escapist fantasies have moulded into the male ones ... Rant over! The ebook was promptly deleted. I'll have to GR check all these older titles on my Kindle and start removing them from my device.For the record, I'm not bashing this particular author, it's more of a general disdain for the subgenre and those who perpetuate these stereotypes....more",Notes are private!,0,23,1,not set,"Aug 19, 2018","Aug 18, 2018",,ebook,view (with text),/book/show/29814654-off-sides
1173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man in the Black Suit,"Reynard, Sylvain*",,,,390        pp,4.13,"3,856","Dec 17, 2017","Dec 19, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"And the award for the Most revealing blurb or all times goes to ...  Luckily, I don't pay much attention to a synopsis. But really, what a terriblAnd the award for the Most revealing blurb or all times goes to ...  Luckily, I don't pay much attention to a synopsis. But really, what a terrible blurb, as if romance novels weren't repetitive, predictable enough, not to mention that we already know how they end. Regardless, this was not bad for a contemporary romance. All the art talk made me shortsighted or longsighted to the cliches, although if I get overly analytical, even the art was cliche as it was mostly about Impressionists. But then, I'm not that original myself as I love the Impressionists, among many other art movements. Anyway, it worked as a distraction, I gobbled it up in two sittings....more",Notes are private!,0,25,2,not setnot set,"Aug 18, 2018not set","Aug 17, 2018",,Paperback,view (with text),/book/show/34329454-the-man-in-the-black-suit
1174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pachinko,"Lee, Min Jin",,,,496        pp,4.33,"471,103","Feb 07, 2017","Feb 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2018",,Kindle Edition,view,/book/show/34051011-pachinko
1175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"You Think It, I'll Say It","Sittenfeld, Curtis*",,,,272        pp,3.65,"40,674","Feb 06, 2017","Apr 24, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2018",,ebook,view,/book/show/40031732-you-think-it-i-ll-say-it
1176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Calypso,"Sedaris, David",,,B0796QV121,273        pp,4.11,"132,505","May 29, 2018","May 29, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Aug 10, 2018",,Kindle Edition,view,/book/show/38348476-calypso
1177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vanishing Act of Esme Lennox,"O'Farrell, Maggie*",,,,277        pp,3.92,"42,985",2006,"Feb 26, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 stars (still can't decide if I round up or down)Many of my friends loved this novel, so I was happy to get my hands on it.First of all, The Vanish3.5 stars (still can't decide if I round up or down)Many of my friends loved this novel, so I was happy to get my hands on it.First of all, The Vanishing Act of Esme Lennox wasn't as literary as I expected it to be. That's not that important, but after reading O'Farrell's memoir, I thought this would belong in the literary fiction category. It's a page-turner and around page eighty, I was invested in the story.Why was Esme Lennox in an institution for the mentally ill for over sixty years and how come nobody in the family ever mentioned her name? These are questions that Iris Lockard is trying to find the answers to as she finds herself the guardian of this unknown woman who turns out to be her great-aunt.Esme Lennox's story is a tragic one and it brings up how easily men, and families, disposed of the women who didn't conform, who were different. I thought to myself, this novel is going to gut me and leave me emotionally deplete. Incredibly enough, it didn't happen. It had many ingredients that made it very readable, some confusing paragraphs, side romances and a brusque, vague ending, which was anti-climatic. While the premise of this novel was excellent, I wasn't as affected by the story, some of the characters weren't fully fleshed out, so in the end, I felt dissatisfied. ...more",Notes are private!,0,46,1,"Nov 09, 2018","Nov 13, 2018","Aug 07, 2018",,Paperback,view (with text),/book/show/250729.The_Vanishing_Act_of_Esme_Lennox
1178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bitter Orange,"Fuller, Claire*",1947793152,9781947793156,1947793152,317        pp,3.58,"18,078","Jul 19, 2018","Oct 09, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Aug 03, 2018",,Hardcover,view,/book/show/38589871-bitter-orange
1179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Breathing Lessons,"Tyler, Anne*",0345485599,9780345485595,0345485599,368        pp,3.67,"29,974","Aug 12, 1988","Sep 26, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the second novel by Anne Tyler that I read and I'm happy to say I enjoyed it much more than The Vinegar Girl.Some quick thoughts:- the main chThis is the second novel by Anne Tyler that I read and I'm happy to say I enjoyed it much more than The Vinegar Girl.Some quick thoughts:- the main characters, Ira and Maggie Moran, were very relatable and recognisable. Maggie is a busybody, helpful, chatty, well-meaning, a bit scattered at times. She's constantly fretting over her kids and the grandchild she doesn't get to see anymore. She wants to help and fix people's relationships. Ira is the ""level-headed"" one, a bit taciturn, serious, almost permanently annoyed with his wife's chattering, interference, and small manipulations (and he's not even aware of half of them). That old adage ""familiarity breeds contempt"" is plenty apparent. - the Morans squabble and get annoyed with each other; they misunderstand each other, jump to conclusions, see things differently. - the main themes of marriage, raising children, expectations/dreams vs reality are very well done. - there's humour, there's mundanity, but most importantly, the characterizations are excellent.- as much as I like to think that I'm unique and cool and all that (I AM! ;-)), in a way, we are all cliches and have stereotypical attitudes, behaviours, (pre)determined by our genetic makeup, gender and societal norms and roles....more",Notes are private!,0,42,1,"Aug 03, 2018","Aug 08, 2018","Aug 03, 2018",,Mass Market Paperback,view (with text),/book/show/31181.Breathing_Lessons
1180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Helpline,"Collette, Katherine",1925603601,9781925603606,1925603601,382        pp,3.24,"2,380",2018,Sep 2018,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Helpline is the kind of novel that I enjoy a great deal - contemporary, with outlier main characters; people finding each other, overcoming prejudThe Helpline is the kind of novel that I enjoy a great deal - contemporary, with outlier main characters; people finding each other, overcoming prejudice, misunderstandings and becoming good friends to form a community etc. This novel had all those elements. In some ways, it was similar to Eleonor Oliphant Is Completely Fine or the The Rosie Project novels which I loved. So I can't quite explain why I'm not in love with it. The writing was decent. The characters and situations were believable. The novel was very easy to read. Despite all these positives, I never really warmed up to it. I'll guess I'll put it in the ""it's not you, it's me"" category.This goes towards my Aussie Author Challenge on www. bookloverbooks.com ...more",Notes are private!,0,26,1,"Sep 21, 2019","Sep 24, 2019","Aug 01, 2018",,Paperback,view (with text),/book/show/40098847-the-helpline
1181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Conversations with Friends,"Rooney, Sally*",,9781524781156,,9        pp,3.76,"473,910","May 25, 2017","Jul 17, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Meah, blah, I'm giving up, I've already spent too much time in the company of these characters. I don't mind unlikable characters, I don't have an issMeah, blah, I'm giving up, I've already spent too much time in the company of these characters. I don't mind unlikable characters, I don't have an issue with sexual fluidity or cheating (as in I don't need a trigger warning, it doesn't prevent me from reading a novel). In saying all that, the characters were insufferable, vacuous, bland, and the writing didn't agree with me at all. In my year of reading mostly chick -lit, I created a GR shelf Im-So-Over-First-Person-Narratives. This novel belonged there, too bad I deleted that said shelf. ...more",Notes are private!,0,105,1,Aug 2018,Aug 2018,"Aug 01, 2018",,Audiobook,view (with text),/book/show/36051169-conversations-with-friends
1182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Snap,"Bauer, Belinda*",0593075536,9780593075531,0593075536,337        pp,3.81,"26,193","May 03, 2018","May 15, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 28, 2018",,Hardcover,view,/book/show/35407278-snap
1183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frantumaglia: A Writer's Journey,"Ferrante, Elena",1609454324,9781609454326,1609454324,400        pp,4.09,"2,131",2003,"Sep 12, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2018",,Paperback,view,/book/show/34694996-frantumaglia
1184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Weight of Ink,"Kadish, Rachel*",,,B076V7Z8FN,704        pp,4.15,"36,710","Jun 06, 2017","Jun 06, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 26, 2018",,Kindle Edition,view,/book/show/40776163-the-weight-of-ink
1185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Milkman,"Burns, Anna",0571338763,9780571338764,0571338763,352        pp,3.54,"61,595","May 15, 2018","May 15, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The day Somebody McSomebody put a gun to my breast and called me a cat and threatened to shoot me was the same day the milkman died. He had been shot The day Somebody McSomebody put a gun to my breast and called me a cat and threatened to shoot me was the same day the milkman died. He had been shot by one of the state hit squads and I did not care about the shooting of this man. And so it begins – one of the most extraordinary novels I’ve ever read. I got what I call “the giddiness” early on, but gave myself a talking down to not get ahead of myself, because really, can anyone sustain such a high level of interestingness for three hundred plus pages? Written in the first person, through the eyes of an eighteen-year-old, who refers to herself as the middle sister, Milkman is very original. The setting is an unnamed place, somewhere in Northern Ireland during the 1970's Troubles.The characters in this novel don’t have names, in the traditional way, but they are easily recognisable, I never got confused.Speaking of characters, they're interesting, diverse and unusual. There’s Milkman who’s not really a milk man, he’s married, forty and he’s taken to stalking our protagonist. There’s also the real milkman who delivers milk and is also a friend of the family. There’s a maybe-boyfriend because they’re having a maybe-relationship. There’s ma who’s pious, hardened by life and who doesn’t trust our protagonist; pa, who had suffered from mental health issues, is dead now. The wee sisters are eight, nine and ten, they’re extremely intelligent and always together. There’s Somebody McSomebody who stalks her and can’t accept that she’s not interested. There’s the third brother in law, a man who’s in awe of women and who’s a compulsive runner, just like our protagonist. There’s even an issues women group aka the feminists. There’s the renouncers or those who take the republican side; there’s also a more vague category the beyond-the-pales those who society have deemed too different.Our protagonist is apolitical, so much so, she takes refuge in reading mostly nineteen century literature. She’s trying her best to go unnoticed. She’s not pro or against anything. She doesn’t like to gossip, but that doesn’t stop others gossiping about her. People are put off by her walking and reading. Also, they think she’s the Milkman’s mistress. The absurdity of it all compels her to keep quiet, why have to explain herself and deny something that’s untrue? When she finally denies it, nobody believes her, not even her ma. Life becomes hell for the middle sister, as she joins the ranks of the beyond the pale.Milkman is a dense novel, with some of the longest paragraphs I’ve ever read (with perfect punctuation, kudos to Ms Burns and/or editors). It’s both very readable and hard work. This was the closest I’ve ever come to completing/staying with a mindfulness exercise (in case you can’t tell from my all-over-the-place, unedited s, I have a very ADD brain). I didn’t mind taking my time with this novel, as I wanted to savour every line, turn of phrase, tangent and thought bubble. The writing is exquisite, playful, smart, insightful and all together bonkers, in a good way. The times were bonkers. The constant surveillance, suspicion, the imminence of death, affect everything and everyone. Everything is seen as a political statement. What you do and don’t do is labelled. There’s no escaping. The sense of self is easily eroded. There’s so much to ponder and unpack. I am gobsmacked by this novel’s originality and complexity. I loved living in the eighteen-year old’s head. She may have come across as aloof and impenetrable, but she saw and understood more than anyone around. I even related to certain situations, despite having a different nationality. Somehow, in spite of the serious themes and undercurrents, this novel was quite amusing at times, not the slapstick kind of funny, but the kind derived from the absurdity of situations and people’s reactions.This is where I gush about the importance of awards, especially for literary fiction, which seems to have become a niche genre. I read somewhere that each of the Man Booker short-listed novels sold less than six thousand copies in the UK. Had it not been for the Man Booker Prize, I, like many others, would have never come across this incredible novel. That would have been a shame.Ms Burns, I take a bow and thank you for the words....more",Notes are private!,0,149,1,"Nov 13, 2018","Nov 21, 2018","Jul 26, 2018",,Kindle Edition,view (with text),/book/show/36047860-milkman
1186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Less        (Arthur Less, #1)","Greer, Andrew Sean",,,B01MSICPW3,273        pp,3.64,"203,336","Jul 18, 2017","Jul 18, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Praised be the reading gods, I've finally finished this little novel.I've considered giving up twice. But I persevered, pushed on by a few GR people. Praised be the reading gods, I've finally finished this little novel.I've considered giving up twice. But I persevered, pushed on by a few GR people. While my experience got better, it was only marginally.I don't even know how to  this. There wasn't much wrong with it, but I just never got into the novel, avoiding picking it up. Our protagonist, Arthur Less, is about to turn fifty and he dreads it. He fears he's losing his boyish looks, he fears he's going to end up alone. Understandable.In order to avoid his ex-partner's impending wedding to another man, Less decides to do some travelling, so he goes to Italy for an award, Germany, Morocco and Japan. He meets different people and has a few hook-ups. I had really high expectations, as this is a Pulitzer winner. I was particularly keen to read it, as it was supposed to be humorous. I wasn't amused once, let alone laughed-out-loud. To be honest, I found Less kind of a bore, a very passive and very shallow one.To conclude my quickly penned , I'll put this down to ""it's not you, it's me""....more",Notes are private!,0,57,1,"Jul 25, 2018","Aug 06, 2018","Jul 25, 2018",,Kindle Edition,view (with text),/book/show/39927096-less
1187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Water Cure,"Mackintosh, Sophie",0241337348,9780241334744,0241334748,248        pp,3.25,"25,530","May 24, 2018","May 31, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2018",,Hardcover,view,/book/show/35448496-the-water-cure
1188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Real Name Is Hanna,"Masih, Tara Lynn*",,,,195        pp,4.18,"1,808","Sep 15, 2018","Sep 15, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2018",,Paperback,view,/book/show/39346604-my-real-name-is-hanna
1189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Golden Boys,"Hartnett, Sonya",1926428617,9781926428611,1926428617,224        pp,3.73,"1,523","Aug 16, 2014","Aug 27, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Some monsters look like monsters, others hide behind an attractive personality, a good upbringing and a cheerful smile. That they are "" ordinary peoplSome monsters look like monsters, others hide behind an attractive personality, a good upbringing and a cheerful smile. That they are "" ordinary people"" is even more disconcerting, especially to kids.Two very different families live on the same street, in an Australian lower-middle-class suburb (I can't remember if the city/town was named). Rex Jenson, his wife and two boys, Colt and Bastian, have just moved into the neighbourhood. They're an affluent family, the kids have lots of toys and gadgets, and a pool. On the other end of the socio-economic spectrum are the Kileys, made up of Elizabeth, a stay-at-home mum, her blue-collar, violent and alcoholic husband, Joe, and their six children, ranging in age between two to twelve year old, Freya. This novel is written through two twelve year old's eyes, Freya Kiley and Colt Jenson. They are both going through their own realisations about their parents. They are not necessarily happy to discover how flawed their parents are.I haven't had much success with Aussie kids characters, as sometimes I find them too grown-up and unconvincing. I never doubted these kids and didn't raise my metaphorical eyebrow once. It is a difficult read, about domestic violence and paedophilia. I was impressed by Hartnett's writing and her restraint. She also avoided creating those omniscient, know-it-all kid characters, who don't exist outside a novel's page. What she did brilliantly was to capture the kids' vulnerabilities, their struggles and impotence. Golden Boys is a small but powerful novel, nuanced, realistic and a bit different. It'll make for a great book club read.This book goes towards my Aussie Author Challenge 2018, on www.bookloverbooks.com ...more",Notes are private!,0,22,1,"Jul 22, 2018","Jul 24, 2018","Jul 22, 2018",,Paperback,view (with text),/book/show/20621185-golden-boys
1190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dear Mrs Bird,"Pearce, AJ*",,,B0798YGXJM,9        pp,3.79,"51,451","Apr 05, 2018","Jul 03, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really expected and wanted to love this novel, as its main character is a young woman doing her bit for the war effort, during the WWII.UnfortunatelI really expected and wanted to love this novel, as its main character is a young woman doing her bit for the war effort, during the WWII.Unfortunately, I found it predictable, overwritten, over-explained, and, generally speaking, I found our heroine, Emmeline Lake, overbearing and too earnest. Dear Mrs Bird should have been right up my alley and I was disappointed it wasn't the good lighter novel I was so desperate to find. I got bored and skimmed a lot.I will say this, Dear Mrs Bird could easily be made into a BBC series, although come to think of it, there are plenty of similar stories that made it to the screen....more",Notes are private!,0,102,2,"Jul 18, 2018not set","Jul 22, 2018not set","Jul 18, 2018",,Audible Audio,view (with text),/book/show/39928347-dear-mrs-bird
1191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Kiss Quotient        (The Kiss Quotient, #1)","Hoang, Helen*",0451490819,,B075HXST4P,323        pp,3.90,"437,185","Jun 05, 2018","Jun 05, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a fun read, with a good dose of smut - a reverse Pretty Woman, where the heroine, Stella, has high functioning autism, and the hero, Michael,This was a fun read, with a good dose of smut - a reverse Pretty Woman, where the heroine, Stella, has high functioning autism, and the hero, Michael, is a mixed Vietnamese/Caucasian escort/clothes designer, whom Stella hires to improve her skills in the bedroom.I liked the reversal of roles, including the fact that Stella was very intelligent and much richer than Michael. The fact that Michael was a mixed race man made for a nice change (I may be biased a little bit ;-)); of course, he was hot and a nice guy, who was trying to help his sick mum. I expected sex scenes, given the premise of the novel. But after a while, they became a bit too repetitive and way too descriptive, a sort of how-to guide, which in my view was overdone and unnecessary. ...more",Notes are private!,0,25,1,not set,"Oct 28, 2018","Jul 17, 2018",,Kindle Edition,view (with text),/book/show/36199084-the-kiss-quotient
1192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Varlet and the Voyeur        (Rugby, #4)","Cosway, L.H.*",1942874413,9781942874416,1942874413,344        pp,4.00,"7,313","Jun 11, 2018","Jun 14, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 stars rounded upFourth in the Rugby series, The Varlet and the Voyeur was the perfect palate cleanser I was after.Sure, it had the ubiquitous misu3.5 stars rounded upFourth in the Rugby series, The Varlet and the Voyeur was the perfect palate cleanser I was after.Sure, it had the ubiquitous misunderstandings due to failure to properly communicate, but the characters were interesting enough to keep me amused, even though I didn't believe many of their reasonings for doing and not doing certain things - I must have been in a better mood, as I didn't get as annoyed or nitpicky as I normally do. The overly descriptive, blow by blow sex scenes seem to be the norm these days when it comes to contemporary romance novels. Anyway, I enjoyed this novel more than I expected. If it hadn't been for the free trial for Kindle Unlimited, I probably wouldn't have downloaded it, as I wasn't that taken with the previous instalment....more",Notes are private!,0,7,1,not set,"Jul 19, 2018","Jul 16, 2018",,Paperback,view (with text),/book/show/35181471-the-varlet-and-the-voyeur
1193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chronicle of a Death Foretold,"García Márquez, Gabriel",140003471X,9781400034710,140003471X,120        pp,3.97,"193,406",1981,"Oct 07, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 15, 2018",,Paperback,view,/book/show/23878.Chronicle_of_a_Death_Foretold
1194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Travelling Cat Chronicles,"Arikawa, Hiro",,,B01MTFM2S4,238        pp,4.34,"73,129",Nov 2012,"Nov 02, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Travelling Cat Chronicles is a bittersweet Japanese novel about a young man, Satoru, and his cat, Nana.Man and cat take to travelling in a van. YoThe Travelling Cat Chronicles is a bittersweet Japanese novel about a young man, Satoru, and his cat, Nana.Man and cat take to travelling in a van. You see, Satoru is trying to find someone to look after Nana. So he goes back to friends he made when as a child and teenager. And so, we find out a little bit about Satoru's life and how he came to be in the life of different people.Satoru visits several of his old friends trying to find a suitable carer for Nana. For different reasons, they all turn out not to be able to look after his cat.At first glance, this is a simple story, deceptively naive.The cat's musings, interspersed throughout the novel, are witty and sharp as claws, and they add another layer to the story.Satoru is a man with a heart of gold. Although his life was disrupted early on by an unfortunate event, he kept a positive attitude and carried on being a kind and extremely considerate person.The Travelling Cat Chronicles is about kindness, companionship, loneliness and duty. Its slow pace and simple writing made this small novel even more powerful.Tissues will be needed.I've received this novel via NetGalley, in exchange for an honest . Many thanks to Penguin Random House/The Berkley Group for allowing me to read and  this novel. ...more",Notes are private!,0,30,1,"Jul 14, 2018","Jul 25, 2018","Jul 14, 2018",,Kindle Edition,view (with text),/book/show/34728079-the-travelling-cat-chronicles
1195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Axiomatic,"Tumarkin, Maria",,,B07C719N9B,142        pp,4.10,"1,250","May 01, 2018","May 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 07, 2018",,Kindle Edition,view,/book/show/39892820-axiomatic
1196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Forever Summer,"Brenner, Jamie*",1478938579,9781478938576,,unknown,3.91,"10,171","Apr 25, 2017","Apr 25, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Forever Summer was thoroughly delightful.I enjoyed getting to the know the characters, all different, but recognisable.Provincetown provides the pThe Forever Summer was thoroughly delightful.I enjoyed getting to the know the characters, all different, but recognisable.Provincetown provides the perfect background for this family saga. The messiness of life is well encapsulated in this novel: strained family relationships, divorce, disease, half-siblings who had no idea about each other existence, make for a realistic but enjoyable journey.This was my first Jamie Brenner novel. I will happily read other novels written by her....more",Notes are private!,0,33,1,"Jul 02, 2018","Jul 08, 2018","Jul 02, 2018",,Audiobook,view (with text),/book/show/31423116-the-forever-summer
