,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sve's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
889,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Лекарство против северния вятър,"Glattauer, Daniel",,9789547692299,,240        pp,3.85,"27,140","Aug 05, 2006",Jan 2010,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Голяма бозица. Не знам дали щото съм го играла този филм или защото героите са плоски, предвидими и скучни, но най-интересното в четенето на тази книгГоляма бозица. Не знам дали щото съм го играла този филм или защото героите са плоски, предвидими и скучни, но най-интересното в четенето на тази книга вай беше мястото, където я четох. Даже не знам какво се случи накрая, но едва ли има значение......more",Notes are private!,0,1,1,not set,not set,"Aug 05, 2015",,Paperback,view (with text),/book/show/7743312
890,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Безцветният Цукуру Тадзаки и неговите години на странстване,"Murakami, Haruki",,9786191503803,,384        pp,3.87,"179,456","Apr 12, 2013","Oct 13, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Aug 2015,"Aug 03, 2015","Aug 01, 2015",,Paperback,view,/book/show/23370440
891,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Моята прекрасна книжарничка,"Hartlieb, Petra",9542817738,9789542817734,9542817738,164        pp,3.74,"2,043","Sep 10, 2014",Jul 2015,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Прочетох тази книга за няколко часа днес и не мога да си изкривя душата и да кажа, че ми хареса особено.Въпреки че обичам книгите и безкрайно уважавамПрочетох тази книга за няколко часа днес и не мога да си изкривя душата и да кажа, че ми хареса особено.Въпреки че обичам книгите и безкрайно уважавам труда на хората, които са посветили живота си на това тези книги да стигнат до читателите си.Който има познати хора в книжния бранш знае,че отвъд романтичната представа за кокетната бутикова книжарничка с красиво аранжирана витрина седят часове къртовски труд, мъкнене на тежки кашони, разправии с капризни клиенти, издатели, доставчици и какво ли още не.Явно целта на авторката е да повдигне завесата, да покаже ""как се случва наистина магията"".За съжаление поне за мен този поглед ""зад кулисите"" не носи особено удовлетворение. Очевидно авторката обича това, което прави и влага всичко от себе си. Цени работата на колегите си книжари и ги вижда като романтични герои. Това би трябвало да е книга за лудостта да следваш мечтите си...но повествованието в стил ""мило дневниче"", изпъстрено начесто с humble bragging от типа на ""днес вечеряхме с едикойси, а утре ще пием кафе с ...известен писател"" не ме докосва. Стилът е репортажен и доста сух - през цялото време имах усещането, че чета някакъв преглед на печата или бизнес-план. Авторката препуска с бясна скорост през всеки по-емоционален момент, а опитите и за хумор ми напомниха книжката ""Weird things customers say in a bookshop?"" - забавно е, но вече сме го чели.Въпреки всичко съм благодарна на Петра Хартлиб, че дава реалистична представа за този бизнес и спестява захарната глазура. В този ред на мисли, странно е, че преводачът е решил да използва сладникавото ""книжарничка"" в заглавието. Но не съм учудена - в България използването на умалителни се смята за умилително и повечето хора се разтапят при прочитането на нещо за ""котенце"", ""кученце"", ""книжка"" и т.н. :) Предполагам, че книгата ще намери (по)читатели сред запалените книголюбители. За мое съжаление, обаче ""добрите намерения на авторката"" и ""страстта към книгите"" не са достатъчни, за да харесам книгата. ...more",Notes are private!,0,18,1,not set,"Jul 31, 2015","Jul 31, 2015",,Paperback,view (with text),/book/show/25906042
892,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kitchen Confidential: Adventures in the Culinary Underbelly,"Bourdain, Anthony",,,B00005AAQ7,8        pp,4.16,"315,261",2000,"Feb 06, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love Bourdain in any form. That arrogant bastard also has a lovely voice, which is an added value to the book experience.",Notes are private!,0,4,2,"Jul 29, 2018Aug 28, 2018","Aug 27, 2018not set","Jul 30, 2015",,Audible Audio,view (with text),/book/show/13637496-kitchen-confidential
893,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Мъже. Жените на Варшава,"Markov, Georgi",,9789542805281,,560        pp,4.46,41,2009,2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 29, 2015",,Paperback,view,/book/show/9336138
894,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Задочни репортажи за България, том 1","Markov, Georgi",,9789542803249,9542803249,509        pp,4.78,404,1981,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 29, 2015",,Paperback,view,/book/show/9617942-1
895,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Между нощта и деня. Портретът на моя двойник.,"Markov, Georgi",,9789542805083,,416        pp,3.76,17,2009,2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 29, 2015",,Paperback,view,/book/show/9336106
896,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,До моя съвременник: есета,"Markov, Georgi",9549992810,9789549992816,9549992810,363        pp,4.65,68,2015,2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 28, 2015",,Paperback,view,/book/show/25795920
897,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fox's Garden,"Camcam, Princesse",1592701671,9781592701674,1592701671,32        pp,4.25,"1,157","Sep 09, 2014","Sep 09, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A beautiful book I got as a birthday gift.,Notes are private!,0,0,1,not set,not set,"Jul 28, 2015",,Hardcover,view (with text),/book/show/21413862-fox-s-garden
898,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Сватби на животни и неща,"Господинова, Рая",,9786191861613,,44        pp,4.32,88,"Jul 27, 2015","Jul 27, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Какво се случва когато 6-годишно момиченце подслуша разговорите на предметите в стаята и реши да ги ""ожени"" за животни. Отгоре на всичко вземе, че въвКакво се случва когато 6-годишно момиченце подслуша разговорите на предметите в стаята и реши да ги ""ожени"" за животни. Отгоре на всичко вземе, че въвлече и баща си в приключението.Край на скуката!Жирафче, което нарича Айфеловата кула ""мамо"".Ежомух или Мухоеж?Камилочайничета, ухаещи на лайка с мед.Историите са чудесни. Харесва ми да видя Георги Господинов в нова светлина - на таткото, който играе на съчиняване на истории.Най-хубавото е, че тези истории са само началото, а измислянето може да продължи до безкрай - хубава игра за малки и големи деца.Аз си измислих мързеливо, пухкаво и спящо зимен сън легло - дете от сватбата на мечка и креват :) ...more",Notes are private!,0,3,1,not set,"Jul 28, 2015","Jul 28, 2015",,Paperback,view (with text),/book/show/25995848
899,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Стихотворения за деца,"Вапцаров, Никола",,9789546170736,,32        pp,4.33,12,"Jan 01, 2009",2009,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Вапцаров за деца, илюстриран красиво от Капка Кънева.Книгата може да се намери в Музея на Вапцаров.",Notes are private!,0,0,1,not set,"Jul 28, 2015","Jul 27, 2015",,Paperback,view (with text),/book/show/13616426
900,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Рагтайм,"Doctorow, E.L.",8498194067,9788498194067,,220        pp,3.89,"43,741","Jun 12, 1975",2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Хареса ми особеният начин на писане - забързано, накъсано, без излишни украси.Повествованието обхваща толкова много герои и аспекти от живота в началоХареса ми особеният начин на писане - забързано, накъсано, без излишни украси.Повествованието обхваща толкова много герои и аспекти от живота в началото на XX век, все едно гледаш калейдоскоп. И всички истории, на пръв поглед незначителни, са взаимосвързани по някакъв начин....more",Notes are private!,0,11,1,"Aug 06, 2017","Aug 29, 2017","Jul 22, 2015",,Hardcover,view (with text),/book/show/16091722
901,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flow: The Psychology of Optimal Experience,"Csíkszentmihályi, Mihály",0060920432,9780060920432,B00005VXOM,303        pp,4.11,"79,203","Jan 01, 1990","Jan 01, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2015",,Paperback,view,/book/show/66354.Flow
902,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Португалски неправилни глаголи,"McCall Smith, Alexander*",9543650020,,,192        pp,3.50,"8,504",2003,2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Много свеж и приятен хумор. Прочетох я за един следобед.,Notes are private!,0,10,1,"Dec 18, 2016","Dec 18, 2016","Jul 06, 2015",,Paperback,view (with text),/book/show/7077736
903,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Кривата на щастието: За спорта, Вселената и всичко останало","Иванов, Иво",,9789549535662,,516        pp,4.66,"1,631","Jan 30, 2014","Jan 30, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 05, 2015",,Paperback,view,/book/show/20660692
904,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Във времена на гаснещата светлина,"Ruge, Eugen",,9786191504121,,400        pp,3.68,"3,368",2011,"Apr 27, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jan 07, 2016","Jan 17, 2016","Jul 01, 2015",,Paperback,view,/book/show/25492708
905,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lost in Translation,"Sanders, Ella Frances*",0224100807,9780224100809,0224100807,112        pp,4.23,"3,764","Sep 16, 2014","Jan 01, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A beautiful book.Few words, but it evokes smiles and somehow encourages meditation.",Notes are private!,0,1,1,not set,Jul 2015,"Jul 01, 2015",,Hardcover,view (with text),/book/show/21792800-lost-in-translation
906,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mindfulness Journal: Exercises to help you find peace and calm wherever you are,"Sweet, Corinne*",,,B00N4UYXI8,224        pp,3.62,385,"Nov 20, 2014","Nov 20, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 01, 2015",,Kindle Edition,view,/book/show/23963301-the-mindfulness-journal
907,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Воден знак,"Филипов, Крум",,9789544919481,,64        pp,4.00,25,"Jan 01, 2013",2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 24, 2015",,Paperback,view,/book/show/18395812
908,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sea of Poppies        (Ibis Trilogy #1),"Ghosh, Amitav",0143053418,9780143053415,0143053418,528        pp,3.97,"27,415","May 01, 2008","Oct 06, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 24, 2015",,Paperback,view,/book/show/6739890-sea-of-poppies
909,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Festival of Insignificance,"Kundera, Milan",0062356895,9780062356895,,115        pp,3.35,"19,461","Oct 30, 2013","Jun 23, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 22, 2015",,Hardcover,view,/book/show/23315843-the-festival-of-insignificance
910,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Pastoral,"Roth, Philip",,,0099771810,432        pp,3.94,"80,029","May 12, 1997","Sep 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 22, 2015",,Paperback,view,/book/show/11650.American_Pastoral
911,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Пътят на щастливата жена,"Кобилкина, Наталия",6191503849,9786191503841,6191503849,248        pp,2.71,49,"Jun 02, 2014","Jun 02, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Много се е мъчила, милата, да напише нещо смислено. Едни напъни са - то е психология, то е позитивно мислене, медитация, визуализации и съвети тип ""КоМного се е мъчила, милата, да напише нещо смислено. Едни напъни са - то е психология, то е позитивно мислене, медитация, визуализации и съвети тип ""Космо"". Почва умно и уж нАучно по некоя тема, после се впуска в обяснения как да ""чуруликаме"" на мъжете и да ги гледаме като богове (докато им седим диван чапраз до масата за вечеря). В общи линии книгата е разтеглена до безкрай статия от женско списание, която аз лично забравям почти веднага след като затворя страницата . И все пак предполагам, че подобно на други селф-хелпи и ""женски"" четива, ще намери достатъчно дами, които да я харесат, че даже да я имат и за настолна книга. Това, което признавам на Наталия, обаче, е огромната увереност в собствените си възможности. Тя е чудесно доказателство, че една жена, която си науми нещо, винаги може да го направи.Давам две звезди, защото покрай целия булшит все пак са засегнати и някои основни за психологията понятия. Разбира се, това не бива да кара прочелите я да мислят, че са изпечени психолози и психоаналитици. Авторката просто се плъзга по повърхността, защото с навлизането в дълбочина подозирам ще изгуби доста от фенките си....more",Notes are private!,0,6,1,not set,"Jun 22, 2015","Jun 21, 2015",,Paperback,view (with text),/book/show/22246722
912,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Storytelling Animal: How Stories Make Us Human,"Gottschall, Jonathan",,,,6        pp,3.70,"6,459","Apr 10, 2012","Sep 24, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 08, 2017","Nov 14, 2017","Jun 21, 2015",,Audiobook,view,/book/show/18160349-the-storytelling-animal
913,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Навътре,"Иванов, Стефан",,9786197082074,,123        pp,4.33,15,"Jan 01, 2014",2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 21, 2015",,Paperback,view,/book/show/23647577
914,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Седем добри години,"Keret, Etgar*",,9786191861620,,144        pp,4.16,"8,349",2013,"Jul 15, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Отдавна обичам как разказва Етгар Керет - и на хартия и на живо.Обичам го като приятел от детинство, с когото сме седели на тротоара и сме си разказваОтдавна обичам как разказва Етгар Керет - и на хартия и на живо.Обичам го като приятел от детинство, с когото сме седели на тротоара и сме си разказвали истории. Истории, които са звучели като небивалици, но след години осъзнаваш, че са били съвсем истински и някак си са станали и останали част, от това, което си.""Седем добри години"", както самият автор признава, е много лична книга. В нея Керет говори за страховете, тъгите и съмненията като част от собственото си ежедневие.Диалозите и случките, в които главни герои са той и семейството му, са очарователни, забавни и умилителни.Етгар е загрижен и обичлив баща, който се опитва да разбере и приеме лудостта на света, да го преведе на по-разбираем за сина си език. Напомня ми на героя на Роберто Бенини в ""Животът е прекрасен"" - усмихва се пред лицето на грозното и необяснимото, разрошва косата на Лев и му казва ""Не се плаши моето момче, това е само игра, която в крайна сметка ще спечелим"". ...more",Notes are private!,0,10,1,"Jul 27, 2015","Jul 27, 2015","Jun 21, 2015",,Paperback,view (with text),/book/show/25750512
915,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Докато дишам,"Томов, Георги*",,9789542817307,,400        pp,3.81,265,"Jan 01, 2015",2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 19, 2015","Jun 18, 2015",,Paperback,view,/book/show/25748517
916,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Да поставиш дявола на колене: Писането на проза като занаят и живот,"Baxter, Charles",,9789542813095,,unknown,4.01,166,"Jun 04, 2001",May 2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2015",,Paperback,view,/book/show/25729631
917,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Знаци по пътя - градове и предели,"Andrić, Ivo",,9786542812272,,188        pp,4.48,"1,776",1976,2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2015",,Paperback,view,/book/show/17971538--
918,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Слънчев бряг – код жълто,"Николов, Любомир",9542812884,9789542812883,9542812884,182        pp,3.08,38,"Oct 20, 2011",2013,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Харесах ""Очи на сляп, език на болен"", но тези новели ме отегчиха и не успях да ги завърша.Не знам дали просто не им беше времето или наистина авторът Харесах ""Очи на сляп, език на болен"", но тези новели ме отегчиха и не успях да ги завърша.Не знам дали просто не им беше времето или наистина авторът е по-добър в късите форми....more",Notes are private!,0,1,1,"Jun 14, 2015","Jan 07, 2016","Jun 14, 2015",,Paperback,view (with text),/book/show/17701860
919,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Пролетен сняг,"Mishima, Yukio",,9789545169533,,445        pp,4.16,"19,090",1967,2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2015",,Hardcover,view,/book/show/16175046
920,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Златният бряг,"DeMille, Nelson*",9545853085,9789545853081,,700        pp,4.11,"29,797","Apr 01, 1990",unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2015",,Paperback,view,/book/show/25547769
921,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Novel Cure: An A-Z of Literary Remedies,"Berthoud, Ella",0670066567,9780670066568,0670066567,400        pp,3.88,"2,487","Aug 01, 2013","Sep 24, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2015",,Hardcover,view,/book/show/17829434-the-novel-cure
922,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Цветният човек,"Теофилов, Иван",,9786191861385,,140        pp,4.67,6,Jun 2015,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2015",,Hardcover,view,/book/show/25694869
923,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Чудото в Поскокова Драга,"Tomić, Ante",,9786191506118,,224        pp,4.31,"2,206",2009,"Jun 08, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Харесах Анте Томич още от ""Какво е мъж без мустаци"" и почти изпищях от радост като видях нова негова книга в книжарницата.Историята на дивите Поскоци Харесах Анте Томич още от ""Какво е мъж без мустаци"" и почти изпищях от радост като видях нова негова книга в книжарницата.Историята на дивите Поскоци е смешна и на моменти много ми напомняше на ""Стогодишният старец"". Към забавните перипетии на героите обаче се добавя сатира на нравите в хърватското общество, някои от които са доста сходни с нашенските. Най-хубавото е, че над всичко това грее едно лазурно небе и дори в най-напрегнатите моменти всичко е някак леко и безоблачно....more",Notes are private!,0,3,1,"Jun 07, 2015","Jun 08, 2015","Jun 07, 2015",,Paperback,view (with text),/book/show/25682899
924,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Гърдата,"Roth, Philip",9545298448,9789545298448,,94        pp,3.17,"5,417",1972,"Feb 21, 2011",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Aug 29, 2015","Aug 30, 2015","Jun 05, 2015",,Paperback,view,/book/show/10558947
925,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Приказки от крайните квартали,"Tan, Shaun",619186244X,9786191862443,619186244X,100        pp,4.33,"9,675",2008,"May 20, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Тази книга съдържа някакъв особен зен. Красива, омагьосваща, докосваща най-съкровеното с кратките истории. Напомня ми по странен начин на измислените Тази книга съдържа някакъв особен зен. Красива, омагьосваща, докосваща най-съкровеното с кратките истории. Напомня ми по странен начин на измислените светове на Мураками.Нямам търпение да излезе на български, би била чудесен подарък за всяка възраст....more",Notes are private!,0,4,1,"Jun 04, 2015","Jun 21, 2015","Jun 04, 2015",,Hardcover,view (with text),/book/show/24662098
926,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Избрани произведения,"Kharms, Daniil",,9789549772890,,496        pp,4.57,30,2014,2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2015",,Paperback,view,/book/show/24228237
927,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eichmann in Jerusalem: A Report on the Banality of Evil,"Arendt, Hannah",,,0143039881,312        pp,4.20,"27,242",1963,"Sep 22, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 27, 2015",,Paperback,view,/book/show/52090.Eichmann_in_Jerusalem
928,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Freedom,"Franzen, Jonathan",0007423322,9780007423323,B00BG7G4LA,706        pp,3.78,"168,416","Aug 31, 2010",2011,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this book after the recommendation of a person, whose intellect and worldviews I very much respect. I was specifically recommended to read the I read this book after the recommendation of a person, whose intellect and worldviews I very much respect. I was specifically recommended to read the original in English, and not the Bulgarian translation. Not being used to read such long books lately, at first the 700 pages seemed to be an ordeal.I ploughed through it for more than two weeks, enjoying the depth of its understanding of human relations and its breadth of scope.It is, in a way, a book that one can re-read and each time find a new thing to enjoy - the style, the humor, the great empathy of the author towards his characters.""Freedom"" is not only a great family saga, but also a book about the fears and insecurities of the lives that we lead today. ...more",Notes are private!,0,6,1,"Jul 11, 2015","Jul 26, 2015","May 23, 2015",,Mass Market Paperback,view (with text),/book/show/12415790-freedom
929,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Стъкленият похлупак,"Plath, Sylvia",9542817061,9789542817062,,232        pp,4.05,"960,068",Jan 1963,"May 11, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"May 22, 2015",,Paperback,view,/book/show/25559382
930,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Честна измама,"Jansson, Tove",,9786191861415,,170        pp,3.82,"6,083",1982,May 2015,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"С всяка изчетена книга все повече се влюбвам в Туве - как умее да пише толкова пестеливо и магично за сложността на човешкото.""Честна измама"" противопС всяка изчетена книга все повече се влюбвам в Туве - как умее да пише толкова пестеливо и магично за сложността на човешкото.""Честна измама"" противопоставя две коренно различни жени - мечтателната и отнесена Анна и пресметливата и сурова Катри. На пръв поглед съюзници, те водят безмълвна борба за надмощие, в която залогът е опазването на собствената същност. Помагат ли тежкия характер и непоклатимите принципи на Катри да напредне в живота? Можем ли да общуваме с другите, подчинени единствено на взаимно-изгодни делови взаимоотношения, без да се обвързваме с очаквания? Добродетел ли е абсолютната честност?Финалът оставя тези въпроси без отговор. Не ни казва и каква ще е съдбата на двете героини. Знаем само, че след срещата си - за добро или зло - те няма как да останат същите както перди....more",Notes are private!,0,9,1,"Nov 29, 2015","Nov 30, 2015","May 22, 2015",,Paperback,view (with text),/book/show/25583219
931,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Жените, които обичат твърде много","Norwood, Robin",,9789549696653,,296        pp,4.04,"22,689",1985,Nov 2014,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Мисля, че към книгите тип приложна психология трябва до се подхожда доста внимателно и само ако можеш да отсееш зърното от плявата. Не бих погледнала Мисля, че към книгите тип приложна психология трябва до се подхожда доста внимателно и само ако можеш да отсееш зърното от плявата. Не бих погледнала тази книга, ако не ми я бяха изрично препоръчали. Хареса ми, че обяснява моделите на ""прекомерно обичане' с примери. На мен беше полезна, защото нарича нещата с истинските им имена- нещо което е важно за такъв тип книги....more",Notes are private!,0,12,1,"May 21, 2015","May 27, 2015","May 20, 2015",,Paperback,view (with text),/book/show/23494261
932,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Колко ягоди растат по морето?,"Шурбанов, Александър",9786197172,,,250        pp,4.25,24,"May 20, 2015","May 20, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"За пореден път издателство ""Точица"" доказва, че може да прави революционно нови неща в книгоиздаването за деца.""Колко ягоди растат по морето?"" е многоЗа пореден път издателство ""Точица"" доказва, че може да прави революционно нови неща в книгоиздаването за деца.""Колко ягоди растат по морето?"" е много красива книжка с броилки за по-малките (4-5 годишни) деца.Вярвам обаче, че ще хареса на всеки, който обича хумора и игрите.Прекрасен превод, свежи и закачливи илюстрации. Книжката ми прилича много повече на съучастник в пакостите и другар в опознаването на света, отколкото на нещо, което ще прочетеш веднъж и ще оставиш на рафта да прашасва.Браво и благодаря!...more",Notes are private!,0,4,1,not set,"May 21, 2015","May 20, 2015",,Hardcover,view (with text),/book/show/25574007
