,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,tonia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
447,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reynard the Fox,"Avery, Anne Louise*",1851245553,9781851245550,1851245553,480        pp,4.30,297,2020,"Nov 29, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Delightful Old World folk tale with the charming, wily, not-so-tame Reynard the Fox escaping from his troubles with the powers that be (King Noble, thDelightful Old World folk tale with the charming, wily, not-so-tame Reynard the Fox escaping from his troubles with the powers that be (King Noble, the lion) and his natural enemies the wolf and the bear. Alternately dark and funny, with gorgeous descriptions of food, clothes, and interiors, deliciously updated intelligent and useful female characters, and a wonderful vocabulary, along with some not so subtle observations about power, corruption, and hypocrisy. Beautifully done....more",Notes are private!,0,2,1,"Sep 02, 2021","Sep 13, 2021","Sep 02, 2021",,Hardcover,view (with text),/book/show/51263133-reynard-the-fox
448,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Medusa's Ankles: Selected Stories,"Byatt, A.S.",0593321588,9780593321584,0593321588,464        pp,3.70,220,Sep 2021,"Nov 23, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2021",,Hardcover,view,/book/show/57490880-medusa-s-ankles
449,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Five Tuesdays in Winter,"King, Lily*",0802158773,9780802158772,,205        pp,3.73,"19,195","Nov 02, 2021","Nov 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2021",,ebook,view,/book/show/57792442-five-tuesdays-in-winter
450,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Oh William!        (Amgash, #3)","Strout, Elizabeth*",0812989430,9780812989434,0812989430,240        pp,3.86,"80,115","Oct 19, 2021","Oct 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2021",,Hardcover,view,/book/show/56294820-oh-william
451,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lincoln Highway,"Towles, Amor*",0735222355,9780735222359,0735222355,576        pp,4.23,"259,068","Oct 05, 2021","Oct 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I finished this late last night, dreamed about it, woke up thinking about it and can't stop thinking about it. That's a response I wouldn't have expecI finished this late last night, dreamed about it, woke up thinking about it and can't stop thinking about it. That's a response I wouldn't have expected as I read the majority of this book. And that's all I'm going to say about that. What I will say is that I love Towles' characters, I love the humaneness with which he writes, I even love the structure of the novel - which is much like the road trip this book is about, meandery, tangential, and occasionally drawn out, which I know bothered some readers but I think is just right - and the occasional dash of vaudevillary. (I'm just making up words now, no apologies.)I do have some Questions and I'm still processing the whole thing, so I'm going to leave this at 4 stars, but it leans toward 5....more",Notes are private!,0,0,1,"Jan 29, 2022","Jan 31, 2022","Sep 02, 2021",,Hardcover,view (with text),/book/show/57109107-the-lincoln-highway
452,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Spindle Splintered        (Fractured Fables, #1)","Harrow, Alix E.*",1250765358,9781250765352,1250765358,119        pp,3.62,"31,694","Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2021",,Hardcover,view,/book/show/56179356-a-spindle-splintered
453,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Matrix,"Groff, Lauren*",1594634491,9781594634499,1594634491,260        pp,3.68,"56,691","Sep 07, 2021","Sep 07, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Loved this imagining of an unusual medieval woman who takes charge of an abbey and creates a haven where women can thrive in a world that doesn't recoLoved this imagining of an unusual medieval woman who takes charge of an abbey and creates a haven where women can thrive in a world that doesn't recognize their power....more,Notes are private!,0,1,2,"not setApr 04, 2022","Mar 31, 2024Apr 11, 2022","Sep 02, 2021",,Hardcover,view (with text),/book/show/57185348-matrix
454,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cloud Cuckoo Land,"Doerr, Anthony*",1982168439,9781982168438,1982168439,626        pp,4.26,"214,091","Sep 28, 2021","Sep 28, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A really lovely story I wasn't expecting. There's a slow start, but it's worth seeing it through. Doerr is a kind man, that's obvious, and one who belA really lovely story I wasn't expecting. There's a slow start, but it's worth seeing it through. Doerr is a kind man, that's obvious, and one who believes in the goodness of people. His stories always leave me feeling more humane. This one does too. A book about the power of books, home, and hope in the face of a changing world.""...he realizes the truth is infinitely more complicated, that we are all beautiful even as we are all part of the problem, and that to be part of the problem is to be human.""""The world as it is is enough.""...more",Notes are private!,0,0,1,"Aug 03, 2022","Aug 12, 2022","Sep 02, 2021",,Hardcover,view (with text),/book/show/56783258-cloud-cuckoo-land
455,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stillness Is the Key,"Holiday, Ryan*",0525538585,9780525538585,0525538585,288        pp,4.22,"33,197","Oct 01, 2019","Oct 01, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 02, 2021","Sep 11, 2021","Sep 02, 2021",,Hardcover,view,/book/show/43582733-stillness-is-the-key
456,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Mistake,"Lee, Jonathan*",0525658491,9780525658498,0525658491,304        pp,3.59,"2,517","Jun 15, 2021","Jun 15, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The imagined life of Andrew H. Green, who was instrumental in the development of Central Park, the Met and the NY Public Library, and was ceremoniouslThe imagined life of Andrew H. Green, who was instrumental in the development of Central Park, the Met and the NY Public Library, and was ceremoniously murdered outside his house one morning. Beautiful prose, lovely story-telling, and a bit wistful. Really good read. ...more",Notes are private!,0,0,1,"Sep 02, 2021","Sep 08, 2021","Sep 02, 2021",,Hardcover,view (with text),/book/show/55502632-the-great-mistake
457,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Life of Addie LaRue,"Schwab, V.E.*",0765387565,9780765387561,,448        pp,4.19,"1,066,724","Oct 06, 2020","Oct 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2021",,Kindle Edition,view,/book/show/50623864-the-invisible-life-of-addie-larue
458,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bewilderment,"Powers, Richard",0393881148,9780393881141,0393881148,278        pp,3.92,"59,181","Sep 21, 2021","Sep 21, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 stars. I'm a fan of Powers' ability to explore climate grief from multiple perspectives and his awareness of sensitive souls and their response to3.5 stars. I'm a fan of Powers' ability to explore climate grief from multiple perspectives and his awareness of sensitive souls and their response to our current realities. He's a writer that makes me feel *seen* in those terms. The book is tender and sad and yes...bewildering, in its way. I found the start a little slow and there was one theme I didn't really resonate with, though I can see what Powers was trying to do with it. Overall, a book that has lodged in my thoughts the last few days and brought me back in touch with the ache of the earth....more",Notes are private!,0,0,1,"Mar 20, 2022","Mar 24, 2022","Sep 02, 2021",,Hardcover,view (with text),/book/show/56404444-bewilderment
459,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Gilded Ones        (The Gilded Ones, #1)","Forna, Namina*",1984848704,,B07ZC6XGGY,432        pp,4.00,"47,865","Feb 09, 2021","Feb 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2021",,Kindle Edition,view,/book/show/40024121-the-gilded-ones
460,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Buddhism without Beliefs: A Contemporary Guide to Awakening,"Batchelor, Stephen",1573226564,9781573226561,1573226564,127        pp,4.01,"9,514","Apr 14, 1997","Mar 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2021",,Paperback,view,/book/show/90557.Buddhism_without_Beliefs
461,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fell,"Moss, Sarah*",1529083222,9781529083224,1529083222,192        pp,3.64,"5,642","Nov 11, 2021","Nov 11, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2021",,Hardcover,view,/book/show/57676664-the-fell
462,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fight Night,"Toews, Miriam",1635578175,9781635578171,1635578175,255        pp,4.04,"17,502","Oct 05, 2021","Oct 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Took me awhile to get into this one, but as soon as I did, I feel hard for this wise and sweet story of a family holding each other together. I particTook me awhile to get into this one, but as soon as I did, I feel hard for this wise and sweet story of a family holding each other together. I particularly love Toews' voice because she knows what its like to leave religion and religious communities. ...more",Notes are private!,0,0,1,not set,"Jan 05, 2023","Aug 26, 2021",,Hardcover,view (with text),/book/show/56978048-fight-night
463,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Telephone,"Everett, Percival",1644450224,9781644450222,1644450224,216        pp,3.97,"3,468",unknown,"May 05, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 25, 2021",,Paperback,view,/book/show/51541232-telephone
464,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Registry of My Passage Upon the Earth: Stories,"Mason, Daniel*",031647763X,9780316477635,031647763X,240        pp,3.71,"1,401","May 05, 2020","May 05, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 25, 2021",,Hardcover,view,/book/show/52879778-a-registry-of-my-passage-upon-the-earth
465,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mrs Death Misses Death,"Godden, Salena",1838851194,9781838851194,1838851194,302        pp,3.52,"5,325","Jan 28, 2021","Jan 28, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 25, 2021",,Hardcover,view,/book/show/52568660-mrs-death-misses-death
466,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sparks Like Stars,"Hashimi, Nadia*",0063008289,9780063008281,0063008289,464        pp,4.29,"19,311","Mar 02, 2021","Mar 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A book group read, but so timely. This follows the escape of a young Afghan girl from the 1970's political coup before the Soviet takeover and her jouA book group read, but so timely. This follows the escape of a young Afghan girl from the 1970's political coup before the Soviet takeover and her journey back to find what happened to her family and her country. Nuanced and informed without being heavy-handed. Some sections dragged on a beat too long, but overall a really beautiful book and helpful for understanding the complexity of the situation in Afghanistan through story....more",Notes are private!,0,0,1,"Aug 23, 2021","Aug 25, 2021","Aug 23, 2021",,Hardcover,view (with text),/book/show/53746807-sparks-like-stars
467,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Letters to a Young Writer: Some Practical and Philosophical Advice,"McCann, Colum*",1443453161,9781443453165,,88        pp,4.19,"2,139","Apr 04, 2017","May 02, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A small, wise, honest collection of letters from one of my favorite authors. Packed with gems:""Get ready: they will label you sentimental. But the truA small, wise, honest collection of letters from one of my favorite authors. Packed with gems:""Get ready: they will label you sentimental. But the truth is that the cynics are the sentimental ones. They live in a cloud of their own limited nostalgia. They have no muscularity at all. They remain in one place. They have one idea and it sparks nothing else. Remember, the world is so much more than one story. We find in others the ongoing of ourselves.""""Focus in on the small detail that reveals the wider world. The key is finding the odd detail that only the experts might know. The one tiny atom that reveals the rest of the structure. Find it, use it, but don't draw too much attention to it...this is the magical pill of all research. Appear to be an expert, even to the experts.""""Stories are not about plot, they are about language and rhythm and music and style. If you believe in your own story, and write it well, it will find its readers. Good work will endure.""""Stand on the outside. Become more dangerous. Have people fear your bite. Restore that which has been devalued by others. Don't let the passion of your calling be ridiculed...Don't allow the begrudgers to render you useless.""...more",Notes are private!,0,0,1,"Aug 23, 2021","Aug 26, 2021","Aug 23, 2021",,ebook,view (with text),/book/show/31371317-letters-to-a-young-writer
468,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"No Mark Upon Her        (Duncan Kincaid & Gemma James, #14)","Crombie, Deborah*",023075063X,9780230750630,023075063X,400        pp,4.16,"9,800","Oct 01, 2011","Jan 01, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,One of the better in the series! Probably because Gemma has settled down a little bit about her relationship with Duncan. (Finally!),Notes are private!,0,0,1,not set,"Aug 23, 2021","Aug 23, 2021",,Hardcover,view (with text),/book/show/10330150-no-mark-upon-her
469,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ariadne,"Saint, Jennifer*",125077358X,9781250773586,125077358X,308        pp,3.80,"114,533","Mar 30, 2021","May 04, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An exploration of the myth of Ariadne and the Minotaur in the vein of Madeline Miller. I love these retellings from women's perspectives and this is oAn exploration of the myth of Ariadne and the Minotaur in the vein of Madeline Miller. I love these retellings from women's perspectives and this is one of the better ones. Beautiful prose, great characters and good emotional depth. ...more",Notes are private!,0,1,1,not set,"Aug 23, 2021","Aug 23, 2021",,Hardcover,view (with text),/book/show/54860614-ariadne
470,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blood: A Memoir,"Moorer, Allison",0306922681,9780306922688,0306922681,320        pp,4.05,"1,712","Oct 29, 2019","Oct 29, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Hardcover,view,/book/show/43884869-blood
471,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Something Wicked This Way Comes,"Bradbury, Ray",1501167715,9781501167713,1501167715,338        pp,3.91,"133,003","Sep 17, 1962","Oct 24, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The boys, the danger, the absolute mess of adjectives, the curvy turns of imagination, the earnest message of dark and light, the downright sweetness The boys, the danger, the absolute mess of adjectives, the curvy turns of imagination, the earnest message of dark and light, the downright sweetness of the relationship between boy and dad...Ray Bradbury, you're just marvelous....more",Notes are private!,0,0,2,not setnot set,"Aug 06, 2021not set","Aug 06, 2021",,Paperback,view (with text),/book/show/34466883-something-wicked-this-way-comes
472,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Crow Trap        (Vera Stanhope, #1)","Cleeves, Ann*",033038998X,9780330389983,033038998X,560        pp,3.86,"25,950",1999,"Jan 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 18, 2021","Jul 26, 2021",,Paperback,view,/book/show/97569.The_Crow_Trap
473,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Philosophies of Art and Beauty: Selected Readings in Aesthetics from Plato to Heidegger,"Hofstadter, Albert",0226348121,9780226348124,0226348121,728        pp,4.03,230,"Aug 15, 1976","Aug 15, 1976",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 26, 2021",,Paperback,view,/book/show/31827.Philosophies_of_Art_and_Beauty
474,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pilgrim on the Great Bird Continent: The Importance of Everything and Other Lessons from Darwin's Lost Notebooks,"Haupt, Lyanda Lynn*",0316836648,9780316836647,0316836648,288        pp,3.98,126,2006,"Mar 07, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Gorgeous exploration of Darwin's evolution from an eager and naive young wanna-be naturalist on the Beagle to the scientist we (sort of) know. Haupt mGorgeous exploration of Darwin's evolution from an eager and naive young wanna-be naturalist on the Beagle to the scientist we (sort of) know. Haupt makes him wonderfully human with her engaging anecdotes and insights from his diaries. But the book is more than just a Darwin-book. Haupt writes lovingly and wisely about our own interactions with the natural world and how we need those experiences more than ever now. Really lovely....more,Notes are private!,0,0,1,"Jul 26, 2021","Aug 09, 2021","Jul 26, 2021",,Hardcover,view (with text),/book/show/29809.Pilgrim_on_the_Great_Bird_Continent
475,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Olive Kitteridge        (Olive Kitteridge, #1)","Strout, Elizabeth*",,,,270        pp,3.85,"236,064","Mar 25, 2008","Mar 25, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 26, 2021","Aug 06, 2021","Jul 26, 2021",,Hardcover,view,/book/show/1736739.Olive_Kitteridge
476,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Magic Lessons        (Practical Magic, #0.1)","Hoffman, Alice*",1982108843,9781982108847,1982108843,396        pp,4.21,"55,243","Oct 06, 2020","Oct 06, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The pacing of this story is like water-skiing behind a jet boat but it's fun and I'm always up for cheering on the witches of Old Salem against the PuThe pacing of this story is like water-skiing behind a jet boat but it's fun and I'm always up for cheering on the witches of Old Salem against the Puritans. Lots of herbal goodness, too....more",Notes are private!,0,0,1,"Jul 22, 2021","Jul 26, 2021","Jul 22, 2021",,Hardcover,view (with text),/book/show/50892349-magic-lessons
477,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"How the South Won the Civil War: Oligarchy, Democracy, and the Continuing Fight for the Soul of America","Richardson, Heather Cox",0190900903,9780190900908,0190900903,272        pp,4.31,"3,891","Apr 01, 2020","Apr 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"HCR is really, really talented at taking complex histories and making them understandable and readable for non-historians. Her premise here, that SoutHCR is really, really talented at taking complex histories and making them understandable and readable for non-historians. Her premise here, that Southern Confederate ideologies went West after the Civil War and reinvented themselves into the Cowboy Mythology of the white man on his own against the corruption of (evil) government forces, is pretty intriguing. ""Mythology tells us that the theme of the American West was freedom, but the opposite was true. Like the antebellum South, society in the West was hierarchical according to race, class, and gender."" (That's true of my home state of Oregon, for sure, which was founded as a state for whites only in 1859.) I was pretty fascinated about the shape this narrative took in the media (Bonanza, anyone? Little House on the Prairie?) and how completely baseless the assumption was that men were forging a trail out West by their own grit and determination. The West, HCR points out, was based on extractive economies from the beginning: gold, mining, oil, for example, and these were all mainly controlled by big businesses that relied on cheap (read: immigrant) labor that was unregulated and unprotected. Cowboys, with their dangerous, exhausting work for little pay, were more like eastern factory workers than loner heroes. It's a great read and a quick dive, but it's helpful for understanding the way that individualism and deregulation were both essential to the Confederate South and have become entrenched in modern politics today....more",Notes are private!,0,0,1,"Jul 22, 2021","Jul 26, 2021","Jul 22, 2021",,Hardcover,view (with text),/book/show/52048467-how-the-south-won-the-civil-war
478,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Have Always Lived in the Castle,"Jackson, Shirley",0143039970,9780143039976,0143039970,160        pp,3.94,"227,036","Sep 21, 1962","Oct 31, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"By now you should have figured out that many of my s have to do with the craft of the book and not necessarily with the entertainment quality. JBy now you should have figured out that many of my s have to do with the craft of the book and not necessarily with the entertainment quality. Jackson blew me away with this little novel about a troubled family on the fringes of a rural village. The same as The Haunting of Hill House, Jackson manages to put all her creep into tiny turns of phrases and the arrangement of interiors and landscapes, doling out crucial information when you least expect it. It's marvelously, brilliantly skilled work and I'm in awe. It's also a flat out good gothic/horror story, especially if you resist the need to spend too much time psychoanalyzing the characters. I happened to listen to this on audio book and the narration is absolutely fabulous, but I'm too lazy to change the edition in the . :)...more",Notes are private!,0,0,3,not setnot setnot set,"Jul 22, 2021not setnot set","Jul 22, 2021",,Paperback,view (with text),/book/show/89724.We_Have_Always_Lived_in_the_Castle
479,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Comes After,"Tompkins, Joanne",059308599X,9780593085998,059308599X,420        pp,3.78,"27,387","Apr 13, 2021","Apr 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 15, 2021",,Hardcover,view,/book/show/54610962-what-comes-after
480,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Limits of Enchantment,"Joyce, Graham",0743463455,9780743463454,0743463455,288        pp,3.86,"1,152","Jan 01, 2005","Nov 01, 2005",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I really wanted to like this book more. The writing is great and the story is clever. But it's unnecessarily opaque in some places and leaves importanI really wanted to like this book more. The writing is great and the story is clever. But it's unnecessarily opaque in some places and leaves important things (like a possible sexual assault) unresolved. I just couldn't make myself feel satisfied with it....more,Notes are private!,0,0,1,not set,"Jul 15, 2021","Jul 15, 2021",,Paperback,view (with text),/book/show/160964.The_Limits_of_Enchantment
481,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Silent Patient,"Michaelides, Alex*",1250301696,9781250301697,1250301696,336        pp,4.18,"2,167,035",2018,"Feb 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2021",,Hardcover,view,/book/show/40097951-the-silent-patient
482,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Intimacies,"Kitamura, Katie*",0399576169,9780399576164,0399576169,225        pp,3.65,"33,282","Jul 20, 2021","Jul 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2021",,Hardcover,view,/book/show/55918474-intimacies
483,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sweetness of Water,"Harris, Nathan*",031646127X,9780316461276,031646127X,368        pp,4.16,"51,648","Jun 15, 2021","Jun 15, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2021",,Hardcover,view,/book/show/54404602-the-sweetness-of-water
484,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Things We Lost to the Water,"Nguyen, Eric",0593317955,9780593317952,0593317955,304        pp,3.77,"10,535","May 04, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2021",,Hardcover,view,/book/show/55120657-things-we-lost-to-the-water
485,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leave the World Behind,"Alam, Rumaan*",0062667637,9780062667632,0062667637,241        pp,3.17,"148,513","Oct 06, 2020","Oct 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2021",,Hardcover,view,/book/show/50358031-leave-the-world-behind
486,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Land of Big Numbers: Stories,"Chen, Te-Ping*",0358272556,9780358272557,0358272556,233        pp,3.95,"8,273","Feb 02, 2021","Feb 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2021",,Paperback,view,/book/show/52782536-land-of-big-numbers
487,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Scatterlings: Getting Claimed in the Age of Amnesia,"Shaw, Martin.*",1940468507,9781940468501,1940468507,254        pp,4.69,91,unknown,"Oct 25, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2021",,Paperback,view,/book/show/29101600-scatterlings
488,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Branch from the Lightning Tree        (The Mythteller trilogy, vol. 1)","Shaw, Martin.*",,9781916003552,,unknown,4.44,222,"Jun 01, 2011",Dec 2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2021",,Paperback,view,/book/show/57195387-a-branch-from-the-lightning-tree
489,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why Rebel,"Griffiths, Jay",0241992729,9780241992722,0241992729,169        pp,4.29,121,unknown,"Apr 08, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 29, 2021",,Paperback,view,/book/show/55578106-why-rebel
490,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mother of All Questions,"Solnit, Rebecca",1608467406,9781608467402,1608467406,176        pp,4.20,"8,371","Mar 14, 2017","Mar 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 28, 2021",,Paperback,view,/book/show/29633797-the-mother-of-all-questions
491,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Faraway Nearby,"Solnit, Rebecca",0670025968,9780670025961,0670025968,259        pp,4.21,"7,156","Jun 13, 2013","Jun 13, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 28, 2021",,Hardcover,view,/book/show/16158561-the-faraway-nearby
