,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Andrea's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moscow X        (Damascus Station #2),"McCloskey, David",1324050756,9781324050759,1324050756,454        pp,4.31,"2,478","Oct 03, 2023","Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2023",,Hardcover,view,/book/show/77265038-moscow-x
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Damascus Station        (Damascus Station #1),"McCloskey, David",0393881040,9780393881042,0393881040,432        pp,4.23,"8,672","Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2023",,Hardcover,view,/book/show/56769571-damascus-station
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daddy,"Cline, Emma",0812998642,9780812998641,0812998642,288        pp,3.31,"10,216","Jun 29, 2021","Jun 29, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 05, 2023",,Hardcover,view,/book/show/50984842-daddy
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girls,"Cline, Emma",081299860X,9780812998603,081299860X,355        pp,3.50,"216,819","Jun 14, 2016","Jun 14, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 05, 2023",,Hardcover,view,/book/show/26893819-the-girls
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guest,"Cline, Emma",0812998626,9780812998627,,304        pp,3.32,"64,844","May 16, 2023","May 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 05, 2023",,Hardcover,view,/book/show/61986136-the-guest
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Theatre for Dreamers,"Samson, Polly*",,,B081VNTMLG,354        pp,3.43,"4,902",May 2021,"Apr 02, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review coming soon.,Notes are private!,0,0,1,"Jun 26, 2023","Jul 18, 2023","Jun 26, 2023",,Kindle Edition,view (with text),/book/show/50363130-a-theatre-for-dreamers
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Track a Traitor        (Lane Winslow #10),"Whishaw, Iona",177151387X,9781771513876,177151387X,473        pp,4.29,746,"May 02, 2023","May 25, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,*Review coming soon *,Notes are private!,0,0,1,"Jun 15, 2023","Jul 13, 2023","Jun 15, 2023",,Paperback,view (with text),/book/show/61950323-to-track-a-traitor
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anna Akhmatova: Poems,"Akhmatova, Anna",1841597708,9781841597706,B00935DSSY,256        pp,4.31,524,unknown,"May 15, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,To have finally had the chance to learn of Anna Akmatova and read her poetry is to be transported to another time and place. Poetry is a journey with To have finally had the chance to learn of Anna Akmatova and read her poetry is to be transported to another time and place. Poetry is a journey with reverence for inspiration and interpretation of the soul. Akamatova a brave woman who wrote with passion and determination. ...more,Notes are private!,0,2,1,"Jun 10, 2023","Aug 18, 2023","Jun 10, 2023",,Paperback,view (with text),/book/show/2931359-anna-akhmatova
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dead on Target        (Agatha Raisin #34),"Beaton, M.C.",1250898641,9781250898647,1250898641,256        pp,3.97,"2,303","Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2023",,Hardcover,view,/book/show/65213849-dead-on-target
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bramah’s Quest (THOT J BAP,"Saklikar, Renee Sarojini*",0889714304,9780889714304,0889714304,368        pp,4.86,7,unknown,"Nov 14, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This epic journey of time travellers, seed savers, makers, a lock smith and a beggar boy is akin to the finest woven tapestries. A battle between goodThis epic journey of time travellers, seed savers, makers, a lock smith and a beggar boy is akin to the finest woven tapestries. A battle between good and evil is at hand. The poet masterfully weaves epic storytelling, sacred texts and different poetic forms to serve up what is certain to become a classic tale of unforgettable heroines and heroes. Climate change, the balance of power, politics, the planet and those who are seeking to survive. The journey continues. THOTJBAP The Heart Of This Journey Bears All Patterns Renee Sarojini Saklikar is an extraordinary creator of worlds within worlds ...more",Notes are private!,0,3,1,"Oct 03, 2023","Oct 27, 2023","May 17, 2023",,Paperback,view (with text),/book/show/76767918-bramah-s-quest-thot-j-bap
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Framed in Fire        (Lane Winslow #9),"Whishaw, Iona",1771513802,9781771513807,1771513802,480        pp,4.30,896,"Apr 26, 2022","Apr 26, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review for this fantastic story in the Lane Winslow Mystery series coming soon !,Notes are private!,0,0,1,"May 15, 2023","Jun 15, 2023","May 15, 2023",,Hardcover,view (with text),/book/show/58975073-framed-in-fire
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Night        (The Night Trilogy, #1)","Wiesel, Elie",,,,120        pp,4.37,"1,244,642",1956,"Jan 16, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 10, 2023",,Paperback,view,/book/show/1617.Night
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lord of the Flies,"Golding, William",0140283331,9780140283334,0140283331,182        pp,3.69,"2,903,917","Sep 17, 1954","Oct 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 10, 2023",,Paperback,view,/book/show/7624.Lord_of_the_Flies
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pride and Prejudice,"Austen, Jane",,,,279        pp,4.29,"4,268,710","Jan 28, 1813","Oct 10, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 10, 2023",,Paperback,view,/book/show/1885.Pride_and_Prejudice
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Alchemist,"Coelho, Paulo*",0062315005,9780062315007,0062315005,182        pp,3.91,"3,055,867",1988,"Apr 15, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 10, 2023",,Paperback,view,/book/show/18144590-the-alchemist
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Handmaid’s Tale        (The Handmaid's Tale, #1)","Atwood, Margaret*",,,,311        pp,4.14,"2,046,688",1985,Apr 1998,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 11, 2024","Jan 28, 2024","May 10, 2023",,Paperback,view,/book/show/38447.The_Handmaid_s_Tale
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Catcher in the Rye,"Salinger, J.D.",0316769177,9780316769174,0316769177,277        pp,3.80,"3,523,428","Jul 16, 1951","Jan 30, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 10, 2023",,Paperback,view,/book/show/5107.The_Catcher_in_the_Rye
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1984,"Orwell, George",0452284236,9780452284234,B00A2MTYAI,368        pp,4.19,"4,597,697","Jun 08, 1949",Jul 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 10, 2023",,Paperback,view,/book/show/61439040-1984
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Kill a Mockingbird,"Lee, Harper",,,,323        pp,4.26,"6,122,372","Jul 11, 1960","May 23, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 10, 2023",,Paperback,view,/book/show/2657.To_Kill_a_Mockingbird
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Animal Farm,"Orwell, George",0451526341,9780451526342,,141        pp,3.99,"3,883,549","Aug 17, 1945",Apr 1996,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 10, 2023",,Mass Market Paperback,view,/book/show/170448.Animal_Farm
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Women Talking,"Toews, Miriam",1635572584,9781635572582,1635572584,216        pp,3.62,"57,595","Aug 21, 2018","Apr 02, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 10, 2023","Jun 26, 2023","May 10, 2023",,Hardcover,view,/book/show/40046077-women-talking
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Things Consoled: A Daughter's Memoir,"Hay, Elizabeth",0771039735,9780771039737,0771039735,272        pp,3.96,"1,310","Sep 18, 2018","Sep 18, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 10, 2023",,Hardcover,view,/book/show/37811576-all-things-consoled
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl in the Cellar,"Wentworth, Patricia",0340839295,9780340839294,0340839295,282        pp,3.77,"1,222",1961,"Dec 13, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 02, 2023","May 15, 2023","May 02, 2023",,Paperback,view,/book/show/2886904-the-girl-in-the-cellar
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,"Grann, David*",0385513534,9780385513531,0385513534,339        pp,3.88,"95,020","Feb 24, 2009","Feb 24, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 25, 2023",,Hardcover,view,/book/show/3398625-the-lost-city-of-z
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The White Darkness,"Grann, David*",038554457X,9780385544573,038554457X,160        pp,3.95,"6,990","Oct 30, 2018","Oct 30, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 25, 2023",,Hardcover,view,/book/show/39723730-the-white-darkness
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Devil & Sherlock Holmes: Tales of Murder, Madness & Obsession","Grann, David*",0385517920,9780385517928,0385517920,338        pp,3.79,"7,752","Mar 02, 2010",2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 25, 2023",,Hardcover,view,/book/show/7150397-the-devil-sherlock-holmes
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Wager: A Tale of Shipwreck, Mutiny and Murder","Grann, David*",0385534264,9780385534260,0385534264,354        pp,4.21,"96,352","Apr 18, 2023","Apr 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 25, 2023",,Hardcover,view,/book/show/61714633-the-wager
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Alington Inheritance,"Wentworth, Patricia",0340682612,9780340682616,0340682612,352        pp,3.89,"1,508",1958,"Jan 01, 1979",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 18, 2023","May 02, 2023","Apr 18, 2023",,Paperback,view,/book/show/2858445-the-alington-inheritance
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Hour,"Hoffman, Alice*",1668027682,9781668027684,,272        pp,3.63,"27,995","Aug 15, 2023","Aug 15, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 13, 2023",,Paperback,view,/book/show/124947762-the-invisible-hour
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Cold Highland Wind        (Lady Emily #17),"Alexander, Tasha*",1250872332,9781250872333,1250872332,304        pp,3.82,"1,120","Oct 03, 2023","Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 10, 2023",,Hardcover,view,/book/show/65214099-a-cold-highland-wind
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Edda Mussolini: The Most Dangerous Woman in Europe,"Moorehead, Caroline",1784743240,9781784743246,1784743240,448        pp,3.94,95,unknown,"Oct 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2023",,Hardcover,view,/book/show/60226843-edda-mussolini
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Iris Origo: Marchesa of Val d'Orcia,"Moorehead, Caroline",1567921833,9781567921830,1567921833,368        pp,3.97,136,"Oct 12, 2000","Jun 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2023",,Hardcover,view,/book/show/1254687.Iris_Origo
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dancing to the Precipice: Lucie de la Tour du Pin and the French Revolution,"Moorehead, Caroline",070117904X,9780701179045,070117904X,480        pp,4.09,837,"Jan 01, 2009","Apr 21, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2023",,Hardcover,view,/book/show/3961606-dancing-to-the-precipice
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The World: A Family History of Humanity,"Montefiore, Simon Sebag*",0525659536,9780525659532,0525659536,"1,344        pp",4.00,807,"Oct 27, 2022","May 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2023",,Hardcover,view,/book/show/60018232-the-world
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Written in History: Letters that Changed the World,"Montefiore, Simon Sebag*",1474609201,9781474609203,B07D6RH1FQ,273        pp,3.65,"1,290",2018,"Oct 04, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2023",,Kindle Edition,view,/book/show/40599193-written-in-history
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Young Stalin,"Montefiore, Simon Sebag*",0297850687,9780297850687,0297850687,397        pp,3.96,"7,081",2007,2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2023",,Hardcover,view,/book/show/826564.Young_Stalin
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jerusalem: The Biography,"Montefiore, Simon Sebag*",0297852655,9780297852650,0297852655,752        pp,4.07,"11,362",2011,"Jan 27, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2023",,Hardcover,view,/book/show/9477628-jerusalem
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stalin: The Court of the Red Tsar,"Montefiore, Simon Sebag*",,,,848        pp,4.13,"11,722",Jul 2003,"Sep 13, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2023",,Paperback,view,/book/show/282108.Stalin
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Romanovs: 1613-1918,"Montefiore, Simon Sebag*",0297852663,9780297852667,0297852663,784        pp,4.00,"14,371","Jan 28, 2016","Jan 28, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2023",,Hardcover,view,/book/show/21094391-the-romanovs
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Idea of Spatial Form,"Frank, Joseph",0813516439,9780813516431,0813516439,214        pp,3.65,17,"Jan 01, 1991","Jan 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2023",,Paperback,view,/book/show/3831561-the-idea-of-spatial-form
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman Who Saved the Children: A Biography of Eglantyne Jebb: Founder of Save the Children,"Mulley, Clare*",1851686576,9781851686575,1851686576,416        pp,3.70,113,"May 01, 2009","Oct 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2023",,Hardcover,view,/book/show/6444453-the-woman-who-saved-the-children
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Women Who Flew for Hitler: The True Story of Hitler's Valkyries,"Mulley, Clare*",1250063671,9781250063670,1250063671,496        pp,4.18,495,"Jun 06, 2017","Jul 18, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2023",,Hardcover,view,/book/show/31450934-the-women-who-flew-for-hitler
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Spy Who Loved: The Secrets and Lives of Christine Granville,"Mulley, Clare*",1250030323,9781250030320,1250030323,426        pp,3.72,"2,134","Jan 01, 2012","Jun 11, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Interesting, intriguing read! The Spy Who Loved illuminates the life of an amazing woman who saved the lives of many and changed the course of historyInteresting, intriguing read! The Spy Who Loved illuminates the life of an amazing woman who saved the lives of many and changed the course of history during the Second World War. Bravo, Clare Mulley for bringing Christine Granville’s life and tragic death to the page in a thrilling, yet thoughtful manner. I believe you honour her memory with your research, interviews and writing. Well done! ...more",Notes are private!,0,2,1,"Jul 18, 2023","Aug 18, 2023","Apr 09, 2023",,Hardcover,view (with text),/book/show/16045166-the-spy-who-loved
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gallery of Postcards and Maps: New and Selected,"Rich, Susan*",1915022134,9781915022134,1915022134,158        pp,4.70,10,unknown,"Jun 30, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Magic happens when you read poetry written by Susan Rich. She is an artist with words taking readers on journeys that illuminate the mysteries of the Magic happens when you read poetry written by Susan Rich. She is an artist with words taking readers on journeys that illuminate the mysteries of the heart, mind, body and soul. Music of the imagination that informs and inspires. ...more",Notes are private!,0,2,1,"Apr 08, 2023","May 15, 2023","Apr 08, 2023",,Paperback,view (with text),/book/show/61384371-gallery-of-postcards-and-maps
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Night in Winter        (Moscow Trilogy #3),"Montefiore, Simon Sebag*",0062291882,9780062291882,0062291882,467        pp,3.96,"5,030","Sep 05, 2013","May 06, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Brilliant and amazing storytelling! Historical facts and fictional creation are woven like a fine tapestry. Simon Sebag Montefiore is a storyteller whBrilliant and amazing storytelling! Historical facts and fictional creation are woven like a fine tapestry. Simon Sebag Montefiore is a storyteller who takes his readers on an amazing journey and leaves one wanting to read more. ...more,Notes are private!,0,0,1,"Apr 08, 2023","Apr 30, 2023","Apr 08, 2023",,Hardcover,view (with text),/book/show/18505815-one-night-in-winter
311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dictionary of the Strange, Curious, and Lovely","Devoe, Robin*",,,,150        pp,4.35,89,"Mar 12, 2017","Mar 12, 1017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 28, 2023",,Paperback,view,/book/show/35495887-dictionary-of-the-strange-curious-and-lovely
312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Word by Word: The Secret Life of Dictionaries,"Stamper, Kory*",110187094X,9781101870945,110187094X,296        pp,4.19,"8,604","Mar 14, 2017","Mar 14, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 28, 2023",,Hardcover,view,/book/show/30781490-word-by-word
313,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Dictionary of Angels: Including the Fallen Angels,"Davidson, Gustav",002907052X,9780029070529,002907052X,386        pp,4.11,"1,360",1967,"Oct 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 28, 2023",,Paperback,view,/book/show/108387.A_Dictionary_of_Angels
314,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dictionary of Imaginary Places: The Newly Updated and Expanded Classic,"Manguel, Alberto*",0156008726,9780156008723,0156008726,776        pp,4.26,"1,494",1980,"Nov 02, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 28, 2023",,Paperback,view,/book/show/53086.The_Dictionary_of_Imaginary_Places
315,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dictionary of the Khazars,"Pavić, Milorad",0679724613,9780679724612,0679724613,338        pp,4.17,"6,983",1983,"Oct 23, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 28, 2023",,Paperback,view,/book/show/321566.Dictionary_of_the_Khazars
316,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fingerprint        (Miss Silver, #30)","Wentworth, Patricia",0340689714,9780340689714,0340689714,375        pp,3.93,"1,038",1956,2005,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 28, 2023","Apr 17, 2023","Mar 28, 2023",,Paperback,view,/book/show/1771868.The_Fingerprint
317,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dark Queens: The Bloody Rivalry That Forged the Medieval World,"Puhak, Shelley*",1639730753,9781639730759,1639730753,384        pp,4.10,"3,645","Feb 22, 2022","Apr 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 28, 2023",,Paperback,view,/book/show/60784781-the-dark-queens
318,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sans Souci: And Other Stories,"Brand, Dionne",1039005497,9781039005495,,208        pp,3.87,60,1989,"Apr 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 28, 2023",,Paperback,view,/book/show/83820480-sans-souci
319,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Someone Is Always Watching,"Armstrong, Kelley*",0735270929,9780735270923,0735270929,368        pp,3.59,"3,609","Apr 11, 2023","Apr 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 28, 2023",,Hardcover,view,/book/show/60747134-someone-is-always-watching
320,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hemlock Island,"Armstrong, Kelley*",1250284198,9781250284198,1250284198,295        pp,3.46,"7,249","Sep 12, 2023","Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2023",,Hardcover,view,/book/show/65214434-hemlock-island
321,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Snow Road Station,"Hay, Elizabeth",103900332X,9781039003323,103900332X,240        pp,3.78,"1,225","Apr 11, 2023","Apr 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 25, 2023",,Hardcover,view,/book/show/61608224-snow-road-station
322,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Year of the Tiger: An Activist's Life,"Wong, Alice",0593315391,9780593315392,0593315391,376        pp,4.26,"2,714","Sep 06, 2022","Sep 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2023",,Paperback,view,/book/show/59900658-year-of-the-tiger
