,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lisette's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Restless Earth        (Karma's Children, #1)","Dolan, John*",,,1912361019,354        pp,4.21,75,unknown,"Nov 11, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 01, 2017",,Mass Market Paperback,view,/book/show/36594887-restless-earth
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Catherine and the Wind,"Gale, Amanda*",,,,439        pp,4.75,8,"Jan 10, 2018","Jan 10, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2017",,Kindle Edition,view,/book/show/36493095-catherine-and-the-wind
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jitters,"Stark, Ken*",,,B0761P7VN6,57        pp,4.46,41,unknown,"Sep 28, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a great story that grabs you and doesn't let go. And the reason is because the nuanced characterization and the brilliant minutiae of thought This is a great story that grabs you and doesn't let go. And the reason is because the nuanced characterization and the brilliant minutiae of thought and action, combine to tell a short, but deeply absorbing story.The visuals are beautifully described and the tension remains solid throughout. Ken Stark is a terrific writer. This is the first work of his I've read, and even though this isn't my genre, it doesn't matter. Great writing transcends genre any day. Glad I found this story! It was well worth my time. Excellent!...more",Notes are private!,0,1,1,not set,not set,"Oct 30, 2017",,Kindle Edition,view (with text),/book/show/36323603-jitters
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,BARRIE HILL REUNION,"Brodey, Lisette*",099096065X,9780990960652,B076GMQBR4,315        pp,4.18,50,unknown,"Oct 14, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 16, 2017",,Kindle Edition,view,/book/show/36422545-barrie-hill-reunion
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Life in Parts,"Cranston, Bryan",1476793859,9781476793856,1476793859,276        pp,4.20,"20,306",2016,2016,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review to come.,Notes are private!,0,1,1,"Oct 15, 2017","Oct 30, 2017","Oct 15, 2017",,Hardcover,view (with text),/book/show/29868612-a-life-in-parts
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wildflowers,"Friedman, Delores Lowe*",,,B076MHJDZ2,411        pp,4.11,9,unknown,"Nov 15, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 29, 2017",,Kindle Edition,view,/book/show/36320717-wildflowers
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Diamonds, Clubs, and Rock & Roll        (Rock & Roll Mystery Series, #5)","McDonnell, R.J.*",,9780990396307,,258        pp,4.22,18,"Nov 08, 2014","Nov 08, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2017",,Kindle Edition,view,/book/show/23551178-diamonds-clubs-and-rock-roll
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Classic Rockers Reunion with Death        (The Rock & Roll Mystery Series #4),"McDonnell, R.J.*",,,B0090JL6NC,257        pp,3.94,52,"Jan 01, 2012","Aug 20, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2017",,Kindle Edition,view,/book/show/17625441-the-classic-rockers-reunion-with-death
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Concert Killer,"McDonnell, R.J.*",0981491456,9780981491455,0981491456,320        pp,3.70,81,"Aug 25, 2011","Aug 25, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2017",,Paperback,view,/book/show/12702527-the-concert-killer
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rock & Roll Rip-Off,"McDonnell, R.J.*",0981491421,9780981491424,0981491421,314        pp,3.93,86,2010,"Jan 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2017",,Hardcover,view,/book/show/7951250-rock-roll-rip-off
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rock & Roll Homicide,"McDonnell, R.J.*",0981491413,9780981491417,0981491413,288        pp,3.85,318,2008,"Jan 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2017",,Hardcover,view,/book/show/4457883-rock-roll-homicide
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elizabeth Bishop: A Miracle for Breakfast,"Marshall, Megan",0544617304,9780544617308,0544617304,384        pp,4.20,333,"Feb 07, 2017","Feb 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2017",,Hardcover,view,/book/show/28114416-elizabeth-bishop
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Roam,"Therme, Erik*",,,B01MSAA345,243        pp,3.50,952,"Feb 21, 2017","Feb 21, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really enjoyed this taut, suspenseful, and beautifully written novel. The characterizations are excellent; one can feel the deep anxiety of the charI really enjoyed this taut, suspenseful, and beautifully written novel. The characterizations are excellent; one can feel the deep anxiety of the characters as they roam throughout the night to find their respective ways out of the emotional prisons in which they reside. As the disparate stories come together, the suspense heightens. I had no idea which way the story would go as there were so many possibilities, mirroring the divergent paths that real life takes.Cliché as it may sound, I’m looking forward to reading more by this author. Excellent writing and storytelling. I highly recommend....more",Notes are private!,0,3,1,"May 31, 2017","Jun 02, 2017","May 31, 2017",,Kindle Edition,view (with text),/book/show/33975265-roam
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Merlot in Maine        (Wine and Sweat Pants #3),"Romes, Jan*",0986434280,9780986434280,B01MR48QTD,215        pp,4.21,95,unknown,"Jan 09, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Little in life would matter without the friends we have to share our lives with, and Jan Romes, once again, does an exceptional job of showing just hoLittle in life would matter without the friends we have to share our lives with, and Jan Romes, once again, does an exceptional job of showing just how important friends truly are to one another.Merlot in Maine is the third book in Jan Romes’ Wine and Sweat Pants series. In book one, four suddenly single women in their forties meet at a cash-for-gold event, and in book three, the fab foursome decide to leave Ohio and take over a bread-and-breakfast in Maine. The trip to Maine is eventful, hilariously so, and there’s lots of action after the women arrive in Maine. Not only do they each strive to find their individual path in life, but they work together to figure out how to they’re going to successfully run a business together. This is a terrific read for those looking for a lot of laughs and a good escape from life. But don’t let the laughs fool you; these women couldn’t be more serious about their connection to and love for one another. A very special book (series) about friendship....more",Notes are private!,0,1,2,"Mar 11, 2018Feb 18, 2018","Mar 11, 2018Mar 11, 2018","May 15, 2017",,Kindle Edition,view (with text),/book/show/33832077-merlot-in-maine
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Darkness Falls,"Harryman, Kathleen*",1786299631,9781786299635,1786299631,306        pp,4.48,44,unknown,"Feb 28, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A clever, twisty read!This was an engaging thriller, narrated by a psychopathic killer who gets her thrills by creating art from the blood of her victA clever, twisty read!This was an engaging thriller, narrated by a psychopathic killer who gets her thrills by creating art from the blood of her victims. The narrator’s voice is sarcastic and sadistic, keenly observant of every nuance in her midst as she plots her next murder, with the prowess of a hungry animal licking its lips in delightful anticipation.Most of the victims work at a York department store, and as more of them are savagely killed, a tight-knit group of women fear for their own lives, scrambling to keep themselves safe. But are they unwittingly moving closer to danger?I love books with great payoffs, and this is one of them! I don’t want to say any more. Just that it’s a really good read!...more",Notes are private!,0,2,0,not set,not set,"Apr 01, 2017",,Paperback,view (with text),/book/show/34327941-when-darkness-falls
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kingston: Confidential        (Tony Price: Confidential Book 3),"Schwindt, Richard*",0995259100,9780995259102,B01MG2BDS2,76        pp,5.00,2,unknown,"Oct 20, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When I came upon the first novella in this paranormal/noir series, I knew I would have to read every one. Schwindt’s characterization of burnt-out socWhen I came upon the first novella in this paranormal/noir series, I knew I would have to read every one. Schwindt’s characterization of burnt-out social worker Tony Price was just too charming, in a dark sort of way, to pull away from. And even though I have no ties to the world of social work, the feeling the author captured with Price’s worn out, sarcastic, take-no-prisoners attitude is relatable to pretty much any field of endeavor one can grow weary of working in.In the last book in this exceptional series, twenty years have passed since Book Two. Price is now retired, married to his girlfriend, and has two grown kids. And once again, as in the other books, Tony has to find and “slay” another mysterious monster. I not only enjoyed Tony Price as much as ever, but his daughter Ashley was a terrific character, every bit her father’s daughter. In this clever innovative story, theme of good and evil offers food for thought. I don’t want to say too much, but it’s truly delightful. The humor is spot on and really made me smile as the action pulled me in....more",Notes are private!,0,0,1,"Oct 28, 2016","Nov 12, 2016","Oct 28, 2016",,Kindle Edition,view (with text),/book/show/32703462-kingston
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sipping Sangria        (Wine and Sweat Pants #2),"Romes, Jan*",,9780986434266,,unknown,4.24,110,unknown,"Aug 03, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thoroughly enjoyed the second book in Jan Romes’ Wine and Sweatpants series. The author really taps into the bond of friendship and loyalty, illustrI thoroughly enjoyed the second book in Jan Romes’ Wine and Sweatpants series. The author really taps into the bond of friendship and loyalty, illustrating this beautifully and with the continued adventures of Steph, Tawny, Grace, and Elaina. Not only do these women have one each other's backs, they also live together, adding lots of flavor to Sipping Sangria.Romes has a real penchant for crafting witty dialogue. The book had many loud-out-loud moments for me. There were other moments when I really related to the angst in their respective (and collective) personal situations, but as this author does so well, she makes the reader want to applaud (and maybe even hug) the characters for their tenacity humor, and strength.I don’t want to give away the story, but it’s the kind of book that makes you want to know the characters and hang out with them. If you’re looking for a read that is a lot of fun, yet relatable to what really counts in life, give this book (and this series) a try. I’ve already put the third installment, Merlot in Maine, on my TBR list. Great read!...more",Notes are private!,0,3,1,not set,not set,"Oct 24, 2016",,ebook,view (with text),/book/show/31355819-sipping-sangria
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Spider,"Savva, Maria*",,,B01KU4X2DW,unknown,4.79,14,unknown,"Sep 19, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really enjoyed this novel by Maria Savva. The premise was fascinating and I never quite knew where it was going or what to expect. As in other work I really enjoyed this novel by Maria Savva. The premise was fascinating and I never quite knew where it was going or what to expect. As in other work by this author, the thin line she paints between reality and fantasy is intriguing. Every time I thought I had things figured out, the story would turn a corner I hadn’t expected. Overall, this was an Imaginative and intriguing read. Be warned: you may never think of spiders in the same way again....more",Notes are private!,0,3,1,"Oct 05, 2016","Oct 23, 2016","Oct 05, 2016",,Kindle Edition,view (with text),/book/show/32197026-the-spider
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Side of the Looking Glass,"Harryman, Kathleen*",1785543431,9781785543432,1785543431,190        pp,4.12,33,unknown,"Feb 29, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have always been a fan of psychological thrillers and the premise of this book sounded really interesting. The book is narrated in multiple points oI have always been a fan of psychological thrillers and the premise of this book sounded really interesting. The book is narrated in multiple points of view from the main characters. From page one, I identified with “Kate” who wakes up in a hospital bed having no idea who she is. When she meets Liam, the man whom she’s told is her husband, she doesn’t believe that she’s ever seen him before. Her gut isn’t buying the story she’s been told. But there are photos of her wedding and much more … so, she has no choice but to go with him. Before she even leaves the hospital, she knows this is not a nice man. He insists that she wear heels, designer clothing, and makeup … just to go home. And that’s only the beginning …Because the book was written in multiple POVs, the reader gets a bird’s eye view of exactly how evil Liam is: what he has done to get what he wants, what he will do, and how his sick, sociopathic mindset places no value on anyone’s life but his own.I really enjoyed the author’s storytelling, characters, and wit. As the story advanced and the plot became more complex, I was never lost or confused. I just wanted to keep turning pages. ...more",Notes are private!,0,6,1,"Jul 16, 2016","Jul 16, 2016","Jul 16, 2016",,Hardcover,view (with text),/book/show/29038407-the-other-side-of-the-looking-glass
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Waking the Wild,"Hasan, Nadia*",1944062009,9781944062002,1944062009,104        pp,5.00,4,unknown,"May 30, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Waking the Wild is a treasure written by a gifted poet. I have many favorites, but there wasn’t one poem that didn’t move me in some way. One I especiWaking the Wild is a treasure written by a gifted poet. I have many favorites, but there wasn’t one poem that didn’t move me in some way. One I especially liked is “Traces,” a poem about the hair that we all lose every day. It made me smile. As in all of Ms. Hasan’s poems, there is a blend of her unique observances of life that are fluidly and beautifully woven together.“Appetites,” another favorite was raw and revealing while “Counsel was touching and evoked stunning imagery. “Control” was simply gorgeous, a poem open to many interpretations. All of the poetry in his collection is about the human condition, questioning its purpose, existence, betrayal, and much more.“All Souls” describes so many of us who long for acknowledgement. Ms. Nasan’s work doesn’t bury pain, but embraces it and makes us say, ‘Hey, that’s me.’ Other favorites were “What I Cannot Bring Myself to say,” “When the Body Betrays,” “Thoughts at Your Funeral,” and “Error.”I think if I read this collection many times over, the poems would continue to offer me something new on every read. Superb work!...more",Notes are private!,0,1,1,"Jul 16, 2016","Jul 16, 2016","Jul 16, 2016",,Paperback,view (with text),/book/show/30117998-waking-the-wild
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Finding Angelo        (The Wine Lover's Daughter, #2)","Polkinhorn, Christa*",,,B01GOQVPOI,251        pp,4.05,37,unknown,"Jun 21, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A delightful sequel to the first book in this years. I really enjoyed The Italian Sister and was quite happy to be reunited with the characters again A delightful sequel to the first book in this years. I really enjoyed The Italian Sister and was quite happy to be reunited with the characters again in Finding Angelo.One of the author’s strengths is creating a real feel for the different locales. As this book takes the reader from California to Chicago to New York to Italy, I felt like I was along for the ride. In Italy, where the story really picks up speed, I especially enjoyed the suspense and intrigue because I was able to visualize the characters and their adventures.This is a terrific story, great characters, and I look forward to reading the next in the series. ...more",Notes are private!,0,0,1,not set,"Jun 15, 2016","Jul 06, 2016",,Kindle Edition,view (with text),/book/show/30407516-finding-angelo
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Charade at Sea,"Baylee, Eden*",,,B01HN7449A,80        pp,4.44,16,unknown,"Jun 26, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thoroughly enjoyed Eden Baylee’s first two novellas in this series and eagerly awaited this one. Short : I loved it. I had planned to read forI thoroughly enjoyed Eden Baylee’s first two novellas in this series and eagerly awaited this one. Short : I loved it. I had planned to read for an hour and then stream my latest Netflix addiction, but the taut storyline and the suspense wouldn’t let me go.Lainey Lee, visiting Hawaii, first meets ex-Navy SEAL Max in Seal of a Monk. In Charade at Sea, Lainey is back in Hawaii to enjoy a cruise with Max and see where their mutual attraction takes them. I loved how the author paced the dynamics between them: sexy, suspenseful, romantic … and not to be taken for granted.Aboard the cruise, Lainey meets Clara, a chatty woman whose good-looking husband Robert, 20-years her junior, is suspect to everyone but Clara. Max knows immediately that Robert is not the ex-SEAL he claims to be. But he doesn’t tip his hand. The suspense kept me hooked. Baylee offers enough description that the reader can easily visit Hawaii and the cruise ship through her words, but not too much description that it runs away with the story. A perfect blend of everything a good read should be....more",Notes are private!,0,3,1,Jul 2016,Jul 2016,"Jul 01, 2016",,Kindle Edition,view (with text),/book/show/30820987-charade-at-sea
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lurking in the Shadows        (Lurking series, #2)","Shaw, Jaidis*",,,,unknown,4.47,38,"Jun 28, 2016","Jun 28, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 28, 2016",,Kindle Edition,view,/book/show/29955284-lurking-in-the-shadows
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Scarborough: Confidential,"Schwindt, Richard*",,9780993861086,,unknown,4.50,2,unknown,"May 06, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thoroughly enjoyed this novella. Beautifully written, the noir-style narrative of Tony Price — a burnt-out, sarcastic, and snarky social worker, dreI thoroughly enjoyed this novella. Beautifully written, the noir-style narrative of Tony Price — a burnt-out, sarcastic, and snarky social worker, drew me in immediately. As Price finds his clients, residents of a ramshackle housing project, murdered, he soon learns that nothing about the murders is “normal,” and that there is an evil behind the killings that only he can track down. Scarborough Confidential is a taut story told by a character who is real, gritty, and not afraid to own his tattered, dysfunctional self. Absorbed by the author’s writing and storytelling skills, I read this intriguing tale in one sitting. I also found myself smiling a lot as I read. Great stuff here....more",Notes are private!,0,2,1,"May 30, 2016","May 30, 2016","May 30, 2016",,ebook,view (with text),/book/show/30124876-scarborough
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lost and Found,"Savva, Maria*",099283452X,9780992834524,099283452X,60        pp,4.78,9,unknown,"Feb 20, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thoroughly enjoyed this collection of short stories. What I most enjoy about this author’s writing is her wicked sense of justice and karma that is I thoroughly enjoyed this collection of short stories. What I most enjoy about this author’s writing is her wicked sense of justice and karma that is often a staple in many of her stories. The slice-of-life stories in this book all ended in ways that spoke to me—some made me sad, some made me laugh, some made me shout “yes!” and others made me angry. But they all made me feel something, and that’s why I enjoyed them so much. I love seeing characters in awkward or difficult situations and trying to figure out how they’ll deal with their circumstances. My favorite story was “Boomerang,” but I truly enjoyed them all....more",Notes are private!,0,0,1,"May 14, 2016","May 14, 2016","May 14, 2016",,Paperback,view (with text),/book/show/29498660-lost-and-found
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tempering the Rose,"Lister, Dionne*",,9781311284990,,256        pp,4.03,70,unknown,"Apr 28, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 20, 2016",,ebook,view,/book/show/28933991-tempering-the-rose
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cuts & Collected Poems 1989 - 2015,"Haskins, Maria*",1517758157,9781517758158,1517758157,144        pp,4.40,10,"Nov 09, 2015","Nov 04, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I spent a long and peaceful afternoon reading Cuts & Collected Poems 1989 – 2015 by Maria Haskins, a collection of stunning, sensitive, and beautiful I spent a long and peaceful afternoon reading Cuts & Collected Poems 1989 – 2015 by Maria Haskins, a collection of stunning, sensitive, and beautiful poetry. It is amazing to note that some of the poet’s earlier work was translated from Swedish. Even in her teen years, Haskins wrote with the insight and depth of a person who has been on the earth for many more years.Poetry is so difficult to . One almost has to be a poet (which I am not) to clearly articulate the feelings given to the reader as a gift from the poet.Quite appropriately, this collection opens with poems about a new life—childbirth being born. The poet writes these poignant slices of life with delicate perfection.As I slowly read through this collection, I was so taken by the work that I read many of the poems two or three times. GRANDMOTHER was one of these poems: fragile, exquisite, true-to-life, sad, relatable, and real. IN THE FOREST was another favorite because of its extraordinary imagery.In END OF THE WORLD and LOST, I was captivated because of the way the poet softly lets the reader feel her pain.IN SCHOOL was special to me because of the memories and pain it brought to mind, feelings that I think most of us relate to in one way or another.WEATHERED, with its words shrouded in sadness, was another that touched me deeply and I loved the descriptive DRAGON.HAWK, for me, had such insightful meaning and RAPUNZEL, with its poetic storytelling, had me imagining a glorious scene from a film.In her poem, TRESPASSERS WILL, Haskins writes: “Sometimes I think you know everything about me, and sometimes I am sure that you know nothing at all.”I believe most all of us know someone to whom these words. Another line I loved came from the poem IN A RUT: “only crumbled time like stale bread in front of the benches in the park,”I could go on, but my feelings/responses/reactions about/to these wonderful poems won’t mean much unless you read this collection for yourself. Maria Haskins is a gifted poet. As you read her work, you may find yourself wondering, How does this poet know me so well?Highly recommended. ...more",Notes are private!,0,1,1,"Mar 27, 2016","Mar 27, 2016","Mar 27, 2016",,Paperback,view (with text),/book/show/27753975-cuts-collected-poems-1989---2015
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lost And Found - A Short Story From Odin's Eye,"Haskins, Maria*",,9781310846342,,unknown,4.38,13,unknown,"Nov 29, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really enjoyed this story. Science fiction is not my usual genre, but in an effort to explore different authors and climb out of my comfort zone, I I really enjoyed this story. Science fiction is not my usual genre, but in an effort to explore different authors and climb out of my comfort zone, I came upon “Lost And Found.” The vivid imagery and compelling descriptions of a woman stranded on an alien planet immediately pulled me in. The author’s skill in creating a tense scene, filled with questions, had my mind thinking of many possibilities. What I like so much about this story is that it is really thought-provoking and absorbing; I just wanted to know more! An excellent read....more",Notes are private!,0,2,1,"Feb 08, 2016","Feb 08, 2016","Feb 08, 2016",,ebook,view (with text),/book/show/28013081-lost-and-found---a-short-story-from-odin-s-eye
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"That Unforgettable Kiss        (Kissed By Fate, #1)","Ferguson, Tamara*",,,B00OMGW8V2,311        pp,4.50,304,"Oct 17, 2014","Oct 17, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Feb 07, 2016",,Kindle Edition,view,/book/show/23515353-that-unforgettable-kiss
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"In Flight        (Tales of the Dragonfly, #2)","Ferguson, Tamara*",,,B00IADV5M6,442        pp,4.58,45,"Jan 01, 2013","Feb 06, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Feb 07, 2016",,Kindle Edition,view,/book/show/23765963-in-flight
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ten Days In Paradise: A compelling story of love, marriage, family, and betrayal","Abbott, Linda*",0692345507,9780692345504,0692345507,339        pp,3.85,819,"Dec 03, 2014","Dec 03, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thoroughly enjoyed this book from start to finish. I don’t have much reading time so I thought it would take me a while to finish Ten Days In ParadiI thoroughly enjoyed this book from start to finish. I don’t have much reading time so I thought it would take me a while to finish Ten Days In Paradise. But from page one, I was swept into the story and it just got better and better. In three days, I had finished. Linda Abbott is a skilled author. This novel, about marriage and family relationships (and friendship), has several characters on the canvas. A less-skilled author could confuse me with many characters, but this novel was so well paced and plotted that I had no problem at all following every nuance of the story. I felt like I was in a place where I knew everyone and was simply a spectator (or a fly on many walls) watching the drama unfold. The characterizations were excellent; each character was a distinct and unique human being: as characters should be. I was really drawn into all of the stories, their conflicts, their demons, and their relationships with one other. Sanibel Island was a great setting for this rich novel. After reading it, I can really understand why the author was so inspired.A great read; a spectacular debut!...more",Notes are private!,0,1,1,"Feb 03, 2016","Feb 07, 2016","Feb 03, 2016",,Paperback,view (with text),/book/show/24020390-ten-days-in-paradise
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Christmas at the Inn        (Rose and Briar Inn Stories, #1)","Twombly, Andrea",,,B016XN3HMK,35        pp,3.80,528,unknown,"Oct 20, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a charming and delightful read, steeped in holiday spirit. Like a cup of hot apple cider on a winter night, it really hits the spot. The storyThis is a charming and delightful read, steeped in holiday spirit. Like a cup of hot apple cider on a winter night, it really hits the spot. The story is beautifully written; I could visualize the Inn so well I wanted to be there. I wish the story had been a bit longer, not for length’s sake, but just because I would have liked to know the characters and their respective struggles a bit more before it ended. I would absolutely read more from this author....more",Notes are private!,0,2,1,"Dec 21, 2015","Dec 21, 2015","Dec 21, 2015",,Kindle Edition,view (with text),/book/show/27251715-christmas-at-the-inn
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Desert Series,"Brodey, Lisette*",0990960641,,B018ZP5KLA,803        pp,5.00,9,unknown,"Dec 04, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2015",,Kindle Edition,view,/book/show/28203868-the-desert-series
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Radio Head,"Laclair, Rebecca*",1634137116,9781634137119,1634137116,388        pp,4.19,31,unknown,"Nov 27, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2015",,Paperback,view,/book/show/27792401-radio-head
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cuts & Collected Poems 1989 - 2015,"Haskins, Maria*",,,B016E3CW1Q,146        pp,4.40,10,"Nov 09, 2015","Nov 09, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2015",,ebook,view,/book/show/27074436-cuts-collected-poems-1989---2015
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Drawn Apart        (The Desert Series, #3)","Brodey, Lisette*",0990960625,9780990960621,B017SWKX4A,278        pp,4.75,16,unknown,"Nov 09, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2015",,ebook,view,/book/show/27862605-drawn-apart
