,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kristen's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Geography III,"Bishop, Elizabeth",0374514402,9780374514402,0374514402,50        pp,4.26,"2,021",1976,"Apr 01, 1978",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 08, 2008",,Paperback,view,/book/show/125219.Geography_III
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Mother: Demonology,"Acker, Kathy",0802134033,9780802134035,0802134033,268        pp,3.90,498,"Jul 20, 1993","Sep 15, 1994",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 08, 2008",,Paperback,view,/book/show/843211.My_Mother
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mortal,"Alvarez, Ivy*",0976443929,9780976443926,0976443929,63        pp,4.06,33,2006,"Nov 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 08, 2008",,Paperback,view,/book/show/1285434.Mortal
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Scrawl, or (from the markings of) the small her","Gardner, Susana",,,,unknown,4.22,27,2006,2006,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 08, 2008",,chapbook/e-book,view,/book/show/1461935.Scrawl_or_from_the_markings_of_the_small_her
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Virgin Suicides,"Eugenides, Jeffrey",0747560595,9780747560593,0747560595,250        pp,3.80,"337,970",1993,2002,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 08, 2008",,Paperback,view,/book/show/10956.The_Virgin_Suicides
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Book of Questions: Volume I [I. The Book of Questions, II. The Book of Yukel, III. Return to the Book]","Jabès, Edmond",0819562475,9780819562470,0819562475,404        pp,4.51,292,1963,"Sep 15, 1991",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 08, 2008",,Paperback,view,/book/show/531580.The_Book_of_Questions
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Selected Letters,"DuPlessis, Rachel Blau",0822310244,9780822310242,0822310244,471        pp,4.19,27,"Jul 20, 1990","Jul 20, 1990",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 22, 2008",,Paperback,view,/book/show/385673.The_Selected_Letters
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Primitive,"Oppen, George",0876854145,9780876854143,0876854145,31        pp,4.21,47,Apr 1979,"Jan 01, 1978",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 22, 2008",,Paperback,view,/book/show/1079879.Primitive
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Being Numerous,"Oppen, George",0811203360,9780811203364,0811203360,64        pp,4.50,338,unknown,1968,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 22, 2008",,Hardcover,view,/book/show/1079359.Of_Being_Numerous
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Romance of Happy Workers,"Boyer, Anne*",1566892147,9781566892148,1566892147,90        pp,4.40,109,"Apr 01, 2008","Apr 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 22, 2008",,Paperback,view,/book/show/2120730.The_Romance_of_Happy_Workers
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chantry,"Treadwell, Elizabeth",0925904406,9780925904409,0925904406,94        pp,4.80,5,2004,"Jan 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 22, 2008",,Paperback,view,/book/show/604297.Chantry
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Birds and Fancies,"Treadwell, Elizabeth",1905700164,9781905700165,1905700164,100        pp,4.33,12,"Jan 01, 2006","Jan 01, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 22, 2008",,Paperback,view,/book/show/604294.Birds_and_Fancies
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cornstarch Figurine,"Treadwell, Elizabeth",1411679989,9781411679986,1411679989,134        pp,4.62,21,"Jul 14, 2006","Feb 07, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 22, 2008",,Paperback,view,/book/show/604295.Cornstarch_Figurine
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Beginner,"Hejinian, Lyn",1931157030,9781931157032,,42        pp,4.48,60,2000,"Jan 01, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 22, 2008",,Paperback,view,/book/show/563282.The_Beginner
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fatalist,"Hejinian, Lyn",1890650129,9781890650124,1890650129,88        pp,4.11,123,"Oct 01, 2003","Oct 01, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 22, 2008",,Paperback,view,/book/show/150351.The_Fatalist
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Language of Inquiry,"Hejinian, Lyn",0520217004,9780520217003,0520217004,391        pp,4.42,263,"Jan 01, 2000","Nov 06, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 22, 2008",,Paperback,view,/book/show/150350.The_Language_of_Inquiry
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Situations, Sings","Collom, Jack",0976161249,9780976161240,0976161249,160        pp,4.44,16,"Oct 01, 2007","Oct 01, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 22, 2008",,Paperback,view,/book/show/1532397.Situations_Sings
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Traffic In Women,"Darling, Kristina Marie*",,,,30        pp,4.18,11,2006,2006,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 12, 2008",,Saddle-Stitched Chapbook,view,/book/show/3152154-the-traffic-in-women
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fast,"Weiner, Hannah",0935992243,9780935992243,0935992243,unknown,4.15,55,"Jul 01, 1992","Jul 01, 1992",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 12, 2008",,Paperback,view,/book/show/405058.The_Fast
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gift: Novel,H.D.,0811208540,9780811208543,0811208540,160        pp,3.86,146,1982,"Aug 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 12, 2008",,Paperback,view,/book/show/47710.The_Gift
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,“A”,"Zukofsky, Louis",0801846684,9780801846687,0801846684,826        pp,4.24,697,1978,"Oct 01, 1993",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 12, 2008",,Paperback,view,/book/show/375182._A_
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Notable American Women,"Marcus, Ben*",0375713786,9780375713781,0375713786,243        pp,3.82,"1,074","Mar 19, 2002","Mar 19, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 12, 2008",,Paperback,view,/book/show/155641.Notable_American_Women
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Age of Wire and String,"Marcus, Ben*",1564781968,9781564781963,1564781968,160        pp,3.70,"1,686",1995,"Sep 01, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 12, 2008",,Paperback,view,/book/show/155677.The_Age_of_Wire_and_String
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Liquid Affairs,"Highfill, Mitch",0935992022,9780935992021,0935992022,unknown,4.10,10,"Jan 01, 1995","Jan 01, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 12, 2008",,Paperback,view,/book/show/1583416.Liquid_Affairs
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The tangled chain: The structure of disorder in The anatomy of melancholy,"Fox, Ruth A.",0520030850,9780520030855,0520030850,282        pp,3.50,4,1976,"Jan 01, 1976",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 21, 2008",,Hardcover,view,/book/show/195501.The_tangled_chain
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Secret Asian Man,"Carbó, Nick",1932339639,9781932339635,1932339639,100        pp,3.80,59,2000,"May 31, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 21, 2008",,,view,/book/show/706544.Secret_Asian_Man
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Book of Questions, Vols 2 + 3: The Book of Yukel and Return to the Book","Jabès, Edmond",0819560499,9780819560490,0819560499,236        pp,4.51,292,1963,"Apr 01, 1977",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 21, 2008",,Paperback,view,/book/show/531579.The_Book_of_Questions_Vols_2_3
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Book of Questions: Yael; Elya; Aely        (Volumes 4, 5, & 6)","Jabès, Edmond",0819561037,9780819561039,0819561037,343        pp,4.65,122,"Jan 01, 1967","Apr 01, 1983",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 21, 2008",,Paperback,view,/book/show/531576.The_Book_of_Questions
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"a half-red sea        (The Carolina Wren Press Poetry Series, 10)","Shockley, Evie",0932112536,9780932112538,0932112536,96        pp,4.28,43,"Aug 20, 2006","Aug 20, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 21, 2008",,Paperback,view,/book/show/1486910.a_half_red_sea
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Folding Ruler Star,"Kunin, Aaron",0974090980,9780974090986,0974090980,62        pp,4.00,59,"Apr 01, 2005","Apr 01, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 21, 2008",,Paperback,view,/book/show/344780.Folding_Ruler_Star
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cow,"Reines, Ariana*",0977106470,9780977106479,0977106470,109        pp,4.22,560,"Nov 01, 2006","Nov 01, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 21, 2008",,Paperback,view,/book/show/871022.The_Cow
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Opera Bufa,"Fieled, Adam",,,,66        pp,4.50,12,"Jan 01, 2007",2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 02, 2008",,,view,/book/show/1823571.Opera_Bufa
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brief History of Girl as Match,"Bowen, Kristy*",,,,unknown,4.26,39,May 2007,2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 02, 2008",,chapbook/e-chap,view,/book/show/1435814.Brief_History_of_Girl_as_Match
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Beginnings and Endings,"Boully, Jenny",1932511555,9781932511550,1932511555,128        pp,4.11,243,"Nov 01, 2007","Nov 01, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 02, 2008",,Paperback,view,/book/show/1208945.The_Book_of_Beginnings_and_Endings
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Modern Life,"Harvey, Matthea*",1555974805,9781555974800,1555974805,80        pp,4.00,774,"Oct 02, 2007","Oct 02, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2008",,Paperback,view,/book/show/356529.Modern_Life
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fever Almanac,"Bowen, Kristy*",097780349X,9780977803491,097780349X,76        pp,4.45,44,"Nov 01, 2006","Jan 01, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 02, 2008",,Paperback,view,/book/show/1247267.The_Fever_Almanac
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Feign,"Bowen, Kristy*",0979150124,9780979150128,0979150124,48        pp,4.86,22,2006,2006,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 02, 2008",,Chapbook,view,/book/show/2530242.Feign
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Swallow the Ocean: A Memoir,"Flynn, Laura M.",1582433852,9781582433851,1582433852,304        pp,3.75,"1,744","Jan 28, 2008","Jan 28, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 02, 2008",,Hardcover,view,/book/show/1924493.Swallow_the_Ocean
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Secret Lives of Blow-Up Dolls,"Art, Robyn",,,,unknown,3.56,16,2008,2008,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 02, 2008",,chapbook/e-chap,view,/book/show/2906981-secret-lives-of-blow-up-dolls
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stunt Double in Winter,"Art, Robyn",,,,114        pp,4.64,11,2007,2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 02, 2008",,paperback,view,/book/show/2441246.The_Stunt_Double_in_Winter
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dance Dance Revolution,"Hong, Cathy Park",0393064840,9780393064841,0393064840,128        pp,3.92,660,2007,"May 17, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 02, 2008",,Hardcover,view,/book/show/402564.Dance_Dance_Revolution
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daphnomancy,"Detorie, Michelle*",,,,unknown,4.80,10,2007,2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 29, 2008",,chapbook,view,/book/show/2530400.Daphnomancy
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Riffing on Bird and Other Sad Songs,"Janssen, Lisa",,,,unknown,4.64,11,2007,2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 26, 2008",,chap,view,/book/show/2386639.Riffing_on_Bird_and_Other_Sad_Songs
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Neon Wilderness,"Algren, Nelson",1583225501,9781583225509,1583225501,308        pp,4.19,686,"Nov 30, 1946","Jan 08, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 26, 2008",,Paperback,view,/book/show/350868.The_Neon_Wilderness
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Air Lost in Breathing: Poems,"Muench, Simone*",1884235301,9781884235306,1884235301,85        pp,4.56,77,Oct 2000,"Oct 01, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 26, 2008",,Paperback,view,/book/show/534380.The_Air_Lost_in_Breathing
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zither & Autobiography,"Scalapino, Leslie",081956477X,9780819564771,081956477X,150        pp,4.13,39,"May 28, 2003","May 28, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 26, 2008",,Paperback,view,/book/show/652752.Zither_Autobiography
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dream Story,"Schnitzler, Arthur",1931243484,9781931243483,1931243484,131        pp,3.76,"16,808",1926,"Jan 20, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 26, 2008",,Paperback,view,/book/show/240647.Dream_Story
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Three Lives,"Stein, Gertrude",0486280594,9780486280592,0486280594,176        pp,3.07,"4,267",1909,"Mar 17, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 26, 2008",,Paperback,view,/book/show/161402.Three_Lives
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lifting Belly,"Stein, Gertrude",0941483517,9780941483513,0941483517,96        pp,4.10,230,Oct 1927,"Jul 02, 1989",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 26, 2008",,Paperback,view,/book/show/58359.Lifting_Belly
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Threadsuns,"Celan, Paul",1557132941,9781557132949,1557132941,280        pp,4.47,258,1968,"Sep 01, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 26, 2008",,Paperback,view,/book/show/1689506.Threadsuns
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kiss Me With the Mouth of Your Country,"King, Amy*",,,,unknown,4.24,38,2007,2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 26, 2008",,chap,view,/book/show/2386181.Kiss_Me_With_the_Mouth_of_Your_Country
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sonnets to Orpheus,"Rilke, Rainer Maria",086547611X,9780865476110,086547611X,144        pp,4.25,"3,651",1923,"Apr 21, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 26, 2008",,Hardcover,view,/book/show/297446.Sonnets_to_Orpheus
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,North of There,"Pusateri, Chris*",,,,13        pp,3.76,29,2007,2007,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 26, 2008",,chapbook/e-chap,view,/book/show/1671613.North_of_There
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Little White Shadow,"Ruefle, Mary",1933517034,9781933517032,1933517034,56        pp,4.11,486,unknown,"May 01, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 26, 2008",,Paperback,view,/book/show/508149.A_Little_White_Shadow
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dime-Store Alchemy: The Art of Joseph Cornell,"Simic, Charles",1590171705,9781590171707,1590171705,116        pp,4.18,771,"Jan 01, 1992","Sep 12, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 26, 2008",,Hardcover,view,/book/show/45336.Dime_Store_Alchemy
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"If Not, Winter: Fragments of Sappho",Sappho,0375724516,9780375724510,0375724516,416        pp,4.44,"17,804",-550,"Aug 12, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 26, 2008",,Paperback,view,/book/show/209833.If_Not_Winter
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Figures for a Darkroom Voice,"Gordon, Noah Eli",,,,unknown,4.31,64,2007,2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 26, 2008",,Paperback,view,/book/show/1563278.Figures_for_a_Darkroom_Voice
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Agnostics,"Rawlings, Wendy",0472116258,9780472116256,0472116258,248        pp,4.38,21,"Aug 02, 2007","Aug 02, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 26, 2008",,Hardcover,view,/book/show/1918507.The_Agnostics
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wind in a Box,"Hayes, Terrance",0143036866,9780143036869,0143036866,112        pp,4.25,823,"Mar 28, 2006","Mar 28, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 26, 2008",,Paperback,view,/book/show/159322.Wind_in_a_Box
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Captivity Narrative: Poems,"Samyn, Mary Ann",0814250343,9780814250341,0814250343,112        pp,4.22,27,1999,"Aug 01, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 26, 2008",,Paperback,view,/book/show/394830.Captivity_Narrative
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rooms by the Sea,"Samyn, Mary Ann",0873385144,9780873385145,0873385144,50        pp,4.07,15,1994,"Nov 03, 1994",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 26, 2008",,Chapbook,view,/book/show/394831.Rooms_by_the_Sea
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Birthday Letters,"Hughes, Ted",0374525811,9780374525811,0374525811,198        pp,3.90,"9,928","Jan 10, 1998","Mar 30, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 26, 2008",,Paperback,view,/book/show/313277.Birthday_Letters
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pity the Bathtub Its Forced Embrace of the Human Form,"Harvey, Matthea*",1882295269,9781882295265,1882295269,80        pp,4.07,684,2000,"Jul 01, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 26, 2008",,Paperback,view,/book/show/356528.Pity_the_Bathtub_Its_Forced_Embrace_of_the_Human_Form
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Worshipful Company of Fletchers,"Tate, James",0880014318,9780880014311,0880014318,81        pp,4.07,501,"Dec 01, 1995","Dec 01, 1995",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 26, 2008",,Paperback,view,/book/show/268502.Worshipful_Company_of_Fletchers
