,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kelley's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Song of the Cell: An Exploration of Medicine and the New Human,"Mukherjee, Siddhartha",1982117354,9781982117351,1982117354,473        pp,4.29,"10,115","Oct 25, 2022","Oct 25, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Brilliant. Way over my head but fascinating. Really have to slow down the audio so the information can sink in before you receive more information.,Notes are private!,0,3,1,"Jan 14, 2023","Jan 15, 2023","Jan 14, 2023",,Hardcover,view (with text),/book/show/60321392-the-song-of-the-cell
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Lady's Guide to Fortune-Hunting        (A Lady's Guide, #1)","Irwin, Sophie",0593491343,9780593491348,0593491343,325        pp,3.92,"34,643","May 12, 2022","Jul 12, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,So fun and so cute. You know where it’s going but it doesn’t matter. Delightful.,Notes are private!,0,1,1,"Jun 04, 2023","Jun 06, 2023","Jan 08, 2023",,Hardcover,view (with text),/book/show/59656358-a-lady-s-guide-to-fortune-hunting
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Day of the Jackal,"Forsyth, Frederick",,,0553266306,358        pp,4.27,"134,238",Jun 1971,Sep 1979,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Definitely a classic! Kept having to remind myself it was fiction.,Notes are private!,0,2,1,"Jan 04, 2023","Jan 14, 2023","Jan 04, 2023",,Mass Market Paperback,view (with text),/book/show/540020.The_Day_of_the_Jackal
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sam,"Goodman, Allegra*",0593447816,9780593447819,0593447816,336        pp,3.77,"12,472","Jan 03, 2023","Jan 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2023",,Hardcover,view,/book/show/59722217-sam
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daughter of a Daughter of a Queen,"Bird, Sarah*",1250299012,9781250299017,1250299012,17        pp,4.08,"4,584","Sep 04, 2018","Sep 04, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2023",,Audio CD,view,/book/show/37638135-daughter-of-a-daughter-of-a-queen
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Take My Hand,"Perkins-Valdez, Dolen*",0593337697,9780593337691,0593337697,359        pp,4.37,"77,458","Apr 12, 2022","Apr 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2022",,Hardcover,view,/book/show/55650158-take-my-hand
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Revolutionary: Samuel Adams,"Schiff, Stacy*",0316441112,9780316441117,0316441112,432        pp,3.74,"6,088","Oct 25, 2022","Oct 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 22, 2022",,Hardcover,view,/book/show/60468246-the-revolutionary
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Properties of Thirst,"Wiggins, Marianne",1416571264,9781416571261,1416571264,544        pp,4.19,"3,648","Aug 02, 2022","Aug 02, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Exquisite. The minor negatives in the novel are overcome when you know the story behind writing the book. “You can’t save what you don’t love” is the Exquisite. The minor negatives in the novel are overcome when you know the story behind writing the book. “You can’t save what you don’t love” is the most quoted line of the book but my favorite is “retain some wildness in your life”. Must be a foodie or at least appreciate the art of cooking to truly enjoy....more,Notes are private!,0,1,1,"Dec 20, 2022","Jun 17, 2023","Dec 20, 2022",,Hardcover,view (with text),/book/show/59365040-properties-of-thirst
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,"Strayed, Cheryl*",,,,354        pp,4.17,"123,178","Jul 10, 2012","Jul 10, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,It was like Dear Abby for modern times. Really enjoyed. It’s not so much that her answers were right or that I always agreed with her. It’s the way shIt was like Dear Abby for modern times. Really enjoyed. It’s not so much that her answers were right or that I always agreed with her. It’s the way she answers. She shows lots of wisdom. I enjoyed the wisdom. Listened via Libby. ...more,Notes are private!,0,3,1,"Dec 16, 2022","Dec 19, 2022","Dec 16, 2022",,ebook,view (with text),/book/show/13152194-tiny-beautiful-things
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All the Broken Places        (The Boy in the Striped Pajamas, #2)","Boyne, John*",0593653068,9780593653067,0593653068,400        pp,4.50,"48,427","Nov 29, 2022","Nov 29, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you’ve read “The Boy in Striped Pajamas”, this is a must read. Unimaginable trauma to everyone involved. A reminder that what might seem black and If you’ve read “The Boy in Striped Pajamas”, this is a must read. Unimaginable trauma to everyone involved. A reminder that what might seem black and white is often very grey. The author said he was less interested in the monsters than those who knew what the monsters were doing and did nothing. 4.7 via Libby...more",Notes are private!,0,3,1,"Feb 21, 2023","Feb 26, 2023","Dec 11, 2022",,Hardcover,view (with text),/book/show/61111301-all-the-broken-places
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nightcrawling,"Mottley, Leila*",0593318935,9780593318935,0593318935,277        pp,3.99,"47,408","Jun 07, 2022","Jun 07, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5 via Libby. Knowing that the author was 17 when she started this book made it all that much better. Wrenching at times and yet, hopeful. Definitely4.5 via Libby. Knowing that the author was 17 when she started this book made it all that much better. Wrenching at times and yet, hopeful. Definitely recommend but make sure you’re up for a “hard” one. Warning: sex trafficking, exploitation by police officers, child neglect…...more",Notes are private!,0,2,1,"Dec 05, 2022","Dec 10, 2022","Dec 05, 2022",,Hardcover,view (with text),/book/show/58537371-nightcrawling
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dinners with Ruth: A Memoir on the Power of Friendships,"Totenberg, Nina",1797147226,9781797147222,,10        pp,4.14,"15,079","Sep 13, 2022","Sep 13, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Woman of tenacity, grit and brilliance. She wasn’t appointed to SC until she was 60. Found her “voice” just before 80. Regardless of what you might thWoman of tenacity, grit and brilliance. She wasn’t appointed to SC until she was 60. Found her “voice” just before 80. Regardless of what you might think of her politics, she was an iconic figure for women of all ages. Serves as an example for young women and what it takes to be successful in the judicial world. Thoroughly enjoyed! 4.0 via Libby. ...more",Notes are private!,0,2,1,"Dec 02, 2022","Dec 05, 2022","Dec 02, 2022",,Audiobook,view (with text),/book/show/60406373-dinners-with-ruth
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The American Story: Conversations with Master Historians,"Rubenstein, David M.",1982120258,9781982120252,1982120258,396        pp,4.39,"1,992","Oct 29, 2019","Oct 29, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 01, 2022",,Hardcover,view,/book/show/43822548-the-american-story
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Things My Son Needs to Know About the World,"Backman, Fredrik*",1501196863,9781501196867,1501196863,208        pp,3.99,"26,518","Aug 27, 2012","May 07, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I love the way Fredrick Backman looks at the world. ❤️❤️,Notes are private!,0,3,1,"Nov 27, 2022","Nov 27, 2022","Nov 27, 2022",,Hardcover,view (with text),/book/show/42833687-things-my-son-needs-to-know-about-the-world
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Light We Carry: Overcoming in Uncertain Times,"Obama, Michelle*",0593237463,9780593237465,0593237463,319        pp,4.27,"79,077","Nov 15, 2022","Nov 15, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I loved her first book so much. This one not so much. Self help with political overtones.,Notes are private!,0,4,1,"Dec 27, 2022","Dec 29, 2022","Nov 23, 2022",,Hardcover,view (with text),/book/show/61355265-the-light-we-carry
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Missing Hearts,"Ng, Celeste*",0593492544,9780593492543,0593492544,335        pp,3.81,"174,145","Oct 04, 2022","Oct 04, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5 via Libby. Dystopian. Handmaid’s Tale with an Asian theme. Loved the youngest two characters. Didn’t love the fatalist views. Not saying there’s n3.5 via Libby. Dystopian. Handmaid’s Tale with an Asian theme. Loved the youngest two characters. Didn’t love the fatalist views. Not saying there’s not truth in it but don’t enjoy for my entertainment. ...more,Notes are private!,0,2,1,"Nov 19, 2022","Nov 26, 2022","Nov 19, 2022",,Hardcover,view (with text),/book/show/60149573-our-missing-hearts
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Let Me Go,"Ishiguro, Kazuo*",,,1400078776,288        pp,3.85,"694,091","Apr 05, 2005","Aug 31, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2022",,Paperback,view,/book/show/6334.Never_Let_Me_Go
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rabbit Hutch,"Gunty, Tess",,,,352        pp,3.52,"27,401","Jul 21, 2022","Aug 02, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2022",,Hardcover,view,/book/show/59576076-the-rabbit-hutch
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Boys from Biloxi,"Grisham, John*",0385548923,9780385548922,0385548923,464        pp,4.06,"79,425","Oct 18, 2022","Oct 18, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Enjoyable. Different take on the death penalty than his “Confession”. A true lawyer that can write both sides of the story.,Notes are private!,0,2,1,"Nov 12, 2022","Nov 19, 2022","Nov 12, 2022",,Hardcover,view (with text),/book/show/61065355-the-boys-from-biloxi
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Extraordinary Life of an Ordinary Man: A Memoir,"Newman, Paul",0593534506,9780593534502,0593534506,297        pp,3.89,"8,288","Oct 18, 2022","Oct 18, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Interesting but not compelling. Authentic, transparent. His biggest complaint about himself is that he was emotionally disconnected from his life. TheInteresting but not compelling. Authentic, transparent. His biggest complaint about himself is that he was emotionally disconnected from his life. The book seems that way too. Lots of facts and honesty without the feelings that might have accompanied them. Maybe that’s part of what made him such a great actor. Still love Paul Newman. 3.5 via Libby ...more",Notes are private!,0,4,1,"Nov 09, 2022","Nov 12, 2022","Nov 09, 2022",,Hardcover,view (with text),/book/show/60190681-the-extraordinary-life-of-an-ordinary-man
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Friends, Lovers, and the Big Terrible Thing","Perry, Matthew",1250866448,9781250866448,1250866448,250        pp,3.90,"250,256","Nov 01, 2022","Nov 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really loved this book. There was something so relatable and honest about his struggles. I have quite a bit of addiction in my family and, not havinI really loved this book. There was something so relatable and honest about his struggles. I have quite a bit of addiction in my family and, not having that gene, I struggle to understand that monster. Matthew helped me understand better. And, as a Friends fan, it was so interesting to hear his struggles that were going on while that iconic series was being filmed. Libby. Definitely worth the read. ...more",Notes are private!,0,3,1,"Feb 02, 2023","Feb 05, 2023","Nov 04, 2022",,Hardcover,view (with text),/book/show/59641216-friends-lovers-and-the-big-terrible-thing
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Whalebone Theatre,"Quinn, Joanna*",0593321707,9780593321706,0593321707,558        pp,4.07,"24,635","Jun 09, 2022","Oct 04, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,4.5 beautiful book. Definitely character driven rather than plot driven. And the characters are exquisite.,Notes are private!,0,3,1,"Feb 10, 2023","Feb 18, 2023","Nov 01, 2022",,Hardcover,view (with text),/book/show/59900661-the-whalebone-theatre
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Demon Copperhead,"Kingsolver, Barbara",,,,560        pp,4.51,"397,730","Oct 18, 2022","Oct 18, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Book Club book. Finished just in time.Almost too good. So many times, I needed to stop because I saw the sad situation or bad decision coming. It was Book Club book. Finished just in time.Almost too good. So many times, I needed to stop because I saw the sad situation or bad decision coming. It was difficult to listen through those parts. Telling the story through the child’s eyes was brilliant. Another sad commentary on the opioid crisis and how kids like Demon had very little chance from the beginning. Spoiler alert: the “happy” ending was essential. If Demon had died or succumbed to his addiction, I would’ve “hated” it. ...more",Notes are private!,0,7,1,"Jan 19, 2023","Jan 27, 2023","Oct 26, 2022",,Hardcover,view (with text),/book/show/60194162-demon-copperhead
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leadership: In Turbulent Times,"Goodwin, Doris Kearns",,,1476795924,473        pp,4.40,"14,141","Sep 18, 2018","Sep 18, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2022",,Hardcover,view,/book/show/38657386-leadership
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Emperor of All Maladies: A Biography of Cancer,"Mukherjee, Siddhartha",,,,571        pp,4.33,"102,525","Nov 16, 2010","Nov 16, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2022",,Hardcover,view,/book/show/7170627-the-emperor-of-all-maladies
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Metropolitan Life,"Lebowitz, Fran",0525155627,9780525155621,0525155627,177        pp,3.80,"1,844","Mar 01, 1978","Mar 13, 1978",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2022",,Hardcover,view,/book/show/927916.Metropolitan_Life
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Social Studies,"Lebowitz, Fran",0394512456,9780394512457,0394512456,147        pp,3.81,"1,067",Aug 1981,1981,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2022",,Hardcover,view,/book/show/55364.Social_Studies
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Kind Worth Saving        (Henry Kimball/Lily Kintner, #2)","Swanson, Peter*",0063204983,9780063204980,0063204983,303        pp,3.69,"29,050","Mar 07, 2023","Mar 07, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5 via Scribd. Not as good as the first but still enjoyable.,Notes are private!,0,1,1,"Apr 27, 2023","Apr 28, 2023","Oct 19, 2022",,Hardcover,view (with text),/book/show/60916172-the-kind-worth-saving
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hester,"Albanese, Laurie Lico*",1250278554,9781250278555,1250278554,322        pp,3.97,"35,854","Oct 04, 2022","Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2022",,Hardcover,view,/book/show/59807978-hester
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"River of the Gods: Genius, Courage and Betrayal in the Search for the Source of the Nile","Millard, Candice",052552407X,9780525524076,052552407X,349        pp,3.84,"13,475","May 17, 2022","May 17, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 02, 2022",,Hardcover,view,/book/show/58777696-river-of-the-gods
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Writing: A Memoir of the Craft,"King, Stephen*",0743455967,9780743455961,0743455967,320        pp,4.34,"287,633",2000,Jul 2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 29, 2022",,Mass Market Paperback,view,/book/show/10569.On_Writing
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Latecomer,"Korelitz, Jean Hanff*",1250790794,9781250790798,1250790794,439        pp,4.02,"30,494","May 31, 2022","May 31, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The first 75% is about 3 triplets and their exceptionally dysfunctional relationships among themselves, their families and others. It takes the “LatecThe first 75% is about 3 triplets and their exceptionally dysfunctional relationships among themselves, their families and others. It takes the “Latecomer” and some maturity to make amends. Entertaining. Really enjoyed a peek into the art collecting world. 4 stars via Libby....more",Notes are private!,0,1,1,"Mar 22, 2023","Mar 26, 2023","Sep 14, 2022",,Hardcover,view (with text),/book/show/57693566-the-latecomer
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Postmistress of Paris,"Clayton, Meg Waite*",0062946986,9780062946980,0062946986,416        pp,3.75,"11,364","Nov 30, 2021","Nov 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2022",,Hardcover,view,/book/show/56645924-the-postmistress-of-paris
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small World,"Evison, Jonathan*",0593184122,9780593184127,0593184122,480        pp,4.08,"3,674","Jan 11, 2022","Jan 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2022",,Hardcover,view,/book/show/56702688-small-world
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lessons,"McEwan, Ian*",0593535200,9780593535202,0593535200,448        pp,4.01,"23,363","Sep 13, 2022","Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2022",,Hardcover,view,/book/show/60092581-lessons
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Find Your People: Building Deep Community in a Lonely World,"Allen, Jennie*",0593558235,9780593558232,0593558235,304        pp,3.99,"14,584","Feb 22, 2022","Apr 05, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Travel day book. Meh. Another book that would’ve been better 20 years ago. A bit preachy for me.,Notes are private!,0,1,1,"Sep 14, 2022","Sep 14, 2022","Sep 14, 2022",,Paperback,view (with text),/book/show/58735075-find-your-people
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deep Work: Rules for Focused Success in a Distracted World,"Newport, Cal",1455586692,9781455586691,1455586692,296        pp,4.18,"154,688","Jan 05, 2016","Jan 05, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2022",,Hardcover,view,/book/show/25744928-deep-work
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Day Hikes In Yellowstone National Park: 82 Great Hikes,"Stone, Robert",1573420484,9781573420488,1573420484,184        pp,3.62,8,unknown,"Apr 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This book plus the GyPSy app made our Yellowstone trip magical. Highly recommend both!,Notes are private!,0,1,1,"Sep 08, 2022","Sep 11, 2022","Sep 11, 2022",,Paperback,view (with text),/book/show/2013425.Day_Hikes_In_Yellowstone_National_Park
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Many Daughters of Afong Moy,"Ford, Jamie*",1982158212,9781982158217,1982158212,362        pp,3.88,"23,915","Aug 02, 2022","Aug 02, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Took me forever to read this book. I read it mostly with my eyes and finished with my ears. I loved the concept of generational trauma/memories (epigeTook me forever to read this book. I read it mostly with my eyes and finished with my ears. I loved the concept of generational trauma/memories (epigenetics) but it never grabbed me. I would read a little and then go read another book and then come back. I completely admit that the entire concept of epigenetics is a bit over my head. Finally finished. 3 stars via hardback and Scribd...more,Notes are private!,0,1,1,"Sep 09, 2022","Apr 05, 2023","Sep 09, 2022",,Hardcover,view (with text),/book/show/59348307-the-many-daughters-of-afong-moy
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fairy Tale,"King, Stephen*",1668002175,9781668002179,1668002175,608        pp,4.12,"233,841","Sep 06, 2022","Sep 06, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Great story! Stephen King always amazes me with the breadth of his imagination. Fun fun fun!,Notes are private!,0,2,1,"Oct 18, 2022","Oct 29, 2022","Sep 04, 2022",,Hardcover,view (with text),/book/show/60177373-fairy-tale
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm Glad My Mom Died,"McCurdy, Jennette",,,,320        pp,4.47,"965,386","Aug 09, 2022","Aug 09, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Read Ron Howard’s book less than a month ago and now Jeanette’s. 180 degree different experience as child actors. The abuse from her mom was hard to tRead Ron Howard’s book less than a month ago and now Jeanette’s. 180 degree different experience as child actors. The abuse from her mom was hard to tolerate. So glad she found help and looking forward to see what she does with her life in the next 20 years. 3.5 via Libby...more,Notes are private!,0,1,1,"Sep 04, 2022","Sep 05, 2022","Sep 03, 2022",,ebook,view (with text),/book/show/59364173-i-m-glad-my-mom-died
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Body,"King, Stephen*",1982103531,9781982103538,1982103531,192        pp,4.03,"21,197","Aug 27, 1982","Jun 05, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 03, 2022",,Paperback,view,/book/show/38926465-the-body
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,11/22/63,"King, Stephen*",1451627289,9781451627282,1451627289,849        pp,4.33,"540,619","Nov 08, 2011","Nov 08, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 03, 2022",,Hardcover,view,/book/show/10644930-11-22-63
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Are Not Like Them,"Pride, Christine",1982181036,9781982181031,1982181036,336        pp,4.07,"43,003","Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 03, 2022",,Hardcover,view,/book/show/56898303-we-are-not-like-them
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Good Day for Chardonnay        (Sunshine Vicram, #2)","Jones, Darynda*",1250233119,9781250233110,1250233119,416        pp,4.27,"14,450","Jul 27, 2021","Jul 27, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5. Listened via Libby. Cute.,Notes are private!,0,0,1,"Sep 03, 2022","Sep 04, 2022","Sep 03, 2022",,Hardcover,view (with text),/book/show/53137959-a-good-day-for-chardonnay
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happy-Go-Lucky,"Sedaris, David",0316392456,9780316392457,0316392456,272        pp,4.18,"40,965","May 31, 2022","May 31, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This guy makes me laugh.,Notes are private!,0,3,1,"Aug 31, 2022",Sep 2022,"Aug 31, 2022",,Hardcover,view (with text),/book/show/58989873-happy-go-lucky
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jackie and Maria: A Novel of Jackie Kennedy & Maria Callas,"Paul, Gill*",0062952498,9780062952493,0062952498,480        pp,4.15,"5,962","Aug 18, 2020","Jul 22, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 30, 2022",,Paperback,view,/book/show/48896281-jackie-and-maria
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Salvage the Bones,"Ward, Jesmyn*",1608195228,9781608195220,1608195228,261        pp,3.96,"64,715",Aug 2011,2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2022",,Hardcover,view,/book/show/10846336-salvage-the-bones
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Graveyard Book,"Gaiman, Neil*",0060530928,9780060530921,0060530928,312        pp,4.16,"538,728","Sep 30, 2008","Sep 30, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2022",,Hardcover,view,/book/show/2213661.The_Graveyard_Book
