,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Milly *:･ﾟ✧'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
378,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Universe of Us (Volume 4)        (Volume 4) (Lang Leav),"Leav, Lang*",1449480128,9781449480127,1449480128,225        pp,4.06,"19,429","Oct 04, 2016","Oct 04, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2021",,Paperback,view,/book/show/29431081-the-universe-of-us-volume-4
379,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love & Misadventure,"Leav, Lang*",0473235501,9780473235505,0473235501,176        pp,3.94,"55,944","Apr 26, 2013","Apr 26, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2021",,Paperback,view,/book/show/18003300-love-misadventure
380,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lullabies (Volume 2)        (Volume 2) (Lang Leav),"Leav, Lang*",1449461077,9781449461072,1449461077,248        pp,3.98,"27,592","Sep 16, 2014","Sep 16, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2021",,Paperback,view,/book/show/22151696-lullabies-volume-2
381,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret History,"Tartt, Donna",1400031702,9781400031702,1400031702,559        pp,4.17,"742,110","Sep 16, 1992","Sep 11, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 11, 2024",not set,"Jan 06, 2021",,Paperback,view,/book/show/29044.The_Secret_History
382,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Girl, Interrupted","Kaysen, Susanna",0679746048,9780679746041,0679746048,169        pp,3.93,"244,151",1993,"Apr 19, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2021",,Paperback,view,/book/show/68783.Girl_Interrupted
383,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crime and Punishment,"Dostoevsky, Fyodor",,,,671        pp,4.27,"903,959",1866,"Dec 31, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2021",,Paperback,view,/book/show/7144.Crime_and_Punishment
384,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Persuasion,"Austen, Jane",0192802631,9780192802637,0192802631,249        pp,4.15,"702,370","Dec 20, 1817","Jan 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2021",,Paperback,view,/book/show/2156.Persuasion
385,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stay with Me        (Stay with Me, #1)","Fiorina, Nicole*",1075969883,9781075969881,1075969883,359        pp,4.06,"15,467","Aug 03, 2019","Aug 13, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2021",,Paperback,view,/book/show/46201805-stay-with-me
386,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"It Ends with Us        (It Ends with Us, #1)","Hoover, Colleen*",,,B0176M3U10,386        pp,4.17,"3,334,275","Aug 02, 2016","Aug 02, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3 Stars“And as hard as this choice is, we break the pattern before the pattern breaks us.”I am the CEO of giving books 3 stars. I seriously cannot rem3 Stars“And as hard as this choice is, we break the pattern before the pattern breaks us.”I am the CEO of giving books 3 stars. I seriously cannot remember giving a book more than 3 stars in so long and I think it's that I just expect too much from books because of the hype they get. Starting with the positives, I really liked some of the writing in this book. It wasn't anything special but there were definitely very many memorable quotes. I loved reading about Lily in her diary and (view spoiler)[ learning about her relationship with Atlas. I wasn't too fond of her relationship with Ryle, even from the beginning. I felt like they lacked chemistry and I already really disliked Ryle. Obviously, he became really bad towards the end and I could not stand him. I am so happy that she divorced him and that it ended with the beginning of Atlas' and Lily's relationship. When Ryle hit her for the first time, it definitely came as a shock because I wasn't even expecting it, especially after hearing about her past.  (hide spoiler)] I don't think any of the characters were very developed or memorable, and at times the whole thing seemed a bit unrealistic, but there were many moments when I could not wait to turn the next page to see what would happen. This was a quick read, but it was still a heavy one. I loved the way the ending was written and I definitely recommend it. ...more",Notes are private!,0,6,1,"Jun 20, 2021","Jun 28, 2021","Dec 23, 2020",,Kindle Edition,view (with text),/book/show/27362503-it-ends-with-us
387,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Lesson in Thorns        (Thornchapel, #1)","Simone, Sierra*",,,B07PVCG3L7,354        pp,3.84,"8,952","Mar 21, 2019","Mar 19, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2020",,Kindle Edition,view,/book/show/44552089-a-lesson-in-thorns
388,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beartown        (Beartown, #1)","Backman, Fredrik*",,,,432        pp,4.29,"439,273","Sep 15, 2016","Apr 25, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Another morning comes. It always does. Time always moves at the same rate, only feelings have different speeds. Every day can mark a whole lifetime o“Another morning comes. It always does. Time always moves at the same rate, only feelings have different speeds. Every day can mark a whole lifetime or a single heartbeat, depending on who you spend it with.""This is weird for me, but I've decided not to give this book a rating. Usually, the rating I have for a book comes right to me, but with this one, I was really conflicted. I found the plot to be lacking, regarding how much I actually enjoyed reading the book, but I found the writing and execution of this story to be phenomenal. I always rate a book based on how much I enjoy it, but objectively, I find this book to be incredible, even if I did not enjoy it every second. So many powerful words and messages. Everyone needs to read this book. Also, I just wanted to say that I love Benji and he deserves the world. ...more",Notes are private!,0,3,1,"May 20, 2021","Jun 06, 2021","Dec 09, 2020",,Kindle Edition,view (with text),/book/show/33413128-beartown
389,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guest List,"Foley, Lucy",0062868934,9780062868930,0062868934,313        pp,3.82,"996,082","Feb 20, 2020",Jul 2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 08, 2020",,Hardcover,view,/book/show/54911607-the-guest-list
390,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paper Butterflies,"Heathfield, Lisa*",1405275391,9781405275392,1405275391,312        pp,4.32,"3,859","Jun 30, 2016","Jun 30, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 02, 2020",,Paperback,view,/book/show/29079057-paper-butterflies
391,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Dark Vanessa,"Russell, Kate Elizabeth*",006294150X,9780062941503,006294150X,373        pp,4.10,"326,232","Mar 10, 2020","Mar 10, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4 Stars“It's both creepy and out of my control, this ability I have to notice so much about other people when I'm positive no one notices anything at 4 Stars“It's both creepy and out of my control, this ability I have to notice so much about other people when I'm positive no one notices anything at all about me.”This book was definitely interesting and will stay with me for the rest of my life. It was unlike anything I have read, and it made me so uncomfortable at many times. I think the writing in this was amazing and very well done. I could not put the book down at the beginning, but towards the end, I felt as if the story was getting a bit dragged out. Definitely look up TWs before this book because it is VERY graphic. Vanessa was a very interesting character and I loved reading about her. She was very well written. This book was very dark and difficult to read, but compelling, and I feel like it made me understand what victims of this type of abuse go through. Reading this book should not be taken lightly. I took a lot away from it, and I feel that if a person is willing, then it is an important book to read....more",Notes are private!,0,9,1,"Sep 16, 2021","Sep 22, 2021","Nov 25, 2020",,Hardcover,view (with text),/book/show/44890081-my-dark-vanessa
392,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Love & Olives        (Love & Gelato, #3)","Welch, Jenna Evans*",1534448837,9781534448834,1534448837,506        pp,4.01,"26,082","Nov 10, 2020","Nov 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2020",,Hardcover,view,/book/show/52765415-love-olives
393,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Love & Luck        (Love & Gelato, #2)","Welch, Jenna Evans*",,,,303        pp,3.65,"38,048","May 08, 2018","May 08, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2020",,Hardcover,view,/book/show/32333026-love-luck
394,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Twilight of the Gods,"Maas, Sarah J.*",,,,unknown,4.29,212,unknown,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2020",,,view,/book/show/24915310-twilight-of-the-gods
395,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Smell of Other People's Houses,"Hitchcock, Bonnie-Sue",,,B00Y6Q9BB8,240        pp,3.94,"16,076","Feb 23, 2016","Feb 23, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 30, 2020",,Kindle Edition,view,/book/show/19370304-the-smell-of-other-people-s-houses
396,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heartstopper: Volume Three        (Heartstopper, #3)","Oseman, Alice*",,,,384        pp,4.58,"430,922","Feb 06, 2020","Feb 06, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,4 Stars This one was definitely my favorite in the series so far! :),Notes are private!,0,6,2,not setnot set,not setnot set,"Oct 28, 2020",,Paperback,view (with text),/book/show/43449920-heartstopper
397,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heartstopper: Volume Two        (Heartstopper, #2)","Oseman, Alice*",1444951408,9781444951400,1444951408,320        pp,4.54,"487,503","Jul 11, 2019","Jul 11, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5 Stars,Notes are private!,0,2,1,not set,not set,"Oct 28, 2020",,Paperback,view (with text),/book/show/43307358-heartstopper
398,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Violet Bent Backwards Over the Grass,"Del Rey, Lana",1982167289,9781982167288,1982167289,128        pp,3.98,"45,780","Sep 29, 2020","Sep 29, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4 Starsi measure time by the days i've spent away from youthat thought occurred to meas i watched the sky go dark from blueI love Lana Del Rey and her4 Starsi measure time by the days i've spent away from youthat thought occurred to meas i watched the sky go dark from blueI love Lana Del Rey and her songs, so I was super excited to read this. I love poetry and I can't think of a better person to write poetry than her. I bookmarked so many quotes, but the poems were really a hit or miss for me (mostly hits ofc). This was so beautiful and I can't wait to read more of her work!!...more",Notes are private!,0,9,1,"Dec 28, 2020","Jan 05, 2021","Oct 28, 2020",,Hardcover,view (with text),/book/show/54019416-violet-bent-backwards-over-the-grass
399,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Whale Day: And Other Poems,"Collins, Billy",0399589759,9780399589751,0399589759,111        pp,4.08,"1,925","Sep 29, 2020","Sep 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 27, 2020",,Hardcover,view,/book/show/52584411-whale-day
400,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When the Moon Was Ours,"McLemore, Anna-Marie*",125005866X,9781250058669,125005866X,273        pp,3.89,"10,367","Oct 04, 2016","Oct 04, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2020",,Hardcover,view,/book/show/28220826-when-the-moon-was-ours
401,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ring Shout,"Clark, P. Djèlí*",1250767024,9781250767028,1250767024,185        pp,4.00,"34,481","Oct 13, 2020","Oct 13, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2020",,Hardcover,view,/book/show/49247242-ring-shout
402,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Virgin Suicides,"Eugenides, Jeffrey",0747560595,9780747560593,0747560595,250        pp,3.80,"338,000",1993,2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2020",,Paperback,view,/book/show/10956.The_Virgin_Suicides
403,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Brilliant Friend        (The Neapolitan Novels, #1)","Ferrante, Elena",,,,331        pp,4.04,"332,981","Oct 19, 2011","Sep 25, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2020",,Paperback,view,/book/show/35036409-my-brilliant-friend
404,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Know My Name: A Memoir,"Miller, Chanel",073522370X,9780735223707,073522370X,357        pp,4.71,"199,597","Sep 24, 2019","Sep 24, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 20, 2020",,Hardcover,view,/book/show/46264398-know-my-name
405,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Salt,"Waheed, Nayyirah*",,,,251        pp,4.25,"24,034","Sep 24, 2013","Sep 24, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2020",,Paperback,view,/book/show/18585282-salt
406,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl on the Train,"Hawkins, Paula*",1784161756,9781784161750,1784161756,409        pp,3.96,"2,943,036","Jan 13, 2015","Jan 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 10, 2020",,Paperback,view,/book/show/28352416-the-girl-on-the-train
407,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dance of Thieves        (Dance of Thieves, #1)","Pearson, Mary E.*",1250159016,9781250159014,1250159016,512        pp,4.15,"140,472","Aug 07, 2018","Aug 07, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 09, 2020",,Hardcover,view,/book/show/35796008-dance-of-thieves
408,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Good Daughter        (Good Daughter, #1)","Slaughter, Karin*",0062430262,9780062430267,,656        pp,4.13,"180,049","Aug 08, 2017","Aug 08, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 06, 2020",,ebook,view,/book/show/33230889-the-good-daughter
409,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,11/22/63,"King, Stephen*",1451627289,9781451627282,1451627289,849        pp,4.33,"540,700","Nov 08, 2011","Nov 08, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 05, 2020",,Hardcover,view,/book/show/10644930-11-22-63
410,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Lived on Butterfly Hill,"Agosín, Marjorie",144249476X,9781442494763,144249476X,464        pp,4.22,"2,093","Mar 04, 2014","Mar 04, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 03, 2020",,Kindle Edition,view,/book/show/18048909-i-lived-on-butterfly-hill
411,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"These Violent Delights        (These Violent Delights, #1)","Gong, Chloe*",1534457690,9781534457690,1534457690,449        pp,3.85,"143,695","Nov 17, 2020","Nov 17, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 29, 2020",,Hardcover,view,/book/show/50892212-these-violent-delights
412,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anxious People,"Backman, Fredrik*",198216963X,9781982169633,198216963X,336        pp,4.18,"633,857","Apr 25, 2019","Jan 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 29, 2020",,Hardcover,view,/book/show/49127718-anxious-people
413,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Inheritance Games        (The Inheritance Games, #1)","Barnes, Jennifer Lynn*",1368052401,9781368052405,1368052401,386        pp,4.17,"706,533","Sep 01, 2020","Sep 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 22, 2020",,Hardcover,view,/book/show/52439531-the-inheritance-games
414,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Malibu Rising,"Reid, Taylor Jenkins*",,,,369        pp,4.04,"1,018,511","May 27, 2021","Jun 01, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 Stars“She was a woman, after all. Living in a world created by men. And she had long known that assholes protect their own. They are faithful to n3.5 Stars“She was a woman, after all. Living in a world created by men. And she had long known that assholes protect their own. They are faithful to no one but surprisingly protective of each other.”I was so excited about this because I have loved all of Reid's previous books that I have read, and this one did not disappoint! It definitely isn't my favorite out of the three that I have read, but I definitely enjoyed myself while reading it. My favorite part about this book was the flashbacks and reading about June and Mick's relationship. I found the present-day plot to be a little bit underwhelming, especially at the climax of the story. I also found all the different people that were introduced during the party to be a bit confusing because I couldn't really keep up with who was who. This story was a fun summer read, but it definitely doesn't compare to Reid's other books I have read. I think this story would've been more interesting if it didn't take place within a day because it definitely made the plot feel a bit anti-climatic and I feel like there were so many things to explore with the characters that could've made the book that much better. ...more",Notes are private!,0,5,1,"Jun 06, 2021","Jun 11, 2021","Sep 22, 2020",,Hardcover,view (with text),/book/show/55404546-malibu-rising
415,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,the sun and her flowers,"Kaur, Rupi*",1449486797,9781449486792,1449486797,256        pp,4.09,"341,423","Sep 18, 2018","Oct 03, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 17, 2020",,Paperback,view,/book/show/35606560-the-sun-and-her-flowers
416,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Priory of the Orange Tree        (The Roots of Chaos, #1)","Shannon, Samantha*",1408883449,9781408883440,1408883449,830        pp,4.20,"201,959","Feb 26, 2019","Jan 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2020",,Paperback,view,/book/show/40379447-the-priory-of-the-orange-tree
417,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dead and the Dark,"Gould, Courtney*",1250762014,9781250762016,1250762014,368        pp,3.94,"8,975","Aug 03, 2021","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 07, 2020",,Hardcover,view,/book/show/53141419-the-dead-and-the-dark
418,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bell Jar,"Plath, Sylvia",,,,244        pp,4.05,"960,245",Jan 1963,"Aug 02, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 07, 2020",,Paperback,view,/book/show/395040.The_Bell_Jar
419,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Alone,"Hannah, Kristin*",,,,435        pp,4.42,"784,578","Feb 06, 2018","Feb 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 05, 2020",,Kindle Edition,view,/book/show/34912895-the-great-alone
420,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Milk and Honey,"Kaur, Rupi*",,,B015X5KBJG,210        pp,3.98,"728,248","Nov 04, 2014","Oct 06, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"Jun 09, 2021","Sep 04, 2020",,Kindle Edition,view,/book/show/26877039-milk-and-honey
421,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girl in the Blue Coat,"Hesse, Monica*",0316260630,9780316260633,0316260630,320        pp,4.04,"39,558","Apr 05, 2016","Apr 04, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 03, 2020",,Paperback,view,/book/show/31420700-girl-in-the-blue-coat
422,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Words in Deep Blue,"Crowley, Cath*",1101937645,9781101937648,1101937645,273        pp,4.00,"37,903","Aug 30, 2016","Jun 06, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2020",,Hardcover,view,/book/show/31952703-words-in-deep-blue
423,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A ​Sky Beyond the Storm        (An Ember in the Ashes, #4)","Tahir, Sabaa*",000828881X,9780008288815,000828881X,516        pp,4.31,"59,345","Dec 01, 2020","Aug 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2020",,Paperback,view,/book/show/31520883-a-sky-beyond-the-storm
424,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Reaper at the Gates        (An Ember in the Ashes, #3)","Tahir, Sabaa*",0448494507,9780448494500,0448494507,458        pp,4.16,"93,316","Jun 12, 2018","Jun 12, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2020",,Hardcover,view,/book/show/30809786-a-reaper-at-the-gates
425,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Torch Against the Night        (An Ember in the Ashes, #2)","Tahir, Sabaa*",,9780008250447,0008250448,452        pp,4.24,"160,956","Aug 30, 2016","Aug 30, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2020",,Hardcover,view,/book/show/25558608-a-torch-against-the-night
426,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Crooked Kingdom        (Six of Crows, #2)","Bardugo, Leigh*",,,B0117K9N3Q,561        pp,4.60,"638,706","Sep 27, 2016","Sep 27, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2020",,Kindle Edition,view,/book/show/22299763-crooked-kingdom
427,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,From Lukov with Love,"Zapata, Mariana*",,,,493        pp,4.23,"247,048","Feb 01, 2018","Feb 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2020",,Paperback,view,/book/show/37683751-from-lukov-with-love
428,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Skyhunter        (Skyhunter, #1)","Lu, Marie*",1250221684,9781250221681,1250221684,371        pp,4.04,"20,337","Sep 29, 2020","Sep 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 30, 2020",,Hardcover,view,/book/show/53174067-skyhunter
429,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rebecca,"du Maurier, Daphne",0349006571,9780349006574,0349006571,428        pp,4.24,"628,966",Aug 1938,"May 03, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 23, 2020",,Paperback,view,/book/show/25889923-rebecca
430,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grown,"Jackson, Tiffany D.*",0062840355,9780062840356,0062840355,384        pp,4.26,"33,428","Sep 15, 2020","Sep 15, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2020",,Hardcover,view,/book/show/49397758-grown
