,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Julie's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Overstory,"Powers, Richard",039335668X,9780393356687,039335668X,502        pp,4.12,"159,525","Apr 03, 2018","Apr 02, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 29, 2019","Aug 26, 2019","May 29, 2019",,Paperback,view,/book/show/40180098-the-overstory
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Weight of Ink,"Kadish, Rachel*",,,B076V7Z8FN,704        pp,4.15,"36,715","Jun 06, 2017","Jun 06, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 26, 2019","Sep 23, 2019","May 26, 2019",,Kindle Edition,view,/book/show/40776163-the-weight-of-ink
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guns of August,"Tuchman, Barbara W.",,,B002TXZS8A,658        pp,4.18,"76,443",1962,"Jul 22, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 06, 2019",,Kindle Edition,view,/book/show/40779082-the-guns-of-august
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Centennial,"Michener, James A.",,,,"1,056        pp",4.25,"43,168",1974,"Feb 12, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 03, 2019",,Paperback,view,/book/show/133430.Centennial
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Sisters the Saints: A Spiritual Memoir,"Campbell, Colleen Carroll*",0770436498,9780770436490,0770436498,224        pp,4.34,"3,569",2012,"Oct 30, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 03, 2019","May 08, 2019","May 03, 2019",,Hardcover,view,/book/show/13331168-my-sisters-the-saints
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hiroshima,"Hersey, John",0679721037,9780679721031,,152        pp,4.03,"80,345",1946,"Mar 04, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 28, 2019",,Paperback,view,/book/show/27323.Hiroshima
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Blaze of Glory        (Civil War: 1861-1865, Western Theater, #1)","Shaara, Jeff",0345527356,9780345527356,0345527356,435        pp,4.09,"5,771","Jan 01, 2012","May 29, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 27, 2019","May 22, 2019","Mar 27, 2019",,Hardcover,view,/book/show/12788665-a-blaze-of-glory
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lost Civil War Diaries, The Diaries of Corporal Timothy J. Regan","Newton, Isaac",1553956567,9781553956563,1553956567,344        pp,3.67,3,"Mar 06, 2003","Jul 25, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2019",,Paperback,view,/book/show/1224737.The_Lost_Civil_War_Diaries_The_Diaries_of_Corporal_Timothy_J_Regan
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Titan: The Life of John D. Rockefeller, Sr.","Chernow, Ron",1400077303,9781400077304,1400077303,832        pp,4.17,"31,222","May 05, 1998","Mar 30, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2019",,Paperback,view,/book/show/16121.Titan
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Enchanted Hour: The Miraculous Power of Reading Aloud in the Age of Distraction,"Gurdon, Meghan Cox*",0062562835,9780062562838,,304        pp,4.31,"4,244","Jan 15, 2019","Jan 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2019",,ebook,view,/book/show/36300637-the-enchanted-hour
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Pratchett, Terry",,,,491        pp,4.26,"748,523","May 10, 1990","Nov 28, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2019",,Mass Market Paperback,view,/book/show/12067.Good_Omens
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nothing Like It in the World: The Men Who Built the Transcontinental Railroad 1863-1869,"Ambrose, Stephen E.",0684846098,9780684846095,0684846098,431        pp,3.98,"13,059","Aug 29, 2000","Aug 29, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 14, 2019","Mar 26, 2019","Feb 14, 2019",,Hardcover,view,/book/show/526031.Nothing_Like_It_in_the_World
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Tattooist of Auschwitz        (The Tattooist of Auschwitz, #1)","Morris, Heather*",0062797158,9780062797155,0062797158,272        pp,4.30,"932,397","Jan 11, 2018","Sep 04, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 10, 2019","Jan 12, 2019","Jan 10, 2019",,Paperback,view,/book/show/37486222-the-tattooist-of-auschwitz
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Christmas Eve, 1914","Olivier, Charles",,,B00QQQSMZM,2        pp,3.84,"5,684","Dec 16, 2014","Dec 16, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2018",,Audible Audio,view,/book/show/23903409-christmas-eve-1914
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Looking to St. Francis: The Man from Assisi and His Message of Hope for Today,"Bohrer, John",1593252544,9781593252540,1593252544,190        pp,4.00,3,"Jun 15, 2014","Jun 15, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A great book that breaks down in parts the different aspects of Francis’s life and how we can take these different aspects and apply them to our livesA great book that breaks down in parts the different aspects of Francis’s life and how we can take these different aspects and apply them to our lives in today’s modern day. A good guide for today. ...more,Notes are private!,0,1,1,"Dec 17, 2018","Dec 21, 2018","Dec 17, 2018",,Paperback,view (with text),/book/show/18707370-looking-to-st-francis
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Alice Network,"Quinn, Kate*",,,,503        pp,4.32,"491,894","Jun 06, 2017","Jun 06, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 20, 2018","Jan 09, 2019","Nov 17, 2018",,Paperback,view,/book/show/32051912-the-alice-network
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Roots of the Reformation,"Adam, Karl",0970262108,9780970262103,0970262108,96        pp,4.27,66,"Mar 20, 1951",2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 07, 2018","Nov 02, 2018","Oct 07, 2018",,Paperback,view,/book/show/1002563.Roots_of_the_Reformation
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,News of the World,"Jiles, Paulette*",0062409204,9780062409201,0062409204,209        pp,4.08,"105,403","Oct 04, 2016","Oct 04, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 22, 2019","May 28, 2019","Sep 26, 2018",,Hardcover,view,/book/show/25817493-news-of-the-world
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rain Watcher,"Rosnay, Tatiana de*",1250200016,9781250200013,1250200016,229        pp,3.19,"7,682","Oct 23, 2018","Oct 30, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 26, 2018",,Hardcover,view,/book/show/37638024-the-rain-watcher
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Letter,"Hughes, Kathryn",1783069171,9781783069170,1783069171,265        pp,4.05,"63,426","Jun 25, 2013","Jul 02, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 19, 2018",,ebook,view,/book/show/18160436-the-letter
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Were the Lucky Ones,"Hunter, Georgia*",0399563083,9780399563089,0399563083,403        pp,4.41,"151,524","Feb 14, 2017","Feb 14, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 07, 2019","Sep 25, 2019","Sep 14, 2018",,Hardcover,view,/book/show/30267929-we-were-the-lucky-ones
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Soul of America: The Battle for Our Better Angels,"Meacham, Jon",039958983X,,B079KV32KF,372        pp,4.26,"14,752","May 08, 2018","May 08, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 17, 2018","Oct 14, 2018","Aug 09, 2018",,Kindle Edition,view,/book/show/38385947-the-soul-of-america
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House of the Spirits,"Allende, Isabel*",0553383809,9780553383805,0553383809,448        pp,4.28,"269,512",1982,"Aug 30, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 07, 2018","Sep 17, 2018","Aug 07, 2018",,Paperback,view,/book/show/9328.The_House_of_the_Spirits
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Man Called Ove,"Backman, Fredrik*",1476738025,9781476738024,,337        pp,4.38,"1,031,759","Aug 27, 2012","May 05, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,All I know is when I read the back of this book it gave me goosebumps and I knew I had to read it. I was not disappointed. Such a great read one minutAll I know is when I read the back of this book it gave me goosebumps and I knew I had to read it. I was not disappointed. Such a great read one minute I’m laughing the next minute I’m crying and I couldn’t wait to turn to the next page to see what would happen next. My only regret is there is no more to read....more,Notes are private!,0,0,1,"Jul 06, 2018","Jul 12, 2018","Jul 06, 2018",,Paperback,view (with text),/book/show/22948207-a-man-called-ove
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Buried Giant,"Ishiguro, Kazuo*",030727103X,9780307271037,030727103X,317        pp,3.57,"105,202","Mar 03, 2015",Mar 2015,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 14, 2018","Jul 06, 2018","Jun 14, 2018",,Hardcover,view,/book/show/22522805-the-buried-giant
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Educated,"Westover, Tara*",,,,352        pp,4.47,"1,525,801","Feb 20, 2018","Feb 20, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2018",,Hardcover,view,/book/show/35133922-educated
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beneath a Scarlet Sky,"Sullivan, Mark T.*",1503943372,9781503943377,1503943372,509        pp,4.43,"339,483","May 01, 2017","May 01, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 29, 2018","Jun 14, 2018","May 29, 2018",,Paperback,view,/book/show/32487617-beneath-a-scarlet-sky
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,People of the Book,"Brooks, Geraldine*",067001821X,,B002KAORZ2,372        pp,4.03,"145,889","Jan 01, 2008","Oct 01, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I really enjoyed the concept of the story how it went to present time back into the future to give you an understanding how certain events unfolded foI really enjoyed the concept of the story how it went to present time back into the future to give you an understanding how certain events unfolded for the Haggadah. Before this book I have never even heard of a Haggadah. I learned so much from fellow friends and even strangers and because of it I have a new fondness for this historical book and its traditions. ...more,Notes are private!,0,3,1,"Jul 20, 2018","Aug 05, 2018","Apr 20, 2018",,Hardcover,view (with text),/book/show/1379961.People_of_the_Book
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Shadow of the Wind        (The Cemetery of Forgotten Books, #1)","Ruiz Zafón, Carlos",,,,487        pp,4.30,"635,477",May 2001,2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 20, 2018",,Paperback,view,/book/show/1232.The_Shadow_of_the_Wind
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Red Tent,"Diamant, Anita*",0312353766,9780312353766,0312353766,324        pp,4.20,"598,757",1997,Oct 1997,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Apr 08, 2018",,Hardcover,view,/book/show/4989.The_Red_Tent
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cutting for Stone,"Verghese, Abraham*",0375414495,9780375414497,,560        pp,4.32,"387,000",2009,"Feb 03, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2018",,Hardcover,view,/book/show/3591262-cutting-for-stone
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Immortalists,"Benjamin, Chloe*",0735213186,9780735213180,0735213186,346        pp,3.71,"205,542","Jan 09, 2018","Jan 09, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2018",,Hardcover,view,/book/show/30288282-the-immortalists
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All About Love: New Visions,"hooks, bell",0688168442,9780688168445,0688168442,240        pp,4.06,"86,237","Dec 22, 1999","Dec 22, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2018",,Hardcover,view,/book/show/17607.All_About_Love
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Fires Everywhere,"Ng, Celeste*",0735224293,9780735224292,0735224293,338        pp,4.08,"1,175,380","Sep 12, 2017","Sep 12, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2018",,Hardcover,view,/book/show/34273236-little-fires-everywhere
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier,"Ambrose, Stephen E.",074347788X,9780743477888,074347788X,592        pp,4.22,"62,420","Feb 15, 1996","Oct 06, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A great read with all the fine and interesting details you would want on the most famous expedition known in the United States. It’s personal touches A great read with all the fine and interesting details you would want on the most famous expedition known in the United States. It’s personal touches on Louis and Clark their upbringing and what they went through to achieve at that time which was supposed to be impossible to achieve. Living in Washington this gives me such a state awe to know at one time this place was new and exciting and being seen for the first time by newcomers....more,Notes are private!,0,1,1,Feb 2018,"May 08, 2018","Jan 23, 2018",,Paperback,view (with text),/book/show/45546.Undaunted_Courage
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Big Stone Gap        (Big Stone Gap, #1)","Trigiani, Adriana*",0345459202,9780345459206,0345459202,320        pp,3.86,"46,405","Jan 01, 2000","Jan 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 23, 2018",,Paperback,view,/book/show/58822.Big_Stone_Gap
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stowaway: A Young Man's Extraordinary Adventure to Antarctica,"Shapiro, Laurie Gwen*",1476753881,9781476753881,,256        pp,3.52,"1,417","Jan 15, 2018","Jan 16, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2018",,ebook,view,/book/show/35416633-the-stowaway
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thunderstruck,"Larson, Erik*",1400080673,9781400080670,1400080673,392        pp,3.76,"50,571","Oct 24, 2006","Sep 25, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 10, 2018",Feb 2018,"Jan 10, 2018",,Paperback,view,/book/show/826342.Thunderstruck
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Farewell to Arms,"Hemingway, Ernest",1476764522,9781476764528,1476764522,330        pp,3.82,"321,780",Sep 1929,"Jul 08, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 26, 2017","Dec 19, 2017","Nov 26, 2017",,Paperback,view,/book/show/18775335-a-farewell-to-arms
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Walking on Water        (The Walk, #5)","Evans, Richard Paul",1451628315,9781451628319,1451628315,320        pp,4.34,"9,520","May 05, 2015","May 06, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 20, 2017","Oct 24, 2017","Oct 20, 2017",,Hardcover,view,/book/show/18144105-walking-on-water
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Step of Faith        (The Walk, #4)","Evans, Richard Paul",1451628307,9781451628302,1451628307,320        pp,4.20,"10,211","Jan 01, 2013","Apr 15, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 12, 2017","Oct 18, 2017","Oct 12, 2017",,Paperback,view,/book/show/18144147-a-step-of-faith
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Road to Grace        (The Walk, #3)","Evans, Richard Paul",1451628188,9781451628180,1451628188,234        pp,4.26,"12,235",2012,"May 08, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Oct 12, 2017not set","Oct 12, 2017not set","Oct 12, 2017",,Hardcover,view,/book/show/12275907-the-road-to-grace
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Castle,"Walls, Jeannette*",074324754X,9780743247542,074324754X,288        pp,4.31,"1,212,415",Jan 2005,"Jan 17, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 25, 2019","Feb 10, 2019","Aug 15, 2017",,Paperback,view,/book/show/7445.The_Glass_Castle
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everyone Brave Is Forgiven,"Cleave, Chris*",1501124374,9781501124372,1501124374,418        pp,3.76,"43,845","Feb 02, 2016","May 03, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 14, 2017","Sep 12, 2017","Aug 14, 2017",,Hardcover,view,/book/show/25814512-everyone-brave-is-forgiven
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Underground Railroad,"Whitehead, Colson*",0385542364,9780385542364,0385542364,320        pp,4.06,"401,202","Aug 02, 2016","Aug 02, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 08, 2018","May 29, 2018","Aug 10, 2017",,Hardcover,view,/book/show/30555488-the-underground-railroad
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Piece of the World,"Kline, Christina Baker*",,,,325        pp,3.86,"65,653","Feb 21, 2017","Feb 21, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2017",,Kindle Edition,view,/book/show/35530263-a-piece-of-the-world
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Miles to Go        (The Walk, #2)","Evans, Richard Paul",1439191379,9781439191378,1439191379,320        pp,4.31,"14,796","Apr 05, 2011","Apr 05, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 18, 2017","Jul 26, 2017","Jul 18, 2017",,Hardcover,view,/book/show/8720415-miles-to-go
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Language of Flowers,"Diffenbaugh, Vanessa*",034552554X,9780345525543,034552554X,323        pp,4.09,"221,659","Aug 23, 2011","Aug 23, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 09, 2017","Jul 13, 2017","Jul 09, 2017",,Hardcover,view,/book/show/10032672-the-language-of-flowers
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Lion: Winston Spencer Churchill: Visions of Glory, 1874-1932","Manchester, William",0385313489,9780385313483,0385313489,992        pp,4.33,"15,178","Jan 01, 1983","Apr 01, 1984",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 06, 2017","Mar 16, 2018","Jul 06, 2017",,Paperback,view,/book/show/19809.The_Last_Lion
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The American Spirit: Who We Are and What We Stand For,"McCullough, David",1501174215,9781501174216,1501174215,176        pp,4.23,"6,378","Apr 18, 2017","Apr 18, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 29, 2017","Jul 06, 2017","Jun 29, 2017",,Hardcover,view,/book/show/34006943-the-american-spirit
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Into the Water,"Hawkins, Paula*",0735211205,9780735211209,0735211205,386        pp,3.59,"388,705","May 02, 2017","May 02, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 23, 2017","Jun 28, 2017","Jun 23, 2017",,Hardcover,view,/book/show/33151805-into-the-water
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Broken Road        (The Broken Road, #1)","Evans, Richard Paul",1501111647,9781501111648,1501111647,304        pp,4.03,"10,292","May 02, 2017","May 02, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 18, 2017","Jun 22, 2017","Jun 18, 2017",,Hardcover,view,/book/show/25814229-the-broken-road
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shack,"Young, William Paul",1455567604,9781455567607,1455567604,272        pp,3.83,"651,421","May 01, 2007","Nov 22, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 13, 2017","Jun 17, 2017","Jun 13, 2017",,Paperback,view,/book/show/27170166-the-shack
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Handmaid’s Tale        (The Handmaid's Tale, #1)","Atwood, Margaret*",,,,311        pp,4.14,"2,047,002",1985,Apr 1998,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,May 2017,"May 29, 2017","May 01, 2017",,Paperback,view,/book/show/38447.The_Handmaid_s_Tale
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Higher Call: An Incredible True Story of Combat and Chivalry in the War-Torn Skies of World War II,"Makos, Adam*",0425252868,9780425252864,0425252868,392        pp,4.36,"25,534","Dec 19, 2012","Dec 19, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 29, 2017","Jun 13, 2017","Apr 29, 2017",,Hardcover,view,/book/show/15808816-a-higher-call
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dead Wake: The Last Crossing of the Lusitania,"Larson, Erik*",0307408876,9780307408877,0307408876,430        pp,4.11,"144,182",2015,2016,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 04, 2017",May 2017,"Apr 04, 2017",,Paperback,view,/book/show/28686819-dead-wake
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Light Between Oceans,"Stedman, M.L.*",1451681755,9781451681758,1451681755,345        pp,4.04,"458,091","Mar 20, 2012","Apr 02, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 27, 2017","Apr 04, 2017","Mar 27, 2017",,Paperback,view,/book/show/15015259-the-light-between-oceans
