,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Elizabeth's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
604,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Cursed Child: Parts One and Two        (Harry Potter, #8)","Rowling, J.K.",,,0751565350,343        pp,3.49,"1,019,881","Jul 31, 2016","Jul 31, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Claire read it before me!!!,Notes are private!,0,0,1,not set,not set,"Feb 01, 2017",,Hardcover,view (with text),/book/show/29056083-harry-potter-and-the-cursed-child
605,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Not So Perfect Life,"Kinsella, Sophie*",0593074793,9780593074794,0593074793,448        pp,3.81,"122,287","Feb 07, 2017","Feb 07, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I simply love Sophie Kinsella! Her standalone books are always so fun. I've read every single one of Kinsella's books and I would put this one right bI simply love Sophie Kinsella! Her standalone books are always so fun. I've read every single one of Kinsella's books and I would put this one right behind Can You Keep a Secret and Undomestic Goddess. I definitely recommend if you want a fun, easy read! ...more",Notes are private!,0,1,2,"Mar 29, 2019Feb 08, 2017","Mar 29, 2019Feb 17, 2017","Feb 01, 2017",,Paperback,view (with text),/book/show/30821598-my-not-so-perfect-life
606,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Enormous Smallness,"Burgess, Matthew",159270171X,9781592701711,159270171X,64        pp,4.28,"1,398","Apr 07, 2015","Apr 07, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 31, 2017",,Hardcover,view,/book/show/23129884-enormous-smallness
607,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Thinking, Fast and Slow","Kahneman, Daniel",0374275637,9780374275631,0374275637,499        pp,4.18,"498,227","Oct 25, 2011","Oct 25, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2017",,Hardcover,view,/book/show/11468377-thinking-fast-and-slow
608,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nine Women, One Dress","Rosen, Jane L.*",0385541406,9780385541404,0385541406,261        pp,3.83,"18,280","May 01, 2016","Jul 12, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Absolutely adorable! This is a book composed of many different intersecting stories they revolve around the same ""little black dress."" It was a total Absolutely adorable! This is a book composed of many different intersecting stories they revolve around the same ""little black dress."" It was a total fluff read but well worth it!! ...more",Notes are private!,0,0,1,"Feb 22, 2017","Feb 25, 2017","Jan 30, 2017",,Hardcover,view (with text),/book/show/27245903-nine-women-one-dress
609,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Planet of the Lawn Gnomes        (Goosebumps Most Wanted, #1)","Stine, R.L.*",0545417988,9780545417983,0545417988,154        pp,3.85,"1,168","Oct 01, 2012","Oct 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 29, 2017",,Paperback,view,/book/show/13586902-planet-of-the-lawn-gnomes
610,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I Even Funnier        (I Funny, #2)","Patterson, James*",009956744X,9780099567448,009956744X,368        pp,4.29,"5,978","Dec 05, 2013","Jan 01, 1884",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 29, 2017",,Hardcover,view,/book/show/17612524-i-even-funnier
611,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Jungle Book,"Johnson, Dan",0866119884,9780866119887,0866119884,240        pp,4.13,"1,169","Jun 28, 1994","Jan 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 29, 2017",,Library Binding,view,/book/show/1851459.The_Jungle_Book
612,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Auggie & Me: Three Wonder Stories        (Wonder #1.5, 1.6, 1.7)","Palacio, R.J.",0552574775,9780552574778,0552574775,303        pp,4.28,"38,093",2014,"Aug 27, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 29, 2017",,Paperback,view,/book/show/25324132-auggie-me
613,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Memory of Light,"Stork, Francisco X.*",0545474329,9780545474320,0545474329,336        pp,3.98,"6,273","Jan 26, 2016","Jan 26, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a well written book about mental health and teenagers. Specifically, depression and suicidal ideation. While it wasn't a completely realisticThis was a well written book about mental health and teenagers. Specifically, depression and suicidal ideation. While it wasn't a completely realistic view of hospitals and psychiatrists, it was a captivating story and highlighted several mental illnesses. The author used correct descriptions of both depression and schizophrenia. As a therapist, I was able to identify with much of this story. This will be a perfect book to recommend to teens struggling with depression. ...more",Notes are private!,0,1,1,"Feb 04, 2017","Feb 08, 2017","Jan 28, 2017",,Hardcover,view (with text),/book/show/25665016-the-memory-of-light
614,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"17 Carnations: The Royals, the Nazis and the Biggest Cover-Up in History","Morton, Andrew*",1455527114,9781455527113,1455527114,370        pp,3.34,"3,433","Mar 09, 2015","Mar 10, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Enjoyed the first half but then it got super boring. Maybe it would have been better to read and not just listen to. Made myself finish listening.,Notes are private!,0,0,1,"Jan 24, 2017","Feb 06, 2017","Jan 24, 2017",,Hardcover,view (with text),/book/show/22313811-17-carnations
615,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Trumpet of the Swan,"White, E.B.",0064408671,9780064408677,0064408671,252        pp,4.10,"77,728",1970,2000,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I can't remember reading this book as a child but I am so glad to have read it now. I read a children's biography on EB White and decided to read his I can't remember reading this book as a child but I am so glad to have read it now. I read a children's biography on EB White and decided to read his children's books this year. He is one of the few writers that can really capture pure joy and magic that makes reading so fun. A bird who can write, play trumpet, and fall in love? Not to mention saving a life and creating business plans. This book should be a must read for everyone. If you never read it or haven't read it since you were a kid, go get it. ...more",Notes are private!,0,0,1,"Jan 28, 2017","Feb 04, 2017","Jan 01, 2017",,Paperback,view (with text),/book/show/24335.The_Trumpet_of_the_Swan
616,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stuart Little,"White, E.B.",0064400565,9780064400565,B00AHFYJQE,131        pp,3.90,"125,732",1945,1973,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 16, 2017","May 25, 2017","Jan 01, 2017",,Paperback,view,/book/show/138959.Stuart_Little
617,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House at Riverton,"Morton, Kate*",0330448447,9780330448444,0330448447,599        pp,3.95,"118,048",2006,"Jun 15, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the third Kate Morton book I've read and I finish each one with the same reaction: """"Wow, just wow."" This was her first book and while I belieThis is the third Kate Morton book I've read and I finish each one with the same reaction: """"Wow, just wow."" This was her first book and while I believe she has improved in her later books, this was still an incredibly written story and piece of historical fiction. Just when I was wondering how she would pull it off, she completely shocks me. Her books are thoughtful and in my experience, not easy to fly through. I spend a lot of time with her characters and by the end, I feel very familiar with them. If you need a new author to check out, you can't go wrong here. ...more",Notes are private!,0,0,1,"Feb 25, 2017","Apr 12, 2017","Jan 01, 2017",,Paperback,view (with text),/book/show/1278752.The_House_at_Riverton
618,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wonder        (Wonder, #1)","Palacio, R.J.",,,,315        pp,4.37,"1,086,017","Feb 14, 2012","Feb 14, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Tears. So many tears. This should be required reading for all humans. This book has so much to teach us about kindness and love. The author really hitTears. So many tears. This should be required reading for all humans. This book has so much to teach us about kindness and love. The author really hit the jackpot with Auggie. This may be in my top ten best books ever. ...more,Notes are private!,0,0,2,"Apr 13, 2017not set","Apr 16, 2017not set","Dec 11, 2016",,Hardcover,view (with text),/book/show/11387515-wonder
619,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sisters        (Smile #2),"Telgemeier, Raina*",0545540607,9780545540605,0545540607,199        pp,4.33,"99,616","Aug 26, 2014","Aug 26, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 26, 2016",,Paperback,view,/book/show/18225810-sisters
620,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Smile        (Smile, #1)","Telgemeier, Raina*",0545132053,9780545132053,0545132053,214        pp,4.24,"276,268","Jul 12, 2009","Feb 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 26, 2016",,Hardcover,view,/book/show/6393631-smile
621,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Some Writer!: The Story of E. B. White,"Sweet, Melissa",0544319591,9780544319592,0544319591,176        pp,4.15,"5,643","Oct 04, 2016","Oct 04, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a beautiful and fun biography of an extraordinary writer, EB White. I learned a lot about White and his stories. He seemed like a genuine perThis was a beautiful and fun biography of an extraordinary writer, EB White. I learned a lot about White and his stories. He seemed like a genuine person who loved books and writing. I plan to reread his books this year to refresh my memory. The illustrations of this book are so captivating and the layout was just right. I highly recommend! ...more",Notes are private!,0,0,1,Dec 2016,Jan 2017,"Nov 25, 2016",,Hardcover,view (with text),/book/show/28114411-some-writer
622,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nicholas and Alexandra,"Massie, Robert K.",,,B004KPM23Y,640        pp,4.22,"28,704","Jun 30, 1967","Aug 17, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was my year to focus on Russian history and literature so I read this book alongside Anna Karenina-which I'm still reading. Nicholas and AlexandrThis was my year to focus on Russian history and literature so I read this book alongside Anna Karenina-which I'm still reading. Nicholas and Alexandra was such a well written book. It filled in many gaps in my knowledge about Russia as well as world history. Nicholas II is now one of my favorite historical people. He wasn't perfect and made mistakes, particularly in handling WWI. However, no one deserves what he received. Alexandra did bother me a good bit but Nicholas loved her so I guess I can too. I highly recommend for all to read-for history buffs and not so buffs like me :)...more",Notes are private!,0,2,1,Jan 2017,"Jun 30, 2017","Nov 21, 2016",,Kindle Edition,view (with text),/book/show/11013349-nicholas-and-alexandra
623,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sword Thief        (The 39 Clues, #3)","Lerangis, Peter",0545135702,9780545135702,0545135702,156        pp,3.90,"50,639","Apr 01, 2009","Apr 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 09, 2016",,Hardcover,view,/book/show/5861926-the-sword-thief
624,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Harvest,"Gerritsen, Tess*",067155302X,9780671553029,067155302X,368        pp,4.16,"24,567",1996,"Aug 01, 1997",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 09, 2016","Nov 19, 2016","Nov 09, 2016",,Mass Market Paperback,view,/book/show/40482.Harvest
625,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Victoria The Queen: An Intimate Biography of the Woman Who Ruled an Empire,"Baird, Julia",,,,752        pp,4.10,"11,186","Nov 22, 2016","Nov 22, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Anyone who knows me knows I love a good royal biography and this one did not disappoint! Each time I read about the 1800s, it fills in my knowledge gaAnyone who knows me knows I love a good royal biography and this one did not disappoint! Each time I read about the 1800s, it fills in my knowledge gaps more and more. World history has never been my strong suit, but I am enjoying branching out. This book details the life of Queen Victoria, before she was queen and then her whole reign. I learned many new details of her life I did not know (she was a little crazy to tell you the truth!) and it made me love her even more! The pictures were very interesting too. I can't get over how much Bertie (her eldest son) looked like Czar Nicholas II (of course, his son-who became King George V-was Nicholas twin cousin (once removed-ish). And since I read a biography on Nicholas and Alexandra this year, my reading has come full circle! I highly recommend for a good royal read!! ...more",Notes are private!,0,0,1,"Jul 02, 2017","Aug 25, 2017","Oct 26, 2016",,Kindle Edition,view (with text),/book/show/24423800-victoria-the-queen
626,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Come Rain or Come Shine        (Mitford Years, #13)","Karon, Jan",0399167455,9780399167454,0399167455,287        pp,4.23,"12,106","Sep 22, 2015","Jan 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 21, 2016","Oct 22, 2016","Oct 23, 2016",,Hardcover,view,/book/show/24875378-come-rain-or-come-shine
627,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Night of the Living Dummy        (Goosebumps, #7)","Stine, R.L.*",0439568404,9780439568401,0439568404,134        pp,3.84,"30,885",May 1993,"Sep 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 01, 2016",,Paperback,view,/book/show/125564.Night_of_the_Living_Dummy
628,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"One False Note        (The 39 Clues, #2)","Korman, Gordon",0545060427,9780545060424,0545060427,174        pp,3.90,"53,352","Dec 01, 2008","Dec 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 01, 2016",,Hardcover,view,/book/show/3552023-one-false-note
629,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Maze of Bones        (The 39 Clues, #1)","Riordan, Rick*",0545060397,9780545060394,0545060397,220        pp,3.86,"84,881",unknown,"Sep 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 01, 2016",,Hardcover,view,/book/show/2921082-the-maze-of-bones
630,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shine,"Picoult, Jodi*",,9780399178535,,42        pp,3.91,"9,639","Sep 13, 2016","Sep 13, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Oct 2016,Oct 2016,"Oct 01, 2016",,ebook,view,/book/show/31279715-shine
631,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Great Things,"Picoult, Jodi*",0345544951,9780345544957,0345544951,480        pp,4.36,"373,263",2016,"Oct 11, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I always love a Jodi book and the return to the courtroom was very enjoyable. She has a way of taking a tough subject and making it so personal and faI always love a Jodi book and the return to the courtroom was very enjoyable. She has a way of taking a tough subject and making it so personal and familiar. It wasn't a perfect book but it was fast paced and made me think, which is always a good thing! ...more",Notes are private!,0,1,1,"Oct 23, 2016","Oct 31, 2016","Oct 01, 2016",,Hardcover,view (with text),/book/show/28587957-small-great-things
632,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Distant Hours,"Morton, Kate*",1439152780,9781439152782,1439152780,562        pp,3.89,"79,447","Nov 09, 2010","Nov 09, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kate Morton has a way of writing that is so unique and suspenseful. Her books are always a little slow to start but there is always a turning point whKate Morton has a way of writing that is so unique and suspenseful. Her books are always a little slow to start but there is always a turning point where the reader is hooked. The Distant Hours is no exception. Historical fiction, a book about books, Jane Eyre references....what more is needed? I highly recommend! ...more",Notes are private!,0,1,1,"Apr 23, 2020","May 06, 2020","Sep 26, 2016",,Hardcover,view (with text),/book/show/6746018-the-distant-hours
633,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Skylight Confessions,"Hoffman, Alice*",0316058785,9780316058780,0316058785,264        pp,3.70,"9,197","Jan 01, 2007","Jan 11, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Loved the magical Hoffman writing as per usual but felt this ended too abruptly and left me hanging somewhat.,Notes are private!,0,0,1,"Sep 09, 2016","Sep 26, 2016","Sep 09, 2016",,Hardcover,view (with text),/book/show/22889.Skylight_Confessions
634,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Faithful,"Hoffman, Alice*",1476799202,9781476799209,1476799202,258        pp,4.00,"36,413","Feb 09, 2017","Nov 01, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh Alice, you are simply the best. I loved this book, a tale of a survivor.",Notes are private!,0,0,1,"Nov 19, 2016","Nov 21, 2016","Sep 05, 2016",,Hardcover,view (with text),/book/show/29430788-faithful
635,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Gentleman in Moscow,"Towles, Amor*",,,,462        pp,4.33,"543,302","Sep 06, 2016","Sep 06, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This may very well be one of the best books I have read in a very long time. Just as with his first book, Towles has delivered a smart and clever protThis may very well be one of the best books I have read in a very long time. Just as with his first book, Towles has delivered a smart and clever protagonist. Count Alexander Rostov is officially a favorite of mine now. I’ll be honest, parts of the beginning were slow, but not boring. It’s just not light reading. It takes a certain amount of brain power (which is not always available to me at night!) because it’s so smartly done. It quickly became a book I looked forward to reading. I realized how wonderful it was to savor and fall in love with the story and the characters. Every one was just lovely! As I finished it, I was filled with happiness. I will miss the Count and his cronies and will think of them often-a sure sign of an excellent book. I highly recommend. ...more",Notes are private!,0,1,1,"Jan 03, 2018","Mar 29, 2018","Aug 24, 2016",,Hardcover,view (with text),/book/show/29430012-a-gentleman-in-moscow
636,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mercy Watson: Princess in Disguise,"DiCamillo, Kate*",0763630144,9780763630140,0763630144,70        pp,4.20,"4,348","Jan 01, 2007","Jul 10, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 18, 2016",,Hardcover,view,/book/show/37195.Mercy_Watson
637,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Don't Ever Get Sick at Granny's        (Ghosts of Fear Street, #16)","Stine, R.L.*",0671001884,9780671001889,0671001884,144        pp,3.59,270,"Jan 01, 1997","Jan 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 18, 2016",,Paperback,view,/book/show/176605.Don_t_Ever_Get_Sick_at_Granny_s
638,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sitting Still Like a Frog: Mindfulness Exercises for Kids,"Snel, Eline",1611800587,9781611800586,1611800587,112        pp,4.17,"1,906",Oct 2010,"Dec 03, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 17, 2016","Aug 17, 2016","Aug 17, 2016",,Paperback,view,/book/show/17568811-sitting-still-like-a-frog
639,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Haunted Mask        (Goosebumps, #11)","Stine, R.L.*",0439568331,9780439568333,0439568331,144        pp,3.86,"23,331",Sep 1993,"Sep 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 16, 2016",,Paperback,view,/book/show/308540.The_Haunted_Mask
640,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mercy Watson to the Rescue,"DiCamillo, Kate*",0763622702,9780763622701,0763622702,68        pp,4.10,"12,741","Aug 23, 2005","Aug 23, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 16, 2016",,Hardcover,view,/book/show/37191.Mercy_Watson_to_the_Rescue
641,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Son of Slappy        (Goosebumps Most Wanted, #2)","Stine, R.L.*",0545417996,9780545417990,0545417996,134        pp,4.09,"1,355","Jan 01, 2013","Jan 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 15, 2016",,Paperback,view,/book/show/15809662-son-of-slappy
642,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Miss Peregrine's Home for Peculiar Children        (Miss Peregrine's Peculiar Children, #1)","Riggs, Ransom",,,,352        pp,3.92,"1,262,165","Jun 07, 2011","Jun 07, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I would give this 3.5 stars. I liked the exposition but the build up to the climax actually bored me and I found myself waiting for it to be over. GraI would give this 3.5 stars. I liked the exposition but the build up to the climax actually bored me and I found myself waiting for it to be over. Granted, this type of fantasy is not my favorite genre, so that may have something to do with it. However I definitely picked up on some allegory to the Holocaust and found that incredibly interesting. Not to mention the concept of writing a story based on old random pictures. So bonus points for originality! ...more",Notes are private!,0,0,1,"Aug 13, 2016","Sep 02, 2016","Aug 13, 2016",,Hardcover,view (with text),/book/show/9460487-miss-peregrine-s-home-for-peculiar-children
643,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Truly Madly Guilty,"Moriarty, Liane*",1250125561,9781250069795,,432        pp,3.59,"294,064","Jul 26, 2016","Jul 26, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was really excited about this new book and while it was a well written and intriguing story, I have to admit, it wasn't on the same level as some ofI was really excited about this new book and while it was a well written and intriguing story, I have to admit, it wasn't on the same level as some of her others. It was one of those where I had a hard time finding sympathy for many of the main characters. I think more character development was needed. ...more",Notes are private!,0,0,1,"Jul 26, 2016","Aug 07, 2016","Jul 26, 2016",,Hardcover,view (with text),/book/show/26247008-truly-madly-guilty
644,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Giving Tree,"Silverstein, Shel",0060256656,9780060256654,,64        pp,4.38,"1,126,572",1964,"Oct 07, 1964",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 25, 2016",,Hardcover,view,/book/show/370493.The_Giving_Tree
645,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Light We Cannot See,"Doerr, Anthony*",1476746583,9781476746586,1476746583,531        pp,4.32,"1,661,297","May 06, 2014","Jan 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This should be required reading for everyone. What an amazing and beautiful story about such a dark time. It was weaved together in a remarkable and uThis should be required reading for everyone. What an amazing and beautiful story about such a dark time. It was weaved together in a remarkable and unforgettable way. It is not light reading but so worth the time spent. ...more,Notes are private!,0,0,1,"Jun 09, 2016","Jul 24, 2016","Jun 09, 2016",,Hardcover,view (with text),/book/show/18143977-all-the-light-we-cannot-see
646,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reconstructing Amelia,"McCreight, Kimberly*",006222543X,9780062225436,006222543X,382        pp,3.83,"132,425","Apr 02, 2013","Apr 02, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 24, 2016","Jun 28, 2016","Jun 08, 2016",,Hardcover,view,/book/show/15776309-reconstructing-amelia
647,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mercy Watson Fights Crime,"DiCamillo, Kate*",0763625906,9780763625900,0763625906,70        pp,4.25,"4,657","Aug 22, 2006","Aug 22, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 07, 2016",,Hardcover,view,/book/show/243424.Mercy_Watson_Fights_Crime
648,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marvin K. Mooney Will You Please Go Now!,Dr. Seuss,0007169892,9780007169894,0007169892,36        pp,3.96,"9,167","Aug 12, 1971","Aug 04, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 01, 2016",,Paperback,view,/book/show/259920.Marvin_K_Mooney_Will_You_Please_Go_Now_
649,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where They Found Her,"McCreight, Kimberly*",0062225472,9780062225474,0062225472,352        pp,3.83,"38,408","Apr 14, 2015","Apr 19, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Good story with some suspenseful twists! I had a little trouble connecting to the characters but it was still a worthwhile read and a fast paced novelGood story with some suspenseful twists! I had a little trouble connecting to the characters but it was still a worthwhile read and a fast paced novel. ...more,Notes are private!,0,0,1,"May 28, 2016","Jun 04, 2016","May 28, 2016",,Paperback,view (with text),/book/show/25816730-where-they-found-her
650,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Old School        (Diary of a Wimpy Kid, #10)","Kinney, Jeff*",1419717014,9781419717017,1419717014,224        pp,4.30,"61,397","Nov 03, 2015","Nov 03, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 28, 2016",,Hardcover,view,/book/show/25222064-old-school
