,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Elisa's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il valzer degli addii,"Kundera, Milan",884521589X,9788845215896,884521589X,246        pp,3.87,"17,320",1972,1990,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gran parte dei personaggi di questo libro sono degli insulsi egoisti, ciechi e sordi - ma non muti, quello mai, perché per ottenere si deve chiedere -Gran parte dei personaggi di questo libro sono degli insulsi egoisti, ciechi e sordi - ma non muti, quello mai, perché per ottenere si deve chiedere - di fronte agli altri. Rincorrono mille personali concezioni di felicità, che in realtà sono solo declinazioni della stessa: avere un peso. La gelosia, il desiderio di liberarsi di una relazione extraconiugale, la consapevolezza di aver sedotto un uomo importante, l'orgoglio di suonare in un concerto con un artista famoso, partire verso un altrove che promette maggiori riconoscimenti, agire per un ideale considerato superiore, persino il fare i santi: sono solo mezzi per uno stesso fine. Avere l'illusione di risplendere, chiudere gli occhi di fronte alla propria individualità mischiata ad altre individualità (le quali, di conseguenza, avranno ben poca consistenza).Si muovono all'interno di uno stabilimento termale per la cura della sterilità come monadi impazzite. I loro desideri si incastrano armoniosamente, proprio come i passi in un valzer, tanto da dare l'illusione che il loro sia un vero incontro. In realtà è solo il prologo di un addio: dopo aver ottenuto, si passa ad altri passi, altre danze, altri ballerini. Nello stabilimento, non a caso, non si cerca di creare l'altro da sé, ma una semplice e volgarissima copia di se stessi, come non è un caso che l'artefice della moltiplicazione sia l'unico dal quale non sgorgano mai le parole del racconto. Come se fosse un dio orgoglioso di se stesso in modo puro ed eterno, senza giustificazioni emotive né ammissioni di debolezza. L'essenza che guida tutti gli altri. Da questa nuvola di bambini che giocano a costruirsi un'idea appagante di sé, l'amore esce come sabbia bagnata attraverso un setaccio, vermiforme. La convinzione che sia l'amore a rendere meritevole una vita si rotola tra le pagine uscendo dalla bocca di molti personaggi, ma è solo una palla di sterpaglia secca, voluminosa ma vuota. Pare che Kundera volesse dirci che l'amore è possibile, ed esiste, solo nel momento in cui promette. Dopo, sono solo giravolte sul posto e inchini al prossimo cavaliere....more",Notes are private!,0,2,1,"May 06, 2013","May 31, 2013","May 06, 2013",,Paperback,view (with text),/book/show/10479295-il-valzer-degli-addii
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Storia di un gatto e del topo che diventò suo amico,"Sepúlveda, Luis",8823503337,9788823503335,8823503337,86        pp,4.09,"3,949",2012,"Nov 15, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 30, 2013","Apr 29, 2013",,Paperback,view,/book/show/16151179-storia-di-un-gatto-e-del-topo-che-divent-suo-amico
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Antichi Maestri,"Bernhard, Thomas",8845909441,9788845909443,8845909441,198        pp,4.15,"3,457",1985,"Nov 09, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2013",,Paperback,view,/book/show/9474424-antichi-maestri
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paura,"Zweig, Stefan",8845926346,9788845926341,8845926346,113        pp,4.13,"22,847",1910,"Oct 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2013",,Paperback,view,/book/show/13066851-paura
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ogni passione spenta,"Sackville-West, Vita",8856500515,9788856500516,8856500515,167        pp,3.99,"4,058",1931,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2013",,Paperback,view,/book/show/13456080-ogni-passione-spenta
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La pulizia etnica della Palestina,"Pappé, Ilan",8881129086,9788881129089,8881129086,364        pp,4.52,"6,642",2006,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Mar 14, 2013",,Paperback,view,/book/show/11139646-la-pulizia-etnica-della-palestina
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il libro dell'inquietudine,"Pessoa, Fernando",8807816261,9788807816260,8807816261,286        pp,4.41,"30,714",1982,"Oct 06, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2013",,Paperback,view,/book/show/2092897.Il_libro_dell_inquietudine
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Abecedary,"Parise, Goffredo",0810160609,9780810160606,0810160609,147        pp,4.04,46,1972,"Nov 11, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2013",,Paperback,view,/book/show/430942.Abecedary
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amok,"Zweig, Stefan",8845918572,9788845918575,8845918572,105        pp,4.00,"21,172",1922,2004,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2013",,Paperback,view,/book/show/9711481-amok
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Per chi suona la campana,"Hemingway, Ernest",8804487739,9788804487739,8804487739,501        pp,3.98,"293,567",Oct 1940,1996,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 16, 2013","Jul 14, 2013","Feb 28, 2013",,Paperback,view,/book/show/3750760-per-chi-suona-la-campana
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Barry Lyndon,"Thackeray, William Makepeace",8817025011,9788817025010,8817025011,368        pp,3.63,"2,506",1844,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 24, 2013",,Paperback,view,/book/show/12397998-barry-lyndon
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tutto il teatro,"Kane, Sarah",8806153927,9788806153922,8806153927,220        pp,4.33,"4,317",2000,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 21, 2013",,Paperback,view,/book/show/9669350-tutto-il-teatro
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bartleby the Scrivener,"Melville, Herman",0974607800,9780974607801,0974607800,80        pp,3.93,"64,870",Dec 1853,"May 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2013",,Paperback,view,/book/show/114230.Bartleby_the_Scrivener
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il processo,"Kafka, Franz",8804307684,9788804307686,8804307684,224        pp,3.96,"325,625","Apr 26, 1925","Feb 01, 1988",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mentre leggevo a letto, la scorsa settimana, mi sono addormentata con Il processo tra le mani. Ho sognato di continuare a leggere, ma la lettura in soMentre leggevo a letto, la scorsa settimana, mi sono addormentata con Il processo tra le mani. Ho sognato di continuare a leggere, ma la lettura in sogno è diventata più morbosa e soffocante, dato che ogni parola diveniva realtà man mano che leggevo. Nel sogno tutto ciò che durante la lettura era solo affar di K. diventava affar mio. E in questi casi non c'è modo di scappare, a parte iniziare a dedurre dai colori alterati intorno a te che stai deambulando in uno dei tuoi ingarbugliatissimi sogni. Ma questo succede poche volte e, quando accade, si finisce sempre a fare sforzi titanici e limitarsi a sognare di svegliarsi, per poi precipitare nuovamente nell'incubo.Io non credo che Kafka volesse parlarci solo di un processo. L'alienazione dell'imputato, il dramma della difesa, l'incertezza dell'esito e del proprio futuro sono sì petali di uno stesso fiore - cupo, funereo - , ma quel fiore non sta solo in mezzo al nulla. Sta in un mazzo di fiori altrettanto triste, in quella corona in cui gli steli non si distinguono l'uno dall'altro e che va sotto il nome di società. Una delle tante domande che sorgono spontanee è se K sia colpevole. E di cosa?C'è chi dice che si è sottoposto al processo con troppa facilità, con il piglio di chi - in fondo - tanto in pace con se stesso non si sente. Sì, certo, ma per cosa? K., il martoriato K., fa qualcosa di strano?La risposta, per me, è sì. Ci sono tanti cortocircuiti durante la narrazione, fatti apparentemente inspiegabili che sembrano il risultato di un colpo di testa dei personaggi. Questi cortocircuiti hanno quasi sempre per oggetto una donna. La donna del portinaio viene portata via come un sacco di patate dallo studente, l'infermiera dell'avvocato sembra farsela un po' con tutti gli uomini di casa e non. K si stupisce, si indigna, rimane confuso. Ma, animella innocente, si comporta esattamente allo stesso modo. Quel criterio organizzatore dello spazio incentrato sul contrasto basso/alto e aperto/chiuso (il regno dei comuni sta nelle stanze di una casa e nelle strade, e quello del potere si rintana in soffitte asfittiche - le cancellerie e la camera del pittore - che rendono impossibile respirare), questo criterio K lo applica pari pari ai propri rapporti con l'unica donna su cui nessun altro uomo allunghi una mano: la Burstner. In preda a un istinto animalesco ne bacia e succhia le labbra, e poi la aspetta come una preda, al buio, senza riuscire a incontrarla. Questo gli dà sui nervi, ed è allora che si forma nel suo cervello il pensiero che dimostra la sua colpevolezza:K. non intendeva aver torto, K. non intendeva esagerare. Sapeva che la Burstner era una piccola dattilografa la quale non gli avrebbe resistito a lungo.In una frase c'è tutto. Ci sono le cancellerie, c'è il potere che decide sui poveri cristi seduti sulle panche coi loro cappelli in ordine, ad aspettare la grazia di un avanzamento nel proprio processo: la dipendenza del piccolo e comune dal potente. Se sei una dattilografa, e per lo più piccola, non puoi avere capacità di scelta di fronte al volere di un impiegato che fa carriera in una banca. K è tale e quale al giudice che si fa ritrarre seduto su un trono nonostante non ricopra posizioni di prestigio: basta poco a gratificarsi l'ego con un ritratto pomposo. E perché lo fa? Per la sua amante.E allora ecco che, davvero, ogni singolo membro della società fa parte del tribunale, proprio come dice il pittore. Le donne sulle scale, le donne per la strada, nelle cancellerie, i signori col cappello che deducono lo status di imputato dalla forma delle labbra, K. K è colpevole di essere un individuo sociale. Ha firmato quel patto che gli permette di sfruttare quel piccolo pacchetto di potere che la società gli ha concesso, sotto forma di un impiego appetibile e di una buona posizione, mentre gli altri fanno altrettanto gli uni con gli altri, tutti pronti a influire e dominare, con il sesso, con l'adulazione di un ritratto non realistico, con un processo. Solo che K, come altri, finisce per non saperlo più usare. Non gli riesce proprio più. Diventa l'altro lato del rapporto, il debole, quello che aspetta col cappello sotto la panca, l'imputato. Rifiuta gli interrogatori, in ufficio viene superato dal vicedirettore, cerca di salvare i torturati dello stanzino con una mazzetta ma poi preferisce chiudere la porta e fare il sordo, la donna che desidera non compare al suo cospetto. Solo alla fine la Burstner si farà vedere, aggirandosi per la città come un fantasma, mentre K, detronizzato dal suo ritratto, si avvierà verso la sua condanna (poteva ancora avere un posto in quella società?).Come un cane, la quintessenza del servilismo. E gli parve che la vergogna gli dovesse sopravvivere. Forse perché, un tempo, quel cane mordeva.(A che livello dello specchio sto con questa arrampicata?)...more",Notes are private!,0,8,1,"Feb 07, 2013","Feb 18, 2013","Feb 07, 2013",,Paperback,view (with text),/book/show/3413100-il-processo
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La sonata a Kreutzer,"Tolstoy, Leo",881715363X,9788817153638,881715363X,151        pp,3.87,"30,029",1889,2000,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sono un rudere, io, un menomato. Una cosa sola c'è in me, so ""io"": e ho fede di sapere quello che non tutti riusciranno a conoscere tanto presto.QualcSono un rudere, io, un menomato. Una cosa sola c'è in me, so ""io"": e ho fede di sapere quello che non tutti riusciranno a conoscere tanto presto.Qualche tempo fa, nel tentativo di consolare un'amica che, avendo lasciato il proprio ragazzo e avendolo rivisto con un'altra, si sentiva quantomai sola e ripeteva ""Alla fine rimango sola sempre e solo io"", ho compiuto uno degli errori più grossi della mia carriera di consolatrice. Le ho risposto, con la convinzione di darle sicuramente molto sollievo, quello che da tempo ho constatato: ""Sei solo anche quando stai con qualcuno"". L'altra ragazza che era al momento con noi ha tremato sul posto, tanto il movimento di dissenso espresso dalla sua testa era forte. ""No, se stai con qualcuno non sei solo"", ha detto mitigando l'indignazione con una risata nervosa ""solo che..."" ed è passata ad altre consolazioni socialmente più accettabili. Be', bella mia, bisogna vedere allora che cosa si intenda per solitudine. Se si fa riferimento solo al piano fisico, allora tanto vale prendersi un gatto. Ma se si intende quello spirituale, allora posso portare sul banco delle prove tutta una caterva di sensazioni, pensieri, angosce e costrutti mentali che dimostrano quanto due persone, seppure insieme, seppure unite in una relazione più o meno stabile, siano in realtà lontane anni luce e addirittura parlino (e più spesso non parlino) lingue diverse. Se avete letto il libro, capirete perché io, incontrando Pozdnysev su quel treno diretto dalla notte verso l'alba, mi sia sentita invasa da un sentimento di rivalsa. ""L'amore... l'amore è la preferenza assoluta di una, o di uno, nei confronti di tutti gli altri.""""Preferenza per quanto tempo: un mese, due mesi, mezz'ora?""""No, scusi, lei evidentemente parla di un'altra cosa.""""No, parlo proprio di questo. [...] È una cosa che succede solo nei romanzi, nella vita vissuta non capita mai. Nella vita pratica succede forse che tale preferenza duri un anno, ed è già un fatto raro, più spesso mesi, quando non settimane, o giorni, o anche ore""[...]""Oh, ma che dice! Ma no, via!"" esclamammo tutti a una voce. ""Sì, signori, lo so bene"" scattò il signore canuto alzando la voce più di noi. ""Voi parlate di ciò che credete avvenga, io parlo di ciò che è. Ogni uomo prova per qualsiasi bella donna quello che voi qualificate amore.""Quando una scultura è coperta da un velo, possiamo indovinarne il soggetto dalle forme, la bellezza dalla grazia dei lineamenti, dall'armonia dei drappeggi. Ma se, caduto il velo, vi scopriamo un mostro, allora solo due cose possiamo fare: ricoprirlo rapidamente, per non vederlo più, e star bene attenti a non dirlo a nessuno, oppure possiamo fermarci a contemplarlo e prendere atto della sua esistenza. Se una qualche bruttura ci viene rivelata da un'esperienza personale, e quindi ci troviamo come l'illuso ammiratore che vede cadere il velo, percepiamo la colpa come nostra, vedendo che nessun altro ha scoperto la verità (non può essere vero se nessuno l'ha visto). E stiamo zitti, cercando di ricordare l'impressione che la scultura coperta ci aveva dato. Ma provate a levare il velo all'improvviso davanti a un gruppo di persone prese dall'ammirazione per quelle forme idealizzate: la disillusione li armerà contro di voi.Tolstoj fa questo: prende un uomo disilluso che si fa beffe dell'amore come sentimento nobile ed elevato, trattandolo per quello che è - un desiderio fisico, lo mette in un treno tra tanti illusi, e poi lascia che racconti la sua storia, mentre il giorno diventa notte e la luce abbandona sempre più il suo volto tanto da lasciare distinguibile, verso fine, solo la sua voce. Una voce tra le tante, una voce come le altre. Poi, è l'alba. Si scende dal treno e tutto ricomincia.Il treno di Tolstoj va dritto dritto verso il punto che lui vuole smuovere nelle coscienze dei suoi contemporanei: poiché l'amore è fisico, e di conseguenza è cosa ben volubile, allora diamoci alla castità, e sposiamoci definitivamente, senza mai divorziare, per giustificare la nostra maialeria e riscattarci dal nostro peccato educando i figli alla castità. E se poi ci estinguiamo, allora sarà il regno di Dio (tanto prima o poi deve accadere). Ed è qui che la nostra idea diverge, solo nel rimedio. Perché per giungere a questa cattolicissima conclusione, lui opera le persone a cuore aperto, tirando fuori i pensieri e le realtà più viscide e inguardabili, senza cercare di occultare alcunché: Pozdnysev è cinico anche verso se stesso, non è pronto a trovare in altri la giustificazione della propria condotta. Per sottolineare quanto il suo racconto sia molesto, Pozdnysev alterna le parole alle scuse. Scusi se vi incomodo, sarà stanco, non vorrà più ascoltarmi, né salutarmi e tenermi la mano. Con la rassegnazione di chi sa di aver compiuto un reato imperdonabile (anzi, due).Tolstoj non è poi così cinico, se si considera la soluzione che propone all'impossibilità dell'amore coniugale. Mi meraviglio dell'ingenuità della sua conclusione, dopo la performance di Pozdnysev. Ha fatto molto di più Saul Bellow, quando in  Un futuro padre  ha scombussolato un normalissimo fidanzatino con il terrore di mettere al mondo figli disgraziati, odiosi, aventi tutti i difetti peggiori della loro madre e dei loro nonni, lo ha fatto decidere sulla necessità di troncare ogni rapporto con la fidanzata scroccona e arraffona, e poi, come se nulla fosse, gli ha fatto dimenticare tutto grazie al fatto che la fidanzata ha deciso di lavargli i capelli, e gli ha massaggiato dolcemente la testa. Ma erano tempi diversi, religioni diverse. Col tempo, sicuramente, ci siamo inaciditi. Sempre sotto il velo, però....more",Notes are private!,0,6,1,"Feb 04, 2013","Feb 05, 2013","Feb 04, 2013",,Paperback,view (with text),/book/show/10074626-la-sonata-a-kreutzer
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'uomo in bilico,"Bellow, Saul",8804576340,9788804576341,8804576340,201        pp,3.51,"3,421",1944,2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2013",,Paperback,view,/book/show/9710901-l-uomo-in-bilico
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tutto passa,"Comment, Bernard",8838927588,9788838927584,8838927588,200        pp,3.19,27,"Jun 16, 2011","Aug 30, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 29, 2013",not set,"Jan 29, 2013",,Paperback,view,/book/show/15991726-tutto-passa
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"E adesso, pover'uomo?","Fallada, Hans",8838923388,9788838923388,8838923388,583        pp,4.01,"5,528",1932,"Nov 20, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Avrete sperimentato tutti la piccolezza. Quella condizione dell'essere che ti prende e ti trasferisce direttamente in un film che mai sarà (o forse saAvrete sperimentato tutti la piccolezza. Quella condizione dell'essere che ti prende e ti trasferisce direttamente in un film che mai sarà (o forse sarà, oppure ne troverete qualche scena qua e là, se saprete cercare bene), del tuo occhio fa una soggettiva e dell'oggetto del tuo sguardo un gigante. Inquadratura dal basso verso l'alto, luce che si dirama in mille piccoli raggi, la cui fonte è nascosta dall'enormità del tuo interlocutore. Tu, un minuscolo microbo, lui, un sacro totem. Voce roboante che manco nei film in cui Dio parlava dai cespugli in fiamme. Tu che cerchi di rispondere e sei solo un desolante cumulo di punti di sospensione.Se non l'avete sperimentato, mentite. Tendiamo sempre a negare di esser piccoli. Nasciamo piccoli, cresciamo piccoli e moriamo piccoli, eppure la maggior parte della gente è tesa in una celebrazione continua di se stessa. Oppure, comoda alternativa, si mette a stender panegirici su persone vicine e conoscenti, che è un modo come un altro per ritornare al via e darsi una bella pacca sulla spalla, come per dire: eh, se son così fichi loro, io devo essere proprio un bel tipo. (Io parlo per me, se voi siete persone migliori, vi invidio.)Chissà perché lo facciamo. Forse ci sembra di trovare un senso alla nostra esistenza, finché ancora abbiamo il tempo di cercarcelo addosso.Ecco che, però, con gli esterni la questione non vale più. Prendiamo uno sconosciuto, un chi-lo-conosce, uno di quelli che magari vediamo ogni giorno e ci è totalmente indifferente (e lui a noi). Uno in fila davanti a noi. Chi se ne frega di quello che fa, dei successi che raggranella, delle paure che lo attanagliano? Al massimo gli guardiamo le scarpe, al massimo gliele invidiamo. Se non ci piacciono, torniamo nuovamente al ""via!"" del panegirico: meno male che io ho buon gusto, mica mi concio così. Poi, quando sorprendiamo un commento sarcastico sul nostro abbigliamento, ci girano come le pale di un elicottero e d'un tratto la storia del via! ci sembra mostruosa, ingiusta, disumana (sì, si tende sempre un po' alla commiserazione, per ritrovare la strada per il via!).Ecco, queste sono cose che tutti fanno e che tutti si auto-condonano. Ragion per cui, posso dire con certezza che Fallada in questo romanzo si comporta proprio da virtuoso farabutto.Prima di tutto, compone un inno alla piccolezza. Per raccontare la sua Germania di Weimar, scombussolata dalla crisi economica e politica, sceglie di legarci a una giovane coppia di sposini che cercano di costruirsi una vita dignitosa. Ci dà un occhio per vedere con Lammchen, uno per vedere con Pinneberg, e ciaf!, uno sculaccione per partire, circolare. Fa la figura di quello che vuole fare lo spaccone, il sensibile che mostra agli altri ciò che non vogliono vedere, la lacrima del vicino che piange mentre noi fingiamo di studiare il moto dell'orologio appeso al muro. Nella vita reale uno così dopo un po' dà noia. Sei tentato pure di scocciarti, non mi vorrà mica far seguire questi due per farmi impietosire, per quello basta la televisione italiana. E invece, proprio mentre lo stai pensando, quel virtuoso di Fallada fa il farabutto, e dopo averti fatto vedere Pinneberg disperato ti mostra un Pinneberg gonfio di contraddizioni. Quelle sono le contraddizioni che tutti si condonano, o che magari non vedono, ma che hanno delle conseguenze sul piano politico, e sappiamo tutti come è andata a finire con la Germania di Weimar. Ma Pinneberg non le vede, Pinneberg è come te quando Fallada non c'è, tu ora per fortuna puoi vedere. Poi c'è l'altro fatto, il peggiore della piccolezza, e cioè il dramma della consapevolezza: tu per gli altri sei niente. Sei uno tra altri milioni di milioni, il fatto che tu possa vivere solo dentro te stesso ti dà certo l'illusione di essere sempre il protagonista, ma con rammarico devi prendere atto del fatto di non esserlo (anche se magari spesso ci provi lo stesso, tanto per sentire com'è). E pensa che crudeltà, nel mondo esisti un po' di più se hai più denaro. Anche se è uno stratagemma molto fragile per esistere, in tempi di crisi. Però, ecco, Fallada non è solo un virtuoso, spaccone, farabutto. È un farabutto gentiluomo, perché se ti lasciasse così, o meglio, se avesse lasciato così i suoi contemporanei con la testa immersa quasi del tutto nella crisi, sarebbe stato linciato per la strada. Tra la fiumana di gente che sgomita e cerca di pestarsi i piedi, prende due persone e le mette insieme. Poi altre due, o magari tre, a volte quattro, e forma tanti piccoli atomi, fatti di nulla, comuni, invisibili ai più. E fa una cosa semplicissima ma in un certo senso rivoluzionaria: lascia che abbiano qualcuno da cui tornare. Lascia che tornare significhi essere qualcuno, per qualcuno, in qualche posto. I più fortunati, poi, avranno persino qualcuno a cui raccontarsi. Farabutto gentiluomo. Ci ha messo in braccio Lammchen e Pinneberg per farci sentire meglio quanto pesiamo....more",Notes are private!,0,3,1,"Feb 24, 2013","Mar 02, 2013","Jan 29, 2013",,Paperback,view (with text),/book/show/10430245-e-adesso-pover-uomo
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il rogo di Berlino,"Schneider, Helga",8845913473,9788845913471,8845913473,229        pp,4.13,"1,615",1995,"Jan 14, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2013",,Paperback,view,/book/show/6255066-il-rogo-di-berlino
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Berlin Alexanderplatz,"Döblin, Alfred",8817020788,9788817020787,8817020788,513        pp,3.85,"9,799",Oct 1929,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2013",,Paperback,view,/book/show/10146664-berlin-alexanderplatz
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il cappotto / Il naso,"Gogol, Nikolai",8879830139,9788879830133,8879830139,100        pp,3.91,"5,269",1842,1993,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 25, 2013","Jan 25, 2013","Jan 25, 2013",,Mass Market Paperback,view,/book/show/16081120-il-cappotto-il-naso
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Addio alla casa gialla,"Bellow, Saul",,,,212        pp,3.52,314,1968,1970,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 24, 2013","Feb 04, 2013","Jan 24, 2013",,Hardcover,view,/book/show/11102443-addio-alla-casa-gialla
