,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Beatriz's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
977,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eliete,"Cardoso, Dulce Maria",9896714584,9789896714581,9896714584,288        pp,4.15,"2,036",Dec 2018,Nov 2018,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A Eliete podia ser uma de nós - há uns anos, daqui a uns anos ou mesmo agora. Outrora foi jovem, teve sonhos, apaixonou-se, cresceu e viveu em sítios A Eliete podia ser uma de nós - há uns anos, daqui a uns anos ou mesmo agora. Outrora foi jovem, teve sonhos, apaixonou-se, cresceu e viveu em sítios por onde também nós já passámos, muitas das personagens da vida dela são as das nossas, tem pensamentos comuns, sofre de males comuns, leva uma vida comum. O título desta Primeira Parte regista: ""vida normal"".O primeiro volume da história da Eliete, de Dulce Maria Cardoso, é um daqueles livros criticáveis, por poder ser datado, por ser escrito com uma voz de mulher, por falar bem e mal dos homens, por trazer à literatura portuguesa temas e episódios tão mundanos quanto a instalação duma aplicação de encontros no telemóvel, os emojis, a alienação dos entes queridos pelo nariz enfiado nos telemóveis, os motéis, as ditas crises de meia idade e o golo do Éder.Por outro lado, a Eliete há-de servir de espelho da mulher madura na segunda década deste milénio. Vejo nele a expressão do que já é corriqueiro no resto da literatura quando exposto do ponto de vista masculino, mas que se lê cada vez mais do ponto de vista feminino, a referir: o sexo, a família, a traição, a perda, a superação, a relação com e entre o corpo e a alma, a transformação.Mais em: https://fuiprocrastinar.blogs.sapo.pt......more",Notes are private!,0,13,1,"Mar 09, 2019","Mar 12, 2019","Mar 04, 2019",,Hardcover,view (with text),/book/show/42831481-eliete
978,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Meio intelectual, meio de esquerda","Prata, Antonio",9896713308,9789896713300,9896713308,256        pp,4.22,428,"Jun 06, 2009",Aug 2016,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Esta edição portuguesa de Meio intelectual, meio de esquerda reúne crónicas do autor e guionista brasileiro desde 2003 até 2016, por isso deu-me semprEsta edição portuguesa de Meio intelectual, meio de esquerda reúne crónicas do autor e guionista brasileiro desde 2003 até 2016, por isso deu-me sempre a impressão de que, desde a primeira até à última, estava a acompanhar um amigo que ia crescendo, amadurecendo e evoluindo na sua vida pessoal e profissional - e escrevendo sobre isso. Ao contrário do que o título possa indicar, raras são as crónicas de cariz político, preteridas ao futebol (do qual eu percebo muito), amor, filhos e reflexões várias, mais ou menos disparatadas.Se pensarmos que, em 2003, António Prata tinha vinte e poucos anos, alguém que os tenha ao ler estas crónicas poder-se-á deparar com uma máquina do tempo, em que o futuro se apresenta com a sucessão de eventos (viajar juntos pela primeira vez vs. o casamento; o início duma carreira vs. a sua consolidação), problemas (como usar a palavra ""tomate"" vs. mãozadas de cocó de bebé) e preocupações (bares ruins vs. recibos e contabilistas) de quem vai registando pequenos apontamentos da sua vida durante mais duma década.(...)À semelhança do que acontece com a maioria das colectâneas de crónicas, prefiro ir lendo poucas de cada vez, daí ter nomeado Meio intelectual, meio de esquerda como leitura de cabeceira. Antes de dormir, para acalmar a cabeça dos ecrãs, da rotina e do entusiasmo do dia, bastam alguns minutos e páginas. Crónicas de duas ou três são ideais, por não serem demasiado exigentes, nem desinteressantes, enquanto a variedade de temas nos entretém e embala para um sono mais descansado (idealmente!).Em suma, Meio intelectual, meio de esquerda não é o melhor livro de crónicas de sempre, não é o mais perspicaz ou criativo, mas presta-se a um óptimo trabalho de entretenimento!Opinião completa em: https://fuiprocrastinar.blogs.sapo.pt......more",Notes are private!,0,3,1,"Jan 19, 2019","Mar 03, 2019","Mar 03, 2019",,Paperback,view (with text),/book/show/31863225-meio-intelectual-meio-de-esquerda
979,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Revolutionary Road,"Yates, Richard",,,,355        pp,3.92,"88,305","Dec 31, 1961","Feb 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2019",,Paperback,view,/book/show/48328.Revolutionary_Road
980,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Erotic Stories for Punjabi Widows,"Jaswal, Balli Kaur*",0062645129,9780062645128,0062645129,304        pp,3.93,"100,690","Mar 09, 2017","Jun 13, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2019",,Hardcover,view,/book/show/32075853-erotic-stories-for-punjabi-widows
981,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Argonauts,"Nelson, Maggie",1555977073,9781555977078,1555977073,160        pp,4.02,"48,692","May 05, 2015","May 05, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Para incluir numa secção ""um dia, quero escrever assim"".Adoro ""auto-teoria"".Para incluir numa secção ""um dia, quero escrever assim"".Adoro ""auto-teoria""....more",Notes are private!,0,0,1,"Jan 29, 2022",Mar 2022,"Feb 27, 2019",,Hardcover,view (with text),/book/show/22929741-the-argonauts
982,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stop What You're Doing and Read This!,"Books, Vintage",0099565943,9780099565949,0099565943,181        pp,3.61,739,2011,2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 26, 2019",,Paperback,view,/book/show/13126311-stop-what-you-re-doing-and-read-this
983,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seja o seu próprio life coach,"Archer, Jeff",,,,unknown,3.76,34,"Jan 01, 2008",unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 23, 2019","Dec 18, 2023","Feb 23, 2019",,,view,/book/show/43465370-seja-o-seu-pr-prio-life-coach
984,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mirroring People: The New Science of How We Connect with Others,"Iacoboni, Marco",0374210179,9780374210175,0374210179,320        pp,3.79,975,2008,"May 13, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2019",,Hardcover,view,/book/show/2895036-mirroring-people
985,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Against Empathy: The Case for Rational Compassion,"Bloom, Paul*",0062339338,9780062339331,0062339338,285        pp,3.58,"5,702","Dec 06, 2016","Dec 06, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2019",,Hardcover,view,/book/show/29100194-against-empathy
986,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Get Out of Your Mind and Into Your Life: The New Acceptance and Commitment Therapy        (A New Harbinger Self-Help Workbook),"Hayes, Steven C.",1572244259,9781572244252,1572244259,224        pp,4.06,"3,100","Sep 30, 2005","Nov 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2019",,Paperback,view,/book/show/25348.Get_Out_of_Your_Mind_and_Into_Your_Life
987,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mindset: The New Psychology of Success,"Dweck, Carol S.",,,,276        pp,4.10,"150,828",2006,"Feb 28, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 21, 2019",,Hardcover,view,/book/show/40745.Mindset
988,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heartland: A Memoir of Working Hard and Being Broke in the Richest Country on Earth,"Smarsh, Sarah*",1501133098,9781501133091,1501133098,290        pp,3.76,"15,181","Sep 18, 2018","Sep 18, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 21, 2019",,Hardcover,view,/book/show/38532119-heartland
989,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Start with Why,"Sinek, Simon*",0241958229,9780241958223,9124103985,246        pp,4.10,"224,334","Oct 29, 2009",2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2019",,Paperback,view,/book/show/13490701-start-with-why
990,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Teacher - One woman's struggle to keep the heart in teaching,"Stroud, Gabbie",1760295906,9781760295905,1760295906,336        pp,4.29,"2,435",unknown,"Jun 27, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2019",,Paperback,view,/book/show/40594780-teacher---one-woman-s-struggle-to-keep-the-heart-in-teaching
991,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Self Made: The definitive guide to business startup success,"Miller-Cole, Bianca",,,B01MSVQRBL,329        pp,3.71,109,unknown,"Oct 05, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 19, 2019",,Kindle Edition,view,/book/show/36375480-self-made
992,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Brand Brilliance: Elevate Your Brand, Enchant Your Audience","Humberstone, Fiona",0956454542,9780956454546,0956454542,272        pp,4.48,134,unknown,"May 08, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 19, 2019",,Paperback,view,/book/show/34815357-brand-brilliance
993,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Scrum: a Arte de Fazer Dobro de Trabalho na Metade do Tempo,"Sutherland, Jeff*",8544100872,9788544100875,8544100872,240        pp,4.15,"21,738",2014,2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2019",,Paperback,view,/book/show/25053915-scrum
994,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lá Fora Chove, Cá Dentro Também, Passo Aí a Apanhar-te?","Distefano, Antonio Dikele",9722535285,9789722535281,9722535285,208        pp,3.03,"1,425","Jun 06, 2014","Jan 18, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2019",,Paperback,view,/book/show/43683152-l-fora-chove-c-dentro-tamb-m-passo-a-a-apanhar-te
995,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mau Tempo no Canal,"Nemésio, Vitorino",9896600414,9789896600419,9896600414,463        pp,3.77,657,1944,May 2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2019",,Paperback,view,/book/show/9466836-mau-tempo-no-canal
996,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Five Minds for the Future,"Gardner, Howard",1591399122,9781591399124,1591399122,196        pp,3.73,"1,686",Feb 2005,"Jan 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2019",,Hardcover,view,/book/show/294034.Five_Minds_for_the_Future
997,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Regresso ao Admirável Mundo Novo,"Huxley, Aldous",9723808927,978972380926,,245        pp,3.94,"20,021",Nov 1958,Mar 2004,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Já andava para ler este livro há quatro anos, desde que li a ""obra-mãe"", o Admirável Mundo Novo. Finalmente, perdi as desculpas pelo caminho e investiJá andava para ler este livro há quatro anos, desde que li a ""obra-mãe"", o Admirável Mundo Novo. Finalmente, perdi as desculpas pelo caminho e investi alguns dias a ler o Regresso ao Admirável Mundo Novo, do escritor inglês Aldous Huxley. Desde as primeiras páginas que li escritas por Aldous Huxley que soube que esta distopia seria um dos meus livros favoritos por muito tempo - ainda é! Por isso, já sabia que Huxley só pode ter sido um visionário no seu tempo. É certo que algumas das conclusões do autor são generalistas, mas temos de pensar que este livro foi escrito há sessenta anos e que o mundo se tem alterado a enorme velocidade nas últimas duas ou três décadas.Além disso, achei o comentário à sua própria obra e a comparação feita com 1984 (de George Orwell) muito elucidativos. Note-se que Admirável Mundo Novo foi escrito antes da 2ª Guerra Mundial e o Regresso foi escrito depois. Desta forma, só falta Huxley dizer ""eu tinha razão""... Porque tinha. As ditaduras aconteceram, a indústria do entretenimento aconteceu, a manipulação das mentes aconteceu, até uma tentativa de engenharia genética aconteceu. E não foi preciso muito tempo, apenas uma década depois da publicação da distopia!Os dois últimos capítulos, sem previsões, mas sim baseados em conselhos e ideias para o futuro, continuam actuais. Chamam-se ""Educação para a liberdade"" e ""Que podemos fazer?"". Desafio-vos a lerem-nos, mesmo que não leiam as duzentas páginas anteriores. Após tantas notas negativas acerca do presente de Huxley, ele decide deixar-nos qualquer coisa em que pensar no pós-guerra. Fica a ideia de resistência contra a opressão e o desenvolvimento urgente dum espírito crítico através do questionamento e instrução escolar (independente de ideologias) dos cidadãos.Mais em: https://fuiprocrastinar.blogs.sapo.pt......more",Notes are private!,0,4,1,"Jan 30, 2019","Feb 05, 2019","Feb 12, 2019",,Paperback,view (with text),/book/show/6751670-regresso-ao-admir-vel-mundo-novo
998,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Source of Self-Regard: Selected Essays, Speeches, and Meditations","Morrison, Toni",0525521038,9780525521037,0525521038,354        pp,4.30,"3,677","Feb 12, 2019","Feb 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2019",,Hardcover,view,/book/show/40265834-the-source-of-self-regard
999,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The First Global Village: How Portugal Changed the World,"Page, Martin",9724613135,9789724613130,9724613135,277        pp,3.93,702,Feb 2002,2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2019",,Paperback,view,/book/show/442918.The_First_Global_Village
1000,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,"Tracy, Brian*",1576754227,9781576754221,1576754227,128        pp,3.87,"73,383",2001,"Jan 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2019",,Paperback,view,/book/show/95887.Eat_That_Frog_
1001,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The New Community Rules: Marketing on the Social Web,"Weinberg, Tamar*",0596156812,9780596156817,0596156812,346        pp,3.82,214,"May 15, 2009","Aug 11, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2019",,Paperback,view,/book/show/6131044-the-new-community-rules
1002,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Entrepreneur Revolution: How to develop your entrepreneurial mindset and start a business that works,"Priestley, Daniel",085708416X,9780857084163,085708416X,232        pp,4.04,"1,182","Mar 12, 2013","Apr 04, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2019",,Paperback,view,/book/show/16286419-entrepreneur-revolution
1003,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Courage to Be Disliked: How to Free Yourself, Change your Life and Achieve Real Happiness","Kishimi, Ichiro",,,,288        pp,4.00,"75,158","Dec 12, 2013","Jan 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2019",,Paperback,view,/book/show/43306206-the-courage-to-be-disliked
1004,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Story Factor: Inspiration, Influence, and Persuasion through the Art of Storytelling","Simmons, Annette*",0465078079,9780465078073,0465078079,320        pp,3.83,"2,687",Nov 2000,"Apr 04, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2019",,Paperback,view,/book/show/575386.The_Story_Factor
1005,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Spirituality of Imperfection: Storytelling and the Search for Meaning,"Kurtz, Ernest*",0553371320,9780553371321,0553371320,304        pp,4.11,"2,934","Apr 01, 1992","Dec 01, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2019",,Paperback,view,/book/show/161034.The_Spirituality_of_Imperfection
1006,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Copywriter's Handbook: A Step-By-Step Guide to Writing Copy That Sells,"Bly, Robert W.*",0805078045,9780805078046,0805078045,410        pp,3.92,"5,784",1985,"Apr 04, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2019",,Paperback,view,/book/show/162340.The_Copywriter_s_Handbook
1007,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,High Performance Habits: How Extraordinary People Become That Way,"Burchard, Brendon*",140195314X,,B072N6MQ5V,401        pp,4.13,"11,817","Sep 19, 2017","Sep 19, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2019",,Kindle Edition,view,/book/show/35456798-high-performance-habits
1008,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gilead        (Gilead, #1)","Robinson, Marilynne",031242440X,9780312424404,031242440X,247        pp,3.85,"110,303","Oct 28, 2004","Jan 10, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2019",,Paperback,view,/book/show/68210.Gilead
1009,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Future of Management,"Hamel, Gary",1422102505,9781422102503,1422102505,288        pp,4.03,"1,367","Aug 02, 1996","Sep 10, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2019",,Hardcover,view,/book/show/1842550.The_Future_of_Management
1010,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Competing for the Future,"Hamel, Gary",0875847161,9780875847160,0875847161,384        pp,4.03,"3,278",1994,"Apr 01, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2019",,Paperback,view,/book/show/134756.Competing_for_the_Future
1011,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To the Lighthouse,"Woolf, Virginia",,,140679239X,209        pp,3.80,"183,339","May 05, 1927","Dec 27, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2019",,Paperback,view,/book/show/59716.To_the_Lighthouse
1012,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Good Work: When Excellence and Ethics Meet,"Gardner, Howard",0465026087,9780465026081,0465026087,304        pp,3.75,258,"Oct 03, 2001","Aug 22, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2019",,Paperback,view,/book/show/66338.Good_Work
1013,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Levels Of Life,"Barnes, Julian",0099584530,9780099584537,0099584530,118        pp,3.91,"12,976","Apr 04, 2013","Jan 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Confesso que sobrevivi à primeira de três partes deste livro, porque pessoas que conheço já o tinham lido e adorado. Assim, quis saber o que me reservConfesso que sobrevivi à primeira de três partes deste livro, porque pessoas que conheço já o tinham lido e adorado. Assim, quis saber o que me reservava. Qual a relação entre o amor e balões de ar quente? Não poderia ser só ""aquilo"". Não foi.O livro começa lento. Não entendi onde me levava a narrativa dos balões e dos níveis. Finalmente, na segunda parte comecei a apreciar o ritmo arrastado e histórico da narrativa.Vale a pena, pela exploração do luto, mas, como me começo a aperceber pelo que leio de Julian Barnes, pela exploração do amor, seja como for que se manifeste.Também digo que este é daqueles livros que surge na lista ""Se gostou de The Year of Magical Thinking, também vai gostar de..."".Julian Barnes é um mestre na observação introspectiva, na descrição do que sente um homem apaixonado, desiludido ou de luto. Já me tinha apercebido disto no livro que já li dele, The Sense of an Ending.Na última página, tudo faz sentido. As cento e tal páginas anteriores construíram um dos mais belos raciocínios aparentemente erráticos, mas sentidos, lógicos, inteligentes, soberbos....more",Notes are private!,0,6,1,"Mar 30, 2020","Apr 03, 2020","Jan 30, 2019",,Paperback,view (with text),/book/show/18160173-levels-of-life
1014,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eleanor Oliphant Is Completely Fine,"Honeyman, Gail",,,B01MAYG70K,383        pp,4.24,"1,227,026","May 09, 2017","May 18, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 28, 2019",not set,"Jan 29, 2019",,Kindle Edition,view,/book/show/34200289-eleanor-oliphant-is-completely-fine
1015,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Born a Crime: Stories From a South African Childhood,"Noah, Trevor",,,0385689225,289        pp,4.49,"693,532","Nov 15, 2016","Nov 15, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"À semelhança de Educated (que adorei), este também é um relato autobiográfico de alguém que, apesar de ter sofrido uma infância violenta, trágica ou pÀ semelhança de Educated (que adorei), este também é um relato autobiográfico de alguém que, apesar de ter sofrido uma infância violenta, trágica ou passado certas dificuldades, conseguiu virar-se contra a corrente e ""fazer um nome"" para si. [...] Trevor Noah não perde tempo nem energia com mágoas. Adopta um ponto de vista bastante optimista sobre tudo o que aconteceu durante as suas primeiras duas décadas de vida e conta-nos como uma mãe solteira e um filho reguila podem completar-se numa dupla imprevisível e imbatível, eles contra o mundo.Obviamente, é impossível não referir a lição de História sobre o apartheid e o passado colonial que lhe serviu de incubadora. Este livro não é só uma compilação de larachas, antes pelo contrário, dando-nos acesso privilegiado a informação e experiência descrita na primeira pessoa. Ao nascer, Trevor Noah era ele mesmo um crime vivo (um rapaz ""de cor"", nem preto, nem branco), do qual resulta o título do livro, Born a Crime. E ele nasceu há relativamente pouco tempo, apenas 35 anos! Ao mesmo tempo, assistimos à procura duma identidade legítima duma criança a viver entre vários mundos, pertencendo a todos sem pertencer em específico a nenhum. Destaco ainda a discussão sobre o papel tradicional da mulher na sociedade da África do Sul e entendido de formas diferentes por cada povo, que a mãe Patricia desafia constantemente; e a análise social e geográfica da cidade de Joanesburgo antes, durante e após o apartheid.No fim, só tenho pena de não ter havido seguimento sobre a transição entre a juventude no ""bairro"" e o sucesso inicial enquanto entertainer e comediante do Trevor (duas realidades contadas sem ligação). Ainda assim, percebo que se queira guardar o resto da história e da História para um próximo livro a publicar no futuro, que abranja mais um pouco da vida do autor, em paralelo com os espectáculos de stand-up. 📝 Parece que, ultimamente, ando a ler mais autobiografias do que o costume e tenho gostado bastante. Há mais alguma que me queiram recomendar? Mais no blog: https://fuiprocrastinar.blogs.sapo.pt......more",Notes are private!,0,6,1,"Apr 29, 2019","May 03, 2019","Jan 29, 2019",,Hardcover,view (with text),/book/show/29780253-born-a-crime
1016,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rio do Esquecimento,"Rio Novo, Isabel*",9722059270,9789722059275,9722059270,160        pp,3.60,92,unknown,"Feb 16, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2019",,Paperback,view,/book/show/29091786-rio-do-esquecimento
1017,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ecologia,"Bértholo, Joana",9722129376,9789722129374,9722129376,504        pp,4.16,331,"May 29, 2018","May 29, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 17, 2020",not set,"Jan 22, 2019",,Paperback,view,/book/show/40357884-ecologia
