,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Erika's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
690,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Who Thought This Was a Good Idea?: And Other Questions You Should Have Answers to When You Work in the White House,"Mastromonaco, Alyssa",1455588229,9781455588220,1455588229,244        pp,3.92,"20,819","Mar 21, 2017","Mar 21, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked a lot of things about this book. I loved the behind-the-scenes look at the campaigns and life in the White House. I feel like I learned a lot I liked a lot of things about this book. I loved the behind-the-scenes look at the campaigns and life in the White House. I feel like I learned a lot about how things actually get done in the WH- I especially liked the parts about dealing with natural disasters. Very insightful. Alyssa was self-deprecating and approachable, and I liked learning about her non-Ivy-League path to the WH. However, the non-chronological style of the book was really off-putting to me. I had a lot of trouble keeping up with who was who (all the nicknames didn't help that), who was doing what job, and where we were in time. I know that the chapters were supposed to be organized by theme or idea, but I think I would have just preferred a more chronological memoir with all of the anecdotes and tidbits (that I did love). I thought the random chapters of lists and advice were rather out of place and strange. Overall, it wasn't a great book for me, but I did enjoy it and am still glad for the insight I got into the WH and the more personal look at President Obama. It was a fast read, if a bit disorganized, and I did glean some useful tips and information. ...more",Notes are private!,0,0,1,"Jun 14, 2018","Jun 19, 2018","Apr 11, 2018",,Hardcover,view (with text),/book/show/31176294-who-thought-this-was-a-good-idea
691,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lullabies for Little Criminals,"O'Neill, Heather*",0060875070,9780060875077,0060875070,330        pp,4.03,"26,454","Oct 17, 2006","Oct 17, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I didn't actually finish this book- made it maybe halfway before I just had to quit. It wasn't for me. I just couldn't handle the lighthearted, sardonI didn't actually finish this book- made it maybe halfway before I just had to quit. It wasn't for me. I just couldn't handle the lighthearted, sardonic sort of tone with the serious, often terrible things that were going on in the story. It was a big mismatch, in my opinion. I don't usually scare away from tough or dark topics, but this just wasn't one I felt compelled to keep reading....more",Notes are private!,0,2,2,"Apr 09, 2018not set","Apr 13, 2018not set","Apr 09, 2018",,Paperback,view (with text),/book/show/22207.Lullabies_for_Little_Criminals
692,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"This Is What a Librarian Looks Like: A Celebration of Libraries, Communities, and Access to Information","Cassidy, Kyle*",0316393983,9780316393980,0316393983,234        pp,4.19,855,"May 16, 2017","May 16, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2018",,Hardcover,view,/book/show/31934024-this-is-what-a-librarian-looks-like
693,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Goodnight from London,"Robson, Jennifer*",006238984X,9780062389848,,400        pp,3.95,"7,505","May 02, 2017","May 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2018",,ebook,view,/book/show/31371240-goodnight-from-london
694,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Hitler Stole Pink Rabbit / Bombs on Aunt Dainty,"Kerr, Judith",0007443331,9780007443338,0007443331,592        pp,4.13,508,"Mar 01, 2012","Jan 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2018",,Paperback,view,/book/show/17678448-when-hitler-stole-pink-rabbit-bombs-on-aunt-dainty
695,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Surprise Me,"Kinsella, Sophie*",0399592881,9780399592881,0399592881,432        pp,3.43,"53,488","Feb 13, 2018","Feb 13, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2018",,Hardcover,view,/book/show/35411583-surprise-me
696,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Turtles All the Way Down,"Green, John*",0525555366,9780525555360,0525555366,290        pp,3.89,"564,607","Oct 10, 2017","Oct 10, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ugh. What a beautiful, achingly compassionate story. I really don’t have the words to describe how much I loved it. Ten stars.",Notes are private!,0,4,1,"Apr 07, 2018","Apr 08, 2018","Apr 04, 2018",,Hardcover,view (with text),/book/show/35504431-turtles-all-the-way-down
697,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Finding Me: A Decade of Darkness, a Life Reclaimed: A Memoir of the Cleveland Kidnappings","Knight, Michelle",,,B00HSNMGBI,276        pp,4.16,"27,963","May 16, 2014","May 06, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tough readThis was a tough read, as I expected. What Michelle survived was absolutely horrific. I admire her ability to re-live the horror as she toldTough readThis was a tough read, as I expected. What Michelle survived was absolutely horrific. I admire her ability to re-live the horror as she told her story. I pray that she and the other girls are able to find hope and love in their lives as they heal. ...more",Notes are private!,0,0,1,"Apr 28, 2018","Apr 29, 2018","Apr 02, 2018",,Kindle Edition,view (with text),/book/show/36223834-finding-me
698,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hope: A Memoir of Survival in Cleveland,"Berry, Amanda",0525427651,9780525427650,0525427651,321        pp,4.34,"16,888","Apr 27, 2015","Apr 27, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2018",,Hardcover,view,/book/show/23399022-hope
699,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Only Girl in the World,"Julien, Maude",1925498115,9781925498110,1925498115,256        pp,3.76,"8,668","Sep 24, 2014","May 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2018",,Paperback,view,/book/show/34599653-the-only-girl-in-the-world
700,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alternate Side: A Novel,"Quindlen, Anna",0525637311,9780525637318,0525637311,384        pp,3.35,"14,781","Mar 20, 2018","Mar 20, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 Stars. I'm really torn on this book- I liked it, generally. It was definitely a character-driven book and NOT plot-driven. Very little actually ha3.5 Stars. I'm really torn on this book- I liked it, generally. It was definitely a character-driven book and NOT plot-driven. Very little actually happened. But I really enjoyed learning about Nora, her family, and the neighbors on their street. I liked the glimpse into the mental lives of a rich New York family. The characters felt relatable, although their lives are nothing like mine. But their problems also felt relatable, and their problems were depressing, and so overall I just kind of feel sad after reading this book. I feel like I wouldn't go out of my way to recommend this book, but I wouldn't discourage a friend from reading it, either. I don't think it would be a good pick for a book club- there just isn't much to discuss, in my opinion. So 3.5 stars, but I'll round down because I finished it last night and I'm still kind of sad (and not in a 'good' sad way, if that makes sense) 12 hours later, so that's a downer....more",Notes are private!,0,2,2,"Mar 29, 2018not set","Apr 05, 2018not set","Mar 29, 2018",,Paperback,view (with text),/book/show/36849636-alternate-side
701,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Prayer for Owen Meany,"Irving, John*",0552135399,9780552135399,0552135399,637        pp,4.24,"320,906","Mar 28, 1989",1990,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 24, 2018",,Paperback,view,/book/show/4473.A_Prayer_for_Owen_Meany
702,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mr. Penumbra's 24-Hour Bookstore        (Mr. Penumbra's 24-Hour Bookstore, #1)","Sloan, Robin*",1250037751,9781250037756,1250037751,288        pp,3.73,"206,119","Sep 26, 2012",Oct 2013,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was such a unique adventure. I enjoyed the story and the protagonist’s voice, although I’m not entirely sure I actually UNDERSTOOD everythinThis book was such a unique adventure. I enjoyed the story and the protagonist’s voice, although I’m not entirely sure I actually UNDERSTOOD everything that was happening. Still- a fun read!...more",Notes are private!,0,1,1,"Mar 21, 2018","Mar 28, 2018","Mar 21, 2018",,Paperback,view (with text),/book/show/17332320-mr-penumbra-s-24-hour-bookstore
703,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Class Mom,"Gelman, Laurie*",,,,304        pp,3.74,"28,490","Aug 01, 2017","Aug 01, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Light, silly read I enjoyed this light, silly book. It was quick, easy, and fairly mindless- the literary equivalent of a grocery store cupcake. Good Light, silly read I enjoyed this light, silly book. It was quick, easy, and fairly mindless- the literary equivalent of a grocery store cupcake. Good for a sugar fix, but nothing i’d go out of my way to recommend to friends. ...more",Notes are private!,0,1,1,"Mar 04, 2018","Mar 04, 2018","Mar 04, 2018",,Kindle Edition,view (with text),/book/show/35105110-class-mom
704,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nest,"Sweeney, Cynthia D'Aprix*",,,B010LU8V8Q,373        pp,3.41,"176,125","Mar 22, 2016","Mar 22, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,"Feb 26, 2018Feb 25, 2018","Feb 28, 2018not set","Feb 25, 2018",,Kindle Edition,view,/book/show/36269021-the-nest
705,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The One-in-a-Million Boy,"Wood, Monica",1472228359,9781472228352,1472228359,416        pp,4.09,"35,367","Apr 05, 2016","Apr 05, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 25, 2018",,Hardcover,view,/book/show/25862989-the-one-in-a-million-boy
706,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of Racing in the Rain,"Stein, Garth*",1554681723,9781554681723,1554681723,336        pp,4.23,"520,329","May 13, 2008","May 13, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 15, 2018","Mar 17, 2018","Feb 24, 2018",,Hardcover,view,/book/show/3153910-the-art-of-racing-in-the-rain
707,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Calling Me Home,"Kibler, Julie*",1250014522,9781250014528,1250014522,325        pp,4.25,"43,548","Aug 20, 2012","Feb 12, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really liked this book. I liked the 1940s story a lot more than the modern storyline, but I thought they worked well together. Overall, this book gaI really liked this book. I liked the 1940s story a lot more than the modern storyline, but I thought they worked well together. Overall, this book gave me a lot to think about and I know my book club will have a good discussion about it!...more",Notes are private!,0,0,1,"Apr 19, 2018","Apr 20, 2018","Feb 23, 2018",,Hardcover,view (with text),/book/show/15793184-calling-me-home
708,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An American Marriage,"Jones, Tayari*",1616201347,9781616201340,1616201347,308        pp,3.94,"358,678","Jan 29, 2018","Feb 06, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a fantastic book. I loved and empathized with each of the three main characters, and especially loved their voices. This was such an excellenThis was a fantastic book. I loved and empathized with each of the three main characters, and especially loved their voices. This was such an excellent and effective use of first-person narration. The topics dealt with in the story are heavy, but the overall tone was still light enough to move the story quickly and enjoyably. Overall...loved it. Well worth the hype!...more",Notes are private!,0,4,1,"Jan 25, 2019","Jan 26, 2019","Feb 23, 2018",,Hardcover,view (with text),/book/show/33590210-an-american-marriage
709,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homegoing,"Gyasi, Yaa*",1101971061,9781101971062,1101971061,305        pp,4.47,"341,227","Jun 07, 2016",Apr 2017,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really don’t know how to rate this book. It was powerful. Moving. Eye-opening. I don’t think I’ve ever attempted to follow eight generations of two I really don’t know how to rate this book. It was powerful. Moving. Eye-opening. I don’t think I’ve ever attempted to follow eight generations of two families through one story. I was completely dependent on the family tree printed at the very front of this book and would never have made it and kept people straight if this were an audiobook. Still, the format (a new narrator/person from a subsequent generation for each chapter) made it a little hard for me to follow. I liked seeing some of the stories tie together in the last two chapters. Overall, I feel like this was an important story that is worth the read. ...more",Notes are private!,0,3,1,"Aug 06, 2019","Aug 12, 2019","Feb 19, 2018",,Paperback,view (with text),/book/show/31147619-homegoing
710,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is How It Always Is,"Frankel, Laurie*",,,,336        pp,4.28,"189,889","Jan 04, 2017","Jan 24, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"WOW. What a story. I couldn’t put it down, couldn’t stop thinking about it. I don’t think I will be able to stop for quite a long time, really. Thank WOW. What a story. I couldn’t put it down, couldn’t stop thinking about it. I don’t think I will be able to stop for quite a long time, really. Thank you, Laurie, for making me uncomfortable in the best of ways- the ways that lead to reflection, growth, and deep compassion. ...more",Notes are private!,0,4,1,"Apr 30, 2018","May 02, 2018","Feb 09, 2018",,Kindle Edition,view (with text),/book/show/29740478-this-is-how-it-always-is
711,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Liked My Life,"Fabiaschi, Abby*",,,B01HW6ULTO,285        pp,4.15,"14,283","Jan 31, 2017","Jan 31, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a lovely, creative, imminently readable book. Every character is uniquely flawed, well-written, and (as I think it says on a  on the cover)What a lovely, creative, imminently readable book. Every character is uniquely flawed, well-written, and (as I think it says on a  on the cover) someone you want to pull for. I loved the whole premise and it was a joy to read. Can’t wait to read more from this author!...more",Notes are private!,0,1,1,"Feb 03, 2018","Feb 04, 2018","Feb 03, 2018",,Kindle Edition,view (with text),/book/show/31123379-i-liked-my-life
712,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One True Loves,"Reid, Taylor Jenkins*",,,,331        pp,4.05,"490,537","Jun 07, 2016","Jun 07, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I guess this is chick lit, but it’s some damn good chick lit. I spent the whole book feeling as torn and conflicted as Emma was. What an excellent, teI guess this is chick lit, but it’s some damn good chick lit. I spent the whole book feeling as torn and conflicted as Emma was. What an excellent, terrible situation- and I loved the resolution. ...more",Notes are private!,0,1,1,"Jan 30, 2018",Feb 2018,"Jan 30, 2018",,Paperback,view (with text),/book/show/27276383-one-true-loves
713,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Absolute Darling,"Tallent, Gabriel*",,,B01N1U8J3T,432        pp,3.61,"49,831","Apr 29, 2017","Aug 29, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** I have really struggled with how to rate this book. Overall, I found the story to be depressing, disturbing, and rather pretentious.**spoiler alert** I have really struggled with how to rate this book. Overall, I found the story to be depressing, disturbing, and rather pretentious. But there were moments of beauty- or potential for beauty- and although there were altogether WAY TOO MANY ADJECTIVES and descriptions, I still found it to be a swift, compelling read. I think that like many readers, my chief issue is with the way Turtle’s repeated sexual assaults by her father are portrayed. The languages used was far too sympathetic. I understand that Turtle was confused, conflicted, and had some Stockholm syndrome going on, but I felt that the repeated insensitivity of language and gratuitous and graphic violence very much detracted from the overall book. After the first few chapters- okay, we get it. Martin is a sadistic pedophile. If you need to allude to the continuing assaults, fine, but we can stop reading about her “engorged pussy” already. Same with the gun stuff. We get it. There are a ton of guns, Turtle is a genius at shooting, she cleans them all the time, Martin has weird obsessions with shooting practice, whatever. Enough ten-page play-by-plays of that. I found Turtle’s fascination/relationship with Jake and Brett to be the more compelling part of the story, as well as her eventually trying to figure a way out (and then with Cayenne as well) and wish we could have had more of that and less guns and rape. And I very much wish we could have had more story devoted to “after”...seeing Turtle learn to integrate into normal society would have been a more compelling story than another encounter with her father. Overall, I’m torn because I do think there were some interesting aspects of the story that I’d love to discuss with my book club, but I would never actually recommend that any of them read the book because it just wasn’t worth the disturbing parts. 2.5 stars, but I round down for how irritated I was by the romanticized portrayal of rape. ...more",Notes are private!,0,0,1,"Jan 26, 2018","Jan 28, 2018","Jan 26, 2018",,Kindle Edition,view (with text),/book/show/34675020-my-absolute-darling
714,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wildling Sisters,"Chase, Eve",,,,327        pp,3.95,"1,474","Jul 25, 2017","Jul 25, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 25, 2018","Jan 26, 2018","Jan 25, 2018",,Kindle Edition,view,/book/show/34762255-the-wildling-sisters
715,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thunder and Rain,"Martin, Charles*",1455503983,9781455503988,1455503983,368        pp,4.36,"8,395","Apr 03, 2012","Apr 03, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a pretty enjoyable read, but it dragged on too long. Too many details. Too many descriptions. And to be honest, waaaay too little proofreadinThis was a pretty enjoyable read, but it dragged on too long. Too many details. Too many descriptions. And to be honest, waaaay too little proofreading. Grammar and punctuation errors abounded. That drove me crazy. It was a good story, but needed a healthy dose of editing. ...more",Notes are private!,0,0,1,"Jan 23, 2018","Jan 24, 2018","Jan 23, 2018",,Hardcover,view (with text),/book/show/13038008-thunder-and-rain
716,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Days Without End        (Days Without End #1),"Barry, Sebastian",0525427368,9780525427360,0525427368,259        pp,3.97,"24,464","Oct 20, 2016","Jan 24, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2018",,Hardcover,view,/book/show/30212107-days-without-end
717,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Euphoria,"King, Lily*",0802122558,9780802122551,0802122558,256        pp,3.86,"92,595","Jun 03, 2014","Jun 03, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2018",,Hardcover,view,/book/show/18467802-euphoria
718,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Breakdown,"Paris, B.A.*",,,,336        pp,3.89,"131,255","Feb 09, 2017","Jul 18, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really enjoyed this book. B.A. Paris does such a great job- I felt like I was in Cass's head the whole time, experiencing the confusion and stress aI really enjoyed this book. B.A. Paris does such a great job- I felt like I was in Cass's head the whole time, experiencing the confusion and stress as I went along. I had no idea how the story was going to end, and I was thrilled with how the last few chapters played out. Fun, fast read overall!...more",Notes are private!,0,1,1,"Jan 21, 2018","Jan 21, 2018","Jan 21, 2018",,Kindle Edition,view (with text),/book/show/32962997-the-breakdown
719,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dreamland Burning,"Latham, Jennifer*",0316384933,9780316384933,0316384933,365        pp,4.21,"11,608","Feb 21, 2017","Feb 21, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 20, 2018","Feb 22, 2018","Jan 20, 2018",,Hardcover,view,/book/show/24382227-dreamland-burning
720,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Every Note Played,"Genova, Lisa*",147671780X,9781476717807,147671780X,307        pp,4.11,"43,899","Mar 20, 2018","Mar 20, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 16, 2018","Sep 19, 2018","Jan 19, 2018",,Hardcover,view,/book/show/36082326-every-note-played
721,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"MaddAddam        (MaddAddam, #3)","Atwood, Margaret*",0385528787,9780385528788,0385528787,394        pp,4.02,"76,549","Aug 29, 2013","Sep 03, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2018",,Hardcover,view,/book/show/17262203-maddaddam
722,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Year of the Flood        (MaddAddam, #2)","Atwood, Margaret*",0385528779,9780385528771,0385528779,431        pp,4.06,"124,776","Sep 22, 2009","Sep 22, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2018",,Hardcover,view,/book/show/6080337-the-year-of-the-flood
723,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Oryx and Crake        (MaddAddam, #1)","Atwood, Margaret*",,,B00BG7FJFC,389        pp,4.01,"266,509","Apr 22, 2003","Mar 30, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2018",,Paperback,view,/book/show/46756.Oryx_and_Crake
724,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wreckage,"Bleeker, Emily*",1477871926,,B00NAJZDIM,305        pp,3.74,"50,623","Mar 01, 2015","Mar 01, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Ehhh. This book was an enjoyable read, probably because I just really like survival stories, but not the most solid story. I just di**spoiler alert** Ehhh. This book was an enjoyable read, probably because I just really like survival stories, but not the most solid story. I just didn’t think the “big secrets” were really big enough to merit all the lies and build-up. So all of the “present” chapters felt a little unnecessarily dramatic...why wouldn’t they have just told the truth about Paul? I understand (and liked) the story and lie about Kent, but I feel like everything else was understandable and not worth lying about. Overall an easy read, but too much unnecessary drama. Also, egg donation is not something that can be accomplished in one quick secret trip to the fertility clinic. 😂😂😂 as a fertility clinic veteran, that gave me the major eye rolls. ...more",Notes are private!,0,0,1,"Jan 16, 2018","Jan 17, 2018","Jan 16, 2018",,Kindle Edition,view (with text),/book/show/23745132-wreckage
725,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wrapped in Rain: A Novel,"Martin, Charles*",1401685242,9781401685249,1401685242,336        pp,4.36,"13,672","Mar 01, 2005","Sep 05, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ehhhh. Not my favorite Charles Martin book. This story felt way too heavy on the religion and too light on story development. I felt that Miss Ella waEhhhh. Not my favorite Charles Martin book. This story felt way too heavy on the religion and too light on story development. I felt that Miss Ella was waaay too stereotypical and one-dimensional. I liked the other main characters (Tuck, Mutt, Katie), but I didn’t really understand one of the huge points the story was built on- why was Rex raising the boys in the first place? What happened to their moms? Why did Tuck and Mutt have no issues with being abandoned/unwanted by their mothers? Did they die? I just can’t imagine a scenario that would leave them in sole custody of Rex except death, and both of them dying seems like a stretch. I will keep reading Charles Martin stories because I loved The Mountain Between Us and Unwritten so much, but this book was simply not in the same category as those. ...more",Notes are private!,0,0,1,"Jan 14, 2018","Jan 17, 2018","Jan 14, 2018",,Paperback,view (with text),/book/show/10729549-wrapped-in-rain
726,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Behind Her Eyes,"Pinborough, Sarah*",125011117X,9781250111173,125011117X,307        pp,3.80,"161,825","Jan 26, 2017","Jan 31, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"AHHHHHHH!! Loved it. I knew there was going to be a twist at the end. I was guessing and guessing and...close, but nope. Loved it. Kinda need to rereaAHHHHHHH!! Loved it. I knew there was going to be a twist at the end. I was guessing and guessing and...close, but nope. Loved it. Kinda need to reread it now. Well done, Sarah Pinborough!!...more",Notes are private!,0,0,1,"Jan 18, 2018","Jan 19, 2018","Jan 12, 2018",,Hardcover,view (with text),/book/show/28965131-behind-her-eyes
727,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Story of Arthur Truluv        (Mason, #1)","Berg, Elizabeth",1400069904,9781400069903,1400069904,240        pp,4.17,"46,539","Nov 21, 2017","Nov 21, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2018",,Hardcover,view,/book/show/32918898-the-story-of-arthur-truluv
728,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Behind Closed Doors,"Paris, B.A.*",,,B01CXO4VRI,336        pp,3.98,"599,154","Aug 09, 2016","Aug 09, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ahhhhhh!! This book was terrifying. I couldn’t put it down. I’d thought i was “over” all the twisty psychological thrillers that are so pervasive righAhhhhhh!! This book was terrifying. I couldn’t put it down. I’d thought i was “over” all the twisty psychological thrillers that are so pervasive right now, but I’m glad I gave this one a chance. My blood pressure may never return to normal. ...more",Notes are private!,0,1,1,"Jan 10, 2018","Jan 11, 2018","Jan 10, 2018",,Kindle Edition,view (with text),/book/show/29523030-behind-closed-doors
729,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Almost Sisters,"Jackson, Joshilyn*",,,B01M3QYT9U,357        pp,3.95,"28,047","Jul 11, 2017","Jul 11, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was an enjoyable read. It was surprisingly lighthearted, considering some of the topics it covered. I enjoyed her character development and humorThis was an enjoyable read. It was surprisingly lighthearted, considering some of the topics it covered. I enjoyed her character development and humor, although the book felt a little repetitive and longer than it needed to be at times. ...more",Notes are private!,0,0,1,"Jan 07, 2018","Jan 10, 2018","Jan 07, 2018",,Kindle Edition,view (with text),/book/show/32992580-the-almost-sisters
