,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Daniel's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
851,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dvořák in Love,"Škvorecký, Josef",0393305481,9780393305487,0393305481,348        pp,3.73,158,1983,"May 17, 1988",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2011",,Paperback,view,/book/show/274527.Dvo_k_in_Love
852,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Heart of the Sea: The Tragedy of the Whaleship Essex,"Philbrick, Nathaniel*",0141001828,9780141001821,0141001828,302        pp,4.15,"108,208","May 08, 2000","May 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In the Heart of the Sea tells a story of courage, luck, and misfortune that rivals any similar story that could possibly happen in our present age. ThIn the Heart of the Sea tells a story of courage, luck, and misfortune that rivals any similar story that could possibly happen in our present age. The account of the sinking of the whaleship Essex was first written by the ship’s first mate, Owen Chase, soon after his salvation from the horrific experience of being lost at sea for three months in a small open whaleboat; and upon his deliverance to his Nantucket home.The author tells this story with skill. He seamlessly combines known facts with the more famous account written by Owen Chase and a lesser known, relatively new account that was recorded by the fourteen-year-old cabin boy, Thomas Nickerson. Nickerson’s account was written about 50 years after the sinking of the Essex and remained undiscovered until 1960.While the events and the various narratives that are combined in In the Heart of the Sea result in a good yarn, the influences of the tragedy of the Essex on the writing of Moby-Dick is what made this book completely intriguing. The author provides references to the events and the mentalities of the survivors that were ultimately used by Melville. He also describes Melville’s introduction to Chase’s account while on his first whaling voyage 1840 and mentions Melville’s 1852 meeting with the Captain of the Essex in Nantucket, the year after Moby-Dick was published.Overall, In the Heart of the Sea, provides a very enjoyable prequel to Melville’s Moby-Dick, which will forever keep the stories of human fortitude, bravery, and desperation that are associated with the Essex disaster alive. And, if one wishes to “enhance” the experience of Moby-Dick with actual history, then this book is a highly recommended means to fulfill that desire....more",Notes are private!,0,2,1,"Mar 13, 2011","Mar 20, 2011","Feb 28, 2011",,Paperback,view (with text),/book/show/17780.In_the_Heart_of_the_Sea
853,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Our Time,"Hemingway, Ernest",,9780684822768,,156        pp,3.75,"24,759",1925,2003,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It has been my perception that Hemingway was a better novelist than a short story writer. His style seems to require time for the reader’s imaginationIt has been my perception that Hemingway was a better novelist than a short story writer. His style seems to require time for the reader’s imagination to fill in the settings of his plots. My previous exposure to his short stories, however, was in the total collection of his short story works. I read through his ""complete collection"" from cover to cover without any thought as to how there were originally collected or published. As a result, I missed out on the purpose or picture that In Our Time conveys as a complete work unto itself.As an image of what the world was and what it had become as we moved through the WWI era, In Our Time is as complete a Hemingway work as any of his novels. The best aspect of this book was Hemingway’s use of vignettes to illustrate what we had become as opposed to the short stories that illustrate what we had been. I thought that the shortness of the vignettes, with all their shocking content, were in sharp harmonic contrast with the longer short stories, which conveyed the feeling of simpler, slower, pre-war times. And as a means of communicating and documenting the effects of WWI, In Our Time may actually be a better book than A Farewell to Arms, when compared with this purpose in mind....more",Notes are private!,0,4,1,"Oct 22, 2012",Nov 2012,"Feb 18, 2011",,Paperback,view (with text),/book/show/4652.In_Our_Time
854,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How We Know What Isn't So: The Fallibility of Human Reason in Everyday Life,"Gilovich, Thomas",0029117062,9780029117064,0029117062,216        pp,3.95,"3,087",1991,"Mar 05, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2011",,Paperback,view,/book/show/125819.How_We_Know_What_Isn_t_So
855,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Galápagos,"Vonnegut, Kurt, Jr.",0385333870,9780385333870,0385333870,324        pp,3.87,"81,322",1985,"Jan 12, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2011",,Paperback,view,/book/show/9593.Gal_pagos
856,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slaughterhouse-Five,"Vonnegut, Kurt, Jr.",0385333846,9780385333849,0385333846,275        pp,4.10,"1,369,535","Mar 31, 1969","Jan 12, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 12, 2011",,Paperback,view,/book/show/4981.Slaughterhouse_Five
857,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fall of Apartheid: The Inside Story from Smuts to Mbeki,"Harvey, Robert",1403915741,9781403915740,1403915741,272        pp,4.08,13,"Jun 08, 2001","Jun 08, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"South Africa’s revolution is an amazing triumph of rational thought prevailing over hatred, fear, and feelings of vengeance. In my mind, it stands a tSouth Africa’s revolution is an amazing triumph of rational thought prevailing over hatred, fear, and feelings of vengeance. In my mind, it stands a tribute to all South Africans that their country was not engulfed by an all-out civil war. Knowing how this happened allows me contemplate alternatives to the conflicts that we so readily engage in today for the same reasons that existed in that country prior to their transformation.I recently watched the PBS movie entitled Endgame and learned that it was based on this book. The details of the movie absolutely warranted its reading....more",Notes are private!,0,2,0,not set,not set,"Jan 03, 2011",,Paperback,view (with text),/book/show/793362.The_Fall_of_Apartheid
858,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sunset Limited,"McCarthy, Cormac",0307278360,9780307278364,0307278360,143        pp,3.98,"11,629","Oct 24, 2006","Oct 24, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Amazingly simple, yet amazing none-the-less; in my mind, McCarthy is at par with Greene in his ability to make the human condition into something thatAmazingly simple, yet amazing none-the-less; in my mind, McCarthy is at par with Greene in his ability to make the human condition into something that can be visualized and contemplated. Within The Sunset Limited two extreme points of view are pitted against each other for a debate of words. In doing so, evidence is presented to a jury comprised of the solitary reader. While McCarthy allows free will to decide the ending, the deliberation of the evidence occupies the reader's mind during the silence that exists in the room after the back cover is closed. My conclusions may not be your conclusions. The fact that McCarthy allows for this freedom of thought by the reader shows his acute understanding of how powerful words can be once placed in the minds of his audience and his ability to tap into this source of power makes for one amazing reading experience.As for style, his prose written in ""dramatic format"" probably reach the pinnacle of his apparent quest to communicate the most meaningful elements of life with the fewest amounts of words. Place The Road on a medium heat as if it were a cup of sugar and reduce its volume down to a tablespoon of caramel and you have The Sunset Limited.I would recommend this book to anyone who wished to consider the human condition from both a spiritual and a realist point of view. There are also psychoanalytical elements to this book that are worth exploring given the protagonist's personal outlooks on life and humanity, and the effects that these outlooks have on his behavior. I'll be thinking about this book for some time to come....more",Notes are private!,0,5,1,"Mar 22, 2011","Mar 26, 2011","Dec 21, 2010",,Paperback,view (with text),/book/show/12496.The_Sunset_Limited
859,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Рудин,"Turgenev, Ivan",5389031407,9785389031401,5389031407,288        pp,3.75,"3,823",1856,2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2010",,Paperback,view,/book/show/9976203
860,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Godless Constitution: A Moral Defense of the Secular State,"Kramnick, Isaac",0393328376,9780393328370,0393328376,226        pp,3.90,358,1996,"Aug 17, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2010",,Paperback,view,/book/show/4045.The_Godless_Constitution
861,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Age of Reason,"Paine, Thomas",1595479104,9781595479105,1595479104,180        pp,4.12,"8,943","Jan 27, 1794","Apr 25, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 02, 2010",,Paperback,view,/book/show/1031803.The_Age_of_Reason
862,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Islands in the Stream,"Hemingway, Ernest",0743253426,9780743253420,0743253426,448        pp,3.88,"15,788",1970,"Jul 22, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"After this second reading, some 11 years following the first, my opinion of Islands in the Stream remains unchanged. I still have the feeling that theAfter this second reading, some 11 years following the first, my opinion of Islands in the Stream remains unchanged. I still have the feeling that the final step in Hemingway’s writing process, the cutting, honing, and polishing that is so evident in the books that were published during his lifetime, has been omitted from this novel. However, a Hemingway novel is still a Hemingway novel, and the immersion into his attitudes towards life brings forth certain elements of life that are constant and true.First Reading, January 2012…As a Hemingway fan, there is a lot to like and enjoy about this book. For instance, we’re lucky that it is here in the first place. Being the first of the posthumously published works, Hemingway had no intention of publishing it himself, but here it is. Islands in the Stream is filled with lines that could only come from Hemingway. Filled with his crisp style of writing that leaves so much to the imagination that the story transforms into truth in the minds of his readers.The problem with Islands in the Stream is that Hemingway, presumably, had no intention of publishing it, at lease in its present form. There is simply too much between the covers. Consider that Islands in the Stream and For Whom the Bell Tolls both have about 450 pages. Now consider that For Whom the Bell Tolls addresses virtually every aspect of the Spanish Civil War, from its effects on the Spanish people to the war’s meaning on an international stage. At best, Islands in the Stream covers the tragic relationship that Hemingway had with his sons and supports this tragedy with page after page of symbolic depictions of his failings as a father. As it presently sits, this book is Hemingway’s iceberg, still attached to the glacier, and waiting for a Hemingway that will never exist to carve it into the story that it was intended to be....more",Notes are private!,0,23,2,"Feb 09, 2023Dec 08, 2011","Feb 26, 2023Jan 07, 2012","Nov 28, 2010",,Hardcover,view (with text),/book/show/4633.Islands_in_the_Stream
863,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death in the Afternoon,"Hemingway, Ernest",,,,496        pp,3.68,"8,938",1932,"Sep 06, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2010",,Paperback,view,/book/show/4648.Death_in_the_Afternoon
864,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Moveable Feast,"Hemingway, Ernest",068482499X,9780684824994,068482499X,211        pp,4.02,"151,126",1964,"May 29, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2010",,Paperback,view,/book/show/46169.A_Moveable_Feast
865,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Green Hills of Africa,"Hemingway, Ernest",0099460955,9780099460954,0099460955,200        pp,3.54,"11,989","Oct 25, 1935","Jan 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2010",,Paperback,view,/book/show/10776.Green_Hills_of_Africa
866,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Love of the Last Tycoon,"Fitzgerald, F. Scott",0020199856,9780020199854,0020199856,169        pp,3.64,"12,705",1941,"Apr 14, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2010",,Paperback,view,/book/show/16857.The_Love_of_the_Last_Tycoon
867,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Caine Mutiny,"Wouk, Herman",0316955108,9780316955102,0316955108,537        pp,4.28,"25,187","Mar 19, 1951","Apr 15, 1992",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Much like the main character of The Caine Mutiny, Willis Keith, I served in the Navy as a reservist on active duty during our first conflict with IraqMuch like the main character of The Caine Mutiny, Willis Keith, I served in the Navy as a reservist on active duty during our first conflict with Iraq and observed (and experienced) many of the eccentric, illogical, and wasteful processes employed by the Navy. As with the crew of the USS Caine, I recall a few endless pre-dawn mornings where we were instructed to move at full speed from one place to the next only to spend the rest of the day waiting for our next set of instructions. I also served under seemingly eccentric and remote captains that ruled with unimaginable power and did not hesitate to exercised that power on the unlucky individuals that were caught ""pressing the envelope"" of standing orders. The Caine Mutiny brought all this to back to the forefront of my memories and did so with accuracy.The shortcomings of this book are similar to those of many World War II novels in that it tries to capture so much of life in that era that it distracts from the central themes of the book. As it is, it reads like a black-and-white war movie complete with scenes that are over-dramatized. The book also includes pages and chapters devoted to relatively pointless sub-plots. If Wouk had only decided to focus on the matter at hand, the intensity of this book could have been amazing. Instead, I found the book a bit watered down and drawn out. One additional thing that struck me about this book is that the main setting is a small destroyer that has been modified to perform mine sweeping operations. One of the last scenes of the book tells of this destroyer being hit, almost head on, by a Japanese suicide plane. This same scene was a reality for my grandfather serving on board the  USS Abner Read  on November 1, 1944. Only in his experience, the suicide plane dropped a bomb that sailed down the main smokestack and exploded in the engine compartment below the waterline. The aircraft continued its dive and exploded on the aft deck of the ship. My grandfather managed to climb up from the smoke filled, blacked-out passages below the deck in order to abandon ship before it sank. This is a picture of the Abner Read before it went down by the stern 36 minutes after the initial hit.I remember my grandfather’s stories of his service on board the Abner Read, which I received with the excitement of a young boy reveling in the exploits of his grandfather. Since then I’ve grown to realize how serious and traumatic these events must have been for my grandfather and The Caine Mutiny served, in a small way, to bring some semblance of life to these realizations.This is truly a three-star book under ordinary circumstances, but this book meant a lot to me while reading it. So, in a personal way, it rates the extra star....more",Notes are private!,0,4,1,"Apr 08, 2012","Apr 22, 2012","Nov 28, 2010",,Paperback,view (with text),/book/show/368772.The_Caine_Mutiny
868,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good Soldier,"Ford, Ford Madox",1551113813,9781551113814,1551113813,368        pp,3.68,"26,710","Mar 17, 1915","Jan 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2010",,Paperback,view,/book/show/7628.The_Good_Soldier
869,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One of Ours,"Cather, Willa",0760777683,9780760777688,0760777683,399        pp,3.94,"9,011",1922,"Jan 01, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"One of our Ours seems to be perceived as just another World War I novel but the truth is that the war is one of many settings in this novel that are uOne of our Ours seems to be perceived as just another World War I novel but the truth is that the war is one of many settings in this novel that are used by Cather to tell a humanistic story. The book brings to life the beliefs of humans, the realities formed out of these beliefs, and their consequences. Specifically, she focuses on the people of small towns in rural America and one young adult who is in search of who he should become while living in a sea of strong-minded family and friends. While the time period is inclusive of WWI, the book only devotes about a quarter of its pages to an actual presence in Europe and of these pages only a handful are used to describe actual acts of war. The war is simply just another tool that the author uses to move her character through life experiences that are just as real today as they were when this book was written in 1922.Other points of merit that flood my thoughts include the writing skills of Willa Cather. She uses metaphor sparingly but effectively; and her selection of words creates pages of narrative and dialog that are intricate and tender. In searching for a past reading experience of equally beautiful style, I keep coming back to Bel Canto, by Ann Patchett. The tempo of the story is also used by Cather to add a sense of feeling to her settings. Life in rural America, where little changes with time, is written patiently; life in transit to an imagined destiny is compressed into a period of days; and the critical scenes of war require only minutes to change lives.Least and foremost, One of our Ours formed a sort of harmony in my mind that brought back the relative melody of two books with more overt plots. The first was Main Street by Sinclair Lewis and the second (of course) was All Quiet on the Western Front by Erich Maria. This harmony created a more complete picture of the worlds that were originally experienced during my prior readings of these two books and will forever link One of Ours to these stories....more",Notes are private!,0,25,1,"Jan 09, 2011","Feb 11, 2011","Nov 28, 2010",,Hardcover,view (with text),/book/show/2168148.One_of_Ours
870,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The American,"James, Henry",,,,360        pp,3.68,"6,757",1877,1967,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In a way, it's a bit sad that I knew The American would rate only three stars when I picked it up. Yet, I did enjoy this book, its characters, and theIn a way, it's a bit sad that I knew The American would rate only three stars when I picked it up. Yet, I did enjoy this book, its characters, and the story more so than would be suggested by a three-star rating.The book itself is a small bubble of 1870 Victorian life, preserved and unaffected by time. The characters may have been melodramatic in their dialog and actions but they were also the wealthiest people of the Victorian era; an era where class distinctions were communicated through language, action, and appearances. Also, as much as I enjoy the sparse writing of Cormac McCarthy and you-know-who, there is much to be said for the full robust style of James. After all, in his day a visual familiarity of distant places and life styles were not experienced by most people as they are today through television and movies. His descriptive writing brings these settings into full view in the minds of his readers and reading through paragraphs that span a page or two is just what it takes to accomplish these depictions. Overall, I found the writing and the characters to be true to their time within the context of time.The specific elements of the book that I enjoyed included the contrasts drawn between the main  American character, Christopher Newman, who was elevated in class by commercial successes and the conflicting European characters that were born into the upper-class by divine right. I also enjoyed the realistic changes in all the characters as they progressed through the story. While their acts may have been melodramatic by today’s standards, their endings were all true to life. Damsels were not rescued from the approaching train, villains did not meet dastardly ends, and life simply moved forward with its full force and inertia.So, a three stars rating does seem a bit harsh. As such, how about this instead…[image]***1/2...more",Notes are private!,0,1,1,"Jun 26, 2011","Jul 15, 2011","Nov 28, 2010",,Paperback,view (with text),/book/show/7531250-the-american
871,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Comedians,"Greene, Graham",0143039199,9780143039198,0143039199,320        pp,3.99,"9,158",1966,"Jan 25, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Our lives are spent creating our own realities by mixing facts and beliefs together. The result may be plausible but it certainly is not real. And whoOur lives are spent creating our own realities by mixing facts and beliefs together. The result may be plausible but it certainly is not real. And who can blame us? This very mixture helped us to survive. Fact: the lion is stalking me. Belief: if I run to that place, I will live. And so societies are born, careers are made, and we survive all because we acted on the facts at hand in conjunction with our beliefs in an outcome.At times, however, the mixture becomes grossly imbalanced. Our beliefs are transformed into virtual facts within our minds and our actions become distorted. We, as the actors on our own stage, never know the difference, but others (devoid of our own overdose of belief) see our actions clearly. And what they see is often times confusing, foolish, sad, and ultimately comical.Greene uses this aspect of human nature to craft a story that highlights the differences between how his characters see themselves and how they see each other. However, Greene goes a step further in this novel by suggesting that one final transformation is required in order to ultimately see the comedy in the actions of others, that being the loss of compassion.Greene takes a somber and deliberate approach to his work. He creates characters that warrant compassion due to the circumstances in their lives and he lets us see how these circumstances lead to their imbalances of belief. And through this process, Greene lets us know that while we may ultimately see the comedy in the actions of others, the price we pay for the transformation is a bit of our own humanity.I believe that Heller knew of this transformation and used it masterfully within the pages of Catch-22; the difference being that Heller deconstructed comedy and invoked a state of compassion in his readers. Greene, however, deconstructs compassion and lets his readers feel the price for comedy....more",Notes are private!,0,11,1,"Jan 30, 2013","Feb 17, 2013","Nov 28, 2010",,Paperback,view (with text),/book/show/133399.The_Comedians
872,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Great Expectations,"Dickens, Charles",0192833596,9780192805218,0192833596,544        pp,3.79,"802,546","Dec 01, 1860",1998,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2010",,Paperback,view,/book/show/2623.Great_Expectations
873,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Brothers Karamazov,"Dostoevsky, Fyodor",159308045X,9781593080457,159308045X,720        pp,4.37,"332,239",1880,"Jul 25, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Should have added this to the to-read list a while ago.,Notes are private!,0,4,0,not set,not set,"Nov 24, 2010",,Paperback,view (with text),/book/show/4940.The_Brothers_Karamazov
874,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tenth Man,"Greene, Graham",0671019090,9780671019099,0671019090,160        pp,3.73,"4,825",1985,"Feb 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2010",,Paperback,view,/book/show/3707.The_Tenth_Man
875,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,First Man: The Life of Neil A. Armstrong,"Hansen, James R.",0743257510,9780743257510,0743257510,784        pp,3.91,"6,133","Jun 27, 2005","Oct 03, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"25AUG12: A truly amazing man that has embarked on his final journey through history. Knowing that he was still alive cast a shining light on humanity'25AUG12: A truly amazing man that has embarked on his final journey through history. Knowing that he was still alive cast a shining light on humanity's potential. Now that he's gone, it's up to humanity to recognize the hope that he has left behind.---As a three-year-old son of a typical nuclear family in 1969, I was awoken from my sleep, placed beside our TV, and photographed next to Neil Armstrong stepping on to the moon. Through all these years, Neil Armstrong remained a hero that was codified in my three-year-old mind. An image that was forged by extremely enthusiastic parents who took pride in what was being accomplished, in real time, in front of their eyes and next to their son.For the next forty years, I worked on becoming the person that I wanted to be; an engineer involved with making things work and letting others know how these things could be made. As I grew into this person, I realized that pride for engineers is rooted in their methods and not in their results. After all, the results should be a foregone conclusion. While this makes for truly boring dinner table conversations, quiet solitude is the environment for engineering achievements.First Man clearly defines Neil Armstrong far beyond the image of the hero that was stamped in my mind so many years ago. He is truly an engineer and throughout this book, great perspective is gained into his methods, his achievements, and his life. More importantly, however, First Man allows all of us to take pride in our collective first steps on the Moon. We are all heroes and Neil Armstrong lets us know that we should all share in the pride associated with our heroism, equally....more",Notes are private!,0,7,1,"Apr 15, 2011","Jun 04, 2011","Nov 09, 2010",,Paperback,view (with text),/book/show/205589.First_Man
876,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Quiet American,"Greene, Graham",0143039024,9780143039020,0143039024,180        pp,3.97,"63,291",Dec 1955,"Aug 31, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's rare to find a novel that has such tightly woven elements, where the characters, the plot, and the setting echo one another and create a genuine It's rare to find a novel that has such tightly woven elements, where the characters, the plot, and the setting echo one another and create a genuine sense of place and time. With The Quiet American, the place is Vietnam and the time is the early 1950s.During that time, Vietnam was country involved in a struggle against its old colonial master, France. At the same time, America was entering the world stage as a newly christened superpower. And the country of Vietnam was something of a fresh new state capturing the world's attention as a new market.If this world perspective was all that comprised The Quiet American, it would be a boring novel. But Greene saw how the macro world stage could be reflected in the personalities of his characters. Thus we have the older colonial man competing with the naïve, young, and quiet American for the beautiful and young Vietnamese woman. By combining the two themes and weaving them together into a seamless story, Greene preserves the truth and feeling of Vietnam during this critical moment in time....more",Notes are private!,0,48,1,"Dec 12, 2020","Dec 16, 2020","Oct 28, 2010",,Paperback,view (with text),/book/show/3698.The_Quiet_American
877,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Little Lady of the Big House,"London, Jack",1421896974,9781421896977,1421896974,388        pp,3.87,"2,520",Apr 1916,"Dec 01, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’ve always admired Jack London for the person that he became through sheer determination. He was a person that was born into a destiny comprised of lI’ve always admired Jack London for the person that he became through sheer determination. He was a person that was born into a destiny comprised of long hours of manual labor but in spite of this position found time whenever possible, even at the cost of only four hours of sleep at night, to study writing. His studies were not formal and consisted of spending long hours in libraries reading the works of others, applying a force of will to his writing, and suffering through to his ultimate success, which arrived through a mastery of the short story.Little Lady of the Big House should have been a short story. However, it was written well after the establishment of his fame and well into the period of his life where greater sums of money were required to fund his scientific approach to farming on his ranch. As a result, he took what would have been a great short story and fluffed it up into a more profitable novel. Fluff is everywhere, from the exaggerated prolonged descriptions to the limited and non-developed sub-plots. In fact, there is so much fluff that a more appropriate title for this book just might be Little Story of the Big Book. [Yes, it took a while to think that one up.]So there it is; a bad book from a writer that I admire....more",Notes are private!,0,5,1,"Oct 20, 2010","Nov 07, 2010","Oct 20, 2010",,Paperback,view (with text),/book/show/4387077-the-little-lady-of-the-big-house
878,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mother Night,"Vonnegut, Kurt, Jr.",0440158532,9780440158530,0440158532,192        pp,4.23,"94,812",1961,1965,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mother Night is a book that manages to explore the human conscience in a world that is turned upside-down by those that wish to exercise control over Mother Night is a book that manages to explore the human conscience in a world that is turned upside-down by those that wish to exercise control over entire groups of people. Vonnegut uses one of the most turbulent periods in history to illustrate how human morals can be manipulated to such an extent that good and evil can become completely reversed in the minds of those that give up personal choice in favor of real feelings of comfort and security as provided by a collective group-consciousness. Vonnegut then continues to illustrate the aftermath to the human psyche that occurs after the group is summarily terminated: wars end, soldiers are discharged, agents are quietly dismissed. These individuals are then left to their own devices to recognize that right is now wrong, good is now evil, and that their own realities are now a delusion. The characters that are brought to life within the pages of Mother Night cannot not reconcile the two realities and suffer through a mental form of seasickness.I think that we are fortunate to have books like this sitting on the bookshelves of society. While Mother Night takes place during a particular time in history (after all, there had to be a setting) its message is timeless. Vonnegut preserves this message for the future so that individuals can be forewarned to keep one foot on the shore as the ever-continuing messages from the groups try to spin our individual equilibriums into collective alignments....more",Notes are private!,0,4,1,"Jun 04, 2011","Jun 12, 2011","Sep 17, 2010",,Paperback,view (with text),/book/show/904253.Mother_Night
879,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heart Is a Lonely Hunter,"McCullers, Carson",0553269631,9780553269635,0553269631,307        pp,3.99,"110,183","Jun 04, 1940","Jul 01, 1983",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It would be easy to conclude that the past, the present, and the future are all linked together in such a way that when viewed head-on they form a strIt would be easy to conclude that the past, the present, and the future are all linked together in such a way that when viewed head-on they form a straight line through life. There are many that speak of planning, actions, and destiny as if they were the keys to keeping one’s life in order. But I continually find that all three of these elements of life are often beyond our control. The past is a collection of happenstance events and the present finds us in need of decisions that have nothing to do with our desired future.The Heart Is a Lonely Hunter speaks to this reality. Carson McCullers writes about characters that all have dreams. Some of these dreams are big and some of them are small, but all of them are important to the dreamer. McCullers’ characters all desire to be more than who they are and they all want to escape their respective pasts. However, the here-and-now is the only thing that is real in life and McCullers rightfully reminds us that contemporaneous decisions often lead to everywhere except our imagined futures....more",Notes are private!,0,11,1,"Oct 18, 2011","Nov 12, 2011","Sep 16, 2010",,Paperback,view (with text),/book/show/515846.The_Heart_Is_a_Lonely_Hunter
