,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Anna's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Willow Says,"Buckle, Lynn",1838059288,9781838059286,1838059288,118        pp,4.15,150,"May 27, 2021","May 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 17, 2023",,Paperback,view,/book/show/57184923-what-willow-says
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tell Me I’m Worthless,"Rumfitt, Alison*",,9781838390020,1838390022,264        pp,3.57,"8,986","Oct 28, 2021","Oct 28, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2023",,Paperback,view,/book/show/57307172-tell-me-i-m-worthless
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Open Me Carefully: Emily Dickinson's Intimate Letters to Susan Huntington Dickinson,"Dickinson, Emily",0963818368,9780963818362,0963818368,315        pp,4.62,"1,264","Oct 01, 1998","Oct 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2023",,Paperback,view,/book/show/108114.Open_Me_Carefully
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lives Like Loaded Guns: Emily Dickinson and Her Family's Feuds,"Gordon, Lyndall",0670021938,9780670021932,0670021938,512        pp,3.85,"1,118","Nov 01, 2009","Jun 10, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2023",,Hardcover,view,/book/show/7224464-lives-like-loaded-guns
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Unquenchable Fire        (Unquenchable Fire, #1)","Pollack, Rachel",0879515309,9780879515300,0879515309,400        pp,3.65,478,"Aug 15, 1988","Jul 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2023",,Paperback,view,/book/show/832830.Unquenchable_Fire
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Things Have Gotten Worse Since We Last Spoke,"LaRocca, Eric*",1951658132,,B08YN53M5X,120        pp,2.97,"47,933","Jun 01, 2021","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2023",,Kindle Edition,view,/book/show/57876868-things-have-gotten-worse-since-we-last-spoke
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Transgender Issue: An Argument for Justice,"Faye, Shon",0241423147,9780241423141,0241423147,292        pp,4.56,"6,529","Sep 02, 2021","Sep 02, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 07, 2023","Mar 23, 2023","Mar 07, 2023",,Hardcover,view,/book/show/56155135-the-transgender-issue
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Helen Hunt Jackson: A Literary Life,"Phillips, Kate",0520218043,9780520218048,0520218043,408        pp,3.75,8,"Mar 04, 2003","Apr 03, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2023",,Hardcover,view,/book/show/693240.Helen_Hunt_Jackson
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Forever Barbie: The Unauthorized Biography of a Real Doll,"Lord, M. G.",0802776949,9780802776945,0802776949,336        pp,3.70,488,1994,"Mar 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2023",,Paperback,view,/book/show/167838.Forever_Barbie
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Forbidden Notebook,"Céspedes, Alba de",1662601395,9781662601392,1662601395,288        pp,4.13,"6,517",1952,"Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 26, 2023",,Hardcover,view,/book/show/61026364-forbidden-notebook
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Big Reveal: An Illustrated Manifesto of Drag,"Velour, Sasha",0358508088,9780358508083,0358508088,210        pp,4.42,840,"Apr 04, 2023","Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 25, 2023",,Hardcover,view,/book/show/61685220-the-big-reveal
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Voyaging Out: British Women Artists from Suffrage to the Sixties,"Trant, Carolyn",0500021821,9780500021828,0500021821,304        pp,3.67,12,"Oct 08, 2019","Oct 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 25, 2023",,Hardcover,view,/book/show/43785838-voyaging-out
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Is Mother Dead,"Hjorth, Vigdis",1839764317,9781839764318,1839764317,330        pp,3.80,"3,958","Aug 14, 2020","Sep 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 23, 2023",,Paperback,view,/book/show/60059857-is-mother-dead
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Time and Time Again,"Greenfield, Chatham*",1547613904,9781547613908,1547613904,336        pp,4.66,29,"Jul 23, 2024","Jul 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2023",,Hardcover,view,/book/show/195391620-time-and-time-again
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Minor Feelings: An Asian American Reckoning,"Hong, Cathy Park",1984820362,9781984820365,1984820362,209        pp,4.21,"39,635","Feb 25, 2020","Feb 25, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2023",,Hardcover,view,/book/show/52845775-minor-feelings
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sophie’s World,"Gaarder, Jostein",1857993284,9781857993288,1857993284,403        pp,3.96,"259,414",1991,1995,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2023",,Paperback,view,/book/show/10959.Sophie_s_World
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dickinson's Misery: A Theory of Lyric Reading,"Jackson, Virginia",0691119910,9780691119915,0691119910,320        pp,3.68,53,"Jul 05, 2005","Jul 25, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2023",,Paperback,view,/book/show/101223.Dickinson_s_Misery
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad Science,"Goldacre, Ben",0007240198,9780007240197,0007240198,338        pp,4.06,"43,077",2008,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2023",,Paperback,view,/book/show/3272165-bad-science
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Finding Me,"Davis, Viola",0063037327,9780063037328,0063037327,304        pp,4.56,"116,095","Apr 26, 2022","Apr 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2023",,Hardcover,view,/book/show/58687126-finding-me
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heartstrong,"Pullin, Ellidy",0733649211,9780733649219,0733649211,336        pp,4.63,"6,063","Sep 28, 2022","Sep 28, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2023",,Paperback,view,/book/show/61167271-heartstrong
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golden Notebook,"Lessing, Doris",0007498772,9780007498772,0007498772,576        pp,3.77,"23,018",1962,"Jan 17, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2023",,Paperback,view,/book/show/15923791-the-golden-notebook
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pure Colour,"Heti, Sheila*",0374603944,9780374603946,0374603944,224        pp,3.47,"15,460","Feb 15, 2022","Feb 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2023",,Hardcover,view,/book/show/57693639-pure-colour
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wedding,"West, Dorothy",0385471440,9780385471442,0385471440,256        pp,3.97,"6,024",1995,"Jan 01, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2023",,Paperback,view,/book/show/915481.The_Wedding
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Little Art,"Briggs, Kate",1910695459,9781910695456,1910695459,365        pp,4.35,623,"Apr 04, 2018","Apr 17, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2023",,Paperback,view,/book/show/36252356-this-little-art
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,These Fevered Days: Ten Pivotal Moments in the Making of Emily Dickinson,"Ackmann, Martha",0393609308,9780393609301,0393609308,304        pp,4.10,725,"Feb 25, 2020","Feb 25, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Feb 2023,"Mar 05, 2023","Feb 01, 2023",,Hardcover,view,/book/show/45894121-these-fevered-days
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bliss Montage,"Ma, Ling*",0374293511,9780374293512,0374293511,228        pp,3.92,"17,097","Sep 13, 2022","Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2023",,Hardcover,view,/book/show/60243188-bliss-montage
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lying Life of Adults,"Ferrante, Elena",1609455916,9781609455910,1609455916,336        pp,3.66,"70,653","Nov 07, 2019","Sep 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2023",,Hardcover,view,/book/show/48616787-the-lying-life-of-adults
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Samurai,"DeWitt, Helen",0786887001,9780786887002,0786887001,544        pp,4.15,"8,780","Sep 20, 2000","Apr 03, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2023",,Paperback,view,/book/show/190372.The_Last_Samurai
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Insurrecto,"Apostol, Gina*",1616959444,9781616959449,1616959444,336        pp,3.51,"1,564","Nov 13, 2018","Nov 13, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2023",,Hardcover,view,/book/show/40237027-insurrecto
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Autoportrait,"Ball, Jesse*",1646221389,9781646221387,1646221389,140        pp,4.10,301,"Aug 16, 2022","Aug 16, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2023",,Hardcover,view,/book/show/59892324-autoportrait
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Lady's Guide to Fortune-Hunting        (A Lady's Guide, #1)","Irwin, Sophie",0593491343,9780593491348,0593491343,325        pp,3.92,"34,674","May 12, 2022","Jul 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2023",,Hardcover,view,/book/show/59656358-a-lady-s-guide-to-fortune-hunting
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kitchen Confidential: Adventures in the Culinary Underbelly,"Bourdain, Anthony",0060899220,9780060899226,0060899220,312        pp,4.16,"315,291",2000,"Jan 09, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2023",,Paperback,view,/book/show/33313.Kitchen_Confidential
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Klara and the Sun,"Ishiguro, Kazuo*",,,,352        pp,3.75,"336,739","Mar 02, 2021","Mar 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 21, 2023","Jan 30, 2023","Jan 21, 2023",,Paperback,view,/book/show/61679449-klara-and-the-sun
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dying of Politeness: A Memoir,"Davis, Geena",,9798212161282,,unknown,4.03,"6,961","Oct 11, 2022","Oct 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 19, 2023",,Audio CD,view,/book/show/61422460-dying-of-politeness
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Memoirs of a Grandmother: Scenes from the Cultural History of the Jews of Russia in the Nineteenth Century, Volume One","Wengeroff, Pauline",080476879X,9780804768795,080476879X,386        pp,4.60,10,2010,"Jun 25, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2023",,Hardcover,view,/book/show/7384009-memoirs-of-a-grandmother
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Memoirs of Gluckel of Hameln,"Hameln, Glückel of",0805205721,9780805205725,0805205721,296        pp,3.88,509,1719,"Sep 21, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2023",,Paperback,view,/book/show/819729.The_Memoirs_of_Gluckel_of_Hameln
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rememberings: The World of a Russian-Jewish Woman in the Nineteenth Century,"Wengeroff, Pauline",1883053617,9781883053611,1883053617,306        pp,3.98,43,"Apr 01, 2000","Jun 30, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2023",,Paperback,view,/book/show/1229689.Rememberings
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Autobiography of Solomon Maimon: The Complete Translation,"Maimon, Salomon",0691163855,9780691163857,0691163855,336        pp,3.78,115,"Jan 01, 1888","Jan 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2023",,Hardcover,view,/book/show/36854793-the-autobiography-of-solomon-maimon
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Perfect Victim: The True Story of ""The Girl in the Box"" by the D.A. Who Prosecuted Her Captor","McGuire, Christine",0440204429,9780440204428,0440204429,400        pp,4.00,"5,155","Jul 01, 1989","Jul 01, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2023",,Mass Market Paperback,view,/book/show/346994.Perfect_Victim
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maud Martha,"Brooks, Gwendolyn",0883780615,9780883780619,0883780615,180        pp,4.13,"2,955",1953,"Oct 01, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2023",,Paperback,view,/book/show/225754.Maud_Martha
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ring Shout,"Clark, P. Djèlí*",,,B082RRJV54,192        pp,4.00,"34,478","Oct 13, 2020","Oct 13, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2022",,Kindle Edition,view,/book/show/50687822-ring-shout
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad Cree,"Johns, Jessica",0385548699,9780385548694,0385548699,259        pp,3.93,"10,598","Jan 10, 2023","Jan 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2022",,Hardcover,view,/book/show/60839741-bad-cree
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Notes on an Execution,"Kukafka, Danya*",0063052733,9780063052734,0063052733,306        pp,4.08,"88,990","Jan 25, 2022","Jan 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2022",,Hardcover,view,/book/show/57773248-notes-on-an-execution
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yellowface,"Kuang, R.F.*",,,,329        pp,3.80,"428,718","May 25, 2023","May 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2022",,Hardcover,view,/book/show/59357120-yellowface
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Happened to Ruthy Ramirez,"Jiménez, Claire",1538725967,9781538725962,1538725967,240        pp,3.52,"8,242","Mar 07, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2022",,Hardcover,view,/book/show/61399125-what-happened-to-ruthy-ramirez
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,It Came from the Closet: Queer Reflections on Horror,"Vallese, Joe*",,9781952177798,1952177790,298        pp,4.19,"3,597","Oct 04, 2022","Oct 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2022",,Paperback,view,/book/show/60708721-it-came-from-the-closet
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,First They Killed My Father: A Daughter of Cambodia Remembers,"Ung, Loung",0060856262,9780060856267,0060856262,238        pp,4.34,"47,341","Jan 26, 2000","Apr 04, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 19, 2022",,Paperback,view,/book/show/4373.First_They_Killed_My_Father
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wooroloo: Poems,"Hughes, Frieda",0060930020,9780060930028,0060930020,80        pp,3.56,87,unknown,"Nov 17, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 18, 2022","Dec 26, 2022","Dec 18, 2022",,Paperback,view,/book/show/807503.Wooroloo
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Portable Magic: A History of Books and their Readers,"Smith, Emma",0241427266,9780241427262,0241427266,352        pp,3.81,773,"Apr 28, 2022","Apr 28, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 04, 2022","Jan 13, 2023","Dec 04, 2022",,Hardcover,view,/book/show/58837753-portable-magic
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Warlight,"Ondaatje, Michael",1787330729,9781787330726,1787330729,290        pp,3.60,"44,612","May 08, 2018","May 01, 2018",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 01, 2022",,Paperback,view,/book/show/35657511-warlight
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Happiness, as Such","Ginzburg, Natalia",0811227995,9780811227995,0811227995,176        pp,3.97,"3,481",1973,"Jun 25, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2022",,Paperback,view,/book/show/42191431-happiness-as-such
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,With Teeth,"Arnett, Kristen*",0593191501,9780593191507,0593191501,304        pp,3.51,"8,527","Jun 01, 2021","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 21, 2022",,Hardcover,view,/book/show/56160395-with-teeth
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Story of a New Name        (The Neapolitan Novels, #2)","Ferrante, Elena",,,1609451341,471        pp,4.44,"179,031","Sep 22, 2012","Sep 03, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 21, 2022",,Paperback,view,/book/show/17465515-the-story-of-a-new-name
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Portraits and Observations: The Essays of Truman Capote,"Capote, Truman",1400066611,9781400066612,1400066611,528        pp,4.33,738,1995,"Oct 09, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 21, 2022",,Hardcover,view,/book/show/1833952.Portraits_and_Observations
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bless the Daughter Raised by a Voice in Her Head: Poems,"Shire, Warsan*",0593134354,9780593134351,0593134354,86        pp,4.22,"7,270","Mar 01, 2022","Mar 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 18, 2022",,Paperback,view,/book/show/55835966-bless-the-daughter-raised-by-a-voice-in-her-head
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dickens and Prince: A Particular Kind of Genius,"Hornby, Nick",0593541820,9780593541821,0593541820,192        pp,3.65,"2,645","Nov 15, 2022","Nov 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 18, 2022",,Hardcover,view,/book/show/60621165-dickens-and-prince
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Hearts Hang from the Lemon Trees,"Rutherford, Laetitia",1780721722,9781780721729,1780721722,224        pp,3.17,12,"Aug 01, 2013","Aug 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2022",,Paperback,view,/book/show/18337075-our-hearts-hang-from-the-lemon-trees
