,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Girl's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Path of Night        (Chilling Adventures of Sabrina, #3)","Brennan, Sarah Rees*",1338326244,,B07YH3FJZP,320        pp,3.59,992,"May 05, 2020","May 05, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As always, I love Sarah Rees Brennan's writing, even if I don't really care all that much about Sabrina and company.As always, I love Sarah Rees Brennan's writing, even if I don't really care all that much about Sabrina and company....more",Notes are private!,0,1,1,"Mar 24, 2021","Mar 26, 2021","Mar 24, 2021",,Kindle Edition,view (with text),/book/show/52616765-path-of-night
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Desolation Called Peace        (Teixcalaan, #2)","Martine, Arkady*",,,B07QPJHNSM,496        pp,4.33,"28,154","Mar 02, 2021","Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I received this book from NetGalley in exchange for an honest .There's this problem with reading a book when one is in a pit of mourning and desI received this book from NetGalley in exchange for an honest .There's this problem with reading a book when one is in a pit of mourning and despair, and thinking that the  will be written after one gets out of the pit of despair, and, well, here we are, nine months later, and I'm now okay but I'm not fine at all but I actually have, sadly, very little recollection of what I thought about this book. Which I guess tells you something about my opinion, because some books that I had read at that time I remember very vividly. My favorite things were all the bits between Mahit and Yskandr, and then, predictably (look, I'm a sucker for some Sapir-Whorf, okay) the linguistic stuff in the latter part of the book. I did quite enjoy that the plot zigged when I though it was going to zag. It's possible that this book would benefit from getting more of my attention, though. I do know that I enjoyed it more than Wife did, but I definitely wasn't overwhelmed in my reading experience, positively or otherwise....more",Notes are private!,0,2,1,"Mar 19, 2021","Dec 28, 2021","Mar 19, 2021",,Kindle Edition,view (with text),/book/show/45154547-a-desolation-called-peace
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Wizard’s Guide to Defensive Baking,"Kingfisher, T.",1614505241,9781614505242,1614505241,306        pp,4.11,"39,683","Jul 21, 2020","Jul 21, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 06, 2021","Aug 20, 2021","Mar 06, 2021",,Paperback,view,/book/show/54369251-a-wizard-s-guide-to-defensive-baking
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mrs Dalloway,"Woolf, Virginia",,,,198        pp,3.79,"306,458","May 14, 1925","Feb 05, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,My first time with this book. To paraphrase a meme - it's a mood.My first time with this book. To paraphrase a meme - it's a mood....more,Notes are private!,0,2,1,"Mar 06, 2021","Mar 25, 2021","Mar 06, 2021",,Paperback,view (with text),/book/show/793216.Mrs_Dalloway
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wild Remedy: How Nature Mends Us - A Diary,"Mitchell, Emma",1789290422,9781789290424,1789290422,192        pp,4.12,"1,219","Dec 27, 2018","Jul 01, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,What a beautiful book. Would love to have it on paper one day.,Notes are private!,0,0,1,"Feb 04, 2021","Feb 25, 2021","Feb 04, 2021",,Hardcover,view (with text),/book/show/41443274-the-wild-remedy
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Empress of Salt and Fortune        (The Singing Hills Cycle, #1)","Vo, Nghi*",,,,119        pp,3.96,"34,695","Mar 24, 2020","Mar 24, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"[Last book I finished before being bereaved of my beloved cousin, and I remember having enjoyed it, but I have no memory of the particulars. Sorry, bo[Last book I finished before being bereaved of my beloved cousin, and I remember having enjoyed it, but I have no memory of the particulars. Sorry, book. I will probably re-read in the future.]...more",Notes are private!,0,1,1,"Feb 03, 2021","Feb 04, 2021","Feb 04, 2021",,Kindle Edition,view (with text),/book/show/51190882-the-empress-of-salt-and-fortune
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Past Begins: A Writer's Memoir,"Tan, Amy*",0062319299,9780062319296,0062319299,368        pp,3.57,"3,094","Oct 17, 2017","Oct 17, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A memoir of growing up to be a writer, of being a child of immigrant parents, of a difficult relationship with a difficult mother. Deeply moving at tiA memoir of growing up to be a writer, of being a child of immigrant parents, of a difficult relationship with a difficult mother. Deeply moving at times, simply fascinating at others. It doesn't quite form a cohesive whole, but it's a very good read nonetheless. I had bought it at some point in the past when it was a deal on Kindle, and I completely forgot about it - but now I'm happy that I had. ...more",Notes are private!,0,0,1,"Jan 15, 2021","Jan 30, 2021","Jan 27, 2021",,Hardcover,view (with text),/book/show/34043618-where-the-past-begins
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Interior Design Handbook: Furnish, Decorate, and Style Your Space","Ramstedt, Frida",0593139313,9780593139318,0593139313,240        pp,4.13,"1,377",2019,"Oct 27, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read very good things about this book, but in the end, it was just okay. Some interesting pieces of advice on how to decorate your home, and some noI read very good things about this book, but in the end, it was just okay. Some interesting pieces of advice on how to decorate your home, and some not terribly useful ones. Oh well....more",Notes are private!,0,1,1,"Jan 19, 2021","Jan 26, 2021","Jan 19, 2021",,Hardcover,view (with text),/book/show/51152420-the-interior-design-handbook
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Changing Planes,"Le Guin, Ursula K.",0441012248,9780441012244,0441012248,239        pp,3.85,"6,316",2003,"Aug 01, 2005",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not my favourite LeGuin. I assumed it would consist of short stories, but, rather, it's more of ethnography of imagined peoples of strange ""planes"" ofNot my favourite LeGuin. I assumed it would consist of short stories, but, rather, it's more of ethnography of imagined peoples of strange ""planes"" of existence, so: short texts about the functioning of various imagined societies, their customs and beliefs. And a few of them were quite interesting, but mostly what I thought was ""why should I care when it's going to be over in a few pages?"". And to be honest, I'm not sure why I should....more",Notes are private!,0,1,1,"Jan 13, 2021","Jan 17, 2021","Jan 13, 2021",,Mass Market Paperback,view (with text),/book/show/13657.Changing_Planes
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cook, Eat, Repeat: Ingredients, Recipes and Stories","Lawson, Nigella",,,B0856WXZPB,343        pp,4.11,968,"Oct 29, 2020","Oct 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As always, love Nigella.",Notes are private!,0,2,1,"Jan 11, 2021","Feb 28, 2021","Jan 11, 2021",,Kindle Edition,view (with text),/book/show/51873652-cook-eat-repeat
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Deadly Education        (The Scholomance, #1)","Novik, Naomi*",0593128486,9780593128480,0593128486,336        pp,3.97,"168,377","Sep 29, 2020","Sep 29, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a compulsive read and overall, I enjoyed it a lot - the jaded protagonist trying hard not to give into the darkness! But I have to admit, I aThis was a compulsive read and overall, I enjoyed it a lot - the jaded protagonist trying hard not to give into the darkness! But I have to admit, I also had some problems with this book, most of all - with how heavy the exposition was. I mean, yeah, it's a whole new world to describe and explore, but especially in the first part of the novel, the narrative would just stop and give way to infodump, throwing the pacing all out of whack. Once it got going, though, it was really a lot of fun, and I honestly cannot wait for the next volume....more",Notes are private!,0,0,1,"Jan 11, 2021","Jan 13, 2021","Jan 11, 2021",,Hardcover,view (with text),/book/show/50548197-a-deadly-education
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Czuły narrator,"Tokarczuk, Olga",8308073050,9788308073056,8308073050,304        pp,4.16,"2,055","Nov 12, 2020","Nov 12, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kilka esejów przeczytałam z dużą przyjemnością (zwłaszcza refleksje o własnym pisaniu Tokarczuk). Z częścią właściwie się zgadzam, ale i tak miałam czKilka esejów przeczytałam z dużą przyjemnością (zwłaszcza refleksje o własnym pisaniu Tokarczuk). Z częścią właściwie się zgadzam, ale i tak miałam czasem momenty ""ok boomer"" (zwłaszcza w odniesieniu do przemyśleń na temat Internetu). Na pewno warto żeby przybliżyć sobie sposób, w jaki Tokarczuk postrzega świat....more",Notes are private!,0,5,1,"Dec 20, 2020","Jan 09, 2021","Jan 11, 2021",,Hardcover,view (with text),/book/show/55544431-czu-y-narrator
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Or What You Will,"Walton, Jo*",1250308992,9781250308993,1250308992,320        pp,3.77,"1,003","Jul 07, 2020","Jul 07, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I finished reading this book on January 5th - which I think is very appropriate, given all its connections to Shakespeare and Twelfth Night. And it waI finished reading this book on January 5th - which I think is very appropriate, given all its connections to Shakespeare and Twelfth Night. And it was such a treat to read - a book about reading and writing and Shakespearean characters coming to life. And Florence and Pico and Ficino, who are starting to feel like friends after I have been encountering them in Walton's subsequent books.A wonderful read, this book....more",Notes are private!,0,2,1,"Jan 03, 2021","Jan 05, 2021","Jan 05, 2021",,Hardcover,view (with text),/book/show/45046576-or-what-you-will
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Her Smoke Rose Up Forever,"Tiptree Jr., James",1892391201,9781892391209,1892391201,508        pp,4.18,"4,405","Jun 01, 1990","Nov 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Some of these stories were 4 stars, some - 0 stars and let's never look at them again.Some of these stories were 4 stars, some - 0 stars and let's never look at them again....more",Notes are private!,0,1,1,"Jan 02, 2021","Aug 20, 2021","Jan 02, 2021",,Paperback,view (with text),/book/show/27059.Her_Smoke_Rose_Up_Forever
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hollow Places,"Kingfisher, T.",1534451129,9781534451124,1534451129,337        pp,3.80,"34,558","Oct 06, 2020","Oct 06, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My first book of the year (finished a while ago, though). And I enjoyed some of it while other parts... didn't work for me that much. Overall, it's a My first book of the year (finished a while ago, though). And I enjoyed some of it while other parts... didn't work for me that much. Overall, it's a strong story, nicely creepy. The protagonist, Kara, is fun, the sidekick is a nice character, there is a grumpy cat. Alas, the book goes into the gore territory - not too much, I guess, but there are a few scenes - and I'm just not into gore, it turns out.My second problem lies in the similarity of the creepy setting to Narnia (Magician's Nephew, to be more precise) - it is lampshaded, perhaps too heavily? This took me out of the mood and made me slow down right before things got interesting.But overall, I still think it's worth reading - if you're into cozy horror, that is....more",Notes are private!,0,6,1,"Dec 29, 2020",Jan 2021,"Dec 29, 2020",,Paperback,view (with text),/book/show/50892288-the-hollow-places
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Twisted Ones,"Kingfisher, T.",1534429573,9781534429574,1534429573,400        pp,3.64,"29,542","Oct 01, 2019","Oct 01, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So this is horror, which I usually don't read, but it's COZY horror and it's by T. Kingfisher, which makes it infinitely more readable. It's a true trSo this is horror, which I usually don't read, but it's COZY horror and it's by T. Kingfisher, which makes it infinitely more readable. It's a true treat: pleasantly creepy but not gorey (I like creepy, hate gorey), funny and - yes - cozy. I mean, as much as finding super creepy stone statues in your dead hoarder grandma's back garden is cozy. And I think this is the last book I have finished in 2020 and my final ! Yay....more",Notes are private!,0,2,1,"Dec 28, 2020","Dec 31, 2020","Dec 28, 2020",,Hardcover,view (with text),/book/show/42527596-the-twisted-ones
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Hotel,"Mandel, Emily St. John*",0525521143,9780525521143,0525521143,307        pp,3.69,"172,172","Mar 24, 2020","Mar 24, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very well written book, but it was less impressive to me than Station Eleven (which I loved). It didn't quite come together for me as much as StatioA very well written book, but it was less impressive to me than Station Eleven (which I loved). It didn't quite come together for me as much as Station Eleven did; perhaps it might if/when I re-read it at some point....more",Notes are private!,0,2,1,"Dec 25, 2020","Dec 28, 2020","Dec 25, 2020",,Hardcover,view (with text),/book/show/45754981-the-glass-hotel
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kindred,"Butler, Octavia E.",0807083690,9780807083697,0807083690,288        pp,4.30,"217,810",Jun 1979,"Feb 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 stars. Again, I was (mostly) pleasantly surprised by the very readable style - however, in this case, perhaps a little more differentiation in lan3.5 stars. Again, I was (mostly) pleasantly surprised by the very readable style - however, in this case, perhaps a little more differentiation in language would have been called for? It was also a little strange how everyone readily accepted time travel as something that has happened and will happen again. But underneath this, it's a powerful narrative, as current now as it was when it had first been published. It warns the reader that education and pretenses to civility cannot save one from being forced to participate in horrible systems of abuse. Very much worth reading....more",Notes are private!,0,1,1,"Dec 15, 2020","Dec 17, 2020","Dec 25, 2020",,Paperback,view (with text),/book/show/60931.Kindred
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moja żona głaszcze jeże. Rozmowy małżeńskie,"Strzelczyk, Błażej",838049945X,9788380499454,838049945X,200        pp,3.42,81,"Nov 27, 2019","Nov 27, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nie jest to może wybitna pozycja, ale do lekkiego niezobowiązującego poczytania jak najbardziej. Problemem jest jednak to, że mocno mnie irytował sam Nie jest to może wybitna pozycja, ale do lekkiego niezobowiązującego poczytania jak najbardziej. Problemem jest jednak to, że mocno mnie irytował sam autor... ale może to tylko ja....more",Notes are private!,0,3,1,"Dec 16, 2020","Dec 19, 2020","Dec 16, 2020",,Hardcover,view (with text),/book/show/49540258-moja-ona-g-aszcze-je-e-rozmowy-ma-e-skie
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bloodchild and Other Stories,"Butler, Octavia E.",1583226982,9781583226988,1583226982,214        pp,4.35,"22,975",Aug 1995,Oct 2005,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My first book by Butler and I was pleasantly surprised - I had always somehow assumed her style would be much more dense and difficult, but it is veryMy first book by Butler and I was pleasantly surprised - I had always somehow assumed her style would be much more dense and difficult, but it is very light, almost colloquial. So I almost inhaled those stories, and I found them very interesting....more",Notes are private!,0,1,1,"Dec 14, 2020","Dec 16, 2020","Dec 14, 2020",,Paperback,view (with text),/book/show/60930.Bloodchild_and_Other_Stories
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,China Mountain Zhang,"McHugh, Maureen*",0312860986,9780312860981,0312860986,313        pp,3.95,"4,730",Mar 1992,"Apr 15, 1997",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A book that now reads more like a dystopian parallel universe story than sci-fi (well, okay, with the exception of Mars). It's very readable, almost cA book that now reads more like a dystopian parallel universe story than sci-fi (well, okay, with the exception of Mars). It's very readable, almost compulsive, and yet I found it a little frustrating that with the exception of Zhang, the characters' fates were never quite resolved. I think I actually liked the Mars interlude(s) the best, and wish there had been more about those characters in that setting....more",Notes are private!,0,1,1,"Dec 08, 2020","Dec 11, 2020","Dec 08, 2020",,Paperback,view (with text),/book/show/836964.China_Mountain_Zhang
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kitchen Diaries,"Slater, Nigel",0007199481,9780007199488,0007199481,400        pp,4.30,"2,522",2005,2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Let me reiterate that I just love Slater's cooking writing. This one particularly yields itself to being read as a book, as it is literally a diary. ALet me reiterate that I just love Slater's cooking writing. This one particularly yields itself to being read as a book, as it is literally a diary. And even though it is 15 years old now, it's still a very current cookbook - doesn't feel outdated at all. I love having it on my shelf....more",Notes are private!,0,1,1,"Dec 05, 2020","Dec 28, 2020","Dec 05, 2020",,Hardcover,view (with text),/book/show/2228149.The_Kitchen_Diaries
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Christmas Chronicles: Notes, Stories and 100 Essential Recipes for Midwinter","Slater, Nigel",0008260192,9780008260194,0008260192,456        pp,3.99,"2,931",2017,"Oct 19, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a lovely book! I went in expecting killer recipes (and it delivered), but the stories of Christmas and Christmas customs were amazing as well. SlWhat a lovely book! I went in expecting killer recipes (and it delivered), but the stories of Christmas and Christmas customs were amazing as well. Slater writes about winter with such love that even I, despite my lack of fondness for this season, had to be charmed. Will definitely need a copy of this book on my shelf for Christmases future....more",Notes are private!,0,1,1,"Dec 05, 2020","Dec 15, 2020","Dec 05, 2020",,Hardcover,view (with text),/book/show/35396244-the-christmas-chronicles
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Toast: The Story of a Boy's Hunger,"Slater, Nigel",1592401619,9781592401611,1592401619,238        pp,3.78,"7,449","Jan 15, 2003","Oct 06, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Deeply engrossing despite how sad it can be at times; it is also almost too candid sometimes. And quite different from Slater's voice in his other booDeeply engrossing despite how sad it can be at times; it is also almost too candid sometimes. And quite different from Slater's voice in his other books....more,Notes are private!,0,2,1,"Dec 05, 2020","Dec 25, 2020","Dec 05, 2020",,Paperback,view (with text),/book/show/71969.Toast
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Unconquerable Sun        (The Sun Chronicles, #1)","Elliott, Kate*",,,,528        pp,3.92,"2,655","Jul 07, 2020","Jul 07, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I had actually been super excited for this book - I thought it would be right up my alley. And it kinda was, but it also wasn't. On one level, it seemI had actually been super excited for this book - I thought it would be right up my alley. And it kinda was, but it also wasn't. On one level, it seemed like it could have been my favourite Kate Elliott book ever (warrior princesses and space opera and queerness, oh my!), but then... it didn't quite grab me the way I thought it would. For me, the problem was that (1) I wasn't sure why I should care for those people - for a looong time, the book doesn't give the reader enough to be invested in the characters and (2) that the action scenes just wouldn't stop. I mean, I understand, space opera, evil plotting, war, we need action. And yet. Slow the pace, show us the characters, give us more meat on the setting, it will still work. (And my side quibble is that I didn't like the father, but I generally don't like the fathers in Elliott's books).I will definitely read book number two and I do think I will enjoy it more, because now I know how the world works and who to root for!...more",Notes are private!,0,1,1,"Dec 03, 2020","Dec 08, 2020","Dec 03, 2020",,Hardcover,view (with text),/book/show/52378684-unconquerable-sun
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Duke Who Didn't        (Wedgeford Trials, #1)","Milan, Courtney*",,,B08G4QC3JC,352        pp,3.92,"5,508","Sep 22, 2020","Sep 22, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed this book - it was a lovely read and a very pleasant palate cleanser - but somehow I couldn't get as much into it as I had into some other MI enjoyed this book - it was a lovely read and a very pleasant palate cleanser - but somehow I couldn't get as much into it as I had into some other Milan books. Still a good book, though!...more",Notes are private!,0,2,1,"Nov 25, 2020","Nov 29, 2020","Nov 25, 2020",,Kindle Edition,view (with text),/book/show/55012301-the-duke-who-didn-t
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Life on Our Planet: My Witness Statement and a Vision for the Future,"Attenborough, David",1538719983,9781538719985,1538719983,272        pp,4.51,"28,939","Oct 01, 2020","Oct 06, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A beautiful - and depressing - look at the state of our planet where it comes to the nature and the climate. A cautionary tale from someone who has seA beautiful - and depressing - look at the state of our planet where it comes to the nature and the climate. A cautionary tale from someone who has seen nature's glory from up close....more,Notes are private!,0,1,1,"Nov 21, 2020","Nov 26, 2020","Nov 21, 2020",,Hardcover,view (with text),/book/show/53916142-a-life-on-our-planet
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Home Edit: A Guide to Organizing and Realizing Your House Goals,"Shearer, Clea",0525572643,9780525572640,0525572643,256        pp,3.76,"10,330","Mar 19, 2019","Mar 19, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's very pretty (and I mean very pretty), but unfortunately, not terribly revolutionary.It's very pretty (and I mean very pretty), but unfortunately, not terribly revolutionary....more",Notes are private!,0,1,1,"Nov 05, 2020","Nov 18, 2020","Nov 18, 2020",,Paperback,view (with text),/book/show/40712502-the-home-edit
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tak wygląda prawdziwa poetka, podciągnij się! Listy","Szymborska, Wisława",8324059504,9788324059508,8324059504,382        pp,4.26,82,"Dec 02, 2019","Dec 02, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pięknie wydana książka, ale czy jest to publikacja niezbędna szerszemu gronu czytelników? Trochę wątpię. Z opisu okładkowego jakoś spodziewałam się, żPięknie wydana książka, ale czy jest to publikacja niezbędna szerszemu gronu czytelników? Trochę wątpię. Z opisu okładkowego jakoś spodziewałam się, że korespondencja między Szymborską a Kulmową będzie bardziej dialogiem, wymianą przemyśleń. Niekoniecznie tak jest. Owszem, Kulmowa pisze czasem bardzo ciekawe listy - trochę poetyckie opisy przyrody, trochę plany własnej twórczości - ale Szymborska odpowiada raczej zdawkowo. Trzeba też mieć na uwadze, że te listy nie były wymieniane bardzo często - bywały np. dwa w ciągu roku. A do tego ten leitmotiv, że ""dobrze byłoby się spotkać"", ""a to może w tym roku"", ""a to może dałabyś radę zajechać do Krakowa"" i nic z tego nie wynika przez ponad dwadzieścia lat!...more",Notes are private!,0,5,1,"Nov 14, 2020","Jan 20, 2021","Nov 14, 2020",,Hardcover,view (with text),/book/show/49545650-tak-wygl-da-prawdziwa-poetka-podci-gnij-si-listy
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maybe You Should Talk to Someone,"Gottlieb, Lori*",1328662055,9781328662057,1328662055,415        pp,4.38,"323,497","Apr 02, 2019","Apr 02, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It was extremely engrossing - a story of a therapist, her work and her own therapy - and insightful at times. While I thought the final part was a litIt was extremely engrossing - a story of a therapist, her work and her own therapy - and insightful at times. While I thought the final part was a little lacking, it was still a very interesting read....more",Notes are private!,0,2,1,"Nov 14, 2020","Nov 20, 2020","Nov 14, 2020",,Hardcover,view (with text),/book/show/37570546-maybe-you-should-talk-to-someone
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The 5 Love Languages: The Secret to Love that Lasts,"Chapman, Gary",,,B00OICLVBI,232        pp,4.27,"429,501",1990,"Dec 11, 2014",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I do think that the concept of five love languages is very good and can help you figure out some things in your relationships (not necessarily in marrI do think that the concept of five love languages is very good and can help you figure out some things in your relationships (not necessarily in marriage only, but in friendships or family as well), but the Christian framework... ughhh. Nope....more",Notes are private!,0,0,1,"Nov 14, 2020","Nov 14, 2020","Nov 14, 2020",,Kindle Edition,view (with text),/book/show/23878688-the-5-love-languages
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,"Clear, James*",,,B07D23CFGR,319        pp,4.36,"869,970","Oct 16, 2018","Oct 16, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Makes a lot of sense.,Notes are private!,0,2,1,"Nov 14, 2020","Nov 18, 2020","Nov 14, 2020",,Kindle Edition,view (with text),/book/show/40121378-atomic-habits
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Didn't See That Coming: Putting Life Back Together When Your World Falls Apart,"Hollis, Rachel*",,,B087CK4G52,227        pp,3.63,"14,709","Sep 29, 2020","Sep 29, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Again, it's not bad, it's just not for me. I'm not strictly sure if publishing three fairly similar books about self-improvement year after year was eAgain, it's not bad, it's just not for me. I'm not strictly sure if publishing three fairly similar books about self-improvement year after year was exactly necessary, but I suppose they must bring in a pretty penny....more",Notes are private!,0,0,1,"Nov 05, 2020","Nov 06, 2020","Nov 14, 2020",,Kindle Edition,view (with text),/book/show/54710894-didn-t-see-that-coming
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals","Hollis, Rachel*",1400209609,9781400209606,1400209609,216        pp,3.79,"82,922","Mar 05, 2019","Mar 05, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think, overall, it was better than Girl Wash Your Hair, but it also repeated a lot of pieces of information from that book. And the sections on deveI think, overall, it was better than Girl Wash Your Hair, but it also repeated a lot of pieces of information from that book. And the sections on developing habits were perhaps the most worthwhile (even though you can find similar ideas in other books)....more",Notes are private!,0,0,1,"Nov 05, 2020","Nov 05, 2020","Nov 14, 2020",,Hardcover,view (with text),/book/show/40591267-girl-stop-apologizing
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girl Wash your Face,"Hollis, Rachel*",1400201667,9781400201662,1400201667,240        pp,3.58,"257,619","Feb 06, 2018","Jan 01, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's not bad per se, it's just... so very American and very much not me. I enjoyed some sections, though, despite being Not A Fan of the others.It's not bad per se, it's just... so very American and very much not me. I enjoyed some sections, though, despite being Not A Fan of the others....more",Notes are private!,0,0,1,"Nov 04, 2020","Nov 05, 2020","Nov 14, 2020",,Hardcover,view (with text),/book/show/35542451-girl-wash-your-face
