,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Bel's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reckless Girls,"Hawkins, Rachel*",1250274257,9781250274250,1250274257,320        pp,3.57,"125,253","Jan 04, 2022","Jan 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2022",,Hardcover,view,/book/show/57693168-reckless-girls
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O apartamento de Paris,"Foley, Lucy",6555604514,9786555604511,6555604514,336        pp,3.67,"516,476","Feb 22, 2022","Jun 27, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3,5 ⭐taylor swift já disse na canção PARIS: ""(...) i wanna brainwash you into loving me forever...""(mais lento e com muito mais drama do que os outros3,5 ⭐taylor swift já disse na canção PARIS: ""(...) i wanna brainwash you into loving me forever...""(mais lento e com muito mais drama do que os outros que li dela)...more",Notes are private!,0,67,1,"Dec 04, 2022","Dec 20, 2022","Dec 04, 2022",,Paperback,view (with text),/book/show/61343706-o-apartamento-de-paris
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fazes-me Falta,"Pedrosa, Inês",9722022539,9789722022538,9722022539,226        pp,3.45,"1,337",2002,2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 04, 2022",,Paperback,view,/book/show/2668268-fazes-me-falta
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Fell in Love with Hope,Lancali.*,,9798986599601,,402        pp,3.94,"20,787","Aug 01, 2022","Aug 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2022",,Paperback,view,/book/show/61713106-i-fell-in-love-with-hope
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I’m Glad My Mom Died,"McCurdy, Jennette",1982185821,9781982185824,1982185821,304        pp,4.47,"966,287","Aug 09, 2022","Aug 09, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"não consigo falar tanto ainda sobre, mas se você já passou por um transtorno alimentar, não leia (ou leia sabendo que MUITOS gatilhos serão ativados anão consigo falar tanto ainda sobre, mas se você já passou por um transtorno alimentar, não leia (ou leia sabendo que MUITOS gatilhos serão ativados aqui)....more",Notes are private!,0,206,1,"Apr 13, 2023","May 04, 2023","Dec 03, 2022",,Hardcover,view (with text),/book/show/59366244-i-m-glad-my-mom-died
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unmasked: My Life Solving America's Cold Cases,"Holes, Paul*",1250622794,9781250622792,1250622794,288        pp,4.10,"24,300","Apr 26, 2022","Apr 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2022",,Hardcover,view,/book/show/57693618-unmasked
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Os Anos,"Ernaux, Annie*",8568493564,9788568493564,8568493564,232        pp,4.18,"29,461","Feb 07, 2008","Jun 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2022",,Paperback,view,/book/show/52061572-os-anos
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,2am thoughts,"Campbell, Makenzie*",1537186752,9781537186757,1537186752,150        pp,3.74,"8,089",unknown,"Nov 12, 2017",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,21,1,"Nov 14, 2022","Nov 14, 2022","Nov 26, 2022",,Paperback,view,/book/show/36893848-2am-thoughts
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Primeiro Eu Tive Que Morrer,"Portela, Lorena",,,,137        pp,3.63,"2,438",unknown,2020,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"tanta subjetividade que mesmo quando a história pediu por um mergulho, ele aconteceu no raso",Notes are private!,0,108,1,"Jun 03, 2023","Jun 17, 2023","Nov 11, 2022",,Paperback,view (with text),/book/show/55611265-primeiro-eu-tive-que-morrer
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O melhor que podíamos fazer,"Bui, Thi",8582864183,9788582864180,B0747PRLR4,336        pp,4.36,"35,586","Mar 07, 2017","Sep 25, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2022",,Kindle Edition,view,/book/show/36299232-o-melhor-que-pod-amos-fazer
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Não pise no meu vazio,"Kuss, Ana Suy Sesarino",8582974922,9788582974926,8582974922,150        pp,3.87,229,unknown,2017,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""não consigo sair desse estado sozinha. às vezes dura alguns segundos, às vezes algumas semanas. é como um transe, que não deixa nenhuma marca e por i""não consigo sair desse estado sozinha. às vezes dura alguns segundos, às vezes algumas semanas. é como um transe, que não deixa nenhuma marca e por isso me faz duvidar de que realmente aconteceu. só saio disso quando alguém deixa a realidade tão intolerável que sou agressivamente convocada a interagir com ela. e aí tenho que me responsabilizar pelo tempo em que estive ausente de mim, o que me desgasta demasiadamente.""...more",Notes are private!,0,81,1,"Oct 24, 2022","Nov 05, 2022","Nov 07, 2022",,Paperback,view (with text),/book/show/39933242-n-o-pise-no-meu-vazio
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love on the Brain,"Hazelwood, Ali*",1408725789,,B09JSDVS8Y,368        pp,3.92,"441,200","Aug 23, 2022","Aug 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2022",,Kindle Edition,view,/book/show/59571699-love-on-the-brain
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nada digo de ti, que em ti não veja","Cruz, Eliana Alves",6556020044,9786556020044,B08CMFNW1Q,179        pp,4.45,242,unknown,"Jul 08, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 29, 2022",,Kindle Edition,view,/book/show/54623784-nada-digo-de-ti-que-em-ti-n-o-veja
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last House on Needless Street,"Ward, Catriona*",1788166167,9781788166164,1788166167,335        pp,3.86,"96,493","Mar 18, 2021","Jan 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 27, 2022",,Hardcover,view,/book/show/54621094-the-last-house-on-needless-street
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quando os Mortos Falam,"Lemes, Claudia",6586099862,9786586099867,6586099862,239        pp,4.31,150,unknown,2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2022",,Paperback,view,/book/show/59075320-quando-os-mortos-falam
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,People We Meet on Vacation,"Henry, Emily*",1984806750,9781984806758,1984806750,364        pp,3.88,"1,131,827","May 11, 2021","May 11, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"but I knew you'd linger like a tattoo kiss, I knew you'd haunt all of my what-ifs.......................3,5 ⭐but I knew you'd linger like a tattoo kiss, I knew you'd haunt all of my what-ifs.......................3,5 ⭐...more",Notes are private!,0,158,1,"Dec 20, 2022","Dec 30, 2022","Oct 17, 2022",,Paperback,view (with text),/book/show/54985743-people-we-meet-on-vacation
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Every Summer After,"Fortune, Carley*",0593438531,9780593438534,0593438531,320        pp,4.22,"512,770","May 10, 2022","May 10, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 17, 2022",,Paperback,view,/book/show/58014893-every-summer-after
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ao paraíso,"Yanagihara, Hanya*",6557826190,9786557826195,B0B9HSVT8T,720        pp,3.76,"44,137","Jan 11, 2022","Sep 09, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2022",,Kindle Edition,view,/book/show/61988350-ao-para-so
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Vida Que Ninguém Vê,"Brum, Eliane",8560171002,9788560171002,8560171002,205        pp,4.27,806,"Jan 01, 2006",2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 12, 2022",,Paperback,view,/book/show/6370593-a-vida-que-ningu-m-v
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rota 66,"Barcellos, Caco",8525011185,9788525011183,8525011185,unknown,4.32,763,1987,"Jan 01, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 13, 2022",,Paperback,view,/book/show/922466.Rota_66
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rita Lee: Uma Autobiografia,"Lee, Rita",8525063304,9788525063304,8525063304,296        pp,4.50,"4,111","Oct 27, 2016","Oct 27, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""se um belo dia você me encontrar pelo caminho, não me venha cobrar que eu seja o que você imagina que eu deveria continuar sendo.""leitura boa demais ""se um belo dia você me encontrar pelo caminho, não me venha cobrar que eu seja o que você imagina que eu deveria continuar sendo.""leitura boa demais pra quem é fã da rita, mas principalmente pra quem (também) é fofoqueiro. mó bafafá contado por alguém que parece querer o mínimo de barreira possível na relação autor-leitor.só tirei uma estrela porque num dá pra ler em 2022 que herzog cometeu suicídio em meio à ditadura brasileira & outras coisitas problemáticas também que não me agradaram e não tenho tempo de fazer vista grossa. no mais, recomendadíssimo....more",Notes are private!,0,63,1,"Aug 04, 2022","Sep 12, 2022","Aug 04, 2022",,Paperback,view (with text),/book/show/32813190-rita-lee
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Como Se Fosse a Casa,"Marques, Ana Martins",8566786572,9788566786576,8566786572,48        pp,4.30,239,2017,2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 04, 2022",,Paperback,view,/book/show/35650492-como-se-fosse-a-casa
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ainda Não Há Um Furacão Com Seu Nome,"Cruz, Léo*",8561975741,9788561975746,8561975741,64        pp,3.16,459,unknown,Nov 2018,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,28,1,"Jul 28, 2022","Jul 28, 2022","Aug 04, 2022",,Paperback,view,/book/show/44371056-ainda-n-o-h-um-furac-o-com-seu-nome
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O afeto ou Caderno sobre a mesa,"Anzuategui, Sabina",8575779214,9788575779217,8575779214,103        pp,3.67,9,unknown,unknown,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,28,1,"Jul 26, 2022","Sep 30, 2022","Jul 26, 2022",,ebook,view,/book/show/53881318-o-afeto-ou-caderno-sobre-a-mesa
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Calcinha no Varal,"Anzuategui, Sabina",8535906142,,,112        pp,3.00,24,2005,2005,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"ruim, mas bonzinho vez ou outra",Notes are private!,0,52,1,"Jul 13, 2022","Jul 23, 2022","Jul 24, 2022",,Paperback,view (with text),/book/show/24449789-calcinha-no-varal
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just Like Home,"Gailey, Sarah*",,,B0927D53WB,346        pp,3.36,"27,891","Jul 19, 2022","Jul 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2022",,Kindle Edition,view,/book/show/58267771-just-like-home
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Carrie Soto Is Back,"Reid, Taylor Jenkins*",0593158687,9780593158685,0593158687,384        pp,4.22,"504,767","Aug 30, 2022","Aug 30, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3,5⭐ o que mais gostei nas histórias anteriores da tjr foi a originalidade. embora tivéssemos referências claras (evelyn hugo = elizabeth taylor / gol3,5⭐ o que mais gostei nas histórias anteriores da tjr foi a originalidade. embora tivéssemos referências claras (evelyn hugo = elizabeth taylor / golden age hollywood; daisy jones = fleetwood mac, etc), a originalidade da narrativa, por vezes, nos fazia crer que aquela era uma biografia ou uma espécie de documentário sobre personagens que realmente existiram nessa vida.em carrie soto, apesar da incrível habilidade narrativa da autora, não senti tanto esse ponto crucial das demais histórias. quem acompanhou pelo menos um pouco da história de serena williams, seu pai & suas trajetórias ao longo dos anos, inclusive na memorável volta da tenista (pós lesão) num embate direto contra uma atleta asiática, percebe na hora que foi a fonte de inspiração da autora. mas, diferentemente das outras vezes, me senti lendo uma fantasia ao redor da vida da própria serena, e não uma história meramente inspirada na medalhista mundial. muita gente veio me falar que eu iria amar ou odiar a carrie, porque ela é uma *dessas* personagens, mas discordo em partes. ela é, sim, uma personagem complicada em suas nuances, mas não há nada a respeito dela que me fez sentir que eu estava lendo sobre uma adulta e não uma adolescente que não sabe lidar com suas frustrações. veja bem: entendo, passo & já passei pelo que a carrie passou, mas ainda assim tive extrema dificuldade em lidar com o tardio desenvolvimento da personagem; pelo menos, olhando pela melhor das óticas, esse desenvolvimento aconteceu. dito isso, queria saber mais sobre nicki chan, que pareceu ser uma personagem interessantíssima e pouco explorada na narrativa. cada vez que o bowe aparecia pra neutralizar algum caos da vida da carrie, eu só conseguia pensar ""tira esse chato e dá mais tempo de tela pra nicki, mulher!""gostei demais da abordagem da mulher 30+ AINDA precisar de sorrisinhos e de toda humildade do mundo, mesmo após se provar tantas e tantas vezes no que ela faz. é um tema pouco debatido, mas muito relevante. num geral, foi uma leitura que me acrescentou muito, mas não diria que figura entre meus favoritos da tjr.p.s.: javier, você pode contar comigo pra absolutamente tudo nessa vida....more",Notes are private!,0,206,1,"Sep 03, 2022","Oct 03, 2022","Jul 06, 2022",,Hardcover,view (with text),/book/show/60435878-carrie-soto-is-back
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heartstopper: Volume Four        (Heartstopper, #4)","Oseman, Alice*",1338617567,9781338617566,1338617567,384        pp,4.61,"378,341","May 06, 2021","Jan 04, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,puta que pariu que difícil foi terminar esse,Notes are private!,0,182,2,"May 24, 2022not set","Jun 12, 2022not set","Jun 12, 2022",,Hardcover,view (with text),/book/show/56060300-heartstopper
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heart's Invisible Furies,"Boyne, John*",,,,582        pp,4.51,"162,376","Feb 09, 2017","Aug 22, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 07, 2022",,Hardcover,view,/book/show/33253215-the-heart-s-invisible-furies
