,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lewis's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
583,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rather Die Fighting,"Blaichman, Frank",1559709170,9781559709170,1559709170,224        pp,4.32,355,"Jul 02, 2009","Nov 11, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2019",,Hardcover,view,/book/show/6532909-rather-die-fighting
584,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hitler's Intelligence Chief: Walter Schellenberg,"Doerries, Reinhard R.",1929631774,9781929631773,1929631774,250        pp,4.00,8,"May 28, 2003","Oct 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Walter Schellenberg was a vital part of Hitler's Nazi machine, but much better educated and smarter than most. One of the fascinating aspects of DoerrWalter Schellenberg was a vital part of Hitler's Nazi machine, but much better educated and smarter than most. One of the fascinating aspects of Doerries approach is his willingness to consider alternate interpretations and to speculate on Schellenberg's thinking. This is great material for a novelist and provides many possibilities for interactions between Schellenberg and my character Berthold Becker.For example, these three excerpts may all lead to exciting scenes ...... Schellenberg recognized the abyss into which Germany had fallen with Hitler and knew a price would have to be paid... already in 1941 … Schellenberg concluded Germany might lose … began to consider Secret contacts with intelligence operatives in the two neutral nations … Sweden and Switzerland ... Schellenberg believed that large international companies were potential networks for the collection transmission of intelligence...more",Notes are private!,0,12,1,"Feb 08, 2019","Feb 10, 2019","Feb 08, 2019",,Paperback,view (with text),/book/show/3243086-hitler-s-intelligence-chief
585,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hitler's Last Chief of Foreign Intelligence: Allied Interrogations of Walter Schellenberg,"Doerries, Reinhard R.",1135772843,9781135772840,1135772843,376        pp,0.00,0,"Jan 05, 2003","Nov 23, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 08, 2019","Feb 11, 2019","Feb 08, 2019",,Kindle Edition,view,/book/show/17523949-hitler-s-last-chief-of-foreign-intelligence
586,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Auschwitz: the camp of death,"Natalia, Zarembina,",,,,unknown,0.00,0,unknown,Jul 1944,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 08, 2019","Feb 16, 2019","Feb 08, 2019",,Hardcover,view,/book/show/43892701-auschwitz
587,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sherlock Holmes Mysteries: 22 Stories,"Doyle, Arthur Conan",0451529995,9780451529992,0451529995,533        pp,4.25,887,"Jan 02, 1985","Oct 04, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,22 delightful stories ... each one makes a great bed-time read ... but all of you Sherlock fans already know that,Notes are private!,0,18,1,Feb 2019,"Feb 02, 2019","Feb 01, 2019",,Mass Market Paperback,view (with text),/book/show/8664.The_Sherlock_Holmes_Mysteries
588,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Si c'est un homme,"Levi, Primo",2266022504,,,315        pp,4.33,"75,102",1947,"Aug 19, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2019",,Mass Market Paperback,view,/book/show/120623.Si_c_est_un_homme
589,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Man Who Stopped the Trains to Auschwitz: George Mantello, El Salvador, and Switzerland's Finest Hour","Kranzler, David",0815628730,9780815628736,0815628730,368        pp,4.14,7,"Sep 01, 2000","Oct 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 29, 2019","Jan 31, 2019","Jan 29, 2019",,Hardcover,view,/book/show/2535115.The_Man_Who_Stopped_the_Trains_to_Auschwitz
590,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,At the Mind's Limits: Contemplations by a Survivor on Auschwitz and its Realities,"Améry, Jean",0253211735,9780253211736,0253211735,128        pp,4.32,"1,016",1966,"Mar 23, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,deep powerful thoughts ... very difficult to follow ... but still moving,Notes are private!,0,11,1,"Jan 28, 2019","Jan 31, 2019","Jan 28, 2019",,Paperback,view (with text),/book/show/405885.At_the_Mind_s_Limits
591,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eyewitness Auschwitz: Three Years in the Gas Chambers,"Müller, Filip",1566632714,9781566632713,1566632714,180        pp,4.28,"5,593","Jan 01, 1979","Aug 24, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,brutally honest ... so very difficult to read,Notes are private!,0,26,1,"Jan 23, 2019",Feb 2019,"Jan 23, 2019",,Paperback,view (with text),/book/show/73291.Eyewitness_Auschwitz
592,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Gentleman in Moscow,"Towles, Amor*",,,,462        pp,4.33,"543,331","Sep 06, 2016","Sep 06, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a gorgeous book ... a great plot, fascinating characters ... and superbly written. Every well-placed thread eventually finds its way to importThis is a gorgeous book ... a great plot, fascinating characters ... and superbly written. Every well-placed thread eventually finds its way to importance. Every scene contributes to the elegantly painted patina of the Metropol Hotel over decades ... as Count Alexander Rostov ""sentenced to life in the Metropol all those years ago, become(s) the luckiest man in all of Russia.”I have now read this twice, and liked it even more the second time. I advise you not to hurry your read. Savor the great choices of words, not fancy but just perfect, again and again. Relish the side trips into selected visions of food, music and most of all politics. Enjoy the manner in which Towles has structured his scenes, often at an angle instead of straight on, until you are fully immersed.And lastly, smile as you enjoy the beautifully satisfying conclusion....more",Notes are private!,0,108,1,"Jan 20, 2019","Feb 19, 2019","Jan 20, 2019",,Hardcover,view (with text),/book/show/29430012-a-gentleman-in-moscow
593,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Promised Land: The Great Black Migration and How It Changed America,"Lemann, Nicholas",0394269675,9780394269672,0394269675,416        pp,4.24,756,"Jan 01, 1991","Jan 01, 1995",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There are some positive aspects to this book, the foremost being that it was written at all. It focuses on the causes and results of serious problems There are some positive aspects to this book, the foremost being that it was written at all. It focuses on the causes and results of serious problems which had not been solved in 1991, with little optimism that ghetto problems would ever be solved except by the upward movement of people who found a way out. The details of the individuals whose histories are presented are illuminating but difficult to follow and absorb - too much detail not put into clear narrative or context. The political machinations in Washington and Chicago (President Johnson & Mayor Daley) are fascinating and easier to follow, perhaps because I was aware of many of the events covered at the time they were happening.Part of my problem in reading this book now is that it was written 28 years ago and while it has interest as history, its value as social and political commentary is seriously dated. An additional note: I entered “American ghetto” as a search term in Amazon and found very few books on the topic, perhaps suggesting just how limited has been our sustained interest in the problem....more",Notes are private!,0,19,1,"Jan 20, 2019",Feb 2019,"Jan 20, 2019",,Paperback,view (with text),/book/show/49211.The_Promised_Land
594,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fighting Auschwitz: The Resistance Movement in the Concentration Camp,"Garliński, Józef",0809489252,9780809489251,0809489252,327        pp,3.50,30,"Nov 01, 1975",unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"as you would expect, this is tough to read ... it is an accurate inside view of what life was like in Auschwitz among those who were trying to resist,as you would expect, this is tough to read ... it is an accurate inside view of what life was like in Auschwitz among those who were trying to resist, led by Witold Pilecki...more",Notes are private!,0,12,1,"Jan 17, 2019","Jan 19, 2019","Jan 17, 2019",,Hardcover,view (with text),/book/show/2625065-fighting-auschwitz
595,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"How to Be a Spy: Ultimate Tradecraft Spy School Operations Book, Covers Anti Surveillance Detection, CIA Cold War & Corporate espionage, Clandestine Services Skills & Techniques for teens & adults","Verdugo, Allain",,,B074SF8TMN,163        pp,2.65,17,unknown,"Aug 13, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,good for my purposes ... MI6 is providing selective training to Berthold in my novel-in-progress,Notes are private!,0,7,1,"Jan 15, 2019","Jan 16, 2019","Jan 15, 2019",,Kindle Edition,view (with text),/book/show/36071082-how-to-be-a-spy
596,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Resistance in Europe, 1939-45","Hawes, Stephen and White",0140218173,9780140218176,0140218173,240        pp,3.00,4,"Oct 28, 1976","Jan 01, 1976",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Jan 14, 2019","Jan 23, 2019","Jan 14, 2019",,Paperback,view,/book/show/8371280-resistance-in-europe-1939-45
597,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Voice from the Forest: Memoirs of a Jewish Partisan,"Kohn, Nahum",0896040208,9780896040205,0896040208,255        pp,4.00,6,Oct 1980,"Jan 01, 1980",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"stunning stories concerning Jews hiding in the forest exacting revenge on Nazis and their collaborators ... a few excerpts ...... our goal was revengestunning stories concerning Jews hiding in the forest exacting revenge on Nazis and their collaborators ... a few excerpts ...... our goal was revenge against murderers and butchers who had our brothers' blood on their hands … we identified those who killed Jews … found them, took them away, killed them... when a massacre of Jews took place … a few children often escaped and hid in the forest … Poles would go look for them and kill them … we would find the Poles who did such things and kill them... peasants harassed Jews … we learned to be bold with peasants … we sent 4 men into a hamlet … when the peasants attacked, the rest of us moved in … we killed them all … we made our case … from then on, we passed through peasant villages at will … the peasants hid in their homes, praying we would leave them at peace... we moved every day or two … followed our instincts … dug holes to sleep in, lined with moss … half slept, half guarded …we couldn't change clothes … held clothes near the fire to roast the lice...more",Notes are private!,0,7,1,"Jan 09, 2019","Jan 17, 2019","Jan 09, 2019",,Hardcover,view (with text),/book/show/2493389.Voice_from_the_Forest
598,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Against All Odds: A Tale of Two Survivors,"Salsitz, Norman",0896041492,9780896041493,0896041492,398        pp,4.38,13,"Dec 31, 1990","Jan 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 06, 2019","Jan 09, 2019","Jan 06, 2019",,Paperback,view,/book/show/2891398-against-all-odds
599,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inside Intelligence,"Cavendish, Anthony",0006376126,9780006376125,0006376126,224        pp,3.81,16,"Jul 21, 1997","Jan 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 24, 2018","Dec 26, 2018","Dec 24, 2018",,Paperback,view,/book/show/5044214-inside-intelligence
600,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anatomy of the Auschwitz Death Camp,"Gutman, Yisrael",025320884X,9780253208842,025320884X,656        pp,4.42,80,1994,"Apr 22, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 19, 2018",,Paperback,view,/book/show/804980.Anatomy_of_the_Auschwitz_Death_Camp
601,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Writing the Blockbuster Novel,"Zuckerman, Albert",0898795982,9780898795981,0898795982,218        pp,3.96,366,1994,"Feb 01, 1994",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Al Zuckerman offers a whole range of very specific suggestions which have made me think and have taught me much about my own writing. Of particular usAl Zuckerman offers a whole range of very specific suggestions which have made me think and have taught me much about my own writing. Of particular use to me were the chapters on outlining, using Ken Follett's The Man From St. Petersburg and Follett's 4 outlines as examples. I have outlined my current novel-in-progress and made some significant improvements as a result.Other topics very helpful to me include ... character relationships and setting up scenes....more",Notes are private!,0,11,1,"Dec 15, 2018","Jan 14, 2019","Dec 15, 2018",,Hardcover,view (with text),/book/show/919392.Writing_the_Blockbuster_Novel
602,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Immortal Irishman: The Irish Revolutionary Who Became an American Hero,"Egan, Timothy*",0544272889,9780544272880,0544272889,384        pp,4.29,"8,085","Mar 01, 2016","Mar 01, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"UPDATE: I think I was too harsh ... I did enjoy the Tasmanian section ... changed to 3***There are some excellent scenes in this book; some are quite UPDATE: I think I was too harsh ... I did enjoy the Tasmanian section ... changed to 3***There are some excellent scenes in this book; some are quite moving. These are all scenes where Thomas Meagher is the central character. He is interesting and charismatic. However, way too much of the book reports the history of Meagher's times, rather than his involvement and impact on that history. Too much on the Irish famine, too much on the American Civil War. My feeling (perhaps because I write historical novels) is that a historical novel based on Meagher's life could have been a much better read. He was a writer, and a public speaker. There must be a ton of material in those writings and speeches that never made it into The Immortal Irishman, plus what could be imagined from that rich base....more",Notes are private!,0,18,1,"Dec 14, 2018","Jan 13, 2019","Dec 14, 2018",,Hardcover,view (with text),/book/show/25897805-the-immortal-irishman
603,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,FLORIDA,"Kaufelt, David A.",0786756241,9780786756247,B00USBM9GO,702        pp,4.43,14,"Feb 24, 2015","Feb 24, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"UPDATE 5/11/19 ... I finished this long and rewarding tour through aspects of Florida's history. Very well written, sometimes moving, always informatiUPDATE 5/11/19 ... I finished this long and rewarding tour through aspects of Florida's history. Very well written, sometimes moving, always informative.After a confusing double-prologue, FLORIDA settles into an entertaining and informative story of the early days of settlement, told through the lives of three early settlers and their descendants. Unfortunately, the book is 700 pages and I only completed half (through the mid-1800s) before other reading needs interfered. I will, however, come back to it....more",Notes are private!,0,18,2,"May 2019Dec 06, 2018","May 11, 2019not set","Dec 14, 2018",,Kindle Edition,view (with text),/book/show/26136978-florida
604,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"No Cloak, No Dagger","Cowburn, Benjamin",,,,187        pp,4.13,107,"May 21, 2009","Nov 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2018",,Hardcover Slipcased,view,/book/show/13330942-no-cloak-no-dagger
605,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Spy and the Traitor: The Greatest Espionage Story of the Cold War,"Macintyre, Ben",0771060335,9780771060335,0771060335,384        pp,4.51,"69,153","Sep 18, 2018","Sep 18, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Dec 08, 2018",,Hardcover,view,/book/show/37542581-the-spy-and-the-traitor
606,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Irena's Children: The Extraordinary Story of the Woman Who Saved 2,500 Children from the Warsaw Ghetto","Mazzeo, Tilar J.",,,B0176M3XJ4,337        pp,4.26,"8,833","Sep 27, 2016","Sep 27, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,a marvelous story about an incredible woman,Notes are private!,0,25,2,"Jan 06, 2020Dec 07, 2018","Jan 20, 2020Dec 08, 2018","Dec 07, 2018",,Kindle Edition,view (with text),/book/show/41021987-irena-s-children
607,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zegota: The rescue of Jews in wartime Poland,"Tomaszewski, Irene",0969577168,9780969577164,0969577168,171        pp,4.26,23,"May 01, 2010","Jan 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 15, 2020","Jan 20, 2020","Dec 07, 2018",,Paperback,view,/book/show/1395657.Zegota
608,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Auschwitz Volunteer: Beyond Bravery,"Pilecki, Witold",1607720108,9781607720102,1607720108,392        pp,4.29,979,1945,Apr 2012,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"UPDATE 1/28/19 ... one of the great pleasures in writing historical fiction is the opportunity to mix real and fictional characters. Deep in the woodsUPDATE 1/28/19 ... one of the great pleasures in writing historical fiction is the opportunity to mix real and fictional characters. Deep in the woods near Auschwitz, my character Anna Gorska is about to meet Witold Pilecki, who has just escaped. I don't know what I'm going to write, but if I can capture anything close to the excitement I'm feeling about this encounter, I think it'll be worth reading.***This is an incredible story ... all the more so since it is true ... Witold Pilecki purposely joined a roundup in Warsaw in order to get inside Auschwitz. His objectives were to send out information about the camp and to prepare to take over the camp when the time came in the form of an order to parachute in arms or troops. He accomplished the first objective, but of course the Allies never attacked Auschwitz. Pilecki remained in Auschwitz from 1940 until April 1943 when he escaped.a few excerpts ...... In November 1940, I sent my first report to High Command in Warsaw through Second Lieutenant 6 [Tadeusz Burski] who had worked in Intelligence and who had been bought out of Auschwitz.... I discovered a way to send letters to my family writing in Polish. A young friend of mine [name unknown], going to work in the town, had managed to make contact with the locals through whom I sent two letters to my family. My letters were sent on to [Home Army] High Command.... A number of escape attempts led the camp authorities to decide to apply collective responsibility and (starting in the spring of ’41) ten inmates were shot for each successful escapee. The selection of ten men to die for one escapee was a difficult moment for the camp. ... “I have been inside for two years and seven months. I have had a job to do here. Lately I have had no instructions. Now the Germans have shipped out our best people with whom I’ve been working. I would have to start from scratch. I can see no further point in staying here. Therefore, I’m going to leave.” ... can one pick and choose when one wants to come to Auschwitz and when one wants to leave?” I replied: “One can.”... (April 1943) ... Over the course of a night we were meant to finish five batches. We were to put the bread in the ovens five times and then take it out five times. … We were going to try to escape from the bakery after the second batch, for after the first one it would be too soon. Meanwhile the first, second, third and fourth batches came and went, and we still could not leave the bakery. ... the cards would have to fall so that at one given moment we would be near the door and out of the line of vision of both the SS men and the other bakers. ... Opportunities came and then went....more",Notes are private!,0,33,1,"Dec 04, 2018","Dec 30, 2018","Dec 04, 2018",,Paperback,view (with text),/book/show/13415529-the-auschwitz-volunteer
609,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jewish Wife and Other Short Plays: Includes: In Search of Justice; Informer; Elephant Calf; Measures Taken; Exception and the Rule; Salzburg Dance of Death,"Brecht, Bertolt",0802150985,9780802150981,0802150985,160        pp,3.69,152,"Mar 28, 1971","Mar 28, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a short (10 page) play which powerfully presents the thinking of a Jewish woman about to leave her German husband in order that he and his carThis is a short (10 page) play which powerfully presents the thinking of a Jewish woman about to leave her German husband in order that he and his career not be attacked by the Nazis. It suggests the deep underlying Jew-hatred that had by the mid-1930s become an integral part of Hitler's political program. It leaves unsaid the issues of why Germans, and in particular this woman's husband, did not object, ever, even after 6,000,000 Jews had been murdered. Why didn't the husband leave Germany with his wife?I have been asked to moderate a post-performance discussion of the play in Key West. ...more",Notes are private!,0,8,1,"Dec 03, 2018","Dec 14, 2018","Dec 03, 2018",,Paperback,view (with text),/book/show/94647.Jewish_Wife_and_Other_Short_Plays
610,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death Dealer: The Memoirs of the SS Kommandant at Auschwitz,"Höss, Rudolf",0306806983,9780306806988,0306806983,415        pp,3.87,"3,018",1956,"Mar 22, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 03, 2018",,Paperback,view,/book/show/275654.Death_Dealer
611,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Auschwitz 1940-1945,"Smoleń, Kazimierz",0964429314,9780964429314,0964429314,120        pp,4.20,5,1972,Mar 1995,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"filled with clear factual descriptions, photos and quotes from the Nazis who ran Auschwitz ... even more meaningful when you realize this is a translafilled with clear factual descriptions, photos and quotes from the Nazis who ran Auschwitz ... even more meaningful when you realize this is a translation of the German guidebook for Auschwitz visitors...more",Notes are private!,0,6,1,"Dec 03, 2018","Dec 04, 2018","Dec 03, 2018",,,view (with text),/book/show/1495303.Auschwitz_1940_1945
612,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Order of the Day,"Vuillard, Éric",1760782742,9781760782740,B07F9VC56F,132        pp,3.90,"10,402","May 03, 2017","Jan 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,Dec 2018,"Dec 02, 2018","Dec 01, 2018",,Kindle Edition,view,/book/show/40855605-the-order-of-the-day
613,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mars Room,"Kushner, Rachel*",1476756554,9781476756554,1476756554,338        pp,3.45,"42,909","May 01, 2018","May 01, 2018",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really can't  this book because I could not force myself to read it. I stopped after 20 pages of rambling, unconnected, largely uninteresting I really can't  this book because I could not force myself to read it. I stopped after 20 pages of rambling, unconnected, largely uninteresting paragraphs. At that point, I read another  which said (paraphrasing): ""I kept waiting, waiting, waiting for something to happen, and it never did."" It is my experience that if the book/reader connection starts off bad, it never gets better. I decided not to wait.I hate to write negative s, but on amazon 23% of the s for this book are 1* or 2**, so I guess I'm not alone....more",Notes are private!,0,24,1,"Nov 28, 2018","Dec 04, 2018","Nov 28, 2018",,Hardcover,view (with text),/book/show/36373648-the-mars-room
614,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"City of Bones        (Harry Bosch, #8; Harry Bosch Universe, #11)","Connelly, Michael*",0446699535,9780446699532,0446699535,408        pp,4.12,"56,484","Apr 16, 2002","Oct 02, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Another outstanding work from Michael Connelly ... Bosch is an interesting complex character whose adventures keep the pages turning,Notes are private!,0,14,1,"Nov 26, 2018",Dec 2018,"Nov 26, 2018",,Trade Paperback,view (with text),/book/show/84777.City_of_Bones
615,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Soul is Filled With Joy: A Holocaust Story,"Treiger, Karen*",,,B07H9CLTNF,302        pp,4.38,181,"Oct 01, 2018","Sep 11, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2018",,Kindle Edition,view,/book/show/41825574-my-soul-is-filled-with-joy
616,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fortunate Pilgrim,"Puzo, Mario",0345476727,9780345476722,0345476727,304        pp,3.87,"5,066",1965,"Sep 28, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This magnificent novel continues to unfold as each page discloses another dramatic episode in the story of a large Italian immigrant family strugglingThis magnificent novel continues to unfold as each page discloses another dramatic episode in the story of a large Italian immigrant family struggling to make its way in New York's west side in the 1930s and 1940s. I can't claim to remember all the twists and turns, or even all the characters, but for me that didn't matter, as the portrait somehow remained clear even as details quickly passed by. This was Puzo's first novel, before The Godfather, and it is IMO a spectacular read....more",Notes are private!,0,13,1,"Feb 04, 2022","Feb 09, 2022","Nov 22, 2018",,Mass Market Paperback,view (with text),/book/show/22037.The_Fortunate_Pilgrim
617,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Killing of Reinhard Heydrich: The SS Butcher of Prague,"MacDonald, Callum A.",0306808609,9780306808609,0306808609,239        pp,3.93,453,"Mar 01, 1989","Aug 22, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A fact-filled, well-organized presentation of the events leading up to, during, and after the assassination in Czechoslovakia of one of the most powerA fact-filled, well-organized presentation of the events leading up to, during, and after the assassination in Czechoslovakia of one of the most powerful and repulsive of the Nazi leaders. The depiction of the actual assassination reads like thriller.... a Czech man who worked inside the Hradcany Castle PS a new through the window each night containing details of Heydrich's movements and whether or not he had been accompanied by an escort... Heydrich rode in the front of the car with the chauffeur … the back seat was empty … there was no escort … at 10:32 Valcik signalled … as the car slowed, Gabcik raised the sten and pulled the trigger at point blank range … it failed to fire … instead of speeding away, Heydrich ordered the car to stop, not seeing Kubis ... Kubis threw the bomb which exploded against the rear wheel, throwing shrapnel back on him and also into the car and Heydrich ... Heydrich and the driver jumped out … drew their pistols… chased Gabcik and Kubis, both of whom escaped ... Heydrich staggered and fell against his wrecked car … a woman commandeered a small truck … He was loaded in and taken to the Bulkova hospital … his external wounds were cleaned … but an x-ray revealed internal injuries including splinters from the bomb or the car in his spleen... Heydrich's condition deteriorated … doctors chose not to remove the infected spleen … treated with drugs (an early versin of sulphanomide) ... in retaliation, thousands of Jews were taken off to extermination … but this was not enough for Hitler … the small village of Lidice was selected and destroyed...more",Notes are private!,0,21,1,"Nov 22, 2018","Nov 29, 2018","Nov 22, 2018",,Paperback,view (with text),/book/show/457294.The_Killing_of_Reinhard_Heydrich
618,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Were the Lucky Ones,"Hunter, Georgia*",0399563083,9780399563089,0399563083,403        pp,4.41,"151,491","Feb 14, 2017","Feb 14, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a fabulous, emotional story of a family from Poland (2 parents, 5 children + others) and their experiences during the Nazi horror, based on anThis is a fabulous, emotional story of a family from Poland (2 parents, 5 children + others) and their experiences during the Nazi horror, based on an actual family, written by the granddaughter of one of the 5 children. The pace is unrelenting, and each short chapter is frightening and also thrilling, with survival always at stake. Tears came to my eyes many times as I could not stop turning the pages. In addition to being a marvelous story, the writing is outstanding. The author has total control over what, in lesser hands, could easily have been impossibly complicated....more",Notes are private!,0,46,1,not set,"Nov 22, 2018","Nov 22, 2018",,Hardcover,view (with text),/book/show/30267929-we-were-the-lucky-ones
