,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Oscar's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
1156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Las voces del tiempo,"Ballard, J.G.",,,,192        pp,3.86,418,1962,1978,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"En mi afán completista, tenía que leer el resto de cuentos que no aparecían en la edición de Minotauro de 1992. Ambas ediciones solo tienen tres relatEn mi afán completista, tenía que leer el resto de cuentos que no aparecían en la edición de Minotauro de 1992. Ambas ediciones solo tienen tres relatos en común: ‘Las voces del tiempo’ (increíble relato, de lo mejor que he leído últimamente), ‘El barrendero de sonidos’ (que gran idea para un relato) y ‘El hombre sobrecargado’.Estos son los cuatro cuentos diferentes para esta edición:-Zona de terror. Larsen está en una zona de retiro, en pleno desierto, en una urbanización donde solo están él y un psicólogo. La idea es la de la empresa de Larsen, para darle un respiro. Pero de repente empieza a tener alucinaciones.-Nicho 69. Donde se experimenta con tres pacientes la necesidad de dormir.-Zona de espera. El protagonista se traslada a Murak, en otro planeta, para trabajar en el observatorio. Va a estar dos años, sustituyendo a su predecesor, que en principio iba estar el mismo tiempo, y ya lleva quince años allí. Por qué, se preguntará.-Ocaso. Ya apenas queda gente en la Tierra. La explotación del planeta ha eliminado, literalmente, incluso los océanos.Nuevamente, he quedado fascinado por la imaginación y la puesta en escena de estas historias, además de por la forma de escribir de Ballard....more",Notes are private!,0,15,1,"May 15, 2019","May 18, 2019","May 15, 2019",,Paperback,view (with text),/book/show/45835278-las-voces-del-tiempo
1157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Las voces del tiempo,"Ballard, J.G.",8445071858,9788445071854,8445071858,266        pp,3.86,418,1962,1992,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ballard me está fascinando. Esos paisajes ambientados en futuros desolados, narrados de una manera tan clara y poética, dejan huella.Estos son los ochBallard me está fascinando. Esos paisajes ambientados en futuros desolados, narrados de una manera tan clara y poética, dejan huella.Estos son los ocho relatos incluidos en ‘Las voces del tiempo’, en la edición de Minotauro de 1992. (Existe otra edición de 1978 con el mismo título, en la que solo coinciden tres cuentos.)-Las voces del tiempo.-El barrendero de sonidos.-El hombre sobrecargado.-Trece a Centauro.-El jardín del tiempo.-La jaula de arena.-Las torres de observación.-Cronópolis.Todos los relatos son magníficos, pero por encima de los demás, destacaría ‘El jardín del tiempo’, mi favorito, y ‘Las voces del tiempo’....more",Notes are private!,0,17,1,"May 06, 2019","May 15, 2019","May 06, 2019",,Hardcover,view (with text),/book/show/17157066-las-voces-del-tiempo
1158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El hombre que despertó en el futuro,"Manning, Laurence",8471662191,9788471662194,B008NBZHWO,285        pp,3.95,185,1933,1976,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Norman Winters es un banquero que decide dormir de 5000 en 5000 años para observar los avances de la Humanidad. Para ello, crea una especie de habitácNorman Winters es un banquero que decide dormir de 5000 en 5000 años para observar los avances de la Humanidad. Para ello, crea una especie de habitáculo revestido de plomo que le permitirá mantenerse hibernado y despertar en un momento dado miles de años en el futuro. En el primer despertar, conocerá una sociedad donde los recursos naturales ya se han acabado, y que vive básicamente de lo que proporcionan los árboles, conociéndose el siglo XX como el Gran Despilfarro. Así, despertar tras despertar, sabremos de las aventuras de Winters.‘El hombre que despertó en el futuro’ (The Man Who Awake, 1933), del canadiense Laurence Manning, está formado por cinco relatos que se publicaron en la revista Wonder Stories, para formar posteriormente la presente novela. Me han gustado bastante las historias, con ese gusto de la Edad de Oro de la ciencia ficción, pero además con ciertas especulaciones bastante avanzadas para la época en que fueron escritas....more",Notes are private!,0,7,1,"May 04, 2019","May 12, 2019","May 04, 2019",,Paperback,view (with text),/book/show/34837086-el-hombre-que-despert-en-el-futuro
1159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Novecientas abuelas,"Lafferty, R.A.",8435002993,,,181        pp,4.17,721,1970,1980,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"No ha llegado a gustarme este volumen de cuentos de R.A. Lafferty. Me gusta el humor, la ironía y la sátira. Pocas veces me he reído tanto como con DaNo ha llegado a gustarme este volumen de cuentos de R.A. Lafferty. Me gusta el humor, la ironía y la sátira. Pocas veces me he reído tanto como con David Lodge, Martin Amis, Kurt Vonnegut o John Fante. Quizá no me gusta tanto aplicado a la ciencia ficción, creo yo. Añado que también me gusta (poco) el surrealismo, pero con lo que no puedo es con el absurdo. Y en esta antología hay mucho, demasiado, en mi opinión.‘Novecientas abuelas’ (Nine Hundred Grandmothers, 1970; original que en español, por esas cosas extrañas de las editoriales, se dividió en dos volúmenes, el presente y ‘Los seis dedos del tiempo’), empieza de manera magnífica con el relato que da título al libro. En él, Cerán Bibueno, Experto en Aspectos Especiales, se dispone a descubrir el secreto de los proavitoi, una raza alienígena, que según ellos nunca mueren. Me parece que es el único relato que rescato de la recopilación. El resto, bastante flojo, en mi opinión....more",Notes are private!,0,10,1,"May 04, 2019","May 08, 2019","May 04, 2019",,Paperback,view (with text),/book/show/24233352-novecientas-abuelas
1160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Aparato de vuelo rasante,"Ballard, J.G.",8445071009,9788445071007,8445071009,220        pp,3.81,319,1976,1994,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Seguramente, Ballard sea conocido por ‘El imperio del sol’, sobre todo por su estupenda adaptación cinematográfica, quizás demasiado edulcorada. PuedeSeguramente, Ballard sea conocido por ‘El imperio del sol’, sobre todo por su estupenda adaptación cinematográfica, quizás demasiado edulcorada. Puede que también por ‘Crash’ y toda la polémica movida en torno a ella, y de su adaptación, que dejó un poso de autor depravado y morboso, que también lo es, aunque solo a veces. Pero no cabe duda que Ballard es un excelente escritor, capaz de retratar mundos apocalípticos como pocos, siempre rodeados de una cierta poesía. El paisaje es muy importante en su obra, casi realiza un retrato psicológico del entorno, ruinoso, tanto como sus protagonistas.‘Aparato de vuelo rasante’ (Low-Flying Aircraft and Other Stories, 1976), recopila nueve cuentos donde los aviones suelen estar involucrados, así como los paisajes desolados.La ciudad última. (*****) Halloway es un joven de Ciudad Jardín que decide visitar con su planeador una ciudad cercana que fue abandonada. Magnífico relato, el más largo de la antología, donde destacan las descripciones de la ciudad.Aparato de vuelo rasante. (****)La trama se sitúa en la Costa Brava, una zona turística totalmente desolada y desesperanzada. La despoblación mundial es evidente, y la pareja protagonista espera un hijo. Otro estupendo relato.El astronauta muerto. (*****) El protagonista se desplaza hasta Cabo Cañaveral para cumplir el deseo de su esposa, poder recoger los restos de un amigo astronauta que murió y todavía sigue en órbita. Excelente relato, mi favorito del libro, junto con el siguiente.Volando en sueños a Wake Island. (*****) Relato aparentemente sencillo donde se narra del sueño del protagonista por poder volar hasta la isla del título. A recalcar la escenas sobre aviones abandonados en la playa.Vida y muerte de Dios. (***) ¿Qué pasaría si se fuera demostrada fehacientemente la existencia de Dios? Buen relato, humor negro.El espectáculo de televisión más grande de la Tierra. (***) En este relato se puede viajar en el tiempo, lo que las grandes productoras de televisión no dejar pasar, queriendo mostrar los momentos más importantes de la Historia. Aunque al ver la falta de emoción, deciden añadir épica de su parte. Buen relato, no exento de crítica hacia los medios.Un lugar y un tiempo para morir. (**) Un pequeño grupo de soldados deciden aguantar la invasión de un gran ejército. Interesante, aunque flojo.Los ángeles Comsat. (***) Donde se nos describe la investigación por parte de un periodista sobre una conspiración a nivel mundial. Buen relato.Los crímenes de la playa. (*) No me gustan los experimentos literarios como este, basado en pequeñas escenas deslavazadas, como un puzzle, que ha de montar el lector....more",Notes are private!,0,8,1,"Apr 21, 2019",May 2019,"Apr 21, 2019",,Hardcover,view (with text),/book/show/20569722-aparato-de-vuelo-rasante
1161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cuentos asombrosos,"Freixa, Julio M.*",1091131287,9781091131286,1091131287,125        pp,3.67,3,unknown,"Mar 21, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Julio M. Freixa nos ofrece cinco relatos de los géneros de ciencia ficción, aventuras y terror, con giros inesperados, todo muy pulp, o neopulp, es deJulio M. Freixa nos ofrece cinco relatos de los géneros de ciencia ficción, aventuras y terror, con giros inesperados, todo muy pulp, o neopulp, es decir, fresco y directo, puro entretenimiento. Además, Julio escribe bien, conoce el oficio.Terror en la Micronesia (****). En una residencia de la tercera edad, un anciano narra la misión a la que se enfrentó, junto a otros compañeros, en la Segunda Guerra Mundial. Esta consistía en saltar en paracaídas sobre una isla del Pacífico, supuestamente invadida por japoneses. Gran relato, mi favorito del libro, con monstruos, y ese sabor al cine de serie B de los años 50.Candy, Candy (***). La protagonista es Candy, una adolescente que apenas come. Y sin embargo no adelgaza. Entonces su padrastro empieza a sospechar que algo macabro se puede ocultar tras la joven. Relato malrollero. Lo mejor, el final.El oro de los dioses (***). Misty, arqueóloga, y Garth, ex soldado, viajan a Ecuador, concretamente a unas recónditas cuevas en busca de un tesoro. Aventurero y con toque sobrenatural.Teen Angel (***). Un joven recuerda la historia de amor que tuvo con una joven en los años 50. Es mejor no contar mucho más, ya que hay giro inesperado.Príncipe Pío (***). Relato de ciencia ficción donde una joven narra su huida de Nueva Madrid, perseguida por la polícia. Lo mejor, el final....more",Notes are private!,0,7,1,"Aug 31, 2020","Sep 02, 2020","Apr 18, 2019",,Paperback,view (with text),/book/show/45165832-cuentos-asombrosos
1162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El Espectro contra Skullface,"Freixa, Julio M.*",1090564945,9781090564948,1090564945,161        pp,4.33,3,"Mar 15, 2019","Mar 15, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La acción transcurre en 1938, en Atlantic City. Todo comienza cuando dos hampones se disponen a tirar a una laguna unos barriles con residuos tóxicos La acción transcurre en 1938, en Atlantic City. Todo comienza cuando dos hampones se disponen a tirar a una laguna unos barriles con residuos tóxicos provenientes de los experimentos del profesor Spasic. De repente uno de ellos es atrapado por algo que sale del agua, una especie de esqueleto viviente que brilla en la noche con un verde esmeralda. Este ser resucitado buscará venganza sobre sus asesinos. Por otra parte tenemos a nuestro héroe, que en primera persona nos contará cómo se convirtió en vigilante, en El Espectro. En sus acciones jugará un papel importante Lynn Carter, su pareja.‘El Espectro contra Skullface’ (2019), de Julio M. Freixa, es pulp, o neopulp, del bueno, todo un homenaje a esos primeros héroes nocturnos que surgieron a principios de siglo XX, como fueron La Sombra o The Phantom. Se lee como un tiro y resulta muy divertido....more",Notes are private!,0,7,1,"Sep 02, 2020","Sep 04, 2020","Apr 18, 2019",,Paperback,view (with text),/book/show/45165805-el-espectro-contra-skullface
1163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El espectro y otros relatos sobrenaturales,"Arrarás Arratibel, Antonio",,9788494957444,,168        pp,4.33,3,Feb 2019,Feb 2019,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Muy buena antología de relatos de Antonio Arrarás, donde encontraremos ciencia ficción y terror, aunque con preponderancia de este último. Todos estánMuy buena antología de relatos de Antonio Arrarás, donde encontraremos ciencia ficción y terror, aunque con preponderancia de este último. Todos están a muy buen nivel y es difícil destacar alguno. Muy recomendable.-El espectro-La otra dimensión-El ataúd-La casamata-La isla del infierno-La aparición-El monstruo de Kentucky-La bomba atómica-El juguete de Clarence-El hombre que cayó del cielo-Seguros Plazo cumplido-El hombre que corre...more",Notes are private!,0,11,1,"Feb 04, 2022","Feb 09, 2022","Apr 18, 2019",,Paperback,view (with text),/book/show/45165788-el-espectro-y-otros-relatos-sobrenaturales
1164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ulthar 8. Revista de fantasía, ciencia ficción y terror","Aroca, Alberto López*",,,,146        pp,4.00,8,Mar 2019,Mar 2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 18, 2019",,Paperback,view,/book/show/45165762-ulthar-8-revista-de-fantas-a-ciencia-ficci-n-y-terror
1165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sigue el viento libre,"Brackett, Leigh",8477028966,9788477028963,8477028966,320        pp,4.08,61,1963,"Mar 27, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 18, 2019",,Hardcover,view,/book/show/44155611-sigue-el-viento-libre
1166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La Edad de Oro de la Ciencia Ficcion I,"Asimov, Isaac",,,,431        pp,3.81,135,Oct 1974,1976,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"El presente volumen reúne diez relatos seleccionados por el gran Isaac Asimov. La excusa, recuperar aquellas lecturas que le encandilaron de niño y adEl presente volumen reúne diez relatos seleccionados por el gran Isaac Asimov. La excusa, recuperar aquellas lecturas que le encandilaron de niño y adolescente, cuando empezó a introducirse en el género a través de las revistas de ciencia ficción. A él le sirve como recuerdo nostálgico de una época en la que el género todavía no había madurado del todo; para ello faltarían algunos años, concretamente 1938 con la entrada de John W. Campbell, Jr. en el panorama. Y a nosotros nos sirve para conocer esa fascinante primera época. Asimov tampoco se explaya mucho, ya que, aparte de no ser esa la intención, este no es un libro ensayístico ni autobiográfico.Estos son los diez relatos incluidos en ‘La edad de oro de la ciencia ficción I’ (Before the Golden Age, 1976):El hombre que evolucionó (1931), de Edmond Hamilton. (****) Un científico se dispone experimentar, ante sus dos amigos, su invento, basado en rayos cósmicos. La idea, llegar a saber cómo evolucionará la Humanidad. Gran relato, que por momentos me recordó a Lovecraft en cuanto a alguna descripción.El satélite Jameson (1931), de Neil R. Jones. (***) Jameson ha inventado un método para conservarse indefinidamente una vez muerto: flotar en un ataúd espacial. Hasta que millones de años después, unos extraterrestres lo encuentran. Buen relato.Submicroscópico (1931), de S.P. Meek. (****) El protagonista ha inventado un método para reducirse de tamaño. Lo que encontrará, es una sorpresa. Muy buen relato, de mis favoritos del libro.Awlo de Ulm (1931), de S.P. Meek. (****) Continuación del relato anterior, lleno de aventuras.Tetraedros del espacio (1931), de P. Shuyler Miller. (**) Descripción de la llegada de una extrañas criaturas a la Tierra. No he logrado entrar en la historia, aunque está bien escrito.El mundo del sol rojo (1931), de Clifford D. Simak. (***) Viaje de dos amigos hacia el futuro en una máquina del tiempo. Interesante, sobre todo el final.Tumithak de los corredores (1932), de Charles R. Tanner. (****) La Humanidad vive bajo tierra, en túneles. Poco a poco iremos sabiendo más del por qué. Estupendo relato de aventuras, de los mejores de la antología.La era de la Luna (1932), de Jack Williamson. (***) El protagonista es requerido por su tío, que le plantea la siguiente situación: heredará toda su fortuna solo si está dispuesto a probar su invento, una máquina para viajar a la Luna. Buen relato.El hombre que despertó (1933), de Laurence Manning. (****) Norman Winters ha inventado una máquina criogénica, y así despertar en el futuro. Otro magnífico relato, de mis favoritos del libro.Tumithak en Shawn (1933), de Charles R. Tanner. (**) Continuación del relato ‘Tumithak de los corredores’, que no ha acabado de gustarme....more",Notes are private!,0,23,1,"Apr 14, 2019","May 03, 2019","Apr 14, 2019",,Paperback,view (with text),/book/show/42287374-la-edad-de-oro-de-la-ciencia-ficcion-i
1167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Los mundos de William Tenn,"Tenn, William",843660105X,,,167        pp,2.60,5,unknown,1977,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Interesante antología del escritor William Tenn, seudónimo de Philip Klass. La característica de los cuentos de Tenn es el humor, en clave de ironía, Interesante antología del escritor William Tenn, seudónimo de Philip Klass. La característica de los cuentos de Tenn es el humor, en clave de ironía, con bastante sátira añadida. Son ingeniosos, pero no a la manera de sorpresa en el párrafo final, sino que se va desarrollando durante la trama. De los siete relatos incluidos, los que más me han gustado han sido 'Proyecto Brooklyn' (1948), donde se experimenta con los viajes en el tiempo, y 'El billete de lotería' (1951), donde una avanzada civilización extraterrestre ofrece a la Tierra sus regalos. Creo que Tenn tiene mejores historias, así que volveré a él en otro momento....more",Notes are private!,0,3,1,"Apr 10, 2019","Apr 14, 2019","Apr 10, 2019",,Paperback,view (with text),/book/show/34865445-los-mundos-de-william-tenn
1168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crónicas de Mundo Guerra,"Freixa, Julio M.*",1535593342,9781535593342,1535593342,234        pp,4.00,3,unknown,"Jul 20, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tex Hardigan, famoso en los circuitos de lucha libre, desaparece inexplicablemente antes de un combate. Cuando despierta, resulta que ha sido trasladaTex Hardigan, famoso en los circuitos de lucha libre, desaparece inexplicablemente antes de un combate. Cuando despierta, resulta que ha sido trasladado a Mundo Guerra, similar a nuestra Edad Media pero con cambios, donde deberá luchar para sobrevivir.Julio M. Freixa nos ofrece una historia llena de acción y peleas, muy entretenida y divertida....more",Notes are private!,0,3,1,"Apr 05, 2019","Apr 11, 2019","Apr 05, 2019",,Paperback,view (with text),/book/show/31559140-cr-nicas-de-mundo-guerra
1169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El detective del ferrocarril,"Whitechurch, Victor L.",8494447688,9788494447686,8494447688,204        pp,3.52,184,1912,Nov 2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2019",,Paperback,view,/book/show/36646397-el-detective-del-ferrocarril
1170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La pata de mono y otros cuentos macabros,"Jacobs, W.W.",8477026076,9788477026075,8477026076,462        pp,3.93,"1,449",1978,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2019",,Paperback,view,/book/show/8147877-la-pata-de-mono-y-otros-cuentos-macabros
1171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hoy he dejado la fábrica,"Monteagudo, David",8416738289,9788416738281,8416738289,176        pp,3.76,25,unknown,"Mar 07, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2019",,Paperback,view,/book/show/38327444-hoy-he-dejado-la-f-brica
1172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La roja sed del vampiro,"Garland, Curtis",,,,96        pp,3.00,1,1977,1977,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Todo comienza cuando una joven actriz es asesinada en las calles del Londres victoriano. Pero lo más llamativo es que su cuerpo no tiene sangre, sin qTodo comienza cuando una joven actriz es asesinada en las calles del Londres victoriano. Pero lo más llamativo es que su cuerpo no tiene sangre, sin que esta se halle junto al cadáver. Como pista, dos pequeños pinchazos en el cuello.'La roja sed del vampiro' (1977), de Curtis Garland, es un estupendo bolsilibro de terror donde la mayor parte de la trama se la lleva la investigación del protagonista, un joven que ha sido recientemente fichado por Scotland Yard gracias a su perspicacia....more",Notes are private!,0,4,1,"Mar 05, 2019","Mar 07, 2019","Mar 05, 2019",,Bolsilibro,view (with text),/book/show/44280686-la-roja-sed-del-vampiro
1173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Motor Girl,"Moore, Terry",8467932236,9788467932232,8467932236,224        pp,4.28,471,"Feb 15, 2018","Sep 28, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sam es una joven veterana de la guerra de Afganistán que sufre de estrés postraumático. Trabaja en como mecánica en un desguace perdido en mitad del dSam es una joven veterana de la guerra de Afganistán que sufre de estrés postraumático. Trabaja en como mecánica en un desguace perdido en mitad del desierto y tiene como único amigo imaginario Mike, un gorila con el que habla. Todo transcurre de manera tranquila hasta que un buen día aparece un platillo volante con hombrecillos verdes. ¿Son imaginaciones suyas o son reales?'Motor Girl' es una obra de superación personal, donde se nos muestra a una heroína con sus fallos y virtudes. Un buen dibujo para una historia que no ha llegado a gustarme del todo. El tema ovni me ha sacado de la trama. Lo mejor, los comentarios de Mike....more",Notes are private!,0,3,1,"Mar 04, 2019","Mar 05, 2019","Mar 04, 2019",,Paperback,view (with text),/book/show/42444068-motor-girl
1174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rachel Rising Vol. 3: Polvo al polvo        (Rachel Rising, #3)","Moore, Terry",8467925280,9788467925289,8467925280,372        pp,3.89,18,unknown,Mar 2017,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Llegamos al final de este gran cómic de terror y suspense. Aparte del Mal que está amenazando a Manson, y por extensión al mundo, Rachel busca al culpLlegamos al final de este gran cómic de terror y suspense. Aparte del Mal que está amenazando a Manson, y por extensión al mundo, Rachel busca al culpable de su muerte, a la persona que la violó, estranguló y enterró. Pero no para entregarlo a la justicia, sino para vengarse. Buen guión y buenos dibujos. Terry Moore no defrauda....more",Notes are private!,0,4,1,"Mar 03, 2019","Mar 04, 2019","Mar 03, 2019",,Paperback,view (with text),/book/show/34193561-rachel-rising-vol-3
1175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rachel Rising vol. 2: Tumbas Invernales        (Rachel Rising #2),"Moore, Terry",8467916435,9788467916430,8467916435,248        pp,4.07,29,2014,"Nov 28, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"En este segundo volumen de Rachel Rising, volvemos a encontrarnos con Rachel y Jet, y la pequeña y maligna Zoe, con la que es inevitable echarse una rEn este segundo volumen de Rachel Rising, volvemos a encontrarnos con Rachel y Jet, y la pequeña y maligna Zoe, con la que es inevitable echarse una risas pese a sus terribles actos. La brujería está como telón de fondo, pero hay un mal todavía pero en la pequeña localidad de Manson. De nuevo Moore realiza un trabajo tremendo con la caracterización de personajes. Me encanta su dibujo. Con un ritmo pausado, va hilando pasado y presente en una historia donde priman los excelentes diálogos. Ahora, a por el último volumen....more",Notes are private!,0,4,1,Mar 2019,"Mar 03, 2019","Mar 01, 2019",,Paperback,view (with text),/book/show/23705067-rachel-rising-vol-2
1176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rachel Rising vol. 1: La Sombra de la Muerte        (Rachel Rising #1),"Moore, Terry",8467912758,9788467912753,8467912758,252        pp,4.20,41,2013,"Oct 03, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Todo comienza cuando Rachel se desentierra ella misma del lugar en el que murió. Tiene los ojos ensangrentados y la señal de una cuerda en el cuello, Todo comienza cuando Rachel se desentierra ella misma del lugar en el que murió. Tiene los ojos ensangrentados y la señal de una cuerda en el cuello, todo síntomas de asfixia. A partir de aquí empezará a averiguar por qué sigue viva cuando realmente su cuerpo está muerto. Parecería que estamos ante una historia de asesino con tintes sobrenaturales, pero Terry Moore va más allá.Me ha gustado mucho la caracterización de personajes, así como el dibujo en blanco y negro el autor, que resulta muy expresivo. Un cómic francamente bueno....more",Notes are private!,0,13,1,"Feb 28, 2019",Mar 2019,"Feb 28, 2019",,Paperback,view (with text),/book/show/18918498-rachel-rising-vol-1
1177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Las mejores historias de brujería,"Hageland, A. Van",8402048560,9788402048561,B006WNO62M,313        pp,3.50,6,1976,1976,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2019",,Paperback,view,/book/show/26130387-las-mejores-historias-de-brujer-a
1178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un hombre con atributos,"Lodge, David",,9788417553020,,600        pp,3.52,"1,082","Mar 31, 2011",2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2019",,Paperback,view,/book/show/44073088-un-hombre-con-atributos
1179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Espadas salvajes, #1","Montesdeoca, Raúl",,9788494949050,,160        pp,4.17,6,Nov 2018,Nov 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 21, 2019",,Paperback,view,/book/show/44079956-espadas-salvajes-1
1180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El mundo que Jones creó,"Dick, Philip K.",8445006002,9788445006009,8445006002,208        pp,3.64,"3,633",1956,"Jan 22, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 21, 2019",,Paperback,view,/book/show/43228312-el-mundo-que-jones-cre
1181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kaldar, mundo de Antares","Hamilton, Edmond",,9788494960406,,198        pp,3.93,15,"Jan 01, 1998",Nov 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 21, 2019",,Paperback,view,/book/show/43530085-kaldar-mundo-de-antares
