,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Paul 's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Conspiracy: A History of B*llocks Theories, and How Not to Fall for Them","Phillips, Tom",,,B0994K5TGT,347        pp,3.79,946,unknown,"Jul 07, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Nov 26, 2023","Dec 27, 2023","Oct 26, 2023",,Kindle Edition,view,/book/show/60168671-conspiracy
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Brief History of Black Holes: And why nearly everything you know about them is wrong,"Smethurst, Becky*",1529086728,,B0B1DTJSH9,269        pp,4.39,"1,535","Aug 30, 2022","Sep 01, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dr Becky Smethurst writes what is both an excellent introduction to and deeper dive (as it were) into the science of Black Holes but also, due to the Dr Becky Smethurst writes what is both an excellent introduction to and deeper dive (as it were) into the science of Black Holes but also, due to the necessary digressions into associated areas for sufficient background, into astrophysics more broadly.She starts with the very basics, and I did wonder whether this was a little too introductory for me (I have no formal education in the field, but love popular science and have read several works by the likes of Sean Carroll, Brian Greene, Neil deGrasse Tyson, and Carlo Rovelli - hell, I think I understood maybe half of Hawking's A Brief History of Time!) however Smethurst builds up the complexity level nicely and I learnt much I didn't already know. What's more, her writing is both clear and engaging in a way that ensures I understand it, on a non-mathematical, layman's level at any rate.And it is this delivery that takes this to a five-star read. The author - despite her insistence that ""space is easy, words are hard"" - finds a balance between being very informal and very precise and informative, that really got across her passion for the subject in a way that reminded me somewhat of Helen Czerski, perhaps. This was certainly aided by Dr Smethurst's own reading of the audiobook, which is extremely lively and engaging which leads to believe she'd be an excellent lecturer, and I see that she is a science communicator on Youtube and a podcaster. Yes, I will be subscribing.Very highly recommended or anyone interested in astrophysics, who isn't already an expert....more",Notes are private!,0,4,1,"Mar 15, 2024","Mar 17, 2024","Oct 14, 2023",,Kindle Edition,view (with text),/book/show/61391669-a-brief-history-of-black-holes
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Terraformers,"Newitz, Annalee*",0356520870,9780356520872,B0B9WXKKCK,368        pp,3.39,"4,829","Jan 31, 2023","Feb 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2023",,Kindle Edition,view,/book/show/74774476-the-terraformers
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Books of Blood: Volumes 1-3        (Books of Blood #1-3),"Barker, Clive*",,,B004FN1QOM,512        pp,4.19,"28,128",1984,"Dec 02, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2023",,Kindle Edition,view,/book/show/11412801-books-of-blood
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Galaxy, and the Ground Within        (Wayfarers, #4)","Chambers, Becky*",,,B08BLVTW7V,264        pp,4.41,"31,763","Feb 19, 2021","Feb 18, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2023",,Kindle Edition,view,/book/show/54506494-the-galaxy-and-the-ground-within
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Beauty and the Terror: An Alternative History of the Italian Renaissance,"Fletcher, Catherine*",,,B07WN33M8N,408        pp,3.70,408,"Mar 05, 2020","Mar 05, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2023",,Kindle Edition,view,/book/show/48706204-the-beauty-and-the-terror
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Will My Cat Eat My Eyeballs?: And Other Questions About Dead Bodies,"Doughty, Caitlin",147461342X,9781474613422,B07PVH7NKM,242        pp,4.13,"40,999","Sep 10, 2019","Sep 19, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2023",,Kindle Edition,view,/book/show/44794534-will-my-cat-eat-my-eyeballs
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Village Healer’s Book of Cures,"Roberts, Jennifer Sherman",1662511752,9781662511752,B0BSNY1GC4,282        pp,3.79,"8,099","Oct 03, 2023","Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2023",,Kindle Edition,view,/book/show/112985714-the-village-healer-s-book-of-cures
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Diaries of Charles Ignatius Sancho,"Joseph, Paterson",,,B09MH7DHFQ,352        pp,3.73,"1,622","Oct 06, 2022","Oct 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2023",,Kindle Edition,view,/book/show/59837409-the-secret-diaries-of-charles-ignatius-sancho
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hollow Crown: The Wars of the Roses and the Rise of the Tudors,"Jones, Dan*",,,B00L0LYTU0,561        pp,4.27,"11,328","Oct 14, 2014","Sep 02, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2023",,Kindle Edition,view,/book/show/23386977-the-hollow-crown
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Time's Arrow: SHORTLISTED FOR THE BOOKER PRIZE 1991,"Amis, Martin",,,B004GKMTVI,137        pp,3.76,"16,287","Sep 26, 1991","Dec 23, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2023",,Kindle Edition,view,/book/show/10021170-time-s-arrow
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Once There Were Wolves,"McConaghy, Charlotte*",,,B095GXS2CV,261        pp,4.11,"85,489","Aug 03, 2021","Jan 20, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2023",,Kindle Edition,view,/book/show/58829416-once-there-were-wolves
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fisherman,"Langan, John",,,B0CBP9LTT9,329        pp,3.93,"26,101","Jun 30, 2016","Oct 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2023",,Kindle Edition,view,/book/show/197042662-the-fisherman
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Likeness        (Dublin Murder Squad, #2)","French, Tana*",0340994525,9780340994528,0340994525,696        pp,4.06,"162,902","Jul 17, 2008",2008,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Oct 11, 2023","Oct 25, 2023","Oct 11, 2023",,Paperback,view,/book/show/6739234-the-likeness
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Powers        (Annals of the Western Shore, #3)","Le Guin, Ursula K.",0152057706,9780152057701,0152057706,502        pp,4.06,"5,008","Jan 01, 2007","Sep 01, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Oct 08, 2023","Nov 18, 2023","Oct 08, 2023",,Hardcover,view,/book/show/68020.Powers
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Papyrus: The Invention of Books in the Ancient World,"Vallejo, Irene",1529343984,9781529343984,B09X15ZB94,543        pp,4.27,"16,427","Sep 18, 2019","Nov 01, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Vallejo gives an extremely thorough, thoughtful, and passionate examination of the history not only of the written word, but of the development of booVallejo gives an extremely thorough, thoughtful, and passionate examination of the history not only of the written word, but of the development of books (from carven or clay tablets), to sheets of papyrus, to scrolls, to bound volumes and the institutions - the libraries and booksellers - that copied, preserved and disseminated them.It is especially interesting reading this as an anglophone; she is a Spanish academic with clearly pan-European sensibilities, so references many writers and philosophers and thinkers with whom I am unfamiliar or, often, entirely ignorant. She also bring her personal relationship with books and stories in occasionally, giving the whole the distinct feel of a passion project.If I were to have one criticism, it is a little Eurocentric; while the Eastern civilisations are referenced occasionally, it stands out that she refers to ""the first universities in Bologna and Oxford"", although there were several centuries after the first Islamic institutions, and completely skips over China in mention of the invention of paper and printing.Still, a remarkable exploration and a great read.One thing that stands out is that she brings to notice in several sections the sheer unlikeliness of any written works surviving from antiquity - due to the fragility of the media, the scarcity of copies, or the active eras of destruction of either certain or all written works (particularly striking is the mention of a scholar on holiday in Brighton realising the toilet paper he had been provided was sheets from an important and long-lost influence on Shakespeare) and it brough to mind with fresh thankfulness Carl Sagan's great words:“What an astonishing thing a book is. It's a flat object made from a tree with flexible parts on which are imprinted lots of funny dark squiggles. But one glance at it and you're inside the mind of another person, maybe somebody dead for thousands of years. Across the millennia, an author is speaking clearly and silently inside your head, directly to you. Writing is perhaps the greatest of human inventions, binding together people who never knew each other, citizens of distant epochs. Books break the shackles of time. A book is proof that humans are capable of working magic.""...more",Notes are private!,0,16,1,Oct 2023,"Nov 26, 2023","Oct 01, 2023",,Kindle Edition,view (with text),/book/show/63027744-papyrus
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,King of the Rats        (Rivers of London #5.65),"Aaronovitch, Ben*",,,,5        pp,3.40,503,"Mar 25, 2015","Jul 31, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An interesting vignette, but not enough flesh to really be a story.Included at the end of my paperback edition of The Hanging Tree.",Notes are private!,0,2,1,"Sep 27, 2023","Sep 27, 2023","Oct 01, 2023",,ebook,view (with text),/book/show/154301807-king-of-the-rats
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rogues: True Stories of Grifters, Killers, Rebels and Crooks","Keefe, Patrick Radden",1035001772,9781035001774,B09QKZ5RXX,353        pp,4.01,"15,160","Jun 28, 2022","Jul 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2023",,Kindle Edition,view,/book/show/61109805-rogues
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pandora,"Stokes-Chapman, Susan*",,,B08V8MCZP5,399        pp,3.68,"12,841","Jan 17, 2022","Jan 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2023",,Kindle Edition,view,/book/show/60371817-pandora
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,London Fields,"Amis, Martin",,,B0041KLCAC,482        pp,3.68,"12,515",1989,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2023",,Kindle Edition,view,/book/show/11307316-london-fields
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Femina: A New History of the Middle Ages,"Ramírez, Janina",,,B098JGL15L,434        pp,4.10,"3,843","Jul 21, 2022","Jul 21, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,9,1,"Jan 23, 2024","Jan 28, 2024","Sep 30, 2023",,Kindle Edition,view,/book/show/59041671-femina
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ask A Historian: 50 Surprising Answers to Things You Always Wanted to Know,"Jenner, Greg*",1474618634,,B08BFWS66D,331        pp,4.13,"1,903","Oct 28, 2021","Oct 28, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2023",,Kindle Edition,view,/book/show/58626028-ask-a-historian
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Spare Man,"Kowal, Mary Robinette*",1786188325,9781786188328,B0BHBNRYMB,368        pp,3.77,"5,907","Oct 11, 2022","Oct 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2023",,Kindle Edition,view,/book/show/62981242-the-spare-man
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Still Life        (Inspector Karen Pirie #6),"McDermid, Val",140871230X,,B081KXCV33,448        pp,4.21,"12,386","Aug 20, 2020","Aug 20, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2023",,Kindle Edition,view,/book/show/52136874-still-life
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Legacy of Spies,"le Carré, John",,,B06XG32NJM,355        pp,3.88,"23,342","Sep 05, 2017","Sep 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2023",,Kindle Edition,view,/book/show/34505634-a-legacy-of-spies
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Venomous Lumpsucker,"Beauman, Ned",147361354X,9781473613546,B09JLQHHXN,336        pp,3.84,"4,030","Jul 12, 2022","Jul 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2023",,Kindle Edition,view,/book/show/60180026-venomous-lumpsucker
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sitopia: How Food Can Save the World,"Steel, Carolyn",,,B07WYJ1MYF,364        pp,3.92,351,unknown,"Mar 05, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2023",,Kindle Edition,view,/book/show/50617108-sitopia
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Silent Earth: Averting the Insect Apocalypse,"Goulson, Dave",,,B08T17QKKW,328        pp,4.32,"1,374","Aug 05, 2021","Aug 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2023",,Kindle Edition,view,/book/show/58748968-silent-earth
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Diary of a Void,"Yagi, Emi",,,B09N6WS38P,224        pp,3.52,"17,912",2020,"Aug 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2023",,Kindle Edition,view,/book/show/60294850-diary-of-a-void
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad Actors        (Slough House #8),"Herron, Mick",1529378737,9781529378733,B09CKVV78X,338        pp,4.37,"11,876","May 10, 2022","May 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2023",,Kindle Edition,view,/book/show/59432358-bad-actors
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bournville,"Coe, Jonathan*",,,B09RSZBJTZ,344        pp,3.84,"5,086","Oct 26, 2022","Nov 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2023",,Kindle Edition,view,/book/show/61303264-bournville
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elysium Fire        (Prefect Dreyfus Emergency #2),"Reynolds, Alastair",0575090626,,B074SPVJCY,415        pp,4.07,"6,313","Jan 23, 2018","Jan 25, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2023",,Kindle Edition,view,/book/show/36146448-elysium-fire
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Secret Place        (Dublin Murder Squad, #5)","French, Tana*",1444755595,,B00J379EQM,529        pp,3.85,"85,379","Sep 02, 2014","Aug 28, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2023",,Kindle Edition,view,/book/show/22602821-the-secret-place
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Faithful Place        (Dublin Murder Squad, #3)","French, Tana*",,,B003TSD9RG,449        pp,3.99,"120,857","Jul 13, 2010","Jun 24, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2023",,Kindle Edition,view,/book/show/17694702-faithful-place
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bone Silence,"Reynolds, Alastair",0575090677,9780575090675,0575090677,603        pp,3.89,"3,617","Jan 30, 2020","Jan 30, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 12, 2023","Sep 25, 2023","Sep 12, 2023",,Hardcover,view,/book/show/44811849-bone-silence
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thirty Days of Darkness,"Madsen, Jenny Lund",1914585631,9781914585630,B0BDKL6GDP,413        pp,3.52,"1,137","Sep 15, 2020","May 25, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 06, 2023","Sep 11, 2023","Sep 06, 2023",,Kindle Edition,view,/book/show/62593456-thirty-days-of-darkness
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Quest for the Green Man,"Matthews, John",1841811114,9781841811116,1841811114,144        pp,3.68,62,"Jan 01, 2001",2001,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2023",,Hardcover,view,/book/show/17316908-the-quest-for-the-green-man
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We'll Always Have Paris: Stories,"Bradbury, Ray",0061670138,9780061670138,0061670138,224        pp,3.58,"2,538","Feb 03, 2009","Feb 03, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2023",,Hardcover,view,/book/show/4161926-we-ll-always-have-paris
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tenth of December,"Saunders, George",1408894815,9781408894811,1408894815,288        pp,3.98,"74,488","Jan 03, 2013","Nov 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2023",,Paperback,view,/book/show/36587488-tenth-of-december
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lyttelton's Britain: A User's Guide to the British Isles as Heard on BBC Radio's ""I'm Sorry I Haven't A Clue""","Lyttelton, Humphrey",1848091737,9781848091733,1848091737,230        pp,4.21,151,"Oct 09, 2008","Oct 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2023",,Paperback,view,/book/show/7631636-lyttelton-s-britain
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tomorrow, and Tomorrow, and Tomorrow","Zevin, Gabrielle*",,,,482        pp,4.18,"845,181","Jul 05, 2022","Jun 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2023",,Paperback,view,/book/show/62897700-tomorrow-and-tomorrow-and-tomorrow
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Goons: The Story,"Farnes, Norma",0753505290,9780753505298,0753505290,224        pp,3.63,35,"Jan 01, 1997","Jan 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2023",,Paperback,view,/book/show/1250554.The_Goons
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Delirium Brief        (Laundry Files, #8)","Stross, Charles*",,,B01LM09RDM,384        pp,4.26,"5,488","Jul 11, 2017","Jul 11, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Aug 28, 2023","Sep 02, 2023","Aug 28, 2023",,Kindle Edition,view,/book/show/32063117-the-delirium-brief
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Morning Star,"Knausgård, Karl Ove",,,,624        pp,3.93,"11,099","Sep 18, 2020","Sep 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 24, 2023",,Kindle Edition,view,/book/show/58907059-the-morning-star
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Goodbye to Berlin,"Isherwood, Christopher",,,B005NHQF5O,231        pp,3.93,"16,237",1939,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 24, 2023",,Kindle Edition,view,/book/show/12963282-goodbye-to-berlin
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Smoke and Whispers        (The Oxford Investigations, #4)","Herron, Mick",1473647053,9781473647053,B01KTS4YAE,273        pp,4.00,"1,696","Mar 26, 2009","Oct 20, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 24, 2023",,Kindle Edition,view,/book/show/32069291-smoke-and-whispers
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Furies        (Charlie Parker, #20)","Connolly, John*",1529391792,9781529391794,B09RF2BSBY,512        pp,4.15,"4,508","Aug 04, 2022","Sep 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 24, 2023",,Kindle Edition,view,/book/show/60508074-the-furies
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Architecture: From Prehistory to Climate Emergency,"Calder, Barnabas",,,B084TF5J7C,551        pp,4.26,140,unknown,"Jul 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 24, 2023",,Kindle Edition,view,/book/show/58493442-architecture
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ithaca        (The Songs of Penelope #1),"North, Claire",,,B09HQMF3M2,464        pp,3.70,"8,097","Sep 06, 2022","Sep 06, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I originally came across Claire North quite by accident, finding The First Fifteen Lives of Harry August in a hotel book exchange in Fuerteventura, anI originally came across Claire North quite by accident, finding The First Fifteen Lives of Harry August in a hotel book exchange in Fuerteventura, and immediately knew I'd found a new favourite author.I've loved all the books of hers I've read since then - great writing, superbly plotted. showing characters with depth and humanity and humour. The previous book of hers I read, 84K, was something of a departure as it is one of the bleakest novels I've ever read but was still brilliant.When I saw that she was tackling Greek mythology, I was a little surprised but very intrigued. There has been something of a spate of works recently focussing on ancient Greece - from the fairly straight-forward retellings of Stephen Fry to the more novelistic approaches of Natalie Haynes, Madeline Miller, Pat Barker, and others - and I was interested to see what North would do.Wow.This is totally unlike anything of hers I've read, and I think is my book of the year to date - in a year in which I've read the likes of The Essex Serpent, The Invisible Life of Addie LaRue, Ghostwritten, Philip Pullman's The Secret Commonwealth, and Hilary Mantel's Thomas Cromwell trilogy.North's writing, always excellent, here is simply extraordinary.We are in Ithaca, the seat of Odysseus' kingdom in the 18th year of his absence. His wife, Penelope, is besieged by suitors who, believing her husband must be dead, are vying for her hand and the kingdom. Under the laws of hospitality, she must not only put up with them but make them all welcome, home and feast them, while diplomatically spurning all advances. Not only does she believe Odysseus to still be alive, she knows that showing favour to one will cause the enmity of the rest, and possibly war.In addition, each full moon brings pirates raiding the shores of the island, plumed like Illyrian barbarians but armed with Greek swords.We are told the story by Hera, queen of the gods, initially with hilariously acid wit, but with increasing despair and compassion as the story progresses.This POV is vital. As with many of the other retellings, this is a feminist one. Before being cast as the shrewish, scheming wife of Zeus, Hera was the goddess of the hearth and the home and hence of hospitality, of mothers and childbirth and fertility. Penelope is one of the three great queens born of Sparta - Helen, who chose love; Clytemnestra, who chose power and to rule as a man while her husband was conquering Troy; and she herself is wise enough to know that she must balance the forces and desires and men and politics, or else see her home, her son, her life destroyed.And she must do so without giving the slightest inkling that she is plotting, that she is in any way in control, sitting in silence behind her loom as the men of Ithaca - those too old to have gone to war - and the unwelcome suitors think they are running things.Here the author picks up on something about the Greek tales and what we know of ancient Greek culture: the only immortality is to be remembered by the poets, and so only great acts of which the poets will sing are worthy. That is, war and killing. Man's work.""But what of the wives and the mothers?"" Hera asks Athena at one point. Athena is nonplussed.""The mothers?"" responds the goddess of war, not even trying to hide her scorn. ""Who gives a fuck about the mothers?""The next volume has just been published (I think it may be a trilogy) and I cannot wait to continue. Unusually, this has also left me with a ""book hangover""; my head and my heart are so filled, so roiling, I won't be able to jump into another book for a little while....more",Notes are private!,0,6,1,"Aug 22, 2023","Aug 27, 2023","Aug 22, 2023",,Kindle Edition,view (with text),/book/show/59416521-ithaca
