,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sam's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
705,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Painting of Sara de Vos,"Smith, Dominic*",0374106681,9780374106683,0374106681,304        pp,3.87,"29,451","Apr 05, 2016","Apr 05, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2016",,Hardcover,view,/book/show/25664459-the-last-painting-of-sara-de-vos
706,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Coal Black Horse,"Olmstead, Robert",1565125215,9781565125216,1565125215,218        pp,3.82,"1,914","Jan 01, 2007","Apr 10, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2016",,Hardcover,view,/book/show/352676.Coal_Black_Horse
707,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No One Can Pronounce My Name,"Satyal, Rakesh*",1250112117,9781250112118,1250112117,400        pp,3.66,"3,518","May 02, 2017","May 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 28, 2016",,Hardcover,view,/book/show/31451194-no-one-can-pronounce-my-name
708,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What We Lose,"Clemmons, Zinzi*",0735221715,9780735221710,0735221715,213        pp,3.61,"13,670","Jul 11, 2017","Jul 11, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2016",,Hardcover,view,/book/show/33280160-what-we-lose
709,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Joan,"Yuknavitch, Lidia*",0062383272,9780062383273,0062383272,288        pp,3.02,"6,042","Apr 18, 2017","Apr 18, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 28, 2016",,Hardcover,view,/book/show/30653706-the-book-of-joan
710,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Words in Deep Blue,"Crowley, Cath*",,,B00BP45LLI,254        pp,4.00,"37,904","Aug 30, 2016","Aug 30, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2016",,Kindle Edition,view,/book/show/31433104-words-in-deep-blue
711,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cure: A Journey into the Science of Mind Over Body,"Marchant, Jo",0385348177,9780385348171,0385348177,320        pp,4.10,"3,503","Jan 19, 2016","Jan 10, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2016",,Paperback,view,/book/show/30267894-cure
712,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Human Acts,Han Kang,1101906723,9781101906729,1101906723,218        pp,4.22,"32,059","May 19, 2014","Jan 17, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,2,"Sep 04, 2021not set","Sep 05, 2021not set","Dec 28, 2016",,Hardcover,view,/book/show/30091914-human-acts
713,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Princess Diarist,"Fisher, Carrie",0399173595,9780399173592,0399173595,257        pp,3.70,"84,117","Oct 18, 2016","Nov 22, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2016",,Hardcover,view,/book/show/26025989-the-princess-diarist
714,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,NW,"Smith, Zadie",0143123939,9780143123934,0143123939,416        pp,3.48,"41,596","Sep 04, 2012","Aug 27, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2016",,Paperback,view,/book/show/17707616-nw
715,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prediction,"Sugrue, Darren*",,,,409        pp,4.18,605,"Jun 01, 2013","Jun 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2016",,Paperback,view,/book/show/22452711-the-prediction
716,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pretty Girls,"Slaughter, Karin*",0062499556,9780062499554,0062499556,419        pp,4.05,"410,393","Jul 02, 2015","Feb 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2016",,Paperback,view,/book/show/30227219-pretty-girls
717,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Things We Have in Common,"Kavanagh, Tasha*",0778326853,9780778326854,0778326853,304        pp,3.39,"3,382","May 07, 2015","Jan 31, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2016",,Hardcover,view,/book/show/29239937-things-we-have-in-common
718,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where Dead Men Meet,"Mills, Mark",0755392361,9780755392360,0755392361,448        pp,3.77,581,"Nov 17, 2017","Nov 17, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 28, 2016",,Paperback,view,/book/show/29420041-where-dead-men-meet
719,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Place Called Winter,"Gale, Patrick",1472205294,9781472205292,1472205294,352        pp,4.12,"9,921","Mar 26, 2015","Mar 26, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2016",,Hardcover,view,/book/show/22882816-a-place-called-winter
720,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Importance of Living,Lin Yutang,0688163521,9780688163525,0688163521,462        pp,4.06,"1,352",1937,"Sep 16, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2016",,Paperback,view,/book/show/84352.The_Importance_of_Living
721,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Valley of Amazement,"Tan, Amy*",0007476485,9780007476480,0007476485,608        pp,3.68,"43,085","Nov 05, 2013","Jan 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2016",,Paperback,view,/book/show/21077659-valley-of-amazement
722,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fever Dream,"Schweblin, Samanta",0399184597,9780399184598,0399184597,183        pp,3.73,"39,593","Oct 02, 2014","Jan 10, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2016",,Hardcover,view,/book/show/30763882-fever-dream
723,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Beginning Was the Sea,"González, Tomás",1782270418,9781782270416,1782270418,224        pp,3.79,"1,502",1983,"Feb 24, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2016",,Paperback,view,/book/show/22318606-in-the-beginning-was-the-sea
724,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thirteen Ways of Looking,"McCann, Colum*",1443446254,9781443446259,1443446254,256        pp,3.95,"6,689","Oct 13, 2015","Oct 13, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2016",,Hardcover,view,/book/show/25229229-thirteen-ways-of-looking
725,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gilded Cage        (Dark Gifts, #1)","James, Vic*",0425284158,9780425284155,0425284158,368        pp,3.66,"9,592","Dec 01, 2016","Feb 14, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 03, 2016","Jan 18, 2017","Dec 23, 2016",,Hardcover,view,/book/show/30258320-gilded-cage
726,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The End of the Affair,"Greene, Graham",0142437980,9780142437988,0142437980,160        pp,3.90,"64,526",1951,"Aug 31, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2016",,Paperback,view,/book/show/394731.The_End_of_the_Affair
727,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Gon' Be Alright: Notes on Race and Resegregation,"Chang, Jeff*",0312429487,9780312429485,0312429487,192        pp,4.25,"2,007","Sep 13, 2016","Sep 13, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2016",,Paperback,view,/book/show/28595947-we-gon-be-alright
728,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Celine,"Heller, Peter",0451493907,9780451493903,,277        pp,3.78,"13,881","Mar 07, 2017","Mar 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,0,not set,not set,"Dec 23, 2016",,ebook,view,/book/show/32814779-celine
729,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Power,"Alderman, Naomi*",0670919985,9780670919987,0670919985,341        pp,3.76,"230,136","Oct 27, 2016","Oct 27, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 23, 2016",,Hardcover,view,/book/show/29751398-the-power
730,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Twelve Lives of Samuel Hawley,"Tinti, Hannah*",0812989880,9780812989885,0812989880,376        pp,3.88,"16,850","Mar 28, 2017","Mar 28, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Dec 23, 2016",,Hardcover,view,/book/show/30556459-the-twelve-lives-of-samuel-hawley
731,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Barrowfields,"Lewis, Phillip*",0451495640,9780451495648,0451495640,368        pp,3.71,"1,007","Mar 07, 2017","Mar 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Dec 23, 2016",,Hardcover,view,/book/show/31159249-the-barrowfields
732,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Harvest of Thorns,"Addison, Corban*",0718042387,9780718042387,0718042387,368        pp,4.13,"1,958","Jan 24, 2017","Jan 24, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2016",,Hardcover,view,/book/show/29492073-a-harvest-of-thorns
733,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Book of American Martyrs,"Oates, Joyce Carol",0062643045,9780062643049,0062643045,736        pp,3.89,"4,713","Feb 07, 2017","Feb 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 23, 2016",,Hardcover,view,/book/show/30227220-a-book-of-american-martyrs
734,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Good Me, Bad Me","Land, Ali",0718182928,9780718182922,0718182928,338        pp,3.88,"37,482","Jan 12, 2017","Jan 12, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 23, 2016",,Hardcover,view,/book/show/25365530-good-me-bad-me
735,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Young Widower's Handbook,"McAllister, Tom*",1616204745,9781616204747,1616204745,288        pp,3.39,775,"Feb 07, 2017","Feb 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2016",,Hardcover,view,/book/show/28110853-the-young-widower-s-handbook
736,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,More Alive and Less Lonely: On Books and Writers,"Lethem, Jonathan",1612196039,9781612196039,1612196039,336        pp,3.49,143,unknown,"Mar 21, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2016",,Hardcover,view,/book/show/31415657-more-alive-and-less-lonely
737,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghachar Ghochar,"Shanbhag, Vivek*",014311168X,9780143111689,014311168X,118        pp,3.90,"15,533",2013,"Feb 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 23, 2016",,Paperback,view,/book/show/30267604-ghachar-ghochar
738,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Darkroom,"Faludi, Susan",080508908X,9780805089080,080508908X,432        pp,3.92,"4,009","Jun 14, 2016","Jun 14, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 22, 2016",,Hardcover,view,/book/show/29370484-in-the-darkroom
739,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Day We'll All Be Dead and None of This Will Matter,"Koul, Scaachi",0385685351,9780385685351,0385685351,241        pp,3.74,"12,817","Mar 07, 2017","Mar 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 22, 2016",,Hardcover,view,/book/show/30658435-one-day-we-ll-all-be-dead-and-none-of-this-will-matter
740,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Geek's Guide to Unrequited Love,"Tash, Sarvenaz*",1481456539,9781481456531,1481456539,252        pp,3.71,"2,472","Jun 14, 2016","Jun 14, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 22, 2016",,Hardcover,view,/book/show/24832518-the-geek-s-guide-to-unrequited-love
741,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Refugees,"Nguyen, Viet Thanh*",0802126391,9780802126399,0802126391,209        pp,3.87,"20,364","Feb 07, 2017","Feb 07, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Viet Thanh Nguyen's short story collection The Refugees is very strong, smart, and affecting, centered on the Vietnamese experience but shifting bViet Thanh Nguyen's short story collection The Refugees is very strong, smart, and affecting, centered on the Vietnamese experience but shifting between characters and perspectives to interact with the nation's history, people, and culture in fresh and surprising ways: a Vietnamese man reeling from his divorce and attempting to close a gap with his distant, disapproving father; a former American military man visiting his daughter in the country he fought in; a girl in her family living in modern Ho Chi Minh City, she and her siblings named after her fathers first family that fled as refugees. Nguyen does an excellent job of varying style, tone, and composition for each story, so each has a unique perspective to offer and never feels redundant to what's come before. The (slight downside) is that it doesn't always feel like a collection birthed as whole, but rather separate parts coming together in one volume. And indeed, in the copyright page, one can see that various versions of these stories appeared in journals and magazines over the course of a few years. Of the 8 stories included, I thought 4 were fabulous, 2 very well done on the whole, and 2 a bit weaker and perhaps a bit out of place in terms of caliber of storytelling and collective relevance. It's that tangible lack of a collective intent or thrust that pegged this read at 4 stars as opposed to 5 at first, and short story collections can be trickier to . But ultimately I really enjoyed the vast majority of Nguyen's The Refugees and admired the prose and was entertained and informed, even if it didn't quite come together cohesively enough for it to be spectacular for me, it was more than solid and it left a lasting impression on me, so I rounded up to 5 stars. And while I did not enjoy Nguyen's The Sympathizer on my first attempt reading it, my response to his writing here makes me want to give that Pulitzer Prize winner another shot.Standout stories: ""Black Eyed Woman"", ""The War Years"", ""I'd Love You to Want Me"", ""Fatherland""-received an ARC via netgalley in exchange for an honest , thanks to Grove Atlantic...more",Notes are private!,0,77,1,"Jan 26, 2017","Jan 27, 2017","Dec 22, 2016",,Hardcover,view (with text),/book/show/30358505-the-refugees
742,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unaccustomed Earth,"Lahiri, Jhumpa",0307278255,9780307278258,0307278255,333        pp,4.13,"92,775",2008,"Apr 07, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2016",,Paperback,view,/book/show/3855060-unaccustomed-earth
743,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Study in Scarlet Women        (Lady Sherlock, #1)","Thomas, Sherry*",042528140X,9780425281406,042528140X,323        pp,3.87,"35,870","Oct 18, 2016","Oct 18, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2016",,Paperback,view,/book/show/28588390-a-study-in-scarlet-women
744,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Krik? Krak!,"Danticat, Edwidge",067976657X,9780679766575,067976657X,224        pp,4.16,"9,047","Apr 01, 1996","Apr 02, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2016",,Paperback,view,/book/show/600404.Krik_Krak_
745,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Furiously Happy,"Lawson, Jenny*",1250077028,9781250077028,1250077028,329        pp,3.90,"164,812","Sep 22, 2015","Feb 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2016",,Paperback,view,/book/show/28220896-furiously-happy
746,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Roanoke Girls,"Engel, Amy*",1101906669,9781101906668,1101906669,279        pp,3.72,"31,801","Mar 07, 2017","Mar 07, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,12,1,not set,not set,"Dec 21, 2016",,Hardcover,view,/book/show/30689335-the-roanoke-girls
747,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is How You Lose Her,"Díaz, Junot",1594487367,9781594487361,1594487367,217        pp,3.75,"97,833","Mar 22, 2010","Sep 11, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2016",,Hardcover,view,/book/show/13503109-this-is-how-you-lose-her
748,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Room of One’s Own,"Woolf, Virginia",,,0141183535,112        pp,4.21,"207,332",1903,"Jan 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2016",,Paperback,view,/book/show/18521.A_Room_of_One_s_Own
749,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gargoyle Hunters,"Gill, John Freeman*",1101946881,9781101946886,1101946881,352        pp,3.66,962,"Mar 21, 2017","Mar 21, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2016",,Hardcover,view,/book/show/30901607-the-gargoyle-hunters
750,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Feast of the Goat,"Vargas Llosa, Mario",0571288626,9780571288625,0571288626,475        pp,4.32,"35,110",2000,"Jan 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Dec 21, 2016",,Paperback,view,/book/show/13386231-the-feast-of-the-goat
751,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gifts of the Body,"Brown, Rebecca",0060926538,9780060926533,0060926538,176        pp,4.34,600,1994,"Aug 04, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2016",,Paperback,view,/book/show/239629.The_Gifts_of_the_Body
752,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,West with the Night,"Markham, Beryl",0865471185,9780865471184,0865471185,294        pp,4.15,"38,248",1942,"Jan 01, 1983",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2016",,Paperback,view,/book/show/1624.West_with_the_Night
753,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gift from the Sea,"Lindbergh, Anne Morrow",0394724550,9780394724553,0394724550,130        pp,4.15,"51,249",1955,"Jan 30, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2016",,Paperback,view,/book/show/77295.Gift_from_the_Sea
754,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Another Day in the Death of America,"Younge, Gary",,,B01FWPGBHI,320        pp,4.24,"4,776","Oct 04, 2016","Sep 27, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2016",,Kindle Edition,view,/book/show/31299894-another-day-in-the-death-of-america
755,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Eagle and the Raven,"Gedge, Pauline",1613746571,9781613746578,B008IU9PZ0,708        pp,4.18,"1,756",1978,"Oct 28, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2016",,Kindle Edition,view,/book/show/16002440-the-eagle-and-the-raven
756,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fire Next Time,"Baldwin, James",067974472X,9780679744726,067974472X,106        pp,4.54,"100,422","Jan 31, 1963","Feb 01, 1993",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,"May 07, 2021","May 07, 2021","Dec 20, 2016",,Paperback,view,/book/show/464260.The_Fire_Next_Time
757,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sandcastle Girls,"Bohjalian, Chris*",0385534795,9780385534796,0385534795,299        pp,3.89,"40,890","Jul 17, 2012","Jul 17, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2016",,Hardcover,view,/book/show/13330603-the-sandcastle-girls
758,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Samurai's Garden,"Tsukiyama, Gail",,,B005G4AABO,225        pp,4.15,"25,982","May 04, 1994","Jun 24, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2016",,Kindle Edition,view,/book/show/12988234-the-samurai-s-garden
759,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Autobiography of an Ex-Coloured Man,"Johnson, James Weldon",0809000326,9780809000326,0809000326,212        pp,3.93,"10,428",1912,"Mar 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2016",,Paperback,view,/book/show/130312.The_Autobiography_of_an_Ex_Coloured_Man
760,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ocean at the End of the Lane,"Gaiman, Neil*",0062255657,9780062255655,0062255657,181        pp,4.02,"618,056","Jun 18, 2013","Jun 18, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2016",,Hardcover,view,/book/show/15783514-the-ocean-at-the-end-of-the-lane
761,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Africa: A Biography of the Continent,"Reader, John",067973869X,9780679738695,067973869X,816        pp,4.18,"1,833","Oct 30, 1997","Sep 07, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2016",,Paperback,view,/book/show/103296.Africa
762,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Things They Carried,"O’Brien, Tim",0767902890,9780767902892,0767902890,246        pp,4.14,"313,564","Mar 28, 1990","Dec 29, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 20, 2016",,Paperback,view,/book/show/133518.The_Things_They_Carried
763,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Spring Snow        (The Sea of Fertility, #1)","Mishima, Yukio",0099282992,9780099282990,0099282992,389        pp,4.16,"19,095",1967,Nov 2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2016",,Paperback,view,/book/show/62793.Spring_Snow
