,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Katherine's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Three Women,"Taddeo, Lisa*",1451642296,9781451642292,1451642296,306        pp,3.72,"147,613","Jul 09, 2019","Jul 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 29, 2021",,Hardcover,view,/book/show/42201100-three-women
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Missing Sister        (The Seven Sisters, #7)","Riley, Lucinda",195245722X,9781952457227,195245722X,805        pp,4.20,"58,908","May 27, 2021","May 27, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 28, 2021","Jun 03, 2021","May 28, 2021",,Paperback,view,/book/show/56617254-the-missing-sister
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Entangled Life: How Fungi Make Our Worlds, Change Our Minds & Shape Our Futures","Sheldrake, Merlin*",0525510311,9780525510314,0525510311,352        pp,4.36,"35,217","May 12, 2020","May 12, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2021",,Hardcover,view,/book/show/52668915-entangled-life
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dominicana,"Cruz, Angie",125020593X,9781250205933,125020593X,323        pp,4.11,"34,507","Sep 03, 2019","Sep 03, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 03, 2021","Jun 07, 2021","May 21, 2021",,Hardcover,view,/book/show/43263696-dominicana
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beach Read,"Henry, Emily*",1984806734,9781984806734,1984806734,400        pp,4.01,"1,105,316","May 19, 2020","May 19, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 20, 2021","May 21, 2021","May 20, 2021",,Paperback,view,/book/show/52867387-beach-read
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Democracies Die: What History Reveals About Our Future,"Levitsky, Steven",1524762938,9781524762933,1524762938,320        pp,4.16,"24,847","Jan 16, 2018","Jan 16, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 14, 2021",,Hardcover,view,/book/show/35356384-how-democracies-die
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unlikely Adventures of the Shergill Sisters,"Jaswal, Balli Kaur*",0062645145,9780062645142,0062645145,312        pp,3.79,"15,908","Apr 30, 2019","Apr 30, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 20, 2021",,Hardcover,view,/book/show/40908064-the-unlikely-adventures-of-the-shergill-sisters
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Aria,"Hozar, Nazanine",0345811828,9780345811820,0345811828,456        pp,3.58,"5,043","Jun 11, 2019","Jun 11, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 20, 2021",,Paperback,view,/book/show/42779179-aria
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Something Unbelievable,"Kuznetsova, Maria*",0525511903,9780525511908,0525511903,288        pp,3.84,379,Apr 2021,"Apr 13, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 17, 2021","May 18, 2021","Apr 17, 2021",,Hardcover,view,/book/show/54493224-something-unbelievable
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paradox of Plenty: Oil Booms and Petro-States,"Karl, Terry Lynn",0520207726,9780520207721,0520207726,380        pp,4.02,64,"Sep 10, 1997","Oct 10, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2021",,Paperback,view,/book/show/294040.The_Paradox_of_Plenty
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Windfall,"Basu, Diksha",1524774111,9781524774110,,unknown,3.51,"8,517","Jun 27, 2017","Jun 27, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 31, 2021","Apr 07, 2021","Mar 31, 2021",,Audio CD,view,/book/show/32569560-the-windfall
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chasing the Scream: The First and Last Days of the War on Drugs,"Hari, Johann",1620408902,9781620408902,1620408902,400        pp,4.50,"19,046","Jan 15, 2015","Jan 20, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 27, 2021",,Hardcover,view,/book/show/22245552-chasing-the-scream
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nix,"Hill, Nathan",110194661X,9781101946619,110194661X,640        pp,4.08,"74,432","Aug 30, 2016","Aug 30, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,One of my new all-time favorite books. Loved how all of the characters were written and appreciated the wit. A must-read!!!,Notes are private!,0,0,1,"Jul 05, 2021","Aug 23, 2021","Mar 27, 2021",,Hardcover,view (with text),/book/show/28251002-the-nix
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heart of Perfection: How the Saints Taught Me to Trade My Dream of Perfect for God's,"Campbell, Colleen Carroll*",1982106182,9781982106188,,256        pp,4.48,835,"Mar 21, 2019","May 21, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2021",,ebook,view,/book/show/42686284-the-heart-of-perfection
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tyranny of Merit: What's Become of the Common Good?,"Sandel, Michael J.",0241407605,9780241407608,0241407605,272        pp,4.20,"10,532","Sep 15, 2020","Sep 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2021",,Paperback,view,/book/show/50364458-the-tyranny-of-merit
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Something Other than God: How I Passionately Sought Happiness and Accidentally Found It,"Fulwiler, Jennifer*",1586178822,9781586178826,1586178822,256        pp,4.35,"3,680","Apr 29, 2014","Apr 29, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2021",,Hardcover,view,/book/show/19335733-something-other-than-god
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Astonish Me,"Shipstead, Maggie*",,,0345804619,272        pp,3.62,"18,881","Jan 06, 2014","Jan 06, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 02, 2021","Mar 26, 2021","Feb 02, 2021",,Paperback,view,/book/show/18736672-astonish-me
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Well-Behaved Indian Women,"Dave, Saumya*",1984806157,9781984806154,1984806157,385        pp,3.79,"4,675","Jul 14, 2020","Jul 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2021",,Paperback,view,/book/show/53025774-well-behaved-indian-women
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hades, Argentina","Loedel, Daniel",0593188640,9780593188644,0593188640,294        pp,3.75,"1,375","Jan 12, 2021","Jan 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/52644994-hades-argentina
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anxious People,"Backman, Fredrik*",198216963X,9781982169633,198216963X,336        pp,4.18,"633,741","Apr 25, 2019","Jan 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2021",,Hardcover,view,/book/show/49127718-anxious-people
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Good Muslim, Bad Muslim: America, the Cold War, and the Roots of Terror","Mamdani, Mahmood",0385515375,9780385515375,0385515375,320        pp,4.08,"1,080",2004,"Jun 21, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2021",,Paperback,view,/book/show/66420.Good_Muslim_Bad_Muslim
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Goldfinch,"Tartt, Donna",0316055433,9780316055437,0316055433,771        pp,3.94,"925,163","Sep 23, 2013","Oct 22, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2021",,Hardcover,view,/book/show/17333223-the-goldfinch
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Catch and Kill: Lies, Spies, and a Conspiracy to Protect Predators","Farrow, Ronan",0316486639,9780316486637,0316486639,448        pp,4.41,"96,895","Oct 15, 2019","Oct 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2021",,Hardcover,view,/book/show/53011908-catch-and-kill
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Life of Groceries: The Dark Miracle of the American Supermarket,"Lorr, Benjamin*",0553459392,9780553459395,0553459392,328        pp,3.95,"11,516","Sep 08, 2020","Sep 08, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2021",,Hardcover,view,/book/show/50548165-the-secret-life-of-groceries
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Guide to the Serbian Mentality,"Kapor, Momo",8673466555,9788673466552,8673466555,313        pp,3.90,433,"Jan 01, 2006",2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2021",,Paperback,view,/book/show/5289153-a-guide-to-the-serbian-mentality
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Natasha's Dance: A Cultural History of Russia,"Figes, Orlando",0312421958,9780312421953,0312421958,729        pp,4.24,"3,942",2002,"Oct 17, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2021",,Paperback,view,/book/show/97401.Natasha_s_Dance
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Born in Blood and Fire: A Concise History of Latin America,"Chasteen, John Charles",0393927695,9780393927696,0393927695,352        pp,3.93,"2,300",2000,"Nov 21, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2021",,Paperback,view,/book/show/47632.Born_in_Blood_and_Fire
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why the Dutch are Different: A Journey into the Hidden Heart of the Netherlands,"Coates, Ben",185788633X,9781857886337,185788633X,304        pp,3.80,"3,958","Sep 24, 2015","Sep 24, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2021",,Paperback,view,/book/show/25860139-why-the-dutch-are-different
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Almost Nearly Perfect People: Behind the Myth of the Scandinavian Utopia,"Booth, Michael",0224089625,9780224089623,0224089625,416        pp,3.87,"10,921","Feb 06, 2014","Jan 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 03, 2021","Mar 07, 2021","Jan 03, 2021",,Paperback,view,/book/show/18104725-the-almost-nearly-perfect-people
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Place on Dalhousie,"Marchetta, Melina*",0143793535,9780143793533,0143793535,288        pp,4.16,"3,892","Apr 02, 2019","Apr 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 25, 2020",,Paperback,view,/book/show/37592173-the-place-on-dalhousie
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Castle,"Walls, Jeannette*",074324754X,9780743247542,074324754X,288        pp,4.31,"1,212,344",Jan 2005,"Jan 17, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 03, 2021","Jul 07, 2021","Dec 10, 2020",,Paperback,view,/book/show/7445.The_Glass_Castle
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Remains of the Day,"Ishiguro, Kazuo*",,,,258        pp,4.14,"303,593","May 01, 1989",2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 28, 2020",,Paperback,view,/book/show/28921.The_Remains_of_the_Day
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fish That Ate the Whale: The Life and Times of America's Banana King,"Cohen, Rich*",0374299277,9780374299279,0374299277,288        pp,4.10,"6,628","Jun 05, 2012","Jun 05, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2020",,Hardcover,view,/book/show/13166586-the-fish-that-ate-the-whale
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Evvie Drake Starts Over,"Holmes, Linda*",0525619240,9780525619246,0525619240,289        pp,3.83,"137,418","Jun 25, 2019","Jun 25, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 24, 2021","Nov 16, 2021","Nov 27, 2020",,Hardcover,view,/book/show/40514431-evvie-drake-starts-over
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Making of Us,"Jewell, Lisa*",1846055741,9781846055744,1846055741,390        pp,3.78,"18,859",2011,2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2020",,Paperback,view,/book/show/10083328-the-making-of-us
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ordesa,"Vilas, Manuel",0593084047,9780593084045,0593084047,304        pp,3.57,"4,159","Jan 18, 2018","Dec 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2020",,Hardcover,view,/book/show/52623709-ordesa
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wish List,"Costello, Jane*",0857205560,9780857205568,0857205560,481        pp,3.86,"3,747","Jan 01, 2013","Apr 11, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 08, 2020","Dec 10, 2020","Nov 12, 2020",,Paperback,view,/book/show/17156849-the-wish-list
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Beekeeper's Daughter,"Montefiore, Santa",1476735417,9781476735412,1476735417,389        pp,3.91,"7,997","Apr 01, 2014","Apr 14, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2020",,Hardcover,view,/book/show/22609387-the-beekeeper-s-daughter
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sprinters, los niños de colonia dignidad","Larra, Lola",9563650220,9789563650228,9563650220,267        pp,4.03,106,unknown,2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2020",,Paperback,view,/book/show/32858625-sprinters-los-ni-os-de-colonia-dignidad
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mexican Gothic,"Moreno-Garcia, Silvia*",,,0525620788,320        pp,3.68,"354,942","Jun 30, 2020","Jun 30, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 07, 2020",,Hardcover,view,/book/show/53152636-mexican-gothic
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Searching for and Maintaining Peace: A Small Treatise on Peace of Heart,"Philippe, Jacques",0818909064,9780818909061,0818909064,112        pp,4.74,"4,760","Apr 18, 1991",2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 03, 2020",,Paperback,view,/book/show/1236244.Searching_for_and_Maintaining_Peace
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Demon in the Freezer,"Preston, Richard",075531218X,9780755312184,075531218X,240        pp,4.15,"16,571","Jan 01, 2002",2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 02, 2020",,Paperback,view,/book/show/198505.The_Demon_in_the_Freezer
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Do We Know We're Doing It Right: & Other Essays on Modern Life,"Sykes, Pandora",1786332078,9781786332073,1786332078,275        pp,3.75,"7,898","Jul 09, 2020","Jul 16, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2020",,Hardcover,view,/book/show/52047700-how-do-we-know-we-re-doing-it-right
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"At Bertram's Hotel        (Miss Marple, #11)","Christie, Agatha",,,,223        pp,3.71,"38,939",1965,2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2020",,Paperback,view,/book/show/16333.At_Bertram_s_Hotel
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frankenstein: The 1818 Text,"Shelley, Mary",,,,260        pp,3.87,"1,597,576",1818,"Mar 08, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 31, 2020",,Paperback,view,/book/show/35031085-frankenstein
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nordic Theory of Everything: In Search of a Better Life,"Partanen, Anu*",0062316567,9780062316561,,448        pp,3.86,"7,799","Jun 28, 2016","Jun 28, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2020",,ebook,view,/book/show/28014216-the-nordic-theory-of-everything
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Brilliant Friend        (The Neapolitan Novels, #1)","Ferrante, Elena",,,,331        pp,4.04,"332,930","Oct 19, 2011","Sep 25, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 09, 2020",,Paperback,view,/book/show/35036409-my-brilliant-friend
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kitchen,"Yoshimoto, Banana",0802142443,9780802142443,0802142443,160        pp,3.90,"99,152","Jan 30, 1988","Apr 17, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 09, 2020",,Paperback,view,/book/show/50144.Kitchen
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Grandmother Asked Me to Tell You She's Sorry,"Backman, Fredrik*",1501115065,9781501115066,1501115065,372        pp,4.08,"244,471","Sep 04, 2013","Jun 16, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 11, 2020","Sep 07, 2020","Jul 28, 2020",,Hardcover,view,/book/show/23604559-my-grandmother-asked-me-to-tell-you-she-s-sorry
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dutch House,"Patchett, Ann",0062963678,9780062963673,0062963678,337        pp,4.10,"446,664","Sep 24, 2019","Sep 24, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 16, 2020","Aug 11, 2020","Jul 16, 2020",,Hardcover,view,/book/show/44318414-the-dutch-house
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between Shades of Gray,"Sepetys, Ruta*",0399254129,9780399254123,0399254129,344        pp,4.37,"242,717","Mar 22, 2011","Mar 22, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 13, 2020",,Hardcover,view,/book/show/7824322-between-shades-of-gray
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tokyo Ueno Station,Yū Miri,1911284169,9781911284161,1911284169,168        pp,3.48,"22,908","Mar 19, 2014","Mar 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 13, 2020",,Paperback,view,/book/show/43398196-tokyo-ueno-station
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Destination Wedding,"Basu, Diksha",0525577122,9780525577126,0525577122,320        pp,3.27,"3,511","Jun 30, 2020","Jun 30, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5 ⭐️,Notes are private!,0,1,1,"Jun 16, 2021","Jul 05, 2021","Jul 11, 2020",,Hardcover,view (with text),/book/show/52914236-destination-wedding
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Vanishing Stair        (Truly Devious, #2)","Johnson, Maureen*",0062338080,9780062338082,0062338080,369        pp,4.15,"89,857","Jan 22, 2019","Jan 22, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2020",,Hardcover,view,/book/show/39893545-the-vanishing-stair
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Truly, Devious        (Truly Devious, #1)","Johnson, Maureen*",,,,416        pp,3.93,"148,140","Jan 16, 2018","Jan 16, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2020",,Hardcover,view,/book/show/29589074-truly-devious
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Once and for All,"Dessen, Sarah*",0425290336,9780425290330,0425290336,358        pp,3.76,"36,386","Jun 06, 2017","Jun 06, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 07, 2020","Jul 28, 2020","Jul 07, 2020",,Hardcover,view,/book/show/32078787-once-and-for-all
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"It Ends with Us        (It Ends with Us, #1)","Hoover, Colleen*",,,B0176M3U10,386        pp,4.17,"3,333,455","Aug 02, 2016","Aug 02, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,"Jan 24, 2022not set","Jan 24, 2022not set","Jul 05, 2020",,Kindle Edition,view,/book/show/27362503-it-ends-with-us
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Such a Fun Age,"Reid, Kiley",,,,310        pp,3.79,"521,174","Dec 31, 2019","Dec 31, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 04, 2020","Jul 06, 2020","Jul 04, 2020",,Hardcover,view,/book/show/43923951-such-a-fun-age
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Royal Secret,"Riley, Lucinda",1982121270,9781982121273,1982121270,528        pp,4.08,"20,065",2019,"May 21, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 25, 2020","Jul 03, 2020","Jun 25, 2020",,Hardcover,view,/book/show/42201582-the-royal-secret
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guernsey Literary and Potato Peel Pie Society,"Shaffer, Mary Ann",1984801813,9781984801814,1984801813,291        pp,4.19,"752,838","Jul 29, 2008","Jul 10, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2020",,Paperback,view,/book/show/39832183-the-guernsey-literary-and-potato-peel-pie-society
