,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Patty's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cartographers,"Shepherd, Peng*",0062910698,9780062910691,0062910698,392        pp,3.64,"65,174","Mar 15, 2022","Mar 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2022",,Hardcover,view,/book/show/55004093-the-cartographers
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Book of Eleanor Dare,"Brock, Kimberly*",,,B098311D56,415        pp,3.54,"3,149","Apr 12, 2022","Apr 12, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 rounded downI liked this book just fine. It was fun(ish).Probably my biggest criticism is there is a lot of build-up to the ""secret"" that Alice is3.5 rounded downI liked this book just fine. It was fun(ish).Probably my biggest criticism is there is a lot of build-up to the ""secret"" that Alice is keeping from her daughter, Penn. The author puts a lot of energy into how everything my implode if the Penn finds out the truth. When Penn does, it is very anticlimactic. The build-up takes too long, the conflict is very short, and the resolution was predictable. I don't mean that as harsh as it sounds. It was fine....more",Notes are private!,0,0,1,not set,"Nov 13, 2022","Nov 15, 2022",,Kindle Edition,view (with text),/book/show/58983785-the-lost-book-of-eleanor-dare
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Essentialism: The Disciplined Pursuit of Less,"McKeown, Greg*",,,,unknown,4.06,"110,235","Dec 31, 2011","Apr 15, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm not certain that audio is the best format to consume this content...I kept wanting to highlight and take notes. Considering I do most of my audiobI'm not certain that audio is the best format to consume this content...I kept wanting to highlight and take notes. Considering I do most of my audiobooks in the car, it was not a good fit.That being said, the content was fabulous. The intro alone had an 'aha' moment for me. A few important take-aways were: protect the asset, WIN - What's Important Now, and doing the hardest thing first.My favorite part was about attachment to 'things' and asking myself ""if I didn't already own this, would I still want it? How much would I be willing to pay to have it?"" This can apply to your stuff, your job, your hobbies, just about anything you have an attachment to. I'm going to get my hands on a paper copy at some point so I can cement some of the ideas in my head a little better than I did with audio....more",Notes are private!,0,1,1,not set,"Nov 10, 2022","Nov 15, 2022",,Audible Audio,view (with text),/book/show/28950082-essentialism
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Higher Standard: Leadership Strategies from America's First Female Four-Star General,"Dunwoody, Ann",0738217794,9780738217796,0738217794,288        pp,3.91,358,"Apr 28, 2015","Apr 28, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 11, 2022",,Hardcover,view,/book/show/22715993-a-higher-standard
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Every Day Is a Gift: A Memoir,"Duckworth, Tammy",1538718502,9781538718506,1538718502,288        pp,4.56,"2,855","Mar 30, 2021","Mar 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 11, 2022",,Hardcover,view,/book/show/55898097-every-day-is-a-gift
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fight Night,"Toews, Miriam",,,B09CF74MWV,7        pp,4.04,"17,501","Oct 05, 2021","Oct 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Swiv was awesome! Who doesn't have their mom and grandma's voice in her head?Just sorry I didn't get this done in time to discuss it with others at boSwiv was awesome! Who doesn't have their mom and grandma's voice in her head?Just sorry I didn't get this done in time to discuss it with others at book club....more,Notes are private!,0,1,2,not setnot set,"Jan 20, 2023not set","Nov 11, 2022",,Audible Audio,view (with text),/book/show/63912986-fight-night
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grandma Gatewood's Walk: The Inspiring Story of the Woman Who Saved the Appalachian Trail,"Montgomery, Ben*",1613747209,9781613747209,B00IQY2Q0O,292        pp,4.09,"24,553","Apr 01, 2014","Apr 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2022",,Kindle Edition,view,/book/show/21822432-grandma-gatewood-s-walk
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Religion of American Greatness,"Miller, Paul D.*",1514000261,9781514000267,1514000261,304        pp,4.08,276,unknown,"Jul 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2022",,Hardcover,view,/book/show/59840382-the-religion-of-american-greatness
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Marriage Portrait,"O'Farrell, Maggie*",,,,unknown,4.02,"139,064","Aug 30, 2022","Sep 06, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5 rounded upThis was a fascinating listen. I was swept up in the story of Lucretia quickly. The way the author began the book was intriguing. I kept4.5 rounded upThis was a fascinating listen. I was swept up in the story of Lucretia quickly. The way the author began the book was intriguing. I kept thinking ""how did we get to this place? Who changed...Lucretia or Alfonso?""I rounded up because of the way the author adhered to the history. In the author's notes as she explained what was based on history and what was changed for the novel, I respect the way the author handled the choices she made. ...more",Notes are private!,0,1,1,not set,"Nov 06, 2022","Nov 07, 2022",,Audiobook,view (with text),/book/show/62106901-the-marriage-portrait
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Violin Conspiracy,"Slocumb, Brendan",,,B0988Z1VMC,334        pp,4.12,"53,045","Feb 01, 2022","Feb 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 rounded downI rounded down because I figured out very early the who of the mystery. I didn't know the how until the end, but the who or why was no3.5 rounded downI rounded down because I figured out very early the who of the mystery. I didn't know the how until the end, but the who or why was not a surprise for me at all. I didn't fall for any of the red herrings.That being said, I read this book in just 2 days. It was entertaining and fast paced, which I like in my mysteries. I'll try this author again. ...more",Notes are private!,0,0,1,not set,"Nov 04, 2022","Nov 07, 2022",,Kindle Edition,view (with text),/book/show/59771411-the-violin-conspiracy
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under the Whispering Door,"Klune, T.J.*",1250217342,9781250217349,1250217342,384        pp,4.16,"224,055","Sep 21, 2021","Sep 21, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 07, 2022",,Hardcover,view,/book/show/53205888-under-the-whispering-door
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,About Grace,"Doerr, Anthony*",,,B003L77UHK,428        pp,3.45,"21,975","Sep 21, 2004","May 08, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not my favorite Doerr novel, but not as bad as some of the s would lead you to believe. I found much of this book entertaining, but when it got Not my favorite Doerr novel, but not as bad as some of the s would lead you to believe. I found much of this book entertaining, but when it got dry in spots, it got really dry. I almost stopped at the beginning of the wilderness adventure with the extensive focus on bugs. At that point I was close enough to finishing that I skimmed for a bit and just kept going.The ending was just ok. ...more",Notes are private!,0,0,1,not set,Nov 2022,"Nov 07, 2022",,Kindle Edition,view (with text),/book/show/28194689-about-grace
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Salty: Lessons on Eating, Drinking, and Living from Revolutionary Women","Wilkinson, Alissa",1506473555,9781506473550,1506473555,194        pp,3.64,463,"Jun 28, 2022","Jun 28, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2022",,Hardcover,view,/book/show/58495632-salty
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Luckiest Girl Alive,"Knoll, Jessica*",1668003562,9781668003565,1668003562,368        pp,3.54,"236,648","May 12, 2015","Sep 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 29, 2022",,Paperback,view,/book/show/60653911-luckiest-girl-alive
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,West with Giraffes,"Rutledge, Lynda*",,,B08GVFMR2G,unknown,4.37,"128,575","Feb 01, 2021","Feb 01, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 rounded upI wasn't sure about this book club pick, so I decided to listen and see what I thought. That way I could speed it up if I chose, but sti3.5 rounded upI wasn't sure about this book club pick, so I decided to listen and see what I thought. That way I could speed it up if I chose, but still get enough highlights for the meeting.I was pleasantly surprised by how much I enjoyed it.A nice historical backdrop on a road trip between two (or three or five) unlikely companions. I can't say it was an enjoyable trip because of all of the problems they encounter, but it was an enlightening one. No one was the same by the time they reached the west coast.On a slight downside, it felt like the author threw in a few too many obstacles and tried to hit too many social issues along the way (racism, feminism, cruelty to animals to name a few). All in all, I'd go along for the ride again....more",Notes are private!,0,0,1,not set,"Oct 20, 2022","Oct 21, 2022",,Audible Audio,view (with text),/book/show/56600370-west-with-giraffes
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Poisonwood Bible,"Kingsolver, Barbara",,,B002UZJJHI,16        pp,4.10,"743,714","Sep 24, 1998","Jun 06, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Barbara Kingsolver has been recommended to me over the years, but I never got around to reading anything of hers. Since I wasn't sure what to expect, Barbara Kingsolver has been recommended to me over the years, but I never got around to reading anything of hers. Since I wasn't sure what to expect, I decided I'd listen to this story as an entry point. I'm glad I did.This was a well-done audio production as well as a well-done story. A couple of the sisters got a little tiring at the end, but the storyline while the entire family was in the Congo was amazing. Her cutting look at the motivation of some Christian missionaries and the motivation of ""foreign aid"" was insightful. I'm looking forward to experiencing more Kingsolver in my future....more",Notes are private!,0,0,1,not set,"Oct 12, 2022","Oct 18, 2022",,Audiobook,view (with text),/book/show/17560731-the-poisonwood-bible
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Beauty of Dusk,"Bruni, Frank",1982108576,9781982108571,1982108576,306        pp,4.06,"3,583",unknown,"Mar 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 17, 2022",,Hardcover,view,/book/show/58438448-the-beauty-of-dusk
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Well Behaved Wives,"Nathan, Amy Sue*",1542025419,9781542025416,B09RK69M1D,319        pp,3.99,"14,999","Nov 01, 2022","Nov 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was fine. The plot moved at a good pace. The characters were a little one-note for me...not very complex. It did however make me realize how muchThis was fine. The plot moved at a good pace. The characters were a little one-note for me...not very complex. It did however make me realize how much life has changed for women since the early sixties and how much more we have to go. It also informed my next reading choice by seeing a non-fiction book already in my library as a source for her research....more,Notes are private!,0,0,1,not set,"Dec 29, 2022","Oct 16, 2022",,Kindle Edition,view (with text),/book/show/60284263-well-behaved-wives
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Somewhere Sisters: A Story of Adoption, Identity, and the Meaning of Family","Hayasaki, Erika*",1616209127,9781616209124,1616209127,320        pp,3.91,905,"Oct 11, 2022","Oct 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2022",,Hardcover,view,/book/show/59891842-somewhere-sisters
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,These Precious Days,"Patchett, Ann",0063092794,9780063092792,0063092794,336        pp,4.44,"36,767","Nov 23, 2021","Nov 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 11, 2022",,Paperback,view,/book/show/60323135-these-precious-days
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unspeakable Things,"Lourey, Jess*",,,B07TKNKPNX,9        pp,3.82,"70,454","Jan 01, 2020","Jan 01, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked this book just fine. It was suspenseful, but the characters could have been a little more developed. It was a coming of age story and poor CasI liked this book just fine. It was suspenseful, but the characters could have been a little more developed. It was a coming of age story and poor Cassie had to grow up quickly. I would have like to have seen at least one adult in her life who was a good influence for her. Maybe her mom got there by the end. The narration was done well. I'll try another Jess Lourey book in the future....more",Notes are private!,0,0,1,not set,"Feb 04, 2023","Oct 10, 2022",,Audible Audio,view (with text),/book/show/49094241-unspeakable-things
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of Gathering: How We Meet and Why It Matters,"Parker, Priya",,,,unknown,3.98,"20,499","May 15, 2018","May 15, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 rounded upI wouldn't call it transformative, but it was enlightening. I found applications for many of the gatherings/meetings/parties in my life.3.5 rounded upI wouldn't call it transformative, but it was enlightening. I found applications for many of the gatherings/meetings/parties in my life. Some gatherings I'm involved with are already good, but I understand better why they are successful. Other gatherings could benefit from applying some of the techniques Ms. Parker shares.Probably one of the best parts for me was when she talked about the ""lead up""(effectively using the time between when someone receives and invitation to a gathering and when the gathering starts). Preparing, building tension, sharing topics for introspection, setting the tone/expectations for the gathering...all of these can make good use of the lead time in various circumstances. ...more",Notes are private!,0,0,1,not set,"Oct 02, 2022","Oct 04, 2022",,Audible Audio,view (with text),/book/show/43617964-the-art-of-gathering
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"This Is Chance!: The Great Alaska Earthquake, Genie Chance, and the Shattered City She Held Together","Mooallem, Jon*",0525509925,9780525509929,0525509925,336        pp,3.77,"1,519","Mar 24, 2020","Mar 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 03, 2022",,Paperback,view,/book/show/56364286-this-is-chance
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Home to Big Stone Gap        (Big Stone Gap, #4)","Trigiani, Adriana*",1400060087,9781400060085,1400060087,320        pp,3.91,"11,167",2006,"Oct 31, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I guess some of my favorite Big Stone Gap characters have moved away or bit the dust. Still like the atmosphere, but this one fell a little flat for mI guess some of my favorite Big Stone Gap characters have moved away or bit the dust. Still like the atmosphere, but this one fell a little flat for me. Not much suspense except figuring out who Annie is. Why it took the entire book to ask that question was beyond me....more",Notes are private!,0,0,1,not set,"Oct 02, 2022","Oct 03, 2022",,Hardcover,view (with text),/book/show/58823.Home_to_Big_Stone_Gap
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,While Justice Sleeps,"Abrams, Stacey",0593310934,9780593310939,0593310934,480        pp,3.96,"40,576","May 11, 2021","Apr 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 03, 2022",,Paperback,view,/book/show/60372346-while-justice-sleeps
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All the Broken Places        (The Boy in the Striped Pajamas, #2)","Boyne, John*",0593653068,9780593653067,0593653068,400        pp,4.50,"48,427","Nov 29, 2022","Nov 29, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2022",,Hardcover,view,/book/show/61111301-all-the-broken-places
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Benediction,"Haruf, Kent",,,B00985E52C,274        pp,4.01,"21,307","Feb 26, 2013","Feb 26, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wasn't ready for this one. A departure from books 1 & 2 as far as characters go, but the tone is still ""People in their houses at night. These ordinI wasn't ready for this one. A departure from books 1 & 2 as far as characters go, but the tone is still ""People in their houses at night. These ordinary lives. Passing without their knowing it.""By the end I was at peace. I guess that fits with the title. ...more",Notes are private!,0,1,1,not set,"Jun 03, 2023","Sep 27, 2022",,Kindle Edition,view (with text),/book/show/17452676-benediction
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Eventide        (Plainsong, #2)","Haruf, Kent",0375725768,9780375725760,0375725768,300        pp,4.22,"24,246","May 04, 2004","May 03, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It felt like a good time to check in on the McPherin brothers. It has been awhile since I read Plainsong (the first in the series). I have to agree wiIt felt like a good time to check in on the McPherin brothers. It has been awhile since I read Plainsong (the first in the series). I have to agree with my Goodread's friend Barry ""simple, yet somehow lovely and moving"". It was the perfect follow-up to book 1. I rounded up since he rounded down. 3.5 starts for me. Goodreads, please give us the option to give half-star ratings. ...more",Notes are private!,0,1,1,not set,"May 30, 2023","Sep 27, 2022",,Paperback,view (with text),/book/show/89884.Eventide
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Plainsong        (Plainsong, #1)","Haruf, Kent",,,B000FC1JY4,320        pp,4.03,"73,804","Oct 04, 1999","Apr 03, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If this entire book had been about the McPheron brothers and Victoria Roubideaux, it would have been 5 stars for me. Those three characters were so goIf this entire book had been about the McPheron brothers and Victoria Roubideaux, it would have been 5 stars for me. Those three characters were so good. The entire story was well-written, had a strong sense of place, and unlikely friendships. All features I love in a book.I will read more Kent Haruf. ...more",Notes are private!,0,1,1,not set,"Sep 22, 2022","Sep 27, 2022",,Kindle Edition,view (with text),/book/show/6336901-plainsong
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Maid        (Molly the Maid, #1)","Prose, Nita*",,,B091Y4KGFH,385        pp,3.78,"538,830","Jan 04, 2022","Jan 04, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A good read, but the author could have done a better job with Molly.I agree with the s that say, if you're going to have a character that is neuA good read, but the author could have done a better job with Molly.I agree with the s that say, if you're going to have a character that is neuro-divergent or autistic, then go ahead and name it and deal with it outright. Don't just have people call her ""quirky"". I understand that her grandmother might not have ever had her diagnosed and so written from her perspective, she considers herself quirky? But surely someone she was connected to through her work or personal life would have a clue.The story was interesting and the pace kept the story moving. I liked it....more",Notes are private!,0,0,1,not set,"Sep 15, 2022","Sep 27, 2022",,Kindle Edition,view (with text),/book/show/57690123-the-maid
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Naomi's Gift        (A Point in Time, #1)","Kelly, Martha Hall*",,,B0B1MHH7NC,53        pp,4.12,"3,245","Jul 28, 2022","Jul 28, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Same author as Lilac Girls, which I also liked. This short work was a look at a specific situation, what to do if you are pregnant when you get sent tSame author as Lilac Girls, which I also liked. This short work was a look at a specific situation, what to do if you are pregnant when you get sent to a concentration camp. The relationship of the sisters (blood and otherwise) was the best part of the story for me. The letter format was also a good choice from my perspective. The questions left unresolved at the end, made me want more. ...more",Notes are private!,0,1,1,not set,"Sep 24, 2022","Sep 27, 2022",,Kindle Edition,view (with text),/book/show/61130101-naomi-s-gift
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Extraordinary Life of Sam Hell,"Dugoni, Robert*",1503933334,9781503933330,B074H8NFDF,449        pp,4.43,"161,567","Apr 24, 2018","Apr 24, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5 rounded upAs a mother of a child with a disability, this book had me hooked in no time. I'm not certain I always agreed with how Sam's mom dealt w4.5 rounded upAs a mother of a child with a disability, this book had me hooked in no time. I'm not certain I always agreed with how Sam's mom dealt with his differences, but I respected her character and the choices she made.There were several quotes I could have put in this , but one that stood out is: Much as I had come to accept my appearance, I was not so naive as to believe people would readily accept me, someone who looked so different, and there was never a shortage of people to remind me of this when I grew comfortable. Throughout the book there is a realistic look at how people with disabilities can be treated or discriminated against, but there was also humor and a prevailing sense of hope....more",Notes are private!,0,1,1,not set,"Sep 25, 2022","Sep 27, 2022",,Kindle Edition,view (with text),/book/show/36183538-the-extraordinary-life-of-sam-hell
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Two Old Women, [Anniversary Edition]: An Alaska Legend of Betrayal, Courage and Survival","Wallis, Velma",,,B00BS8P9CM,164        pp,4.08,"15,355","Jan 01, 1993","Nov 05, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I don't remember how I came across this book, but ""Alaska"" and ""legend"" were enough to draw me in. It was written more like a legend than a novel whicI don't remember how I came across this book, but ""Alaska"" and ""legend"" were enough to draw me in. It was written more like a legend than a novel which was fine for me. But if you're looking for more action and drama than characters and storytelling, you'll likely be disappointed. A nice reminder not to count ourselves out as ""too old"" too soon. ...more",Notes are private!,0,0,1,not set,"Sep 10, 2022","Sep 14, 2022",,Kindle Edition,view (with text),/book/show/19192327-two-old-women-anniversary-edition
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seventh Heaven,"Hoffman, Alice*",,,B00N5E580K,276        pp,3.76,"10,689",1990,"Sep 23, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was just ok for me. I enjoyed it being set in 1959/1960...a time when the culture was changing and everyone who could was moving to the subuThis book was just ok for me. I enjoyed it being set in 1959/1960...a time when the culture was changing and everyone who could was moving to the suburbs. Nora didn't fit in with her stay-at-home mom neighbors and they let her know as a divorcee, she wasn't welcome. All of this was fine.Then we met a lot of characters (the whole neighborhood and more) and they all seemed to be of equal importance. It was hard to know who were the main characters. Also, there were details that seemed important that just fell away without further mention. ...more",Notes are private!,0,0,1,not set,"Sep 12, 2022","Sep 14, 2022",,Kindle Edition,view (with text),/book/show/35377739-seventh-heaven
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Life of Addie LaRue,"Schwab, V.E.*",,,,448        pp,4.19,"1,066,703","Oct 06, 2020","Oct 06, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really liked this book. I liked Addie. I liked Estelle. I liked Henry. I even liked (and was often very angry at) Luc. It dealt with many themes thaI really liked this book. I liked Addie. I liked Estelle. I liked Henry. I even liked (and was often very angry at) Luc. It dealt with many themes that I enjoy: knowing there is more, but not being certain how to find it; being impatient with now and believing that later will be better; time moving both incredibly slow and incredibly fast; a bit of magic and unlikely friendships. I didn't know much about this going in. Only that some of friends had rated it high. I'm not going to put any spoilers in my . But if you have liked other books that I have liked, you'll probably like this one. ...more",Notes are private!,0,1,1,not set,"Sep 11, 2022","Sep 12, 2022",,Kindle Edition,view (with text),/book/show/51029834-the-invisible-life-of-addie-larue
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Book of Magic        (Practical Magic, #2)","Hoffman, Alice*",1982151498,9781982151492,1982151498,416        pp,4.16,"25,057","Oct 12, 2021","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2022",,Paperback,view,/book/show/60321407-the-book-of-magic
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No One Goes Alone,"Larson, Erik*",,,B098R56QBP,8        pp,3.32,"6,225","Sep 28, 2021","Sep 28, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 rounded downProbably if I had not listened to The Haunting of Hill House earlier this year, I would have rated this higher. The author says in his3.5 rounded downProbably if I had not listened to The Haunting of Hill House earlier this year, I would have rated this higher. The author says in his comments that it was his respect for that story that made him want to attempt a similar one. It was fine...but it was not great. ...more",Notes are private!,0,0,1,not set,"Sep 05, 2022","Sep 09, 2022",,Audible Audio,view (with text),/book/show/58905810-no-one-goes-alone
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lion's Den,"Marra, Anthony*",1542010187,,B07ZP15Y7F,27        pp,3.49,"3,406","Dec 19, 2019","Dec 19, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed this short story. It was about a family coming to terms with the ways they have disappointed each other as one is terminally ill. To me the I enjoyed this short story. It was about a family coming to terms with the ways they have disappointed each other as one is terminally ill. To me the most interesting character was the father. Arguably the one who had done the most disappointing, he also seemed to be the one that was most forgiving/accepting of others. For some reason, I wasn't aware it was a short work when I started reading. I was happy because the snarky tone of the son was beginning to annoy me. I was sad because I wanted to get to know them all more....more",Notes are private!,0,1,1,not set,"Sep 06, 2022","Sep 09, 2022",,Kindle Edition,view (with text),/book/show/49465632-the-lion-s-den
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Good People Here,"Flowers, Ashley*",,,B09QHM1JM6,336        pp,3.85,"220,246","Aug 16, 2022","Aug 16, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I picked this up because I listen to and enjoy the Crime Junkies podcast. I knew I'd like the author's storytelling abilities. A couple of the twists I picked this up because I listen to and enjoy the Crime Junkies podcast. I knew I'd like the author's storytelling abilities. A couple of the twists felt a little contrived, but otherwise it was a good story. It held my interest from beginning to end....more",Notes are private!,0,1,1,not set,"Sep 07, 2022","Sep 07, 2022",,Kindle Edition,view (with text),/book/show/60164764-all-good-people-here
