,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Barry's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
439,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Power,"Alderman, Naomi*",0670919969,9780670919963,0670919969,341        pp,3.76,"230,136","Oct 27, 2016","May 18, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think I'm going to give up on literary awards. Naomi Alderman's The Power found its way into my hands by winning 2017's Bailey's Prize. The plot souI think I'm going to give up on literary awards. Naomi Alderman's The Power found its way into my hands by winning 2017's Bailey's Prize. The plot sounded so intriguing. Young girls around the world began developing 'the power', or essentially being able to shoot lightning from their palms. This discovery leads to a great event known as The Cataclysm, after which women become the dominant sex in society. It's fairly classic speculative fiction territory. However, what may have done quite well as a classic half-hour Twilight Zone episode is here stretched out into a 339-page novel.Alderman employs many different POVs to form her narrative, which caused the Minnie Effect*. My personal favourite character was Margot, a woman running for election before the Cataclysm. As great as Margot was, that did not make up for the fact that she was possibly the only character who I actually warmed to in this novel. Many of the other characters (particularly Allie and Roxy) just seemed to meld together in my mind and I had trouble trying to separate all of the threads. However, all of these reservations seem moot when one asks the question: what genre is this novel? The book seems to switch between Young Adult to international thriller to literary fiction in as little time as the turn of a page. It reads like several very different books stitched together. I will admit that since this won the Bailey's Prize I was expecting something more along the lines of Atwood's literary dystopias but instead I was given a Twister board of genres being spun by Suzanne Collins. Much like Withnail's famed exclamation that he and Marwood had gone on holidays by accident, I seemed to be reading The Hunger Games by accident. However, what do I know? My edition came with a whole second cover behind the first cover just absolutely plastered in praise. In fact, every blank space on this book is populated by a glowing  or a showy tagline. I applaud the publicity team behind it, they really went above and beyond. However, I was left feeling bored by this novel. The plot isn't very compelling, which was demonstrated by my unwillingness to pick up this novel again whenever I put it down. However I did power through - an effort which I now view as somewhat pointless. This isn't a one-star  because I didn't hate this book, it was merely just overwhelmingly second-rate.*The Minnie Effect, named for the eponymous character in Kathryn Stockett's The Help, is a phenomenon in POV novels where the best or most entertaining characters are given the least amount of attention within the overall novel whilst the least entertaining or boring characters dominate the narrative.Stray observation:This whole novel is meant to be written five-thousand years in the future, yet at one point a character makes a movement that is compared to the moves of John Travolta in Saturday Night Fever. So we are meant to believe that the only thing in all human history which survived the Cataclysm and the five-thousand years of life afterward was the 1977 disco movie Saturday Night Fever?...more",Notes are private!,2,284,1,not set,"Nov 18, 2017","Oct 11, 2017",,Paperback,view (with text),/book/show/33871762-the-power
440,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Six Characters in Search of an Author and Other Plays,"Pirandello, Luigi",014018922X,9780140189223,B007YXRFXQ,224        pp,3.94,"3,244",1921,"Jan 01, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In this collection of three of Pirandello's plays, including his most famous work Six Characters in Search of an Author, a common question threads itsIn this collection of three of Pirandello's plays, including his most famous work Six Characters in Search of an Author, a common question threads itself through each: what is real and what is fiction?In Six Characters in Search of an Author, a family of 'characters' invade the rehearsal of a play and demand to find an author. 'One is born to life in many forms,' the father says 'as a tree, or a stone, as water, a butterfly... or as human. And one can also be born as a character.' These characters are stuck without a text. The whole play is a musing on what is real and what isn't, and to some extent the role of the author, AND begs the philosophical question of what happens to characters outside of their author's text? There's a lot going on. I feel I need a good lecture series on the whole thing. But it is enjoyable if you're into the whole Theatre of the Absurd stuff.My favourite play in the collection was the second play, Henry IV. It involves a man who receives a head injury and believes himself to be Henry IV (the German one, not the French one or the English one). So, all his family and friends dress up as characters from the era of Henry IV, decorate his house to look like a palace, and all play along with his fantasy. Doctor after doctor visits him but nobody can cure him.I found Henry IV to be a more competent musing on 'characters'. Each character in this play is playing another character for the amusement of the supposed King Henry. They're all acting a play within a play. It is also a meditation on madness and begs the question, who is really mad? Henry IV or the people who play along with his fantasy? This was a really stellar play.The final play is an odd drama. So It Is (If You Think So) involves two characters who try to claim that the other is insane, due to the particulars of a marriage. Then all the other characters spend the rest of the play trying to figure out which one is actually sane and telling the truth and which is lying and insane. It's something of a farce-cum-detective play about, once again, madness and people believing their own lies. (I've a feeling Pirandello has a thing about madness and the nature of fiction eh?)So It Is (If You Think So) is the weakest of the bunch but is still a fine play.Overall this collection is a nice little compendium of probably Pirandello's best-known works. I feel I could probably hold my own in a conversation about Pirandello now (which will probably never happen but *just in case*). ...more",Notes are private!,0,26,1,not set,"Feb 28, 2018","Oct 11, 2017",,Paperback,view (with text),/book/show/12113.Six_Characters_in_Search_of_an_Author_and_Other_Plays
441,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Election,"Perrotta, Tom",,,B002RI9TBY,202        pp,3.82,"11,890","Mar 09, 1998",unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A pitiful and unhinged man does everything in his power to make sure that a female candidate loses an election. Why does that sound so familiar?Tom PeA pitiful and unhinged man does everything in his power to make sure that a female candidate loses an election. Why does that sound so familiar?Tom Perrotta's Election is one of those stories that has done far better as a film than it has as a novel. The film has become one of those 90s classics which has managed to seep into popular culture whilst the character of Tracy Flick has very much become a cultural icon, joining the ranks of Cher Horowitz and Nancy Downs. Tracy Flick is the name on everyone's lips in this novel, but she rarely appears to give her side of the story.The novel revolves around a high school presidential election. Tracy Flick is running unopposed and is clearly the best student for the job. That is until Mr. M interferes. Mr. M despises Tracy because she got his best friend fired and thus he plots to make sure that Tracy does not become president.He convinces Paul Warren, the most popular guy in the school, to also run for president and thus the brutal presidential race begins.Tracy Flick is honestly one of the greatest characters created in the last thirty years. Her take-no-prisoners approach to life and relentless perfection are so enjoyable to read and, on some levels, relate to. Her searing brilliance is so perfectly contrasted in the character of Mr. M, who is essentially a human skid mark. Mr. M dominates the novel as much as he dominates the election. He gets the most vignettes and we spend the most time with him, which really allows our hatred of him to slowly build up throughout this short work. As a mentioned before, Tracy, despite being the star of this novel, receives the fewest and shortest vignettes (if you discount the few vignettes from the janitor near the end of the novel). Perrotta's effective silencing of Flick's narrative mirrors Mr. M's effort to silence Flick in everything she does. The novel is masterfully constructed and Perrotta really does well working with the difficult vignette structure. Those of us familiar with how the film version of Election ends will be surprised at just how differently the novel finishes. The novel's ending is far more bleak and unrelenting. The film attempts to somewhat pardon Mr. M for his actions, whilst the novel gives a far more realistic ending for both Mr. M and Tracy. Overall I enjoyed Election and I'm looking forward to being able to say 'well ACTUALLY, in the original novel....' the next time someone discusses the film with me. Yup, I'm that guy....more",Notes are private!,0,33,1,"Sep 15, 2017","Sep 17, 2017","Sep 17, 2017",,Kindle Edition,view (with text),/book/show/11180096-election
442,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Exit West,"Hamid, Mohsin",073521218X,,B01H17U9OQ,238        pp,3.75,"138,458","Mar 07, 2017","Mar 07, 2017",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I rarely ever do this, but I'm rating and ing this even though I haven't finished it. I just cannot continue. Exit West is one of the most bitteI rarely ever do this, but I'm rating and ing this even though I haven't finished it. I just cannot continue. Exit West is one of the most bitterly disappointing and downright awful novels I have read in a long while. The novel begins with Nadia and Saeed, a couple living in an unnamed Middle-Eastern city. This setting and story is what we come to expect from Hamid, who also wrote the flawed but admirable The Reluctant Fundamentalist. The city is crumbling around Nadia and Saeed, blackouts are frequent, the water supply is often cut and drones hover overhead at all times. But yet, despite these enormous setbacks and struggles, they live on. If the novel were just the couple and their fight to live in their city, then what a wonderful book it would have been. I truthfully absolutely loved these initial scenes. They are a fascinating study of a couple in wartime. But then Hamid fucks everything up.Hamid, possessed by his own ego and the spirit of Salman Rushdie, decides that this perfectly serviceable novel needs something extra. A little bit of magic needed to be injected into the story. Literally. For some unknown reason, Hamid has these magical doors pop up all around the world. Doorways that lead you to anywhere in the world. You step into a door in the Middle East and suddenly you are on Mykonos. This concept sounded familiar to me, but I couldn't pinpoint it exactly. So I read on.It is inevitable that our couple is shown to one of these doors and are whisked away from their city and their lives. The second they step foot into the magical door is when the novel goes from fairly good to absolute shit. Why did Hamid add this ridiculous conceit to this novel? Why would he sabotage himself like this? I tried to ignore all door nonsense, but then it happened again. Hamid completely abandoned his great story of a couple in wartime to focus on his stupid doors. And then it hit me. I knew where I had seen this concept before.It's Monsters Inc. This book is fucking Monsters Inc.The moment I realised this I just could not continue. I had to end it. And thus we are here. I'd like to say that I'm not angry, I'm just disappointed but I am angry and disappointed. Hamid's ridiculous urge to write magical realism is possibly one of the most ill-fated attempts at cross-genre literature ever. It could have been so great if his editor had just said, hey Mohsin, you have a great novel here but all this door shit has to go. It's a shame. Think of what we could have had....more",Notes are private!,2,745,1,"Aug 02, 2017","Aug 08, 2017","Aug 02, 2017",,Kindle Edition,view (with text),/book/show/31578016-exit-west
443,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Swing Time,"Smith, Zadie",,,B01D9H1Q2Q,461        pp,3.56,"72,883","Nov 15, 2016","Nov 15, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"'Swing! Dig the rhythm! Swing! Dig the message!' - 'Swing' from Bernstein's Wonderful TownPossibly Zadie Smith's most divisive novel to date, Swing Ti'Swing! Dig the rhythm! Swing! Dig the message!' - 'Swing' from Bernstein's Wonderful TownPossibly Zadie Smith's most divisive novel to date, Swing Time is a tale of two brown girls, both dancers, dreaming of being the Ginger to someone's Fred. Both girls, Tracey and our unnamed narrator, grow up on the estates of North London (or, as Smith herself puts it, a North London of the mind). Our narrator lives with her black activist mother, she is something of a mix between Assata Shakur and Diane Abbott, whilst Tracey lives with her white Croydon facelift'd mother who seems to be a somewhat more mature Vicky Pollard. As with most Smith novels, class divides all. The novel follows the two girls and our narrator's eventual career in the media as an assistant to Madonna standee, Aimee.It's a road well-worn. A novel about two girls from different class backgrounds magically kindling a friendship. Just off the top of my head I can recall numerous other authors who've written books on the exact same subject; Maeve Binchy, Edna O'Brien, Toni Morrison, Elena Ferrante. However, with Smith, it didn't feel like I've been here before. The sections of the novel dealing with our narrator's relationship with Tracey are by far its saving grace. Never a chore to read (unlike other sections) everything is so naturalistic between them and Smith writes this relationship with such intimate detail that at times one forgets that this novel is fiction. The girls' love of the golden age of musicals obviously aided in my adoration of these sections, with numerous references to Gypsy, Show Boat, and Guys and Dolls, I felt right at home laughing at every joke and understanding every reference.However, this novel is not without flaws. The largest flaws for me were the West Africa sections. In the novel, the superstar Aimee (to whom our narrator is a PA) funds the building of a school in a West African nation and thus our narrator must make numerous trips there to make sure that everything is going smoothly. Whilst these sections did serve as foils for our narrator's naivety, they are also the sections in which a whole lot of nothing happens. Often slid in between sections detailing the narrator's friendship with Tracey, these sections eventually became utterly labourious. I must admit at times skimming a couple of these sections in order to get back to Tracey and her life. Another flaw of the novel is its sheer scale. There is absolutely no reason for this book to be the behemoth it is. Honestly, you want to save the trees? I've a solution. Hire better editors. This novel could have been cleaned up a lot more and could've lost maybe 150 pages. If Orwell managed to do Animal Farm in 95 pages then you have no excuse Zadie. This novel had an interesting time with the press. The Guardian called it 'her finest novel' whilst The Irish Times said it is 'lacking a consistent narrative drive, an interesting voice or a compelling point of view'. I think I fall somewhere in the middle of these s. Is it Smith's best? God no. Is it a good starting point with Smith? Dear god no. Swing Time is a minor novel in Smith's oeuvre. I'm starting to feel we'll never reach the heights of White Teeth ever again. I would align this novel more with The Autograph Man, another Smith novel which had a hard time with the public but which I found to be throughly enjoyable. And just like The Autograph Man, I think Swing Time is more a Smith novel for Smith fans. A notch on the bedpost for completionists. Because for every Middlemarch, there has to be a Silas Marner....more",Notes are private!,0,62,1,"Jul 30, 2017","Jul 31, 2017","Jul 30, 2017",,Kindle Edition,view (with text),/book/show/30308970-swing-time
444,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Autumn        (Seasonal, #1)","Smith, Ali",0241973309,,B01C3NCZOU,243        pp,3.67,"73,523","Oct 20, 2016","Oct 20, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2020 update: this is still amazing.Hailed as the first post-Brexit novel, in Autumn Ali Smith proves to us all that she is probably the greatest w2020 update: this is still amazing.Hailed as the first post-Brexit novel, in Autumn Ali Smith proves to us all that she is probably the greatest writer currently working in the United Kingdom. The fact that this novel was published a mere four months after the disastrous Brexit vote but yet analyses its aftermath as a central theme shows a turnaround that is nearly insane. Smith must have practically vomited this novel into her word processor, which makes its utter flawlessness almost divine. The novel begins with a man, Daniel Gluck, who seems to have washed up on a beach. Believing he has died he casts his eye along the beach and sees even more like him. The corpses of refugees line the beach, interspersed between lounging sunbathers and laughing children who seem to take no notice of the corpses around them. This opening scene demonstrates Smith's intent with Autumn, she is writing a Zeitgeist novel. Luckily for Daniel, this scene is all a dream, as he is in a coma. Most days, in the chair beside him is a woman who the nurses believe is his granddaughter. She is no relation. She is Elisabeth (with an S) Demand (from the French, Du Monde). She is the tentpole upon which this novel drapes. Autumn is a exploration of her life and of those around her. But it is also a study of every person living in Great Britain post-Brexit. It is the story of Christine Keeler, yes THAT Christine Keeler, of Profumo fame. And it is the story of Pauline Boty. But I'll let you discover the wonder that she was.Autumn is oftentimes hilarious, touching, informative and playful. Smith is still the master of structure and form and plays around with each like a master conductor. There are no flaws in this novel. If I had read it when it was published Autumn would have by far been my favourite novel of the year. Ali Smith can do no wrong....more",Notes are private!,0,233,2,"Jun 17, 2020Jul 29, 2017","Jun 17, 2020Jul 29, 2017","Jul 29, 2017",,Kindle Edition,view (with text),/book/show/30185164-autumn
445,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Goodbye, Vitamin","Khong, Rachel*",,,B01LLXCGZ6,146        pp,3.73,"25,360","Jun 01, 2017","Jun 01, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I picked up Goodbye, Vitamin because I had read a  which called it a 'comic novel about Alzheimer's'. I am very much of the belief that anytI picked up Goodbye, Vitamin because I had read a  which called it a 'comic novel about Alzheimer's'. I am very much of the belief that anything can be made funny, even Alzheimer's, so this novel sounded right up my alley. I quickly discovered however that this isn't a comic novel about Alzheimer's, it's a comic novel featuring Alzheimer's. But this didn't put me off, Rachel Khong's hilarious worldview kept me going throughout this short novel.The plot revolves around Ruth, a woman who has reached her mid-life crisis at age thirty, who decides to pause her life for one year to act as carer for her father who has Alzeimher's. The novel takes the form of her day-by-day diary. The weakest aspect of this novel is by far the plot. The novel trundles along with a story that is somewhat unbelievable and, whilst the character list is relatively economic, there are no standout stars of this novel. However, what I do applaud this novel for is its random observations. Sometimes Khong will just stop the whole plot to talk about the most incidental of facts or she will point something out about a character and nearly every time this happens you can be guaranteed to chuckle or at least think 'huh that was actually a really clever joke'. Khong's comedy is the saving grace of this novel, it would be a total disaster without it. I really genuinely enjoyed how she sees things and how subtle she makes her jokes, there is no fanfare or warning, she would just drop a hilarious aside into the middle of a paragraph about the horrors of late-stage Alzheimer's. She is a master of comic relief. And the novel is the better for it. ...more",Notes are private!,0,34,1,"Jul 15, 2017","Jul 19, 2017","Jul 05, 2017",,Kindle Edition,view (with text),/book/show/35378228-goodbye-vitamin
446,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Story of the Eye,"Bataille, Georges",0141185384,9780141185385,0141185384,127        pp,3.66,"21,548",1928,"Apr 29, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read this for my dissertation. As a narrative, it's somewhat messy. As erotica, it's somewhat depraved.As a synthesization of Bataille's theories and Read this for my dissertation. As a narrative, it's somewhat messy. As erotica, it's somewhat depraved.As a synthesization of Bataille's theories and worldview, it's a treasure trove....more",Notes are private!,0,81,1,"Mar 21, 2017","Mar 21, 2017","Mar 21, 2017",,Paperback,view (with text),/book/show/58383.Story_of_the_Eye
447,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The History Boys,"Bennett, Alan",,,,109        pp,3.96,"10,865",2004,"Jun 17, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Dec 2016,"Dec 31, 2016",,Paperback,view,/book/show/2815826-the-history-boys
448,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Country Girls        (The Country Girls Trilogy, #1)","O'Brien, Edna",0452283434,9780452283435,0452283434,175        pp,3.68,"6,738",1960,"Jun 25, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,Dec 2016,"Dec 31, 2016",,Paperback,view,/book/show/517061.The_Country_Girls
449,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cripple of Inishmaan,"McDonagh, Martin",0375705236,9780375705236,0375705236,128        pp,4.08,"3,334",1997,"Sep 08, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Nov 2016,"Dec 31, 2016",,Paperback,view,/book/show/538740.The_Cripple_of_Inishmaan
450,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lady Chatterley's Lover,"Lawrence, D.H.",,,,317        pp,3.50,"125,625",1928,1960,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Sep 2016,Oct 2016,"Oct 01, 2016",,Paperback,view,/book/show/6472699-lady-chatterley-s-lover
451,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pygmalion,"Shaw, George Bernard",0141439505,9780141439501,B00A2KDS2U,122        pp,3.89,"103,355","Oct 16, 1913","Jan 30, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 19, 2016","Sep 24, 2016",,Paperback,view,/book/show/12230.Pygmalion
452,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The North Water,"McGuire, Ian*",1627795952,9781627795951,,222        pp,3.98,"31,536","Feb 11, 2016","Mar 15, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Every year in the Man Booker longlist we get our token book on masculinity. Ian McGuire’s The North Water (2016) is this year’s meditation. It left meEvery year in the Man Booker longlist we get our token book on masculinity. Ian McGuire’s The North Water (2016) is this year’s meditation. It left me asking the question, in a post Moby-Dick world, is there really any place for whaling novels?Henry Drax has a penchant for murder, he joins the Volunteer expedition to the North Water in hopes of getting away from himself for a couple months. Patrick Sumner, an Irish-man who is two shillelaghs away from King Brian in Darby O’Gill and the Little People, is also on-board. He’s a surgeon who was wounded in the siege of Delhi. As the ship takes off on its voyage strange things begin happening. Someone is murdering people on the ship. I wonder who could be the cause?The North Water is a tired tale. After it gets bored with being Moby-Dick it decides to try and become The Revenant with equally disastrous results. Whilst the overall plot was weak I have to admit that I did enjoy some passages of this novel. McGuire is able to save himself from his plot by employing wholly readable but violent prose. This novel does not swiftly pan to the doorway as the ear is being cut off. I hate using this word but The North Water is gritty. McGuire effectively puts you on the Volunteer and you can taste the sour salt water in the air.However, The North Water cannot light a flare and be rescued by prose. The only thoughts I had throughout this novel were about how much I want to reread Moby-Dick. And that’s what I suggest you do as well. The North Water is never good but it middles its way along a plot that might have been interesting two-hundred years ago. It’s a Moby-Dud....more",Notes are private!,0,8,1,"Aug 07, 2016","Aug 08, 2016","Aug 08, 2016",,ebook,view (with text),/book/show/26792207-the-north-water
453,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hot Milk,"Levy, Deborah",1620406713,9781620406717,,224        pp,3.47,"29,605","Jan 01, 2015","Jul 01, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I looked at the cover of Deborah Levy’s Hot Milk (2016) and thought, oh great a popular fiction novel has made its way into the Man Booker longlist. AI looked at the cover of Deborah Levy’s Hot Milk (2016) and thought, oh great a popular fiction novel has made its way into the Man Booker longlist. A big blue sea, a woman lounging in a bikini, did the cover designer even read this novel?Rose is paralysed. Or at least she thinks she is. Her daughter and narrator, Sofia, has brought her out to the south of Spain in order to attend the Gomez clinic. However, the clinic may be as fraudulent as Rose’s sudden paraplegia. Sofia writes about her mother’s penchant for hypochondria but yet she plays along and obeys. She has even put her PhD on hold in order to appease her mother’s ‘illness’. Hot Milk is a strange novel. The prose is dream-like but compulsive. It’s hard to put down this wandering novel.There is a moment in this novel where Sofia decides to set a dog free. Now, if this happened in any other novel it would have been an automatic one-star did-not-finish. It’s such a trite bit of narrative that’s used to portray a character as carefree and whimsical. But it works in Hot Milk. Sofia is a woman who can’t tell the difference between the words ‘beloved’ and ‘beheaded’, they look the same to her. She is constantly plagued by jellyfish (called medusas in Spanish) and she admires the welts they give her on her legs. Of course she sets a dog free. She is an aimless narrator. She weaves you along this novel in hopes that you’re taking the lead.Hot Milk is never a dull novel. I found myself liking this novel more and more as I read on. I went in reluctant and it completely took me off guard. The novel culminates in its final chapters, which are so wonderfully fitting and perfect that I struggle to even think of a more satisfying ending in any recent reads. I feel Hot Milk is either going to be a novel that you get or you just don’t. It’s packaged as a beach read but in many ways it is the anti-beach read. Never has the sunny south of Spain felt so dark....more",Notes are private!,0,22,1,"Aug 05, 2016","Aug 07, 2016","Aug 07, 2016",,ebook,view (with text),/book/show/30208550-hot-milk
454,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Boy's Own Story        (The Edmund Trilogy, #1)","White, Edmund",,,,224        pp,3.72,"8,582","Sep 28, 1982","Dec 23, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"On the back of my disappointment with Garth Greenwell’s What Belongs to You I went to Twitter and meditated on the state of the gay novel. My friend COn the back of my disappointment with Garth Greenwell’s What Belongs to You I went to Twitter and meditated on the state of the gay novel. My friend Conrad said I should try out Edmund White. So I did.A Boy’s Own Story (1982) is a novel about a gay teen’s coming of age in 1950s America. White holds nothing back. Within the first 20 pages we are already reading about our narrator’s rendezvous with a younger boy, Kevin. Kevin is 12 and our narrator is 15 but Kevin already knows the ropes when it comes to ‘cornholing’. These first couple of pages act as an admonition to the reader, you can hear White tapping at his keys, ‘I am not going to hold back’. The unabashed portrayal of teenage sexuality is so wonderfully refreshing. This novel is far more than just sex however.Our narrator faces genuine struggles. Throughout the novel he chastises himself for being homosexual. At times he wishes he wasn’t. His father sends him to boarding school in order to straighten him out (pun intended). His life is a series of unfulfilling encounters and perpetual self-hate. The novel rejects the conventional bildungsroman narrative. We jump around the narrator’s life because that seems to be the only thing that he’s able to control, us. In her original  for the NYT, Catherine Stimpson described A Boy’s Own Life as The Catcher in the Rye meets Wilde’s De Profundis. It’s a fair comparison but White recedes into depths that Salinger could only dream about.While I will admit that the novel can get boring in some parts I overall really admired A Boy’s Own Life. It acts as a reminder to me that for every middling book you read there’s always a great one to counteract it. I will most definitely be continuing on with Edmund White’s oeuvre....more",Notes are private!,0,3,1,"Aug 05, 2016","Aug 06, 2016","Aug 06, 2016",,Kindle Edition,view (with text),/book/show/24109500-a-boy-s-own-story
455,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Name Is Lucy Barton,"Strout, Elizabeth*",0812989074,9780812989076,,208        pp,3.58,"161,449","Jan 12, 2016","Jan 12, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I continued with the Man Booker longlist with my first Elizabeth Strout novel. I first encountered My Name is Lucy Barton (2016) on a table in my locaI continued with the Man Booker longlist with my first Elizabeth Strout novel. I first encountered My Name is Lucy Barton (2016) on a table in my local Waterstone’s which proclaimed it to be the book of the year. Kill me if you ever catch me listening to a table’s opinion.Lucy is in hospital.Her mother has flown to visit her and sits by her bed every day. This all happened a long time ago. Lucy views her brief period in hospital as an important chapter in her life. She sits in her hospital bed, looking at the Chrysler Building outside her window, and ponders. This is a very short novel. My ebook edition was 99-pages long. And yet, it took me a while to read it. The whole book is incredibly fragmented, something which is used in order to reflect Lucy’s life. We jump from story to story, some make up the overall narrative while some are just brief memories or meditations.I enjoyed My Name is Lucy Barton. I understand why some are hailing it as a ‘great’ novel because it manages to pack a lot of story and emotion into a tiny package but for me it was lacking in an overall point. Its brevity reminded me of two similar novels about women eulogising their lives, Colm Tóibín’s The Testament of Mary and Jenny Offill’s Dept. of Speculation. Strout doesn’t reach the same levels of brilliance as Tóibín or Offill but they would make an interesting unofficial trilogy.Some have found confusion and annoyance in the aforementioned fragmentation. I personally think it works quite well. It’s hard to get super short chapters to work correctly, the only other novel I can think of in which fragmentation is successful is Vonnegut’s Cat’s Cradle. I applaud Strout for taking this risky approach with Lucy Barton. A lot of the novel works because of it. I feel if this book was just a straight narrative I would have been bored out of my mind. My Name is Lucy Barton takes a well-worn storyline and puts a postmodernist twist onto it. However, if one strips back the embellishments and the examines the plot, are we just left with another Jodi Picoult story? Yes and no....more",Notes are private!,0,11,1,"Aug 05, 2016","Aug 05, 2016","Aug 05, 2016",,ebook,view (with text),/book/show/25893414-my-name-is-lucy-barton
456,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Belongs to You,"Greenwell, Garth*",0374713189,9780374713188,,137        pp,3.77,"13,605","Jan 19, 2016","Jan 19, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There was a point earlier on this year when it was nearly impossible to scroll through Literary Twitter without seeing someone gushing about Garth GreThere was a point earlier on this year when it was nearly impossible to scroll through Literary Twitter without seeing someone gushing about Garth Greenwell’s What Belongs to You (2016). In my trademark style, I read it months after the hype.Our unnamed American narrator engages with a hustler, Mitko, whilst roaming a Bulgarian bathroom. The novel follows their relationship in three acts in which we delve into the erotic, the tragic, and the melodramatic. Many have been quick to talk about Baldwin’s Giovanni’s Room as an inspiration but I feel that What Belongs to You owes a great deal of credit to Andre Gide’s L’immoraliste. I found Greenwell’s protagonist to be uneasy and unlikeable. He describes all of his sexual experiences with Mitko but all of them feel so empty – emotionally and novelistically. I found myself getting more and more bored as I continued with this short novel.The first part of this novel, called Mitko, was published as an award-winning novella in 2011 and that explains why it is the greatest section of the novel. The other acts, A Grave and Pox, just pale in comparison and read like lesser works. They feel stitched-on because they were literally stitched on in order to create this novel. There is a clear incoherence between the parts and it caused me to keep checking how many pages were left instead of letting me enjoy the novel. It’s all so disappointing because this novel had been one of my ‘must-reads’ for this year.I cannot write that I enjoyed What Belongs to You, which really fills me with sadness. I went into this novel expecting such great things and I was left with nothing. It’s a real pity....more",Notes are private!,0,8,1,"Aug 03, 2016","Aug 04, 2016","Aug 04, 2016",,ebook,view (with text),/book/show/25819452-what-belongs-to-you
