,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Eleanor's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Art Matters: Because Your Imagination Can Change the World,"Gaiman, Neil*",1472260090,9781472260093,B07C7F1GTG,101        pp,4.30,"18,383","Nov 20, 2018","Sep 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 26, 2018",,Kindle Edition,view,/book/show/40090596-art-matters
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Love Galesburg in the Springtime,"Finney, Jack",057509320X,9780575093201,B00E9HQZQS,214        pp,4.10,100,1963,"Aug 29, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Light and enjoyable, though clearly dated in many ways: a pair of magic glasses that lets the male wearer see through women's dresses so that they appLight and enjoyable, though clearly dated in many ways: a pair of magic glasses that lets the male wearer see through women's dresses so that they appear to be walking down the street in their underwear; women referred to as girls; and so on.I particularly enjoyed the title story, ""A Possible Candidate for the Presidency"", ""The Intrepid Aeronaut"" and the final story, ""The Love Letter"".A good collection for dipping into while travelling, or in between other books, rather than reading the stories one after the other....more",Notes are private!,0,7,1,"Sep 14, 2018","Sep 28, 2018","Sep 14, 2018",,Kindle Edition,view (with text),/book/show/19458001-i-love-galesburg-in-the-springtime
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,84K,"North, Claire",0356507378,9780356507378,0356507378,480        pp,3.24,"5,124","May 22, 2018","May 24, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very disappointing. I can manage to comprehend a book that covers more than one time period, and switches between them, but this one is just a mess.I Very disappointing. I can manage to comprehend a book that covers more than one time period, and switches between them, but this one is just a mess.I enjoyed The First Fifteen Lives of Harry August very much, and quite enjoyed North's subsequent books - but not this one. Two stars is generous....more",Notes are private!,0,1,1,"Sep 12, 2018","Sep 26, 2018","Sep 12, 2018",,Hardcover,view (with text),/book/show/35511975-84k
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secrets of Station X: How the Bletchley Park Codebreakers Helped Win the War,"Smith, Michael*",,,B0063D7QGO,336        pp,3.96,917,1998,"Oct 31, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The work done at Bletchley Park during the Second World War was unknown to most people for a long time after the war ended, and ever since I first heaThe work done at Bletchley Park during the Second World War was unknown to most people for a long time after the war ended, and ever since I first heard of it, I have been fascinated by it.The breaking of the many different Enigma codes was a quite extraordinary feat by the many brilliant people who worked at Station X (as in the number 10) as it was called. These days the best known of them is Alan Turing, but there were a handful of other equally brilliant codebreakers working there, and a great many others working tirelessly on what must have often been tedious and difficult work.While the intricacies of the work done there, and the machines created to help with the decoding work, were beyond my ability to understand in detail, the book is very well done in terms of showing how things progressed during the course of the war, and just how vital the codebreaking was in terms of helping to shorten the conflict. It is estimated that without their work, it could have taken up to three more years to reach the end of the war, with a great many more lives lost.Michael Smith has drawn together a great deal of first hand descriptions of people and events, and also gives a good overview of the main events of the war in Europe and to a lesser extent in Africa. His coverage of the war with Japan is much briefer, although the Japanese codes were also being broken at Bletchley Park.Recommended to those with an interest in this aspect of the Second World War....more",Notes are private!,0,2,1,"Sep 06, 2018","Sep 11, 2018","Sep 07, 2018",,Kindle Edition,view (with text),/book/show/25346598-the-secrets-of-station-x
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Missing the Midnight,"Gardam, Jane",0349110174,9780349110172,0349110174,181        pp,3.71,78,1997,"Jan 01, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jane Gardam writes beautiful, spare prose and tells her stories with a sure and delicate touch. I needed something as a palate cleanser after my last Jane Gardam writes beautiful, spare prose and tells her stories with a sure and delicate touch. I needed something as a palate cleanser after my last book, and this book of short stories was perfect for the job.My favourite story was ""The Zoo at Christmas"", inspired by Thomas Hardy's beautiful poem ""The Oxen"" - worth seeking out if you don't know it. A lovely, funny and touching story. Others I particularly enjoyed were ""Missing the Midnight"" (referring to the Christmas Eve midnight church service) and a deliciously disturbing ghost story called ""Soul Mates"". 3.5 stars....more",Notes are private!,0,3,1,"Aug 30, 2018","Aug 31, 2018","Aug 30, 2018",,Paperback,view (with text),/book/show/1565775.Missing_the_Midnight
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Barely Imagined Beings: A 21st Century Bestiary,"Henderson, Caspar",1847082440,9781847082442,1847082440,427        pp,4.06,"1,344","Oct 04, 2012","Oct 03, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2018",,Paperback,view,/book/show/18624496-the-book-of-barely-imagined-beings
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Clock Dance,"Tyler, Anne*",,,B078QSXG2R,301        pp,3.58,"40,455","Jul 10, 2018","Jul 10, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2018",,Kindle Edition,view,/book/show/37908277-clock-dance
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Dream of Wessex,"Priest, Christopher",0349128111,9780349128115,0349128111,unknown,3.73,539,1977,"Jan 01, 1987",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The only other book I have read by Christopher Priest to date is The Prestige which I enjoyed very much indeed. So I was glad to pick up this book in The only other book I have read by Christopher Priest to date is The Prestige which I enjoyed very much indeed. So I was glad to pick up this book in a charity shop.It's hard to believe it is by the same author, albeit written (or at any rate published) about 20 years earlier. The style is clunky, and the central female character is wooden and unbelievable. I suspect that at that stage of his career, Priest just didn't write convincing female characters. Does he now? I shall have to read more by him to decide that. I was left wondering if it was a very early book, published after he had some success with books written later.There are probably ideas in this book that he used again later, hopefully to greater effect, as for me, the story, especially the ending, was unconvincing. Not recommended....more",Notes are private!,0,3,1,"Aug 27, 2018","Aug 29, 2018","Aug 27, 2018",,Paperback,view (with text),/book/show/1118498.A_Dream_of_Wessex
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Hearts Were Young And Gay: An Unforgettable Comic Chronicle of Innocents Abroad in the 1920s,"Skinner, Cornelia Otis",,,,217        pp,4.06,"2,175",1942,1959,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Funny and delightful. Many laugh out loud moments, especially in the early part of the adventure.",Notes are private!,0,3,1,"Aug 22, 2018","Aug 27, 2018","Aug 22, 2018",,Paperback,view (with text),/book/show/10025870-our-hearts-were-young-and-gay
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shattered City: The Halifax Explosion & the Road to Recovery,"Kitz, Janet",,,B00FWZS7TO,351        pp,4.04,46,"Sep 01, 2010","Sep 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the book to read about the Halifax Explosion. Written in the late 1980s, when the author was able to interview many of the survivors who were This is the book to read about the Halifax Explosion. Written in the late 1980s, when the author was able to interview many of the survivors who were still alive, it is the culmination of almost a decade of work by Kitz. She had spent much time, not only interviewing survivors, but also in working on the bags of possessions found with people who were unidentified and comparing these with the lists of those missing presumed dead. This book is the result of a great deal of painstaking research, and it is one which deserves to be read....more",Notes are private!,0,3,1,"Aug 14, 2018","Aug 16, 2018","Aug 14, 2018",,Kindle Edition,view (with text),/book/show/23845718-shattered-city
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Battle Cry of Freedom,"McPherson, James M.",019516895X,9780195168952,019516895X,867        pp,4.38,"31,257","Feb 25, 1988","Dec 11, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2018",,Paperback,view,/book/show/35100.Battle_Cry_of_Freedom
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Emu,"Pascoe, Bruce",1922142433,9781922142436,1922142433,176        pp,4.30,"14,099","Jan 01, 2014",2014,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very interesting book, where Pascoe has used statements by the European explorers and colonists to help argue the case that the first nations of AusA very interesting book, where Pascoe has used statements by the European explorers and colonists to help argue the case that the first nations of Australia were more than hunter-gatherers, but were arguably settled farmers in many parts of the country. There is some repetition in places, but even if Pascoe is stretching things at times, much of what he has to say seems plausible to anyone who has, for example, visited western Victoria and seen the remains of buildings which clearly formed villages, or seen images of eel traps.I know that a more recent book has been published which refutes at least part of his argument, and I shall be interested to read that also....more",Notes are private!,0,0,1,"Nov 15, 2022","Nov 22, 2022","Aug 06, 2018",,Paperback,view (with text),/book/show/21401526-dark-emu
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,First Person,"Flanagan, Richard",,,B06XSVW2PV,371        pp,3.23,"2,107","Oct 02, 2017","Oct 02, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Some people tell stories lightly, a trotter with a light sulky racing along behind. Others are like an elephant slowly dragging a train, but slowly thSome people tell stories lightly, a trotter with a light sulky racing along behind. Others are like an elephant slowly dragging a train, but slowly the train moves. And then there are the truly great storytellers like Heidl. They ride you, and you gallop faster and faster, thinking only ever that is what you want and you are never aware - until it is too late, far too late - that on your back is a rider, that you are being ridden to your death, and that there is now no way of stopping the story becoming you.This paragraph encapsulates for me what happens in the book as the narrator Kif gradually finds himself somehow taken over by the man whose autobiography he has been hired to ghostwrite. I found the book difficult because for me the narrator was such an unsympathetic person - a boy who had shot animals and watched them die, later a young man (admittedly stressed by poverty) turning on his pregnant wife as if his situation is her fault.So I can't say I enjoyed it, but I admired what Flanagan achieved. One thing made me curious: why did he refer to a bird which appears at a crucial moment in the story as a black jay? Perhaps the White-winged Chough is known in Tasmania by this alternative name....more",Notes are private!,0,1,1,"Aug 03, 2018","Aug 21, 2018","Aug 03, 2018",,Kindle Edition,view (with text),/book/show/35880742-first-person
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Great Halifax Explosion: A World War I Story of Treachery, Tragedy, and Extraordinary Heroism","Bacon, John U.",0062666533,9780062666536,0062666533,418        pp,4.16,"3,387","Nov 07, 2017","Nov 07, 2017",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wrote the  below before investigating other books on the explosion. I now give this book no stars at all, but I'm told it is advisable to showI wrote the  below before investigating other books on the explosion. I now give this book no stars at all, but I'm told it is advisable to show one because of the way people filter s. It is all taken from the work of others, apart from the fulsome reporting on Bacon's personal hero, Joseph Barss, who spent all of about three days helping as a first aider after the explosion. If you want to read a good book about the explosion, get ""Shattered City"" by Janet Kitz. All the interesting parts concerning the people of Halifax and the explosion in Bacon's book were taken from that by Kitz, who did all the research and interviews with survivors, and deserves the kudos.If you want tabloid journalism and a cut-and-paste job done for the centenary of the tragedy, by all means read the Bacon. ----------------------------------------------- Until this book was nominated for my Book Club, I had never heard of the Halifax Explosion, a catastrophic event in 1917. The scale of the event with its tragic outcome for so many civilians was matched only by the instant and open-hearted response by large numbers of Canadians and Americans who sent medical teams, workmen, equipment, food, and money raised to help the survivors.My main criticism of the book is that the author has found it necessary to cram in every single fact he possibly could, and many of these seem to be only marginal in their link to the main story. One particularly irrelevant aside concerned one of the early helpers, Joseph Barss. Some time after the event, he went to the University of Michigan to study medicine:""He also sang in the First Congregational Church under the leadership of Lloyd C Douglas, who would go on to write ""The Robe"", which sold 2 million copies and became a movie starring Richard Burton.""Did we really need to know that?Another irritation was his lapses into into jokey asides which for me jarred given the nature of the horror to which he was leading up. For example, in writing about one large family:""With 14 kids, the milking cow in the backyard wasn't for show-and-tell.""Don't publishers employ editors any more to get rid of this sort of nonsense? And finally, the sub-title: where was the treachery in this story? There were mistakes and short-cuts piled on top of each other, which all added up to the making of a major disaster, but I don't think the word treachery is appropriate. There was no deliberate betrayal of trust or deceitful action. I assume the term refers to the pilot, captain and crew of the Mont-Blanc abandoning ship because they expected it to explode at any moment. It wasn't heroic, but it was hardly treacherous. It smacks of tabloid journalism.A riveting story, but a book marred by the author's inability to remain focussed at all times on the central tragedy which was his subject. Edited to add:Rating changed down to two stars as more inaccuracies come to light. This is cut-and-paste tabloid journalism it seems to me, and the second star is for the gripping nature of the event and its aftermath. I hope there is a better book about this tragic event out there somewhere....more",Notes are private!,0,14,1,"Jul 26, 2018","Aug 03, 2018","Jul 26, 2018",,Hardcover,view (with text),/book/show/34217580-the-great-halifax-explosion
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jonathan Strange & Mr Norrell,"Clarke, Susanna",160819535X,9781608195350,,864        pp,3.86,"236,380","Sep 08, 2004","Jun 01, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed this book so much. For much of it, the rating was probably a solid 4 to 4.5 stars, but the final hundred pages were just so good it bumped iI enjoyed this book so much. For much of it, the rating was probably a solid 4 to 4.5 stars, but the final hundred pages were just so good it bumped it up to five stars for me.A great ""alternative history"" book, excellent character development, a complex plot, a touch of the wit and elegance of Jane Austen - this book has it all. But if you want dragons and sword fights, you need to look elsewhere.One of the books of the year for me....more",Notes are private!,0,2,1,"Jul 05, 2018","Jul 25, 2018","Jul 05, 2018",,ebook,view (with text),/book/show/8849222-jonathan-strange-mr-norrell
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dandelion Wine,"Bradbury, Ray",0380977265,9780380977260,0380977265,267        pp,4.08,"70,272",1957,"Feb 01, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A series of vignettes showing the magical, absorbing life of a 12 year old boy and his 10 year old brother during the summer of 1928. The boys and theA series of vignettes showing the magical, absorbing life of a 12 year old boy and his 10 year old brother during the summer of 1928. The boys and their friends share various experiences, sometimes involving adults, sometimes not. One moving section tells of a group of boys visiting an old man called Colonel Freeleigh who shares with them some of his memories of being in the Civil War, hazy with the distance of 70 years:""You remember winning, don't you? A battle won, somewhere?""""No,"" said the old man, deep under. ""I don't remember anyone winning anywhere any time. War's never a winning thing, Charlie. You just lose all the time, and the one who loses last asks for terms. All I remember is a lot of losing and sadness and nothing good but the end of it. The end of it, Charles, that was a winning all to itself, having nothing to do with guns.""Those boys in their twenties would in turn be drawn into the Second World War, and if they survived it, would understand what the Colonel meant.On a happier note, my favourite section came towards the end of the book where the central character's grandmother, a wonderful cook, lost her abilities by being tidied up and organised by a visiting relative. Her grandson Doug saved the day by recreating the muddle of her kitchen after the adults managed to end Aunt Rose's visit, so Grandma could return to her method of ""a handful of this, a pinch of that, a thimbleful of something else ..."".A beautiful book, filled with the sunshine and love of Bradbury's remembered childhood in a more innocent world....more",Notes are private!,0,6,1,"Jun 29, 2018","Jul 04, 2018","Jun 29, 2018",,Hardcover,view (with text),/book/show/9623.Dandelion_Wine
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Priscilla: The Hidden Life of an Englishwoman in Wartime France,"Shakespeare, Nicholas",0062297031,9780062297037,0062297031,448        pp,3.45,728,"Nov 07, 2013","Jan 07, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I found this book dragged somewhat. I did learn something of the difficulties of life in occupied France, but in the end, this was a sad tale of a womI found this book dragged somewhat. I did learn something of the difficulties of life in occupied France, but in the end, this was a sad tale of a woman who wanted to be loved and seemed to spend her life looking for it in all the wrong places....more",Notes are private!,0,8,1,"Jun 17, 2018","Jun 29, 2018","Jun 17, 2018",,Hardcover,view (with text),/book/show/18090166-priscilla
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Master and Commander        (Aubrey & Maturin #1),"O'Brian, Patrick",,,B0001DBHP8,14        pp,4.07,"57,743",1969,"Jan 16, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed this very much indeed, and it established the series on the firm base of O'Brian's almost forensic knowledge of all matters naval during theI enjoyed this very much indeed, and it established the series on the firm base of O'Brian's almost forensic knowledge of all matters naval during the Napoleonic Wars. Listening to the audiobook meant that it was harder to move about in the book to check on things, so some of the detailed information being explained to Stephen Maturin and thus to the reader was probably a bit more confusing than it would be if I had been reading the book.As someone who listens to and plays music, and is also a birdwatcher, there were delightful references to music and birds as relief from being immersed in nautical manoeuvres for much of the book. There was also the beginnings of what will no doubt continue to develop as a great friendship between Jack Aubrey and Stephen Maturin, and the occasional references to their individual backgrounds, of which more may be learned in later books.Definitely a series which I shall continue to enjoy....more",Notes are private!,0,10,1,"Jun 12, 2018","Jun 17, 2018","Jun 12, 2018",,Audiobook,view (with text),/book/show/9469863-master-and-commander
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fludd,"Mantel, Hilary",1429900628,9781429900621,,196        pp,3.56,"5,246",1989,"Jun 01, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I do enjoy Hilary Mantel's ferocious wit. I liked ""Fludd"" very much indeed, particularly because I read her memoir a while ago and could recognise herI do enjoy Hilary Mantel's ferocious wit. I liked ""Fludd"" very much indeed, particularly because I read her memoir a while ago and could recognise her descriptions of life in a village in the bleak north of England in the 1950s. I loved the way she brought some of her experiences of growing up a Catholic there to give a feeling of authenticity to some very mysterious events when Fludd arrives and changes people's lives. She has some laugh out loud moments and I particularly enjoyed her description of the Catholic church:""The Church was in fact less than a hundred years old; it had been built when the Irish came to Fetherhoughton to work in the three cotton mills. But someone had briefed its architect to make it look as if it had always stood there. In those poor, troubled days it was an understandable wish, and the architect had a sense of history; it was a Shakespearian sense of history, with a grand contempt of the pitfalls of anachronism. Last Wednesday and the Battle of Bosworth are all one; the past is the past, and Mrs O'Toole, buried last Wednesday, is neck and neck with King Richard in the hurtle to eternity. This was - it must have been - the architect's view. From the Romans to the Hanoverians, it was all the same to him; they wore, no doubt, leather jerkins and iron crowns; they burned witches; their buildings were stone and quaint and cold, their windows were not as our windows; they slapped their thighs and said prithee. Only such a vision could have commanded into being the music-hall medievalism of St Thomas Aquinas.""A subversive delight....more",Notes are private!,0,6,1,"Jun 07, 2018","Jun 12, 2018","Jun 07, 2018",,ebook,view (with text),/book/show/11086259-fludd
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Further Fables for Our Time,"Thurber, James",,,,174        pp,3.84,142,1956,unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Anyone who has ever read anything by Thurber knows that he is perfect. If you haven't read him, here is a short sample of his lovely quirky style:The Anyone who has ever read anything by Thurber knows that he is perfect. If you haven't read him, here is a short sample of his lovely quirky style:The Weaver and the WormA weaver watched in wide-eyed wonder a silkworm spinning its cocoon in a white mulberry tree.""Where do you get that stuff?"" asked the admiring weaver.""Do you want to make something out of it?"" inquired the silkworm, eagerly.Then the weaver and the silkworm went their separate ways, for each thought the other had insulted him. We live, man and worm, in a time when almost everything can mean almost anything, for this is the age of gobbledygook, doubletalk, and gudda.MORAL: A word to the wise is not sufficient if it doesn't make any sense....more",Notes are private!,0,5,1,"Jun 04, 2018","Jun 04, 2018","Jun 04, 2018",,Hardcover,view (with text),/book/show/2644549-further-fables-for-our-time
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Essex Serpent,"Perry, Sarah",1782832041,9781782832041,1782832041,432        pp,3.53,"63,004","May 27, 2016","May 27, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed this book very much. All the characters are real and believable in their flaws. The language is beautiful, with one slip early on (“bored ofI enjoyed this book very much. All the characters are real and believable in their flaws. The language is beautiful, with one slip early on (“bored of” which grates at any time, but does so badly in the setting of late 19th century England) that jolted me out of the story for a moment.The central character, Cora Seaborne, is not slender, beautiful or elegant. I think she would fit very well into my Field Naturalists’ club! At the end, we can guess what her future may be, but it is left open for the reader to imagine it. Life rarely does tie itself up neatly, but straggles on rather untidily. All we can do is our best, and mostly, Cora does....more",Notes are private!,0,5,1,"May 05, 2018","May 14, 2018","May 05, 2018",,ebook,view (with text),/book/show/34802486-the-essex-serpent
311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Radium Girls,"Moore, Kate*",1471153878,9781471153877,1471153878,480        pp,4.15,"146,974",Jun 2016,"Jan 01, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a truly horrific story, both in terms of the dreadful suffering of the women as they died slowly of radium poisoning, and also in the chillingThis is a truly horrific story, both in terms of the dreadful suffering of the women as they died slowly of radium poisoning, and also in the chillingly callous treatment they were given by their employers, for whom they were of little importance. They were constantly lied to about the effects of radium, and were then fought every inch of the way through the courts as the companies tried to deny their culpability. They fought against any suggestion they should assist with the women's desperate need for financial support to deal with medical bills, let alone compensation for their suffering and their short lives.All the more power to these women for their dogged determination to fight for their rights, and to get the law changed so that there was compensation for an injury which was not immediately apparent. It is a very powerful story and well researched.The fly in the ointment, which knocked the book down from four stars to three for me, was the author's frequent bits of fiction, presumably to make the book more readable for people who don't normally read nonfiction. One example will suffice:""Roeder (one of the managers) sighed and turned back to his desk to read his correspondence, smoothing down his dark hair - flattened, as it always was, with pomade - and self-consciously adjusting his elegant bow-tie. Yet his heart sank further when he saw what was before him ...""The book is full of these touches of the author's imagination, and for me, they detract from its power because they are an irritation. The plain story is more than dramatic enough without such embellishments.However, it is a story which needs to be remembered, of a group of courageous women and a handful of people who supported them in their long fight for justice and fair treatment. It is also a cautionary tale in terms of not believing everything you are told by those who profit from running risky business. We have the far more recent example of asbestos, and the way some manufacturers did everything they could to avoid being held responsible as their one-time employees suffered and died from its effects. Sadly, some things don't change, though at least the laws are more just now than they were in 1920s and 1930 USA....more",Notes are private!,0,3,1,"Apr 30, 2018","May 04, 2018","Apr 30, 2018",,Hardcover,view (with text),/book/show/31437975-the-radium-girls
312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why I'm No Longer Talking to White People about Race,"Eddo-Lodge, Reni",,,1408870576,228        pp,4.38,"95,427","Jun 01, 2017","Jun 01, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is most certainly not an easy or a comfortable read, but I believe it is something all white people should read if they truly want to undersThis book is most certainly not an easy or a comfortable read, but I believe it is something all white people should read if they truly want to understand how suffocating and destructive white privilege is to people of colour.Reni Eddo-Lodge writes about the UK, but I am sure her experiences and observations are universal. Her definition of racism is that it is prejudice plus power. She finds extremists easier in many ways to deal with, than people who claim to be open-minded (""I just don't see colour"") but who have: ""... a deep-seated discomfort with anti-racist talk and protest. Couched in the pernicious frame of 'freedom of speech', it materialises when a person with anti-racist values voices their disgust at something racist. they will then be told that their sheer objection to it actually inhibits freedom of speech.""Powerful stuff and a book I shall continue to think about....more",Notes are private!,0,8,1,"Apr 22, 2018","Apr 29, 2018","Apr 22, 2018",,ebook,view (with text),/book/show/36369673-why-i-m-no-longer-talking-to-white-people-about-race
313,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Grey Mask        (Miss Silver, #1)","Wentworth, Patricia",0446301353,9780446301350,0446301353,256        pp,3.72,"6,040",1928,"Nov 01, 1986",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A bit clunky, but interesting as an early example of a female sleuth who seems to find out an amazing amount of information and still has time to get A bit clunky, but interesting as an early example of a female sleuth who seems to find out an amazing amount of information and still has time to get a lot of knitting done....more",Notes are private!,0,7,1,"Apr 22, 2018","Apr 23, 2018","Apr 22, 2018",,Mass Market Paperback,view (with text),/book/show/1644404.Grey_Mask
314,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rebellious Daughters,"Katsonis, Maria*",1925183564,9781925183566,1925183564,232        pp,3.67,102,unknown,"Aug 01, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As with any collection, some essays were better and more enjoyable than others. I enjoyed those by Marion Halligan and Caroline Baum the most.",Notes are private!,0,2,2,"Apr 08, 2018not set","Apr 13, 2018not set","Apr 08, 2018",,Kindle Edition,view (with text),/book/show/28688496-rebellious-daughters
315,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Uncommon Type: Some Stories        (172 GRAND),"Hanks, Tom",1785151525,9781785151521,1785151525,416        pp,3.42,"44,463","Oct 17, 2017","Mar 01, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well, they were okay, but hardly wonderful. To be honest I found the stories pretty bland, some a bit better than others, but nothing great. Would theWell, they were okay, but hardly wonderful. To be honest I found the stories pretty bland, some a bit better than others, but nothing great. Would they have been published if he wasn’t already a “name”? 2.5 stars....more",Notes are private!,0,6,2,"Apr 06, 2018not set","Apr 08, 2018not set","Apr 06, 2018",,Paperback,view (with text),/book/show/34377041-uncommon-type
316,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Making History,"Fry, Stephen",1616955252,9781616955250,1616955252,464        pp,3.93,"11,348","Oct 22, 1996","Dec 30, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a great disappointment. The best part of the book was the alternate world that Fry imagined, with a very different outcome to the Second WorlThis was a great disappointment. The best part of the book was the alternate world that Fry imagined, with a very different outcome to the Second World War from the one we know.I found the protagonist incredibly irritating, though I was presumably supposed to find him charming. For someone who is a PhD candidate in history at Cambridge University, his inability to see that removing Hitler from the picture would not change the disastrous situation in Germany after the First World War, and that of course some other leader would emerge, was frankly unbelievable, despite his immaturity. Had he learned nothing from several years of reading history?Other irritations included the way the story occasionally turns into a film script, and the way that in the sections dealing with Germans, the English text is larded with German words. This makes as much sense as the old films where Germans (or other nationalities) spoke to each other in English with heavy accents so that we would know they were really speaking in German or French or whatever.Barely two stars, one being for the alternate outcome for Europe that Fry imagined and described well and succinctly....more",Notes are private!,0,7,1,"Mar 24, 2018","Mar 28, 2018","Mar 24, 2018",,Paperback,view (with text),/book/show/21855320-making-history
