,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Edan's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
426,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Sport and a Pastime,"Salter, James",0374530505,9780374530501,0374530505,185        pp,3.66,"10,002",1967,"Aug 22, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2010",,Paperback,view,/book/show/114511.A_Sport_and_a_Pastime
427,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm Down,"Wolff, Mishna*",0312378556,9780312378554,0312378556,288        pp,3.69,"7,256","May 26, 2009","May 26, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2010",,Hardcover,view,/book/show/5822347-i-m-down
428,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gin Closet,"Jamison, Leslie*",1439153213,9781439153215,1439153213,288        pp,3.49,"1,269",2010,"Feb 16, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This manages to be a beautifully written novel that's also a very fast read. I enjoyed devouring the story of twenty-something Stella and her alcoholiThis manages to be a beautifully written novel that's also a very fast read. I enjoyed devouring the story of twenty-something Stella and her alcoholic aunt Tilly. The narrative switches between both characters, and I loved each narrator's distinct voice. I also really liked the various settings: New York City, Connecticut, Arizona, San Francisco. So many lovely and rich and true details. This is a dark tale about self-destruction and the limits of intimacy. There's a lot of good and sickening writing about misusing one's own body: for the oblivion of inebriation, for the welcome lightheadedness and attention that comes from not-eating, for the brief distraction of sex, that temporary relief of not being alone.At times, the book felt a little angsty (I can't think of a better word) for my taste, and there was a meandering quality to the second half that made me long for a stronger narrative drive or focus (even as it remained readable). That said, I was totally taken into this dark, raw world, and I look forward to Jamison's next book! ...more",Notes are private!,0,3,1,"May 06, 2011","May 11, 2011","Jan 23, 2010",,Hardcover,view (with text),/book/show/6949239-the-gin-closet
429,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blame,"M., Huneven",0374114307,9780374114305,B0042U8P7Y,291        pp,3.36,"4,828","Jul 23, 2009","Jan 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 23, 2010","Jan 25, 2010","Jan 23, 2010",,Hardcover,view,/book/show/6514824-blame
430,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Turn of the Screw,"James, Henry",0140620613,9780140620610,0140620613,121        pp,3.39,"156,011",1898,"Apr 16, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2010",,Paperback,view,/book/show/12948.The_Turn_of_the_Screw
431,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Unfinished Score,"Blackwell, Elise",1936071665,9781936071661,1936071665,272        pp,3.54,132,"Apr 06, 2010","Apr 06, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2010",,Hardcover,view,/book/show/7542086-an-unfinished-score
432,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unnamed,"Ferris, Joshua*",0316034010,9780316034012,0316034010,310        pp,3.33,"8,917","Jan 18, 2010","Jan 18, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 09, 2010","Jan 09, 2010",,Hardcover,view,/book/show/6422678-the-unnamed
433,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arlington Park,"Cusk, Rachel",0374100802,9780374100803,0374100802,256        pp,3.18,"2,934",2006,"Jan 09, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 08, 2010","Jan 04, 2010",,Hardcover,view,/book/show/80875.Arlington_Park
434,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Too Much Happiness: Stories,"Munro, Alice",0307269760,9780307269768,0307269760,304        pp,3.83,"23,035",2009,"Nov 17, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Alice Munro is a masterful and wise writer, and when I'm reading her work I feel enveloped in a beauty I cannot access anywhere else. The way she skipAlice Munro is a masterful and wise writer, and when I'm reading her work I feel enveloped in a beauty I cannot access anywhere else. The way she skips around and tangles time in this collection is truly extraordinary. I think she's far more experimental than people give her credit for, perhaps because her work is realist and she writes about ordinary lives, often the lives of women. In other circumstances, that might not sound so experimental, but her brand of storytelling is like a photograph of the mind in the early morning, so distilled and meandering and true, and yet off balance and unpredictabe. In this collection, some stories wowed me more than others. My favorites were Wenlock Edge, Fiction, and the last story, Too Much Happiness, which was weirdly equal parts boring and amazing. I want to re-read to unlock its mysteries....more",Notes are private!,0,4,1,not set,not set,"Dec 14, 2009",,Hardcover,view (with text),/book/show/6464937-too-much-happiness
435,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chronic City,"Lethem, Jonathan",0385518633,9780385518635,0385518633,467        pp,3.54,"8,905",2009,"Oct 13, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is my favorite of Lethem's novel thus far. Fortress of Solitude had moments of brilliance, but the language felt too wanna-be DeLillo. MotherlessThis is my favorite of Lethem's novel thus far. Fortress of Solitude had moments of brilliance, but the language felt too wanna-be DeLillo. Motherless Brooklyn was a bit dull for me, though others I know really love that book. I resent his novel about Silver Lake--I have not read it, nor will I. I realize it's merely ""an entertainment"" in an ouevre of more serious books, but after spending a whole novel complaining about the gentrification of Brooklyn, why go and write a novel about an east-side LA neighborhood, post-gentrification, without being sensitive to the area's fraught history? Not cool.Mike Reynolds wrote a terrific  of Chronic City, which I urge you to read right away. Just skip my stupid musings.I found this book dazzling in its strangeness. I love books about stoners, I think. Perkus reminded me of a friend my dad might have, if Perkus had moved to LA in the early-eighties and become a stand-up comedian, or gotten really into astrology. Or both. I can just see him sitting on the couch with my dad, dissecting movies on TCM, passing a joint, picking up and dropping with disdain the various magazines that litter the floor of the living room. In this scene, I'm in junior high, walking through with a big glass of Coke and a quesadilla on a paper plate, rolling my eyes.I loved the chaldrons in this book, and I love that I Googled the word to find that Lethem had made them up. I love the Second Life-type virtual universe. I loved the New York Lethem created--finally, someone gets at the fakery of that town! Lord, am I sick of hearing about how geniune and raw and authentic New York City is. This alternate-reality Manhattan was gloriously rendered. All of this made the book a fun read.A few times, the prose was a touch on-the-nose. Usually when Chase Insteadman (his name itself, a little on-the-nose) waxes poetic about his role: ""I might love Janice, yes, but what I showed these people was a simulacrum, a portrayal of myself"" (35). Duh! This line is like a 20-year-old English major's wet dream. Why don't you just write the paper for her, Jonathan?! Other times, the prose was difficult to read, clumsy. I'd read a sentence twice, and it dissolved before my eyes. A few just seemed overly complicated: ""Richard bolted from his taxicab, punching black shoe prints in the dusty covering that had begun to whirl from the sky"" (397)--there was real confusion for me here, with the use of ""covering"" to describe the layer of snow on the ground. And this one was just a mess: ""Now she'd taken a new assignment, covert as ever: an autobiography of Laird Noteless, who'd received the commission for the Memorial to Daylight popular sentiment had demanded in reply to the gray fog downtown"" (96). Huh? In both cases, I was yanked out of the fictional dream, so to speak--and if you're about to say, ""But, man, that's Lethem's project! He wants to remind you that you're reading fiction, blah blah blah!"" just shut the fuck up. Most of the time, I was in the fictional dream Lethem created--it was bizarre and complex and not-quite-real, but it worked, because the language was accurate and smooth, even if syntactically complicated. I wished the whole book had been flawless in this regard. Near the end, the language exhausted me, especially after a pretty upsetting event that I was emotionally affected by. I wanted to see the moment head-on, but the narration wouldn't allow it. Perhaps that was an aesthetic choice, but it's still one I didn't like.But, overall, an incredibly fun and ambitious book, and I'm glad to have read it!...more",Notes are private!,0,8,1,not set,"Dec 31, 2009","Dec 14, 2009",,Hardcover,view (with text),/book/show/6085191-chronic-city
436,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"So Long, See You Tomorrow","Maxwell, William",0679767207,9780679767206,0679767207,135        pp,3.91,"12,281",1980,"Jan 03, 1996",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I should have read this in a single sitting, but I couldn't--or wouldn't--point is, I didn't, and I regret it. This novel is not only beautiful and heI should have read this in a single sitting, but I couldn't--or wouldn't--point is, I didn't, and I regret it. This novel is not only beautiful and heartbreaking in the way that STONER by John Williams is beautiful and heartbreaking, it's also quite surprising in its use of point of view. It reminded me a little of SPEAK, MEMORY, Nabokov's memoir that plays a lot with memory and fiddling with images and moments from the past. Maxwell does something similar here, with the narrator's imagined version of events that befall two families from his boyhood. At its heart, this is a novel about empathy, or that seems to be its project: we can really get at the heart of people's pain, their motives, their desires, their losses. All it takes is imagination, which perhaps, is the truest form of empathy, no matter how much fictionalization is required.Also, major props for another book with dog consciousness. Oh, poor Trixie! This affair has wrecked two families, and changed forever the life of this animal, who cannot understand the loss. ...more",Notes are private!,0,13,1,not set,"Dec 13, 2009","Dec 11, 2009",,Paperback,view (with text),/book/show/844989.So_Long_See_You_Tomorrow
437,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nocturnes: Five Stories of Music and Nightfall,"Ishiguro, Kazuo*",0307271021,9780307271020,0307271021,240        pp,3.51,"27,973","May 05, 2009","Sep 22, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love Remains the Day and Never Let Me Go, but this book fell flat for me. Some of the stories were quite funny, but they all felt oddly generic, in I love Remains the Day and Never Let Me Go, but this book fell flat for me. Some of the stories were quite funny, but they all felt oddly generic, in language and character and voice. I'm pretty sure Ishiguro didn't really write these......more",Notes are private!,0,0,1,not set,not set,"Dec 01, 2009",,Hardcover,view (with text),/book/show/6100514-nocturnes
438,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Talented Mr. Ripley        (Ripley, #1)","Highsmith, Patricia",,,,249        pp,3.94,"90,525",1955,1999,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book made me want to head to Italy, find a well-off American woman in her late twenties who is also 5'6"" and appropriately juicy-hipped. I would This book made me want to head to Italy, find a well-off American woman in her late twenties who is also 5'6"" and appropriately juicy-hipped. I would then kill her, take her identity, and spend the rest of my days drinking martinis and eating pasta my housekeeper cooks for me, and wearing the dead woman's earrings and evading the police and the dead woman's father. I think I could at least be good at forgery. Really, though, this novel was smooth as butter to read, and, especially in contrast to the style, disconcerting in its subject matter. Tom Ripley is frightening, and I also felt oddly empathetic towards him, even protective. There is a coldness to him that really gets under your skin. ...more",Notes are private!,0,12,1,not set,not set,"Dec 01, 2009",,Paperback,view (with text),/book/show/156024.The_Talented_Mr_Ripley
439,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daisy Miller,"James, Henry",0486287734,9780486287737,0486287734,59        pp,3.37,"34,375",1879,"Oct 03, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 07, 2009","Nov 05, 2009",,Paperback,view,/book/show/753001.Daisy_Miller
440,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cassandra at the Wedding,"Baker, Dorothy",1590171128,9781590171127,1590171128,256        pp,3.94,"5,366",1962,"Sep 30, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 02, 2009",,Paperback,view,/book/show/902010.Cassandra_at_the_Wedding
441,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bury Me in My Jersey: A Memoir of My Father, Football, and Philly","McAllister, Tom*",0345516516,9780345516510,0345516516,240        pp,3.92,123,"Jan 01, 2010","May 18, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 31, 2009",,Hardcover,view,/book/show/7077457-bury-me-in-my-jersey
442,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nothing Right,"Nelson, Antonya",1596915749,9781596915749,1596915749,304        pp,3.85,464,"Feb 03, 2009","Feb 03, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 11, 2009","Oct 31, 2009",,Hardcover,view,/book/show/5179145-nothing-right
443,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Year of the Flood        (MaddAddam, #2)","Atwood, Margaret*",0385528779,9780385528771,0385528779,431        pp,4.06,"124,786","Sep 22, 2009","Sep 22, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A solid good read. I almost swallowed this story whole in one day, and I finished the last 40 pages over the next two. It's well-told, funny, scary, aA solid good read. I almost swallowed this story whole in one day, and I finished the last 40 pages over the next two. It's well-told, funny, scary, and utterly absorbing. I love a good end-of-the-world tale, and this one I couldn't put down! I am giving it 3 stars, because Oryx and Crake is much better in comparison--it's just much more complex. I felt like Atwood had already created such a rich world with that novel, so that a lot of the totally awesome things imagined in this book are from the previous one. The ending relied on one too many coincidences that just weren't believable to me. Before that, I was ready to give this 4 stars for sheer enjoyability. Margaret A. remains one of my idols, and boy, can she spin a good yarn!...more",Notes are private!,0,0,1,not set,not set,"Oct 27, 2009",,Hardcover,view (with text),/book/show/6080337-the-year-of-the-flood
444,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Portnoy’s Complaint,"Roth, Philip",,,,274        pp,3.71,"68,396",1969,"May 18, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 22, 2009","Oct 13, 2009",,Paperback,view,/book/show/43945.Portnoy_s_Complaint
445,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paint it Black,"Fitch, Janet*",0316182745,9780316182744,0316182745,387        pp,3.50,"12,354","Sep 18, 2006","Sep 18, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 05, 2009",,Hardcover,view,/book/show/33144.Paint_it_Black
446,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Home Land,"Lipsyte, Sam*",0312424183,9780312424183,0312424183,229        pp,3.61,"2,843","Feb 16, 2004","Jan 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2009",,Paperback,view,/book/show/544046.Home_Land
447,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brief Encounters with Che Guevara: Stories,"Fountain, Ben",0060885602,9780060885601,0060885602,229        pp,3.94,"3,190","Aug 01, 2006","Apr 10, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 09, 2010","Sep 17, 2009",,Paperback,view,/book/show/329266.Brief_Encounters_with_Che_Guevara
448,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Machine,"LaValle, Victor",0385527985,9780385527989,0385527985,370        pp,3.40,"4,273","Mar 09, 2010","Aug 11, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For the first 200 or so pages, Big Machine was my favorite book of the year. It's smart, it's really fucking funny, the world I was pulled into was faFor the first 200 or so pages, Big Machine was my favorite book of the year. It's smart, it's really fucking funny, the world I was pulled into was fascinating and weird and utterly believable, even as it was absurd and playful. And I loved the narrator. Ricky Rice is probably one of the best voices to come out of literature in the last...oh, ever probably. The prose here is stunning, smart, beautiful, and funny in the way that I want it to be:""This guy was no bigger than a bunion"" (32).""Taking heroin is like sinking into a tapioca hammock"" (64).""Seeing America by bus is like touring the Louvre in a Porta Potti"" (250).""She couldn't have been older than me. Thirty-eight or thirty-nine. And her thighs were so thick that she wobbled when she walked. Now, let me say that I don't mean this an insult. In fact, I mean it as the highest compliment. She was shaped like a bowling pin. The kind of figure that makes a man like me feel vigorous. And if I hadn't seen her at the Washburn Library, I would've asked that thick little woman on a date"" (56).And what I love about this book is that it's still very sad, too, and the emotions are raw. Many terrible things happen, and the action doesn't exclude meditation or reflection or lyricism. Alas, I must give Big Machine 4 and not 5 stars because I didn't love the direction it took in the last quarter. I wasn't into the turn to the supernatural. Really, I could've stayed in the Washburn Library the whole time and taken the cult history and the feral cats along with me. The final hijinks were just too nutty for me. I will say, however, that I admired that LaValle went wild with this novel. He just did what he wanted to. He's a brave writer, this guy....more",Notes are private!,0,36,1,not set,"Sep 27, 2009","Sep 14, 2009",,Hardcover,view (with text),/book/show/6488057-big-machine
449,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything Matters!,"Currie Jr., Ron*",0670020923,9780670020928,0670020923,320        pp,4.06,"7,915","Nov 20, 2009","Jun 25, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Sep 14, 2009","Sep 06, 2009",,Hardcover,view,/book/show/6184241-everything-matters
450,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bonsai,"Zambra, Alejandro*",193363362X,9781933633626,193363362X,83        pp,3.71,"13,281","Feb 01, 2006","Oct 01, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 06, 2009",,Paperback,view,/book/show/3374076-bonsai
451,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Customer Service,"Duteurtre, Benoît",1933633522,9781933633527,1933633522,74        pp,3.30,162,"Oct 09, 2003","Jul 08, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm so smitten with these novellas from Melville house. This one is odd and very French. It felt right to read this on a plane, before heading to the I'm so smitten with these novellas from Melville house. This one is odd and very French. It felt right to read this on a plane, before heading to the wilds of Wyoming....more",Notes are private!,0,1,1,not set,"Sep 27, 2009","Sep 06, 2009",,Paperback,view (with text),/book/show/2412601.Customer_Service
452,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Do Not Deny Me,"Thompson, Jean",1416595635,9781416595632,1416595635,292        pp,3.64,397,2009,"Jun 09, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am basing this 4-star rating on the fact that I absolutely loves 3 or 4 of these stories. Others fell flat for me, felt conventional and predictableI am basing this 4-star rating on the fact that I absolutely loves 3 or 4 of these stories. Others fell flat for me, felt conventional and predictable (cue epiphany, etc.) and for a while I thought I didn't like the collection. But the opening story, and the last few, really got me. Really. There's a lot of loneliness in this collection, and many seekers, and there's a pleasing comic voice, and sharp observations, too. Overall, I enjoyed this book. Even the stories that didn't move me, were still fun to read. I'm curious to read Thompson's previous collection now. ...more",Notes are private!,0,0,1,not set,"Sep 06, 2009","Aug 31, 2009",,Paperback,view (with text),/book/show/6237164-do-not-deny-me
453,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love or Something Like It,"Shaw, Deirdre*",1400067707,9781400067701,1400067707,243        pp,3.33,419,"Jan 01, 2009","Apr 14, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 30, 2009",,Hardcover,view,/book/show/4944726-love-or-something-like-it
454,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Adventures of Huckleberry Finn,"Twain, Mark",0142437174,9780142437179,0142437174,327        pp,3.83,"1,265,521","Feb 18, 1884","Dec 31, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 30, 2009","Aug 20, 2009",,Paperback,view,/book/show/2956.The_Adventures_of_Huckleberry_Finn
455,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Short History of Women,"Walbert, Kate",1416594981,9781416594987,1416594981,256        pp,3.07,"3,075","May 31, 2009","Jun 16, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Still gathering my thoughts on this one...,Notes are private!,0,0,1,not set,"Aug 20, 2009","Aug 12, 2009",,Hardcover,view (with text),/book/show/3863987-a-short-history-of-women
456,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl with the Dragon Tattoo        (Millennium, #1)","Larsson, Stieg",0670069019,9780670069019,,480        pp,4.17,"3,182,908",Aug 2005,"Sep 23, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I never read crime thrillers, so I don't have others to compare it to. That said, this was so much fun to read. The first chapter was a snooze, and I I never read crime thrillers, so I don't have others to compare it to. That said, this was so much fun to read. The first chapter was a snooze, and I worried the whole book would be about finance scandals, but once the mystery picked up I was hooked! My only real complaint is that the prose was lackluster in places. Cliches like ""seemed like an eternity"" and ""pretty as postcard"" riddled an otherwise good scene or description. I kept wondering about the translation--do they have these phrases in Swedish? ...more",Notes are private!,0,2,1,not set,not set,"Aug 09, 2009",,Hardcover,view (with text),/book/show/2429135.The_Girl_with_the_Dragon_Tattoo
457,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Woodsburner,"Pipkin, John",0385528655,9780385528658,0385528655,384        pp,3.56,455,"Jan 01, 2009","Apr 28, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a beautiful and wise book that hasn't gotten much attention. It was a slow beginning for me, but an early description of a man fucking a pumpkThis is a beautiful and wise book that hasn't gotten much attention. It was a slow beginning for me, but an early description of a man fucking a pumpkin (my words) won me over. I loved these characters, especially poor Oddsmund, with his dead family and his love for fat Emma. Oh!...more",Notes are private!,0,1,1,not set,"Aug 09, 2009","Jul 30, 2009",,Hardcover,view (with text),/book/show/5292478-woodsburner
458,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wheat that Springeth Green,"Powers, J.F.",0940322242,9780940322240,0940322242,352        pp,3.83,294,1988,"May 31, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2009",,Paperback,view,/book/show/454095.Wheat_that_Springeth_Green
459,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Night Women,"James, Marlon",1594488576,9781594488573,1594488576,417        pp,4.38,"13,737","Jan 17, 2009","Feb 19, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 20, 2009","Jun 30, 2009",,Hardcover,view,/book/show/4682558-the-book-of-night-women
460,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fort Red Border,"Petrosino, Kiki*",1932511741,9781932511741,1932511741,88        pp,4.27,142,"Aug 01, 2009","Aug 01, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book of poems is beautiful and funny and wild. I read most of them aloud, just to marvel at how they were constructed. The Valentine poems are hiThis book of poems is beautiful and funny and wild. I read most of them aloud, just to marvel at how they were constructed. The Valentine poems are hilarious, and then tender and heartbreaking. The first section, where the speaker carries an imagined relationship with Robert Redford, reads the most like fiction--each poem a little capsule of a story, with two distinct characters, and distinct settings and tone. The most challenging poems are in the third section. At first I was a little scared of them, but after I read them aloud a few times, I just enjoyed sitting inside of them, wondering at them. Such strange words and syntax! I felt like an astronaut visiting an antiquated planet, where they eat caviar and ride on riverboats. Something weird and lovely like that.(Also? The author is fly!)...more",Notes are private!,0,0,1,not set,not set,"Jun 30, 2009",,Paperback,view (with text),/book/show/5149202-fort-red-border
461,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Olive Kitteridge        (Olive Kitteridge, #1)","Strout, Elizabeth*",0812971833,9780812971835,0812971833,286        pp,3.85,"236,083","Mar 25, 2008","Sep 30, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 12, 2009",,Paperback,view,/book/show/5552635-olive-kitteridge
462,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trouble,"Christensen, Kate*",0385527306,9780385527309,0385527306,320        pp,3.02,982,"Jan 01, 2009","Jun 16, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 12, 2009","May 28, 2009",,Hardcover,view,/book/show/5978033-trouble
463,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Await Your Reply,"Chaon, Dan*",0345476026,9780345476029,0345476026,324        pp,3.54,"15,860","Aug 25, 2009","Aug 25, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved, loved, loved this novel--and not just because I know the writer. Really, I'm actually pretty hard on books written by people I know; I'm likeI loved, loved, loved this novel--and not just because I know the writer. Really, I'm actually pretty hard on books written by people I know; I'm like that teacher who, when her son takes her class, is especially strict and unimpressed. I think it's just that I don't want to go easy on a book just because I know its author. I put up defenses, and of course my expectations are high. Anyway. This novel is gorgeous and riveting, and weird in that Dan Chaon way we've all come to know and love. It makes you paranoid, in a good way, and you have to stop to think about what identity means, what a soul is, and what it means to love someone--but all in a wonderful, not-stoner way. I could not put this novel down. I loved how it played with genre conventions, and how dark it was, and how playful it was, too (there are magicians, and well-placed exclamation points!) Dan's skill for storytelling has just gone bonkers in this book. There are three narratives that wrap around each other in such ingenious ways. Wow. I'm interviewing Dan for The Millions, and I'll post that when it comes out--late August probably, when the book is released.My favorite novel of the year so far! ...more",Notes are private!,0,5,1,not set,"May 21, 2009","May 07, 2009",,Hardcover,view (with text),/book/show/6251222-await-your-reply
