,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Tori's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lighthousekeeping,"Winterson, Jeanette",0676976867,9780676976861,0676976867,240        pp,3.87,"9,383","Mar 25, 1997","Dec 27, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"You must never doubt the one you love. But they might not be telling the truth. Never mind that. You tell them the truth. What do you mean? You can't You must never doubt the one you love. But they might not be telling the truth. Never mind that. You tell them the truth. What do you mean? You can't be another person's honesty, child, but you can be your own. So what should I say? When? When I love someone. You should say it. ...more",Notes are private!,0,2,1,"Mar 28, 2018","Apr 02, 2018","Mar 28, 2018",,Paperback,view (with text),/book/show/879423.Lighthousekeeping
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Teaching My Mother How to Give Birth,"Shire, Warsan*",1905233299,9781905233298,1905233299,37        pp,4.25,"20,354","Dec 29, 2011","Dec 29, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"No one leaves home unless home is the mouth of a shark. I've been carrying the old anthem in my mouth for so long that there's no space for another soNo one leaves home unless home is the mouth of a shark. I've been carrying the old anthem in my mouth for so long that there's no space for another song, another tongue or another language. I know a shame that shrouds, totally engulfs. I tore up and ate my own passport in an airport hotel. I'm bloated with language I can't afford to forget.this collection is striking and not easy to swallow; there is pain and anger and love and wonder and hope and reverence all communicated in relatively few pages. ...more",Notes are private!,0,1,1,"Mar 16, 2018","Mar 16, 2018","Mar 16, 2018",,Paperback,view (with text),/book/show/13376363-teaching-my-mother-how-to-give-birth
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brain on Fire: My Month of Madness,"Cahalan, Susannah*",1451621388,9781451621389,1451621388,266        pp,4.08,"219,146","Nov 13, 2012","Aug 06, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fear of this sort is not something we typically capture in photographs or videos of ourselves. But there I am, staring into the camera as if I'm look Fear of this sort is not something we typically capture in photographs or videos of ourselves. But there I am, staring into the camera as if I'm looking death in the face. I have never seen myself so unhinged and unguarded before, and it frightens me. ""Please,"" I see myself plead on video again. Maybe I can help her.this story is terrifying and moving and intense beyond words. i found myself crying overwhelmed and fearful tears through the whole thing. Susannah wrote with honesty and emotion that transports the reader into the terrifying experience of losing what makes a person who they are, and she does so while acknowledging that her own luck and privilege can be credited with her recovery, and even so it was incredibly hard-won. while reading, i would consistently come back to the chilling words on the very first page: Dedicated to those without a diagnosis...more",Notes are private!,0,6,1,"Mar 09, 2018","Mar 10, 2018","Mar 09, 2018",,Paperback,view (with text),/book/show/17225848-brain-on-fire
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stunt Water: Selected Poems of Buddy Wakefield, 1991-2011","Wakefield, Buddy",,9781938912603,1938912608,152        pp,4.68,137,"Oct 01, 2015","Oct 01, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pretend – inside your skin – you've got a friendwho's willing to give you everything you ever wantedin exchange for all you've ever been.Pretend you'rPretend – inside your skin – you've got a friendwho's willing to give you everything you ever wantedin exchange for all you've ever been.Pretend you're more obsessed with this moment and a little bit less with the way it ends.i'm so enamoured with this collection and the magic with which it dropped into my lap, it feels so special. it was so hard to pick a pull quote because there are so many passages that jumped out at me with incredible energy.note if you're considering checking this collection out: child sexual abuse content warning, please feel free to message me for more details if you'd like...more",Notes are private!,0,4,1,"Mar 04, 2018","Mar 04, 2018","Mar 04, 2018",,Hardcover,view (with text),/book/show/26043184-stunt-water
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golden Compass,"Pullman, Philip",,,,399        pp,4.02,"1,525,550","Jul 01, 1995","May 22, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Little by little, as the storm of fear subsided, she came to a sense of herself again. She was Lyra, cold and frightened by all means, but herself.NOWLittle by little, as the storm of fear subsided, she came to a sense of herself again. She was Lyra, cold and frightened by all means, but herself.NOW THAT'S HOW YOU START A SERIES!!!!! holllllllly shit this is MASTERFUL writing, character creation, and world-building. i'm so EXCITED!...more",Notes are private!,0,3,1,"Feb 16, 2018","Mar 02, 2018","Feb 16, 2018",,Paperback,view (with text),/book/show/312407.The_Golden_Compass
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Separate Peace,"Knowles, John",,,,208        pp,3.59,"218,884","Jan 01, 1959",2003,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As I had to do whenever I glimpsed this river, I thought of Phineas. Not of the tree and pain, but of one of his favorite tricks, Phineas in exaltati As I had to do whenever I glimpsed this river, I thought of Phineas. Not of the tree and pain, but of one of his favorite tricks, Phineas in exaltation, balancing on one foot on the prow of a canoe like a river god, his raised arms invoking the air to support him, face transfigured, body a complex set of balances and compensations, each muscle aligned in perfection with all the others to maintain this supreme fantasy of achievement, his skin glowing from immersions, his whole body hanging between river and sky as though he had transcended gravity and might by gently pushing upward with his foot glide a little way higher and remain suspended in space, encompassing all the glory of the summer and offering it to the sky.i'm so incredibly moved by this story about innocence and tenderness, truth and love, and overwhelming desperation. wow. there's such magic in finding that in a book that's been sitting under your nose your whole life. i'm so envious of the people who were introduced to this in school! what an invaluable treasure....more",Notes are private!,0,7,1,"Feb 14, 2018","Feb 15, 2018","Feb 14, 2018",,Paperback,view (with text),/book/show/31431205-a-separate-peace
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sonnets,"Shakespeare, William",0143131710,9780143131717,0143131710,208        pp,4.25,"104,776",1609,"Nov 14, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"O, know, sweet love, I always write of you,And you and love are still my argument;So all my best is dressing old words new,Spending again what is alreO, know, sweet love, I always write of you,And you and love are still my argument;So all my best is dressing old words new,Spending again what is already spent: For as the sun is daily new and old, So is my love still telling what is told.–from Sonnet 76this was my first time reading the sonnets in full on my own, I studied them a bit for school but never before had the drive to really dig into them myself. I was worried they wouldn't be very accessible for someone who isn't super educated, but I found them compelling and relatable, and in turns witty, swoon-worthy, and petty. I practically wore out my highlighter going through this collection. I also didn't realize until I read these how openly Shakespeare wrote about his love for both men and women. love a bicon....more",Notes are private!,0,4,1,"Feb 08, 2018","Feb 09, 2018","Feb 08, 2018",,Paperback,view (with text),/book/show/34745729-the-sonnets
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Interview with the Vampire        (The Vampire Chronicles, #1)","Rice, Anne",0345476875,9780345476876,0345476875,346        pp,4.02,"589,080","Apr 12, 1976","Aug 31, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""'...you are the spirit, you are the heart,' he persisted.  ""'No, no.' I threw up my hands. I was on the point of a bitter, hysterical laughter. 'Don ""'...you are the spirit, you are the heart,' he persisted.  ""'No, no.' I threw up my hands. I was on the point of a bitter, hysterical laughter. 'Don't you see? I'm not the spirit of any age. I'm at odds with everything and always have been! I have never belonged anywhere with anyone at any time!' It was too painful, too perfectly true.  ""But his face only brightened with an irresistible smile. He seemed on the verge of laughing at me, and then his shoulders began to move with his laughter. 'But Louis,' he said softly. 'This is the very spirit of your age. Don't you see that? Everyone else feels as you feel. Your fall from grace and faith has been the fall of a century.'""maybe it's because this was the first book I read after Les Mis but the first 3/4 of the book really dragged for me and didn't really capture my attention much. but the last quarter or so made it worthwhile, it was exactly as compelling as I'd been hoping for the whole book. I wish this feeling had been sustained throughout the book, but overall it finished well enough that I'm pleased to have read it. I'm looking forward to getting more from these characters and the universe in the other vampire chronicles books soon!...more",Notes are private!,0,5,1,"Jan 11, 2018","Feb 14, 2018","Jan 11, 2018",,Paperback,view (with text),/book/show/43763.Interview_with_the_Vampire
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heathen, Vol. 1","Alterici, Natasha*",1939424186,9781939424181,1939424186,114        pp,4.18,"2,358","Jun 03, 2015","Aug 01, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Warriors don't fight for themselves, they fight for those who cannot fight on their own. You said you wanted to spare Brynhild her suffering? Well, I""Warriors don't fight for themselves, they fight for those who cannot fight on their own. You said you wanted to spare Brynhild her suffering? Well, I want to do the same, for her and for many other women.""What an uplifting and charming beginning to this amazing lesbian hero's story!! For something so short, it still managed to make me laugh and make me tear up. I'm looking forward to the next volume!!...more",Notes are private!,0,5,1,"Jan 08, 2018","Jan 08, 2018","Jan 08, 2018",,Paperback,view (with text),/book/show/36530191-heathen-vol-1
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Arctic Incident        (Artemis Fowl, #2)","Colfer, Eoin",0439450705,9780439450706,,278        pp,3.96,"153,944","May 01, 2002",Sep 2002,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"IF ALIVE PLSE HLP. IF NOT, WRNG NMBR.hey what's the discourse on age gaps in relationships where the 2 parties are different species with radically diIF ALIVE PLSE HLP. IF NOT, WRNG NMBR.hey what's the discourse on age gaps in relationships where the 2 parties are different species with radically different life spans just curious no reason...more",Notes are private!,0,3,1,"Jan 07, 2018","Jan 08, 2018","Jan 06, 2018",,Paperback,view (with text),/book/show/15713222-the-arctic-incident
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Artemis Fowl        (Artemis Fowl, #1)","Colfer, Eoin",,,0786817879,396        pp,3.86,"546,561","Apr 26, 2001","Apr 01, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""I trust you, Artemis.""""Yes,"" replied the boy, the weight of that trust etched on his brow. ""I know.""am I ever THRILLED that the joy of this book held""I trust you, Artemis.""""Yes,"" replied the boy, the weight of that trust etched on his brow. ""I know.""am I ever THRILLED that the joy of this book held up for me after so many years! Artemis Fowl was probably the first of my Beloved Morally Grey Characters collection, if I'm honest. he wants so badly to be an ice cold genius but he just loves his family (both his blood family and his made family of the Butlers) too much, and I'm a sucker for that every damn time. and who doesn't love a high stakes magical heist!? I'm really looking forward to re-experiencing the delight of the rest this series....more",Notes are private!,0,1,1,"Dec 30, 2017","Dec 31, 2017","Dec 30, 2017",,Paperback,view (with text),/book/show/249747.Artemis_Fowl
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mysteries of Pittsburgh,"Chabon, Michael",0060790598,9780060790592,0060790598,320        pp,3.64,"27,508",Apr 1988,"Jul 05, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I smoked and looked down at the bottom of Pittsburgh for a little while, watching the kids playing tiny baseball, the distant figures of dogs snatchinI smoked and looked down at the bottom of Pittsburgh for a little while, watching the kids playing tiny baseball, the distant figures of dogs snatching at a little passing car, a miniature housewife on her back porch shaking out a snippet of red rug, and I made a sudden, frightened vow never to become that small, and to devote myself to getting bigger and bigger and bigger.The Mysteries of Pittsburgh was given to me by one of my best friends in the world, and reading it while keeping its significance to him in mind made the experience all the more rich. This book is sort of like if The Great Gatsby was a little more self-aware and a lot more gay (both fantastic amendments, imo). The setting of 80s Pittsburgh is one of the most important aspects of the story, the city is a character in itself, and the love with which Chabon writes it is palpable. The characters are all incredibly written, with such dimension that it gives plausibility to every nostalgic, romantic, intense, pretentious, poetic word....more",Notes are private!,0,2,1,"Dec 27, 2017","Dec 28, 2017","Dec 27, 2017",,Paperback,view (with text),/book/show/16697.The_Mysteries_of_Pittsburgh
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Autoboyography,"Lauren, Christina*",1481481681,9781481481687,1481481681,407        pp,4.13,"56,146","Sep 12, 2017","Sep 12, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I can see by the way he's gripping the handlebar that he's not entirely comfortable with the admission, and a pang of hope blooms inside me. This is hI can see by the way he's gripping the handlebar that he's not entirely comfortable with the admission, and a pang of hope blooms inside me. This is how we reveal ourselves: these tiny flashes of discomfort, the reactions we can't hide.Wow. What an incredibly special thing this book is!! Tanner is a wonderful main character and it is a joy to get to know him through his narration, and to get to know Sebastian, Autumn, and Tanner's family through his thoughts and experiences. Tanner's family and their interactions are some of the biggest stand-outs for me in this novel, there is so much nuance and truth in their love and how they express it. In my experience, it's rare for LGBT YA Lit to feature a main character who's already out to his parents, and this novel handles some of that Post Coming Out experience incredibly well. I don't want to get too personal here, but a lot of my own stories and inner (and sometimes outer) battles are found in Tanner's and Sebastian's, and that is both beautiful and terrifying to experience. I'm thankful for the love and the thoughtfulness that went into this book, and I'm filled with hope at the idea that someone like the person I was five years ago may get to read it....more",Notes are private!,0,2,1,"Dec 26, 2017","Dec 27, 2017","Dec 26, 2017",,Hardcover,view (with text),/book/show/28919058-autoboyography
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meddling Kids,"Cantero, Edgar*",0385541996,9780385541992,0385541996,322        pp,3.54,"31,835","Jul 11, 2017","Jul 11, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"She couldn't understand them, but she could read in Kerri's eyes the confirmation that she wasn't imagining it: the words sounded forbidden; they poisShe couldn't understand them, but she could read in Kerri's eyes the confirmation that she wasn't imagining it: the words sounded forbidden; they poisoned the air around them; they gave her nausea. They didn't talk to her, but something buried deep in her genetic memory was eavesdropping and was extremely shocked.hooOOOOLY SHIT WHAT A FANTASTIC BOOK!! this writing style is like nothing i've ever read before and i'm incredibly obsessed. i've never read a book that evoked such distinctive and unique mental imagery for me before. i can't even explain how weird and cool and amazing the use of language was here for me, it was incredibly engaging and entertaining and exactly what i needed right now with my focus all out-of-whack lately. all of the characters are fantastic and achingly authentic mid-twenties lost kids scrambling for some understanding, their relationships were so satisfying and remarkable, and their dialogue was quick and hilarious. and can i give a great big shout out to butch lesbian representation FUCK YES DUDE!!!ok this  spiralled a bit but please read this book. definitely one of my fav reads of 2017!!!...more",Notes are private!,0,7,1,"Dec 02, 2017","Dec 05, 2017","Dec 02, 2017",,Hardcover,view (with text),/book/show/32905343-meddling-kids
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wonders of the Invisible World,Christopher Barzak*,0385392826,9780385392822,0385392826,352        pp,3.79,"2,510","Sep 08, 2015","Sep 06, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""You love me too much,"" I said. I couldn't bear to think of someone seeing me in a way that I couldn't. ""It scares me sometimes, how sure you are abou""You love me too much,"" I said. I couldn't bear to think of someone seeing me in a way that I couldn't. ""It scares me sometimes, how sure you are about me.""Oh my GOD!!!!! There's nothing better than a story about the importance and impact of stories, and I feel so lucky to have gotten to discover Aidan's with him. Every element of this book weaves its way throughout so delicately, the love stories and the magical realism and the mystery all braiding together into such an amazing final product. I love the mistakes the characters make and the reasons for them. I love the fallout of decisions that impact so many years and people more than anyone anticipated. There is such reverence and love in this book, it's truly something extraordinary....more",Notes are private!,0,3,1,"Nov 11, 2017","Nov 11, 2017","Nov 11, 2017",,Paperback,view (with text),/book/show/28185978-wonders-of-the-invisible-world
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gilda Stories,"Gómez, Jewelle L.",0872866742,9780872866744,0872866742,259        pp,3.97,"3,497","Apr 01, 1991","Mar 29, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Some are said to live through the energy of fear. That is their sustenance more than the sharing. The truth is we hunger for connection to life, but ""Some are said to live through the energy of fear. That is their sustenance more than the sharing. The truth is we hunger for connection to life, but it needn't be through horror or destruction. Those are just the easiest links to evoke. Once learned, this lesson mustn't be forgotten. To ignore it, to wallow in death as the white man has done, can only bring bitterness.""This book is amazing, the characters are lovely and the vampire mythology is completely turned on its head to serve Gomez's purposes excellently. It's thoughtful and powerful, packed with meaning and social commentary and heart....more",Notes are private!,0,3,1,"Oct 26, 2017","Nov 10, 2017","Oct 26, 2017",,Paperback,view (with text),/book/show/26196033-the-gilda-stories
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Depression & Other Magic Tricks,"Benaim, Sabrina*",1943735204,9781943735204,1943735204,75        pp,3.74,"16,042","Aug 18, 2017","Aug 22, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"what they don't tell you about self-care,that it can make you feel like you are the coach,the captain, & every.other.player.oh, & the mascot. it can mwhat they don't tell you about self-care,that it can make you feel like you are the coach,the captain, & every.other.player.oh, & the mascot. it can make you feel especially like the mascot. i found a few bits of this poetry collection moving (the ones that address depression specifically), but also a bunch of it was very.. *lesbian voice* can't relate....more",Notes are private!,0,5,1,not set,"Sep 14, 2017","Sep 14, 2017",,Paperback,view (with text),/book/show/34594982-depression-other-magic-tricks
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jellicoe Road,"Marchetta, Melina*",0061431850,9780061431852,,419        pp,4.12,"50,466","Aug 28, 2006","Mar 09, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I need desperately to feel it all, so when something wonderful happens, the contrast will be so massive that I will bottle the impact and keep it for I need desperately to feel it all, so when something wonderful happens, the contrast will be so massive that I will bottle the impact and keep it for the rest of my life.Reading the first, say, 75% of Jellicoe Road was captivating at its best and perplexing and a bit tedious at its worst. But the way the last quarter or so tied everything up in a such a magnificent way shines an entirely new and brilliant light on the work as a whole. Finishing this book, it feels like it was created to be pondered and re-read. I guess you could say it's kind of like the difference between a trip and a journey, in that way.I also cherish the added value that I got out of this book due to its significance to Ameet, who's one of my very best friends. It's so rewarding to read something that is important to someone you love and find bits of them hidden in the book, it's one of my favourite kinds of book magic!...more",Notes are private!,0,4,1,"Sep 11, 2017","Sep 17, 2017","Sep 11, 2017",,Paperback,view (with text),/book/show/7042434-jellicoe-road
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Other Lands,"Brennan, Sarah Rees*",1618731203,9781618731203,1618731203,496        pp,4.35,"11,642","Aug 15, 2017","Aug 15, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""I really do think you're a nice kid!"" she said.""I'm really not,"" Elliot called back up.Alice smiled. ""Well, I definitely think you're going places.""""""I really do think you're a nice kid!"" she said.""I'm really not,"" Elliot called back up.Alice smiled. ""Well, I definitely think you're going places.""""I definitely am,"" said Elliot.This book gave me absolutely everything and I have no idea what to do with myself.ETA: Jan 2020Still one of my absolute favourites. It proves that a book can be hilarious and heart-wrenching, about family and love and friendship and heartbreak and politics and and and the list goes on, while somehow managing to do all of it well. But shouldn't the adults, if they loved them, if they were responsible for them and cared for them more than for anything else, the way adults were supposed to... shouldn't they try to stop them saving the day, even if they could do it?...more",Notes are private!,0,8,2,"Jan 19, 2020Sep 05, 2017","Jan 23, 2020Sep 09, 2017","Sep 05, 2017",,Hardcover,view (with text),/book/show/31944679-in-other-lands
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Taproot,"Young, Keezy",1941302467,9781941302460,1941302467,127        pp,3.88,"8,810","Sep 26, 2017","Sep 26, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""There's nothing evil about death, ghostie.""SWEET BELOVEDS!!!!! i had forgotten until i started reading it for the second time, but i've definitely re""There's nothing evil about death, ghostie.""SWEET BELOVEDS!!!!! i had forgotten until i started reading it for the second time, but i've definitely read this before when it was a webcomic, i'm so happy it's being printed!!! it's so so beautiful, both visually and story-wise. Hamal and Blue both firmly grasp your heart in such a short time. the art is absolutely stunning and i'm particularly fond of the darker, creepier bits. ALL-AROUND WONDERFUL!thanks to netgalley for the ARC! i can't wait to have this one as a book on my shelf....more",Notes are private!,0,1,1,"Aug 29, 2017","Aug 29, 2017","Aug 29, 2017",,Paperback,view (with text),/book/show/35833506-taproot
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Goblet of Fire        (Harry Potter, #4)","Rowling, J.K.",,,1408855682,617        pp,4.57,"3,695,080","Jul 08, 2000","Sep 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""You all righ'?"" he said gruffly. ""Yeah,"" said Harry. ""No, yeh're not,"" said Hagrid. ""'Course yeh're not. But yeh will be.""""You all righ'?"" he said gruffly. ""Yeah,"" said Harry. ""No, yeh're not,"" said Hagrid. ""'Course yeh're not. But yeh will be.""...more",Notes are private!,0,5,1,"Aug 14, 2017","Sep 04, 2017","Aug 14, 2017",,Paperback,view (with text),/book/show/22844191-harry-potter-and-the-goblet-of-fire
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Prisoner of Azkaban        (Harry Potter, #3)","Rowling, J.K.",1408855676,9781408855676,1408855674,462        pp,4.58,"4,185,119","Jul 08, 1999","Sep 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""HOW DARE YOU SPEAK TO HARRY?"" roared Black. ""HOW DARE YOU FACE HIM? HOW DARE YOU TALK ABOUT JAMES IN FRONT OF HIM?""i can't even find it in myself to ""HOW DARE YOU SPEAK TO HARRY?"" roared Black. ""HOW DARE YOU FACE HIM? HOW DARE YOU TALK ABOUT JAMES IN FRONT OF HIM?""i can't even find it in myself to be glib about how much this fucking HURTS. i have so much love in my heart for all of these characters and the pain they went through and the knowledge of so much more pain to come is making me HEARTSICK. why do we as a society let children READ THESE BOOKS??????...more",Notes are private!,0,10,1,"Aug 07, 2017","Aug 12, 2017","Aug 07, 2017",,Paperback,view (with text),/book/show/22842001-harry-potter-and-the-prisoner-of-azkaban
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Chamber of Secrets        (Harry Potter, #2)","Rowling, J.K.",1408855666,9781408855669,1408855666,360        pp,4.43,"3,928,369","Jul 02, 1998","Sep 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love love love this book and the development we get in the trio's relationship and SPECIFICALLY HERMIONE GRANGER, LOVE OF MY LIFE, MY BRAVE BEAUTIFUI love love love this book and the development we get in the trio's relationship and SPECIFICALLY HERMIONE GRANGER, LOVE OF MY LIFE, MY BRAVE BEAUTIFUL TERRIFYING GENIUS. Also I know it's like bad discourse or whatever but I love Dumbledore very much. ...more",Notes are private!,0,2,1,"Aug 03, 2017","Aug 06, 2017","Aug 03, 2017",,Paperback,view (with text),/book/show/22841998-harry-potter-and-the-chamber-of-secrets
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Philosopher's Stone        (Harry Potter, #1)","Rowling, J.K.",1408855658,9781408855652,1408855658,332        pp,4.47,"10,053,196","Jun 26, 1997","Sep 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Harry then did something that was both very brave and very stupid Nothing could ever compare with how my beloved magical darlings make me feel. I'm glHarry then did something that was both very brave and very stupid Nothing could ever compare with how my beloved magical darlings make me feel. I'm glad I didn't keep track of how many times rereading this made me shed a tear because the total would be embarrassing...more,Notes are private!,0,6,1,"Jul 31, 2017",Aug 2017,"Jul 31, 2017",,Paperback,view (with text),/book/show/22841994-harry-potter-and-the-philosopher-s-stone
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Importance of Being Earnest,"Wilde, Oscar",1517138663,9781517138660,1517138663,60        pp,4.17,"370,481","Feb 14, 1895","Aug 12, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"JACK: Oh, that is nonsense!ALGERNON: It isn't!JACK: Well, I won't argue about the matter. You always want to argue about things.ALGERNON: That is exacJACK: Oh, that is nonsense!ALGERNON: It isn't!JACK: Well, I won't argue about the matter. You always want to argue about things.ALGERNON: That is exactly what things were originally made for.i adore my hilarious gay dad oscar wilde and this hilarious gay playETA 08/10/2023: I never change, except for my affections....more",Notes are private!,0,4,2,"Aug 09, 2023Jul 07, 2017","Aug 10, 2023Jul 07, 2017","Jul 07, 2017",,Paperback,view (with text),/book/show/27471058-the-importance-of-being-earnest
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frankenstein,"Shelley, Mary",0141393394,9780141393391,0141393394,352        pp,3.87,"1,597,677",1818,"Oct 03, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"You throw a torch into a pile of buildings; and when they are consumed, you sit among the ruins, and lament the fall. Hypocritical fiend!WHAT A FANTASYou throw a torch into a pile of buildings; and when they are consumed, you sit among the ruins, and lament the fall. Hypocritical fiend!WHAT A FANTASTIC BOOK! I have lots of thoughts on this one. Warning for spoilers of a 100 year old book ahead.First and foremost, I went into reading this knowing basically nothing except the phrase I've seen a bunch of times, ""Knowledge is knowing Frankenstein is the doctor, but wisdom is knowing Frankenstein is the monster."" I'm gonna have to call bullshit on that one. I can understand reading the beginning of the monster's story and empathizing with him and his interest in life and beauty and family, but that all disappeared for me immediately upon his murder of William and subsequent actions. The way he confronted Frankenstein with an ultimatum that boiled down to ""I have the ability to be violent (as you've witnessed) or the ability to be gentle, and I will only choose gentleness if you do what I say"" is not only genuinely evil, but also something I have seen from men in both my personal history and world history that leaves me devoid of any sympathy for this monster whatsoever. That's the horror of this book, in my opinion, and it's only compounded upon by the people who can finish this book and say they sided with the monster. Frankenstein is a clueless idiot, but I related to him and maintained empathy for him throughout the novel. Definitely cannot say the same for the monster. Secondly, this book is a lot more fun than I was expecting. It definitely is about horror and murder and fear but also made me laugh out loud a good handful of times. Also I love my gay sea captain Robert Walton.Finally, I just have to love on Mary Shelley for a moment. She started writing this at NINETEEN YEARS OLD and literally invented the science fiction genre with this masterpiece. Her use of descriptive language is stunning and the format of the story (within a story within a story) is imaginative and captivating. Lots of love for my girl Wollstonecraft.to summarize: Mary Shelley is a genius and the monster is the monster....more",Notes are private!,0,7,1,"Jun 14, 2017","Jun 24, 2017","Jun 14, 2017",,Hardcover,view (with text),/book/show/18306732-frankenstein
