,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Karolyn's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
337,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Go Set a Watchman,"Lee, Harper",0062409859,9780062409850,0062409859,278        pp,3.31,"273,808","Jul 14, 2015","Jul 14, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"GO SET A WATCHMAN, by Harper Lee is an important book, and I urge every fan of To Kill A Mockingbird to read it. For anyone who has heard that the illGO SET A WATCHMAN, by Harper Lee is an important book, and I urge every fan of To Kill A Mockingbird to read it. For anyone who has heard that the illustrious, heroic Atticus Finch is portrayed as a racist here, and therefore refuses to read it, I say, Open your eyes to the bigger picture. For those who don't know this already, Go Set A Watchman was written BEFORE Mockingbird. As the story goes, young, eager Harper Lee presented GSaW to her editor who read it and, instead of having her rework it, she asked Harper for the story about what happened to Scout Finch as a child. That story became the Pulitzer Prize winning novel, To Kill A Mockingbird. In other words, if the manuscript of GSaW hadn't had so many problems, we might never have gotten To Kill A Mockingbird. Imagine ...GSaW takes place when twenty-six-year-old Scout (now called Jean Louise) Finch goes home to Maycomb, Georgia, for a two-week visit. She now lives and works in New York City, and has new eyes with which to see her backwards hometown. And what she sees horrifies her. What she sees is real, not the glossy-eyed, little-girl view of her righteous father. Yes, it's upsetting to everyone who also held Atticus Finch as the Good Man during the difficult racist years of the early 20th century in the South. But here's the thing ...GSaWatchman paints a truer picture. It tells us what was True in the 1950s in the South. Anyone who doesn't want the truth, the whole truth, is not being open-minded. The truth is important, even if it hurts. But exploring the bigger picture opens our eyes to issues that seem to be presenting themselves all over again with the tragedies happening in Syria and the entire Middle East. it's easy to draw parallels between the tensions between the blacks and whites in the South, and the ""potential"" Syrian immigrants today. That's one reason this book is important.As a stand alone book, Go Set A Watchman would probably not have been published today if it hadn't been written by The Harper Lee. It rambles, it's unfocused, and it switches between third-person and first-person without warning. Yet Lee's passion and potential ring out so clearly here that it's obvious she was destined to write an important novel—who knew it would be her first published book?Three Stars (if taken as a stand alone book)...more",Notes are private!,0,2,1,"Nov 11, 2015","Nov 17, 2015","May 30, 2015",,Hardcover,view (with text),/book/show/24817626-go-set-a-watchman
338,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mask        (Vanessa Michael Munroe, #5)","Stevens, Taylor*",0385348967,9780385348966,0385348967,352        pp,4.09,"1,511","Jun 30, 2015","Jun 30, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have read every one of Taylor Stevens' Vanessa Michael Munroe novels, and THE MASK is her best one yet. The story is focused and perplexing, and SteI have read every one of Taylor Stevens' Vanessa Michael Munroe novels, and THE MASK is her best one yet. The story is focused and perplexing, and Stevens' writing is terse yet smooth.For the uninitiated, Vanessa Michael Munroe is a tall, strong woman who can pass as a man when she so chooses. Michael, as she is then called, is an ""informationist"": she finds information for her clients. Her work is complicated, dangerous, and often violent—extremely violent. Munroe was raised in Africa by missionary parents and tortured as a young girl by evil men. She survived that childhood and now carries her anger, intuition, and survival skills with her. (Think female Jason Bourne.) The Mask takes place in Osaka, Japan, where Munroe has gone to visit her boyfriend, Miles Bradford. Bradford, a security contractor, is working for a tech company that suspects one of its employees of selling trade secrets. Soon Bradford is arrested (framed) for murdering one of the employees, and carted off to prison. Munroe must step in (as Michael) to determine who really killed the employee, and at the same time, she must determine who is selling the secrets because the two crimes are linked.Another reason I think The Mask is Stevens' best novel yet is that her character, the kick-ass, not-afraid-to-kill Vanessa Michael Munroe, has become more complicated. In The Informationist, Stevens' first novel, Munroe killed a lot of people. (Note: James Cameron's production company has bought the movie rights for all of Stevens' Munroe stories!) In this novel, Munroe has become less-eager to kill. She still does, but she now lets the minor bad guys live. Munroe has developed a conscious about killing, and does so only when absolutely necessary—when her life or another innocent person's life is on the line. One thing is sure: Stevens, and by extension Munroe, is brilliant. You have to stay focused when you read her novels. The story here is complicated, and the players numerous, but Stevens excels when she writes the most violent scenes. In those, you feel Munroe's pain, motivation, and rage. Stevens spent many unpleasant years in Japan herself, and the personal flavor she brings to this story comes blasting through.Five Unmasked Stars...more",Notes are private!,0,3,1,"Jul 04, 2015","Jul 14, 2015","May 30, 2015",,Hardcover,view (with text),/book/show/23308405-the-mask
339,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Summerlong,"Bakopoulos, Dean",0062321188,,,352        pp,3.39,"3,046","Jun 16, 2015","Jun 16, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"SUMMERLONG, by Dean Bakopoulos, is a great read. The story is poignant and weighty, but Bakopoulos has written it in a way that keeps it from being doSUMMERLONG, by Dean Bakopoulos, is a great read. The story is poignant and weighty, but Bakopoulos has written it in a way that keeps it from being downright sad or depressing. It felt a bit like a Shakespearean comedy in that the characters are so active we almost forget their world is imploding.Summerlong is the story of Don and Claire Lowry who live in Grinnell, Iowa (which happens to be just an hour down the road from me). Don Lowry is a realtor who has lost everything due to the Great Recession. Claire is a novelist—or rather, she wrote one novel ten years ago. In other words, both of them have hit rock bottom, and now their marriage is crumbling. One day Don Lowry (as he's called throughout the book) stumbles upon a young girl called ABC who has also hit rock bottom. Her lover died, and now she wants to die. That same night, Claire meets Charlie, a guy who has returned to this tiny Midwestern town to clear out his father's office. (Yes, Charlie, a failed actor, has hit rock bottom, too.) So Don Lowry and ABC start ""a thing,"" and Claire and Charlie start a thing. Oh, and Charlie and ABC start a thing. (read: varying levels of flirtation --> hooking up). They all smoke weed, and drink, and wander through the night, and skinny dip, and ... You get the picture. They're busy!What I liked best about this book is that the main characters seem real; they are really hurting, and they're finding ways to ease their pain. Anyone who's been through a bad breakup will relate. (Some of the minor characters seem less realistic.) We keep turning the pages because Bakopoulos gives us hope that Claire and Don might reconcile. Do they? Read the book to find out!Four Hot Hot Stars P.S. Did I mention there was a lot of sex?!...more",Notes are private!,0,2,1,"Jun 21, 2015","Jun 27, 2015","May 30, 2015",,Hardcover,view (with text),/book/show/23213831-summerlong
340,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dinner,"Koch, Herman",,,,310        pp,3.22,"162,297",2009,"Nov 05, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wow. Talk about psychotic characters! THE DINNER, by Herman Koch, is a story that grows more shocking and more disturbing the more you analyze it. KocWow. Talk about psychotic characters! THE DINNER, by Herman Koch, is a story that grows more shocking and more disturbing the more you analyze it. Koch (will someone PLEASE tell me how he pronounces his last name?!) weaves in details and backstories about his four main characters in the most distinct yet subtle way. I rank his story/character skills right up there with Patricia Highsmith and Kazou Ishiguro, two of my all-time favorites. Koch has a keen, cutting view of humanity; it is in turn, both honest and chilling.The Dinner is the story of two brothers and their wives who go out for dinner to discuss a situation their sons are involved in. (That's like calling a tiger a kitten. It's a pretty serious ""situation."") The adults' solutions are as diverse as North, South, East, and West. And at least two of the four suggestions will rip the tablecloth out from under your dinner plate. Koch adds another layer, though: the structure. The novel takes place over dinner, one single, elegant meal—plus quite a bit of backstory parsed out as slowly as the pompous waiter serves the meal. It starts with the Aperitif and continues through the Digestif. With each course, we learn a tiny bit more about each character, until it feels like Koch dumps a pot of stew on the table that splashes on the two couples and you, the reader. If you like shocking, disturbing, perfect stories, you will love this book.Five (Michelin) Stars...more",Notes are private!,0,2,1,"Oct 06, 2015","Oct 14, 2015","May 25, 2015",,Paperback,view (with text),/book/show/17878613-the-dinner
341,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Twelve Women in a Country Called America,"Cherry, Kelly",9781941209,,,unknown,4.38,8,"May 01, 2015","May 01, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kelly Cherry has created twelve characters so real one might think these are true tales of women she knows. In TWELVE WOMEN IN A COUNTRY CALLED AMERICKelly Cherry has created twelve characters so real one might think these are true tales of women she knows. In TWELVE WOMEN IN A COUNTRY CALLED AMERICA, each story is distinct, realistic, original, and powerful. Every story says something real about women, families, and life in general. The twelve women range from young to old, single to married, straight to gay, mothers to non-mothers, poor to wealthy, and on and on. And Cherry gets them all right. Of the twelve stories, I have my favorites, of course. ""Au Secours"" is about a wheelchair-bound woman who awaits her husband's return from prison—he shot her and left her paralyzed. It goes from sad to tragic in a very realistic way. ""The Starveling"" is another favorite. It tells the story of Calista, a woman whose mother left home when Calista was six. Now Calista must sort through her distorted definitions of love (motherly, and also romantic) in order to learn to love herself. But I underlined, dog-eared, and starred many passages in every story. Cherry, who has also published many books of poetry, has created beautiful phrases, poignant observations, and amazing insights. She is an excellent observer of humanity.As a disclaimer, this book was given to me pre-publication. (I was asked to read it to consider it for my book club; It would be an excellent choice!) But that does not alter my opinion; to be honest, I didn't expect to like it. I'm not a huge fan of short stories (I prefer epic novels), and I have no affinity for the South (I've never spent much time there). So for me to say I loved this book—and to give it five stars—means that it is truly a wonderful book. I highly recommend it.Five star-spangled Stars!...more",Notes are private!,0,1,1,"May 18, 2015","May 19, 2015","May 18, 2015",,Paperback,view (with text),/book/show/25511130-twelve-women-in-a-country-called-america
342,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Rosie Project        (Don Tillman, #1)","Simsion, Graeme*",1476729085,9781476729084,1476729085,292        pp,4.02,"556,331","Jan 30, 2013","Oct 01, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"THE ROSIE PROJECT, by Graeme Simsion is a delightful, entertaining book. It would be an excellent light-hearted choice for a book club because it doesTHE ROSIE PROJECT, by Graeme Simsion is a delightful, entertaining book. It would be an excellent light-hearted choice for a book club because it does have a serious and controversial overarching subject.This is the story of Don Tillman, a thirty-something geneticist with Asperger's Syndrome, though he doesn't recognize it in himself. Don is on a mission to find a wife, so he has created ""The Wife Project,"" a self-created online questionnaire for women so he will know if they are worth his time to take on a date. (Due to his Asperger's traits, his daily schedule is of utmost importance.) One day, a woman named Rosie walks into Don's office. He thinks she's there for the Wife Project and arranges for them to go out for dinner. Rosie is, predictably, the opposite of what Don has determined his ""perfect"" wife would be. He recognizes her as ""attractive,"" but he immediately dismisses her as a potential wife. Instead, they embark on the ""Father Project"" to find Rosie's true father (Rosie's now-deceased mother told her that she was the product of a fling). Though this book is very well written, it is predictable and counts on more than a few coincidences. That said, I really liked this book. Plus it's short enough to squeeze into a busy TBR list. I'd recommend it to men and women looking for a good read.Four (and a half) rosy stars....more",Notes are private!,0,2,1,"Mar 24, 2015","Mar 24, 2015","Mar 24, 2015",,Hardcover,view (with text),/book/show/16181775-the-rosie-project
343,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Discreet Hero,"Vargas Llosa, Mario",0374146748,9780374146740,0374146748,326        pp,3.76,"5,728",Jun 2013,"Mar 10, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2015",,Hardcover,view,/book/show/22237147-the-discreet-hero
344,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Likeness        (Dublin Murder Squad, #2)","French, Tana*",1440637539,9781440637537,,494        pp,4.06,"162,913","Jul 17, 2008","Jul 17, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book came highly recommended to me. I wish I had liked it as much as I thought I would. THE LIKENESS, Tana French's second ""Dublin Murder Squad"" This book came highly recommended to me. I wish I had liked it as much as I thought I would. THE LIKENESS, Tana French's second ""Dublin Murder Squad"" book, is captivating and entertaining, but upon critical , I found it lacking ... or at least, it didn't live up to my expectations.The premise behind The Likeness is this: A girl is found dead. Just so happens she looks exactly like a detective in the Dublin Murder Squad. (The first of many coincidences!) To find her killer, the lead detectives pretend the girl didn't die and send their detective in to live as the dead girl in hopes of freaking out the killer. If we can take the leap of faith that two strangers can really look that similar, then this is a great start. (In fact, there's an artist named Francois Brunelle who's doing a book of photographs of unrelated twins. It's freaky and fantastic, and helped me go with this premise.) But the story is so complicated that it's extremely confusing: the dead girl was actually pretending to be a fictitious girl that the detectives created years ago for another undercover case ... yeah, exactly. If it hadn't been explained to me in advance, I'm not sure I would have made it to page 50. There are also references to character names and police cases that may have been subjects in French's previous book (In the Woods), but I haven't read that and she didn't explain them well enough to make it clear. As I pushed on, I realized the premise is extremely similar to The Secret History, by Donna Tartt. One character ""infiltrates"" a group of intelligent but odd college students who have banded together in a creepy way. Then one of them dies and we watch the survivors implode. Great idea, but The Likeness felt to me like a watered down version of the phenomenal The Secret History. That said, French sprinkled in some wonderful truisms and observations on people and the world, and I highlighted many sentences that rang true to life. In the end, I felt this book was a hundred pages too long. Many scenes could have been eliminated or condensed to make the story more clear and powerful. If you like puzzles and are willing to suspend your disbelief, then you might like this book. I hope to read more of Tana French's work someday because I think she has a lot of talent (she just needs a better editor).(Three and a half, rounded up to, like, ...) Four Stars...more",Notes are private!,0,1,1,"Mar 13, 2015","Mar 24, 2015","Mar 13, 2015",,ebook,view (with text),/book/show/8145235-the-likeness
345,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nightingale,"Hannah, Kristin*",0312577222,9780312577223,0312577222,440        pp,4.62,"1,358,237","Oct 08, 2015","Feb 03, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"THE NIGHTINGALE, by Kristin Hannah, is a wonderful novel. Hannah paints the scenes, fills them with aromas, then leads the reader on a journey along wTHE NIGHTINGALE, by Kristin Hannah, is a wonderful novel. Hannah paints the scenes, fills them with aromas, then leads the reader on a journey along with the characters. The novel is ""appropriately"" heavy, yet it's a love story, too. It carries a gravitas I didn't expect.I didn't think I would like this book as much as I did. After recently reading All The Light We Cannot See, by Anthony Doerr, (also a book about innocent people in France during WWII) that won the Pulitzer Prize for fiction, I thought The Nightingale would pale in comparison. I can't say it was as good as Doerr's book, but it was beautiful and heartrending in its own way.The Nightingale is the story of two sisters: Vianne, the older, wiser, married sister; and Isabelle, the younger impetuous rebel. The girls' mother died when they were little, and their father, emotionally ruined from WWI and his wife's death, sent them away to be raised by others. They both have issues with him. Now, Isabelle wants to fight the Germans, so she joins the Resistance. But Vianne, a mother, wants to keep her head down, protect her children, and follow the new government no matter how much she must suffer for it. These characters (all the characters) and their actions and motivations ring true. As Vianne suffers the long, brutal winters with no heat and little food, my heart hurt for her. I cannot imagine the hell people suffered at the hands of the Nazis, but Hannah made me feel their pain. Isabelle may have outstretched reality a tad, but was valiant and brave and heroic all the same.Four (and a half) Stars...more",Notes are private!,0,2,1,"May 25, 2015","May 28, 2015","Feb 19, 2015",,Hardcover,view (with text),/book/show/21853621-the-nightingale
346,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Euphoria,"King, Lily*",0802122558,9780802122551,0802122558,256        pp,3.86,"92,600","Jun 03, 2014","Jun 03, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Feb 18, 2015","Feb 28, 2015","Feb 18, 2015",,Hardcover,view,/book/show/18467802-euphoria
347,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Buried Giant,"Ishiguro, Kazuo*",030727103X,9780307271037,030727103X,317        pp,3.57,"105,201","Mar 03, 2015",Mar 2015,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"THE BURIED GIANT, by Kazuo Ishiguro, is a multi-layered fable that takes place in rural England, circa 600 A.D. Ishiguro, one of my favorite authors, THE BURIED GIANT, by Kazuo Ishiguro, is a multi-layered fable that takes place in rural England, circa 600 A.D. Ishiguro, one of my favorite authors, tells the tale of an elderly British couple, Axl and Beatrice, who go in search of their long lost son. However, they can't remember much about him (or anything else for that matter) because Querig, a mystical she-dragon breathes a mist that has erased everyone's memory. Along their journey, they meet and are joined by three people: Edwin, an orphaned Saxon boy; Wistan, a Saxon warrior on ""an errand"" to slay the dragon; and an elderly knight named Gawain, also on a quest to destroy the dragon.Ishiguro writes in a beautiful voice (one of his best qualities), and thus this is literary fiction at its finest. The loving couple, Axl and Beatrice, though eager to find their son after all these years, realize that if Querig is indeed slain, they will be able to remember their worst memories as well as their best memories. But their love today is so strong they promise themselves they will not relive or rekindle their bad memories because whatever happened, at least they now know they made it back to each other. That's pretty sweet—but will they be able to keep that promise?On a broader level, we have the Saxons who, shortly before our story takes place, were vicious enemies of the Britons. Because of Querig's fog of forgetfulness, the two factions are now able to be friendly. But they too know if Querig is slain, there will be repercussions; their people will once again be on a rampage to slaughter each other and their women and children.Thus we have the story: Is it better to remember the past, and atone for our sins? Or is it better to forget and move on? Ah, an excellent discussion for a high-level book club! Ishiguro argues both sides of that question in this story. And he does it perfectly. Five Giant Stars...more",Notes are private!,0,4,1,not set,"Aug 16, 2015","Feb 07, 2015",,Hardcover,view (with text),/book/show/22522805-the-buried-giant
348,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl on the Train,"Hawkins, Paula*",1594633665,9781594633669,1594633665,336        pp,3.96,"2,942,856","Jan 13, 2015","Jan 13, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"THE GIRL ON THE TRAIN, by Paula Hawkins is a whodunit-beachread. If you want a mystery to devour, this is the book for you. If you liked Gone Girl, thTHE GIRL ON THE TRAIN, by Paula Hawkins is a whodunit-beachread. If you want a mystery to devour, this is the book for you. If you liked Gone Girl, this is the book for you. Because that's exactly what this is: Gone Girl fan fiction. I'm sure the use of the word ""Girl"" in the title was intentional. I won't say I disliked this book, but I will say it's derivative. Rachel is the girl who rides the train (to and from London) each day to a non-existant job. She was fired because she's an alcoholic. Perhaps Hawkins was trying to say something about the evils of alcohol, or perhaps she just needed an excuse to make the protagonist an unreliable narrator. Now, I like unreliable narrators, but Rachel's talk of acquiring/drinking/recovering from her alcoholic binges became tedious over the first fifty pages. It wasn't until page 54 (I read the ebook version) that this story got rolling. That's when Megan, the woman that Rachel ""stalks"" from her train window each day, went missing. What I liked best about The Girl On The Train was that I couldn't guess who was responsible for Megan's disappearance. A good whodunit has to keep the reader guessing—and this did! Hawkins also threw in a few poignant and insightful lines that I loved. My favorite was something ""Megan"" realized while in therapy: ""... the holes in your life are permanent. You have to grow around them, like tree roots around concrete ..."" I believe that to be true, yet I'd never thought of it that way.Unfortunately, I felt Rachel was an unrealistic character, even taking her alcoholism into account. She inserts herself into the mess of solving the crime (I imagine most alcoholics would be too self-centered to go to the trouble). She makes unrealistic decisions (like the idiots in horror movies; you get the picture) that totally frustrated me. But maybe I expect too much ...Three and a half Stars (rounded to four because I can recommend this to my friends who want an exciting book but aren't as critical as I am)....more",Notes are private!,0,2,1,"Feb 09, 2015","Feb 12, 2015","Feb 07, 2015",,Hardcover,view (with text),/book/show/22557272-the-girl-on-the-train
349,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Color of Water: A Black Man's Tribute to His White Mother,"McBride, James*",1573225789,9781573225786,1573225789,291        pp,4.13,"123,673",1995,"Feb 01, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's difficult to argue with a well-told memoir. It's not like we can fact check it, or argue with people's own feelings and memories. But I found no It's difficult to argue with a well-told memoir. It's not like we can fact check it, or argue with people's own feelings and memories. But I found no faults with THE COLOR OF WATER, by James McBride. His is an amazing story. Or, more accurately, The Color of Water is the story of McBride's remarkable mother. If this were a fictional tale, you'd swear it couldn't possibly be true.McBride's mother, Rachel Deborah Shilsky, aka Ruth McBride Jordan, was a white, Southern, Jewish woman who had twelve children from her marriages to two black men. Dennis McBride, her first husband and father of eight children, died of cancer just before James McBride was born. Ruth met Hunter Jordan shortly after Dennis's death. They married and had four more children. When James was fourteen, his step-father died of a stroke. Ruth was left with twelve biracial children and no money. So you know what she did? She kept herself together, kept her children focused on school and Christ (whom Ruth had found when she married her first husband), and got them all through college—all of them. They became doctors, professors, computer engineers, and at least one (James), a writer, who recently won the National Book Award for Fiction. Then Ruth earned a degree in Social Work from Temple University at age 65. The tragic tale of Ruth was told without sympathy, anger, or blame. McBride relayed his mother's story, juxtaposed with his own—so eloquently that it felt he was here, on my living room sofa, talking about his ""mommy,"" as he still calls her. The title comes from Ruth herself. When a young James began questioning his mother about race, she deflected his questions. When he asked what color God is, she replied, ""God doesn't have a color. God is the color of water. Water doesn't have a color."" Don't get me wrong, this is a sad story. The struggle, violence, racism, and hatred that Ruth and her children endured is heartbreaking. But it couldn't have been told any better than this.Five Colorful Stars...more",Notes are private!,0,7,1,Mar 2015,"Mar 10, 2015","Jan 28, 2015",,Paperback,view (with text),/book/show/29209.The_Color_of_Water
350,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Can't We Talk about Something More Pleasant?,"Chast, Roz",1608198065,9781608198061,1608198065,228        pp,4.15,"30,253","May 06, 2014","May 06, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is painfully honest. The fact that it's told as a graphic novel (read: comic book) makes it readable, even through the sadness. Because Roz This book is painfully honest. The fact that it's told as a graphic novel (read: comic book) makes it readable, even through the sadness. Because Roz Chast is a cartoonist for ""The New Yorker,"" to name one of many publications she has graced with her talent, it follows that her memoir would be a graphic novel. It's her ""voice,"" if you will.CAN'T WE TALK ABOUT SOMETHING MORE PLEASANT? is the story of the decline and death of Roz's parents. She has no siblings, so as her parents aged (they were married for 69 years), she was the only one to take care of them. As the children of Russian immigrants, her parents, George and Elizabeth, lived in Brooklyn. Fortunately, even as teachers they managed to save quite a bit of money. They both lived into their nineties and needed extensive care for the last few years of their lives. Elizabeth outlived her husband by two years and needed round-the-clock care for her final year. This story would be heartbreaking for any family, but the unique and excruciating element here is the fact that Roz did not have a happy childhood. Her parents (specifically her mother) were harsh. Elizabeth had a temper and she ran the show. Basically everyone was afraid of her. Roz could have sugar-coated the story, been sentimental and attempted to show her family in a rosy, Facebook glow, but she didn't. She was honest to the point of touching a nerve for anyone who has been in (or near) her shoes. Whether or not you've watched your parents age, requiring extensive medical treatment, you probably don't want to imagine the duty of having to bathe your ninety-year-old father. Or pay tens of thousands of dollars EVERY MONTH for their care home and nurses. These are the realities that Roz had to face. The most striking (for lack of a better word) situation that Roz relayed was concerning her mother (Page 176 in the hardback book). At that point, her mother had been in Hospice, essentially bedridden, with 24/7 care for several weeks. Roz was, naturally, mentally preparing for her mother's death. Then one day, Roz goes to visit her mother, and Elizabeth was sitting on the sofa, fully dressed and eating a tuna sandwich—all thanks to the help of a Jamaican nurse. To see her awake and revitalized was shocking, an emotional roller coaster. Roz admits how difficult it was adjust to her mother's resurgence, especially because these two were never close, never ""friends."" Instead, her decline stretched on for another year, thus draining Roz's emotional resources, her time with her family and work, and the funds her parents had saved. (If that sounds harsh to you, I imagine your parents are still young and healthy.)I read this book for my book club. I probably wouldn't have picked it up on my own for two reasons: first, because as the title states, this is not a pleasant subject; second, because my parents, specifically my mother, are now in their eighties and I can see the end approaching like a freight train in a tunnel. I don't want to think about their deaths. Worse yet (in my opinion) would be a slow, messy, amnestic death. But we don't get to choose. Bravo for Roz Chast for sharing her tale so honestly. In a way, she gives the rest of us permission to have conflicting emotions about the wild ride most of us will eventually have to take.Five weepy stars...more",Notes are private!,0,1,1,"Mar 24, 2015","Mar 28, 2015","Jan 28, 2015",,Hardcover,view (with text),/book/show/18594409-can-t-we-talk-about-something-more-pleasant
351,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Are Water,"Lamb, Wally*",0061941026,9780061941023,0061941026,561        pp,3.82,"52,791","Oct 22, 2013","Oct 22, 2013",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked one line from the last page of WE ARE WATER, by Wally Lamb: ""We are like water, aren't we? We can be fluid, flexible when we have to be. But sI liked one line from the last page of WE ARE WATER, by Wally Lamb: ""We are like water, aren't we? We can be fluid, flexible when we have to be. But strong and destructive, too ... Like water, we mostly follow the path of least resistance."" But that's it, that's the only thing in this entire book that I liked. I suppose I might have liked the original premise. I can imagine Lamb saying, ""I want to write a story about a mother who leaves her husband, the father of their three grown children, and marries a woman. I want to tell that story."" That could have been a good story, especially considering the woman is an artist who marries her art dealer. (As a former art dealer, I was eager for a dip back into those waters (no pun intended).)This is the first book of Lamb's that I've read so I don't know how it compares to his others. I ""assume"" they were different and much better because Oprah chose two of his previous books for her book club. However, I know this: This novel in five parts is told from the first person point of view of multiple characters in alternating narratives. There was quite a bit of ""stream of consciousness"" in the narrative which authors like Virginia Woolf did very well. These characters, though, came off as whiny idiots—especially the wife. Lamb made her sound like an eight-year-old with a mental disability. (That's as nice as I can state my true feelings.) He also failed the two daughters, especially the couple's youngest, Marissa. Is Lamb a misogynist?? The females were ridiculous, and he did marginally better with the male characters. Still, I EXTREMELY DISLIKED every character's dialogue, actions, reactions, motivations, and inner thoughts. This book was melodramatic to the point of being painful to read. The only reason I finished it is because I read it for my book club.One last point ... (This might be a spoiler, but I won't go into any details.) We find out through the course of the book that Annie, the wife, was sexually abused as a child. Lamb gives her abuser 50+ pages of his own, as he details the shitty life he had growing up. I imagine this was Lamb's acknowledgement that most pedophiles and rapists were also victims in their youth. BUT, the way Lamb delivers the abuser's story it comes across as if he's defending the man!! Like, Hey, readers, it's not really his fault. Look how life failed him first! Give me a bleeping break. One drop of a Star...more",Notes are private!,0,2,1,"Apr 18, 2015","Apr 26, 2015","Jan 28, 2015",,Hardcover,view (with text),/book/show/17349023-we-are-water
