,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Michele's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Caught Stealing        (Hank Thompson, #1)","Huston, Charlie",0345464788,9780345464781,0345464788,240        pp,4.03,"5,884",2004,"May 31, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This Cat Has Nine Lives I didn't know what I was getting into when I picked up this book. The title, Caught Stealing, at first suggested a crime storyThis Cat Has Nine Lives I didn't know what I was getting into when I picked up this book. The title, Caught Stealing, at first suggested a crime story; however, it was immediately clear that the subject of baseball is the string that gets the main character, Hank, through what is an extremely rough ten days in late September, 2000. And yes, there is crime involved. A lot of crime.This story is VERY well written. The writing is straightforward, conversational and quick. Even without the use of quotation marks or dialog attributions, I had no trouble following it. The writing is what got me to sit through seemingly endless gratuitous violence and the prolific use of the ""f-word,"" (which actually doesn't bother me). I believed this is indeed how each of the characters, Hank, his shaky neighbor, the rotten cop, all the thugs, and Hank's co-horts at the bar where he worked until the first beating got the best of him, spoke this way. In other words, the use of voice is dead-on. Audible. Further, it made me glad I don't hang around in such circles. I don't think Hank ever expected to find himself in this situation either, which makes him all the more likable. We sympathize with him from the start because of his lost dream of being a major league baseball player and then, because of the death of his friend, who died in a car accident when Hank was behind the wheel. It also doesn't hurt that he continually checks in with his parents. In spite of the reeking, bleeding, killing character he becomes, Charlie Huston has the reader rooting for him until the end.The baseball theme--and a fan's addiction to `his' team--is a clever ploy. (It ties in nicely with Hank's addiction to alcohol.) Bottom line: I simply had to keep turning pages to find out Hank's next move and whether or not his ""adopted"" cat, Bud, would make it through the ordeal as well. Ultimately, it seems the cat gets the most respect. ...more",Notes are private!,0,0,1,not set,Apr 2006,"Jun 27, 2007",,Paperback,view (with text),/book/show/21278.Caught_Stealing
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sloppy Firsts        (Jessica Darling, #1)","McCafferty, Megan*",0609807900,9780609807903,0609807900,298        pp,3.95,"35,795","Aug 28, 2001","Aug 28, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I Am Jessica Darling This story is not unique. I can be Jessica Darling. You can be Jessica Darling. Any 16-year-old girl in an American high school cI Am Jessica Darling This story is not unique. I can be Jessica Darling. You can be Jessica Darling. Any 16-year-old girl in an American high school can be Jessica Darling. In other words, this is relatable material, focusing on a year in the life of a young girl dealing with mostly typical teenage angst. Jessica Darling, a self-proclaimed brainiac, deals with her best friend moving away, and trying to fit in with a group of girls she dislikes. Meanwhile, she struggles with her mother, who is obsessively planning her older sister's wedding, with a sort-of boyfriend, and a head-game happy boy genius who stimulates her intellect and likes her ""as a friend.""Jessica is wise beyond her years and that appeals to me since I've been out of high school for a VERY long time. It made me wish I were that smart when I was a confused high school girl. Overall I found her take on the world quite entertaining. The writing is fast-paced, crisp, and funny. I'm not sure I'd let my daughters read this, due to the frank outlay of sex and drugs in the plot; however, for more mature readers, it's a bit of a romp into a juvenile, chick-lit world that made me think, ""been-there/done that."" ...more",Notes are private!,0,0,1,not set,May 2006,"Jun 27, 2007",,Paperback,view (with text),/book/show/138202.Sloppy_Firsts
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beautiful Lies        (Ridley Jones, #1)","Unger, Lisa*",0307336824,9780307336828,0307336824,400        pp,3.71,"16,702","Dec 05, 2006","Dec 05, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""The Universe Doesn't Like Secrets,""I truly enjoyed this book. It wasn't necessarily about the story, although I was riveted, and compelled to turn pa""The Universe Doesn't Like Secrets,""I truly enjoyed this book. It wasn't necessarily about the story, although I was riveted, and compelled to turn pages to learn the outcome. Plain and simple, it was about the writing. Lisa Unger's style is refreshing and original. I felt like she, through the voice of her protagonist, was in the room with me, telling me this story.Beautiful Lies is a first-person account of a young woman named Ridley Jones, who contemplates a single act, and the events leading up to this act, that change her life forever. She became a momentary celebrity after saving a child from being hit by a car. Because her heroic and selfless deed was inadvertently videotaped, the world witnessed it on local and even national television, and her exposure enabled the truth of her identity to be exposed as well.Throughout the tale, Unger/Jones ""talks"" to her reader. ""I know what you're thinking,"" she often writes. At first I found this a little annoying, but ultimately, I had to admit in each case, she did know what I was thinking. She had me that hooked. Throughout the story, she interjects little gems of wisdom regarding family dynamics where her parents and brother (her biological parents and biological brother???) are concerned, which had me nodding my head and saying ""yes!"" One of my favorite lines in the book is: ""It's strange how memory gets twisted and pulled like taffy in its retelling, how a single event can mean something different to everyone present."" Ultimately, the mysteries are revealed and all the characters--particularly the parents, the mysterious uncle, drug-addict brother, sexy man upstairs, ex-boyfriend and his mother, and the mob-linked laywer--are relevant and satisfying.This is a great, fast read and I recommend it for readers who appreciate good story telling and down to earth characters. ...more",Notes are private!,0,0,1,not set,May 2006,"Jun 27, 2007",,Paperback,view (with text),/book/show/171109.Beautiful_Lies
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Memory of Running,"McLarty, Ron",0143036688,9780143036685,0143036688,384        pp,3.76,"12,523","Dec 29, 2004","Dec 27, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fat Man Riding This is a strange story. Told in first person by a loner named Smithy Ide, I had to start and stop and start and stop a number of timesFat Man Riding This is a strange story. Told in first person by a loner named Smithy Ide, I had to start and stop and start and stop a number of times before admitting I was hooked. And at that point, I read voraciously, eager to learn the outcome of his odd, yet poignant adventure. I enjoyed it primarily because it is unique and well written.That said, there are a lot of reasons to dislike the protagonist. He introduces himself as an obese alcoholic, who in a drunken haze walks rather than runs the reader through the unexpected deaths of his seemingly provincial parents. When he learns of the death of his schizophrenic sister, Bethany, shortly after losing his parents, he takes off on a cross-country bicycle trip--from Rhode Island to Los Angeles--on a mission to collect or tend to his sister's remains. Through his adventure, which includes a few bizarre twists and turn along the road, the format goes back and forth, alternating time lines between the present and the past, with Bethany and her illness and antics always as a focus.Smithy made quite an impression on me. Ultimately he is likeable--even lovable--and I won't forget this tale for quite some time....more",Notes are private!,0,1,1,not set,May 2006,"Jun 27, 2007",,Paperback,view (with text),/book/show/112147.The_Memory_of_Running
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Life Laughs: The Naked Truth About Motherhood, Marriage, and Moving On","McCarthy, Jenny",0452288290,9780452288294,0452288290,215        pp,3.81,"3,019",2006,"Mar 27, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Girls Night Out Like the author, Jenny McCarthy, I was also raised Catholic in a Chicago suburb and attended Southern Illinois University. This is whaGirls Night Out Like the author, Jenny McCarthy, I was also raised Catholic in a Chicago suburb and attended Southern Illinois University. This is what compelled me to read Life Laughs, her third book. She starts out the essay collection with a warning, preparing readers for her ""honesty,"" as she discusses a variety of personal topics in a brash, ""crude, raw, and sometimes dirty"" manner. Truly, it's an honest description of her simple, conversational writing.The first three quarters of the column-like compositions focus on marriage, and there are several woman vs. man scenarios typical to new relationships. As the marriage ages, the child is born, body parts start to sag, and then one day she rolls over in bed ""and saw a nose with hair sticking out that was snoring with some pretty bad morning breath."" There's no linear pattern to the collection, it's sort of random and all over the place, as Jenny goes places others fear to tread. Not knowing what to expect on the next page (a page that might include a caricature of Jenny falling into a toilet) added to the entertainment.Throughout the hour or so it took me to read this bawdy little book, I felt like I was out for drinks with my funniest friends (it wasn't the book club, but definitely the bunco group) and even though I laughed out loud a few times, I have to admit, this gal also managed to bring out my inner prude. ""Life Laughs,"" by Jenny McCarthy is for 30-something women the way ""I Feel Bad About My Neck,"" by Nora Ephron is for 50-something women. She reminds us of the importance of laughing at ourselves, and she's willing to bare it all--even a seeming underlying pain--to do so. ...more",Notes are private!,0,2,1,not set,Nov 2006,"Jun 27, 2007",,Paperback,view (with text),/book/show/46483.Life_Laughs
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sitting Swing: Finding Wisdom to Know the Difference,"Watson, Irene*",1932690670,9781932690675,1932690670,248        pp,4.50,32,"Oct 28, 2005","Jul 16, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For Everyone Who Enjoys Reading Well-Written Memoirs Irene Watson pours out her heart in this very poignant and honest account of her childhood. The wFor Everyone Who Enjoys Reading Well-Written Memoirs Irene Watson pours out her heart in this very poignant and honest account of her childhood. The writing is conversational, easy to read and very descriptive. She takes you by the hand and leads you through the early years growing up as a child of Ukrainian immigrants who settled in Alberta, Canada. Dirt poor and sheltered, Irene was shy primarily because she didn't speak or understand English and her primary exposure to the outside world prior to going to public school was what her mother, grieving over the loss of her first baby, and a few bullying cousins had to teach her. For example, for the longest time she believed women found their babies under trees. After making an exhaustive search under every tree in the area, upon further investigation, her mother told her babies were ""coughed out."" Little Irene coughed herself hoarse for trying to get a baby brother or sister to keep her company. Those are the light moments of The Sitting Swing. The heavier moments, including her mother's physical punishments and her father's neglect, leave scars, which obviously carry through to Irene's adult life.As an adult, Irene enters a rehab facility known as Avalon. It's a 28-day program recommended by ""her friends,"" and through her recollection, she discovers why she went there beyond trying to figure out if she should stay in her marriage. Details of counseling sessions are clear and again, her honesty shines through . . . the author is not afraid to spell out her mistakes or shortcomings on her road to healing. Several typos and what I feel is one missing chapter about life with her husband prior to enrolling at Avalon notwithstanding, I recommend this book to all fans of memoirs. Irene Watson's story will stay with me for a long time....more",Notes are private!,0,0,1,not set,Apr 2007,"Jun 27, 2007",,Paperback,view (with text),/book/show/4386504-the-sitting-swing
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Godless: The Church of Liberalism,"Coulter, Ann",1400054206,9781400054206,1400054206,320        pp,3.32,"2,962",2006,2006,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Ann Coulter is the Devil,Notes are private!,0,88,1,not set,not set,"Jun 27, 2007",,Hardcover,view (with text),/book/show/4042.Godless
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wake-Up Call: The Political Education of a 9/11 Widow,"Breitweiser, Kristen",0446579327,9780446579322,0446579327,287        pp,3.93,179,2006,"Sep 06, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Complacent Housewife. Activist Widow I believe Kristen Breitweiser's account of her life following 9/11 is very aptly named, Wake-Up Call: The PoliticComplacent Housewife. Activist Widow I believe Kristen Breitweiser's account of her life following 9/11 is very aptly named, Wake-Up Call: The Political Education of a 9/11 Widow. In this straightforward and easy-to-read book, she reveals not only who she is and where she came from, but also her focused and driven reasons for maintaining a position in the public eye. It hasn't been for fame, money or glory. It has been to get to the bottom of how and why the terrorist attacks on 9/11 happened and how to prevent them from happening again. Through raw pain and unspeakable grief caused by the murder of her husband, she shares her love story and her motives. One can't help but admire her for her courage, strength, intelligence, endurance, and most importantly, her honesty.This book is extremely informative about the steps leading to the formation of the 9/11 Commission and the mire of political red tape Breitweiser and her partners, ""the Jersey Girls,"" a group of 9/11 widows, faced when dealing with Washington insiders. This account is refreshing because it's clear from the beginning that Breitweiser had no political agenda. She addresses conservative criticism labeling her a ""Democratic Operative,"" by indicating that (with a few exceptions) it was mostly the White House and the Republicans stonewalling her efforts to have the Commission formed. She only began campaigning for Kerry after she came to believe that the current administration did not seem to agree or act upon her number one priority: Forming the Commission and then instigating its recommendations. Prior to her husband's death, aside from voting, she wasn't the least bit politically active. She, like many complacent housewives, voted the way her husband voted. Her introduction to Washington politics and the ensuing education she attained helped assuage her grief and fight for a higher cause--the cause of keeping not only her young daughter, but ALL Americans safe(r) from terrorist attacks. I believe the citizens of this country, especially all the comfortable wives and mothers out there who believe they are insulated and secure, owe her a debt of gratitude for her efforts. ...more",Notes are private!,0,1,1,not set,Sep 2006,"Jun 27, 2007",,Hardcover,view (with text),/book/show/635360.Wake_Up_Call
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Odd Girl Out: The Hidden Culture of Aggression in Girls,"Simmons, Rachel*",0156027348,9780156027342,0156027348,301        pp,3.85,"5,093",2002,"Apr 01, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Girls Need To Make Peace With Conflict I found this book, ""Odd Girl Out,"" not only helpful but also cathartic. It answered a lot of current questions Girls Need To Make Peace With Conflict I found this book, ""Odd Girl Out,"" not only helpful but also cathartic. It answered a lot of current questions I have about raising an adolescent daughter by enabling me to go back and visit my own youth and remind me of my own experiences. This book illustrates how easy it is for mothers raising daughters to live vicariously through them and see how it brings out old fears and insecurities. It was a re-education.The research is presented in a personal and highly readable manner and it has the potential to arm parents with valuable information about typical behavior of American schoolgirls. Author Rachel Simmons gives readers language to understand our daughters' struggles. Further, she gives us permission to not treat adolescent bullying as a trivial matter. She names physical signs apparent in bullied girls, which is useful because so often girls' aggression is often subtle and hard to detect. It can go unnoticed by teachers and unaddressed by parents; however, it can scar our girls in life-altering ways.Recommend for all parents, but particularly for mothers, teachers and school counselors. ...more",Notes are private!,0,1,1,not set,Sep 2006,"Jun 27, 2007",,Paperback,view (with text),/book/show/25357.Odd_Girl_Out
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Sister's Bones,"Hanauer, Cathi",0385317042,9780385317047,0385317042,272        pp,3.67,987,1996,"Dec 01, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I devoured this book It's been a long time since I've picked up a book and read non-stop the way I read My Sister's Bones by Cathi Hanauer. There are I devoured this book It's been a long time since I've picked up a book and read non-stop the way I read My Sister's Bones by Cathi Hanauer. There are so many things I liked about it, but it was primarily the excellent, utterly readable writing. There is nothing excessive--each word counts in this first person story of Billie Weinstein and her struggle through family life as a sixteen year old girl. I assume this story takes place in the 1970s, given all the references, yet because it is written in first person and doesn't give off even a trace of nostalgia, I had the feeling that I was in the same room as Billie as she told her tale in present tense.Billie's beautiful and intelligent older sister, Cassie, suffers from anorexia. Hanauer expertly details the emotions brought on by this disease on behalf of each of the family members: Billie's fear for her sister, her parents' denial and debate over treatment, and Cassie's deterioration. But this is not Cassie's story. This is Billie's story and it's about so much more than her sister's anorexia. Billie is a rather typical suburban teenager, coping not only with her sister's illness, but also with pressure from her parents to do well on the SAT test, learning how to drive, dealing with a popular boyfriend who wants more from her than she's willing to give, and a best friend with a colorful family who simply disappears one day . . .One can't help but fall in love with Billie. I thoroughly enjoyed reading her story and because of Hanauer's talent for storytelling, I look forward to reading more of her work....more",Notes are private!,0,6,1,not set,Jul 2006,"Jun 27, 2007",,Paperback,view (with text),/book/show/488253.My_Sister_s_Bones
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bitch in the House: 26 Women Tell the Truth About Sex, Solitude, Work, Motherhood, and Marriage","Hanauer, Cathi",0060936460,9780060936464,0060936460,292        pp,3.52,"3,292","Sep 17, 2002","Aug 28, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 27, 2007",,Paperback,view,/book/show/347954.The_Bitch_in_the_House
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sweet Ruin,"Hanauer, Cathi",074327735X,9780743277358,074327735X,352        pp,3.37,938,2006,"Jun 05, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not a Desperate, but a Pathetic Housewife I wanted to like this book. I think Cathi Hanauer is a very talented writer with a keen eye for detail and aNot a Desperate, but a Pathetic Housewife I wanted to like this book. I think Cathi Hanauer is a very talented writer with a keen eye for detail and a conversational tone that allows you to know her characters and feel like you're chatting with them over a cup of coffee (or pitcher of margaritas). BUT . . . I had a hard time sinking my teeth into this story. The main character, Elayna Leopold, is an educated New Jersey housewife and mother of a precocious six-year-old. She is on the threshold of middle age, and struggles with her attraction to the boy-next-door-type character, who turns her head and seduces her with a potter's wheel. (I had a hard time NOT envisioning Demi Moore and Patrick Swayze in ""Ghost,"" during this scene).There's a lot to this book--primarily a story premise that made me buy it. (That and because I loved her first novel, ""My Sister's Bones."") At once, there's sympathy for Elayna because we learn her baby boy has died and she's just coming into the acceptance stage of her grief. The problem is, we never get to truly feel her pain, and hence forgive her for her pathetic actions in pursuing the young hunk across the street----not to mention her stereotypical feelings of abandonment due to her lawyer husband's preoccupation with a death row case. Her character is shaped somewhat by the appearances of her sister----who suggests they were maltreated by their philandering, photographer father----and her best friend and former college roommate, Celeste, the I-Am-Independent-New York-Woman-just-let-me-prove-I-don't-need-to-be-married-but-sleep-with-a-married-man kind of character. But there's not enough of these characters, in my opinion, and instead we spend far too much time in Elayna's head as she struggles with her moral decisions and everyday routines.Read it for Hanauer's descriptive and, at times, lyrical prose, and occasional pearls of wisdom regarding mundane, suburban life. But unless you like the desperate housewives plot line, don't expect to be riveted by the story. ...more",Notes are private!,0,0,1,not set,Jul 2006,"Jun 27, 2007",,Paperback,view (with text),/book/show/747558.Sweet_Ruin
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Star Lake Saloon and Housekeeping Cottages: A Novel,"Rath, Sara Lindsay*",0299215245,9780299215248,0299215245,334        pp,3.33,271,"Jul 20, 2005","Apr 26, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A Taste of the Northwoods Star Lake Saloon and Housekeeping Cottages appealed to me for many reasons, not the least is that I happen to be the owner oA Taste of the Northwoods Star Lake Saloon and Housekeeping Cottages appealed to me for many reasons, not the least is that I happen to be the owner of a Northwoods Housekeeping resort and could relate to the main character, Hannah, on several levels. I enjoyed reading Sara Rath's descriptions of Star Lake, the broken down lodge and cabins, the look of the lake, the smell of the pines. She captures the essence of Northern Wisconsin beautifully. What troubled me about this story, however, is that I never felt a strong sense of empathy for the main character, Hannah Swann. To me, she wants to be a confident take-charge woman, spokesperson for an important cause, but nearly everything she does, she does reluctantly. It was hard to get behind her and cheer her on.Hannah is a poetry instructor from Madison, Wisconsin, who also writes documentary films. Apparently educated and sophisticated, she is nevertheless having an odd affair with a married man, a ""malacologist,"" which, I learned, is someone involved in the ""scientific study of mollusks."" His name is Tyler and while his occupation ultimately plays a role in the story, what stands out is his awkward sexual dysfunction, and a couple of sex scenes that almost made me throw the book aside. Most of the other secondary characters are flat and predictable. They include Hannah's daughter, Chloe, a vegetarian with a pierced nose, who is a political activist, and her trusty, but never fleshed-out boyfriend, Eric. Dan Kerry, Hannah's rugged, fishing guide/flannel shirt wearing love interest, and a sleazy lawyer, the villain named Denny. Hannah's mother, Lily, is nosy, self-centered and highly critical of her daughter. On the other hand, the one character who does stand out is the feisty Ginger, saloon barkeep, who is a tell-it-like-it is kind of gal, who not only puts Hannah in her place, but offers a true and entertaining Northwoods vernacular. Whenever Ginger is in the room, it's a guaranteed entertaining read.There is little mystery involved with the plot of the underhanded mining company supporters trying to take over her newly inherited land and much of what happens is highly predictable and contrived. It's a quick read, the writing is average and I recommend this book to readers who want to get a taste of the great Northwoods. Three and a half stars.Oh, and by the way, GREAT cover art. Hats off to the graphic designer. ...more",Notes are private!,0,1,1,not set,Aug 2006,"Jun 27, 2007",,Paperback,view (with text),/book/show/1354452.Star_Lake_Saloon_and_Housekeeping_Cottages
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Discomfort Zone: A Personal History,"Franzen, Jonathan",0374299196,9780374299194,0374299196,195        pp,3.41,"6,381",2006,"Sep 05, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A Mixed BagI believe Jonathan Franzen fans will be both delighted and disappointed with this collection, The Discomfort Zone. It starts out very stronA Mixed BagI believe Jonathan Franzen fans will be both delighted and disappointed with this collection, The Discomfort Zone. It starts out very strong, showing off Franzen's remarkable vocabulary, storytelling ability, and his disregard for political-correctness. In a piece called, ""House for Sale,"" Franzen tells what it feels like to take on the chore of emptying and selling what was his childhood home. Anyone who has faced the death of a parent and has undergone this emotional task will relate to his musings, admissions, and actions. We get to know his mother in this opening tale and soon learn she is a central figure throughout the collection. At first her controlling nature seems relatively benign, when we learn she's written the classified ad meant to showoff her home--her most successful investment--in the best light. Having done extensive research on her St. Louis-area neighborhood prior to her death, she even suggests an asking price. Franzen uses this story to kick-off a theme, where he comes off as a continual disappointment to his strict, provincial parents and shows how his mother's ""strong opinions"" have deeply affected his life.The second entry, ""Two Ponies,"" focuses on ""Peanuts"" cartoon creator Charles Schulz, and how Franzen related (or didn't relate) to the characters. He also relates to Schulz himself, particularly because of Schulz's feelings as an outsider while growing up. Additionally, I believe he admired Schulz for holding a grudge regarding his disdain for the label ""Peanuts"" placed upon his life's work. What I liked about ""Two Ponies,"" is that I grew up reading this comic strip and could therefore relate to Franzen's story, and I liked the way the writing comes full circle.Unfortunately, for me the collection goes downhill from there. Long passages about a Fellowship church camp and its youth minister, ""Mutton"" . . . a tale about his high school ""gang"" attempting acts of vandalism, and too much German (translations included) during a semester abroad, seem to be written more for himself and the characters he portrays than the general public.Finally, with ""My Bird Problem,"" Franzen is back on track. He offers political and personal takes on global warming, our country's energy policy, along with intimate revelations about his marriage and an ensuing relationship, and ultimately his passion for birding and what it has taught him about himself . . . and his mother.Readable in one day. ...more",Notes are private!,0,8,1,not set,Sep 2006,"Jun 27, 2007",,Hardcover,view (with text),/book/show/24920.The_Discomfort_Zone
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Bright Ideas,"Kring, Sandra*",0385338147,9780385338141,0385338147,309        pp,3.99,"6,926","Jan 01, 2006","May 30, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Bright AND Beautiful I realize it's an overused phrase, ""I couldn't put it down,"" however, if any book deserves to be described in this manner, it's tBright AND Beautiful I realize it's an overused phrase, ""I couldn't put it down,"" however, if any book deserves to be described in this manner, it's this charming and beautifully-written story called The Book of Bright Ideas. I picked it up because of the cover art, a little blond girl with a tutu and a tiara, and I liked the idea of reading about friendship. And that's exactly what this story is about. It's about a friendship not only between the nine-year-old narrator, ""Button,"" and a little girl named Winnalee, but also between the women in their lives, the exotic and wild Freeda, the conservative and self-loathing Jewel, and the lovable and joyful Aunt Verdella. I found the voice of the narrator captivating and consistent, so pure in spirit--dripping with innocence--that I was completely engrossed in her story of the summer Freeda and Winnalee showed up in their small Wisconsin town.The characters and the relationships are complicated and intriguing. Winnalee, a gypsy of a girl obsessed with fairies, dress-up clothes, and the urn holding the ashes of her ""Ma,"" carries around a display book of blank pages with the title ""Great Expectations,"" in which she records bright ideas as they come to her. She numbers them and has a goal to reach 100 bright ideas, believing this magical number will allow her to know all the secrets of life. When she moves into Button's dead grandmother's house, Winnalee becomes Button's best friend and allows Button to add ideas to the book as they come to her. The ideas are never random, but always based on a personal experience and refreshingly down to earth and amusing. For example, ""Bright Idea #90: After you play beauty shop, your husband might say you look like a beauty queen, or he might just ask you where the Phillips screwdriver is. Either way, it doesn't matter, as long as your new hair makes you think nice things about yourself."" I found myself devouring each chapter and particularly looking forward to the next bright idea.I loved this book. ...more",Notes are private!,0,8,1,not set,Sep 2006,"Jun 27, 2007",,Paperback,view (with text),/book/show/232251.The_Book_of_Bright_Ideas
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Numbers,"Larsen, Judy Merrill*",034548536X,9780345485366,034548536X,269        pp,3.91,759,"Jan 01, 2006","Jul 25, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This Book Should Come With a Warning Reader, beware. All the Numbers, a well-written novel by author Judy Merrill Larsen, should be read with a note oThis Book Should Come With a Warning Reader, beware. All the Numbers, a well-written novel by author Judy Merrill Larsen, should be read with a note of caution. The author evokes such a sense of pure grief that one cannot help but experience the death of an 11-year old boy named James. I truly felt his mother's pain.I bought this book after reading a  in the Lakeland Times newspaper, a twice weekly paper serving northern Wisconsin, where local lakes are enjoyed by vacationers, including swimmers and jet-skiers. Because my two young children swim in front of our dock (in shallow water) on a daily basis, I believed this story would hold some relevance. It certainly did. This novel is many things, but for me, it's primarily a cautionary tale.All the Numbers is indeed well written and a very quick read, even though much of the plot is driven by the mundane day-to-day musings of Ellen Banks, the mother. Every excruciating detail of each character's actions and each of her thoughts is laid bare. If you've ever wondered what it feels like to lose a child, or want to try to understand the anger and sadness of a mother going through such a loss, the all-encompassing grief expressed in these pages captures these emotions. I felt much of the story was predictable and at times, a bit like a steady ""heart line"" monitor that Ellen, a high school writing teacher, ironically uses as a metaphor about creating fiction without rising action; however, I cried real tears on the last page.The story will stay with me for a long time. Well done. ...more",Notes are private!,0,3,1,not set,Aug 2006,"Jun 26, 2007",,Paperback,view (with text),/book/show/683967.All_the_Numbers
