,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Ioana's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ecliptic,"Wood, Benjamin*",1594206864,9781594206863,1594206864,480        pp,3.83,"1,124","Jul 02, 2015","May 03, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2016",,Hardcover,view,/book/show/26068114-the-ecliptic
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Hero of France        (Night Soldiers, #14)","Furst, Alan",0812996496,9780812996494,0812996496,234        pp,3.72,"5,938","May 31, 2016","May 31, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A Hero of France broke my heart. Never before have I been so fully let down by a (used-to-be) favorite author. Night Soldiers blew me away as probablyA Hero of France broke my heart. Never before have I been so fully let down by a (used-to-be) favorite author. Night Soldiers blew me away as probably the most elegant, dark, subtle, historically detailed, and intellectual ""spy"" novel I'd ever encountered (I don't even like to describe it as a ""spy"" thriller because Night Soldiers is not genre fiction, but absolutely brilliant noir-historical WW2 literary fiction). I've read some others in the series, and loved them all (the last was #9, The Foreign Correspondent).I couldn't believe this book was written by Furst; some developments from #1 to #14:* all nuance has been obliterated in favor of simplistic moralizing and reeking explicitness* lyrical, well composed prose has given way to a direct, factual-reporting style* sex and nudity have been shoved in for purposes of titillation only, in ways that add nothing to the plot or characterizations* the realistic gritty-noir moody tone has been replaced by that of a commercial, superficial action-thriller One dimension I was not disappointed by was Furst's attention to historical detail and portrayal of aspects of WW2 I don't read much about in fiction (in this installment, the story is about the French resistance movement which helped stranded British pilots make it back to GB through an 'underground railroad' network). For the history lesson, one additional star.I received my copy of this book through the publisher via Netgalley. All opinions are solely my own....more",Notes are private!,0,73,1,"May 28, 2016","May 31, 2016","Apr 17, 2016",,Hardcover,view (with text),/book/show/27876488-a-hero-of-france
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Warp,"Grossman, Lev*",125009237X,9781250092373,125009237X,192        pp,2.50,"1,252",Nov 1997,"Sep 20, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2016",,Paperback,view,/book/show/28220689-warp
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The One-in-a-Million Boy,"Wood, Monica",054461707X,9780544617070,054461707X,323        pp,4.09,"35,365","Apr 05, 2016","Apr 05, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2016",,Hardcover,view,/book/show/25897890-the-one-in-a-million-boy
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,June,"Beverly-Whittemore, Miranda*",0553447688,9780553447682,0553447688,379        pp,3.74,"3,472","May 31, 2016","May 31, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2016",,Hardcover,view,/book/show/26236800-june
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before the Fall,"Hawley, Noah*",1455561789,9781455561780,1455561789,391        pp,3.72,"127,412","May 31, 2016","May 31, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Before the Fall captures the spirit of 'beach reading' perfectly: a feel-good, semi-philosophical, mysterious ""page-turner"" about an event that I'm suBefore the Fall captures the spirit of 'beach reading' perfectly: a feel-good, semi-philosophical, mysterious ""page-turner"" about an event that I'm sure horrifies most people: a plane crash. A story that titillates and keeps the reader engaged through an atmosphere saturated with all the predictable pleasure-pain triggers: the devastation wrecked by tragedy; the ambiguity and uncertainty of love; the thirst for money and power; the journey into finding personal meaning in a chaotic, senseless world.The story begins with the crash of a small private jet; on board: two monied families (a media company exec and a financial giant), flight crew, security, and an artist, invited last-minute by one of the wives). All perish upon impact into the Atlantic except the artist and the 4-year old son of the media executive; through a series of coincidences (or good fortune, or luck, or fate) the artist, a former swimmer, is able to find their way back to land. He is hailed as hero (he saved the boy! he swam for miles in the dark!) or possibly a traitor or criminal (how did he escape? why was he on the plane?)Overall, Before the Fall is an entertaining read, a thriller in the vein of books that I definitely need once in a while to unwind from the demands of life and adulthood. It's also well written and much more thoughtful than others in the genre. Still, I did not always find this book compelling or interesting in any unique way. (Some thrillers that fall into the 4-to-5-star category for me are anything by Michael Crichton or Michael Connolly). As I tried thinking of ways to capture its essence for this , my overwhelming reaction was, just, ""eh."" It was definitely fun, but I didn’t care much about it while I was reading; it was analgesic in effect, not spurring any great emotions or excited realizations.Usually my s are born in some extreme passionate and personal reaction - I read as a form of meditation, and see s as a mirror into my/the er's heart, as much that at least as an appraisal of the work itself. This  is difficult to write because I have 0 feelings about Before the Fall-I am completely agnostic. Still, I know this isn't extremely (at all?) helpful to anyone reading this, so here’s an attempt at articulating some aspects that did not work for me:* I did not find the meta-structure of the novel to be cohesive; the story did not seem to be threaded in a narrative, holistic way. For example, we have an omniscient narrator; segments of the book jump randomly back and forth in time, and we know what people were doing and thinking before the crash, in a way that isn’t connected to anything going on in the present. Take Memento, the famous movie that popularized this unfurling backwards of a storyline- events in this case are connected through this guy's memory; in Before the Fall, there is no reason why we all of a sudden are presented with a past conversation-just random ""God"" moments.* There was an overabundance of pontification. 50% of this novel consists of Hawley’s omniscient narrator making philosophical proclamations such as: “Once anointed a hero by your fellow man, you lose the right to privacy. You become an object, stripped of some unquantifiable humanity, as if you have won a cosmic lottery and woke one day to find yourself a minor deity.” While I may agree on most of these insertions, I don’t much care for fiction books that predominately tell over showing.* Hawley’s world is not one I inhabit, or one I think or read much about-that of celebrities, financial gurus, artists, money, power and feel-good, fairy-tale endings. Basically, it felt a bit too Hollywood for my taste: all-ritzy/red-carpet/starving-artist-with-wealthy-patron/world-of-private-jets… (at times I couldn't help but wonder if this was written with the aim of a screenplay?)I received a copy from the publisher via Netgalley. All opinions are my own....more",Notes are private!,0,31,1,"Jun 08, 2016","Jun 16, 2016","Apr 17, 2016",,Hardcover,view (with text),/book/show/26245850-before-the-fall
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Travelers,"Pavone, Chris*",0385348487,9780385348485,0385348487,433        pp,3.61,"7,095","Mar 08, 2016","Mar 08, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2016",,Hardcover,view,/book/show/25731543-the-travelers
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Painted Girls,"Buchanan, Cathy Marie*",1594632294,9781594632297,1594632294,397        pp,3.61,"35,656","Dec 18, 2012","Feb 04, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2016",,Paperback,view,/book/show/18114227-the-painted-girls
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The City of Mirrors        (The Passage, #3)","Cronin, Justin*",034550500X,9780345505002,034550500X,602        pp,4.21,"56,534","May 24, 2016","May 24, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 17, 2016",,Hardcover,view,/book/show/26891429-the-city-of-mirrors
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seveneves,"Stephenson, Neal*",0062334514,9780062334510,0062334514,867        pp,4.00,"115,496","May 19, 2015","May 17, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 17, 2016",,Paperback,view,/book/show/26198846-seveneves
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Spool of Blue Thread,"Tyler, Anne*",0553394398,9780553394399,0553394398,368        pp,3.44,"94,611","Feb 10, 2015","Apr 26, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2016",,Paperback,view,/book/show/28814772-a-spool-of-blue-thread
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Red Rising        (Red Rising, #1)","Brown, Pierce*",,,,416        pp,4.27,"433,043","Jan 28, 2014","Jul 15, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 17, 2016",,Paperback,view,/book/show/20766595-red-rising
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Forbidden Love in St. Petersburg,"Ben-David, Mishka",1468310216,9781468310214,1468310216,432        pp,3.95,164,2005,"May 17, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Forbidden Love in St. Petersburg is based on an intriguing premise of espionage (the reason I was drawn to it in the first place), but the writing faiForbidden Love in St. Petersburg is based on an intriguing premise of espionage (the reason I was drawn to it in the first place), but the writing fails to deliver suspense and artistic insight.Part of the problem may be the translation (from the Hebrew). I studied Hebrew briefly some years back, and have returned to it recently after a long hiatus. It's such a different language than the Germanic (English) or Latin groups (French, Spanish, Romanian) I'm familiar with, that I can absolutely see how it may be incorrigibly butchered when rendered into English. I'm not sure if that's what happened here, or if it's just that Ben-David's writing lacks craft, skillfulness, and/or the ability to create dramatic tension.Basically, I did not feel I was reading a work of fiction, but rather a mission-report written by a field-operative. Details were 'factually' laid out (from the pov of our protagonist), and there was no element of story-telling involved, making this a very dry, non-compelling read. Language was not used in a 'literary' way, to induce curiosity and present insights, but in a technical way, aimed to inform. I also did not find the characterizations - and therefore, the characters, compelling. The protagonist himself seemed impossible from the start - a Mossad agent who didn't even think before moving in with a Russian woman and only notified the Agency much later? Doesn't ring true, or if it is, it makes for a very naive, novice spy. I'm adding one star above 1 because Ben-David clearly knows what he is talking about, and also for the promising idea behind the book.I received my copy from the publisher via Netgalley. All opinions are solely mine....more",Notes are private!,0,2,1,"Apr 15, 2016","Apr 17, 2016","Apr 17, 2016",,Hardcover,view (with text),/book/show/27160924-forbidden-love-in-st-petersburg
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Past the Shallows,"Parrett, Favel",0733626572,9780733626579,0733626572,272        pp,3.92,"5,212","May 01, 2011","May 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2016",,Paperback,view,/book/show/10762662-past-the-shallows
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Never-Open Desert Diner        (Ben Jones, #1)","Anderson, James*",1101906529,9781101906521,1101906529,295        pp,3.90,"2,893","Feb 15, 2015","Mar 22, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Most people associate the desert with what is missing - water and people. They never think of the one thing the desert has more of - light. So much l""Most people associate the desert with what is missing - water and people. They never think of the one thing the desert has more of - light. So much light.""Ben, a truck driver, delivers goods to hermits living up and down a lonely dead-end road in the arid Utah desert. His customers include two eccentric brothers, ranchers, a pregnant woman with unmatched cravings for butter brickle ice-cream, a preacher who repents by sporting a humongous cross on his back while traveling the highway, a cellist who 'plays' her instrument in the nude (without a stringed bow), and the aging owner of a never-open (yet functioning and registered) diner once of movie-fame. Mysterious occurrences arise; the past holds histories some would rather leave uncovered, and others that may yet bring salvation. There are mistakes that follow some to the end, snap judgments resulting in tragic consequences, misunderstandings that lead to unfortunate rifts, love that is returned, spurned, forsaken, and rekindled (not just between lovers, but between families and neighbors), and above all, there is the wisdom gained in contemplating the vastness and (seeming) emptiness of the desert.*swoon* / falls over / *fanning self and smelling the salts*Within moment of starting The Never-Open Desert Diner, I wanted to crawl up into its pages, to become fully overwhelmed and swallowed whole by the intoxicating world that Anderson brings into being. A world that is utterly raw, and vivid, and unflinchingly honest, even in its deceptiveness, and that felt more real for me than much of my conscious experience.  It would be difficult to overstate how much I loved this book. An absolutely brilliant, gritty-noir, rich, authentic rendering of unconquered frontiers, The Never-Open Desert Diner transported me elsewhere like few works of fiction ever have. Incidentally, 'the West' has been coming up some in my reading list recently (just finished an excellent history, The Rivers Ran Backward: The Civil War on the Middle Border and the Making of American Regionalism), so coming across this book now holds for me that aura of inevitability, or of a grander design, or at least of a little bit of magic(al coincidence..)The atmosphere alone would garner 5 stars from me, but I also happened to love the characterizations (and our protagonist, Ben, who is a quiet but kind, moral, beautiful human being), the pacing (thoughtful, deliberate, yet also suspenseful), and the insights imbuing each page (filled with profundity for those choosing to discern the meaning of Anderson's music). And, most of all, I love how Anderson managed all these effects with such subtlety. Bravo! Absolutely magnificent debut novel!A Note About the Rating:I have no illusions that my s are in any way 'objective' (there is no such thing). Still, most of the time I try to at least distance myself a bit from how I feel about a book and what I think about it and its merits, and so I've rated plenty of books I've disliked at 4 or 5 stars. With this , I'm leaning a bit the other direction -I'm writing this from the depths of my heart/soul/being/something other than my cognition. Which may be a good thing - an indication that Desert Diner gripped me in more than an intellectual way (which is how I usually make sense of life). Perhaps, in fact, I should add one more star, as this is a rare book that shocked me out of my analytical frame of mind into a dreamy, inspired one.Other Related Notes:- Anderson's flow is mostly unbroken, but the poeticism of his prose is not always consistent. His phrasing is never awkward, but at times, more melodious than others. Still, this is a minor point for a debut author of such skill in other domains.- This is a brooding, gritty, subtle character study - both of our human hermits and of the desert/ what it symbolizes. There are no bold declarations of feelings/love, not much talking even, there's no conventional endings, no action scenes, no neat resolutions, and the like. If you're in the mood for a 'mystery', for an action-packed Western, for witty dialogue, or for any number of things this book is not, you may not enjoy it.- I received a copy from the publisher via The Reading Room. But, it turns out that I had forgotten I entered this giveaway on RR, and so also purchased this book - I was that excited about it. Which, in retrospect, I'm glad I did, because I would absolutely like to support this author....more",Notes are private!,0,15,1,"Apr 14, 2016","Apr 18, 2016","Apr 14, 2016",,Hardcover,view (with text),/book/show/25810091-the-never-open-desert-diner
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love Canal: A Toxic History from Colonial Times to the Present,"Newman, Richard S.",0195374835,9780195374834,0195374835,306        pp,4.14,51,"Apr 01, 2015","May 10, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Love & a Hooker: The Birth of Public Awareness of Toxic Waste (in the US)(not a bedtime story)In the spring of 1953, the Niagara Falls School Board thLove & a Hooker: The Birth of Public Awareness of Toxic Waste (in the US)(not a bedtime story)In the spring of 1953, the Niagara Falls School Board thinks itself mighty lucky for scoring the purchase of a site (Love Canal) for a new school for only $1. Ok, so it has been warned that underneath the seemingly idyllic pastoral landscape, a seething 20,000 tons of toxic waste percolates the earth. How this may be relevant, no one (wants) to guess, not even when the foundation of the new school sinks into an oily fetid pit. Undeterred, construction moves a few paces north, and the school opens in 1955.Fast forward a couple of decades. Women in the Love Canal community have been experiencing a dramatic rate of miscarriages (as high as 1/3 by some estimates). Children have been dying mysteriously from curable conditions after playing in public playgrounds. People's hair has been falling out. They've been developing cancer. Suicides are spiking. Many are anxious, angry, or depressed. Public consciousness that something is terribly wrong in Love Canal is growing, and residents are beginning to mobilize. In 1978, the Love Canal Homeowners Association (LCHA) is formed and immediately proceeds to file suit against Hooker Chemical (the prior owner of the property), the city of Niagara Falls, and the Federal Government. Journalists swarm into Love Canal, and explode the story of Love Canal's residents on the front pages of most national newspapers. The entire country is riveted. In the gripes of a contested election, President Jimmy Carter declares a national emergency on August 7, 1978. It is the first time such an emergency has been declared over anything other than a 'natural' disaster (floods, tornadoes, and the like). People in other parts of the United States begin to ask questions about their neighborhoods. Congress calls committees, agencies, and a string of hearings into being (including The Superfund and Comprehensive Environmental Response, Compensation, and Liability Act (CERCLA) - providing cash & a structure for responding to environmental contamination by hazardous waste). As residents of Love Canal mobilize, the rest follow. The public's eyes are opened to toxic waste as a potential hazard; the budding environmental movement vigorously takes up the cause; researchers turn their efforts towards entirely new genres (toxic histories and deep histories of places); scientists begin conducting tests at thousands of national sites; Congress passes laws requiring sellers and landlords to disclose potential hazards. Yet, as we move only slightly towards the cusp of the 21st century, memory begins to fade. After Reagan is elected in a sweeping victory, he proceeds to diminish environmental protections (now, up to 25% of landfill waste can consist of liquids, up from naught). The Chemical Manufacturers Association throws its weights around a little and purchases good-will. Some progress is made with cleaning up Love Canal, and after two Republican presidential terms, Democrats are back in the game.In September 1988, now Health Commissioner David Axelrod announces that Love Canal will be resettled. Protest ensues, but this time it is not enough. By 1990s, ten families have moved into the new homes (acquired for 20% below market-price; not $1, for sure, but a steal in Niagara Fall's suburbs). By the end of the decade, the neighborhood is once again a model city, this time with a new name: ""Black Creek Village"". At the time of this publication, Black Creek Village residents are reporting birth defects, gastrointestinal and reproductive disorders, cancer, heart, and several other conditions. Testing is once again in progress. Citizens are mobilizing. What will we learn this time, and how long will we remember?-Love Canal is a sweeping ""deep history"" of the Niagara Falls suburb whose plight birthed public awareness of toxic waste as an environmental hazard. Newman's work is meticulously documented, highly engaging (though also academic), and breathtaking in scope. The rough outline above does not even begin to cover all the nuances that Newman addresses: - from the pre-history of Love Canal (back to its settlement and Native American protest and resistance)- to a detailed biography of Love, who initially built the canal as a future conduit for a river sourced by Niagara, and whose ambitions to build a ""model city"" failed miserably- to another biography, of chemical innovator and future giant Hooker, who deeply held to Dupont's Depression-era mantra, ""Better Living through Chemistry"", and who fashioned himself a progressive, even an environmentalist (but who dumped 20,000 tons of toxic waste without further consideration into Love's Canal)- to an exploration of the history of the chemical industry (and its alchemical mystique)- to a discussion on the role and predominance of women in the movement- to an analysis of race (the renters in Love Canal were mostly black while the owners were mostly white, and cleanup policies often favored the 'owners')- to an honorable mention of religious conservationists' efforts to modify prior trajectories of dominance over earth to stewardship of the earth in God's name and for his glory - to numerous asides about other interesting facets, such as philosophical foundations of humanity's will to conquer natureAn absolutely staggering, eye-opening book that will appeal even to those who have never thought about this issue before - it's the kind of work that will make one pay attention and care deeply, because it affects us all so profoundly. Living in the midst of chemicals and toxic waste is no less than a matter of life or premature death, disease, or debilitation. I found this book especially profound because I don't think much (at all? only fleetingly?) about this. Interestingly, Newman writes as if we all remember Love Canal. I personally was clueless to almost everything in this book before taking it up (my excuse is, I wasn't around at the time. Perhaps if you were, you can (in)validate his suggestion). So, I'm profoundly grateful to Newman for bringing our attention back/to this vitally important topic (one that it would have never occurred to me to consider otherwise).Bravo! A+Highly Recommended!I received my copy courtesy of the publisher through Netgalley. All opinions are my own....more",Notes are private!,0,20,1,"Apr 14, 2016","Apr 14, 2016","Apr 14, 2016",,Hardcover,view (with text),/book/show/23367598-love-canal
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fold        (Threshold, #2)","Clines, Peter*",0553418297,9780553418293,0553418297,384        pp,3.88,"30,906","Jun 02, 2015","Jun 02, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A man is born who is perhaps one of the most intelligent on the planet (if you believe in IQ scores and such quantitative measures of human worth). YeA man is born who is perhaps one of the most intelligent on the planet (if you believe in IQ scores and such quantitative measures of human worth). Yet he chooses to put this brilliance aside in order to live a ‘normal’ life as a mere English teacher. But then one day, this man is recruited by an old friend, now DARPA rep, to conduct an inspection of a field site in the desert where experiments are being conducted with some curious, mysterious effects.The Fold has an excellent premise and may be a fun romp, depending on your disposition. If you’re in the mood for an inventive storyline topped with some action and sprinkled with blood, booze, and sex, this book will not disappoint. If, however, you are looking for an insightful exploration of scientific concepts, or for masterful writing that leaves you pondering or dreaming, turn the other direction, walk back until The Fold disappears from your horizons, and start looking again then.First, I’ll admit that from the start, I didn’t like Clines’ tone. I was quite annoyed at Clines’ uber-technocratic quantitative framework (i.e. the premise that “IQ tests” accurately measure human ‘intelligence’ and offer a method for ranking people against each other, in hierarchical fashion, thus proving our protagonist, Mike, as the best man of all).- From within this framework, even life-long scientists, experts in their field, are cowered and shown to be much less able to solve their own problems than a super-genius with a high IQ and eidetic memory.- Also, in this world, it’s a cop-out to choose to teach high-school English. Genius is better used solving the world’s ‘true’ problems (as Mike confirms when he quits his teaching position).- Finally, Clines offers many underhanded jibes at ‘government workers’ (i.e.: “Your integrity’s safe. Or as safe as it can be for any government employee”). The digs don’t even make too much sense, because they most often come from the scientists who are directly funded by the government, leaving one to wonder why these moments were inserted – perhaps, just to fill up space, because that seems to be the ethos of most dialogue in the book.(Disclaimer: I’m a teacher, and therefore, a ‘government employee’, and I trained in math and engineering but I LOVE science and scientists…)Essentially, I felt Clines mocked scientists (strange, for science-fiction) and science (of which naught was explained or even sketched in broad terms, though Clines had an excuse for this glaring omission, relating to the stupidity of the scientists). And the language didn’t help: basically, all scientists had incredibly limited vocabularies, and did not seem to know or feel inclined to explain anything at all– fine, I may swallow that we can’ know about the tech and physics behind the device in question, but I can’t do this if I’m not convinced there is a foundation at least that the author is familiar with.(view spoiler)[The Fold is about the Multiverse theory, which is extremely controversial and on which I just started a book. I am at this time not inclined to buy any Multiverserian hypotheses, I see this theory as a cop-out, the modern ether to explain that which doesn't fit current models. But, we will see. I am trying to read Tegmark with an open mind. (hide spoiler)] Discordant notes were struck not just by our researchers’ lack of scientific credibility; dialogue was often empty of meaning, and rarely served as a mirror into the relationships between the engaged individuals. Mostly, I found it antagonistic – everyone always telling everyone else to ‘fuck off’ or calling them some kind of put-down – basically, this book fully subscribes to the overdone thriller ‘meme’, where everyone is incessantly busy proving themselves while mad at the world and at everyone else. Meanwhile, the remainder of the writing felt like generic, empty-of-significance typical pulp without pretensions to profundity or deeper messaging.Most disappointing of all, however, was the lack of science. I was truly intrigued by the premise (for which the book earns an additional star above 1 from me). But I didn’t realize I’d be reading a fantasy thriller, in which the science is a matter of hand-waving and worse, misrepresenting scientists and science. An example: anytime the tech in question is mentioned, the underlying physics is described as “an equation” or as “pages of equations”… ex: “It works. The equations work. The math works. The Door opens…” – this is as much as we learn from Clines about the universe he is creating. My personal beef (math-teacher pet-peeve) with this is that math is not about equations and cannot be described in these terms; there are often equations involved, yes, but they are, 99.999% of the time, just tools, not the ideas/structures of mathematics themselves.Overall, The Fold is a pulp fantasy thriller that might satisfy a lazy day in the sun (or a dreary one by a cozy fireplace), but without much depth–literary, scientific, or otherwise.I received a copy through Blogging4Books. All opinions are solely my own....more",Notes are private!,0,19,1,"Apr 08, 2016","Apr 11, 2016","Apr 08, 2016",,Hardcover,view (with text),/book/show/23164927-the-fold
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dinosaurs on Other Planets,"McLaughlin, Danielle",1906539510,9781906539511,1906539510,197        pp,3.80,595,"Sep 15, 2014",2015,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I had the privilege of traveling to Ireland just over a month ago. Alas, when I returned, as these things go, my Netgalley request for Dinosaurs on OtI had the privilege of traveling to Ireland just over a month ago. Alas, when I returned, as these things go, my Netgalley request for Dinosaurs on Other Planets, a beautiful debut short-story collection by a budding Irish author, was approved. Having just spent a few days imbibing the soulful atmosphere of Dublin and the melancholy of the fertile but sparsely inhabited countryside of County Cork, I was especially appreciative of McLaughlin’s portrait of Ireland in transition.The backdrop is a place still struggling from economic depression, and the overwhelming theme explored is human despair/alienation (driven by economic woes/inequality). A father desperately attempts to provide for his bipolar wife and child; a team of brothers engage in smuggling activities; a mink-farmer is ridden by debt. The most unsettling thread coursing through McLaughlin’s stories is her choice of setting: locations far removed from urban centers (long imprinted in human mythos as harbors of despair/inequality/strife).[image]Cliffs of Moher, IrelandAn example (and indulgence): I’ve always day-dreamed about my ideal of a peaceful life: roaming Romanian’s Carpathians as a shepherd- just me, the mountains, and sheep. And of course, in my fantasy, I’m also carrying a backpack full of books.[image]Piatra Craiului, a sub-range of the Carpathians in Transylvania, my soul-homeBut, this daydream is a purely romantic notion, born of a melancholy for simpler times, in which nature symbolizes peacefulness and beauty. Who knows if these times really existed? We tend to see the past through rose-colored glasses, yearning for an ‘Eden’ that lives purely in the imagination and is not supported by historical fact.[image]Piatra Craiului, RomaniaRealistically, if I was a Romanian shepherd, I wouldn’t be carrying around a backpack full of books (I wouldn’t have the means, or the education most likely). I’d be living in poverty, away from human companionship for long stretches at a time. And meanwhile, the world would go on, and I would know very little about it. On second thought, not so ideal, after all. In fact, a privileged self-indulgence: for I’m sure I wouldn’t be having this fantasy if I were still a child in Communist Romania. Ah, the view from my American land-of-plenty perch…McLaughlin brilliantly captures this dilemma of modern times: even in remote places, even in places bountifully given to nature, human despair persists, darkness still encroaches. There is no place where we can go to ‘escape’. Effectively, these stories demolish the notion of a fabled haven, of being able to somehow transcend the confines of our material situations (i.e. economics). Still, McLaughlin does not leave the reader with a complete sense of loss or inescapable existential ennui. For even within the bounds of our lives, her stories relate the ways in which we still have the ability to make meaning for ourselves. There is, at least, no cessation of movement: we are compelled forward, by our desire to understand. And, this desire is fundamentally a productive and positive force that propels action/life.Meanwhile, the choice is ours. Whether we decide to act, to seek out experiences, knowledge, wisdom - life sweeps us along in an ever-moving stream. Whatever happens, wherever we are, rivers don’t stop on our behalf. This sentiment is poignantly alluded to in the final story of the collection, in which a child wonders, could there be dinosaurs on other planets? Since they were wiped out on Earth by an asteroid, what about all those places that have not been hit? Even when a devastating realization, event, or act may wipe out all we hold dear, or may cause us to rethink all of our preconceptions, the world goes on, carrying us even as we may lie limp or try to fight against the current. Sobering, indeed.McLaughlin writes beautifully, her insights are penetrating, and her stories are easily relatable. Still, I wasn’t fully captured by the work. While I fully identified with the melancholic tone (the story of my being), these stories were a bit too... lethargic for my taste. Reading this short book induced some kind of torpor- it took me weeks to read, and then weeks more to write this .  I received my copy from the publisher via Netgalley. All opinions are solely my own...more",Notes are private!,0,25,1,"Apr 08, 2016","May 02, 2016","Apr 08, 2016",,Paperback,view (with text),/book/show/26808410-dinosaurs-on-other-planets
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One of Us: The Story of a Massacre in Norway -- and Its Aftermath,"Seierstad, Åsne",,,0374536090,560        pp,4.42,"11,655",2013,"Apr 12, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 07, 2016",,Paperback,view,/book/show/25667456-one-of-us
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Green Road,"Enright, Anne",0393352803,9780393352801,0393352803,336        pp,3.50,"15,172","May 04, 2015","May 03, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2016",,Paperback,view,/book/show/26530354-the-green-road
