,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jairo's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Suíte Tóquio,"Madalosso, Giovana",6556920630,9786556920634,6556920630,208        pp,3.92,"2,191",unknown,"Sep 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 17, 2020",,Paperback,view,/book/show/55334879-su-te-t-quio
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Trem dos Órfãos,"Kline, Christina Baker*",8542203542,9788542203547,8542203542,304        pp,4.19,"442,008","Apr 02, 2013",Jun 2014,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"O livro ganha minha nota máxima não pelo brilhantismo, mas talvez porque faz tempo que não pego um livro muito bom, e porque entrega uma estória (duasO livro ganha minha nota máxima não pelo brilhantismo, mas talvez porque faz tempo que não pego um livro muito bom, e porque entrega uma estória (duas, na verdade) muito bem contada, que emociona na medida certa, sem exageros, e que tem como grande mérito o equilíbrio entre o passado de Vivian e o presente de Moly. Pro Danilo entender essa resenha, é aquele meia-armador que não é craque, mas faz muito bem o feijão com a arroz.O livro se desenvolve numa narrativa bem simples, de leitura muito rápida, sendo notória a falta de profundidade em algumas situações, talvez tentando universalizar a leitura pra diferentes públicos, uma vez que o Trem dos Órfãos de fato existiu nos EUA e é um estória interessante a ser contada. Olhando por esse prisma, você vence a resistência e supera a decepção à abordagem dada para o primeiro amor de Moly, o reencontro de Vivian com sua filha e outras situações que poderiam tomar um rumo mais interessante......more",Notes are private!,0,4,1,"Oct 16, 2020","Oct 18, 2020","Oct 16, 2020",,Paperback,view (with text),/book/show/22054025-o-trem-dos-rf-os
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ninguém precisa acreditar em mim,"Villalobos, Juan Pablo",8535931279,9788535931273,8535931279,264        pp,4.10,"1,832","Nov 30, 2016",2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mais que fazer essa resenha, é difícil até classificar o livro: romance policial ou comédia? Talvez o livro seja uma mistura dos dois, mas obviamente Mais que fazer essa resenha, é difícil até classificar o livro: romance policial ou comédia? Talvez o livro seja uma mistura dos dois, mas obviamente a parte humorística é o grande destaque em várias frentes: na ironia de Juan Pablo em tratar as mais variadas situações absurdas que se colocam à sua frente; na sua mãe, que não tem freios na língua para criticar as escolhas do filho; na acidez da namorada, que não consegue superar o rompimento dos dois; e no primo, que é o típico malandro atrapalhado, que acredita ter ideias brilhantes, mas só se dá mal. Os quatro alternam-se como narradores dessa história maluca, que arranca risadas do começo ao fim.Li muito poucos livros de comédia até então, e neste estilo me parece ser fácil o autor se perder em uma trama ruim ou personagens estereotipados demais; mas dá pra cravar que o segredo do sucesso deste livro é - apesar do enredo simples, similar a diversos filmes que você já assistiu na Sessão da Tarde - saber alternar ironia, acidez e a piada escrachada, de riso solto. E, de bônus, tem um final interessante, que surpreende....more",Notes are private!,0,4,1,"Jan 04, 2021","Jan 11, 2021","Oct 05, 2020",,Paperback,view (with text),/book/show/40870790-ningu-m-precisa-acreditar-em-mim
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,E Não Sobrou Nenhum,"Christie, Agatha",8525057010,9788525057013,8525057010,400        pp,4.28,"1,355,835","Nov 06, 1939","Jul 12, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Era um absurdo um fã de livros de mistério como eu nunca ter lido Agatha Christie, então resolvi apostar numa aposta a princípio segura, num livro comEra um absurdo um fã de livros de mistério como eu nunca ter lido Agatha Christie, então resolvi apostar numa aposta a princípio segura, num livro com avaliação muito boa aqui no Goodreads.Fato é que o livro tem uma estratégia arriscada, recheado de spoilers (a começar pelo nome...). Sabendo o que vai acontecer - e como vai acontecer - resta saber apenas a identidade do assassino, o que aparece somente nas páginas finais do livro, uma trama bem elaborada, mas sem brilhantismo.Bom entretenimento, o livro tem uma estrutura clássica de crescimento gradual do suspense, mas flerta constantemente com uma sensação de deja vu em diversos aspectos....more",Notes are private!,0,1,1,"Oct 24, 2020","Oct 29, 2020","Sep 21, 2020",,Paperback,view (with text),/book/show/22737998-e-n-o-sobrou-nenhum
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quando a Noite Cai        (John Corey #3),"DeMille, Nelson*",9898470259,9789898470256,9898470259,452        pp,4.12,"33,575","Nov 01, 2004","Mar 06, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Um típico livro policial que se destaca pela originalidade da trama, um policial com ironia e sagacidade bem dosados e a ausência de um vilão clássicoUm típico livro policial que se destaca pela originalidade da trama, um policial com ironia e sagacidade bem dosados e a ausência de um vilão clássico. Está se enfrentando, no caso, um suposto acobertamento de um ataque terrorista a um voo da TWA, que explodiu, segundo a versão da CIA, por problemas mecânicos.A investigação se desenvolve nesse âmbito, e diferente de algumas resenhas que li, achei o final digno....more",Notes are private!,0,1,1,"Oct 29, 2020","Nov 12, 2020","Sep 18, 2020",,Paperback,view (with text),/book/show/13514686-quando-a-noite-cai
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Esboço,"Cusk, Rachel",6580309237,9786580309238,6580309237,192        pp,3.68,"52,264","Sep 14, 2014","Jul 05, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"O tema “solidão” já esteve presente em diversos livros que já li: ""O Mendigo que Sabia de Cor os Adágios de Erasmo de Rotterdam”, “A Ridícula Ideia deO tema “solidão” já esteve presente em diversos livros que já li: ""O Mendigo que Sabia de Cor os Adágios de Erasmo de Rotterdam”, “A Ridícula Ideia de Nunca Mais Te Ver”, “Mamma Son Tanto Felice“, “Dias de Abandono”, “Intimidade”,... mas Rachel Cusk, de certa maneira, revela um ineditismo na abordagem do tema: apesar de escrever um livro curto (menos de 200 páginas), numa estratégia aparentemente contraproducente, a protagonista é desenvolvida sem pressa.Só que chega a ser angustiante constatar que você alcança a metade do livro e, de fato, nada acontece. Durante uma viagem à Grécia, um jantar com amigos, um passeio de barco com um homem que conheceu no avião, são eventos banais como esses que dão uma dimensão maior da vida da protagonista e de seu círculo de amizades. E essa situação não muda até o fim, deixando claro que a autora não tinha uma estória a contar, e sim queria apresentar uma forma de fazê-lo. Quando fui ao Pompidou fiquei intrigado com pinturas que basicamente consistiam num fundo azul ou em rabiscos que meu filho de 3 anos poderia ter feito. Não é escopo desse  discutir o que é ou não arte, mas lembrei disso quando acabei o livro. Provavelmente eu não tenha estofo suficiente para perceber como este livro transformou a literatura contemporânea. A mim, fica a impressão que esta trilogia devia inicialmente ser um único livro, que fora fracionado em 3, sem critério algum, por um motivo estritamente comercial. ""Esboço"" parece uma introdução, e infelizmente não me senti encorajado a seguir em frente....more",Notes are private!,0,4,1,Oct 2020,"Oct 07, 2020","Sep 01, 2020",,Paperback,view (with text),/book/show/51060048-esbo-o
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Iluminado,"King, Stephen*",8574796433,9788574796437,8574796433,261        pp,4.27,"1,488,759","Jan 28, 1977",1997,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Minha aposta em ""Iluminado"" foi motivada por um desejo de voltar a sentir o mesmo suspense provocado por ""Suicidas"" (Raphael Montes), ""Intensidade"" (DMinha aposta em ""Iluminado"" foi motivada por um desejo de voltar a sentir o mesmo suspense provocado por ""Suicidas"" (Raphael Montes), ""Intensidade"" (Dean Koontz), e outros poucos livros que dão pra contar numa mão; e quando Stephen King não coloca aranhas gigantes pra estragar a estória, invariavelmente escreve um bom livro. Um hotel abandonado e isolado no inverno foi um palco bem explorado para o sobrenatural dar as caras, numa estória com poucos personagens, mas muito bem construídos (caraterística presente em boa parte dos livros do autor). Apesar de diferenças com o filme, ir pro livro já com essa bagagem prévia tirou um pouco da emoção, do inusitado. Talvez por isso - e por estar com as expectativas lá no alto -, apesar da excelente narrativa achei que o livro ficou devendo um pouco no quesito terror, justamente minha maior motivação...A sensação é que, lendo o livro, ficava mais intrigado do que com medo....more",Notes are private!,0,3,1,"Sep 17, 2020","Sep 25, 2020","Aug 28, 2020",,Hardcover,view (with text),/book/show/2475148.O_Iluminado
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A menina que roubava livros,"Zusak, Markus*",858057451X,9788580574517,858057451X,480        pp,4.39,"2,557,414","Sep 01, 2005","Jan 06, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Eu imagino a sensação: você acha que está fazendo algo tão genial que perde a sensibilidade para fazer uma auto-crítica mais contundente. Fato é que MEu imagino a sensação: você acha que está fazendo algo tão genial que perde a sensibilidade para fazer uma auto-crítica mais contundente. Fato é que Markus Zusak deve ter experimentado esse sentimento ao resolver contar a história da jovem Liesel durante a 2ª Guerra Mundial. Ideia no geral interessante, nome instigante para o livro e, a cereja do bolo, o ineditismo da escolha inusitada da “Morte” como narradora...tudo conspirava para uma fórmula à prova de fracasso, mas serei a voz dissidente porque, pra mim, o livro é enfadonho e decepciona.Li “Eu Sou o Mensageiro” do mesmo autor em 2018, mas lembro muito bem da empatia desenvolvida com o personagem principal e do estilo ágil e cativante do livro, e foi com essas credenciais que apostei na ”Menina que Roubava Livros”, com o suporte da avaliação super positiva do livro aqui no Goodreads.Talvez o ponto chave do insucesso do livro é a protagonista Liesel ser tão desinteressante a ponto de naufragar todas as narrativas paralelas da história, sobretudo de Max e Rudy. Uma personagem sem carisma, que não evolui com a história. Por sua vez, a “Morte” desempenha também um papel relevante nessa crítica negativa, pois Zusak não consegue criar uma narrativa comovente apesar de ter uma farta escolha de elementos à disposição. Ainda, toda a sagacidade, ironia e sarcasmo que poderiam ser explorados ficaram de lado num narrador sem brilho, inerte e distante.De positivo, apenas a construção do personagem Hans Hubermann, pai de criação de Liesel, que evitou a nota mínima desta avaliação......more",Notes are private!,0,3,1,"Nov 15, 2020","Dec 03, 2020","Aug 26, 2020",,Paperback,view (with text),/book/show/19240738-a-menina-que-roubava-livros
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Não Confie em Ninguém,"Donlea, Charlie*",8595810435,9788595810433,8595810435,352        pp,4.17,"43,082","May 29, 2018","Aug 03, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Charlie Donlea conseguiu fazer de ""Não Confie em Ninguém"" um grande livro mesmo sem ter uma ideia genial nas mãos. A história é boa, aproveitando a prCharlie Donlea conseguiu fazer de ""Não Confie em Ninguém"" um grande livro mesmo sem ter uma ideia genial nas mãos. A história é boa, aproveitando a prisão de uma americana em terra estrangeira por um assassinato que ela supostamente cometeu como base para um documentário de TV que tenta mostrar a injustiça do juri. Focado mais em Sidney, a produtora do documentário, do que em Grace Sebold, presa, o desenrolar do livro é meio clichê, e tanto a motivação do assassinato quanto a culpa/inocência de Grace são relativamente fáceis de serem presumidos já no primeiro terço da estória.Entretanto o livro tem grandes méritos. O autor sabe dosar as informações, acrescentando novos fatos à trama sem atropelos, numa narrativa que te prende desde o começo. O final, mesmo sem brilhantismo, consegue surpreender, encerrando uma boa história que eu certamente recomendo a todo fã do gênero....more",Notes are private!,0,3,1,"Feb 26, 2021","Mar 04, 2021","Aug 26, 2020",,Paperback,view (with text),/book/show/41715192-n-o-confie-em-ningu-m
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deixada Para Trás,"Donlea, Charlie*",8595810087,9788595810082,8595810087,368        pp,4.21,"63,378","Apr 25, 2017","Nov 03, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"De certa forma, ""Deixada Para Trás"" segue a mesma linha de narrativa de ""Não Confie em Ninguém"", o outro livro que eu li do Charlie Donlea. O livro agDe certa forma, ""Deixada Para Trás"" segue a mesma linha de narrativa de ""Não Confie em Ninguém"", o outro livro que eu li do Charlie Donlea. O livro agora foca no sequestro de duas jovens de personalidades bastante distintas: Megan e Nicole. Megan conseguiu fugir umas duas semanas após o sequestro e, um ano depois, publica um livro relatando sua experiência no cativeiro, o que a alçou à condição de celebridade nacional. Apesar da fama e sucesso, ela tem dificuldades em retomar sua vida, já que as feridas do sequestro ainda não cicatrizaram. Por sua vez, tanto tempo depois, Nicole continua desaparecida, e sua irmã Livia, médica patologista, segue com esperanças de encontrar a irmã, mesmo que seja aparecendo numa maca à sua frente para que realize sua autópsia.A trama patina numa análise psicológica bem superficial de Livia e Megan, que a certo tempo se unem numa investigação pouco crível sobre o paradeiro de Nicole, aproveitando-se de casos similares que aconteceram com outras garotas. Apesar do final inesperado, é um thriller que mantém uma linearidade narrativa ao longo de todo seu desenvolvimento, sem grandes momentos de tensão ou reviravoltasAvaliação Final: 6,0/10Leitura Concluída: 20º livro de 2023Próxima Leitura: ""O Fardo da Lucidez"" (Ricardo Zalcberg Angulo)...more",Notes are private!,0,3,1,"May 25, 2023","Jun 05, 2023","Aug 26, 2020",,Paperback,view (with text),/book/show/37845303-deixada-para-tr-s
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,As Correções,"Franzen, Jonathan",8535918876,9788535918878,8535918876,586        pp,3.83,"182,765",2001,"May 20, 2011",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Entendo que a proposta do autor era acompanhar os passos dos membros da família Lambert para traçar um estudo sobre sua difícil relação familiar e, soEntendo que a proposta do autor era acompanhar os passos dos membros da família Lambert para traçar um estudo sobre sua difícil relação familiar e, sobretudo, expor o notório conflito de gerações. Do lado dos pais, Alfred Lambert começa a piorar gradativamente do Mal de Parkinson e Enid sofre com a doença do marido. Por sua vez, Gary, o filho mais velho, enfrenta um casamento em crise; Chip, o filho do meio, tem uma carreira profissional instável; e Denise, a filha mais nova, é uma chef de cozinha de sucesso que tem escolhas questionáveis para seus relacionamentos amorosos.O livro tem alguns problemas sérios. O primeiro é o estilo da narrativa de Franzen, muito detalhista e arrastado. O autor claramente se perde em explorações contraproducentes de objetos e paisagens, se alonga em exemplos, e o fio condutor da narrativa vai sendo corroído por divagações e descrições em excesso. Lembra muito aquele aluno cdf que, questionado sobre três motivos do fim do Império Bizantino, coloca uns 10 só para se garantir. Além disso, os personagens se tornam rasos, praticamente não despertando empatia nenhuma. Tudo soa caricato demais, e algumas situações simples parecem ser levadas ao extremo somente para tentar ampliar a carga dramática do personagem.Por outro lado, quando pais e filhos estão juntos, a narrativa se torna bem mais interessante, explorando sentimentos como culpa, arrependimento, raiva, frustração, etc. E assim navegamos por mais de 500 páginas do livro num mar de histórias desinteressantes. Os relacionamentos amorosos de Denise, as crises do casamento de Gary e a desilusão amorosa de Chip não trazem uma boa dose de emoção; as aventuras de Chip na Lituânia não carregam a tensão que a situação pedia; e o cruzeiro de Enid e Alfred é um marasmo só...No fim do livro chega-se ao porto seguro do autor, a última reunião familiar no Natal, onde os problemas de cada um são evidenciados, gravitando em torno da doença de Alfred. Uma boa conclusão para uma estória que precisava de uma nova roupagem....more",Notes are private!,0,1,1,"Jan 17, 2021","Feb 09, 2021","Aug 14, 2020",,Paperback,view (with text),/book/show/13626896-as-corre-es
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,É Assim Que Você a Perde,"Díaz, Junot",850140215X,9788501402158,850140215X,224        pp,3.75,"97,831","Mar 22, 2010",Jul 2013,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Difícil tentar fazer uma resenha imparcial quando se está avaliando um dos piores livros que você já leu na sua vida.A proposta de Junot Díaz, segundoDifícil tentar fazer uma resenha imparcial quando se está avaliando um dos piores livros que você já leu na sua vida.A proposta de Junot Díaz, segundo a sinopse, era rememorar as relações amorosas de Yunior, e eu imaginava que as histórias seriam divertidas e o personagem cativante, de forma que sua canalhice fosse encarada com leveza e, sobretudo, bom-humor. Porque a mim parecia óbvio que, de qualquer outra forma, ler relatos sequenciais de um cara que sai com mulheres e as trai apenas evidenciaria sua falta de caráter e uma necessidade de autoafirmação um tanto quanto patética.Mas o que se viu, infelizmente, foi uma série de relatos frios, centrados em um sujeito egocêntrico, mal resolvido e sem carisma algum, que trata as mulheres de um jeito tão machista que não imagino que uma só leitora, por menos engajada que seja, consiga apreciar essa obra. É assim que você perde o interesse no livro!Esse comportamento errático do protagonista, mascarado como supostamente traço da cultura hispânica, é o fio condutor da narrativa, e te faz questionar, por diversas vezes, como esse livro conseguiu ser finalista de prêmios literários. Se pelo menos o texto de Junot Díaz fosse inteligente, de leitura agradável...mas nem isso. As histórias parecem recortes de rascunhos que ele foi escrevendo ao longo do tempo, sem qualquer preocupação com continuidade e fluidez, fora a salada de expressões latinas que aparecem no texto, boa parte gírias e xingamentos, que ajudam a sepultar de vez o prazer pela leitura. E, ainda, no meio disso tudo, surgem dois relatos totalmente descontextualizados sobre a vida da família de Yunior nos EUA e sobre os momentos finais da doença do seu irmão, que só servem pra reforçar a pobreza desse personagem e os estereótipos de mulheres e dos latinos que comandam essa narrativa decepcionante, que não diz a que veio......more",Notes are private!,0,1,1,"Aug 23, 2021","Aug 26, 2021","Aug 14, 2020",,Paperback,view (with text),/book/show/18191039-assim-que-voc-a-perde
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A prova,"Kristóf, Ágota",8532501508,9788532501509,,143        pp,4.03,"6,045",Feb 1988,1989,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“A Prova” é uma estória relativamente curta, quase um conto, sobre a continuação da vida de dois irmãos gêmeos no pós-guerra. O livro foca em Lucas, a“A Prova” é uma estória relativamente curta, quase um conto, sobre a continuação da vida de dois irmãos gêmeos no pós-guerra. O livro foca em Lucas, a quem dedicamos inicialmente pena, e depois raiva, desprezo, incompreensão. Sua vida errática permeia a descrição de uma cidade subjugada, onde os cidadãos não têm liberdade de ir e vir, muito menos de se expressarem livremente. A proposta lembra “A Vida em Tons de Cinza” (minha  aqui: https://www.goodreads.com//show...), mas a autora aqui não consegue imprimir o mesmo estilo inquietante da narrativa.Os acontecimentos trágicos se sucedem na vida de Lucas, mas ele passa por tudo isso com certa negligência, blindando-se de sentimentos bons e ruins; vira um mero narrador das transformações da cidade e de sua vida. A chegada de seu irmão Claus tempos depois abre as portas para o fim da trilogia, mas não me animei muito a acompanhar. Alguém leu?...more",Notes are private!,0,2,1,"Aug 12, 2020","Aug 14, 2020","Jul 22, 2020",,Paperback,view (with text),/book/show/25032906-a-prova
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shogun,"Clavell, James",8422612666,9788422612667,8422612666,888        pp,4.41,"180,098","Jun 01, 1975",1976,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A trama envolvendo a disputa de Toranaga e Ishido pelo poder num país em efervescência política tem mais baixos que altos, e os pontos fortes do livroA trama envolvendo a disputa de Toranaga e Ishido pelo poder num país em efervescência política tem mais baixos que altos, e os pontos fortes do livro acabam sendo o retrato do Japão feudal e o romance de Blackthorne com Mariko. Por sua vez, Clavell também tem seus prós e contras: por um lado, a narrativa é leve, e a construção dos personagens é muito bem feita; mas por outro, ele perde a chance de criar momentos épicos, como na noite dos gritos, na invasão dos ninjas ao castelo e sobretudo na batalha final.O livro não surpreende, e segue uma trajetória quase linear do começo ao fim, focado nesse retrato realista dos costumes da época: muita subserviência e muito japonês querendo cometer seppuku. Fica a sensação que a história em si é um elemento secundário e que, apesar das quase 1000 páginas, muita coisa fora deixada de lado ou mal explorada... Resumão: O livro é bom, mas na minha opinião não vale o investimento de tempo, sobretudo pra quem já leu ""Musashi"", de Eiji Yoshikawa. ...more",Notes are private!,0,2,1,"Aug 18, 2020","Sep 15, 2020","Jul 06, 2020",,Hardcover,view (with text),/book/show/18928886-shogun
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cabeça Tubarão,"Hall, Steven*",8535911049,9788535911046,8535911049,488        pp,3.83,"20,434",2007,2007,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"É muito difícil avaliar um livro como esse, com uma sinopse tão fora do lugar comum. Numa primeira impressão, “Cabeça Tubarão” é uma mistura maluca deÉ muito difícil avaliar um livro como esse, com uma sinopse tão fora do lugar comum. Numa primeira impressão, “Cabeça Tubarão” é uma mistura maluca de diversos filmes (“Matrix”, “Agentes do Destino” ...) e livros (o péssimo “Lugar Nenhum”, de Neil Gaiman, por exemplo), isso sem falar na óbvia referência ao clássico “Tubarão” de Spielberg e nas incontáveis estórias de pessoas que perdem a memória em circunstâncias misteriosas. Acompanhamos Eric Sanders numa aventura em busca de sua identidade, paralelamente à sua fuga do ludovício (!), um tubarão (!!) que é tratado como um peixe conceitual (!!!) que quer devorar suas lembranças (!!!!). Se você já não gostou disso, melhor passar longe deste livro, porque a narrativa segue esse padrão de descolamento da realidade. E é ai que, na minha opinião, o livro mais peca. Em Matrix, por exemplo, você consegue se identificar com Neo, apesar da realidade distópica apresentada. Tudo o que ele vive é de certa forma ancorado na realidade, e assim, a ficção, por mais absurda que seja, fica mais palatável. A criação do peixe conceitual de Steven Hall foge tanto da realidade, em situações tão inusitadas, que solta essa âncora, de forma que a única motivação que ainda resta ao leitor é a curiosidade em saber como a namorada de Eric morreu, porque essa briga de Eric com o tubarão começa a ficar cada vez mais desinteressante. Assim como vejo contraproducentes os excessos do uso da linguagem Nadsat em “Laranja Mecânica” (minha  aqui: https://www.goodreads.com//show...) e da linguagem oral em “Sol na Cabeça” (https://www.goodreads.com//show...), faltou em Steven Hall habilidade pra construir uma estória convincente pelo excesso de absurdos em sua narrativa. No final, fica a impressão que uma boa ideia foi destruída por uma condução ruim....more",Notes are private!,0,2,1,"Jul 25, 2020","Aug 02, 2020","Jul 01, 2020",,Paperback,view (with text),/book/show/15828988-cabe-a-tubar-o
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Febre de Bola,"Hornby, Nick",8532511864,9788532511867,,245        pp,3.77,"40,895",1992,2000,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Febre de Bola” é um livro de memórias que se norteia pelos jogos do Arsenal ao longo do tempo, fazendo um paralelo entre os resultados esportivos e o“Febre de Bola” é um livro de memórias que se norteia pelos jogos do Arsenal ao longo do tempo, fazendo um paralelo entre os resultados esportivos e os sucessos e fracassos da vida pessoal e profissional do autor; sendo, na verdade, bem mais focado nos jogos e em toda experiência que eles envolvem do que nas memórias em si. Posto isso, na minha opinião esse livro é indicado somente para amantes do futebol, ou melhor dizendo, é contraindicado para quem não gosta desse esporte. Afinal, tirando as lembranças dos gols, da atmosfera das arquibancadas e das vitórias e derrotas marcantes, o livro tem de fato pouco a oferecer.Nick Hornby, em seu primeiro livro, já apresenta seu estilo de escrita leve e bem-humorado, mas claramente abaixo do que se verifica em “Alta Fidelidade”, já que em algumas oportunidades o autor perde a chance de uma análise mais bem-humorada ou sarcástica. Por outro lado, tive o bônus dele evocar minha memória afetiva de muitos momentos similares que passei como torcedor. Essa identificação é o fio condutor fundamental para conseguir curtir as quase 250 páginas que, de certa medida, mostram-se repetitivas na descrição de lances dos jogos e, na maioria das vezes, fracassos do Arsenal.Decepcionou... ...more",Notes are private!,0,3,1,"Sep 26, 2020",Oct 2020,"Jun 11, 2020",,Paperback,view (with text),/book/show/17973272-febre-de-bola
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Grande Ilusão,"Coben, Harlan*",8580417236,9788580417234,8580417236,304        pp,3.97,"113,952","Mar 22, 2016","Jun 05, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Não Conte a Ninguém”, lido em 2017, não me agradou muito: o autor fugiu do grande mistério que te instiga a ler esse livro e se perdeu numa perseguiç“Não Conte a Ninguém”, lido em 2017, não me agradou muito: o autor fugiu do grande mistério que te instiga a ler esse livro e se perdeu numa perseguição policial clichê. Mas Harlan Coben é figura obrigatória pros fãs de livros policiais, e resolvi dar uma segunda chance, tal qual uma amiga minha fez há pouco, por indicação minha, com a Tess Gerritsen.Curioso destacar que “A Grande Ilusão” pareceu, num primeiro momento, uma reciclagem desse livro que li anteriormente, um thriller policial que se baseia no suposto ressurgimento de um personagem que morreu sob circunstâncias violentas. Entretanto, desta vez a narrativa é mais interessante e, com altos e baixos, consegue se sustentar. Vale ainda o destaque pra saída inusitada que o autor encontrou para o livro, que aparentemente caminhava para um desfecho previsível. ...more",Notes are private!,0,1,1,"Jul 20, 2020","Jul 25, 2020","Jun 02, 2020",,Paperback,view (with text),/book/show/35225143-a-grande-ilus-o
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Resposta Certa,"Nicholls, David",,9788580572049,8580572045,352        pp,3.61,"23,173",2003,2012,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Curioso como não gosto de ler um livro depois de já ter visto o filme que conta sua história, mas não me incomodo de ver um filme baseado num livro quCurioso como não gosto de ler um livro depois de já ter visto o filme que conta sua história, mas não me incomodo de ver um filme baseado num livro que já li. Fato é que, por essa razão, escolhi “Resposta Certa” e não “Um Dia” do mesmo David Nicholls. A primeira metade do livro deu fortes sinais que eu ficaria seriamente arrependido dessa escolha, e acho que dois paralelos conseguem explicar bem isso. Na série ‘House of Cards”, achava sensacional quando Frank Underwood conversava com o telespectador, como se este fosse seu confidente, reforçando seu lado sarcástico; mas esse recurso interessante foi usado tantas vezes que deixou de ser algo espontâneo. Já em “Resposta Certa”, em quase toda página Brian se sai com uma tirada irônica, faz uma metáfora ou um comentário perspicaz e, mesmo reconhecendo que muitos deles são, de fato, excelentes, o efeito contraproducente foi o mesmo. Por sua vez, o livro “Eu Sou o Mensageiro” apresenta uma transformação na vida do jovem Ed Kennedy, que tem uma vida de dificuldades similar à de Brian; mas Ed consegue algo que Brian nem passa perto: ganhar a empatia do leitor, que se interessa pela história e nutre uma curiosidade pelo seu desenrolar. Brian mostra-se um jovem que tem forte tendência de ser um grande idiota, e enfrenta os mesmos desafios sociais de todos que entram numa faculdade; um personagem que não cativa o leitor e, assim, não consegue fazer esse enredo clichê decolar.Mas a partir de um certo ponto eu me peguei gostando do livro. E gostando bastante. Até agora eu não entendi exatamente como e onde acontece essa virada. Bons personagens (Spencer e Rebecca na linha de frente), um enredo que ganha corpo e um Brian repaginado, o mesmo idiota, mas agora com mais empatia. E o livro consegue ter um final interessante, não pondo tudo a perder.Um livro 3,5, que poderia chegar a 5 se tivesse um começo mais promissor....more",Notes are private!,0,2,1,"Jun 10, 2020","Jun 17, 2020","May 24, 2020",,Paperback,view (with text),/book/show/13324989-resposta-certa
