,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Greg's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tom Lake,"Patchett, Ann",006332752X,9780063327528,006332752X,309        pp,4.04,"241,592","Aug 01, 2023","Aug 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Closer to 4.5Ann Patchett's writing is a warm blanket on a cold winter day. It's soothing. It's comforting. It makes everything okay. Some writers, foCloser to 4.5Ann Patchett's writing is a warm blanket on a cold winter day. It's soothing. It's comforting. It makes everything okay. Some writers, for whatever reason (probably because they're very, very good) you just connect with. Patchett is one of those writers for me.So when Ann Patchett, a consummate storyteller, tells a story about story being told, you know it's going to be good. And it is. Very good.Lara, ensconced on her and her husband Joe's cherry farm in Michigan during the summer of 2020, tells the story to her three 20s-something daughters about the summer she dated a famous movie star (before he was famous). As she and her daughters pick cherries (no help this summer because of the pandemic, and Lara is secretly delighted to have this time with her daughters, despite the circumstances), she tells the story about Tom Lake, a theater company where she and Peter Duke starred in Our Town....and also had a torrid summer affair. I loved how tightly spun both threads of this story are -- the real-time action of Lara telling the story to her daughters, dealing with pandemic trauma, and running a farm by themselves, and then also her version of events with some careful selective editing. Frankly, this will probably go down as one of Patchett's second-tier novels when all is said and done, but at the risk of using a cliche, a second-tier Patchett novel is better than a first-tier novel from many other writers. ...more",Notes are private!,0,4,1,"Jul 14, 2023","Jul 17, 2023","Dec 29, 2022",,Hardcover,view (with text),/book/show/63241104-tom-lake
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Novelist as a Vocation,"Murakami, Haruki",0451494644,9780451494641,0451494644,224        pp,3.89,"13,089",2015,"Nov 08, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's almost disappointing to learn how mundane a genius like Murakami's creative process is. You expect his novels to shoot like lightning bolt out ofIt's almost disappointing to learn how mundane a genius like Murakami's creative process is. You expect his novels to shoot like lightning bolt out of his eyeballs,fully formed...or something. But, no. He writes and rewrites and rewrites, just like everyone else.But this collection of essays about his work, his thoughts on the book industry, on what it takes to be a career writer, and so much more, is really fascinating. It's part autobiography, part ""how to"" -- though he constantly reminds us that what works for him might not work for other writers (sort of the antithesis of Stephen King's ""On Writing,"" in which he tells you things like ""Don't ever use adverbs."")Nary a mention of cats, though. Which is odd....more",Notes are private!,0,2,1,"Dec 29, 2022","Jan 06, 2023","Dec 29, 2022",,Hardcover,view (with text),/book/show/60387307-novelist-as-a-vocation
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Trackers,"Frazier, Charles",0062948083,9780062948083,0062948083,320        pp,3.72,"10,672","Apr 11, 2023","Apr 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2022",,Hardcover,view,/book/show/61609871-the-trackers
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Good Night, Irene","Urrea, Luis Alberto*",0316265853,9780316265850,0316265853,407        pp,4.15,"16,206","May 30, 2023","May 30, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I absolutely LOVED this book. What an amazing, harrowing, beautiful story. Urrea writes that he has spent most of his life preparing to write this novI absolutely LOVED this book. What an amazing, harrowing, beautiful story. Urrea writes that he has spent most of his life preparing to write this novel based on his mother's service in the Red Cross, and that heroic dedication to this story is so apparent here. I liked All The Light We Cannot See well enough -- the seminal World War II novel of the past 20 years or so (maybe The Nightingale is in that conversation too). But often while reading Doerr's novel, I'd think, ""Ugh, JUST TELL ME THE STORY.""Here, Urrea JUST TELLS US THE STORY. You can't read a  of this novel without seeing a mention of what great pure storyteller he is. And it's 100 percent true. This is, yes, a World War II novel -- it's about the horrors of war, and the heroic deeds of these women not just comforting soldiers, but fighting the war on their own terms as well. It's also about lifelong friendship. And of course there's a love story. This is one of the more enjoyable, satisfying reading experiences I've had in a while. There was laughter. There were tears. I turned the last page really sad it was over. ...more",Notes are private!,0,6,1,"Jun 25, 2023","Jul 10, 2023","Dec 14, 2022",,Hardcover,view (with text),/book/show/63023640-good-night-irene
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Properties of Thirst,"Wiggins, Marianne",1416571264,9781416571261,1416571264,544        pp,4.19,"3,648","Aug 02, 2022","Aug 02, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2022",,Hardcover,view,/book/show/59365040-properties-of-thirst
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,From Dust to Stardust: A Novel,"Rooney, Kathleen*",1662510594,9781662510595,1662510594,285        pp,3.96,384,"Sep 05, 2023","Sep 05, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a dazzling Jazz Age tale about silent movie star Doreen O'Dare (based on real-life star Colleen Moore), her rise through the burgeoning movie This is a dazzling Jazz Age tale about silent movie star Doreen O'Dare (based on real-life star Colleen Moore), her rise through the burgeoning movie industry, her fraught first marriage, and her construction of the magnificent Fairy Castle, a huge doll house now housed at the Chicago Museum of Science and Industry.Down to the dialogue, wardrobes, and hairstyles, Rooney really gets the Roaring 20s right here, and this is a joy to read. If you like Rooney's novel Lillian Boxfish Takes A Walk (which I did a lot!) or are just a fan of a good period piece, you'll love this too. ...more",Notes are private!,0,2,1,"Nov 13, 2023","Nov 23, 2023","Dec 14, 2022",,Paperback,view (with text),/book/show/63271010-from-dust-to-stardust
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Charm City Rocks,"Norman, Matthew",0593499832,9780593499832,0593499832,368        pp,4.06,"2,442","Jun 06, 2023","Jun 06, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is another huge hit for Matthew Norman, the new and undisputed champion of Dude Lit. For Norman, the hits just keep coming like Butt Rock Power BThis is another huge hit for Matthew Norman, the new and undisputed champion of Dude Lit. For Norman, the hits just keep coming like Butt Rock Power Ballads in the late 1980s. His books are better, though. And with much less hairspray.Sorry, what was I saying...From following Norman on IG, I know he's a huge fan of Richard Russo. In this novel, he's borrowed a page from Russo's book: An exceptional devotion and care for his characters. Any writer that does this well is one I'll read no matter what -- and Norman does it well here, and then some.Yes, of course, at its root, this novel is a just-on-the-safe-side-of-saccharine romcom. One of the blurbs compares it to if Emily Henry and Daisy Jones and the Six had a book baby, and that's right on the nose. But it's sweet and it's funny and the characters are those things too, and I loved it. ...more",Notes are private!,0,1,1,"Jun 15, 2023","Jun 25, 2023","Dec 12, 2022",,Paperback,view (with text),/book/show/62926961-charm-city-rocks
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saturday Night at the Lakeside Supper Club,"Stradal, J. Ryan*",1984881078,9781984881076,1984881078,340        pp,3.64,"21,116","Apr 18, 2023","Apr 18, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Probably 3.5 but I'll round up.Just a charming few-hours diversion. Not a whole lot substantial to grasp onto here, and not a book that you'll remembeProbably 3.5 but I'll round up.Just a charming few-hours diversion. Not a whole lot substantial to grasp onto here, and not a book that you'll remember years from now as a momentous event in your reading life. But one you'll enjoy while reading, though with a few bits of clumsy plotting and some strange structural choices. It's not a book you'll think too deeply about so these are issues are probably fine. ...more",Notes are private!,0,0,1,"Jul 18, 2023","Jul 23, 2023","Dec 12, 2022",,Hardcover,view (with text),/book/show/61653268-saturday-night-at-the-lakeside-supper-club
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"White Cat, Black Dog: Stories","Link, Kelly",0593449975,9780593449974,0593449975,276        pp,3.88,"4,715","Mar 28, 2023","Oct 24, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Weird doesn't even begin to describe these stories, but if you're even remotely familiar with Kelly Link, you know going in that weird is just the staWeird doesn't even begin to describe these stories, but if you're even remotely familiar with Kelly Link, you know going in that weird is just the starting point. These stories, though, because they're based on or retellings of fairy tales and fables from all over the world, are even extra extra weird. I wasn't sure at all how much I liked this collection -- I really dug the first story, but then the middle four were only so-so -- until the last two, which are both soooo good. Brilliant, even. Saved the whole book. Can I explain them? Nope. Do I have even the slightest idea what they mean? NOPE. ...more",Notes are private!,1,2,1,"Nov 24, 2023","Dec 04, 2023","Dec 11, 2022",,Paperback,view (with text),/book/show/184584592-white-cat-black-dog
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dreams Under Glass,"Szilagyi, Anca L.*",,9781941360675,,264        pp,4.44,34,unknown,"Sep 27, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is an entertaining, smart novel about everyday life colliding with the time, motivation, ability, and desire to make art. But also about how inspThis is an entertaining, smart novel about everyday life colliding with the time, motivation, ability, and desire to make art. But also about how inspiration for art comes from everyday life: A paradox?Binnie is a slightly neurotic, mid-20s artist living in NYC, but working as a paralegal to make ends meet. Things begin to unravel for her professionally and creatively (at the same time they're unraveling for much of the country in the wake of the 2008 financial crisis). But we root for Binnie, and really hope she'll pull it together. Will she? I got to meet Anca and hear her read a few weeks ago. She's a lovely person and a talented writer. Give this under-the-radar novel a shot!...more",Notes are private!,0,3,1,"Nov 29, 2022","Dec 05, 2022","Nov 29, 2022",,Paperback,view (with text),/book/show/60983890-dreams-under-glass
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All This Could Be Different,"Mathews, Sarah Thankam*",0593489128,9780593489123,0593489128,320        pp,3.87,"15,788","Aug 02, 2022","Aug 02, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5 but rounding upA clear-eyed, sobering story about what it means to struggle in the real out-of-college world. Sneha is 22, an Indian immigrant, qu4.5 but rounding upA clear-eyed, sobering story about what it means to struggle in the real out-of-college world. Sneha is 22, an Indian immigrant, queer, and having trouble in friendship, career, and love. Other than that I really loved it, my thoughts on this book haven't quite congealed yet. But here are two quotes from this novel just stopped me cold (warning: They're not cheery): ""To go through life can be so painful. Like being born or hatched, your body extruded into the screaming world.""""How was anyone expected to dream loftily about the future when the present ground them down to powder and nothinginess?""I liked this novel for many reasons, but probably the most beside-the-point one is how much Milwaukee was a part of this story....more",Notes are private!,0,1,1,"Nov 24, 2022","Nov 27, 2022","Nov 24, 2022",,Hardcover,view (with text),/book/show/59576064-all-this-could-be-different
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Secrets of Happiness,"Silber, Joan",1640095314,9781640095311,1640095314,275        pp,3.49,"2,967","May 04, 2021","Jun 07, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'd never read Joan Silber before but her reputation as a ""writer's writer"" preceded her. And I'll read anything Ann Patchett tells me to, and her bluI'd never read Joan Silber before but her reputation as a ""writer's writer"" preceded her. And I'll read anything Ann Patchett tells me to, and her blurb (""It would be impossible to overstate just how good this book is"") recommended it rather highly.So what are the secrets of happiness? Freedom, money, love, hope, faith, peace, health, security, friendship, family. So much more. These character-driven interconnected stories about New Yorkers (all with connections to each other) examine these themes. Each story works on its own, but the way Silber develops this overarching theme in different ways throughout the novel is really fascinating.A fascinating read...and I learned a great joke: Q: ""Why did the Buddha not vacuum in the corners?""A: ""Because he had no attachments.""...more",Notes are private!,0,1,1,"Nov 20, 2022","Nov 23, 2022","Nov 20, 2022",,Paperback,view (with text),/book/show/60776312-secrets-of-happiness
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Extended Stay,"Martinez, Juan*",0816547971,9780816547975,0816547971,320        pp,3.55,154,"Jan 17, 2023","Jan 17, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An opening scene of unimaginable real-world horror leads into a screamingly terrifying novel of equally unimaginable supernatural horror. An old VegasAn opening scene of unimaginable real-world horror leads into a screamingly terrifying novel of equally unimaginable supernatural horror. An old Vegas hotel, the Alicia, which makes the Overlook Hotel look like a Ritz-Carlton, is the site of this horror parable about the immigrant experience and immigrants' ""function"" in a exploitive capitalistic society that doesn't value them. ""Because we were never people. We were fodder,"" ponders our protagonist Alvaro, a Columbian immigrant who comes to Vegas with his younger sister after witnessing the gruesome murder of the rest of his family.This hotel is alive. It wants something from Alvaro. But what? Time skips. Moldy walls bleed insects. Corridors expand into intricate mazes. People disappear. And there's something called the Nightmare Room. Terrifying. What does it all mean?I don't much read horror -- I'm not particularly squeamish (but this truly isn't for the faint of heart), it's just not my first-choice of genre -- but I couldn't look away from this. If you're looking for something to disturb you out of your winter doldrums, this is it....more",Notes are private!,0,8,1,"Jan 15, 2023","Jan 22, 2023","Nov 20, 2022",,Paperback,view (with text),/book/show/61417090-extended-stay
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rabbit Hutch,"Gunty, Tess",,,,352        pp,3.52,"27,401","Jul 21, 2022","Aug 02, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sad, and weird. Weird, and sad. But the star of this story about a dying Indiana town is Gunty's imaginative and inventive prose. Serious Winesberg, OSad, and weird. Weird, and sad. But the star of this story about a dying Indiana town is Gunty's imaginative and inventive prose. Serious Winesberg, Ohio vibes going on in this book - the 2022 National Book Award winner. ...more",Notes are private!,0,1,1,"Feb 20, 2023","Feb 28, 2023","Nov 16, 2022",,Hardcover,view (with text),/book/show/59576076-the-rabbit-hutch
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'll Take Everything You Have,"Klise, James",1616208589,9781616208585,1616208589,288        pp,3.64,412,"Feb 28, 2023","Feb 28, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a great novel! It's the story of a kid coming to Chicago and coming of age in 1934 in the teeth of the Great Depression. Joe is young, eager, gayWhat a great novel! It's the story of a kid coming to Chicago and coming of age in 1934 in the teeth of the Great Depression. Joe is young, eager, gay, and needs to earn money for his family's failing downstate farm. As he works with his cousin in the kitchen of a fancy hotel, he also discovers that the big city offers more opportunities -- both on the level and decidedly not -- than he could've possible imagined. He kindles romances with two boys, he participates in various money-making schemes with his cousin, and he finds himself embroiled in a misdeed from which he'll need to extract himself or lose everything. Klise beautifully captures time, place, and character here. I loved this book for its hopefulness and positivity. I don't read a ton of YA -- actually, almost zero YA -- but I'm glad I took a chance on this. You should too! ...more",Notes are private!,0,0,1,"Nov 16, 2022","Dec 12, 2022","Nov 16, 2022",,Hardcover,view (with text),/book/show/60831875-i-ll-take-everything-you-have
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Foster Dade Explores the Cosmos,"Jenkins, Nash*",1419764764,9781419764769,1419764764,544        pp,3.91,"1,727","May 16, 2023","May 16, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ah yes, another entry into the increasingly crowded ""boarding school"" novel genre. But that's okay, I can't get enough of them. This one has all the hAh yes, another entry into the increasingly crowded ""boarding school"" novel genre. But that's okay, I can't get enough of them. This one has all the hallmarks. Friendship and first love, secrets and cruelty, rich kids being assholes, and sex, drugs (lots and lots of drugs), and well, not really rock'n'roll, but Passion Pit and The National.If you enjoyed Rebecca Makkai's latest novel, I Have Some Questions For You, this is your next read.The one thing about this book: There's an unnamed narrator telling us this story 10 years after the events of the novel, and I was never sure why Jenkins made that narrative choice. I didn't see the advantage of that level of separation from the characters and Foster Dade's story. The narrator often gets in the way (he's a little pretentious, frankly) and makes the telling of the story part of the story. That's fine, I guess. But the book, I think, would've been better if the AUTHOR had just told us the story. Personal preference there, probably....more",Notes are private!,0,0,1,"May 31, 2023","Jun 09, 2023","Nov 14, 2022",,Hardcover,view (with text),/book/show/61783812-foster-dade-explores-the-cosmos
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Silent Spring Revolution: John F. Kennedy, Rachel Carson, Lyndon Johnson, Richard Nixon, and the Great Environmental Awakening","Brinkley, Douglas",0063212919,9780063212916,0063212919,896        pp,4.34,396,"Nov 15, 2022","Nov 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2022",,Hardcover,view,/book/show/58884740-silent-spring-revolution
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Somebody's Fool,"Russo, Richard*",0593317890,9780593317891,,464        pp,4.28,"5,809","Jul 25, 2023","Jul 25, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sully is long dead in this third installment of Russo's delightful chronicle of small town life in upstate New York. But his memory casts quite a shadSully is long dead in this third installment of Russo's delightful chronicle of small town life in upstate New York. But his memory casts quite a shadow over the people who remain -- police chief Raymer, Sully's trusty companion Rub Squeers, Sully's son Peter, and even local has-been Carl Roebuck. Do you have to have read Nobody's Fool and Everybody's Fool to read Somebody's Fool? Yep. Yep you do. Russo takes great pains (almost too great) in the first 150 pages or so to remind us what these characters have been up to, but if you haven't even been introduced to Sully, you'll be lost.In addition to catching up with all our favorite characters (Sully notably excepted), Russo also revisits his favorite themes: Progress vs tradition and fate vs free will. In this novel, North Bath is about to cease to exist, having been absorbed by its wealthier, more cosmopolitan neighbor Schuyler Springs, and the characters wonder if anything they've ever done in their lives will matter. Will they be remembered (like they all remember Sully)? Should they just give up and leave? But Russo also introduces a new theme here: It's never too late to start over. Make your choices. Find your happiness!If you are a Russo fan, you'll love this too. He's a bit more introspective than usual in this novel, but you know me, I'd read Russo's grocery list. If this is the last North Bath novel, it's a fitting end -- some threads are tied up, other questions are left open. Just like life. ...more",Notes are private!,0,2,1,"Jul 30, 2023","Aug 13, 2023","Nov 06, 2022",,Hardcover,view (with text),/book/show/62952125-somebody-s-fool
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Crook Manifesto        (Ray Carney, #2)","Whitehead, Colson*",0385545150,9780385545150,,336        pp,3.90,"13,328","Jul 18, 2023","Jul 18, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In this sequel to Harlem Shuffle, Whitehead has again surrounded his hero, furniture store owner and sometimes fence, Ray Carney with a cast of crooksIn this sequel to Harlem Shuffle, Whitehead has again surrounded his hero, furniture store owner and sometimes fence, Ray Carney with a cast of crooks and gangsters, dirty cops and filthy politicians, a bunch of street characters, and a guy named Pepper. Crook Manifesto is three stories all set in 1970s Harlem about Carney attempting to go clean, failing, and getting up to all sorts of misadventures. Colson Whitehead is a magician of a writer. Very smooth, very, very cool. Much like Harlem Shuffle, I read this so quickly I'm not sure how much I absorbed, I just know I was having a blast reading it....more",Notes are private!,0,3,1,"Aug 22, 2023","Aug 27, 2023","Oct 26, 2022",,Hardcover,view (with text),/book/show/61812836-crook-manifesto
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is What It Sounds Like: What the Music You Love Says About You,"Rogers, Susan",0393541258,9780393541250,0393541258,288        pp,3.82,"2,647","Sep 20, 2022","Sep 20, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love music. You love music. We all love music. But why do we love the music we love? This book is less about giving you the answer and more about giI love music. You love music. We all love music. But why do we love the music we love? This book is less about giving you the answer and more about giving you the tools to figure out the answer for yourself. Rogers - the producer of Prince's Purple Rain album, who then later in life became a neuroscientist - takes us through seven characteristics of music. Our responses to these seven characteristics of music make up our ""listener"" profile, and Rogers walks us through the ways to help us figure out our sweet spots in these seven characteristics, and thus, why we fall in love with music we do. I learned so much reading this, and it's helped me appreciate music more. Yeah, it can get a bit into the weeds of musical theory here and there, but it's also fun to learn about how a song like ""One Week,"" by Barenaked Ladies gets built from the ground up. Really interesting, highly recommended for anyone for whom music is a cornerstone of their everyday....more",Notes are private!,0,7,1,"Oct 24, 2022","Nov 12, 2022","Oct 24, 2022",,Hardcover,view (with text),/book/show/60165381-this-is-what-it-sounds-like
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Case Study,"Burnet, Graeme Macrae",1771965207,9781771965200,1771965207,288        pp,3.62,"8,503","Oct 07, 2021","Nov 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5""I am large, I contain multitudes.""How do you know your true self? What if you have several selves? Centered on a disgraced and narcissistic pseudo4.5""I am large, I contain multitudes.""How do you know your true self? What if you have several selves? Centered on a disgraced and narcissistic pseudo-psychiatrist in 1960s London and a young woman who becomes his patient to investigate what happened to her older sister, this unique, thrilling novel is about personal identity, mental health and depression, and pop science.I loved it. This was a Booker Longlist pick and an under-the-radar selection on the NY Times 100 Notable Books, AND I got to hear Burnet read at an event a few weeks ago. He's as fantastic in person as the writing in this inventive fiction. Highly recommended. ...more",Notes are private!,0,0,1,"Dec 07, 2022","Dec 11, 2022","Oct 24, 2022",,Paperback,view (with text),/book/show/61964971-case-study
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Severance,"Ma, Ling*",0374261598,9780374261597,0374261598,291        pp,3.92,"99,002","Aug 14, 2018","Aug 14, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The number of very smart people who told me they loved this book hit critical mass recently, so I finally read it. As usual, the very smart people areThe number of very smart people who told me they loved this book hit critical mass recently, so I finally read it. As usual, the very smart people are right. This book is amazing.It's terrifying in its prescience about a pandemic, but more importantly, it's so good at showing the many hypocrisies of consumer-obsessed society. Nothing illustrates this more than a Bible publisher who will stop at nothing to create a special-edition Bible with an embedded gemstone, even though the suppliers of the gemstones are going out of business because their workers are getting sick and dying. That doesn't matter, the commodity (even if it's Bibles!) does.Ma writers so clearly, with subtle humor, and intense profundity. Yes, there are many ""deep breath"" sentences here -- sentences that are so good, you have to stop reading, take a deep breath, and give yourself a second before you keep going. So glad I finally picked this up!...more",Notes are private!,0,5,1,"Oct 20, 2022","Oct 24, 2022","Oct 20, 2022",,Hardcover,view (with text),/book/show/36348525-severance
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Shift,"Burian, Natalka*",0778333043,9780778333043,0778333043,336        pp,3.51,"1,093","Jul 12, 2022","Jul 12, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Here's very specific subgenre of stories I like: stories set in the wee hours of the night. Novels like Murakami's After Dark or the supremely weird bHere's very specific subgenre of stories I like: stories set in the wee hours of the night. Novels like Murakami's After Dark or the supremely weird but incredibly awesome Beard After Dark episode of Ted Lasso or the song Midnight City by M83 all fit that bill. So I was excited to give this book a try.The story's about a young woman named Jean trying to make her way as a bartender and baker's assistant in NYC. The twist is that there are these shortcuts all over the city -- basically you walk through a door and are transported to another part of the city. Jean starts using these to save time going from one job to another. But then, of course, things go awry.Loved the first half of this novel, but the second half goes a bit off the rails and feels a little rushed and incomplete. Not bad, overall, though - a quick, inventive read....more",Notes are private!,0,3,1,"Oct 13, 2022","Oct 19, 2022","Oct 13, 2022",,Hardcover,view (with text),/book/show/58939929-the-night-shift
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Deluge,"Markley, Stephen*",1982123095,9781982123093,1982123095,896        pp,4.21,"3,396","Jan 10, 2023","Jan 10, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"First appeared at https://www.thenewdorkofbooks.c...If you'd been feeling a little too optimistic about the state of things these days, let StepFirst appeared at https://www.thenewdorkofbooks.c...If you'd been feeling a little too optimistic about the state of things these days, let Stephen Markley's climate fiction (Cli-Fi, in the parlance of our times) The Deluge quickly (well, maybe not that quickly, it's 900 pages after all) disabuse you of that optimism. Yes, while The Deluge is anxiety-inducing, it's one of the best reading experiences I've had in a long time. It's nothing short of a masterpiece -- and I don't just mean that because it IS 900 pages. I would've gladly read 900 more. If I had infinite time, a plethora of patience, was a 98-fold better writer, and could trust myself not to descend into a pit of despair and rage, this is the novel I'd love to write.The Deluge starts at present times and spends its considerable bulk moving 20 years into the future to examine the social, political, and cultural effects of the greatest threat humanity has even known: climate change.Markley tells this story through the shifting perspectives of several different characters, though none is more fascinating than activist Kate Morris -- who is sort of a mix of Greta Thunberg and Megan Fox. Kate starts an organization called A Fierce Blue Fire, which I only mention that because I LOVE that name. But also, there's an enraged and un-PC scientist who is furious with everyone for not recognizing the severity of the threat, an eco-terrorist, an ad executive, a genius coder, an opioid addict living in rural Ohio, scores of politicians, rock stars, activists, and regular folks. The thrall of this novel is how real this invented future feels. From wacky religious politicians who somehow string a huge swath of followers along to industry interests continuing to maintain outsized influence on legislation to so many people just putting their heads in the sand and deciding climate change isn't even real, Markley is really adept at framing the problem. The problem itself is manmade, but the barriers to fixing the problem are self-inflicted as well.And then there are the storms. Wild fires, hurricanes, earthquakes become more prevalent and destructive as the climate crisis worsens. Again, all this feels so real, I felt myself needing to google ""Los Angeles fire of 2031"" or ""Hurricane Kate destruction,"" etc.It's only February but I can confidently say this will be on my best of 2023 list. I loved this book. ...more",Notes are private!,0,2,1,"Jan 27, 2023","Feb 19, 2023","Oct 12, 2022",,Hardcover,view (with text),/book/show/60806778-the-deluge
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hummingbird's Daughter,"Urrea, Luis Alberto*",0316154520,9780316154529,0316154520,499        pp,4.21,"13,469","May 17, 2005","Apr 03, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2022",,Paperback,view,/book/show/91289.The_Hummingbird_s_Daughter
