,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,James's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
689,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Legacy of the Second World War,"Lukacs, John",0300114397,9780300114393,0300114397,208        pp,3.69,61,"Mar 01, 2010","Mar 09, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Though always interested in and reading history, I came to John Lukacs late. Recently I'd read his Five Days in London, May 1940. That was fresh materThough always interested in and reading history, I came to John Lukacs late. Recently I'd read his Five Days in London, May 1940. That was fresh material for me. It impressed me by convincingly explaining how close Germany came to winning the war at that time. This new study, The Legacy of the Second World War, is concerned with 6 issues: whether or not the war was inevitable, how Europe came to be divided after the war, why there would have been no war had Hitler not come to power, the development of atomic weapons, why the Allied strategy focused on Germany first, and the origins of the Cold War. Although this is a short book, he writes thoroughly as well as learnedly about these subjects. I'm familiar with the events and personalities of the war and the ripples they created, but Lukacs surprised me several times with new perspectives. One complaint might be that he seems compelled to flesh out his important points in order to give insight to the darts of his thinking. In so doing he often repeats himself, so that in 2 separate chapters he states that the Kursk Offensive in Russia and the Ardennes Offensive in Belgium a year and a half later were attempts to cause rifts between the Allies. What's invaluable for me, repetition or not, is that while I understand the importance of trying to separate members of a coalition, I'd never before understood it was an element of German wartime strategy. Some of his treatment doesn't offer anything new. He centers the attention of the atomic weapons chapter on the famous 1941 meeting of Werner Heisenberg and Niels Bohr in Copenhagen. I think he covers again what we understand the purpose of the meeting to be and what was said. But at the end of the chapter he interprets the reasons for the meeting as bound up in the sense the German government and indirectly the German people had that they were fighting 2 wars, a regrettable one against the western democracies with whom they might deal and a war for national survival against Soviet communism. The book is full of lightning bolts of insight such as this standing out in the clouds of general knowledge. This book and the earlier Five Days in London, May 1940 are influential books for me. I can never back away from the ideas he's planted here....more",Notes are private!,0,3,1,not set,"Aug 15, 2010","Apr 30, 2010",,Hardcover,view (with text),/book/show/7846384-the-legacy-of-the-second-world-war
690,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Father of Us All: War and History, Ancient and Modern","Hanson, Victor Davis",1608191656,9781608191659,1608191656,272        pp,4.00,635,"Apr 27, 2010","Apr 27, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hanson's concern in these essays is the changing face of war in a geopolitical landscape increasingly defined by the haves and the have-nots. He's an Hanson's concern in these essays is the changing face of war in a geopolitical landscape increasingly defined by the haves and the have-nots. He's an expert in the classical era of war. He wrote a definitive study explaining how such ancient Greek notions as politically pragmatic strategy and citizen military service have become the ways of the west. Here his reflections on the changing nature of war--which is basically a focus on changes wrought by the asymmetrical types of wars in which poorer states confront the dominance of the west--reference his knowledge on the ancient past in every essay to show us how knowledge of history can always instruct us.His primary message is that the information explosion created by digital technology and the internet creates a proliferation of western weapons which tends to allow our less technologically innovative competitors to compete with us on the battlefield. The most obvious ways are through the effects on public opinion and by creation of situations in which wars waged in these ways--Iraq and Afghanistan, for instance--become so expensive it puts a strain on economies of the west. Damage inflicted on a western target is always more severe than damage inflicted on an enemy because the former is more cheaply obtained. It's possible for a relatively cheap shoulder-fired antiaircraft rocket to being down a multi-million dollar bomber. A more horrific example is a suicide bomber in a western parliamentary chamber being able to inflict more damage than a flight of heavy bombers over a known terrorist target in the Middle East. The damage to public opinion alone, in this age of instant global news coverage, can be decisive.Hanson is conservative. He ends with the argument put forth by others that the international political situation is one of a clash of civilizations, east with the west. The power of western culture is irresistible and tends to break down parochial societies. The threat is, more than their becoming like us, that the west becomes more tolerant of attitudes from the east which run against the grain of the foundation blocks of western societies. Hanson isn't the first to suggest this, and he won't be the last. But he adds that it's becoming increasingly more dangerous, partly because of changing attitudes in a west sensitive to public opinion, that those societies philosophically at odds with ours are able to more easily confront us militarily because in this information-rich age they can easily acquire methods and weapons to use against us and our expensive ways of war. Because a leveling of societies is desirable, the military problem has to be solved, at least for the present, with the same old emphasis on hearts and minds....more",Notes are private!,0,0,1,not set,"Nov 12, 2012","Apr 28, 2010",,Hardcover,view (with text),/book/show/7812254-the-father-of-us-all
691,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brooklyn,"Tóibín, Colm",0771085362,9780771085369,0771085362,272        pp,3.70,"113,336","Apr 29, 2009","May 05, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 23, 2010",not set,"Apr 23, 2010",,Hardcover,view,/book/show/6072555-brooklyn
692,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wolf Hall        (Thomas Cromwell, #1)","Mantel, Hilary",155468773X,9781554687732,155468773X,653        pp,3.90,"210,312","Apr 30, 2009",2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wolf Hall is a well-written novel. It's so verbally sinuous that the words move into and through the mind like smoke to make its strange and fascinatiWolf Hall is a well-written novel. It's so verbally sinuous that the words move into and through the mind like smoke to make its strange and fascinating world without any effort on the reader's part. Mantel seems to have captured these characters well, too. She's skilled enough here to make them vibrant with very little description--Anne Boleyn with a toss of her head, Wolsey with a wave of his hand. Cromwell is the most rounded and well-served by Mantel who finely crafted his interior, his mood and attitude. All in all, this is an impressive and lush portrayal of 16th century European and English society, English character, and religious feeling. But I grew tired of it. Not entirely the novel's fault, though it is a bit too long, I think. But for some time I'd been watching the television series ""The Tudors,"" which richly details the same events in Wolf Hall. So I began to feel I'd been living too long with Henry VIII. My head became so filled with Henry's court, Cromwellian intrigue, and religious dispute that I thought it would come off....more",Notes are private!,0,5,1,"Apr 16, 2010","Jun 07, 2010","Apr 16, 2010",,Paperback,view (with text),/book/show/6902580-wolf-hall
693,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Letters: A Novel,"Barth, John",039912425X,9780399124259,039912425X,772        pp,3.85,257,1979,"Oct 08, 1979",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Brilliant, brilliant, brilliant. I remember how excited I was when Letters was published in '79, I was a longtime Barth admirer and looked forward to Brilliant, brilliant, brilliant. I remember how excited I was when Letters was published in '79, I was a longtime Barth admirer and looked forward to it. However, I couldn't even understand the s. Puzzled by what critics had to say about Letters, I was intimidated and didn't attempt it for several years. As it turned out, I had no trouble with it; I liked it immensely and was very much impressed by what Barth had done. After all these years I'm still impressed and think it one of the great novels of our time because it's such an energetic and all-encompassing spectacle of fiction. To say it's encyclopedic or a symphony is only to approach describng what it is. It's so huge and complex it can hardly be held in the mind. It's writing as big as its settings of Chesapeake Bay and the Great Lakes and everything in between. What's it about? Letters is an epistolary novel made up of letters written by the Author and 6 of the characters from his first 6 works of fiction braided together in a plot running from spring to summer of 1969 but including as well many events of the American Revolution and the War of 1812. As all of Barth's novels, the focus is on story and stories within stories, and there are many here involving not only the historical settings but the maneuverings of present-day campus politics and the filming of one of Barth's novels. So these characters from Barth's previous fictions make another appearance, but the main characters of the novel are language, the alphabet, and numbers. As you might expect, Letters is about those 26 individuals we use to form language. And more, it's about the nature of history itself, revolution, the patterns of lives, mid-life crisis, recyclings of all sorts, what makes up images, the nature of literature, and myth. It's about everything. And because it is, we--or I, at least--can never grasp the whole of it and know I'll never be finished with it. Because like Finnegans Wake or Against the Day it's a Mariana Trench of a novel, I'll always be able to dive deep into it and feel the currents of language and be amazed at the wonders found there, but I won't be able to find the bottom. Letters is a breathtaking novel....more",Notes are private!,0,22,1,not set,"Dec 14, 2010","Apr 06, 2010",,Hardcover,view (with text),/book/show/2065664.Letters
694,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quicksand: America's Pursuit of Power in the Middle East,"Wawro, Geoffrey",1594202419,9781594202414,1594202419,720        pp,4.08,121,2010,"Apr 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a history of our foreign policy in the Middle East during the last 100 years. While those relations aren't always smooth, Wawro's history doesThis is a history of our foreign policy in the Middle East during the last 100 years. While those relations aren't always smooth, Wawro's history does demonstrate that largely our goals and actions have reflected the pressures of the times. Following World War II, 2 common threads knitted their way through the fabric of the region: the need to forge alliances to counter Soviet ambitions toward warm water ports and the persistent coercion of Israeli security concerns. And oil. I'd heard before, and Wawro confirms, that 3/4s of the known U.S. reserves in the ground were used to power the Allied militaries during the war. So securing the Saudi oil fields for strategic interests was vital to our Cold War policy. That obviously continues today. One of the interesting things the author does is compare the events of the present to the past to show how little things have changed. To me the book was shaped like a cornucopia, Wawro's narration narrow at the beginning of the 20th century but widening out as it nears the present until it spills a rich harvest of fact, analysis, and detail about the last 2 decades of turmoil during 2 Iraq wars, 9/11, and the war in Afghanistan. The lessons are as current and immediate as your daily paper. But Wawro is more historian than reporter and is able to follow the story down the long decades to relate it with insight and to explain with honesty how weaknesses of leadership or overreach or strength displayed by the many personalities involved--Arab, American, and European--have lent weight to the picture of influences and conflict we see in the Middle East today. His conclusions are grim....more",Notes are private!,0,5,1,not set,"Jun 05, 2010","Apr 06, 2010",,Hardcover,view (with text),/book/show/7662064-quicksand
695,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Makers of Ancient Strategy: From the Persian Wars to the Fall of Rome,"Hanson, Victor Davis",0691137900,9780691137902,0691137900,256        pp,3.95,92,"Mar 21, 2010","Mar 21, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The aim of the book is a scholarly discussion of some of the strategic concerns the ancients faced but also how many of these same conditions can be sThe aim of the book is a scholarly discussion of some of the strategic concerns the ancients faced but also how many of these same conditions can be seen to exist today. The book contains 10 essays by several of the most eminent historians of the classical Mediterranean. Their individual studies deal with such topics as Rome's strategic defense of the Germanic frontier, the importance of walls and fortifications in ancient Greece, slave wars in the region, particularly the famous Spartacus war, the difficulties of maintaining empires, and the role of personality in statecraft. I thought the collection for the most part intelligent and learned. I thought the linkage to the contemporary world gave these essays added potency. By pointing out the analogy of the Theban preemptive attack on Sparta in 396BC to the Iraq War or the defensive walls of Athens to the modern barriers between Israel and the West Bank or to that along the U. S.-Mexican border, we can see how today's news registers the past. Despite the impact and improvements of technology, we're told, the strategic calculus of nations and the motivations for warfare remain much the same. A couple of the parallels provided bingo moments for me. The Athenian notion of democracy was seen as the cuckoo in the nest and the terror of its day that other states in the region allied against. Even earlier than that, in the 5th century BC, the Athenian empire is shown to reflect the position of the U. S. at the end of the Cold War when only one state stood at the head of the west and therefore bore the dissatisfactions of governments who resented leadership in a time without a serious military threat. These are matters of perception, of course, but as one of these essayists reminds us, the one predominant truth linking the past to the present and making it possible to learn from the ancient classical societies and their military incentives is that human nature stays the same. ...more",Notes are private!,0,0,1,not set,"Dec 04, 2010","Mar 26, 2010",,Hardcover,view (with text),/book/show/7722182-makers-of-ancient-strategy
696,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Europa,"Parks, Tim*",,,,unknown,3.35,633,"Apr 14, 1997",unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 07, 2010","Mar 19, 2010",,,view,/book/show/7886088-europa
697,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Infinities,"Banville, John",0307272796,9780307272799,0307272796,273        pp,3.28,"2,805","Aug 25, 2009","Feb 23, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What do we think of when we think of the abode of the gods? Swans gliding across still waters, laurel hedges from which butterflies tumble, birdsong hWhat do we think of when we think of the abode of the gods? Swans gliding across still waters, laurel hedges from which butterflies tumble, birdsong hidden in dappled sunlight? That's the atmosphere of Arden, the home of the Godley family in The Infinities, also the home of the gods. Infinities here are described as time subject to slippages so that ""all possibilities are fulfilled."" Banville plays with the notion that the gods are still with us.The Godley family is in crisis. Old Adam, their head, has suffered a stroke and is in a coma. While the rest of the family gathers to deal with his illness and its potentialities, the gods have gathered to meddle and take advantage. They overlook everything happening at Arden. Yet, while the point of view is usually that of Hermes, flitting quickly about to spy on everyone, Adam also comments on the busy activity in the house, even from the depths of his coma, suggesting we're meant to make parallels. There is the constant feeling that Adam sees everything and influences all action. It's all godly. Every description is in tones just a little beyond reality, as you'd expect in places inhabited by those more than human. Banville's prose is pitch perfect throughout. It's marvelously written, richly phrased and metaphored. The ""oily sway of wine,"" he writes, and ""the low-slung sky,"" the ""unmanageable, greasy weight of grief"" a character ""carries under his arm""--all from the same paragraph. It's all this delicious, the way Banville writes.This is a slick, sophisticated way to tell the story of a family emergency and the strain put on all the ties within it. I was reminded of John Updike's The Centaur, my favorite of his novels, in which every character has a counterpart from classical mythology. But Updike's novel is distinctly American. Darker, too, and tragic. Banville's atmosphere is more enchanting. It brims with Shakespeare's humor and A Midsummer Night's Dream. The Infinities is a midsummer pastoral romp. Banville has his characters, situations, and words springing about Arden's lawns like lambs....more",Notes are private!,0,19,1,not set,"Mar 24, 2012","Mar 03, 2010",,Hardcover,view (with text),/book/show/6595136-the-infinities
698,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Abyss of Human Illusion,"Sorrentino, Gilbert",1566892333,9781566892339,1566892333,151        pp,3.73,180,"Feb 01, 2010","Feb 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gilbert Sorrentino's brilliant career produced several works in this vein of sardonic multiple perspectives which form a whole. Here he gives us fiftyGilbert Sorrentino's brilliant career produced several works in this vein of sardonic multiple perspectives which form a whole. Here he gives us fifty anecdotes from the point of view of fifty different characters--though some of them may mirror Sorrentino himself--which revolve around some of his primary themes: sex, divorce, Brooklyn, nostalgia, and failure. As the title, taken from Henry James, suggests, the overall tone of these mini-narratives is bleak. The 50 characters are exhausted by life, used up. They've looked their hard lives full in the face and been defeated by it. There are no more illusions.Sorrentino died in 2006 before completing The Abyss of Human Illusion. This final form was organized and prepared for publication by his son Christopher. In ""A Note to the Reader"" he says he can detect no over-arcing structure or scheme to the novel. It is simply what it appears to be, 50 short sketches about the despair of those burnt-out and resigned to failure. Ironic, demanding, and original, this is classic Sorrentino....more",Notes are private!,0,2,1,not set,"Aug 24, 2011","Mar 03, 2010",,Paperback,view (with text),/book/show/7180766-the-abyss-of-human-illusion
699,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unincorporated Persons in the Late Honda Dynasty,"Hoagland, Tony",1555975496,9781555975494,1555975496,100        pp,4.07,829,"Jan 01, 2010","Feb 02, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was my introduction to Tony Hoagland. I like what I see. Hoagland's poems think stylishly about the world they observe while at the same timThis book was my introduction to Tony Hoagland. I like what I see. Hoagland's poems think stylishly about the world they observe while at the same time exhibiting a quirkiness, as if to ask what else could we expect. I like that sideways look at things. But each poem has a particular beauty. We can all relate to the poignancy of a poem about the declining health of a parent, such as ""My Father's Vocabulary."" Or the insight in a poem about the hostess at a party who has trouble keeping the strap of her gown up. By reflecting his emotions off her like sonar he finally concludes his strong attraction says more about himself than it does her. Hoagland's so adept at making us face the facts before us that many of these poems seem to leave the ground. They take off from a lauching thought or phrase about a person or event to become a verbal ascent to vision. Whether about race or sexuality or the mundane fact of a vine climbing a wall, it's almost as if they begin in free association to become the controlled arrow of purpose and design, aimed at the target of discovery. There's much to like here. ...more",Notes are private!,0,4,1,not set,"Jun 30, 2010","Feb 25, 2010",,Paperback,view (with text),/book/show/6767819-unincorporated-persons-in-the-late-honda-dynasty
700,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ballistics,"Collins, Billy",1400064910,9781400064915,1400064910,128        pp,4.09,"2,829",2008,"Sep 09, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I don't remember Billy Collins showing a dark side. But Ballistics does throw a shadow. I'd guess he's experienced a personal setback. More than one pI don't remember Billy Collins showing a dark side. But Ballistics does throw a shadow. I'd guess he's experienced a personal setback. More than one poem here concerns death, one is entitled ""Separation,"" and it's followed by ""Despair"" and ""The Mortal Coil."" But I've always thought his poetry a pleasure to read because of his wry perspectives and quirky humor. That's here, too, and those poems are among my favorites. In fact, the mood does brighten at the end of the book so that it ends sunnily amid the rumpled sheets of a new relationship. A typical Collins twist is that of an old man eating alone in a Chinese restaurant revealed in the last stanza to be himself. Another is concerned with the rhyme ""This Little Piggy Went to Market"" played on a child's toes. A point the poem ""No Things"" seems to be making is that language is better than reality, that the poet's (and our) search is worth the effort. I think the humorous poems demonstrate this best by encouraging readers to see the situations he writes are better than reality. He pictures the poet ""banging away on the mystery"" with ""the raised jawbone of poetry."" I much prefer that Collins to the one revealed in the vicious, powerful ""Divorce"": Once, two spoons in bed/now tined forks//across a granite table/and the knives they have hired....more",Notes are private!,0,3,1,not set,"Aug 12, 2010","Feb 25, 2010",,Hardcover,view (with text),/book/show/3109162-ballistics
701,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Point Omega,"DeLillo, Don",1439169950,9781439169957,1439169950,117        pp,3.45,"9,346","Feb 02, 2010","Feb 02, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked Point Omega. But I think if I didn't have experience with DeLillo's early novels I wouldn't have. I saw links to his first 2 novels, AmericanaI liked Point Omega. But I think if I didn't have experience with DeLillo's early novels I wouldn't have. I saw links to his first 2 novels, Americana and End Zone. Walls are very important in DeLillo's fiction. It may be that his characters use them as a way of measuring themselves. I remember a major engine driving the narrative of Americana was a man filling the blank walls of a house with writing. And walls figure in Point Omega, too, as figures are noticed standing in front of them or terrain features are described as walls. The wall is safety and meaning, two qualities DeLillo's characters desperately search for. So we read about a character standing against a museum wall watching a drastically slowed-down print of Hitchcock's Psycho that takes 24 hours to complete. He needs the film in order to escape from the clamor and chaos of the modern everyday around him in the city. The opposite of the city is the desert. There the novel's 3 characters seek refuge from the city's tumult but find they're too isolated from meaning and too close to the end of personality, so isolated in fact that they're in danger of washing into their surroundings and disappearing. One of them does inexplicably disappear. This is the omega point of the novel, though not exactly that of Teilhard de Chardin. DeLillo uses it as a kind of absolute loss of energy and the opposite of the complexity of our lives and as a kind of death. Teilhard gets a mention in the novel, but DeLillo writes of the idea as a dispersal of personality or life force stretched to the point where it ceases to hold together. The only escape is back into complexity, the city with its torrents of traffic, dominating decibels, and congested commotion. And in the bustling, throbbing hive the city is a man can find a still point where he can stand against a wall and watch a film so slowed that he can immerse himself in it enough to find meaning. Point Omega is spare. This is what you're left with when you pare all the extraneous material from a novel, as if removing everything from a map except those contours and landmarks you need highlighted to show you direction. What's left is a kind of poetry. What's left is a ball of aphorisms wound round and round to build up the ball of idea, in this case perceptions and justifications for war in the Middle East . What's impressive is that some of these thoughts about war were first presented in the brilliant 1972 novel End Zone, the novel in which war becomes kin to football. Here, 40 years later, many of the same thoughts are reduced to mysterious verbal formulas and to the dumbspeak of Rumsfeld and Wolfowitz, but he's writing about the same systems and forces of control that make war ritual, sacrament. Everything's the same. War remains what it is except the technology's more advanced. Just as the novel's still there, it's just been trimmed to signals and runes....more",Notes are private!,0,1,1,not set,"Nov 25, 2010","Feb 25, 2010",,Hardcover,view (with text),/book/show/6595144-point-omega
702,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Selected Letters of Philip Larkin 1940-1985,"Larkin, Philip",0374258295,9780374258290,0374258295,791        pp,4.12,104,1992,"Jan 01, 1993",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 09, 2010",,Hardcover,view,/book/show/770398.Selected_Letters_of_Philip_Larkin_1940_1985
703,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Portrait of a marriage,"Nicolson, Nigel",0860070913,9780860070917,0860070913,250        pp,4.09,"2,672",1973,"Jan 01, 1974",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sometimes I can't get enough of Virginia Woolf. I often luxuriate in rereading one of her novels or even one of the biographies. I have occasion to peSometimes I can't get enough of Virginia Woolf. I often luxuriate in rereading one of her novels or even one of the biographies. I have occasion to peek into the diaries or letters again. Reading about those important to her gives satisfaction, too, so that I've read biographies of Leonard Woolf, Vanessa Bell, and Vita Sackville-West to learn how they influenced Virginia. Sometimes I think I might resemble a sad teabag saturated with Woolf and Bloomsbury and unceremoniously plomped into a delicate Victorian saucer. So I'm not sure how Portrait of a Marriage, Nigel Nicholson's loving memoir of his parents, Harold Nicholson and Vita Sackville-West, went unread by me for so long. One forms impressions of books as well-known as this before they're read. I must've thought Nicholson's book attempted to explain and make excuses for Harold's and Vita's unconventional behavior and marriage. But now I know it's a loving portrait and homage to a union of substance and to parents totally devoted to each other and their children. Rather than explanation, it's a song of acceptance and love. Because his parents' commitment to each other and their lives together was complete, Nicholson doesn't feel he has to justify their bisexuality and their loves outside the long marriage. After Vita's affair with Violet Trefusis, none of their many affairs threatened to break the family. What Nicholson explains is how deeply Harold and Vita respected and cared for each other and the shared life they created at Long Barn and Sissinghurst, their country homes. The most serious threat, of course, was Violet. Sharing Nicholson's memoir of the marriage is Vita's account of her love affair with Trefusis recorded in her diary. Confession, maybe. Exorcism might be accurate, too. I was much less engaged with Vita's diary entries, written when she was 28, following the break-up with Trefusis, than I was with Nicholson's tender and understanding remembrance of her. Vita regrets. She and Violet had intended leaving their marriages for each other, and they would have if it hadn't been for the dogged determination of the 2 husbands refusing to allow such a mistake. Vita wrote in her diary, ""One should not to allow oneself the luxury of losing one's head."" Nicholson keeps his balance. He has the faith and grace to not judge, unless it's the seemingly catty remark about Trefusis, ""I met her only twice, and by then she had become a galleon, no longer the pinnace of her youth, and I did not recognize in her sails the high wind which had swept my mother away, because I did not know that she had been swept away."" I think that one of the strengths of the portrait he writes is his refusal to bow to the judgemental and his steadfast belief that his parents' love for each other wasn't only good enough but was extraordinary. That's his story. Virginia Woolf fits into the book only briefly. Her affair with Vita was several years after Violet. Virginia's inability to successfully respond to sex contributed to the brevity of the physical expression of it, but her love for Vita was intense for the rest of her life. In fact, the years they were closest were the years Woolf produced her 3 most magnificent novels. Vita was muse, too. Woolf's Orlando, a 4th novel from the Vita years, was another by-product of their affair. Inspired by Vita and a direct portrait of her, it's called by Nicholson ""the longest and most charming love-letter in literature..."" ...more",Notes are private!,0,11,1,not set,"Mar 18, 2011","Feb 08, 2010",,Paperback,view (with text),/book/show/4332542-portrait-of-a-marriage
704,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lark & Termite,"Phillips, Jayne Anne*",0375701931,9780375701931,0375701931,304        pp,3.43,"3,967",2009,"Jan 12, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What's going on here? Even though the reader can tell he's in the hands of a gifted novelist, especially if he has previous Jayne Anne Phillips experiWhat's going on here? Even though the reader can tell he's in the hands of a gifted novelist, especially if he has previous Jayne Anne Phillips experience, he might ask this question before allowimg himself to sink into her narrative, confident she'll get him to the end safely and satisfactorily. And she does.Lark and Termite is a novel told in 2 narrative threads. There's a thread beginning July 26, 1950 in which a U. S. Army soldier fighting in Korea, his unit retreating before the overwhelming North Korean attack, encounters a group of refugees and tries to protect them. The 2d thread occurs over the same few July days nine years later. It relates the lives of the siblings Lark and Termite and several adults in Winfield, West Virginia. Once the reader becomes aware of the 2 distinct threads and the themes they share, he knows the author will bring everything together into a point to stab and stir the mind. I could not have predicted the third thread with which she neatly wraps her package. The additional elements put one more puff of wonder into a novel already ballooning with wonder. Phillips, in her earlier novels, writes of strong sister/brother bonds. Here's another. Termite, though disabled, damaged, and deficient, shares traits of other brothers Phillips has written in that he seems to be a kind of nature boy possessing primal intelligence or awareness. The sections told from his point of view show him to be a kind of wormhole allowing the different parts of the novel to flow into each other. Lark, his caring 17-year-old sister, is mostly woman, maybe goddess herself or maybe just votary, but easy to feel affection for. They're wonderfully realized characters.In the Korean thread I detected a clumsiness in Phillips. She seems less comfortable with Robert Leavitt at the opening of the Korean War. It may be an unfamiliarity with place and writing about military action. To me she seems a little out of step. I did wonder if her wrongfootedness isn't so much failures of research or confidence as it is convenient arrangement to allow the fit of parallels and metaphor. I usually scorch with scorn the supernatural in fiction. I'm not much interested in magic realism anymore. When I drive through West Virginia I don't see evidence of it, at least not on the route I take. But Phillips has found it there and shown it to us in ways to make the heart swell with wonder and gratitude. I call it magic realism to give the author the benefit of the labeling doubt. Realizing there was an air of mystery about the events that the characters didn't quite understand but accepted, I didn't mind it. And I didn't quite understand all of it, either, especially the angelic purpose of one character who comes bringing gifts and storms.I've been away from Phillips for a number of years. Primarily because she hasn't published, I think. But I'm reminded what powerful fiction she can write. The novel was deservedly shortlisted for the National Book Award. While it didn't win, I think the story of Lark and Termite is written with the grace and authority most novelists can't bring to their fiction. It's certainly the Jayne Anne Phillips I remember....more",Notes are private!,0,9,1,not set,"Dec 26, 2011","Feb 02, 2010",,Paperback,view (with text),/book/show/7004174-lark-termite
