,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Judy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
501,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hunting Wives,"Cobb, May*",,,B08GJVV4WS,362        pp,3.48,"46,964","May 18, 2021","May 18, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Jun 30, 2021","Jul 02, 2021","Jun 30, 2021",,Kindle Edition,view,/book/show/56276432-the-hunting-wives
502,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,She Wouldn't Change a Thing,"Adlakha, Sarah*",1250774551,9781250774552,1250774551,304        pp,3.79,"2,916","Aug 10, 2021","Aug 10, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What if you had a chance to prevent a terrible tragedy - but had to give up a happy life with a husband you love and two beautiful daughters and a sonWhat if you had a chance to prevent a terrible tragedy - but had to give up a happy life with a husband you love and two beautiful daughters and a son on the way? Could you do it? f you didn't, could you live with the guilt? Such a terrible situation Maria finds herself in when her 39 year old self awakens in her 17 year old body and still at home with her parents. This was an emotional story that moved back and forth between lives. There were parts that were beautiful and touching, and others that were difficult and despairing. A really good debut novel for Sarah Adlakha! Thanks to Macmillan-Tor Forge through Netgalley for an advance copy....more",Notes are private!,0,13,1,"Jun 24, 2021","Jun 26, 2021","Jun 30, 2021",,Hardcover,view (with text),/book/show/55077642-she-wouldn-t-change-a-thing
503,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,People We Meet on Vacation,"Henry, Emily*",,,B08FZNYQJC,382        pp,3.88,"1,131,646","May 11, 2021","May 11, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Jun 24, 2021","Jun 27, 2021","Jun 24, 2021",,Kindle Edition,view,/book/show/55076069-people-we-meet-on-vacation
504,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Aria’s Travelling Book Shop        (The Travelling Shops, #2)","Raisin, Rebecca*",,,B07XNNW1PW,384        pp,3.85,"3,241","Apr 08, 2020","Apr 08, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What reader can resist anything with Book Shop in the title? Not me. This was a fun, sweet romance set against the interesting backdrop of Van Life. AWhat reader can resist anything with Book Shop in the title? Not me. This was a fun, sweet romance set against the interesting backdrop of Van Life. Aria has a travelling book shop operated out of a van. She goes from town to town to festivals and sets up and sells her books from her van. She travels with other Van Lifers, some go to the same places, and others drop in and out. Aria started doing this after the love of her life, TJ, died of cancer. before he died they travelled in a van so that he could see the Lake District he had always wanted to see. Aria just continued that nomadic lifestyle after his death. Aria meets Jonathan along the way and feels a pull of something towards him - but she promised TJ she would neve love anyone else, so she puts her feelings aside.The story was sweet and I enjoyed it. I liked the writing style and found it character driven while still providing great descriptions of some of the areas visited. The characters were fun and a little quirky.Thanks to Harper 360 / HQ Digital through Netgalley for an advance copy....more",Notes are private!,0,30,1,"Jun 21, 2021","Jun 24, 2021","Jun 21, 2021",,Kindle Edition,view (with text),/book/show/51895060-aria-s-travelling-book-shop
505,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Truth Lies,"Bailey, Anna*",198215716X,9781982157166,198215716X,384        pp,3.64,"9,412","Aug 03, 2021","Aug 03, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Got to love books full of secrets and lies, and the small town of Whistling Ridge is full of them. It is also full of bigotry, racism, and gossip. TheGot to love books full of secrets and lies, and the small town of Whistling Ridge is full of them. It is also full of bigotry, racism, and gossip. The story focuses on the the Blake family when Abigail Blake goes missing after a party with friends at the Tall Bones (a circle of tall, white rocks that is a local geographic feature). No one seems to know what happened to her. Did she run away? No one would be surprised if she did. Was she kidnapped? Killed? Speculation runs through the town. Abigail is from a dysfunctional, abusive family ruled by a father who was deeply haunted from experiences he had in the military, drank heavily, and was physically and mentally abusive.The book is character driven and populated with vivid and absorbing people surrounding Abigail's life. The plot was dark and atmospheric. The suspense well-paced. This is an emotional, engrossing read.Thanks to Atria Books through Netgalley for an advance copy. ...more",Notes are private!,0,24,1,"Jun 18, 2021","Jun 22, 2021","Jun 18, 2021",,Hardcover,view (with text),/book/show/55711678-where-the-truth-lies
506,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Roads,"Stevens, Chevy*",1250133572,9781250133571,1250133572,375        pp,3.96,"26,210","Aug 03, 2021","Aug 03, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A gripping mystery/thriller set in the small town of Cold Creek, British Columbia. The book is full of action and suspense as girls go missing and areA gripping mystery/thriller set in the small town of Cold Creek, British Columbia. The book is full of action and suspense as girls go missing and are found murdered along Cold Creek Highway. The murders never get resolved.The writing is literary and descriptive. The author immerses you in the beauty and dangers of the area and brings it to life. I loved the strength and courage of the character Hailey. She was amazing. I also loved Hailey's companion Wolf, who was such a loyal and intuitive dog.The build was slow, but picked up more after the characters and their relationships were fully established. The suspense was well-paced and the book surprised me - good surprises are always welcome!The author's note at the end reveals that Cold Creek Highway is a real place where many girls have gone missing and their abductors never found. Not a place to hitchhike or travel alone.Thanks to St. Martin's Press through Netgalley for an advance copy....more",Notes are private!,0,11,1,"Jun 16, 2021","Jun 18, 2021","Jun 16, 2021",,Hardcover,view (with text),/book/show/54860353-dark-roads
507,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guilt Trip,"Jones, Sandie*",1250265584,9781250265586,1250265584,320        pp,3.42,"30,798","May 31, 2021","Aug 03, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A riveting psychological/domestic thriller! This book is focused on intertwining relationships of a group of people that effect each other. The tensioA riveting psychological/domestic thriller! This book is focused on intertwining relationships of a group of people that effect each other. The tension is so extensive that I noticed it made me nervous and I had to put the book down a few times. The anxiety produced due to mistrust is nerve-wracking and guilt producing as the characters blame themselves and each other for the issues. All the characters are flawed. I was in shock at some of the things going on with them. And you couldn't trust and of them. The story centers around three couples and they all have secrets. The revelations are jarring. Did I like any of the characters? Not really. The all seemed self-absorbed. I did kind of like Noah and Will.I would have given this four stars except for the ending so I bumped it back to three. I'm still not sure of some things that I really think should have been wrapped up. I'm guessing the author intended to leave the reader questioning, but I really need - after reading the entire book - to have some things wrapped up for sure. Personally I don't like to be left without all the answers.Thanks to St. Martin's Press / Minotaur Books through Netgalley for a digital advance copy....more",Notes are private!,0,14,1,"Jun 13, 2021","Jun 16, 2021","Jun 13, 2021",,Hardcover,view (with text),/book/show/56269084-the-guilt-trip
508,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Good Day for Chardonnay        (Sunshine Vicram, #2)","Jones, Darynda*",1250233119,9781250233110,1250233119,416        pp,4.27,"14,452","Jul 27, 2021","Jul 27, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Downright fun to read! I read the first in the Sunshine Vicram series and enjoyed it so much that when I spotted this one I couldn't wait to read it. Downright fun to read! I read the first in the Sunshine Vicram series and enjoyed it so much that when I spotted this one I couldn't wait to read it. The main character is Sheriff Sunshine Vicram in a quirky little town in New Mexico. She's got a stabbing on her hands, her daughter Auri is secretly hunting a serial killer, the owner of a local distillery -who she lusts after, but may be involved in her kidnapping when she was younger, whew! Then there's the mayor's obsession with Sunshine tracking down a secret organization called the Dangerous Daughters who she purports may actually run the town. I love the quirky characters. The raccoon caper broke me up, laughing out loud. So much fun to read! Can't wait for the next in the series and hoping it comes very soon!Many thanks to St. Martin's Press through Netgalley for an advance copy....more",Notes are private!,0,28,1,"Jun 10, 2021","Jun 13, 2021","Jun 10, 2021",,Hardcover,view (with text),/book/show/53137959-a-good-day-for-chardonnay
509,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Missing Sister        (Seven Sisters, #7)","Riley, Lucinda",1952457211,9781952457210,B08ND9XVK7,580        pp,4.20,"58,920","May 27, 2021","May 27, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 06, 2021","Jun 10, 2021","Jun 06, 2021",,Kindle Edition,view,/book/show/55971758-the-missing-sister
510,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sinful Lives of Trophy Wives,"Miller, Kristin*",1524799521,9781524799526,1524799521,288        pp,3.53,"5,432","Jul 20, 2021","Jul 20, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The title of this one grabbed me - the lives of the wealthy are usually fascinating. Brooke, a mystery writer, moves into an exclusive neighborhood inThe title of this one grabbed me - the lives of the wealthy are usually fascinating. Brooke, a mystery writer, moves into an exclusive neighborhood in San Francisco with her billionaire husband Jack. Brooke quickly befriends some of her new neighbors - Erin, a famous news anchor and chairman of the neighborhood board, and Georgia Georgia has been nicknamed ""Black Widow"" because it is rumored she murdered her first two husbands (in only 4 years) for their money and is now working on her third. I didn't like any of these women and found them arrogant, vain, and selfish. The story's premise is over the top and is told in turn by each woman's point of view. There were a few surprises. This reads like a soap opera! I enjoyed the writing and it flowed well.Thanks to Random House Publishing Group - Ballantine through Netgalley for an advance copy....more",Notes are private!,0,33,1,"Jun 04, 2021","Jun 06, 2021","Jun 04, 2021",,Paperback,view (with text),/book/show/55842789-the-sinful-lives-of-trophy-wives
511,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Steel Fear        (Finn Thrillers, #1)","Webb, Brandon",0593356284,9780593356289,0593356284,441        pp,4.23,"1,866","Jul 13, 2021","Jul 13, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Finn, a Navy SEAL, is sent home from the Persian Gulf on the aircraft carrier Abrham Lincoln. He learns quickly that there is something seriously wronFinn, a Navy SEAL, is sent home from the Persian Gulf on the aircraft carrier Abrham Lincoln. He learns quickly that there is something seriously wrong on the ship. Crew members start disappearing. At first everyone thinks they are suicides, but then are suspicous there may be a serial killer on board. Finn becomes a suspect since the killings seemed to begin when he arrived on the ship. He had been recalled from his duties when a mission went terribly wrong and he was under a cloud of suspision. Even more disturbing, Finn has been having memory lapses. This was a good thriller, well-written, and well paced. I enjoyed the characters and the investigation. There were some surprise revelations and some false leads. Thanks to Random House Publishing Group - Ballantine through Netgalley for an advance copy....more",Notes are private!,0,16,1,Jun 2021,"Jun 04, 2021","Jun 01, 2021",,Hardcover,view (with text),/book/show/56123374-steel-fear
512,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Together We Will Go,"Straczynski, J. Michael",1982142588,9781982142582,1982142588,304        pp,4.01,"3,917","Jul 06, 2021","Jul 06, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is unique, at least I've never read anything similar. I found it fascinating, charming, sad, and enlightening. The characters are quirky andThis book is unique, at least I've never read anything similar. I found it fascinating, charming, sad, and enlightening. The characters are quirky and interesting. No matter how you feel about the right to choose to take your own life, it will at least open your eyes to what some of the motivations might be. Mark, a struggling author at almost 30 years old, is suffering from chronic depression. He keeps submitting works and gets rejected all the time. He decides to organize a trip: he rents a bus, hires a driver, takes out an ad for other people to join him on a journey like no other. This is a one-way trip - when they arrive in San Francisco they will find a cliff with a view of the ocean at sunset, and drive off the cliff. The passengers are required to write journal entries, voice entries, texts and emails as the price of their trip.The author provided insight into a tough subject with sensitivity and a good sense of humor. The characters are memorable. The story is told by all the people on the bus.Thanks to Gallery Books through Netgalley for an advance copy....more",Notes are private!,0,7,1,Jun 2021,Jun 2021,"Jun 01, 2021",,Hardcover,view (with text),/book/show/55711627-together-we-will-go
513,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bone Code        (Temperance Brennan, #20)","Reichs, Kathy*",198213996X,9781982139964,198213996X,368        pp,4.02,"15,286","Jul 06, 2021","Jul 06, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The 20th in the series, and I never tire of reading about the adventures of the amazing Temperance Brennan! In this one bodies are found in CharlestonThe 20th in the series, and I never tire of reading about the adventures of the amazing Temperance Brennan! In this one bodies are found in Charleston, SC with eerie similarities to a case Tempe had 15 years ago in Quebec. Could these murders be related? Seems a reach since they are geographically distanced as well as the lengthy time lapse. But the similarities nag at Tempe and she starts investigating and turning over clues.Another thing, a mysterious disease begins infecting people in the South Carolina area. It seems to be transmitted by dogs. A genetic test can identify people with a rare gene mutation that makes them susceptable. Tempe finds clues that this disease and the murders could possibly be related.This, as ususal, was an absorbing invetigation for Tempe. I did find the genetic descriptions challenging to follow, so parts of the book were pretty technical. The story was complex and kept me guessing, so I thoroughly enjoyed it. Looking forward to the next Temperance Brennan adventure.Thanks to Scribner and Netgalley for an advance copy....more",Notes are private!,0,20,1,"May 26, 2021","May 31, 2021","May 26, 2021",,Hardcover,view (with text),/book/show/54304127-the-bone-code
514,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Time for Mercy        (Jake Brigance, #3)","Grisham, John*",0385545975,,B087PKF9LZ,480        pp,4.29,"86,673","Oct 13, 2020","Oct 13, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 21, 2021","May 26, 2021","May 21, 2021",,Kindle Edition,view,/book/show/53529219-a-time-for-mercy
515,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mexican Gothic,"Moreno-Garcia, Silvia*",,,B07YK1K1YK,304        pp,3.68,"354,979","Jun 30, 2020","Jun 30, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,So creepy it makes your skin crawl! Well written and a good plot. Highly recommend if you like gothic and creepy novels.,Notes are private!,0,6,1,"May 18, 2021","May 21, 2021","May 18, 2021",,Kindle Edition,view (with text),/book/show/52873094-mexican-gothic
516,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Falling,"Newman, T.J.*",1982177888,9781982177881,1982177888,304        pp,3.87,"76,596","Jul 06, 2021","Jul 06, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hold onto your hat because this is an edge-of-your seat, unputdownable thrill ride of a book! The tension builds so quickly that my heart was in my thHold onto your hat because this is an edge-of-your seat, unputdownable thrill ride of a book! The tension builds so quickly that my heart was in my throat the entire book. There are no stops and no pauses - just terror and anxiety throughout. Captain Bill Hoffman, airline pilot goes to work. Once in the air he finds out his wife and two children have been taken hostage. Bill is given a choice by the terrorist: Crash the plane with over 140 people on board, or save his family. This is an unimaginable situation! I was glued to the book all the way to the end. A stunning debut T. J. Newman!Thanks to Avid Reader Press / Simon & Schuster through Netgalley for an advance copy....more",Notes are private!,0,25,1,"May 17, 2021","May 18, 2021","May 17, 2021",,Hardcover,view (with text),/book/show/56614951-falling
517,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Secret Keeper of Jaipur        (The Jaipur Trilogy, #2)","Joshi, Alka*",0778331857,9780778331858,0778331857,384        pp,4.09,"51,620","Jun 22, 2021","Jun 22, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the second book in the series, and although I had not read 'The Henna Artist', this book could stand on its own easily. The story was told in This is the second book in the series, and although I had not read 'The Henna Artist', this book could stand on its own easily. The story was told in several points of view, and gave a view of life in India with its rich culture and politics. The story involved sheep herding, architecture/building, and gold smuggling. It involves people from many stations in life from the royal maharanis, to middle class, to lower caste. There's definitely a mystery to be solved and the unwinding of the tale reveals hidden secrets and deception.The characters are rich and believable. I really liked Lakshmi who seemed to be trying to help everyone. I was impressed by Malik for his moral character and his intelligence and curiosity. I admired Nimmi for her strength and courage. I enjoyed this book and will try to pick up The Henna Artist and read that as well, to provide the background - I've heard good things about it.Thanks to Mira and HARLEQUIN – Trade Publishing through Netgalley for an advance copy....more",Notes are private!,0,28,1,"May 14, 2021","May 17, 2021","May 14, 2021",,Hardcover,view (with text),/book/show/55004546-the-secret-keeper-of-jaipur
518,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lie Beside Me        (DCI Jonah Sheens, #3)","Lodge, Gytha*",0241363055,9780241363058,0241363055,375        pp,3.93,"2,760","Feb 18, 2021","Mar 18, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A great, complex thriller with many unexpected twists and turns. Louise wakes up to find a man beside her, not her husband, and he's dead. She doesn'tA great, complex thriller with many unexpected twists and turns. Louise wakes up to find a man beside her, not her husband, and he's dead. She doesn't even recognize him, has no idea who he is or why he's in her bed. She panics.What a horrible realization that would be! She goes out partying with her friend, gets very drunk, and then finds herself in this nightmare of a situation with no knowledge of this man beside her. What happened? Did she kill him? Who is he?There was a rather complicated investigation here with some incorrect conclusions, changing strategy, and surprising revelations going forward. I thoroughly enjoyed the book.Thanks to Random House Publishing Group - Random House through Netgalley for an advance copy....more",Notes are private!,0,32,1,"May 11, 2021","May 14, 2021","May 11, 2021",,Hardcover,view (with text),/book/show/55278925-lie-beside-me
519,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ready Player Two        (Ready Player One, #2)","Cline, Ernest*",1524761338,9781524761332,1524761338,370        pp,3.43,"155,949","Nov 24, 2020","Nov 24, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Awesome book Ernest Cline! Just as immersive and exciting as Ready Player One!,Notes are private!,0,0,1,"May 06, 2021","May 08, 2021","May 08, 2021",,Hardcover,view (with text),/book/show/26082916-ready-player-two
520,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Songs in Ursa Major,"Brodie, Emma*",0593318625,9780593318621,0593318625,336        pp,3.90,"12,025","Jun 22, 2021","Jun 22, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Both the title and the description of this book called to me that I had to read this one, and once I started I couldn't put it down. The music industrBoth the title and the description of this book called to me that I had to read this one, and once I started I couldn't put it down. The music industry in the 60's and 70's was volatile and make good subject matter. The damaged characters in the book are intriguing and it was engrossing reading about their triumphs and their failures. I cheered for Jane every time she stood up for herself and her music, and despaired as Jesse struggled with his problems despite his fame. The writing style is addictive and enjoyable and the characters are well fleshed out. I found the song lyrics inserted throughout the novel intriguing. Thanks to Knopf Doubleday Publishing Group through Netgalley for an advance copy....more",Notes are private!,0,4,1,"May 03, 2021","May 05, 2021","May 03, 2021",,Hardcover,view (with text),/book/show/55502881-songs-in-ursa-major
521,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secrets of Thistle Cottage,"Barrett, Kerry*",0008389756,9780008389758,B0923TKWTN,391        pp,4.11,"1,419","Jun 09, 2021","Jun 09, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I picked up this book because I've always been interested in reading stories about women who were accused of being witches. I find it disturbing how sI picked up this book because I've always been interested in reading stories about women who were accused of being witches. I find it disturbing how society can be persuaded by rumors and innuendos, normally untrue, to turn against certain people. In the case of witches, simply women who live alone, are many times widows, who have the knowledge to alleviate pain and suffering using plants. The times of the witch trials were a frightening time for women, and there was no defense or justice available to them. This book is written in two timelines. In 1661 Honor Seton and her daughter Alice, are herbalists and take care of many people in their community. When summoned to take care of the laird's wife, the woman dies despite Honor's attempts to save her. The laird is determined to seek vengeance against Honor. This timeline was very interesting and gives a feel for the time and the risks women faced.The second timeline is present day. Tess and her daughter Jemima, have moved to Thistle Cottage after fleeing Edinburgh when Tess's husband goes to prison. After moving in they find the cottage had once been the home of two women accused of witchcraft, and that Thistle Cottage is known at the Witches' Cottage. Some dark and unsettling things start happening at the cottage that keep Tess and Jem worried they might be targets for the things Tess's husband had done.I enjoyed reading this and found the writing flowed well and the characters were interesting. I would recommend it to anyone who enjoys historical fiction or stories about witches.Thanks to HQ Digital through Netgalley for an advance copy....more",Notes are private!,0,23,2,May 2021May 2021,"May 03, 2021May 03, 2021","May 01, 2021",,Kindle Edition,view (with text),/book/show/57742088-the-secrets-of-thistle-cottage
522,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ladies' Midnight Swimming Club,"Hogan, Faith*",,,,469        pp,4.18,"24,018","May 06, 2021","May 06, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Three wonderful women come together in this book. Lucy after a divorce decided she needed a break from her job as a doctor in a hospital in Dublin. ShThree wonderful women come together in this book. Lucy after a divorce decided she needed a break from her job as a doctor in a hospital in Dublin. She and her son, Niall, went to visit her Mom in her rural seaside hometown. Her Mom, Jo, is a well-loved community member who gives much to those around her, but she has a secret issue she's not talking about. Elizabeth, the local doctor's wife, has recently become a widow and has found that her husband died leaving her with crippling debt, their large house and his practice. The women, become close friends, and find freedom and relief from their cares and worries when they, led by Jo, go swimming in the cold Atlantic waters at midnight. They form a close bond and provide courage and support for each other.This book left me feeling upbeat. I loved the closeness of the women and their strength and courage as they faced the ups and downs in their individual lives. This is a story of love, grief, community, and friendship, and it is warm and heartfelt.Thanks to Aria and Aries through Netgalley for an advance copy....more",Notes are private!,0,25,1,"Apr 27, 2021","Apr 30, 2021","Apr 27, 2021",,ebook,view (with text),/book/show/56281258-the-ladies-midnight-swimming-club
523,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What You Can See from Here,"Leky, Mariana",0374288828,9780374288822,0374288828,336        pp,4.28,"21,723","Jul 18, 2017","Jun 22, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book surprised me so much - in a good way! After reading the prologue and the first chapter I was thinking ""uh oh, I don't know if I'm going to lThis book surprised me so much - in a good way! After reading the prologue and the first chapter I was thinking ""uh oh, I don't know if I'm going to like this one"". I'm glad I kept reading because this was a really good read. Themes of love and loss, denial, community, and life and death are addressed through the interaction and speech of a group of quirky characters who are delightful. The setting is a small village in Germany. The central plot is Luisa's life growing up in the village where she experiences a tragic loss as a 10 year old, unrequited love as a young woman, and finding her place in the world. Selma, Luisa's grandmother, is another prominent figure in the book. Selma is Luisa's anchor, and she and Luisa are very close. At the start of the book, you find out that when Selma has a dream with an okapi in it, someone in the village dies within a certain number of hours. So when one of these dreams occurs, news spreads like crazy through the village and puts everyone on edge. Then there are several other quirky, eccentric characters in the book who make up this close community.Thanks to Farrar, Straus and Giroux through Netgalley for an advance copy....more",Notes are private!,0,25,2,"Apr 25, 2021Apr 25, 2021","Apr 27, 2021not set","Apr 25, 2021",,Hardcover,view (with text),/book/show/54785530-what-you-can-see-from-here
524,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Road to Justice,"McCartney, Dianne*",1509231145,9781509231140,1509231145,214        pp,4.07,14,unknown,"May 04, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the first book I've read by Dianne McCartney. It's a romantic suspense novel, and kind of police procedural. It didn't make me go ""wow"", but iThis is the first book I've read by Dianne McCartney. It's a romantic suspense novel, and kind of police procedural. It didn't make me go ""wow"", but it kept my attention and I enjoyed the read. A homicide detective, Aiden Reese, is investigating a powerful man who is a suspect in the abuse of women and the death of a photographer and one woman. During the investigation, Aiden questions Alana Drake, a writer living alone on a ranch. Aiden had found photographs the photographer had in his room with Alana in them. Aiden believes she may be a target. The book follows the investigation with tension and suspense. There's also a sweet romance involved. This was a well-written, action packed book, and was a quick read. I would recommend it to anyone who enjoys romantic suspense.Thanks to Dianne McCartney and The Wild Rose Press, Inc. through Netgalley for an advance copy....more",Notes are private!,0,14,1,"Apr 24, 2021","Apr 25, 2021","Apr 24, 2021",,Paperback,view (with text),/book/show/53329952-the-road-to-justice
525,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Maidens,"Michaelides, Alex*",1250304458,9781250304452,1250304458,337        pp,3.63,"332,158","Jun 03, 2021","Jun 15, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Picked this book up because I enjoyed the author's debut novel ""The Silent Patient"". This book is not a psychological thriller, but more of a murder mPicked this book up because I enjoyed the author's debut novel ""The Silent Patient"". This book is not a psychological thriller, but more of a murder mystery. Mariana is a group therapist, who has been grieving over her dead husband who died in a freak accident. One of her patients seems to be stalking her and she's been having trouble setting boundaries. Her niece calls her from Cambridge and says her best friend it missing, and Mariana goes to Cambridge to check on her niece. The missing girl is later found dead.Professor Fosca, a Greek tragedy professor at Cambridge has a special group of students he called ""The Maidens"". When one of ""the maidens"" is murdered, Mariana becomes convince that Fosca killed her - but no one else believes her. Occurrences in the story are linked to Persephone, the Greek goddess of the underworld and also new growth in spring. There are many allusions in the book to this myth. Beautiful, descriptive writing throughout the book. Red herrings abound and I could not pin down the murderer before it was revealed .Thanks to Celadon Books through Netgalley for an advance copy....more",Notes are private!,0,7,1,"Apr 22, 2021","Apr 23, 2021","Apr 22, 2021",,Hardcover,view (with text),/book/show/45300567-the-maidens
526,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Letter Keeper        (Murphy Shepherd, #2)","Martin, Charles*",0785230955,9780785230953,0785230955,301        pp,4.40,"13,720",Jun 2021,"Jun 08, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Charles Martin's books are always inspiring to me. They are filled with hope, sacrifice, and love. The Letter Keeper is the second book in the Murphy Charles Martin's books are always inspiring to me. They are filled with hope, sacrifice, and love. The Letter Keeper is the second book in the Murphy Shepherd series and I hope there will be many more to come. The characters are vivid and arresting. The plot is action-packed, yet filled with truths and philosophical and religious themes. Murphy Shepherd is an amazing man who puts everyone else's needs above his own. He rescues girls from human trafficking situations and brings them to Freetown where they can heal. Even though the subject of human trafficking is horrible and violent, Charles Martin handles the subject with sensitivity and doesn't dwell on the dark side. You could read this book without having read the first in the series; however, I would recommend that you start with the first book just to provide background. Also, it is well worth the time as The Water Keeper is an awesome book as well. I highly recommend reading anything Charles Martin writes and, yes, he is one of my very favorite authors!Many thanks to Thomas Nelson--FICTION through Netgalley for an advance copy of this wonderful book....more",Notes are private!,0,24,1,"Apr 19, 2021","Apr 21, 2021","Apr 19, 2021",,Hardcover,view (with text),/book/show/55918599-the-letter-keeper
