,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Three's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Scoop,"Franceschini, Enrico",8807032309,9788807032301,8807032309,208        pp,3.29,21,"Jan 26, 2017","Jan 26, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Di Franceschini leggo avidamente le corrispondenze da Londra su Repubblica.Questo libro, scritto da un giornalista sul mestiere del giornalista, con mDi Franceschini leggo avidamente le corrispondenze da Londra su Repubblica.Questo libro, scritto da un giornalista sul mestiere del giornalista, con molta ironia e svelando qualche altarino, è piacevole quanto le corrispondenze....more",Notes are private!,0,4,1,not set,"May 08, 2017","Jul 31, 2017",,Paperback,view (with text),/book/show/34016394-scoop
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Una voce nella notte,"Maupin, Armistead",8817010731,9788817010733,8817010731,491        pp,3.67,"5,704",2000,"Jan 05, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"recensione con premessa (avvertenza: la seguente premessa non riguarda direttamente il libro; chi la vuole saltare non perderà niente, se non la mia  recensione con premessa (avvertenza: la seguente premessa non riguarda direttamente il libro; chi la vuole saltare non perderà niente, se non la mia avvincente prosa).sono una golosa impenitente. adoro le lasagne, il tiramisù. i maccheroncini pasticciati, la polenta, la cioccolata, il gelato, la frutta, i tortellini, tutte le peggio cose. Per trovare qualcosa che non mi piace dovreste addentrarvi nei torvi reparti dei cibi salutisti. Il risultato è ovvio: fallimento totale della prova costume, delusione da cui in genere mi consola un piatto di strozzapreti con le canocchie.Tuttavia.Perché c'è un tuttavia.Se davanti a me c'è una teglia di lasagne fatte da mia mamma, o un tiramisù fatto con la ricetta di famiglia (che un amico gentile ha definito ""il miglior tiramisù che abbia mai mangiato""), l'unico limite che mi pongo è dato dalla decenza, così se il mio super io si distrae un attimo posso mangiare l'intera teglia di lasagne o l'intera coppa di tiramisù senza la minima remora.Ma se ho per le mani uno di quei barattoli di gelato che si comprano al supermercato, quelli da mezzo chilo che sono perfetti quando cominciano a sciogliersi un pochino ai bordi, e, un cucchiaino dopo l'altro, sciogliendosi sempre di più, arrivano alla fine con grande stupore del proprietario del cucchiaino, che mai mai mai avrebbe voluto mangiare tanto, in quei casi lì dopo la maialata provo un gran senso di colpa, materializzato in una sensazione fastidiosa in bocca, la sensazione della patina di grasso lasciata dal gelato.Per questo c'è una facile spiegazione: i cibi di alta qualità, fatti in casa come Iddio comanda, per quanto possano essere calorici ed eccessivi non avranno mai quel surplus di grasso industriale che si trova, appunto, nei cibi industriali. Che non sono necessariamente malvagi, anzi spesso sono più che decorosi, ma dopo un certo quantitativo ti ricordano inesorabilmente le loro umili origini.FINE DELLA PREMESSA, ADESSO SI PARLA DEL LIBROHo letto questo libro in pochi giorni, con una rapidità per me inconsueta, dovuta alla perfetta scorrevolezza della scrittura. Si va avanti che è un piacere, cinquanta pagine durante la pausa pranzo, un centinaio prima di dormire, sempre con il gusto di scoprire che cosa succederà, e si arriva alla fine in un attimo. Che bella lettura!Però, dopo l'abbuffata, arriva la sensazione fastidiosa.Sì, è una bella storia, anzi, le belle storie sono due o tre, intrecciate intorno al protagonista narratore: ma, arrivata la fine, spuntano le domandine impertinenti che - come la patina di grasso del gelato industriale - erano rimaste nascoste fino a quel momento: ma può mai nascere un legame così profondo fra due persone che non solo non si sono mai viste, non solo sono divise da una quarantina di anni di età, ma si sono solo sentite al telefono una decina di volte? E la storia con l'amante che se n'è andato ma non poi del tutto ma forse ci amiamo ancora ma devi lasciarmi i miei spazi ma ti sarò sempre legato ma devo vedermi con altri, ce la dovevamo proprio sorbire? Non è stata già scritta qualche centinaio di volte, suscitando giustificatissimo fastidio?E il rapporto con il vecchio padre? Egoista e geniale, malato e vitale, forte e debole, anaffettivo e affettuoso? Per l'amor del cielo!Sono stata cattiva: il libro è migliore di come l'ho descritto, se non altro perché è scritto bene. Però la colloocazione del narratore ben al di sopra delle righe di una emotività adulta, la sua perenne prossimità alle lacrime, la sua incapacità di prendere le distanze (è l'amante fuggiasco, molto più lucido di lui, a suggerirgli che qualche cosa non torna) lo rendono stucchevole in più di una pagina. Avrei preferito qualche lacrima in meno e un po' di spazio in più all'aspetto misterioso della vicenda. Ma si sa, io sono un cuore di pietra. ...more",Notes are private!,0,4,1,not set,"Jun 13, 2017","Jul 31, 2017",,Paperback,view (with text),/book/show/6701180-una-voce-nella-notte
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Come perfetti sconosciuti: Le inchieste del Commissario Dubarry,"Barisi, Anita",,,B06XC2JR7L,254        pp,3.00,4,unknown,"Feb 26, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,non do stelline perché sarebbe poco elegante: l'ho scritto io.....non do stelline perché sarebbe poco elegante: l'ho scritto io........more,Notes are private!,0,1,1,not set,Mar 2017,"Mar 15, 2017",,Kindle Edition,view (with text),/book/show/34594804-come-perfetti-sconosciuti
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Più gentile della solitudine,"Li, Yiyun",8806208489,9788806208486,8806208489,330        pp,3.39,"2,777",Apr 2013,"May 12, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2015",,Hardcover,view,/book/show/25526160-pi-gentile-della-solitudine
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'avversario,"Carrère, Emmanuel",8845973549,9788845973543,,169        pp,3.99,"29,594","Jan 31, 2000","May 29, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ciò che agisce nella mente di una persona che fa qualcosa di eccezionale (nel senso più strettamente etimologico della parola, quindi non necessariameCiò che agisce nella mente di una persona che fa qualcosa di eccezionale (nel senso più strettamente etimologico della parola, quindi non necessariamente in un'accezione positiva) suscita la necessità di capire, da parte negli altri, quelli che non escono dalle righe. Per questo, non mi stupisce che Carrére (bravissimo scrittore, fra l'altro) abbia cercato un contatto con l'assassino. Lo ha fatto per la stessa ragione per cui io ho acquistato il suo libro.Ma il suo lavoro, che mi pare di capire sia stato fonte di vera e propria sofferenza per l'autore, non riesce a rompere il muro che si pone fra noi e loro, e così, alla fine, non si può dire di avere capito che cosa ha fatto di un uomo tutto sommato normale, e non particolarmente svantaggiato dalla vita (ha avuto genitori che non lo capivano, ma esiste qualcuno che sia arrivato all'età adulta senza essere stato a lungo convinto di non essere capito dalla propria famiglia?), la persona che ha ammazzato premeditatamente madre, padre, moglie e due figli bambini (ha anche cercato di ammazzare l'amante, ma in qualche modo lei si è salvata).Probabilmente, è solo che una cosa del genere non può essere capita.Eppure il libro ha ugualmente un grande merito, che è quello di spogliare il suo protagonista da quell'aura di torbido fascino che anche un criminale, proprio perché tale, può esercitare.Se il criminale è una persona che ragiona, e ragionando concepisce odio, rancore, voglia di vendetta e tutto quanto può nascere dal lasciare libero sfogo ai propri peggiori istinti, Romand non è un criminale. Quello che esce da questo libro è un uomo che, prima di essere cattivo, infido e amorale, è profondamente idiota. Nessuno, che non sia un idiota, può trascorrere quindici o vent'anni della propria vita bighellonando ogni giorno in un'area di servizio o in un altro posto ugualmente squallido. Per non parlare del penoso finale con la deriva pseudoreligiosa e le richieste di perdono a tutti coloro che ha accoppato.(E, purtroppo, va detto che anche chi gli è stato vicino non ha dato prova di intelligenza, accettando supinamente ogni sua corbelleria. Una moglie che in vent'anni non ha mai avuto occasione di telefonargli in ufficio; una serie di parenti che gli affidano ogni loro avere, e non chiedono mai, per anni, un documento che dica come stanno andando gli investimenti, sono persone che evidentemente per tutto quel tempo non hanno mai guardato in faccia la realtà)....more",Notes are private!,0,3,1,not set,"Mar 21, 2014","Feb 04, 2015",,ebook,view (with text),/book/show/18166853-l-avversario
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Shadow of the Hill,"Forbes, Helen*",0992976812,9780992976811,0992976812,0        pp,4.05,222,"Oct 29, 2014","Oct 29, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"sarà....a me pare che ci sia qualche cognome che non è più quello originale (e non si sa perché), e qualche mancato riconoscimento che non si spiega psarà....a me pare che ci sia qualche cognome che non è più quello originale (e non si sa perché), e qualche mancato riconoscimento che non si spiega proprio.d'altronde, qualche colpo di scena in un giallo bisogna pur mettercelo.si può leggere, tanto più che si ripassa un po' di inglese...more",Notes are private!,0,3,1,not set,"Mar 22, 2015","Feb 04, 2015",,Kindle Edition,view (with text),/book/show/23366954-in-the-shadow-of-the-hill
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I fratelli Ashkenazi,"Singer, Israel J.",,,B00R1DMOLM,554        pp,4.33,"1,449",1936,2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 27, 2015",,Kindle Edition,view,/book/show/24295345-i-fratelli-ashkenazi
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La famiglia Karnowski,"Singer, Israel J.",8845973883,9788845973888,,498        pp,4.38,"3,175",1943,2013,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"una dignitosa serie Bla metterei così: non è un cattivo libro, ma rispetto ai Buddenbrook ed agli Uzeda i Karnowsky giocano in un altro campionato. Iouna dignitosa serie Bla metterei così: non è un cattivo libro, ma rispetto ai Buddenbrook ed agli Uzeda i Karnowsky giocano in un altro campionato. Io sono certamente poco attendibile, perché nei confronti di quelle famiglie là, e dei due tizi che ne hanno scritto le gesta, ho una venerazione totale, però credo che sia difficile negare che i tre Karnowsky di cui seguiamo le peripezie dalla Polonia a Berlino e da Berlino a New York sono figurine spesso poco convincenti. Menzione d'onore, in questo senso, per il nipotino Jegor, di cui si può capire la crisi di identità dovuta all'essere mezzo ariano e mezzo ebreo; così come si può capire la fascinazione esercitata, su di lui adolescente, dalla sua metà ariana, tanto ""vincente"" e scintillante, quanto quella ebraica è oscura e ripiegata su se stessa; ma non si potrà mai capire la totale e perenne disponibilità a farsi umiliare, sottomettere e turlupinare da chiunque incontri, senza imparare niente nemmeno dalle più dolorose esperienze personali. In questo lunghissimo libro ci sono parecchie pagine noiose, una valanga di stereotipi (dopo la suffragetta che rinuncia alla vita privata per la passione politica, non ci vengono risparmiati nemmeno gli americani iperenergici e ridanciani), un finale dietro cui occhieggia minaccioso il mulino bianco, e un certo numero di osservazioni geniali, buttate qua e là con noncuranza. E' folgorante, ad esempio. leggere che  ""i dirigenti [del partito socialista] sono assorbiti dalle loro occupazioni, non sono a contatto con i proletari e sono sicuri di sé. Lei invece nelle città di provincia entra nelle case degli operai. Mangia alla loro tavola, parla con le mogli, vede la povertà, la miseria e soprattutto l'apatia. Spesso mette in guardia i suoi compagni di partito contro il pericolo imminente"". Oppure che ""durante il grande trambusto, mentre la città ribolle di comizi, fiaccole canti e proclami, anche lei aveva seguito la corrente e dato il suo voto agli uomini nuovi che promettevano la felicità, la vittoria e un avvenire radioso. Nonostante l'aiuto che il genero le prodigava, non poteva dimenticare la perdita delle sue case, il figlio perennemente senza lavoro, i terribili anni del dopoguerra. Gli uomini nuovi promettevano che tutto sarebbe tornato come prima, e anche meglio."" C'è qualcosa che suona familiare ?...more",Notes are private!,0,4,1,not set,"Dec 14, 2014","Jan 20, 2015",,ebook,view (with text),/book/show/22037418-la-famiglia-karnowski
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,New York è una finestra senza tende,"Cognetti, Paolo*",,,B00KCNI8XQ,150        pp,3.82,441,2010,"May 15, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"immagino che tutti avrete visto quella pubblicità in cui chiedono: ti piace vincere facile?Spero che Paolo Cognetti sia sufficientemente onesto da risimmagino che tutti avrete visto quella pubblicità in cui chiedono: ti piace vincere facile?Spero che Paolo Cognetti sia sufficientemente onesto da rispondere un bel sì. Perché è molto facile catturare l'interesse e l'emozione di un lettore raccontandogli i luoghi e le storie della seconda città più emozionante del mondo (sarebbe prima ex aequo con l'altra, ma non le perdono di essere troppo lontana per permettermi di rubare un week end di tanto in tanto per andare a rivederla).E difatti lui ci riesce, avendo anche l'accortezza di rimanere con i suoi racconti in un angolo (si fa per dire: siamo a New York. quindi un angolo è bello grande) della città relativamente piccolo e poco conosciuto.Con lui troviamo le stradine meno frequentate e gli scorci meno noti, oltre a qualche storia bella e commovente (il capodanno a Manhattan con un amico triste; lo scrittore Rick Moody abbracciato sulla metropolitana da uno sconosciuto mentre entrambi guardano il grande vuoto di Ground Zero).Però c'è più di una caduta: New York è così immediatamente interessante e così naturalmente eccezionale che non ha alcun bisogno che le si attribuiscano delle meraviglie che non sono tali, come la fuffa delle vite altrui esposte dalle finestre senza tende. Se volessi, anche dalla mia finestra italiana potrei farmi i fatti dei miei vicini, tende o non tende (capita anche che le finestre siano aperte, se Cognetti non lo avesse notato)....more",Notes are private!,0,2,1,not set,"Jan 18, 2015","Jan 18, 2015",,Kindle Edition,view (with text),/book/show/22736518-new-york-una-finestra-senza-tende
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A sud del confine, a ovest del sole","Murakami, Haruki",880781708X,9788807817083,880781708X,210        pp,3.86,"128,286","Oct 05, 1992","May 24, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"che cosa dire? l'ho già scritto in altri commenti , Murakami scrive come un dio.La sua capacità di creare un mondo di persone normali, gesti normali, che cosa dire? l'ho già scritto in altri commenti , Murakami scrive come un dio.La sua capacità di creare un mondo di persone normali, gesti normali, aspettative normali, che però sono, contemporaneamente , capaci di gesti e di sentimenti straordinariamente forti, e di inseguire i propri sogni, al di là della logica e del buon senso, è assolutamente straordinaria. si legge un suo libro e si entra in un mondo.Detto questo, questo libro qualche difetto lo ha, soprattutto quando lascia in sospeso - e non chiarisce - i rapporti fra alcuni personaggi (il suocero del protagonista, che compare e riscompare senza incidere sulla storia) e quando fa concludere la storia in maniera un po' troppo improvvisa.facciamo tre stelle e mezzo....more",Notes are private!,0,4,1,not set,not set,"Jan 18, 2015",,Paperback,view (with text),/book/show/6702408-a-sud-del-confine-a-ovest-del-sole
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La ballata di Jonny Valentine,"Wayne, Teddy*",887521591X,9788875215910,B00KBY7BJS,304        pp,3.50,"3,201","Feb 04, 2013","May 14, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"se mi avessero detto che avrei adorato un facsimile di justin Bieber e, ancora più impensabile, la madre che ne ha fatto un fenomeno da baraccone e nese mi avessero detto che avrei adorato un facsimile di justin Bieber e, ancora più impensabile, la madre che ne ha fatto un fenomeno da baraccone e ne controlla i destini, avrei chiamato il 118.Invece per questo jonny valentine, che non è un adulto ma decisamente non è un bambino, che vomita prima di ogni spettacolo, fa servizi fotografici fintamente paparazzati e sa ogni risposta che bisogna dare durante le interviste ho avuto un colpo di fulmine.E lo stesso per sua madre, che è una persona vera, con pregi difetti incertezze e la capacità di vivere il grandissimo amore per suo figlio senza smancerie, avendo ben presente che il talento del ragazzo è un dono da sfruttare al massimo, perché questo è l'interesse di loro due, soli contro il mondo.Però non comprerò dischi di justin Bieber....more",Notes are private!,0,5,1,not set,"Sep 06, 2014","Jan 18, 2015",,Kindle Edition,view (with text),/book/show/23542764-la-ballata-di-jonny-valentine
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vite pericolose di bravi ragazzi,"Fuhrman, Chris",8876384499,9788876384493,8876384499,273        pp,3.97,"1,515",1994,"Jun 06, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"ci vuole un po' a maturare l'empatia con questi tredicenni violenti, sporchi, affamati di quel sesso che ancora non conoscono e un po' temono.per l'esci vuole un po' a maturare l'empatia con questi tredicenni violenti, sporchi, affamati di quel sesso che ancora non conoscono e un po' temono.per l'esattezza, ci vuole tutto il tempo che occorre ad un adulto per rendersi conto che i tredicenni sono veramente così, e che descriverli diversamente vorrebbe dire edulcorare la realtà, scadere nella vita del mulino bianco, o, più semplicemente, mentire. Non è certo un caso che questo libro sia stato scritto da un giovane (purtroppo morto molto prematuramente), che come tale aveva sicuramente fresco nella mente il ricordo di come si è a tredici anni. Ne esce un libro che è sì l'ennesimo racconto di un'adolescenza nella provincia americana (argomento oggetto di qualche milione di libri e di film), ma che proprio grazie al confronto con così tanti simili riesce a far emergere le sue qualità.Detto del libro, bisogna dire qualcosa della traduzione, che è semplicemente indecente.Mi dispiace parlare male del traduttore, che probabilmente è una persona che lavora molto e guadagna poco, ma, onestamente, se non si conosce una lingua non si dovrebbero tradurre i libri scritti in quella lingua (è vero che ci sono anche parecchi errori di italiano!). Due perle: una ragazzina afferma di vedere un fantasma, e per convincere il fidanzato che è vero gli dice ""Either è reale oppure sono pazza"" (dove si vede che il traduttore ignora la banalissima formula ""either ... or""). Più avanti, ""due poliziotti percorrevano il sentiero in testa a Paul"" (cioè, evidentemente ""ahead of Paul"": che forse si tradurrebbe meglio perfino usando google translator). Di questi obbrobri in casa editrice non si è accorto nessuno?...more",Notes are private!,0,1,1,not set,"Sep 22, 2014","Jan 18, 2015",,Paperback,view (with text),/book/show/18147685-vite-pericolose-di-bravi-ragazzi
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Identici,"Turow, Scott*",8852046283,9788852046285,,336        pp,3.50,"10,055","Oct 15, 2013","Jan 02, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Scott, amico miohai scritto il primo, e probabilmente il migliore dei legal thrillerhai guadagnato una tale paccata di soldi che ogni tanto ti tocca dScott, amico miohai scritto il primo, e probabilmente il migliore dei legal thrillerhai guadagnato una tale paccata di soldi che ogni tanto ti tocca difendere qualcuno gratis per non sforare con le tassesei una bravissima persona, democratico, contrario alla pena di morte, millemiglia lontano dal razzismo, educato e ragionante.Perché continui a scrivere libri, che ognuno viene fuori peggio del precedente???...more",Notes are private!,0,2,1,not set,"Oct 25, 2014","Jan 18, 2015",,ebook,view (with text),/book/show/20359364-identici
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pista nera,"Manzini, Antonio",8838930287,9788838930287,,275        pp,3.75,"4,271","Jan 31, 2013",Feb 2013,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"l'elenco dei topoi che si trovano in questo libro è lungo forse più del libro stesso: l'investigatore con un passato torbido; con una storia d'amore il'elenco dei topoi che si trovano in questo libro è lungo forse più del libro stesso: l'investigatore con un passato torbido; con una storia d'amore importante finita per qualche ragione (che viene detta all'ultima pagina ma si era capita da tempo); con un rapporto pessimo con i sottoposti e possibilmente peggiore con i superiori; con un patrimonio di scrupoli prossimo a zero eppure capace, all'occorrenza, di agire secondo un'etica condivisibile, è un personaggio già apparso sulla pagina e sugli schermi così tante volte che se ne è perso il conto.Ma paradossalmente è questo il pregio di questo libro (che non è ""ottimo"" come vorrebbero le attuali quattro stelline, ma è pur sempre un po' più che ""buono""), che gioca con tutti questi luoghi comuni riuscendo a trarne una storia non banale, e tenendo agganciato il lettore con un buon grado di tensione e con i tempi giusti, fino alla rivelazione del mistero. Rivelazione che non è proprio un fulmine a ciel sereno, ma non è neppure del tutto telefonata.Alla fine, questo libro è molto meglio di parecchi altri gialli più famosi e strombazzati che girano per aNobii e per le librerie....more",Notes are private!,0,4,1,not set,"Dec 26, 2014","Jan 18, 2015",,ebook,view (with text),/book/show/17560397-pista-nera
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La ballata di Adam Henry,"McEwan, Ian*",8806223836,9788806223830,8806223836,202        pp,3.73,"78,177",Sep 2014,"Nov 25, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"l’ho già scritto, lo riscrivo: io odio il signor Ian McEwan.Perché scrive troppo bene, se vogliamo dare una spiegazione generica. Perché ha la capacitl’ho già scritto, lo riscrivo: io odio il signor Ian McEwan.Perché scrive troppo bene, se vogliamo dare una spiegazione generica. Perché ha la capacità di andare ben al di sotto della superficie dei rapporti fra le persone, se vogliamo dare una spiegazione un po’ meno becera.Qui forse il suo istinto di narratore è lasciato meno libero di galoppare, rispetto a quanto avveniva in Espiazione o in Chesil Beach, mentre è la capacità di far pensare i suoi personaggi a prendere il sopravvento.Non succede nulla, in questo libro, o forse succede tutto: perché ci sono persone che vivono, e la vita è amore, lavoro, vanità, malattia, pietà, desiderio, imbarazzo, errori, ed in questo libro tutto questo c’è (in sole duecento pagine, se Donna Tartt volesse prendere nota).Un grazie particolare all’autore per avermi regalato le stradine e le piazzette acciottolate, gli edifici di mattoni rossi con le grondaie rumorose ed i seminterrati gelidi, ed i palazzi di rappresentanza quietamente solenni dell’enclave dei legali di Londra (Gray’s Inn). O, più semplicemente, per avere scritto anche di Londra....more",Notes are private!,0,22,3,not setnot setnot set,"Oct 04, 2022Jan 20, 2020Jan 06, 2015","Jan 18, 2015",,Hardcover,view (with text),/book/show/23612098-la-ballata-di-adam-henry
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Una testa in gioco,"Simenon, Georges",8845911608,9788845911606,8845911608,149        pp,3.78,"2,371",1931,"Oct 11, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"credo sia uno dei primi Maigret, e si vede dallo stile non eccelso della scrittura. Frasi brevi, non particolarmente raffinate.In compenso, Simenon ticredo sia uno dei primi Maigret, e si vede dallo stile non eccelso della scrittura. Frasi brevi, non particolarmente raffinate.In compenso, Simenon ti butta lì, senza tanto stare ad arzigogolarci sopra e senza spendere parole di elogio per il suo uomo, che Maigret rischia di rovinarsi per correggere un errore di superficialità commesso nel corso di un'indagine che ha portato alla condanna a morte di un innocente. Come se fosse una cosa che capita tutti i giorni.In più la storia gialla è originale.Le quattro stelle vanno, quindi, ai concetti, più che alla letteratura....more",Notes are private!,0,3,1,not set,"Jan 12, 2015","Jan 18, 2015",,Paperback,view (with text),/book/show/9678960-una-testa-in-gioco
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La Maison atlantique,"Besson, Philippe",226002128X,,B00HQTUBES,234        pp,3.55,176,"Jan 08, 2014","Jan 08, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,gran bella copertina,Notes are private!,0,1,1,"Jun 02, 2014","Jun 20, 2014","Jun 02, 2014",,Kindle Edition,view (with text),/book/show/20577672-la-maison-atlantique
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"L'uomo di Lewis        (Lewis Trilogy, #2)","May, Peter*",8806212451,9788806212452,8806212451,368        pp,4.21,"26,921",2011,"Sep 24, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jul 30, 2017","Aug 04, 2017","Mar 01, 2014",,Paperback,view,/book/show/18586537-l-uomo-di-lewis
311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Natura morta in riva al mare        (Commissario Dupin, #1)","Bannalec, Jean-Luc",8856631113,9788856631111,8856631113,308        pp,3.65,"6,148",2012,Jun 2013,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"da un certo punto in poi si dà per scontato che un certo quadro sia stato rubato, senza avere mai parlato di un furto fino a quel momento (c'era statoda un certo punto in poi si dà per scontato che un certo quadro sia stato rubato, senza avere mai parlato di un furto fino a quel momento (c'era stato un dubbio, molte pagine prima), e non è un dettaglio, perché da lì viene tutta la storia. Sono cose che danno sui nervi: ci vuol tanto a rileggersi, o a farsi rileggere da un editor? A parte questo è un giallo onesto, che si legge volentieri anche se molte pagine sembrano più una guida turistica del Finistère che un libro...more",Notes are private!,0,7,1,not set,"Jun 30, 2014","Mar 01, 2014",,Hardcover,view (with text),/book/show/18142169-natura-morta-in-riva-al-mare
312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Voci dalla luna,"Dubus, Andre",8862611900,9788862611909,8862611900,135        pp,3.97,319,1984,"Apr 27, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dubus è uno di quegli scrittori privilegiati che sanno raccontare senza esserci. Ce ne sono pochi, come pochi sono i campioni rispetto ai giocatori quDubus è uno di quegli scrittori privilegiati che sanno raccontare senza esserci. Ce ne sono pochi, come pochi sono i campioni rispetto ai giocatori qualsiasi. Sono quegli scrittori che inventano il loro mondo ed i suoi abitanti, senza balzare in scena ogni dieci righe per farci notare quanto sono bravi, ironici, colti, disperati. Quanto bene scrivono. Stanno dietro, e lasciano parlare i personaggi (*). Qui mi piace che i personaggi siano tutti descritti con partecipazione, senza ironia, sarcasmo, pregiudizi. Attraversano speranze, sconfitte, delusioni, debolezze. Hanno sbagliato, hanno subito gli sbagli altrui, hanno perdonato, sanno che perdoneranno. Sono persone. E' una bella lettura. (*) come avrà fatto ad essere amico - discepolo di Yates?? ...more",Notes are private!,0,10,1,not set,"Feb 16, 2013","Jan 27, 2014",,Paperback,view (with text),/book/show/12355032-voci-dalla-luna
313,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'eleganza del riccio,"Barbery, Muriel",,,,326        pp,3.80,"184,436",Aug 2006,Mar 2008,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,probabilmente il libro più insulso ed irritante che abbia letto in tutta la mia vita,Notes are private!,0,12,1,not set,Jan 2008,"Jan 27, 2014",,Paperback,view (with text),/book/show/12962075-l-eleganza-del-riccio
314,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La solitudine dei numeri primi,"Giordano, Paolo",,,,301        pp,3.64,"74,405","Jul 01, 2008",2008,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"se ne è parlato troppo, ha vinto troppi premi, forse l'autore ha fatto un po' troppo il figo in televisione, però rimane un libro interessante, non base ne è parlato troppo, ha vinto troppi premi, forse l'autore ha fatto un po' troppo il figo in televisione, però rimane un libro interessante, non banale ...more",Notes are private!,0,3,1,not set,Jan 2008,"Jan 27, 2014",,Hardcover,view (with text),/book/show/12093422-la-solitudine-dei-numeri-primi
