,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Trin's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mysterious Affair at Styles        (Hercule Poirot #1),"Christie, Agatha",0525565108,9780525565109,0525565108,224        pp,4.00,"423,422","Jan 01, 1920","Apr 30, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have tried, repeatedly, to like Agatha Christie's work, but I just don't. This book is racist, classist, antisemitic, but above all, tedious. I don'I have tried, repeatedly, to like Agatha Christie's work, but I just don't. This book is racist, classist, antisemitic, but above all, tedious. I don't like Poirot and I don't like Hastings, or whatever subpar Holmes-Watson thing they have going on (both Holmes and Watson have about 4000% more charm). Even the plot here -- unlike some of Christie's others -- is not particularly clever: this is the (view spoiler)[double jeopardy one, but -- while I am not an expert in 1920s English law -- I'm pretty sure that is now how double jeopardy works? (hide spoiler)] Regardless, I hated all of these people, and didn't care which of them knocked off one of the others. Good riddance. ...more",Notes are private!,2,2,1,"Aug 28, 2023","Sep 05, 2023","Sep 05, 2023",,Paperback,view (with text),/book/show/41429810-the-mysterious-affair-at-styles
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Murder Mysteries,"Russell, P. Craig",156971634X,9781569716342,156971634X,64        pp,4.06,"5,855",Oct 1992,"Jun 17, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read this short story whenever I first read Angels and Visitations: A Miscellany (age 12? probably I was too young); I wondered for years whence a parRead this short story whenever I first read Angels and Visitations: A Miscellany (age 12? probably I was too young); I wondered for years whence a particular Gaiman Bad Sex Scene had come from, and the answer, it seems, was here! Minor mystery solved, woo?Reading it as a graphic novel for the first time, I'm not sure I've gleaned any other new insights, except that I enjoy the mystery in heaven much more than the strange, sort of icky frame story. The Judas-like trapped-by-fate interpretation of Lucifer is fascinating here. And God is an asshole....more",Notes are private!,0,0,1,"Sep 04, 2023","Sep 04, 2023","Sep 04, 2023",,Hardcover,view (with text),/book/show/68001.Murder_Mysteries
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Light from Uncommon Stars,"Aoki, Ryka*",1250789060,9781250789068,1250789060,372        pp,4.07,"29,107","Sep 28, 2021","Sep 28, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Man, this writing style and I did not get along. Cutesy, exaggerated, characters over the top and not at all like real people, and the trans girl at tMan, this writing style and I did not get along. Cutesy, exaggerated, characters over the top and not at all like real people, and the trans girl at the center's journey marked by constant misgendering and cruelty instead of any kind of internal growth. Also while I like, in theory, the mashup of sci-fi and fantasy elements (aliens and demons), neither convinced me here. The most convincing element was the descriptions of all the fantastic food of the San Gabriel Valley, which, yes, is excellent.But this is not an author for me, I fear. The T.J. Klune blurb should have warned me!...more",Notes are private!,0,1,1,Sep 2023,"Sep 04, 2023","Sep 04, 2023",,Hardcover,view (with text),/book/show/56179360-light-from-uncommon-stars
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Welcome to Dorley Hall        (The Sisters of Dorley, #1)","Greaves, Alyson*",,,B09ZNRWN1Q,511        pp,4.65,199,"May 30, 2022","May 30, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 16, 2023","Sep 04, 2023","Sep 04, 2023",,Kindle Edition,view,/book/show/61098513-welcome-to-dorley-hall
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Gods,"Pratchett, Terry",0062237373,9780062237378,0062237373,386        pp,4.32,"121,483",1992,"Oct 29, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 03, 2023","Sep 03, 2023","Sep 04, 2023",,Mass Market Paperback,view,/book/show/17349226-small-gods
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Madly, Deeply: The Diaries of Alan Rickman","Rickman, Alan",1250847958,9781250847959,1250847958,469        pp,3.59,"12,265","Oct 04, 2022","Oct 18, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 28, 2023","Sep 02, 2023","Sep 02, 2023",,Hardcover,view,/book/show/59808451-madly-deeply
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Imagination Chamber,"Pullman, Philip",0702315516,9780702315510,0702315516,87        pp,3.39,"1,404","Apr 28, 2022","Apr 28, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Damn, they are really milking every last bit out of HDM. I think I would be displeased if I had spent £13 on this (I almost said ""$26"" automatically bDamn, they are really milking every last bit out of HDM. I think I would be displeased if I had spent £13 on this (I almost said ""$26"" automatically before realizing that is not at alllll the exchange rate anymore), but I borrowed it from my mom (thanks, mom!) so I can just enjoy these snippets. They have the feel of poetry, drabbles, tumblr meta all at once -- tiny nuggets or bursts of canon, beautifully written, of course.Is this a book? Idk. But I enjoyed it for whatever it was....more",Notes are private!,1,6,1,"Aug 29, 2023","Aug 29, 2023","Aug 28, 2023",,Hardcover,view (with text),/book/show/60174767-the-imagination-chamber
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hi Honey, I'm Homo!: Sitcoms, Specials, and the Queering of American Culture","Baume, Matthew*",,9781637743010,,272        pp,4.35,"1,187","May 30, 2023","May 30, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Aug 27, 2023","Aug 27, 2023","Aug 27, 2023",,Paperback,view,/book/show/61658558-hi-honey-i-m-homo
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If I Never Get Back,"Brock, Darryl",0517573458,9780517573457,0517573458,424        pp,4.07,"1,398",1989,"Dec 30, 1989",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mystery box book #27!Baseball and time travel, what more could I want?Well...a plot that isn't overlong and full of dropped threads, and a main characMystery box book #27!Baseball and time travel, what more could I want?Well...a plot that isn't overlong and full of dropped threads, and a main character who doesn't suck. I enjoyed the early chapters of Sam realizing he was back in 1869 and falling in with the Cincinnati Red Stockings, baseball's first pro team, but after that things get convoluted -- not to mention sillier and sillier. Mark Twain appears, becomes Sam's bestie (Sam is named after him so...the dream I guess), and then vanishes from the narrative. There's a Fenian plot involving buried treasure and ghosts and murder, which is too many things (I can accept time travel, but maybe not time travel and ghosts. And psychics!). Sam courts a lady, his supposed true love, then abandons her for plot reasons that make no sense. He makes terrible investments. He befriends a Black cyclist so Brock can vaguely be like, ""oh yeah, 1869 was cool but racist I guess"" and then the narrative drops this character even more abruptly than Mr. Twain. And throughout Sam just sort of stinks! His entitled 1989 white guy POV is all over everything and not necessarily better than the 1869 dudes, who (somewhat) have the excuse of being from 1869. (""Should I try to warn Custer?"" he thinks. NO.) He treats the past like a game he can win, while also only very rarely remembering to care about the daughters he left behind in 1989. I'm sorry, but if you're going to abandon your family to pursue your dreams, you have to do it in a sympathetic gay way, à la Stede Bonnet.And you, Sam Fowler, are no Stede Bonnet....more",Notes are private!,0,2,1,"Aug 18, 2023","Aug 26, 2023","Aug 26, 2023",,Hardcover,view (with text),/book/show/3248563-if-i-never-get-back
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Six Characters in Search of an Author,"Pirandello, Luigi",0451526880,9780451526885,0451526880,82        pp,3.83,"20,160","Mar 09, 1921","May 01, 1998",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Meta: creative, interesting.Sexual politics: YIKES.",Notes are private!,0,1,1,"Aug 24, 2023","Aug 25, 2023","Aug 25, 2023",,Mass Market Paperback,view (with text),/book/show/540665.Six_Characters_in_Search_of_an_Author
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The King of Elfland's Daughter,"Dunsany, Lord",034543191X,9780345431912,034543191X,240        pp,3.83,"7,790",1924,"Jul 06, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 20, 2023","Aug 25, 2023","Aug 25, 2023",,Paperback,view,/book/show/14686.The_King_of_Elfland_s_Daughter
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Crow Road,"Banks, Iain",1596923075,9781596923072,1596923075,501        pp,4.08,"22,684",1992,"Jan 01, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 18, 2023","Aug 22, 2023","Aug 22, 2023",,Paperback,view,/book/show/2622741-the-crow-road
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Proud Taste for Scarlet and Miniver,"Konigsburg, E.L.",0689301111,9780689301117,0689301111,201        pp,3.87,"3,508",1973,"Jul 01, 1973",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mystery box book #26!I'm not sure how historically accurate this book is, or even how narratively interesting/successful (why is the end so rushed comMystery box book #26!I'm not sure how historically accurate this book is, or even how narratively interesting/successful (why is the end so rushed compared to the beginning?) but it's delightfully weird. Bring back more weird YA/MG like this! Who else besides like M.T. Anderson is doing weird shit like this these days?...more",Notes are private!,2,5,1,"Aug 17, 2023","Aug 18, 2023","Aug 18, 2023",,Hardcover,view (with text),/book/show/1369468.A_Proud_Taste_for_Scarlet_and_Miniver
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Thief in the Night,"Charles, K.J.*",,9781912688234,,76        pp,3.77,"4,203","Oct 13, 2022","Apr 14, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 14, 2023","Aug 17, 2023","Aug 17, 2023",,ebook,view,/book/show/94182545-a-thief-in-the-night
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Denton Little's Deathdate        (Denton Little, #1)","Rubin, Lance*",0553496964,9780553496963,0553496964,346        pp,3.82,"6,622","May 11, 2015","Apr 14, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mystery box book #25!Wow, I did not miss having to read mediocre YA, especially mediocre YA by dudes. And I don't know why I hung onto this since c. 2Mystery box book #25!Wow, I did not miss having to read mediocre YA, especially mediocre YA by dudes. And I don't know why I hung onto this since c. 2014 -- it was not worth it!Anyway, we've got:--Vague misogyny and related grossness, including a girlfriend character who is just the worst and I hated it.--Worldbuilding that makes absolutely no sense (if everyone knew the date they'd die, society would CHANGE in a lot more ways than depicted here!).--An annoying cliffhanger and the mere fact that this is the first book in a series that really did not need to be a series.On the plus side, to be fair: I liked when Denton embraced radical honesty and positivity and just started telling people what he liked about them. There might have been a better, more grounded book just related to that! Unfortunately, this wasn't it....more",Notes are private!,0,0,1,"Aug 16, 2023","Aug 17, 2023","Aug 17, 2023",,Hardcover,view (with text),/book/show/18883231-denton-little-s-deathdate
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Beauty of Everyday Things,"Yanagi, Soetsu",0241366356,9780241366356,0241366356,346        pp,3.53,"1,277",2017,2018,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mystery box book #24!This was fine, though not as interesting as I had hoped -- or further outside my wheelhouse than I had expected. Yanagi discussesMystery box book #24!This was fine, though not as interesting as I had hoped -- or further outside my wheelhouse than I had expected. Yanagi discusses his/the Japanese aesthetic philosophy, different type of Japanese and Korean folk art, the founding of the Japan Folk Crafts Museum, and the Japanese takeover of Korea (which he was against, to his credit). It was nice to learn about some of these traditional art forms, but the writing was more repetitive and less illuminating than I would have wished....more",Notes are private!,0,0,1,"Aug 14, 2023","Aug 16, 2023","Aug 16, 2023",,Paperback,view (with text),/book/show/39895846-the-beauty-of-everyday-things
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Spear Cuts Through Water,"Jimenez, Simon*",0593156617,9780593156612,0593156617,544        pp,4.21,"6,227","Aug 30, 2022","May 30, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 12, 2023","Aug 14, 2023","Aug 14, 2023",,Paperback,view,/book/show/102189612-the-spear-cuts-through-water
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miss Mapp,"Benson, E.F.",0552990833,9780552990837,0552990833,269        pp,4.12,"2,384",1922,"Jun 14, 1986",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mystery box book #23!This series is just not for me, I'm afraid. I don't find the prose particularly charming or witty, and the characters are all so Mystery box book #23!This series is just not for me, I'm afraid. I don't find the prose particularly charming or witty, and the characters are all so unpleasant that their antics fail to amuse. I just don't enjoy spending time with them....more",Notes are private!,0,2,1,"Aug 08, 2023","Aug 13, 2023","Aug 13, 2023",,Paperback,view (with text),/book/show/2288850.Miss_Mapp
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Scarlet Pimpernel,"Orczy, Emmuska",0340894989,9780340894989,0340894989,312        pp,4.07,"135,435",1905,"Oct 10, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As a romance and an adventure, this is great fun. They layers of deception and misunderstanding between Percy and Marguerite, even if all secrets are As a romance and an adventure, this is great fun. They layers of deception and misunderstanding between Percy and Marguerite, even if all secrets are known at the outset to the reader, are delightful to unpick, with some very real tension, as there is also between the Pimpernel and his arch-rival, Chauvelin. Without this story I doubt we'd have Zorro, or Lord Peter Wimsey, or Francis Crawford of Lymond. Many of my favorite guys!Minus a star, however, for Orczy's depictions of class and analyses thereof. The rich are all noble, the poor dirty, and while I don't in the least think the French Revolution was pure and good (hey! maybe it's gone too far if you're killing kids!), like...uh, they had a point. Truly shocking that a baroness would get this so wrong, lol.Minus a star, also, I'm afraid, for the antisemitism. When I saw there was a chapter titled ""The Jew,"" I can't even begin to describe how my heart sank. I had to take a break partway through reading this chapter to cook and realized as I was chopping some garlic that I was deeply anxious, as if something horrible was looming over me; I realized it was the thought of going back and seeing just how bad it would be.It's pretty bad! While no actual Jews appear on screen -- for reasons that are immediately obvious (I am a better spy than Chauvelin) -- characters' attitudes certainly are, and while it is somewhat satisfying that Chauvelin ultimately loses partly because his antisemitism blinds him, the text never really refutes these. Can't say I love the Russian Roulette of classic literature and never knowing when, in a random fun adventure, I'm going to have my personhood attacked. It's a bummer. :(...more",Notes are private!,0,3,1,"Aug 05, 2023","Aug 09, 2023","Aug 09, 2023",,Paperback,view (with text),/book/show/240567.Scarlet_Pimpernel
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Future,"Alderman, Naomi*",166802568X,9781668025680,166802568X,432        pp,3.88,"11,344","Nov 07, 2023","Nov 07, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 04, 2023","Aug 08, 2023","Aug 08, 2023",,Hardcover,view,/book/show/123163147-the-future
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Name Drop,"Lee, Susan*",1335457984,9781335457981,1335457984,304        pp,3.55,"2,164",unknown,"Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2023",,Hardcover,view,/book/show/66098768-the-name-drop
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tenant of Wildfell Hall,"Brontë, Anne",0140431373,9780140431377,0140431373,511        pp,4.01,"115,957",Jun 1848,1985,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mystery box book #22!Charlotte Brontë: I can fix him.Emily Brontë: I can make him worse.Anne Brontë: I'm leaving.Look, in real life, Anne is probably Mystery box book #22!Charlotte Brontë: I can fix him.Emily Brontë: I can make him worse.Anne Brontë: I'm leaving.Look, in real life, Anne is probably right, and I appreciate what she's trying to say about the perilous situation of women who, in marriage, essentially become the property of their terrible husbands. But this book is wheat bread. Jane Eyre is cake.(Which would make Wuthering Heights...idk, black licorice or something. Not at all to my personal taste, but y'all do you.)...more",Notes are private!,0,13,1,"Jul 03, 2023","Aug 07, 2023","Aug 07, 2023",,Paperback,view (with text),/book/show/298243.The_Tenant_of_Wildfell_Hall
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Autonomous,"Newitz, Annalee*",0765392070,9780765392077,0765392070,303        pp,3.58,"16,823","Sep 19, 2017","Sep 19, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mystery box book #21!This book contains so many things that I love -- robots discovering personhood, explorations of gender, a badass pirate lady battMystery box book #21!This book contains so many things that I love -- robots discovering personhood, explorations of gender, a badass pirate lady battling evil pharmaceutical companies -- yet it mostly fell so flat for me. Part of this was Newitz's style, which is understated to the point of dullness -- a record, almost, more than a novel.The other part was the romances, which as many other ers have pointed out, suck. In ways that feel horribly under-explored, and that I don't think Newitz realizes they suck. They're both problematic and boring, which is the deadliest possible combo.I had originally rated this 2.5 rounded up, but in writing this  I have talked myself back down. Oops....more",Notes are private!,0,4,1,"Aug 04, 2023","Aug 07, 2023","Aug 07, 2023",,Hardcover,view (with text),/book/show/28209634-autonomous
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Trauma Cleaner: One Woman's Extraordinary Life in the Business of Death, Decay, and Disaster","Krasnostein, Sarah*",1250101204,9781250101204,1250101204,291        pp,3.90,"27,261","Oct 02, 2017","Apr 10, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 31, 2023","Aug 05, 2023","Aug 05, 2023",,Hardcover,view,/book/show/34964868-the-trauma-cleaner
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The View from the Cheap Seats: Selected Nonfiction,"Gaiman, Neil*",0062262262,9780062262264,0062262262,522        pp,3.97,"16,050","May 31, 2016","May 31, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have a complicated relationship with Neil Gaiman, in that: for a long time he was my favorite author, and now I no longer think that's true (though I have a complicated relationship with Neil Gaiman, in that: for a long time he was my favorite author, and now I no longer think that's true (though he will always be the author of some of my favorite books). This is evidenced by the fact that I have had a galley of this collection on my shelf since 2015, have moved with it several times -- including across the country -- but have not read it until now. I think I worried, correctly, that I would not enjoy it.It is, honestly, pretty dull. Repetitive -- we get to hear the same anecdote twice about Gaiman's daughter, Stephen King's Carrie, and the Little House books, in which Gaiman reveals he believes the last are books in which ""nothing bad ever happens,"" thereby also revealing he hasn't read them. Most of the pieces are speeches or introductions to other volumes, but most speeches are not terribly inspiring out of context if at all, and introductions divorced from the works themselves are frustrating to consume. Often, Gaiman will tell you to stop reading his piece, read the book, and come back -- well, I can't, Neil. And in general, he just doesn't have anything that interesting or revelatory to say about these books he loves, his personal canon. (Which, I have already sadly discovered from a brief period following his recommended reading, diverges greatly from mine; for someone whose best writing speaks so deeply to my heart's desires, we have very different taste.)On a petty bitch level, this was published during Gaiman's Amanda Palmer era, a.k.a. his most annoying era, so you also have to endure four separate essays about her. Have sex in private, please.I have a large library of Gaimanana and will probably keep most of it always, but I won't be keeping this....more",Notes are private!,0,10,1,"Jul 30, 2023","Aug 04, 2023","Aug 04, 2023",,Hardcover,view (with text),/book/show/24331386-the-view-from-the-cheap-seats
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How High We Go in the Dark,"Nagamatsu, Sequoia*",0063072645,9780063072640,0063072645,304        pp,3.84,"54,449","Jan 18, 2022","Jan 18, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 02, 2023","Aug 04, 2023","Aug 04, 2023",,Hardcover,view,/book/show/57850265-how-high-we-go-in-the-dark
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dawnhounds        (The Endsong, #1)","Stronach, Sascha*",1982187050,9781982187057,1982187050,352        pp,3.64,"1,455","Nov 08, 2019","Jun 14, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 30, 2023",Aug 2023,"Aug 01, 2023",,Paperback,view,/book/show/59366249-the-dawnhounds
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Roses and Rot,"Howard, Kat*",1481451162,9781481451161,1481451162,320        pp,3.56,"3,613","May 17, 2016","May 17, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 30, 2023",Aug 2023,"Aug 01, 2023",,Hardcover,view,/book/show/23524322-roses-and-rot
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stars Are Legion,"Hurley, Kameron*",,,,380        pp,3.65,"10,046","Feb 07, 2017",2017,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Grimdark and not at all to my taste. I could never get a visual sense of anything or how anything worked -- this is sci-fi where the technology is indGrimdark and not at all to my taste. I could never get a visual sense of anything or how anything worked -- this is sci-fi where the technology is indistinguishable from magic, but mostly because it doesn't make any sense. And despite all the characters in this book being female (or at least using she/her pronouns) and being able to impregnate each other, I never felt like Hurley was really saying anything about gender; rather, it felt like she read Ann Leckie and was like, ""I can do that."" Agree to disagree!...more",Notes are private!,0,3,1,"Jul 29, 2023","Jul 30, 2023","Jul 30, 2023",,Hardcover,view (with text),/book/show/58212634-the-stars-are-legion
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Theory of Everything Else: A Voyage Into the World of the Weird,"Schreiber, Dan",0063259192,9780063259195,0063259192,368        pp,4.11,"2,601","Jun 27, 2023","Jun 27, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hugely entertaining book of stories about weird things people have believed -- with a focus on successful people who also held outlandish beliefs. (DiHugely entertaining book of stories about weird things people have believed -- with a focus on successful people who also held outlandish beliefs. (Did you know the inventor of the PCR test claimed to have been visited by a glowing -- and possibly alien -- raccoon? Now you do!) Schreiber is the rare podcaster whose voice works equally well on the page as when he's just chatting with his mates, and he mostly walks a very difficult tonal line here: emphasizing that he does not endorse any of these theories, and even, for the most part, pointing out where weirdo ideas tumble over into problematic ones. (The PCR/raccoon guy became an anti-vaxxer.) The one unfortunate exception to this is a section on the belief in ""lizard people,"" in which Schreiber discusses David Icke and Alice Walker but never makes explicit that they're doing an antisemitism, actually. There's no funny or light way to discuss this ""theory"" if you're aware of what a dogwhistle it is, so I really wish it had just been omitted.However, other than that, this is a return to the realm of '90s-type conspiracy theories that, as someone who grew up on The X-Files, I still have a fondness for....more",Notes are private!,0,9,1,"Jul 24, 2023","Jul 30, 2023","Jul 30, 2023",,Hardcover,view (with text),/book/show/62854850-the-theory-of-everything-else
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hollow Places,"Kingfisher, T.",1534451129,9781534451124,1534451129,337        pp,3.80,"34,563","Oct 06, 2020","Oct 06, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Skillful and effective horror take on the portal fantasy. Strong characters (I loved Simon!) and some nice, creepy imagery. Basically: solid stuff, thSkillful and effective horror take on the portal fantasy. Strong characters (I loved Simon!) and some nice, creepy imagery. Basically: solid stuff, though it never quite pushes beyond being that -- what it says on the tin....more",Notes are private!,0,5,1,"Jul 28, 2023","Jul 29, 2023","Jul 29, 2023",,Paperback,view (with text),/book/show/50892288-the-hollow-places
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"An Unkindness of Magicians        (The Unseen World, #1)","Howard, Kat*",1481451197,9781481451192,1481451197,355        pp,3.73,"11,018","Sep 26, 2017","Sep 26, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very flat and tell-y. A lot of ""this happened and then this happened"" -- even up to and including the climax, in which the villain's defeat is relayedVery flat and tell-y. A lot of ""this happened and then this happened"" -- even up to and including the climax, in which the villain's defeat is relayed with about as much passion as a local council recap. There might be some interesting world-building ideas in here, but the style prevented me from every being able to sink in and feel the world....more",Notes are private!,0,4,1,"Jul 27, 2023","Jul 28, 2023","Jul 28, 2023",,Hardcover,view (with text),/book/show/32919669-an-unkindness-of-magicians
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Refrigerator Monologues,"Valente, Catherynne M.*",1481459341,9781481459341,1481459341,160        pp,4.05,"3,926","Jun 06, 2017","Jun 06, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 26, 2023","Jul 27, 2023","Jul 27, 2023",,Hardcover,view,/book/show/32714267-the-refrigerator-monologues
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guest List,"Foley, Lucy",0062868934,9780062868930,0062868934,313        pp,3.82,"995,970","Feb 20, 2020",Jul 2020,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jesus Christ this is so fucking stupid.I know these imitation Agatha Christie-type thrillers are very in right now, Foley's in particular, so I wantedJesus Christ this is so fucking stupid.I know these imitation Agatha Christie-type thrillers are very in right now, Foley's in particular, so I wanted to see what the fuss was about. I really don't get it. The flat, constantly rotating 1st-person POVs, none of which are likable or engaging; the insane coincidences that stack on top of each other implausibly; the extremely predictable conclusion. Aside from the setting -- remote island, always a classic -- what's the appeal here? Christie at least could surprise you, but I guessed this one easily, and I'm not a mystery reader who really tries to puzzle things out -- I'm there for the characters. Foley can't write a convincing human being, so. Guess I'm out of luck there too.More than that: I'm baffled....more",Notes are private!,0,5,1,"Jul 25, 2023","Jul 26, 2023","Jul 26, 2023",,Hardcover,view (with text),/book/show/54911607-the-guest-list
